0000000182afa7a8 (__DATA,__data) external _NDR_record
00000001809e4604 (__TEXT,__text) external _mk_timer_destroy
00000001809e840c (__TEXT,__text) external _mkdir
00000001809e8438 (__TEXT,__text) external _mkdirat
00000001809e8464 (__TEXT,__text) external _mkfifo
00000001809e8490 (__TEXT,__text) external _mkfifoat
00000001809e84bc (__TEXT,__text) external _mknod
00000001809e84e8 (__TEXT,__text) external _mknodat
00000001809e8514 (__TEXT,__text) external _mlock
00000001809e8540 (__TEXT,__text) external _mlockall
00000001809f6b78 (__TEXT,__text) external _mmap
00000001809e856c (__TEXT,__text) external _mount
00000001809e5a60 (__TEXT,__text) external _mprotect
00000001809e8598 (__TEXT,__text) external _mremap_encrypted
00000001809ed814 (__TEXT,__text) external _msg_receive
00000001809ed804 (__TEXT,__text) external _msg_rpc
00000001809ed80c (__TEXT,__text) external _msg_send
00000001809e5a8c (__TEXT,__text) external _msgctl
00000001809e85c4 (__TEXT,__text) external _msgget
00000001809e85f0 (__TEXT,__text) external _msgrcv
00000001809e5ab8 (__TEXT,__text) external _msgrcv$NOCANCEL
00000001809e861c (__TEXT,__text) external _msgsnd
00000001809e5ae4 (__TEXT,__text) external _msgsnd$NOCANCEL
00000001809e48e4 (__TEXT,__text) external _msgsys
00000001809e5b3c (__TEXT,__text) external _msync
00000001809e5b68 (__TEXT,__text) external _msync$NOCANCEL
00000001809e8648 (__TEXT,__text) external _munlock
00000001809e8674 (__TEXT,__text) external _munlockall
00000001809fb894 (__TEXT,__text) external _munmap
00000001809e86a0 (__TEXT,__text) external _necp_client_action
00000001809e86cc (__TEXT,__text) external _necp_match_policy
00000001809e86f8 (__TEXT,__text) external _necp_open
00000001809e8724 (__TEXT,__text) external _necp_session_action
00000001809e8750 (__TEXT,__text) external _necp_session_open
00000001809e877c (__TEXT,__text) external _net_qos_guideline
00000001809e87a8 (__TEXT,__text) external _netagent_trigger
0000000180a09960 (__TEXT,__text) external _netname_check_in
0000000180a09d60 (__TEXT,__text) external _netname_check_out
0000000180a09b08 (__TEXT,__text) external _netname_look_up
0000000180a09f04 (__TEXT,__text) external _netname_version
00000001809efd20 (__TEXT,__text) external _nfsclnt
00000001809e87d4 (__TEXT,__text) external _nfssvc
0000000182afa798 (__DATA,__data) external _non_boost_assertion_token
0000000182afa790 (__DATA,__data) external _normal_boost_assertion_token
00000001809e8800 (__TEXT,__text) external _ntp_adjtime
00000001809e882c (__TEXT,__text) external _ntp_gettime
00000001809e8858 (__TEXT,__text) external _objc_bp_assist_cfg_np
00000001809f8a50 (__TEXT,__text) external _open
00000001809efdac (__TEXT,__text) external _open$NOCANCEL
00000001809f9524 (__TEXT,__text) external _open_dprotected_np
00000001809f8a84 (__TEXT,__text) external _openat
00000001809efde0 (__TEXT,__text) external _openat$NOCANCEL
00000001809f95e0 (__TEXT,__text) external _openat_authenticated_np
00000001809f9580 (__TEXT,__text) external _openat_dprotected_np
00000001809e8884 (__TEXT,__text) external _openbyid_np
00000001809eb3d4 (__TEXT,__text) external _os_buflet_get_data_address
00000001809eb3a4 (__TEXT,__text) external _os_buflet_get_data_length
00000001809eb3dc (__TEXT,__text) external _os_buflet_get_data_limit
00000001809eb39c (__TEXT,__text) external _os_buflet_get_data_offset
00000001809eb3c4 (__TEXT,__text) external _os_buflet_get_object_address
00000001809eb3cc (__TEXT,__text) external _os_buflet_get_object_limit
00000001809eb3b8 (__TEXT,__text) external _os_buflet_set_data_length
00000001809eb3ac (__TEXT,__text) external _os_buflet_set_data_offset
00000001809f3da8 (__TEXT,__text) external _os_channel_advance_slot
00000001809f4a14 (__TEXT,__text) external _os_channel_attr_clone
00000001809f4978 (__TEXT,__text) external _os_channel_attr_create
00000001809f4c3c (__TEXT,__text) external _os_channel_attr_destroy
00000001809f4ea8 (__TEXT,__text) external _os_channel_attr_get
00000001809f505c (__TEXT,__text) external _os_channel_attr_get_key
00000001809f4d18 (__TEXT,__text) external _os_channel_attr_set
00000001809f4aa8 (__TEXT,__text) external _os_channel_attr_set_key
00000001809f3d50 (__TEXT,__text) external _os_channel_available_slot_count
00000001809f6728 (__TEXT,__text) external _os_channel_buflet_alloc
00000001809f6060 (__TEXT,__text) external _os_channel_buflet_free
00000001809f66f4 (__TEXT,__text) external _os_channel_configure_interface_advisory
00000001809f3988 (__TEXT,__text) external _os_channel_create
00000001809f2f74 (__TEXT,__text) external _os_channel_create_extended
00000001809f3b10 (__TEXT,__text) external _os_channel_destroy
00000001809f665c (__TEXT,__text) external _os_channel_event_free
00000001809fa1c0 (__TEXT,__text) external _os_channel_event_get_event_data
00000001809fa10c (__TEXT,__text) external _os_channel_event_get_next_event
00000001809f45bc (__TEXT,__text) external _os_channel_flow_admissible
00000001809f4798 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00000001809f4598 (__TEXT,__text) external _os_channel_get_advisory_region
00000001809f3998 (__TEXT,__text) external _os_channel_get_fd
00000001809f6660 (__TEXT,__text) external _os_channel_get_interface_advisory
00000001809f6208 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001809f3e34 (__TEXT,__text) external _os_channel_get_next_slot
00000001809f4514 (__TEXT,__text) external _os_channel_get_stats_region
00000001809f375c (__TEXT,__text) non-external _os_channel_info2attr
00000001809f3878 (__TEXT,__text) non-external _os_channel_init_ring
00000001809f3c00 (__TEXT,__text) external _os_channel_is_defunct
00000001809f5590 (__TEXT,__text) external _os_channel_large_packet_alloc
00000001809f50d4 (__TEXT,__text) external _os_channel_packet_alloc
00000001809f50dc (__TEXT,__text) non-external _os_channel_packet_alloc_common
00000001809f5598 (__TEXT,__text) external _os_channel_packet_free
00000001809f5a70 (__TEXT,__text) external _os_channel_packet_pool_purge
00000001809f3d20 (__TEXT,__text) external _os_channel_pending
00000001809f5d74 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00000001809f39a0 (__TEXT,__text) external _os_channel_read_attr
00000001809f3ac0 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00000001809f3c14 (__TEXT,__text) external _os_channel_ring_id
00000001809f3d44 (__TEXT,__text) external _os_channel_ring_notify_time
00000001809f3d38 (__TEXT,__text) external _os_channel_ring_sync_time
00000001809f3cc4 (__TEXT,__text) external _os_channel_rx_ring
00000001809f4270 (__TEXT,__text) external _os_channel_set_slot_properties
00000001809f5738 (__TEXT,__text) external _os_channel_slot_attach_packet
00000001809f58c4 (__TEXT,__text) external _os_channel_slot_detach_packet
00000001809f43a8 (__TEXT,__text) external _os_channel_slot_get_packet
00000001809f3ae4 (__TEXT,__text) external _os_channel_sync
00000001809f3c7c (__TEXT,__text) external _os_channel_tx_ring
00000001809f39f4 (__TEXT,__text) external _os_channel_write_attr
00000001809eb368 (__TEXT,__text) external _os_copy_and_inet_checksum
00000001809e4640 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001809f9428 (__TEXT,__text) external _os_cpu_in_cksum
00000001809e4040 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00000001809e88b0 (__TEXT,__text) external _os_fault_with_payload
00000001809eb364 (__TEXT,__text) external _os_inet_checksum
00000001809f7628 (__TEXT,__text) external _os_nexus_attr_clone
00000001809f758c (__TEXT,__text) external _os_nexus_attr_create
00000001809f79bc (__TEXT,__text) external _os_nexus_attr_destroy
00000001809f7870 (__TEXT,__text) external _os_nexus_attr_get
00000001809f7684 (__TEXT,__text) external _os_nexus_attr_set
00000001809f810c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00000001809f7e08 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00000001809f7e28 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00000001809f7a0c (__TEXT,__text) external _os_nexus_controller_create
00000001809f7dfc (__TEXT,__text) external _os_nexus_controller_deregister_provider
00000001809f84ec (__TEXT,__text) external _os_nexus_controller_destroy
00000001809f7e1c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00000001809f7b0c (__TEXT,__text) external _os_nexus_controller_get_fd
00000001809f8300 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00000001809f7fa8 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00000001809f7b14 (__TEXT,__text) external _os_nexus_controller_register_provider
00000001809f8264 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00000001809f7f28 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001809f8894 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00000001809eb224 (__TEXT,__text) external _os_packet_add_buflet
00000001809ea7cc (__TEXT,__text) external _os_packet_add_inet_csum_flags
00000001809ea90c (__TEXT,__text) external _os_packet_clear_flow_uuid
00000001809eb2d8 (__TEXT,__text) external _os_packet_decrement_use_count
00000001809eb07c (__TEXT,__text) external _os_packet_finalize
00000001809eb300 (__TEXT,__text) external _os_packet_get_aggregation_type
00000001809eaf88 (__TEXT,__text) external _os_packet_get_buflet_count
00000001809ea648 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000001809eaf7c (__TEXT,__text) external _os_packet_get_data_length
00000001809ea9e0 (__TEXT,__text) external _os_packet_get_expire_time
00000001809eaa74 (__TEXT,__text) external _os_packet_get_expiry_action
00000001809ea85c (__TEXT,__text) external _os_packet_get_flow_uuid
00000001809ea9b0 (__TEXT,__text) external _os_packet_get_group_end
00000001809ea94c (__TEXT,__text) external _os_packet_get_group_start
00000001809ea0a8 (__TEXT,__text) external _os_packet_get_headroom
00000001809ea80c (__TEXT,__text) external _os_packet_get_inet_checksum
00000001809eaeb8 (__TEXT,__text) external _os_packet_get_keep_alive
00000001809ea1a4 (__TEXT,__text) external _os_packet_get_link_broadcast
00000001809ea2c4 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000001809ea12c (__TEXT,__text) external _os_packet_get_link_header_length
00000001809ea234 (__TEXT,__text) external _os_packet_get_link_multicast
00000001809eafc4 (__TEXT,__text) external _os_packet_get_next_buflet
00000001809eac74 (__TEXT,__text) external _os_packet_get_packetid
00000001809eb050 (__TEXT,__text) external _os_packet_get_segment_count
00000001809ea554 (__TEXT,__text) external _os_packet_get_service_class
00000001809eab10 (__TEXT,__text) external _os_packet_get_token
00000001809eb3e4 (__TEXT,__text) external _os_packet_get_trace_id
00000001809ea6c4 (__TEXT,__text) external _os_packet_get_traffic_class
00000001809ea410 (__TEXT,__text) external _os_packet_get_transport_retransmit
00000001809ea340 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00000001809ea3a8 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000001809eaf04 (__TEXT,__text) external _os_packet_get_truncated
00000001809eae34 (__TEXT,__text) external _os_packet_get_vlan_id
00000001809eae3c (__TEXT,__text) external _os_packet_get_vlan_priority
00000001809eadcc (__TEXT,__text) external _os_packet_get_vlan_tag
00000001809eaea8 (__TEXT,__text) external _os_packet_get_wake_flag
00000001809eb2ac (__TEXT,__text) external _os_packet_increment_use_count
00000001809eae44 (__TEXT,__text) external _os_packet_set_app_metadata
00000001809ea618 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000001809eaa30 (__TEXT,__text) external _os_packet_set_expire_time
00000001809eaac4 (__TEXT,__text) external _os_packet_set_expiry_action
00000001809ea8b4 (__TEXT,__text) external _os_packet_set_flow_uuid
00000001809ea97c (__TEXT,__text) external _os_packet_set_group_end
00000001809ea918 (__TEXT,__text) external _os_packet_set_group_start
00000001809ea050 (__TEXT,__text) external _os_packet_set_headroom
00000001809ea788 (__TEXT,__text) external _os_packet_set_inet_checksum
00000001809eaec8 (__TEXT,__text) external _os_packet_set_keep_alive
00000001809eaf48 (__TEXT,__text) external _os_packet_set_l4s_flag
00000001809ea158 (__TEXT,__text) external _os_packet_set_link_broadcast
00000001809ea278 (__TEXT,__text) external _os_packet_set_link_ethfcs
00000001809ea0e8 (__TEXT,__text) external _os_packet_set_link_header_length
00000001809ea1e8 (__TEXT,__text) external _os_packet_set_link_multicast
00000001809eacf0 (__TEXT,__text) external _os_packet_set_packetid
00000001809eb4a4 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00000001809ea478 (__TEXT,__text) external _os_packet_set_service_class
00000001809eabd0 (__TEXT,__text) external _os_packet_set_token
00000001809eb404 (__TEXT,__text) external _os_packet_set_trace_id
00000001809ea694 (__TEXT,__text) external _os_packet_set_traffic_class
00000001809ea440 (__TEXT,__text) external _os_packet_set_transport_last_packet
00000001809ea3d8 (__TEXT,__text) external _os_packet_set_transport_retransmit
00000001809ea308 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000001809ea370 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00000001809eb4d4 (__TEXT,__text) external _os_packet_set_tso_flags
00000001809eb32c (__TEXT,__text) external _os_packet_set_tx_timestamp
00000001809ead6c (__TEXT,__text) external _os_packet_set_vlan_tag
00000001809eb430 (__TEXT,__text) external _os_packet_trace_event
00000001809ee0b0 (__TEXT,__text) external _os_proc_available_memory
00000001809ed72c (__TEXT,__text) external _panic
00000001809ed720 (__TEXT,__text) external _panic_init
00000001809e88dc (__TEXT,__text) external _panic_with_data
00000001809e8908 (__TEXT,__text) external _pathconf
00000001809e8934 (__TEXT,__text) external _peeloff
00000001809e4514 (__TEXT,__text) external _pid_for_task
00000001809e8960 (__TEXT,__text) external _pid_hibernate
00000001809e898c (__TEXT,__text) external _pid_resume
00000001809f69e4 (__TEXT,__text) external _pid_shutdown_networking
00000001809e89b8 (__TEXT,__text) external _pid_shutdown_sockets
00000001809e89e4 (__TEXT,__text) external _pid_suspend
00000001809e5e54 (__TEXT,__text) external _pipe
00000001809e8a10 (__TEXT,__text) external _pivot_root
00000001809ea000 (__TEXT,__text) external _pkt_subtype_assert_fail
00000001809ea028 (__TEXT,__text) external _pkt_type_assert_fail
00000001809e8a3c (__TEXT,__text) external _poll
00000001809e5e8c (__TEXT,__text) external _poll$NOCANCEL
00000001809e9f28 (__TEXT,__text) non-external _port_for_id_internal
00000001809ed77c (__TEXT,__text) external _port_obj_init
0000000182afa828 (__DATA,__common) external _port_obj_table
0000000182afa780 (__DATA,__data) external _port_obj_table_size
00000001809e8330 (__TEXT,__text) external _posix_madvise
00000001809f24b0 (__TEXT,__text) external _posix_spawn
00000001809f11ac (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00000001809f1688 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000001809f17c0 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001809f1550 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00000001809f15e0 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000001809f187c (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00000001809f1730 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00000001809f13fc (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001809f1374 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000001809f1320 (__TEXT,__text) external _posix_spawn_file_actions_init
00000001809f0848 (__TEXT,__text) external _posix_spawnattr_destroy
00000001809f10cc (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00000001809f1e78 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000001809f1e34 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000001809f0c78 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00000001809f0c10 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000001809f1954 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00000001809f0b80 (__TEXT,__text) external _posix_spawnattr_getflags
00000001809f1b1c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00000001809f0cec (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00000001809f0bc8 (__TEXT,__text) external _posix_spawnattr_getpgroup
00000001809f0d10 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00000001809f0ba4 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00000001809f0bec (__TEXT,__text) external _posix_spawnattr_getsigmask
00000001809f077c (__TEXT,__text) external _posix_spawnattr_init
00000001809f10f4 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001809f22e8 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000001809f113c (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000001809f111c (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00000001809f115c (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00000001809f2040 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00000001809f1e58 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00000001809f23b0 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00000001809f2148 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00000001809f21a4 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000001809f19cc (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000001809f23f0 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180a16bc8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00000001809f23d0 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00000001809f2490 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00000001809f2240 (__TEXT,__text) external _posix_spawnattr_set_login_np
00000001809f1ffc (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00000001809f1f60 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000001809f1f94 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000001809f1e9c (__TEXT,__text) external _posix_spawnattr_set_persona_np
00000001809f1f30 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00000001809f10ac (__TEXT,__text) external _posix_spawnattr_set_platform_np
00000001809f2390 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000001809f1ae4 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000001809f1e04 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00000001809f1a58 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001809f0f74 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00000001809f19ac (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000001809f2098 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000001809f0f4c (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00000001809f0e3c (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00000001809f12e8 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00000001809f0d9c (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000001809f1d5c (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000001809f1934 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00000001809f190c (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000001809f0f20 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00000001809f12b4 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000001809f0b60 (__TEXT,__text) external _posix_spawnattr_setflags
00000001809f1980 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000001809f1bdc (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00000001809f201c (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00000001809f0ee0 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000001809f0d58 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000001809f0f00 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000001809f0d34 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000001809f0d78 (__TEXT,__text) external _posix_spawnattr_setsigmask
00000001809f117c (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000001809e8a68 (__TEXT,__text) external _pread
00000001809e5ee4 (__TEXT,__text) external _pread$NOCANCEL
00000001809e8a94 (__TEXT,__text) external _preadv
00000001809e5f10 (__TEXT,__text) external _preadv$NOCANCEL
00000001809eff48 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00000001809ef3ec (__TEXT,__text) external _proc_clear_cpulimits
00000001809ef6fc (__TEXT,__text) external _proc_clear_delayidlesleep
00000001809eed74 (__TEXT,__text) external _proc_clear_dirty
00000001809ef5dc (__TEXT,__text) external _proc_clear_vmpressure
00000001809eeaf0 (__TEXT,__text) external _proc_current_thread_schedinfo
00000001809ef5d0 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00000001809ef5d8 (__TEXT,__text) external _proc_denap_assertion_complete
00000001809ef75c (__TEXT,__text) external _proc_disable_apptype
00000001809ef0d0 (__TEXT,__text) external _proc_disable_cpumon
00000001809ef304 (__TEXT,__text) external _proc_disable_wakemon
00000001809ef44c (__TEXT,__text) external _proc_donate_importance_boost
00000001809ef7d0 (__TEXT,__text) external _proc_enable_apptype
00000001809eefe8 (__TEXT,__text) external _proc_get_cpumon_params
00000001809eecf8 (__TEXT,__text) external _proc_get_dirty
00000001809ef280 (__TEXT,__text) external _proc_get_wakemon_params
00000001809ef4a4 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00000001809ef55c (__TEXT,__text) external _proc_importance_assertion_complete
00000001809ee930 (__TEXT,__text) external _proc_kmsgbuf
00000001809eeb9c (__TEXT,__text) external _proc_libversion
00000001809ef354 (__TEXT,__text) external _proc_list_dynkqueueids
00000001809ef338 (__TEXT,__text) external _proc_list_uptrs
00000001809ee4b0 (__TEXT,__text) external _proc_listallpids
00000001809ee528 (__TEXT,__text) external _proc_listchildpids
00000001809ee5f4 (__TEXT,__text) external _proc_listcoalitions
00000001809ee4ec (__TEXT,__text) external _proc_listpgrppids
00000001809ee478 (__TEXT,__text) external _proc_listpids
00000001809f9648 (__TEXT,__text) external _proc_listpidspath
00000001809ee758 (__TEXT,__text) external _proc_name
00000001809ee62c (__TEXT,__text) external _proc_pid_rusage
00000001809ee704 (__TEXT,__text) external _proc_piddynkqueueinfo
00000001809ee694 (__TEXT,__text) external _proc_pidfdinfo
00000001809ee6cc (__TEXT,__text) external _proc_pidfileportinfo
00000001809ee564 (__TEXT,__text) external _proc_pidinfo
00000001809ee59c (__TEXT,__text) external _proc_pidoriginatorinfo
00000001809ee968 (__TEXT,__text) external _proc_pidpath
00000001809eea28 (__TEXT,__text) external _proc_pidpath_audittoken
00000001809ee834 (__TEXT,__text) external _proc_regionfilename
00000001809ef3e0 (__TEXT,__text) external _proc_reset_footprint_interval
00000001809ef0b0 (__TEXT,__text) external _proc_resume_cpumon
00000001809e8ac0 (__TEXT,__text) external _proc_rlimit_control
00000001809ef064 (__TEXT,__text) external _proc_set_cpumon_defaults
00000001809eef9c (__TEXT,__text) external _proc_set_cpumon_params
00000001809ef11c (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000001809ef914 (__TEXT,__text) external _proc_set_csm
00000001809ef69c (__TEXT,__text) external _proc_set_delayidlesleep
00000001809eec98 (__TEXT,__text) external _proc_set_dirty
00000001809ef84c (__TEXT,__text) external _proc_set_no_smt
00000001809ef63c (__TEXT,__text) external _proc_set_owner_vmpressure
00000001809ef2d0 (__TEXT,__text) external _proc_set_wakemon_defaults
00000001809ef24c (__TEXT,__text) external _proc_set_wakemon_params
00000001809ef370 (__TEXT,__text) external _proc_setcpu_percentage
00000001809eebbc (__TEXT,__text) external _proc_setpcontrol
00000001809ee648 (__TEXT,__text) external _proc_setthread_cpupercent
00000001809ef9dc (__TEXT,__text) external _proc_setthread_csm
00000001809ef8b0 (__TEXT,__text) external _proc_setthread_no_smt
00000001809eee50 (__TEXT,__text) external _proc_signal_with_audittoken
00000001809ef844 (__TEXT,__text) external _proc_suppress
00000001809eedd4 (__TEXT,__text) external _proc_terminate
00000001809eef28 (__TEXT,__text) external _proc_terminate_all_rsr
00000001809eeeac (__TEXT,__text) external _proc_terminate_with_audittoken
00000001809e8aec (__TEXT,__text) external _proc_trace_log
00000001809eec38 (__TEXT,__text) external _proc_track_dirty
00000001809ee73c (__TEXT,__text) external _proc_udata_info
00000001809e8b18 (__TEXT,__text) external _proc_uuid_policy
0000000180a096cc (__TEXT,__text) external _processor_assign
0000000180a09568 (__TEXT,__text) external _processor_control
0000000180a09240 (__TEXT,__text) external _processor_exit
0000000180a09800 (__TEXT,__text) external _processor_get_assignment
0000000180a09354 (__TEXT,__text) external _processor_info
0000000180a001d8 (__TEXT,__text) external _processor_set_create
0000000180a00078 (__TEXT,__text) external _processor_set_default
0000000180a082f0 (__TEXT,__text) external _processor_set_destroy
0000000180a08d8c (__TEXT,__text) external _processor_set_info
0000000180a08408 (__TEXT,__text) external _processor_set_max_priority
0000000180a08a84 (__TEXT,__text) external _processor_set_policy_control
0000000180a08650 (__TEXT,__text) external _processor_set_policy_disable
0000000180a0852c (__TEXT,__text) external _processor_set_policy_enable
0000000180a08bfc (__TEXT,__text) external _processor_set_stack_usage
0000000180a0810c (__TEXT,__text) external _processor_set_statistics
0000000180a08774 (__TEXT,__text) external _processor_set_tasks
0000000180a08f94 (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000180a088fc (__TEXT,__text) external _processor_set_threads
0000000180a0912c (__TEXT,__text) external _processor_start
00000001809f722c (__TEXT,__text) external _pselect
00000001809f92c4 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000001809edac0 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001809f73ec (__TEXT,__text) external _pselect$NOCANCEL
00000001809e5274 (__TEXT,__text) external _pthread_getugid_np
00000001809e696c (__TEXT,__text) external _pthread_setugid_np
00000001809e6388 (__TEXT,__text) external _ptrace
00000001809e8b44 (__TEXT,__text) external _pwrite
00000001809e63c0 (__TEXT,__text) external _pwrite$NOCANCEL
00000001809e8b70 (__TEXT,__text) external _pwritev
00000001809e63ec (__TEXT,__text) external _pwritev$NOCANCEL
00000001809ed3f8 (__TEXT,__text) external _quota
00000001809e8b9c (__TEXT,__text) external _quotactl
00000001809e8bc8 (__TEXT,__text) external _read
00000001809e6418 (__TEXT,__text) external _read$NOCANCEL
00000001809e8bf4 (__TEXT,__text) external _readlink
00000001809e8c20 (__TEXT,__text) external _readlinkat
00000001809e8c4c (__TEXT,__text) external _readv
00000001809e6444 (__TEXT,__text) external _readv$NOCANCEL
00000001809e972c (__TEXT,__text) non-external _reallocf
00000001809eb524 (__TEXT,__text) external _reboot
00000001809eb52c (__TEXT,__text) external _reboot_np
00000001809f71f4 (__TEXT,__text) external _record_system_event_as_kernel
00000001809e64c8 (__TEXT,__text) external _recvfrom
00000001809e64f4 (__TEXT,__text) external _recvfrom$NOCANCEL
00000001809e6520 (__TEXT,__text) external _recvmsg
00000001809e654c (__TEXT,__text) external _recvmsg$NOCANCEL
00000001809e8c78 (__TEXT,__text) external _recvmsg_x
00000001809e8ca4 (__TEXT,__text) external _register_uexc_handler
00000001809e8cd0 (__TEXT,__text) external _removexattr
00000001809f9270 (__TEXT,__text) external _rename
00000001809f0540 (__TEXT,__text) external _rename_ext
00000001809eb6c4 (__TEXT,__text) external _renameat
00000001809f04d4 (__TEXT,__text) external _renameatx_np
00000001809f0500 (__TEXT,__text) external _renamex_np
00000001809e8cfc (__TEXT,__text) external _revoke
00000001809f8ab8 (__TEXT,__text) external _rmdir
00000001809e8d28 (__TEXT,__text) external _searchfs
00000001809f71f8 (__TEXT,__text) external _select
00000001809e6628 (__TEXT,__text) external _select$DARWIN_EXTSN
00000001809e6654 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001809f73b8 (__TEXT,__text) external _select$NOCANCEL
00000001809e8d54 (__TEXT,__text) external _sem_close
00000001809f6964 (__TEXT,__text) external _sem_destroy
