00007fff58e4c8f4 (__TEXT,__text) non-external +[Cube initialize]
00007fff58eb67bc (__TEXT,__gcc_except_tab) non-external GCC_except_table71
00007fff58eb8cb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
00007fff58eb860c (__TEXT,__gcc_except_tab) non-external GCC_except_table72
00007fff58eb8628 (__TEXT,__gcc_except_tab) non-external GCC_except_table73
00007fff58eb8cc8 (__TEXT,__gcc_except_tab) non-external GCC_except_table73
00007fff58eba57c (__TEXT,__gcc_except_tab) non-external GCC_except_table734
00007fff58eb863c (__TEXT,__gcc_except_tab) non-external GCC_except_table74
00007fff58eb8cd4 (__TEXT,__gcc_except_tab) non-external GCC_except_table74
00007fff58eb864c (__TEXT,__gcc_except_tab) non-external GCC_except_table75
00007fff58eba660 (__TEXT,__gcc_except_tab) non-external GCC_except_table768
00007fff58eb8680 (__TEXT,__gcc_except_tab) non-external GCC_except_table77
00007fff58eb86b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table78
00007fff58eb68fc (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb6a54 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb7034 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb750c (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb76a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb7b44 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb7bf4 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb7d44 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb7ea4 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb8128 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb8300 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58ebca04 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007fff58eb7228 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007fff58eb86e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007fff58ebcac4 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007fff58eba7d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table802
00007fff58eba8d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table817
00007fff58eba9d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table840
00007fff58eba9e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table855
00007fff58ebaa20 (__TEXT,__gcc_except_tab) non-external GCC_except_table857
00007fff58ebaa58 (__TEXT,__gcc_except_tab) non-external GCC_except_table859
00007fff58ebaa6c (__TEXT,__gcc_except_tab) non-external GCC_except_table864
00007fff58eb6c38 (__TEXT,__gcc_except_tab) non-external GCC_except_table87
00007fff58ebaab8 (__TEXT,__gcc_except_tab) non-external GCC_except_table871
00007fff58eb6c4c (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007fff58ebcad8 (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007fff58ebaaf4 (__TEXT,__gcc_except_tab) non-external GCC_except_table884
00007fff58eb6c60 (__TEXT,__gcc_except_tab) non-external GCC_except_table89
00007fff58ebab4c (__TEXT,__gcc_except_tab) non-external GCC_except_table891
00007fff58eb600c (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb665c (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb6a64 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb751c (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb7614 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb76b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb7b58 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb7c14 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb7d58 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb7eb4 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb8314 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb877c (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb8a04 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58ebca18 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007fff58eb6e8c (__TEXT,__gcc_except_tab) non-external GCC_except_table90
00007fff58ebab88 (__TEXT,__gcc_except_tab) non-external GCC_except_table901
00007fff58eb6c74 (__TEXT,__gcc_except_tab) non-external GCC_except_table91
00007fff58ebab98 (__TEXT,__gcc_except_tab) non-external GCC_except_table910
00007fff58ebaba8 (__TEXT,__gcc_except_tab) non-external GCC_except_table911
00007fff58ebabb4 (__TEXT,__gcc_except_tab) non-external GCC_except_table912
00007fff58ebabc0 (__TEXT,__gcc_except_tab) non-external GCC_except_table913
00007fff58ebabcc (__TEXT,__gcc_except_tab) non-external GCC_except_table914
00007fff58ebabd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table919
00007fff58eb6c88 (__TEXT,__gcc_except_tab) non-external GCC_except_table92
00007fff58ebac20 (__TEXT,__gcc_except_tab) non-external GCC_except_table926
00007fff58eb72a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table93
00007fff58ebac78 (__TEXT,__gcc_except_tab) non-external GCC_except_table933
00007fff58ebacd0 (__TEXT,__gcc_except_tab) non-external GCC_except_table940
00007fff58ebad34 (__TEXT,__gcc_except_tab) non-external GCC_except_table947
00007fff58ebada4 (__TEXT,__gcc_except_tab) non-external GCC_except_table954
00007fff58eb61f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table96
00007fff58eb72d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table96
00007fff58ebae08 (__TEXT,__gcc_except_tab) non-external GCC_except_table961
00007fff58ebae6c (__TEXT,__gcc_except_tab) non-external GCC_except_table968
00007fff58eb6208 (__TEXT,__gcc_except_tab) non-external GCC_except_table97
00007fff58eb72e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table97
00007fff58ebaedc (__TEXT,__gcc_except_tab) non-external GCC_except_table975
00007fff58eb72f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table98
00007fff58ebaf34 (__TEXT,__gcc_except_tab) non-external GCC_except_table982
00007fff58ebafa4 (__TEXT,__gcc_except_tab) non-external GCC_except_table989
00007fff58eb6e6c (__TEXT,__gcc_except_tab) non-external GCC_except_table99
00007fff58eb7320 (__TEXT,__gcc_except_tab) non-external GCC_except_table99
00007fff58ebb014 (__TEXT,__gcc_except_tab) non-external GCC_except_table996
                 (undefined) external _AVAssetExportPresetAppleM4A (from AVFoundation)
                 (undefined) external _AVAssetExportPresetAppleProRes422LPCM (from AVFoundation)
                 (undefined) external _AVAssetExportPresetPassthrough (from AVFoundation)
                 (undefined) external _AVAudioTimePitchAlgorithmVarispeed (from AVFoundation)
                 (undefined) external _AVChannelLayoutKey (from AVFAudio)
                 (undefined) external _AVFileTypeAppleM4A (from AVFoundation)
                 (undefined) external _AVFileTypeAppleM4V (from AVFoundation)
                 (undefined) external _AVFileTypeQuickTimeMovie (from AVFoundation)
                 (undefined) external _AVFormatIDKey (from AVFAudio)
                 (undefined) external _AVMediaTypeAudio (from AVFoundation)
                 (undefined) external _AVMediaTypeVideo (from AVFoundation)
                 (undefined) external _AVMetadataKeySpaceQuickTimeMetadata (from AVFoundation)
                 (undefined) external _AVMetadataKeySpaceiTunes (from AVFoundation)
                 (undefined) external _AVMetadataQuickTimeMetadataKeyArtwork (from AVFoundation)
                 (undefined) external _AVMetadataiTunesMetadataKeyCoverArt (from AVFoundation)
                 (undefined) external _AVNumberOfChannelsKey (from AVFAudio)
                 (undefined) external _AVOutputSettingsPreset1280x720 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset1920x1080 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset640x480 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset960x540 (from AVFoundation)
                 (undefined) external _AVSampleRateKey (from AVFAudio)
                 (undefined) external _AVVideoAverageBitRateKey (from AVFoundation)
                 (undefined) external _AVVideoCodecH264 (from AVFoundation)
                 (undefined) external _AVVideoCodecKey (from AVFoundation)
                 (undefined) external _AVVideoColorPrimariesKey (from AVFoundation)
                 (undefined) external _AVVideoColorPrimaries_ITU_R_709_2 (from AVFoundation)
                 (undefined) external _AVVideoColorPrimaries_SMPTE_C (from AVFoundation)
                 (undefined) external _AVVideoColorPropertiesKey (from AVFoundation)
                 (undefined) external _AVVideoCompressionPropertiesKey (from AVFoundation)
                 (undefined) external _AVVideoHeightKey (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Baseline30 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Main31 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Main41 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelKey (from AVFoundation)
                 (undefined) external _AVVideoScalingModeKey (from AVFoundation)
                 (undefined) external _AVVideoScalingModeResizeAspect (from AVFoundation)
                 (undefined) external _AVVideoTransferFunctionKey (from AVFoundation)
                 (undefined) external _AVVideoTransferFunction_ITU_R_709_2 (from AVFoundation)
                 (undefined) external _AVVideoWidthKey (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrixKey (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrix_ITU_R_601_4 (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrix_ITU_R_709_2 (from AVFoundation)
00007fff58d3dec7 (__TEXT,__text) external _Antialias1D
00007fff58d74326 (__TEXT,__text) external _AppendIntToString
00007fff58eaffa2 (__TEXT,__cstring) non-external _AppendIntToString.digits
00007fff58def2fc (__TEXT,__text) external _Bounce
                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFAttributedStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFAttributedStringGetAttribute (from CoreFoundation)
                 (undefined) external _CFAttributedStringSetAttribute (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFErrorCopyDescription (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringTrimWhitespace (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
                 (undefined) external _CGAffineTransformMakeRotation (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreateImage (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBitsPerPixel (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetHeight (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGColorCreate (from CoreGraphics)
                 (undefined) external _CGColorCreateCopy (from CoreGraphics)
                 (undefined) external _CGColorCreateGenericRGB (from CoreGraphics)
                 (undefined) external _CGColorEqualToColor (from CoreGraphics)
                 (undefined) external _CGColorGetComponents (from CoreGraphics)
                 (undefined) external _CGColorGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorRelease (from CoreGraphics)
                 (undefined) external _CGColorRetain (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetModel (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGColorSpaceRetain (from CoreGraphics)
                 (undefined) external _CGContextAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGContextBeginPage (from CoreGraphics)
                 (undefined) external _CGContextClipToRect (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextEndPage (from CoreGraphics)
                 (undefined) external _CGContextMoveToPoint (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRetain (from CoreGraphics)
                 (undefined) external _CGContextScaleCTM (from CoreGraphics)
                 (undefined) external _CGContextSetAllowsAntialiasing (from CoreGraphics)
                 (undefined) external _CGContextSetBlendMode (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidth (from CoreGraphics)
                 (undefined) external _CGContextSetShadowWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSmoothFonts (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColor (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorSpace (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetTextPosition (from CoreGraphics)
                 (undefined) external _CGContextStrokePath (from CoreGraphics)
                 (undefined) external _CGContextStrokeRect (from CoreGraphics)
                 (undefined) external _CGContextTranslateCTM (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageCreateCopyWithColorSpace (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithURL (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageDestinationSetProperties (from ImageIO)
                 (undefined) external _CGImageGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerComponent (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerPixel (from CoreGraphics)
                 (undefined) external _CGImageGetColorSpace (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageRetain (from CoreGraphics)
                 (undefined) external _CGImageSourceCopyPropertiesAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateImageAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateThumbnailAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithData (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithURL (from ImageIO)
                 (undefined) external _CGImageSourceGetType (from ImageIO)
                 (undefined) external _CGLChoosePixelFormat (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDescribeRenderer (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyRendererInfo (from OpenGL)
                 (undefined) external _CGLFlushDrawable (from OpenGL)
                 (undefined) external _CGLGetParameter (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLLockContext (from OpenGL)
                 (undefined) external _CGLQueryRendererInfo (from OpenGL)
                 (undefined) external _CGLReleaseContext (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainContext (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetParameter (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLUnlockContext (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPDFContextCreateWithURL (from CoreGraphics)
                 (undefined) external _CGPathAddRect (from CoreGraphics)
                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGPathGetBoundingBox (from CoreGraphics)
                 (undefined) external _CGPathRelease (from CoreGraphics)
00007fff58e58229 (__TEXT,__text) external _CGPointFromCAMLString
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectContainsPoint (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
00007fff58e5818e (__TEXT,__text) external _CGRectFromCAMLString
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIntersectsRect (from CoreGraphics)
                 (undefined) external _CGRectIsNull (from CoreGraphics)
                 (undefined) external _CGRectUnion (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
                 (undefined) external _CIDetectorAccuracy (from CoreImage)
                 (undefined) external _CIDetectorAccuracyLow (from CoreImage)
                 (undefined) external _CIDetectorTypeFace (from CoreImage)
                 (undefined) external _CMFormatDescriptionGetMediaSubType (from CoreMedia)
                 (undefined) external _CMSampleBufferGetImageBuffer (from CoreMedia)
                 (undefined) external _CMSampleBufferGetSampleTimingInfo (from CoreMedia)
                 (undefined) external _CMTimeAdd (from CoreMedia)
                 (undefined) external _CMTimeGetSeconds (from CoreMedia)
                 (undefined) external _CMTimeMake (from CoreMedia)
                 (undefined) external _CMTimeMakeWithSeconds (from CoreMedia)
                 (undefined) external _CMTimeRangeMake (from CoreMedia)
                 (undefined) external _CMVideoFormatDescriptionCreate (from CoreMedia)
                 (undefined) external _CTFontCopyDisplayName (from CoreText)
                 (undefined) external _CTFontCopyFamilyName (from CoreText)
                 (undefined) external _CTFontCopyPostScriptName (from CoreText)
                 (undefined) external _CTFontCreateWithName (from CoreText)
                 (undefined) external _CTFontGetSize (from CoreText)
                 (undefined) external _CTFontGetXHeight (from CoreText)
                 (undefined) external _CTFontManagerRegisterFontsForURL (from CoreText)
                 (undefined) external _CTFontManagerUnregisterFontsForURL (from CoreText)
                 (undefined) external _CTFrameDraw (from CoreText)
                 (undefined) external _CTFrameGetLineOrigins (from CoreText)
                 (undefined) external _CTFrameGetLines (from CoreText)
                 (undefined) external _CTFrameGetPath (from CoreText)
                 (undefined) external _CTFrameGetVisibleStringRange (from CoreText)
                 (undefined) external _CTFramesetterCreateFrame (from CoreText)
                 (undefined) external _CTFramesetterCreateWithAttributedString (from CoreText)
                 (undefined) external _CTLineGetGlyphCount (from CoreText)
                 (undefined) external _CTLineGetGlyphRuns (from CoreText)
                 (undefined) external _CTLineGetImageBounds (from CoreText)
                 (undefined) external _CTLineGetOffsetForStringIndex (from CoreText)
                 (undefined) external _CTLineGetStringRange (from CoreText)
                 (undefined) external _CTLineGetTrailingWhitespaceWidth (from CoreText)
                 (undefined) external _CTLineGetTypographicBounds (from CoreText)
                 (undefined) external _CTParagraphStyleCreate (from CoreText)
                 (undefined) external _CTParagraphStyleGetValueForSpecifier (from CoreText)
                 (undefined) external _CTRunGetAttributes (from CoreText)
                 (undefined) external _CTRunGetGlyphCount (from CoreText)
                 (undefined) external _CTRunGetImageBounds (from CoreText)
                 (undefined) external _CTRunGetStatus (from CoreText)
                 (undefined) external _CTRunGetStringIndices (from CoreText)
                 (undefined) external _CTRunGetStringIndicesPtr (from CoreText)
                 (undefined) external _CTRunGetStringRange (from CoreText)
                 (undefined) external _CTRunGetTypographicBounds (from CoreText)
                 (undefined) external _CVBufferRelease (from CoreVideo)
                 (undefined) external _CVBufferRetain (from CoreVideo)
                 (undefined) external _CVBufferSetAttachment (from CoreVideo)
                 (undefined) external _CVDisplayLinkCreateWithCGDisplay (from CoreVideo)
                 (undefined) external _CVDisplayLinkRelease (from CoreVideo)
                 (undefined) external _CVDisplayLinkSetOutputCallback (from CoreVideo)
                 (undefined) external _CVDisplayLinkStart (from CoreVideo)
                 (undefined) external _CVDisplayLinkStop (from CoreVideo)
                 (undefined) external _CVOpenGLTextureGetName (from CoreVideo)
                 (undefined) external _CVOpenGLTextureGetTarget (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBytesPerRow (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeight (from CoreVideo)
                 (undefined) external _CVPixelBufferGetIOSurface (from CoreVideo)
                 (undefined) external _CVPixelBufferGetPixelFormatType (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidth (from CoreVideo)
                 (undefined) external _CVPixelBufferLockBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferPoolCreatePixelBuffer (from CoreVideo)
                 (undefined) external _CVPixelBufferRelease (from CoreVideo)
                 (undefined) external _CVPixelBufferRetain (from CoreVideo)
                 (undefined) external _CVPixelBufferUnlockBaseAddress (from CoreVideo)
00007fff58c0dfc4 (__TEXT,__text) external _CenterRectOverPoint
00007fff58c0e064 (__TEXT,__text) external _CenterRectOverRect
00007fff58cc5f34 (__TEXT,__text) external _ComputeAnimationTimeBounds
00007fff58d0aaef (__TEXT,__text) external _ComputeGaussian
00007fff58c996d0 (__TEXT,__text) external _ComputeNumberOfSegments
00007fff58c9de80 (__TEXT,__text) external _ComputeSpriteSize
00007fff58d784e6 (__TEXT,__text) external _CreateResizedCGImage
00007fff58def39a (__TEXT,__text) external _DecayingSinWave
00007fff58c99f5a (__TEXT,__text) external _DoRope
00007fff58c9b65b (__TEXT,__text) external _DoSlide
00007fff58d3e077 (__TEXT,__text) external _DoWobble
00007fff58d3e158 (__TEXT,__text) external _DoWobbleSlow
00007fff58dee678 (__TEXT,__text) external _DrawFallingSlide
00007fff58dee9e1 (__TEXT,__text) external _DrawFlippingSlide
00007fff58dede66 (__TEXT,__text) external _DrawRotatingSlide
00007fff58def2c2 (__TEXT,__text) external _ExitBounce
                 (undefined) external _ExtAudioFileDispose (from AudioToolbox)
                 (undefined) external _ExtAudioFileGetProperty (from AudioToolbox)
                 (undefined) external _ExtAudioFileOpenURL (from AudioToolbox)
                 (undefined) external _ExtAudioFileRead (from AudioToolbox)
                 (undefined) external _ExtAudioFileSetProperty (from AudioToolbox)
00007fff58e3f1e2 (__TEXT,__text) external _FixForFrameID
00007fff58c0df78 (__TEXT,__text) external _FloorRect
00007fff58c99b60 (__TEXT,__text) external _Function
00007fff58d0aa96 (__TEXT,__text) external _Gaussian
00007fff58deb7cf (__TEXT,__text) external _GenerateScenario0
00007fff58debc4d (__TEXT,__text) external _GenerateScenario1
00007fff58debdec (__TEXT,__text) external _GenerateScenario2
00007fff58debf93 (__TEXT,__text) external _GenerateScenario3
00007fff58dec0ae (__TEXT,__text) external _GenerateScenario4
00007fff58dec1be (__TEXT,__text) external _GenerateScenario5
                 (undefined) external _IOPPFGetProperty (from IOPlatformPluginFamily)
                 (undefined) external _IOSurfaceGetBytesPerRow (from IOSurface)
                 (undefined) external _IOSurfaceGetHeight (from IOSurface)
                 (undefined) external _IOSurfaceGetPixelFormat (from IOSurface)
                 (undefined) external _IOSurfaceGetWidth (from IOSurface)
00007fff58d7421a (__TEXT,__text) external _ImageKey
00007fff8b5c70e0 (__DATA_CONST,__const) non-external _ImageKey.strings
00007fff58e5827d (__TEXT,__text) external _IsZRotationCAMLString
00007fff58e0f0c9 (__TEXT,__text) external _LightboxOpacityProgress
00007fff83e3e7f0 (__DATA,__common) external _MCPlugParallelFlag
00007fff83e3e7f4 (__DATA,__common) external _MCSlideFlag
00007fff58d7f08c (__TEXT,__text) external _MCStringToVector
00007fff58d7f16a (__TEXT,__text) external _MCVectorToString
                 (undefined) external _MDItemCopyAttribute (from CoreServices)
                 (undefined) external _MDItemCreate (from CoreServices)
                 (undefined) external _MLApertureAllPhotosTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLFolderRootGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLGarageBandFolderGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLLogicProjectsGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaLoadIncludeSourcesKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectDurationKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectKeywordsKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectResolutionStringKey (from MediaLibrary)
                 (undefined) external _MLMediaSourceApertureIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceCustomFoldersIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceGarageBandIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceLogicIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceiMovieIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceiPhotoIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaSourceiTunesIdentifier (from MediaLibrary)
                 (undefined) external _MLiMovieProjectGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLiPhotoLibraryAlbumTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLiTunesMusicPlaylistTypeIdentifier (from MediaLibrary)
00007fff83e3c7f8 (__DATA,__data) external _MPEffectDidAddSlidesNotification
00007fff83e3c800 (__DATA,__data) external _MPEffectDidRemoveSlidesNotification
00007fff58d789ed (__TEXT,__text) external _MRBreakOnTrue
00007fff58d7836c (__TEXT,__text) external _MRCGPointRotatedByDegrees
00007fff58d783ea (__TEXT,__text) external _MRCGPointRotatedByRadians
00007fff58d789df (__TEXT,__text) external _MRFitHeightToAspectRatio
00007fff58d78979 (__TEXT,__text) external _MRFitInToAspectRatio
00007fff58d789ac (__TEXT,__text) external _MRFitOutToAspectRatio
00007fff8b5c7080 (__DATA_CONST,__const) external _MRFittingFilter
00007fff58d78650 (__TEXT,__text) external _MRGetCurrentTime
00007fff58d768c2 (__TEXT,__text) external _MRIsAppleTV
00007fff83e43c38 (__DATA,__bss) non-external _MRIsAppleTV.gIsAppleTV
00007fff83e43c40 (__DATA,__bss) non-external _MRIsAppleTV.onceToken
00007fff58d76a1a (__TEXT,__text) external _MRMatrix_Clear
00007fff58d77540 (__TEXT,__text) external _MRMatrix_ConcatenateWithMatrix
00007fff58d775ab (__TEXT,__text) external _MRMatrix_Determinant
00007fff58d780df (__TEXT,__text) external _MRMatrix_Frustum
00007fff58d769bf (__TEXT,__text) external _MRMatrix_Identity
00007fff83e43c50 (__DATA,__bss) non-external _MRMatrix_Identity.sMRMatrixIdentity
00007fff58d77855 (__TEXT,__text) external _MRMatrix_Invert
00007fff58d76f6a (__TEXT,__text) external _MRMatrix_MultiplyWithMatrix
00007fff58d772f7 (__TEXT,__text) external _MRMatrix_PostMultiply
00007fff58d76ee6 (__TEXT,__text) external _MRMatrix_PreMultiply
