00000001813255dc (__TEXT,__text) external _APL_dgemm
0000000181728794 (__TEXT,__text) external _cblas_ztpmv
00000001816ece60 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK
00000001816fb2d4 (__TEXT,__text) external _cblas_ztpmv$NEWLAPACK$ILP64
00000001817289e4 (__TEXT,__text) external _cblas_ztpsv
00000001816ed444 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK
00000001816fb534 (__TEXT,__text) external _cblas_ztpsv$NEWLAPACK$ILP64
000000018171af3c (__TEXT,__text) external _cblas_ztrmm
0000000180f9b720 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK
00000001816c7728 (__TEXT,__text) external _cblas_ztrmm$NEWLAPACK$ILP64
0000000181729104 (__TEXT,__text) external _cblas_ztrmv
00000001816edbc0 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00000001816fb78c (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
0000000181716680 (__TEXT,__text) external _cblas_ztrsm
0000000181317cf0 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00000001816d219c (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00000001811f8a5c (__TEXT,__text) external _cblas_ztrsm_spi$NEWLAPACK
00000001816cddc0 (__TEXT,__text) external _cblas_ztrsm_spi$NEWLAPACK$ILP64
0000000181314d08 (__TEXT,__text) external _cblas_ztrsm_spi_mem_requirement$NEWLAPACK
00000001816d1510 (__TEXT,__text) external _cblas_ztrsm_spi_mem_requirement$NEWLAPACK$ILP64
0000000181729a24 (__TEXT,__text) external _cblas_ztrsv
00000001816ee4e0 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00000001816fc0d0 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
0000000180f78810 (__TEXT,__text) external _ccopy
0000000181551b00 (__TEXT,__text) external _ccopy$NEWLAPACK
00000001816d7460 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
0000000180f78810 (__TEXT,__text) external _ccopy_
0000000180f78838 (__TEXT,__text) external _cdotc
0000000181551b40 (__TEXT,__text) external _cdotc$NEWLAPACK
00000001816d74a0 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
0000000180f78838 (__TEXT,__text) external _cdotc_
0000000180f78860 (__TEXT,__text) external _cdotu
0000000181551b68 (__TEXT,__text) external _cdotu$NEWLAPACK
00000001816d74c8 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180f78860 (__TEXT,__text) external _cdotu_
0000000180f76bbc (__TEXT,__text) external _cgbmv
000000018100e128 (__TEXT,__text) external _cgbmv$NEWLAPACK
00000001816c8474 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180f76bbc (__TEXT,__text) external _cgbmv_
0000000180f73b20 (__TEXT,__text) external _cgemm
0000000181385c4c (__TEXT,__text) external _cgemm$NEWLAPACK
00000001816d40b4 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180f73b20 (__TEXT,__text) external _cgemm_
0000000180f76ae0 (__TEXT,__text) external _cgemv
000000018100dda0 (__TEXT,__text) external _cgemv$NEWLAPACK
00000001816c8104 (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180f76ae0 (__TEXT,__text) external _cgemv_
0000000180f7762c (__TEXT,__text) external _cgerc
000000018100e360 (__TEXT,__text) external _cgerc$NEWLAPACK
00000001816c869c (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180f7762c (__TEXT,__text) external _cgerc_
0000000180f77690 (__TEXT,__text) external _cgeru
000000018100e420 (__TEXT,__text) external _cgeru$NEWLAPACK
00000001816c8754 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180f77690 (__TEXT,__text) external _cgeru_
0000000180f76d5c (__TEXT,__text) external _chbmv
000000018100e4e0 (__TEXT,__text) external _chbmv$NEWLAPACK
00000001816c880c (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180f76d5c (__TEXT,__text) external _chbmv_
0000000180f73c68 (__TEXT,__text) external _chemm
0000000181385ed4 (__TEXT,__text) external _chemm$NEWLAPACK
00000001816d432c (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180f73c68 (__TEXT,__text) external _chemm_
0000000180f76cac (__TEXT,__text) external _chemv
000000018100e650 (__TEXT,__text) external _chemv$NEWLAPACK
00000001816c8974 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180f76cac (__TEXT,__text) external _chemv_
0000000180f776f4 (__TEXT,__text) external _cher
000000018100e7a8 (__TEXT,__text) external _cher$NEWLAPACK
00000001816c8acc (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180f77784 (__TEXT,__text) external _cher2
000000018100e8d0 (__TEXT,__text) external _cher2$NEWLAPACK
00000001816c8bf4 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180f77784 (__TEXT,__text) external _cher2_
0000000180f74394 (__TEXT,__text) external _cher2k
00000001813862f4 (__TEXT,__text) external _cher2k$NEWLAPACK
00000001816d4744 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180f74394 (__TEXT,__text) external _cher2k_
0000000180f776f4 (__TEXT,__text) external _cher_
0000000180f74180 (__TEXT,__text) external _cherk
00000001813860c4 (__TEXT,__text) external _cherk$NEWLAPACK
00000001816d4514 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180f74180 (__TEXT,__text) external _cherk_
0000000180f76e18 (__TEXT,__text) external _chpmv
000000018100ea28 (__TEXT,__text) external _chpmv$NEWLAPACK
00000001816c8d44 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180f76e18 (__TEXT,__text) external _chpmv_
0000000180f77834 (__TEXT,__text) external _chpr
000000018100eb78 (__TEXT,__text) external _chpr$NEWLAPACK
00000001816c8e8c (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180f778c0 (__TEXT,__text) external _chpr2
000000018100ec98 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001816c8fac (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180f778c0 (__TEXT,__text) external _chpr2_
0000000180f77834 (__TEXT,__text) external _chpr_
0000000180f78888 (__TEXT,__text) external _crotg
0000000181551c9c (__TEXT,__text) external _crotg$NEWLAPACK
00000001816d75fc (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180f78888 (__TEXT,__text) external _crotg_
0000000180f788a4 (__TEXT,__text) external _cscal
0000000181551d0c (__TEXT,__text) external _cscal$NEWLAPACK
00000001816d766c (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180f788a4 (__TEXT,__text) external _cscal_
0000000180f788c8 (__TEXT,__text) external _csrot
0000000181551c64 (__TEXT,__text) external _csrot$NEWLAPACK
00000001816d75c4 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180f788c8 (__TEXT,__text) external _csrot_
0000000180f788f8 (__TEXT,__text) external _csscal
0000000181551d24 (__TEXT,__text) external _csscal$NEWLAPACK
00000001816d7684 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180f788f8 (__TEXT,__text) external _csscal_
0000000180f78928 (__TEXT,__text) external _cswap
0000000181551d74 (__TEXT,__text) external _cswap$NEWLAPACK
00000001816d76d4 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180f78928 (__TEXT,__text) external _cswap_
0000000180f73d64 (__TEXT,__text) external _csymm
000000018138675c (__TEXT,__text) external _csymm$NEWLAPACK
00000001816d4b94 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180f73d64 (__TEXT,__text) external _csymm_
0000000180f744b4 (__TEXT,__text) external _csyr2k
0000000181386f94 (__TEXT,__text) external _csyr2k$NEWLAPACK
00000001816d53bc (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180f744b4 (__TEXT,__text) external _csyr2k_
0000000180f74288 (__TEXT,__text) external _csyrk
0000000181386b5c (__TEXT,__text) external _csyrk$NEWLAPACK
00000001816d4f8c (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180f74288 (__TEXT,__text) external _csyrk_
0000000180f77000 (__TEXT,__text) external _ctbmv
000000018100f950 (__TEXT,__text) external _ctbmv$NEWLAPACK
00000001816c9c54 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180f77000 (__TEXT,__text) external _ctbmv_
0000000180f773b4 (__TEXT,__text) external _ctbsv
000000018100fe40 (__TEXT,__text) external _ctbsv$NEWLAPACK
00000001816ca134 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180f773b4 (__TEXT,__text) external _ctbsv_
0000000180f77148 (__TEXT,__text) external _ctpmv
0000000181010328 (__TEXT,__text) external _ctpmv$NEWLAPACK
00000001816ca614 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180f77148 (__TEXT,__text) external _ctpmv_
0000000180f774fc (__TEXT,__text) external _ctpsv
0000000181010808 (__TEXT,__text) external _ctpsv$NEWLAPACK
00000001816caaf4 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180f774fc (__TEXT,__text) external _ctpsv_
0000000180f73e60 (__TEXT,__text) external _ctrmm
00000001813874dc (__TEXT,__text) external _ctrmm$NEWLAPACK
00000001816d58f4 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180f73e60 (__TEXT,__text) external _ctrmm_
0000000180f76ec4 (__TEXT,__text) external _ctrmv
0000000181010cd8 (__TEXT,__text) external _ctrmv$NEWLAPACK
00000001816cafc4 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180f76ec4 (__TEXT,__text) external _ctrmv_
0000000180f73ff0 (__TEXT,__text) external _ctrsm
0000000181387b0c (__TEXT,__text) external _ctrsm$NEWLAPACK
00000001816d5f0c (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180f73ff0 (__TEXT,__text) external _ctrsm_
0000000180f77278 (__TEXT,__text) external _ctrsv
0000000181011198 (__TEXT,__text) external _ctrsv$NEWLAPACK
00000001816cb484 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180f77278 (__TEXT,__text) external _ctrsv_
0000000180f789d8 (__TEXT,__text) external _dasum
00000001815519ec (__TEXT,__text) external _dasum$NEWLAPACK
00000001816d734c (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180f789d8 (__TEXT,__text) external _dasum_
0000000181551a9c (__TEXT,__text) external _daxpby$NEWLAPACK
00000001816d73fc (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180f789e4 (__TEXT,__text) external _daxpy
0000000181551a34 (__TEXT,__text) external _daxpy$NEWLAPACK
00000001816d7394 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180f789e4 (__TEXT,__text) external _daxpy_
0000000180f72c68 (__TEXT,__text) external _dcabs1
0000000180f72c68 (__TEXT,__text) external _dcabs1_
0000000180f78a20 (__TEXT,__text) external _dcopy
0000000181551af0 (__TEXT,__text) external _dcopy$NEWLAPACK
00000001816d7450 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180f78a20 (__TEXT,__text) external _dcopy_
0000000180f78a48 (__TEXT,__text) external _ddot
0000000181551b30 (__TEXT,__text) external _ddot$NEWLAPACK
00000001816d7490 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180f78a48 (__TEXT,__text) external _ddot_
0000000180f75e70 (__TEXT,__text) external _dgbmv
000000018100e03c (__TEXT,__text) external _dgbmv$NEWLAPACK
00000001816c8390 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180f75e70 (__TEXT,__text) external _dgbmv_
000000018101fdcc (__TEXT,__text) external _dgeCopy
000000018158517c (__TEXT,__text) external _dgePack_A_NoTran
0000000181585244 (__TEXT,__text) external _dgePack_A_Tran
0000000181584fac (__TEXT,__text) external _dgePack_B_NoTran
00000001815850cc (__TEXT,__text) external _dgePack_B_Tran
000000018101fd74 (__TEXT,__text) external _dgeSetZero
0000000180f73414 (__TEXT,__text) external _dgemm
0000000181385b18 (__TEXT,__text) external _dgemm$NEWLAPACK
00000001816d3f88 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180f73414 (__TEXT,__text) external _dgemm_
0000000180f75db0 (__TEXT,__text) external _dgemv
000000018100dcd0 (__TEXT,__text) external _dgemv$NEWLAPACK
00000001816c8038 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180f75db0 (__TEXT,__text) external _dgemv_
0000000180f76848 (__TEXT,__text) external _dger
000000018100e330 (__TEXT,__text) external _dger$NEWLAPACK
00000001816c866c (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180f76848 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
0000000180f78a58 (__TEXT,__text) external _dnrm2
0000000181551c10 (__TEXT,__text) external _dnrm2$NEWLAPACK
00000001816d7570 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180f78a58 (__TEXT,__text) external _dnrm2_
00000001817065c4 (__TEXT,__text) external _double_general_add
0000000181723d64 (__TEXT,__text) external _double_general_add_scalar
0000000181711a64 (__TEXT,__text) external _double_general_elementwise_product
0000000181720998 (__TEXT,__text) external _double_general_permute_cols
0000000181720848 (__TEXT,__text) external _double_general_permute_rows
0000000181728c2c (__TEXT,__text) external _double_general_product_scalar
0000000181711e24 (__TEXT,__text) external _double_general_splat
0000000181711370 (__TEXT,__text) external _double_general_sub_scalar
0000000181720770 (__TEXT,__text) external _double_general_transpose
0000000181724670 (__TEXT,__text) external _double_inner_product_scalar
000000018171d924 (__TEXT,__text) external _double_outer_product_scalar
0000000180f78a64 (__TEXT,__text) external _drot
0000000181551c4c (__TEXT,__text) external _drot$NEWLAPACK
00000001816d75ac (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180f78a64 (__TEXT,__text) external _drot_
0000000180f78a94 (__TEXT,__text) external _drotg
0000000181551c98 (__TEXT,__text) external _drotg$NEWLAPACK
00000001816d75f8 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180f78a94 (__TEXT,__text) external _drotg_
0000000180f78ab0 (__TEXT,__text) external _drotm
0000000181551cb4 (__TEXT,__text) external _drotm$NEWLAPACK
00000001816d7614 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180f78ab0 (__TEXT,__text) external _drotm_
0000000180f78ad8 (__TEXT,__text) external _drotmg
0000000181551cd0 (__TEXT,__text) external _drotmg$NEWLAPACK
00000001816d7630 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180f78ad8 (__TEXT,__text) external _drotmg_
0000000180f75ff0 (__TEXT,__text) external _dsbmv
000000018100ee98 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001816c91a8 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180f75ff0 (__TEXT,__text) external _dsbmv_
0000000180f78afc (__TEXT,__text) external _dscal
0000000181551cf4 (__TEXT,__text) external _dscal$NEWLAPACK
00000001816d7654 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180f78afc (__TEXT,__text) external _dscal_
0000000180f78b94 (__TEXT,__text) external _dsdot
00000001815518d0 (__TEXT,__text) external _dsdot$NEWLAPACK
00000001816d7230 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180f78b94 (__TEXT,__text) external _dsdot_
0000000180f760a0 (__TEXT,__text) external _dspmv
000000018100f008 (__TEXT,__text) external _dspmv$NEWLAPACK
00000001816c9314 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180f760a0 (__TEXT,__text) external _dspmv_
0000000180f769c4 (__TEXT,__text) external _dspr
000000018100f148 (__TEXT,__text) external _dspr$NEWLAPACK
00000001816c9454 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180f76a50 (__TEXT,__text) external _dspr2
000000018100f26c (__TEXT,__text) external _dspr2$NEWLAPACK
00000001816c9578 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180f76a50 (__TEXT,__text) external _dspr2_
0000000180f769c4 (__TEXT,__text) external _dspr_
0000000180f78b2c (__TEXT,__text) external _dswap
0000000181551d64 (__TEXT,__text) external _dswap$NEWLAPACK
00000001816d76c4 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180f78b2c (__TEXT,__text) external _dswap_
0000000180f73538 (__TEXT,__text) external _dsymm
0000000181386658 (__TEXT,__text) external _dsymm$NEWLAPACK
00000001816d4a94 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180f73538 (__TEXT,__text) external _dsymm_
0000000180f75f4c (__TEXT,__text) external _dsymv
000000018100f3b4 (__TEXT,__text) external _dsymv$NEWLAPACK
00000001816c96c0 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180f75f4c (__TEXT,__text) external _dsymv_
0000000180f76898 (__TEXT,__text) external _dsyr
000000018100f4fc (__TEXT,__text) external _dsyr$NEWLAPACK
00000001816c9808 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180f76928 (__TEXT,__text) external _dsyr2
000000018100f63c (__TEXT,__text) external _dsyr2$NEWLAPACK
00000001816c9948 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180f76928 (__TEXT,__text) external _dsyr2_
0000000180f73a1c (__TEXT,__text) external _dsyr2k
0000000181386e80 (__TEXT,__text) external _dsyr2k$NEWLAPACK
00000001816d52ac (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180f73a1c (__TEXT,__text) external _dsyr2k_
0000000180f76898 (__TEXT,__text) external _dsyr_
0000000180f73924 (__TEXT,__text) external _dsyrk
0000000181386a54 (__TEXT,__text) external _dsyrk$NEWLAPACK
00000001816d4e84 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180f73924 (__TEXT,__text) external _dsyrk_
0000000180f7626c (__TEXT,__text) external _dtbmv
000000018100f81c (__TEXT,__text) external _dtbmv$NEWLAPACK
00000001816c9b24 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180f7626c (__TEXT,__text) external _dtbmv_
0000000180f765f0 (__TEXT,__text) external _dtbsv
000000018100fd0c (__TEXT,__text) external _dtbsv$NEWLAPACK
00000001816ca004 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180f765f0 (__TEXT,__text) external _dtbsv_
0000000180f763a4 (__TEXT,__text) external _dtpmv
00000001810101f8 (__TEXT,__text) external _dtpmv$NEWLAPACK
00000001816ca4e4 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180f763a4 (__TEXT,__text) external _dtpmv_
0000000180f76728 (__TEXT,__text) external _dtpsv
00000001810106d8 (__TEXT,__text) external _dtpsv$NEWLAPACK
00000001816ca9c4 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180f76728 (__TEXT,__text) external _dtpsv_
000000018101ff08 (__TEXT,__text) external _dtrCopyLower
000000018101fea8 (__TEXT,__text) external _dtrSetZeroLower
0000000180f7362c (__TEXT,__text) external _dtrmm
0000000181387350 (__TEXT,__text) external _dtrmm$NEWLAPACK
00000001816d576c (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180f7362c (__TEXT,__text) external _dtrmm_
0000000180f76140 (__TEXT,__text) external _dtrmv
0000000181010bb0 (__TEXT,__text) external _dtrmv$NEWLAPACK
00000001816cae9c (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180f76140 (__TEXT,__text) external _dtrmv_
0000000180f737a8 (__TEXT,__text) external _dtrsm
0000000181387980 (__TEXT,__text) external _dtrsm$NEWLAPACK
00000001816d5d84 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180f737a8 (__TEXT,__text) external _dtrsm_
0000000180f764c4 (__TEXT,__text) external _dtrsv
0000000181011070 (__TEXT,__text) external _dtrsv$NEWLAPACK
00000001816cb35c (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180f764c4 (__TEXT,__text) external _dtrsv_
0000000180f78de4 (__TEXT,__text) external _dzasum
0000000181551a04 (__TEXT,__text) external _dzasum$NEWLAPACK
00000001816d7364 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180f78de4 (__TEXT,__text) external _dzasum_
0000000180f78df0 (__TEXT,__text) external _dznrm2
0000000181551c28 (__TEXT,__text) external _dznrm2$NEWLAPACK
00000001816d7588 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180f78df0 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00000001817109b4 (__TEXT,__text) external _float_general_add
00000001817111d0 (__TEXT,__text) external _float_general_add_scalar
00000001817116a4 (__TEXT,__text) external _float_general_elementwise_product
00000001817106e0 (__TEXT,__text) external _float_general_permute_cols
0000000181710590 (__TEXT,__text) external _float_general_permute_rows
0000000181712228 (__TEXT,__text) external _float_general_product_scalar
000000018171bf90 (__TEXT,__text) external _float_general_splat
0000000181711ef4 (__TEXT,__text) external _float_general_sub_scalar
00000001817104b8 (__TEXT,__text) external _float_general_transpose
0000000181723758 (__TEXT,__text) external _float_inner_product_scalar
00000001817107fc (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180f66260 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180f78950 (__TEXT,__text) external _icamax
0000000181551960 (__TEXT,__text) external _icamax$NEWLAPACK
00000001816d72c0 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180f78950 (__TEXT,__text) external _icamax_
0000000180f78b54 (__TEXT,__text) external _idamax
0000000181551920 (__TEXT,__text) external _idamax$NEWLAPACK
00000001816d7280 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180f78b54 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180f78ba4 (__TEXT,__text) external _isamax
00000001815518e0 (__TEXT,__text) external _isamax$NEWLAPACK
00000001816d7240 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180f78ba4 (__TEXT,__text) external _isamax_
0000000180f78dfc (__TEXT,__text) external _izamax
00000001815519a0 (__TEXT,__text) external _izamax$NEWLAPACK
00000001816d7300 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180f78dfc (__TEXT,__text) external _izamax_
0000000180f66298 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180f78be4 (__TEXT,__text) external _sasum
00000001815519e0 (__TEXT,__text) external _sasum$NEWLAPACK
00000001816d7340 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180f78be4 (__TEXT,__text) external _sasum_
0000000181551a78 (__TEXT,__text) external _saxpby$NEWLAPACK
00000001816d73d8 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180f78c08 (__TEXT,__text) external _saxpy
0000000181551a10 (__TEXT,__text) external _saxpy$NEWLAPACK
00000001816d7370 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180f78c08 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180f78990 (__TEXT,__text) external _scasum
00000001815519f8 (__TEXT,__text) external _scasum$NEWLAPACK
00000001816d7358 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180f78990 (__TEXT,__text) external _scasum_
0000000180f789b4 (__TEXT,__text) external _scnrm2
0000000181551c1c (__TEXT,__text) external _scnrm2$NEWLAPACK
00000001816d757c (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180f789b4 (__TEXT,__text) external _scnrm2_
0000000180f78c44 (__TEXT,__text) external _scopy
0000000181551ae0 (__TEXT,__text) external _scopy$NEWLAPACK
00000001816d7440 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180f78c44 (__TEXT,__text) external _scopy_
0000000180f78c6c (__TEXT,__text) external _sdot
0000000181551b20 (__TEXT,__text) external _sdot$NEWLAPACK
00000001816d7480 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180f78c6c (__TEXT,__text) external _sdot_
0000000180f78c94 (__TEXT,__text) external _sdsdot
0000000181551be0 (__TEXT,__text) external _sdsdot$NEWLAPACK
00000001816d7540 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180f78c94 (__TEXT,__text) external _sdsdot_
0000000180f75140 (__TEXT,__text) external _sgbmv
000000018100df50 (__TEXT,__text) external _sgbmv$NEWLAPACK
00000001816c82ac (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180f75140 (__TEXT,__text) external _sgbmv_
00000001810201c4 (__TEXT,__text) external _sgeCopy
000000018158e700 (__TEXT,__text) external _sgePack_A_NoTran
000000018158e894 (__TEXT,__text) external _sgePack_A_Tran
000000018158e3d0 (__TEXT,__text) external _sgePack_B_NoTran
000000018158e50c (__TEXT,__text) external _sgePack_B_Tran
000000018102016c (__TEXT,__text) external _sgeSetZero
0000000180f72d08 (__TEXT,__text) external _sgemm
00000001813859e4 (__TEXT,__text) external _sgemm$NEWLAPACK
00000001816d3e5c (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180f72d08 (__TEXT,__text) external _sgemm_
0000000180f75080 (__TEXT,__text) external _sgemv
000000018100dc00 (__TEXT,__text) external _sgemv$NEWLAPACK
00000001816c7f6c (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180f75080 (__TEXT,__text) external _sgemv_
0000000180f75b18 (__TEXT,__text) external _sger
000000018100e300 (__TEXT,__text) external _sger$NEWLAPACK
00000001816c863c (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180f75b18 (__TEXT,__text) external _sger_
0000000180f78cd0 (__TEXT,__text) external _snrm2
0000000181551c04 (__TEXT,__text) external _snrm2$NEWLAPACK
00000001816d7564 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180f78cd0 (__TEXT,__text) external _snrm2_
0000000180f78cf4 (__TEXT,__text) external _srot
0000000181551c34 (__TEXT,__text) external _srot$NEWLAPACK
00000001816d7594 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180f78cf4 (__TEXT,__text) external _srot_
0000000180f78d24 (__TEXT,__text) external _srotg
0000000181551c94 (__TEXT,__text) external _srotg$NEWLAPACK
00000001816d75f4 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
