00000001d64afc38 (__DATA,__data) external _NDR_record
00000001802f1ce0 (__TEXT,__text) external _mig_dealloc_reply_port
00000001803056b4 (__TEXT,__text) external _mig_dealloc_special_reply_port
00000001802f46d0 (__TEXT,__text) external _mig_deallocate
00000001802eeca0 (__TEXT,__text) external _mig_get_reply_port
00000001802f01ec (__TEXT,__text) external _mig_get_special_reply_port
00000001802f3f60 (__TEXT,__text) external _mig_put_reply_port
00000001802f3528 (__TEXT,__text) external _mig_reply_setup
00000001802f3f64 (__TEXT,__text) external _mig_strncpy
00000001802f0228 (__TEXT,__text) external _mig_strncpy_zerofill
000000018031ceac (__TEXT,__text) external _mincore
000000018031ced8 (__TEXT,__text) external _minherit
00000001802eea40 (__TEXT,__text) external _mk_timer_arm
00000001802eea58 (__TEXT,__text) external _mk_timer_arm_leeway
00000001802eea4c (__TEXT,__text) external _mk_timer_cancel
00000001802eea28 (__TEXT,__text) external _mk_timer_create
00000001802eea34 (__TEXT,__text) external _mk_timer_destroy
00000001802f04d8 (__TEXT,__text) external _mkdir
00000001802f2510 (__TEXT,__text) external _mkdirat
000000018031cf04 (__TEXT,__text) external _mkfifo
000000018031cf30 (__TEXT,__text) external _mknod
00000001802f8240 (__TEXT,__text) external _mlock
000000018031cf5c (__TEXT,__text) external _mlockall
00000001802ef684 (__TEXT,__text) external _mmap
00000001802fa9fc (__TEXT,__text) external _mount
00000001802f29a8 (__TEXT,__text) external _mprotect
000000018031cf88 (__TEXT,__text) external _mremap_encrypted
00000001802fda30 (__TEXT,__text) external _msg_receive
00000001802fda20 (__TEXT,__text) external _msg_rpc
00000001802fda28 (__TEXT,__text) external _msg_send
000000018031bcb4 (__TEXT,__text) external _msgctl
000000018031cfb4 (__TEXT,__text) external _msgget
000000018031cfe0 (__TEXT,__text) external _msgrcv
000000018031bce0 (__TEXT,__text) external _msgrcv$NOCANCEL
000000018031d00c (__TEXT,__text) external _msgsnd
000000018031bd0c (__TEXT,__text) external _msgsnd$NOCANCEL
00000001803055fc (__TEXT,__text) external _msgsys
00000001802f4fb8 (__TEXT,__text) external _msync
000000018031bd64 (__TEXT,__text) external _msync$NOCANCEL
00000001802f826c (__TEXT,__text) external _munlock
000000018031d038 (__TEXT,__text) external _munlockall
00000001802f241c (__TEXT,__text) external _munmap
00000001802f2d8c (__TEXT,__text) external _necp_client_action
00000001802f9564 (__TEXT,__text) external _necp_match_policy
00000001802f2d34 (__TEXT,__text) external _necp_open
000000018031d064 (__TEXT,__text) external _necp_session_action
000000018031d090 (__TEXT,__text) external _necp_session_open
000000018031d0bc (__TEXT,__text) external _net_qos_guideline
000000018031d0e8 (__TEXT,__text) external _netagent_trigger
0000000180312010 (__TEXT,__text) external _netname_check_in
00000001803123b4 (__TEXT,__text) external _netname_check_out
0000000180312198 (__TEXT,__text) external _netname_look_up
0000000180312534 (__TEXT,__text) external _netname_version
000000018031d114 (__TEXT,__text) external _nfsclnt
000000018031d140 (__TEXT,__text) external _nfssvc
00000001d64afc58 (__DATA,__data) external _non_boost_assertion_token
00000001d64afc50 (__DATA,__data) external _normal_boost_assertion_token
000000018031d16c (__TEXT,__text) external _ntp_adjtime
000000018031d198 (__TEXT,__text) external _ntp_gettime
000000018031d1c4 (__TEXT,__text) external _objc_bp_assist_cfg_np
00000001802f9fb8 (__TEXT,__text) external _open
00000001802fec74 (__TEXT,__text) external _open$NOCANCEL
00000001802f44e8 (__TEXT,__text) external _open_dprotected_np
0000000180304328 (__TEXT,__text) external _openat
00000001802fed4c (__TEXT,__text) external _openat$NOCANCEL
000000018031d1f0 (__TEXT,__text) external _openbyid_np
00000001802fceb4 (__TEXT,__text) external _os_buflet_get_data_address
00000001802fce84 (__TEXT,__text) external _os_buflet_get_data_length
00000001802fcebc (__TEXT,__text) external _os_buflet_get_data_limit
00000001802fce7c (__TEXT,__text) external _os_buflet_get_data_offset
00000001802fcea4 (__TEXT,__text) external _os_buflet_get_object_address
00000001802fceac (__TEXT,__text) external _os_buflet_get_object_limit
00000001802fce98 (__TEXT,__text) external _os_buflet_set_data_length
00000001802fce8c (__TEXT,__text) external _os_buflet_set_data_offset
0000000180300f74 (__TEXT,__text) external _os_channel_advance_slot
00000001803017fc (__TEXT,__text) external _os_channel_attr_clone
00000001803017c0 (__TEXT,__text) external _os_channel_attr_create
0000000180301940 (__TEXT,__text) external _os_channel_attr_destroy
0000000180301b10 (__TEXT,__text) external _os_channel_attr_get
0000000180301cb8 (__TEXT,__text) external _os_channel_attr_get_key
0000000180301984 (__TEXT,__text) external _os_channel_attr_set
0000000180301870 (__TEXT,__text) external _os_channel_attr_set_key
0000000180300f1c (__TEXT,__text) external _os_channel_available_slot_count
0000000180302b9c (__TEXT,__text) external _os_channel_buflet_alloc
000000018031e76c (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.1
000000018031e794 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.2
000000018031e7bc (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.3
000000018031e7dc (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.4
0000000180302d38 (__TEXT,__text) external _os_channel_buflet_free
000000018031e804 (__TEXT,__text) non-external _os_channel_buflet_free.cold.1
000000018031e82c (__TEXT,__text) non-external _os_channel_buflet_free.cold.2
000000018031e84c (__TEXT,__text) non-external _os_channel_buflet_free.cold.3
0000000180302b68 (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000180300bec (__TEXT,__text) external _os_channel_create
00000001803004f4 (__TEXT,__text) external _os_channel_create_extended
000000018031df30 (__TEXT,__text) non-external _os_channel_create_extended.cold.1
000000018031df58 (__TEXT,__text) non-external _os_channel_create_extended.cold.2
000000018031df80 (__TEXT,__text) non-external _os_channel_create_extended.cold.3
000000018031dfa8 (__TEXT,__text) non-external _os_channel_create_extended.cold.4
000000018031dfd0 (__TEXT,__text) non-external _os_channel_create_extended.cold.5
0000000180300d74 (__TEXT,__text) external _os_channel_destroy
0000000180302ad0 (__TEXT,__text) external _os_channel_event_free
0000000180305574 (__TEXT,__text) external _os_channel_event_get_event_data
00000001803054a4 (__TEXT,__text) external _os_channel_event_get_next_event
00000001803015c4 (__TEXT,__text) external _os_channel_flow_admissible
00000001803015a0 (__TEXT,__text) external _os_channel_get_advisory_region
0000000180300bfc (__TEXT,__text) external _os_channel_get_fd
0000000180302ad4 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180302784 (__TEXT,__text) external _os_channel_get_next_event_handle
000000018031e6dc (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.1
000000018031e6e8 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.2
000000018031e6f4 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.3
000000018031e700 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.4
000000018031e70c (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.5
000000018031e718 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.6
000000018031e724 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.7
000000018031e74c (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.8
0000000180301000 (__TEXT,__text) external _os_channel_get_next_slot
000000018031e0fc (__TEXT,__text) non-external _os_channel_get_next_slot.cold.1
000000018031e1b4 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.10
000000018031e108 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.2
000000018031e114 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.3
000000018031e120 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.4
000000018031e12c (__TEXT,__text) non-external _os_channel_get_next_slot.cold.5
000000018031e138 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.6
000000018031e144 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.7
000000018031e16c (__TEXT,__text) non-external _os_channel_get_next_slot.cold.8
000000018031e18c (__TEXT,__text) non-external _os_channel_get_next_slot.cold.9
000000018030151c (__TEXT,__text) external _os_channel_get_stats_region
0000000180300a2c (__TEXT,__text) non-external _os_channel_info2attr
0000000180300b30 (__TEXT,__text) non-external _os_channel_init_ring
000000018031e08c (__TEXT,__text) non-external _os_channel_init_ring.cold.1
000000018031e0ac (__TEXT,__text) non-external _os_channel_init_ring.cold.2
000000018031e0d4 (__TEXT,__text) non-external _os_channel_init_ring.cold.3
0000000180300dcc (__TEXT,__text) external _os_channel_is_defunct
0000000180301d30 (__TEXT,__text) external _os_channel_packet_alloc
000000018031e2c4 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.1
000000018031e2d0 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.2
000000018031e2dc (__TEXT,__text) non-external _os_channel_packet_alloc.cold.3
000000018031e2e8 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.4
000000018031e2f4 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.5
000000018031e300 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.6
000000018031e30c (__TEXT,__text) non-external _os_channel_packet_alloc.cold.7
000000018031e334 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.8
000000018031e354 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.9
0000000180302058 (__TEXT,__text) external _os_channel_packet_free
000000018031e37c (__TEXT,__text) non-external _os_channel_packet_free.cold.1
000000018031e3a4 (__TEXT,__text) non-external _os_channel_packet_free.cold.2
000000018031e3c4 (__TEXT,__text) non-external _os_channel_packet_free.cold.3
00000001803023f8 (__TEXT,__text) external _os_channel_packet_pool_purge
000000018031e514 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.1
000000018031e66c (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.10
000000018031e68c (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.11
000000018031e6b4 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.12
000000018031e534 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.2
000000018031e55c (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.3
000000018031e584 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.4
000000018031e5ac (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.5
000000018031e5d4 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.6
000000018031e5f4 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.7
000000018031e61c (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.8
000000018031e644 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.9
0000000180300eec (__TEXT,__text) external _os_channel_pending
0000000180300c04 (__TEXT,__text) external _os_channel_read_attr
0000000180300d24 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000180300de0 (__TEXT,__text) external _os_channel_ring_id
0000000180300f10 (__TEXT,__text) external _os_channel_ring_notify_time
0000000180300f04 (__TEXT,__text) external _os_channel_ring_sync_time
0000000180300e90 (__TEXT,__text) external _os_channel_rx_ring
00000001803012fc (__TEXT,__text) external _os_channel_set_slot_properties
000000018031e1dc (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.1
000000018031e1fc (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.2
000000018031e224 (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.3
0000000180302198 (__TEXT,__text) external _os_channel_slot_attach_packet
000000018031e3ec (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.1
000000018031e40c (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.2
000000018031e434 (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.3
000000018031e45c (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.4
00000001803022b8 (__TEXT,__text) external _os_channel_slot_detach_packet
000000018031e484 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.1
000000018031e4ac (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.2
000000018031e4cc (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.3
000000018031e4ec (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.4
00000001803013f8 (__TEXT,__text) external _os_channel_slot_get_packet
000000018031e24c (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.1
000000018031e274 (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.2
000000018031e29c (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.3
0000000180300d48 (__TEXT,__text) external _os_channel_sync
0000000180300e48 (__TEXT,__text) external _os_channel_tx_ring
0000000180300c58 (__TEXT,__text) external _os_channel_write_attr
00000001802fce48 (__TEXT,__text) external _os_copy_and_inet_checksum
00000001803048f0 (__TEXT,__text) external _os_cpu_copy_in_cksum
0000000180304b40 (__TEXT,__text) external _os_cpu_in_cksum
00000001802fcfc0 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000018031d21c (__TEXT,__text) external _os_fault_with_payload
00000001802fce44 (__TEXT,__text) external _os_inet_checksum
00000001803035cc (__TEXT,__text) external _os_nexus_attr_clone
0000000180303590 (__TEXT,__text) external _os_nexus_attr_create
0000000180303920 (__TEXT,__text) external _os_nexus_attr_destroy
00000001803037e0 (__TEXT,__text) external _os_nexus_attr_get
0000000180303610 (__TEXT,__text) external _os_nexus_attr_set
0000000180303c88 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180303ca8 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180303924 (__TEXT,__text) external _os_nexus_controller_create
0000000180303c7c (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000180303f6c (__TEXT,__text) external _os_nexus_controller_destroy
0000000180303c9c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00000001803039c0 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180303e24 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00000001803039c8 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180303dac (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001802fcd34 (__TEXT,__text) external _os_packet_add_buflet
000000018031dc04 (__TEXT,__text) non-external _os_packet_add_buflet.cold.1
00000001802fc55c (__TEXT,__text) external _os_packet_clear_flow_uuid
00000001802fcdf0 (__TEXT,__text) external _os_packet_decrement_use_count
00000001802fcb5c (__TEXT,__text) external _os_packet_finalize
000000018031dbf8 (__TEXT,__text) non-external _os_packet_finalize.cold.1
00000001802fce18 (__TEXT,__text) external _os_packet_get_aggregation_type
00000001802fca74 (__TEXT,__text) external _os_packet_get_buflet_count
00000001802fc310 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000001802fca68 (__TEXT,__text) external _os_packet_get_data_length
00000001802fc630 (__TEXT,__text) external _os_packet_get_expire_time
00000001802fc4ac (__TEXT,__text) external _os_packet_get_flow_uuid
00000001802fc600 (__TEXT,__text) external _os_packet_get_group_end
00000001802fc59c (__TEXT,__text) external _os_packet_get_group_start
00000001802fbdfc (__TEXT,__text) external _os_packet_get_headroom
000000018031db54 (__TEXT,__text) non-external _os_packet_get_headroom.cold.1
00000001802fc468 (__TEXT,__text) external _os_packet_get_inet_checksum
00000001802fc9ec (__TEXT,__text) external _os_packet_get_keep_alive
00000001802fbed0 (__TEXT,__text) external _os_packet_get_link_broadcast
000000018031db6c (__TEXT,__text) non-external _os_packet_get_link_broadcast.cold.1
00000001802fbfa0 (__TEXT,__text) external _os_packet_get_link_ethfcs
000000018031db9c (__TEXT,__text) non-external _os_packet_get_link_ethfcs.cold.1
00000001802fbe6c (__TEXT,__text) external _os_packet_get_link_header_length
00000001802fbf38 (__TEXT,__text) external _os_packet_get_link_multicast
000000018031db84 (__TEXT,__text) non-external _os_packet_get_link_multicast.cold.1
00000001802fcab0 (__TEXT,__text) external _os_packet_get_next_buflet
000000018031dbec (__TEXT,__text) non-external _os_packet_get_next_buflet.cold.1
00000001802fc818 (__TEXT,__text) external _os_packet_get_packetid
00000001802fcb30 (__TEXT,__text) external _os_packet_get_segment_count
00000001802fc21c (__TEXT,__text) external _os_packet_get_service_class
00000001802fc6c4 (__TEXT,__text) external _os_packet_get_token
000000018031dba8 (__TEXT,__text) non-external _os_packet_get_token.cold.1
00000001802fcec4 (__TEXT,__text) external _os_packet_get_trace_id
00000001802fc36c (__TEXT,__text) external _os_packet_get_traffic_class
00000001802fc0d8 (__TEXT,__text) external _os_packet_get_transport_retransmit
00000001802fc008 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00000001802fc070 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000001802fca38 (__TEXT,__text) external _os_packet_get_truncated
000000018031dbe0 (__TEXT,__text) non-external _os_packet_get_truncated.cold.1
00000001802fc9cc (__TEXT,__text) external _os_packet_get_vlan_id
00000001802fc9d4 (__TEXT,__text) external _os_packet_get_vlan_priority
00000001802fc978 (__TEXT,__text) external _os_packet_get_vlan_tag
000000018031dbd4 (__TEXT,__text) non-external _os_packet_get_vlan_tag.cold.1
00000001802fc9dc (__TEXT,__text) external _os_packet_get_wake_flag
00000001802fcdc4 (__TEXT,__text) external _os_packet_increment_use_count
00000001802fc2e0 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000001802fc680 (__TEXT,__text) external _os_packet_set_expire_time
00000001802fc500 (__TEXT,__text) external _os_packet_set_flow_uuid
00000001802fc5cc (__TEXT,__text) external _os_packet_set_group_end
00000001802fc568 (__TEXT,__text) external _os_packet_set_group_start
00000001802fbdb8 (__TEXT,__text) external _os_packet_set_headroom
000000018031db48 (__TEXT,__text) non-external _os_packet_set_headroom.cold.1
00000001802fc430 (__TEXT,__text) external _os_packet_set_inet_checksum
00000001802fc9fc (__TEXT,__text) external _os_packet_set_keep_alive
00000001802fbe98 (__TEXT,__text) external _os_packet_set_link_broadcast
000000018031db60 (__TEXT,__text) non-external _os_packet_set_link_broadcast.cold.1
00000001802fbf68 (__TEXT,__text) external _os_packet_set_link_ethfcs
000000018031db90 (__TEXT,__text) non-external _os_packet_set_link_ethfcs.cold.1
00000001802fbe28 (__TEXT,__text) external _os_packet_set_link_header_length
00000001802fbf00 (__TEXT,__text) external _os_packet_set_link_multicast
000000018031db78 (__TEXT,__text) non-external _os_packet_set_link_multicast.cold.1
00000001802fc8a0 (__TEXT,__text) external _os_packet_set_packetid
00000001802fc140 (__TEXT,__text) external _os_packet_set_service_class
00000001802fc76c (__TEXT,__text) external _os_packet_set_token
00000001802fcee4 (__TEXT,__text) external _os_packet_set_trace_id
00000001802fc33c (__TEXT,__text) external _os_packet_set_traffic_class
00000001802fc108 (__TEXT,__text) external _os_packet_set_transport_last_packet
00000001802fc0a0 (__TEXT,__text) external _os_packet_set_transport_retransmit
00000001802fbfd0 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000001802fc038 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00000001802fc92c (__TEXT,__text) external _os_packet_set_vlan_tag
000000018031dbc8 (__TEXT,__text) non-external _os_packet_set_vlan_tag.cold.1
00000001802fcf10 (__TEXT,__text) external _os_packet_trace_event
00000001802fdf98 (__TEXT,__text) external _os_proc_available_memory
00000001802fd960 (__TEXT,__text) external _panic
00000001802fd954 (__TEXT,__text) external _panic_init
00000001802f6854 (__TEXT,__text) external _pathconf
000000018031d248 (__TEXT,__text) external _peeloff
00000001802ee95c (__TEXT,__text) external _pid_for_task
000000018031d274 (__TEXT,__text) external _pid_hibernate
000000018031d2a0 (__TEXT,__text) external _pid_resume
0000000180302fdc (__TEXT,__text) external _pid_shutdown_networking
000000018031d2cc (__TEXT,__text) external _pid_shutdown_sockets
000000018031d2f8 (__TEXT,__text) external _pid_suspend
00000001802f4fe4 (__TEXT,__text) external _pipe
000000018031d324 (__TEXT,__text) external _pivot_root
00000001802fbd68 (__TEXT,__text) external _pkt_subtype_assert_fail
00000001802fbd90 (__TEXT,__text) external _pkt_type_assert_fail
00000001802f6ea8 (__TEXT,__text) external _poll
000000018031bef0 (__TEXT,__text) external _poll$NOCANCEL
00000001802fbcc8 (__TEXT,__text) non-external _port_for_id_internal
00000001802fd9b0 (__TEXT,__text) external _port_obj_init
00000001d64afc80 (__DATA,__common) external _port_obj_table
00000001d64afc40 (__DATA,__data) external _port_obj_table_size
00000001802f1704 (__TEXT,__text) external _posix_madvise
00000001802f591c (__TEXT,__text) external _posix_spawn
00000001802f9dc0 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00000001802ff81c (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000001802ff8c8 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001802fabc4 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00000001802f54d8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000001802ff974 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00000001802fab34 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00000001802fa290 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001802f5c54 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000001802f5478 (__TEXT,__text) external _posix_spawn_file_actions_init
00000001d64afca0 (__DATA,__common) non-external (was a private external) _posix_spawn_with_filter
00000001802f5b74 (__TEXT,__text) external _posix_spawnattr_destroy
00000001802ff7cc (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00000001802ffcbc (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000001802ffc78 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000001802ff560 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00000001802ff4fc (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000001802ffa24 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00000001802ff46c (__TEXT,__text) external _posix_spawnattr_getflags
00000001802f56b4 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00000001802ff5d0 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00000001802ff4b4 (__TEXT,__text) external _posix_spawnattr_getpgroup
00000001802ff5f4 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00000001802ff490 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00000001802ff4d8 (__TEXT,__text) external _posix_spawnattr_getsigmask
00000001802f560c (__TEXT,__text) external _posix_spawnattr_init
00000001802f5728 (__TEXT,__text) non-external _posix_spawnattr_macpolicyinfo_lookup
00000001802ff7f4 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001802ffe80 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00000001802ffc9c (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180300148 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00000001802fff48 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00000001802fffc4 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000001802ffa70 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180300168 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
000000018031eaa0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180300080 (__TEXT,__text) external _posix_spawnattr_set_login_np
00000001802ffe3c (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00000001802ffd94 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000001802ffdd0 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000001802ffce0 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00000001802ffd5c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00000001802ff7ac (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180300128 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000001802ffb88 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000001802ffc50 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00000001802ffafc (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001802ff71c (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00000001802ffa50 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000001802ffed0 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000001802ff638 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00000001802f9d88 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00000001802fa37c (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000001802ffbc0 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000001802ffa04 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00000001802fa238 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000001802fac54 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000001802f5694 (__TEXT,__text) external _posix_spawnattr_setflags
00000001802f6ed4 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000001802f5788 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00000001802ffe5c (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00000001802ff6dc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000001802ff618 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000001802ff6fc (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000001802f5670 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000001802f564c (__TEXT,__text) external _posix_spawnattr_setsigmask
00000001802fa260 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000001802f039c (__TEXT,__text) external _pread
000000018031bf1c (__TEXT,__text) external _pread$NOCANCEL
000000018031d350 (__TEXT,__text) external _preadv
000000018031bf48 (__TEXT,__text) external _preadv$NOCANCEL
00000001802fef6c (__TEXT,__text) non-external _prepare_times_array_and_attrs
00000001802fe754 (__TEXT,__text) external _proc_clear_cpulimits
00000001802fe8c8 (__TEXT,__text) external _proc_clear_delayidlesleep
00000001802fe454 (__TEXT,__text) external _proc_clear_dirty
00000001802fe7e4 (__TEXT,__text) external _proc_clear_vmpressure
00000001802fe34c (__TEXT,__text) external _proc_current_thread_schedinfo
00000001802f85a0 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00000001802f8650 (__TEXT,__text) external _proc_denap_assertion_complete
00000001802fe914 (__TEXT,__text) external _proc_disable_apptype
00000001802f99e0 (__TEXT,__text) external _proc_disable_cpumon
00000001802f820c (__TEXT,__text) external _proc_disable_wakemon
00000001802fe7a0 (__TEXT,__text) external _proc_donate_importance_boost
00000001802fe974 (__TEXT,__text) external _proc_enable_apptype
00000001802f8190 (__TEXT,__text) external _proc_get_cpumon_params
00000001802fe3ec (__TEXT,__text) external _proc_get_dirty
00000001802fe664 (__TEXT,__text) external _proc_get_wakemon_params
00000001802f85a8 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00000001802f8654 (__TEXT,__text) external _proc_importance_assertion_complete
00000001802fe27c (__TEXT,__text) external _proc_kmsgbuf
00000001802fe3cc (__TEXT,__text) external _proc_libversion
00000001802fe6d0 (__TEXT,__text) external _proc_list_dynkqueueids
00000001802fe6b4 (__TEXT,__text) external _proc_list_uptrs
00000001802fdf9c (__TEXT,__text) external _proc_listallpids
00000001802fe014 (__TEXT,__text) external _proc_listchildpids
00000001802fe050 (__TEXT,__text) external _proc_listcoalitions
00000001802fdfd8 (__TEXT,__text) external _proc_listpgrppids
00000001802f8550 (__TEXT,__text) external _proc_listpids
0000000180304c38 (__TEXT,__text) external _proc_listpidspath
00000001802f4b20 (__TEXT,__text) external _proc_name
00000001802f6310 (__TEXT,__text) external _proc_pid_rusage
00000001802fe14c (__TEXT,__text) external _proc_piddynkqueueinfo
00000001802fe0dc (__TEXT,__text) external _proc_pidfdinfo
00000001802fe114 (__TEXT,__text) external _proc_pidfileportinfo
00000001802efe28 (__TEXT,__text) external _proc_pidinfo
00000001802f5fac (__TEXT,__text) external _proc_pidoriginatorinfo
