00000001e482cf04 (__TEXT,__text) external _CGLGetCurrentContext
00000001e4826a7c (__TEXT,__text) external _glSecondaryColor3ui
00000001e482bbac (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001e4826a9c (__TEXT,__text) external _glSecondaryColor3uiv
00000001e482bbcc (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001e4826ab4 (__TEXT,__text) external _glSecondaryColor3us
00000001e482bbe4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000001e4826ad4 (__TEXT,__text) external _glSecondaryColor3usv
00000001e482bc04 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001e4826aec (__TEXT,__text) external _glSecondaryColorPointer
00000001e482bc1c (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001e4825338 (__TEXT,__text) external _glSelectBuffer
00000001e482610c (__TEXT,__text) external _glSeparableFilter2D
00000001e482ca24 (__TEXT,__text) external _glSetFenceAPPLE
00000001e4825354 (__TEXT,__text) external _glShadeModel
00000001e48293b4 (__TEXT,__text) external _glShaderBinary
00000001e48274fc (__TEXT,__text) external _glShaderSource
00000001e482b208 (__TEXT,__text) external _glShaderSourceARB
00000001e482536c (__TEXT,__text) external _glStencilFunc
00000001e4827a68 (__TEXT,__text) external _glStencilFuncSeparate
00000001e482cdf0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001e482538c (__TEXT,__text) external _glStencilMask
00000001e4827ab0 (__TEXT,__text) external _glStencilMaskSeparate
00000001e48253a4 (__TEXT,__text) external _glStencilOp
00000001e4827a8c (__TEXT,__text) external _glStencilOpSeparate
00000001e482cdcc (__TEXT,__text) external _glStencilOpSeparateATI
00000001e482cc54 (__TEXT,__text) external _glSwapAPPLE
00000001e482ca54 (__TEXT,__text) external _glTestFenceAPPLE
00000001e482ca84 (__TEXT,__text) external _glTestObjectAPPLE
00000001e48287b0 (__TEXT,__text) external _glTexBuffer
00000001e48253c4 (__TEXT,__text) external _glTexCoord1d
00000001e48253d8 (__TEXT,__text) external _glTexCoord1dv
00000001e48253f0 (__TEXT,__text) external _glTexCoord1f
00000001e4825404 (__TEXT,__text) external _glTexCoord1fv
00000001e482541c (__TEXT,__text) external _glTexCoord1i
00000001e4825434 (__TEXT,__text) external _glTexCoord1iv
00000001e482544c (__TEXT,__text) external _glTexCoord1s
00000001e4825464 (__TEXT,__text) external _glTexCoord1sv
00000001e482547c (__TEXT,__text) external _glTexCoord2d
00000001e4825490 (__TEXT,__text) external _glTexCoord2dv
00000001e48254a8 (__TEXT,__text) external _glTexCoord2f
00000001e48254bc (__TEXT,__text) external _glTexCoord2fv
00000001e48254d4 (__TEXT,__text) external _glTexCoord2i
00000001e48254f0 (__TEXT,__text) external _glTexCoord2iv
00000001e4825508 (__TEXT,__text) external _glTexCoord2s
00000001e4825524 (__TEXT,__text) external _glTexCoord2sv
00000001e482553c (__TEXT,__text) external _glTexCoord3d
00000001e4825550 (__TEXT,__text) external _glTexCoord3dv
00000001e4825568 (__TEXT,__text) external _glTexCoord3f
00000001e482557c (__TEXT,__text) external _glTexCoord3fv
00000001e4825594 (__TEXT,__text) external _glTexCoord3i
00000001e48255b4 (__TEXT,__text) external _glTexCoord3iv
00000001e48255cc (__TEXT,__text) external _glTexCoord3s
00000001e48255ec (__TEXT,__text) external _glTexCoord3sv
00000001e4825604 (__TEXT,__text) external _glTexCoord4d
00000001e4825618 (__TEXT,__text) external _glTexCoord4dv
00000001e4825630 (__TEXT,__text) external _glTexCoord4f
00000001e4825644 (__TEXT,__text) external _glTexCoord4fv
00000001e482565c (__TEXT,__text) external _glTexCoord4i
00000001e4825680 (__TEXT,__text) external _glTexCoord4iv
00000001e4825698 (__TEXT,__text) external _glTexCoord4s
00000001e48256bc (__TEXT,__text) external _glTexCoord4sv
00000001e48256d4 (__TEXT,__text) external _glTexCoordPointer
00000001e48256f8 (__TEXT,__text) external _glTexEnvf
00000001e4825714 (__TEXT,__text) external _glTexEnvfv
00000001e4825734 (__TEXT,__text) external _glTexEnvi
00000001e4825754 (__TEXT,__text) external _glTexEnviv
00000001e4825774 (__TEXT,__text) external _glTexGend
00000001e4825790 (__TEXT,__text) external _glTexGendv
00000001e48257b0 (__TEXT,__text) external _glTexGenf
00000001e48257cc (__TEXT,__text) external _glTexGenfv
00000001e48257ec (__TEXT,__text) external _glTexGeni
00000001e482580c (__TEXT,__text) external _glTexGeniv
00000001e482582c (__TEXT,__text) external _glTexImage1D
00000001e4825880 (__TEXT,__text) external _glTexImage2D
00000001e4828980 (__TEXT,__text) external _glTexImage2DMultisample
00000001e4825d04 (__TEXT,__text) external _glTexImage3D
00000001e48289ac (__TEXT,__text) external _glTexImage3DMultisample
00000001e4828524 (__TEXT,__text) external _glTexParameterIiv
00000001e482c6bc (__TEXT,__text) external _glTexParameterIivEXT
00000001e4828544 (__TEXT,__text) external _glTexParameterIuiv
00000001e482c6dc (__TEXT,__text) external _glTexParameterIuivEXT
00000001e48258dc (__TEXT,__text) external _glTexParameterf
00000001e48258f8 (__TEXT,__text) external _glTexParameterfv
00000001e4825918 (__TEXT,__text) external _glTexParameteri
00000001e4825938 (__TEXT,__text) external _glTexParameteriv
00000001e482b8e4 (__TEXT,__text) external _glTexStorage1D
00000001e482b908 (__TEXT,__text) external _glTexStorage2D
00000001e482b930 (__TEXT,__text) external _glTexStorage3D
00000001e4825958 (__TEXT,__text) external _glTexSubImage1D
00000001e4825988 (__TEXT,__text) external _glTexSubImage2D
00000001e4825d48 (__TEXT,__text) external _glTexSubImage3D
00000001e482ce8c (__TEXT,__text) external _glTextureBarrierNV
00000001e482c9ac (__TEXT,__text) external _glTextureRangeAPPLE
00000001e4828058 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001e482c15c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001e48259e4 (__TEXT,__text) external _glTranslated
00000001e48259f8 (__TEXT,__text) external _glTranslatef
00000001e4828e38 (__TEXT,__text) external _glUniform1d
00000001e4828e98 (__TEXT,__text) external _glUniform1dv
00000001e48275fc (__TEXT,__text) external _glUniform1f
00000001e482b2bc (__TEXT,__text) external _glUniform1fARB
00000001e48276e4 (__TEXT,__text) external _glUniform1fv
00000001e482b3a4 (__TEXT,__text) external _glUniform1fvARB
00000001e482765c (__TEXT,__text) external _glUniform1i
00000001e482b31c (__TEXT,__text) external _glUniform1iARB
00000001e4827764 (__TEXT,__text) external _glUniform1iv
00000001e482b424 (__TEXT,__text) external _glUniform1ivARB
00000001e482841c (__TEXT,__text) external _glUniform1ui
00000001e482c510 (__TEXT,__text) external _glUniform1uiEXT
00000001e48284a4 (__TEXT,__text) external _glUniform1uiv
00000001e482c598 (__TEXT,__text) external _glUniform1uivEXT
00000001e4828e50 (__TEXT,__text) external _glUniform2d
00000001e4828eb8 (__TEXT,__text) external _glUniform2dv
00000001e4827614 (__TEXT,__text) external _glUniform2f
00000001e482b2d4 (__TEXT,__text) external _glUniform2fARB
00000001e4827704 (__TEXT,__text) external _glUniform2fv
00000001e482b3c4 (__TEXT,__text) external _glUniform2fvARB
00000001e4827678 (__TEXT,__text) external _glUniform2i
00000001e482b338 (__TEXT,__text) external _glUniform2iARB
00000001e4827784 (__TEXT,__text) external _glUniform2iv
00000001e482b444 (__TEXT,__text) external _glUniform2ivARB
00000001e4828438 (__TEXT,__text) external _glUniform2ui
00000001e482c52c (__TEXT,__text) external _glUniform2uiEXT
00000001e48284c4 (__TEXT,__text) external _glUniform2uiv
00000001e482c5b8 (__TEXT,__text) external _glUniform2uivEXT
00000001e4828e68 (__TEXT,__text) external _glUniform3d
00000001e4828ed8 (__TEXT,__text) external _glUniform3dv
00000001e482762c (__TEXT,__text) external _glUniform3f
00000001e482b2ec (__TEXT,__text) external _glUniform3fARB
00000001e4827724 (__TEXT,__text) external _glUniform3fv
00000001e482b3e4 (__TEXT,__text) external _glUniform3fvARB
00000001e4827698 (__TEXT,__text) external _glUniform3i
00000001e482b358 (__TEXT,__text) external _glUniform3iARB
00000001e48277a4 (__TEXT,__text) external _glUniform3iv
00000001e482b464 (__TEXT,__text) external _glUniform3ivARB
00000001e4828458 (__TEXT,__text) external _glUniform3ui
00000001e482c54c (__TEXT,__text) external _glUniform3uiEXT
00000001e48284e4 (__TEXT,__text) external _glUniform3uiv
00000001e482c5d8 (__TEXT,__text) external _glUniform3uivEXT
00000001e4828e80 (__TEXT,__text) external _glUniform4d
00000001e4828ef8 (__TEXT,__text) external _glUniform4dv
00000001e4827644 (__TEXT,__text) external _glUniform4f
00000001e482b304 (__TEXT,__text) external _glUniform4fARB
00000001e4827744 (__TEXT,__text) external _glUniform4fv
00000001e482b404 (__TEXT,__text) external _glUniform4fvARB
00000001e48276bc (__TEXT,__text) external _glUniform4i
00000001e482b37c (__TEXT,__text) external _glUniform4iARB
00000001e48277c4 (__TEXT,__text) external _glUniform4iv
00000001e482b484 (__TEXT,__text) external _glUniform4ivARB
00000001e482847c (__TEXT,__text) external _glUniform4ui
00000001e482c570 (__TEXT,__text) external _glUniform4uiEXT
00000001e4828504 (__TEXT,__text) external _glUniform4uiv
00000001e482c5f8 (__TEXT,__text) external _glUniform4uivEXT
00000001e4828744 (__TEXT,__text) external _glUniformBlockBinding
00000001e482c1f0 (__TEXT,__text) external _glUniformBufferEXT
00000001e4828f18 (__TEXT,__text) external _glUniformMatrix2dv
00000001e48277e4 (__TEXT,__text) external _glUniformMatrix2fv
00000001e482b4a4 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001e4828f84 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001e4827ae8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000001e4828fcc (__TEXT,__text) external _glUniformMatrix2x4dv
00000001e4827b30 (__TEXT,__text) external _glUniformMatrix2x4fv
00000001e4828f3c (__TEXT,__text) external _glUniformMatrix3dv
00000001e4827808 (__TEXT,__text) external _glUniformMatrix3fv
00000001e482b4c8 (__TEXT,__text) external _glUniformMatrix3fvARB
00000001e4828fa8 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001e4827b0c (__TEXT,__text) external _glUniformMatrix3x2fv
00000001e4829014 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001e4827b78 (__TEXT,__text) external _glUniformMatrix3x4fv
00000001e4828f60 (__TEXT,__text) external _glUniformMatrix4dv
00000001e482782c (__TEXT,__text) external _glUniformMatrix4fv
00000001e482b4ec (__TEXT,__text) external _glUniformMatrix4fvARB
00000001e4828ff0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001e4827b54 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001e4829038 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001e4827b9c (__TEXT,__text) external _glUniformMatrix4x3fv
00000001e482913c (__TEXT,__text) external _glUniformSubroutinesuiv
00000001e482b978 (__TEXT,__text) external _glUnlockArraysEXT
00000001e4826f4c (__TEXT,__text) external _glUnmapBuffer
00000001e482b14c (__TEXT,__text) external _glUnmapBufferARB
00000001e48275a8 (__TEXT,__text) external _glUseProgram
00000001e482b28c (__TEXT,__text) external _glUseProgramObjectARB
00000001e4829494 (__TEXT,__text) external _glUseProgramStages
00000001e48275e0 (__TEXT,__text) external _glValidateProgram
00000001e482b2a4 (__TEXT,__text) external _glValidateProgramARB
00000001e4829578 (__TEXT,__text) external _glValidateProgramPipeline
00000001e4825a0c (__TEXT,__text) external _glVertex2d
00000001e4825a20 (__TEXT,__text) external _glVertex2dv
00000001e4825a38 (__TEXT,__text) external _glVertex2f
00000001e4825a4c (__TEXT,__text) external _glVertex2fv
00000001e4825a64 (__TEXT,__text) external _glVertex2i
00000001e4825a80 (__TEXT,__text) external _glVertex2iv
00000001e4825a98 (__TEXT,__text) external _glVertex2s
00000001e4825ab4 (__TEXT,__text) external _glVertex2sv
00000001e4825acc (__TEXT,__text) external _glVertex3d
00000001e4825ae0 (__TEXT,__text) external _glVertex3dv
00000001e4825af8 (__TEXT,__text) external _glVertex3f
00000001e4825b0c (__TEXT,__text) external _glVertex3fv
00000001e4825b24 (__TEXT,__text) external _glVertex3i
00000001e4825b44 (__TEXT,__text) external _glVertex3iv
00000001e4825b5c (__TEXT,__text) external _glVertex3s
00000001e4825b7c (__TEXT,__text) external _glVertex3sv
00000001e4825b94 (__TEXT,__text) external _glVertex4d
00000001e4825ba8 (__TEXT,__text) external _glVertex4dv
00000001e4825bc0 (__TEXT,__text) external _glVertex4f
00000001e4825bd4 (__TEXT,__text) external _glVertex4fv
00000001e4825bec (__TEXT,__text) external _glVertex4i
00000001e4825c10 (__TEXT,__text) external _glVertex4iv
00000001e4825c28 (__TEXT,__text) external _glVertex4s
00000001e4825c4c (__TEXT,__text) external _glVertex4sv
00000001e482caf4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001e482cabc (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001e4826fc0 (__TEXT,__text) external _glVertexAttrib1d
00000001e4829fbc (__TEXT,__text) external _glVertexAttrib1dARB
00000001e4826fd8 (__TEXT,__text) external _glVertexAttrib1dv
00000001e482a130 (__TEXT,__text) external _glVertexAttrib1dvARB
00000001e4826ff4 (__TEXT,__text) external _glVertexAttrib1f
00000001e4829fa4 (__TEXT,__text) external _glVertexAttrib1fARB
00000001e482700c (__TEXT,__text) external _glVertexAttrib1fv
00000001e482a114 (__TEXT,__text) external _glVertexAttrib1fvARB
00000001e4827028 (__TEXT,__text) external _glVertexAttrib1s
00000001e4829f88 (__TEXT,__text) external _glVertexAttrib1sARB
00000001e4827044 (__TEXT,__text) external _glVertexAttrib1sv
00000001e482a0f8 (__TEXT,__text) external _glVertexAttrib1svARB
00000001e4827060 (__TEXT,__text) external _glVertexAttrib2d
00000001e482a00c (__TEXT,__text) external _glVertexAttrib2dARB
00000001e4827078 (__TEXT,__text) external _glVertexAttrib2dv
00000001e482a184 (__TEXT,__text) external _glVertexAttrib2dvARB
00000001e4827094 (__TEXT,__text) external _glVertexAttrib2f
00000001e4829ff4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001e48270ac (__TEXT,__text) external _glVertexAttrib2fv
00000001e482a168 (__TEXT,__text) external _glVertexAttrib2fvARB
00000001e48270c8 (__TEXT,__text) external _glVertexAttrib2s
00000001e4829fd4 (__TEXT,__text) external _glVertexAttrib2sARB
00000001e48270e8 (__TEXT,__text) external _glVertexAttrib2sv
00000001e482a14c (__TEXT,__text) external _glVertexAttrib2svARB
00000001e4827104 (__TEXT,__text) external _glVertexAttrib3d
00000001e482a060 (__TEXT,__text) external _glVertexAttrib3dARB
00000001e482711c (__TEXT,__text) external _glVertexAttrib3dv
00000001e482a1d8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000001e4827138 (__TEXT,__text) external _glVertexAttrib3f
00000001e482a048 (__TEXT,__text) external _glVertexAttrib3fARB
00000001e4827150 (__TEXT,__text) external _glVertexAttrib3fv
00000001e482a1bc (__TEXT,__text) external _glVertexAttrib3fvARB
00000001e482716c (__TEXT,__text) external _glVertexAttrib3s
00000001e482a024 (__TEXT,__text) external _glVertexAttrib3sARB
00000001e4827190 (__TEXT,__text) external _glVertexAttrib3sv
00000001e482a1a0 (__TEXT,__text) external _glVertexAttrib3svARB
00000001e48271ac (__TEXT,__text) external _glVertexAttrib4Nbv
00000001e482a2d4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001e48271c8 (__TEXT,__text) external _glVertexAttrib4Niv
00000001e482a30c (__TEXT,__text) external _glVertexAttrib4NivARB
00000001e48271e4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001e482a2f0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001e4827200 (__TEXT,__text) external _glVertexAttrib4Nub
00000001e482a0d0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001e4827228 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001e482a328 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001e4827244 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001e482a360 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001e4827260 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001e482a344 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001e482727c (__TEXT,__text) external _glVertexAttrib4bv
00000001e482a1f4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000001e4827298 (__TEXT,__text) external _glVertexAttrib4d
00000001e482a0b8 (__TEXT,__text) external _glVertexAttrib4dARB
00000001e48272b0 (__TEXT,__text) external _glVertexAttrib4dv
00000001e482a2b8 (__TEXT,__text) external _glVertexAttrib4dvARB
00000001e48272cc (__TEXT,__text) external _glVertexAttrib4f
00000001e482a0a0 (__TEXT,__text) external _glVertexAttrib4fARB
00000001e48272e4 (__TEXT,__text) external _glVertexAttrib4fv
00000001e482a29c (__TEXT,__text) external _glVertexAttrib4fvARB
00000001e4827300 (__TEXT,__text) external _glVertexAttrib4iv
00000001e482a22c (__TEXT,__text) external _glVertexAttrib4ivARB
00000001e482731c (__TEXT,__text) external _glVertexAttrib4s
00000001e482a078 (__TEXT,__text) external _glVertexAttrib4sARB
00000001e4827344 (__TEXT,__text) external _glVertexAttrib4sv
00000001e482a210 (__TEXT,__text) external _glVertexAttrib4svARB
00000001e4827360 (__TEXT,__text) external _glVertexAttrib4ubv
00000001e482a248 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001e482737c (__TEXT,__text) external _glVertexAttrib4uiv
00000001e482a280 (__TEXT,__text) external _glVertexAttrib4uivARB
00000001e4827398 (__TEXT,__text) external _glVertexAttrib4usv
00000001e482a264 (__TEXT,__text) external _glVertexAttrib4usvARB
00000001e4828de0 (__TEXT,__text) external _glVertexAttribDivisor
00000001e482b6ec (__TEXT,__text) external _glVertexAttribDivisorARB
00000001e4828160 (__TEXT,__text) external _glVertexAttribI1i
00000001e482c248 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001e4828270 (__TEXT,__text) external _glVertexAttribI1iv
00000001e482c358 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001e48281e8 (__TEXT,__text) external _glVertexAttribI1ui
00000001e482c2d0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001e48282e0 (__TEXT,__text) external _glVertexAttribI1uiv
00000001e482c3c8 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001e482817c (__TEXT,__text) external _glVertexAttribI2i
00000001e482c264 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001e482828c (__TEXT,__text) external _glVertexAttribI2iv
00000001e482c374 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001e4828204 (__TEXT,__text) external _glVertexAttribI2ui
00000001e482c2ec (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001e48282fc (__TEXT,__text) external _glVertexAttribI2uiv
00000001e482c3e4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001e482819c (__TEXT,__text) external _glVertexAttribI3i
00000001e482c284 (__TEXT,__text) external _glVertexAttribI3iEXT
00000001e48282a8 (__TEXT,__text) external _glVertexAttribI3iv
00000001e482c390 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001e4828224 (__TEXT,__text) external _glVertexAttribI3ui
00000001e482c30c (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001e4828318 (__TEXT,__text) external _glVertexAttribI3uiv
00000001e482c400 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001e4828350 (__TEXT,__text) external _glVertexAttribI4bv
00000001e482c438 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001e48281c0 (__TEXT,__text) external _glVertexAttribI4i
00000001e482c2a8 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001e48282c4 (__TEXT,__text) external _glVertexAttribI4iv
00000001e482c3ac (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001e482836c (__TEXT,__text) external _glVertexAttribI4sv
00000001e482c454 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001e4828388 (__TEXT,__text) external _glVertexAttribI4ubv
00000001e482c470 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001e4828248 (__TEXT,__text) external _glVertexAttribI4ui
00000001e482c330 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001e4828334 (__TEXT,__text) external _glVertexAttribI4uiv
00000001e482c41c (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001e48283a4 (__TEXT,__text) external _glVertexAttribI4usv
00000001e482c48c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001e48280f8 (__TEXT,__text) external _glVertexAttribIPointer
00000001e482c4a8 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001e4829cd4 (__TEXT,__text) external _glVertexAttribL1d
00000001e4829d34 (__TEXT,__text) external _glVertexAttribL1dv
00000001e4829cec (__TEXT,__text) external _glVertexAttribL2d
00000001e4829d50 (__TEXT,__text) external _glVertexAttribL2dv
00000001e4829d04 (__TEXT,__text) external _glVertexAttribL3d
00000001e4829d6c (__TEXT,__text) external _glVertexAttribL3dv
00000001e4829d1c (__TEXT,__text) external _glVertexAttribL4d
00000001e4829d88 (__TEXT,__text) external _glVertexAttribL4dv
00000001e4829da4 (__TEXT,__text) external _glVertexAttribLPointer
00000001e4828cc0 (__TEXT,__text) external _glVertexAttribP1ui
00000001e4828d50 (__TEXT,__text) external _glVertexAttribP1uiv
00000001e4828ce4 (__TEXT,__text) external _glVertexAttribP2ui
00000001e4828d74 (__TEXT,__text) external _glVertexAttribP2uiv
00000001e4828d08 (__TEXT,__text) external _glVertexAttribP3ui
00000001e4828d98 (__TEXT,__text) external _glVertexAttribP3uiv
00000001e4828d2c (__TEXT,__text) external _glVertexAttribP4ui
00000001e4828dbc (__TEXT,__text) external _glVertexAttribP4uiv
00000001e48273b4 (__TEXT,__text) external _glVertexAttribPointer
00000001e482a37c (__TEXT,__text) external _glVertexAttribPointerARB
00000001e482a778 (__TEXT,__text) external _glVertexBlendARB
00000001e482cd2c (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001e4825c64 (__TEXT,__text) external _glVertexPointer
00000001e4825c88 (__TEXT,__text) external _glViewport
00000001e4829dec (__TEXT,__text) external _glViewportArrayv
00000001e4829e0c (__TEXT,__text) external _glViewportIndexedf
00000001e4829e24 (__TEXT,__text) external _glViewportIndexedfv
00000001e482891c (__TEXT,__text) external _glWaitSync
00000001e482a754 (__TEXT,__text) external _glWeightPointerARB
00000001e482a674 (__TEXT,__text) external _glWeightbvARB
00000001e482a6e4 (__TEXT,__text) external _glWeightdvARB
00000001e482a6c8 (__TEXT,__text) external _glWeightfvARB
00000001e482a6ac (__TEXT,__text) external _glWeightivARB
00000001e482a690 (__TEXT,__text) external _glWeightsvARB
00000001e482a700 (__TEXT,__text) external _glWeightubvARB
00000001e482a738 (__TEXT,__text) external _glWeightuivARB
00000001e482a71c (__TEXT,__text) external _glWeightusvARB
00000001e4826bec (__TEXT,__text) external _glWindowPos2d
00000001e482adec (__TEXT,__text) external _glWindowPos2dARB
00000001e4826c00 (__TEXT,__text) external _glWindowPos2dv
00000001e482ae00 (__TEXT,__text) external _glWindowPos2dvARB
00000001e4826c18 (__TEXT,__text) external _glWindowPos2f
00000001e482ae18 (__TEXT,__text) external _glWindowPos2fARB
00000001e4826c2c (__TEXT,__text) external _glWindowPos2fv
00000001e482ae2c (__TEXT,__text) external _glWindowPos2fvARB
00000001e4826c44 (__TEXT,__text) external _glWindowPos2i
00000001e482ae44 (__TEXT,__text) external _glWindowPos2iARB
00000001e4826c60 (__TEXT,__text) external _glWindowPos2iv
00000001e482ae60 (__TEXT,__text) external _glWindowPos2ivARB
00000001e4826c78 (__TEXT,__text) external _glWindowPos2s
00000001e482ae78 (__TEXT,__text) external _glWindowPos2sARB
00000001e4826c94 (__TEXT,__text) external _glWindowPos2sv
00000001e482ae94 (__TEXT,__text) external _glWindowPos2svARB
00000001e4826cac (__TEXT,__text) external _glWindowPos3d
00000001e482aeac (__TEXT,__text) external _glWindowPos3dARB
00000001e4826cc0 (__TEXT,__text) external _glWindowPos3dv
00000001e482aec0 (__TEXT,__text) external _glWindowPos3dvARB
00000001e4826cd8 (__TEXT,__text) external _glWindowPos3f
00000001e482aed8 (__TEXT,__text) external _glWindowPos3fARB
00000001e4826cec (__TEXT,__text) external _glWindowPos3fv
00000001e482aeec (__TEXT,__text) external _glWindowPos3fvARB
00000001e4826d04 (__TEXT,__text) external _glWindowPos3i
00000001e482af04 (__TEXT,__text) external _glWindowPos3iARB
00000001e4826d24 (__TEXT,__text) external _glWindowPos3iv
00000001e482af24 (__TEXT,__text) external _glWindowPos3ivARB
00000001e4826d3c (__TEXT,__text) external _glWindowPos3s
00000001e482af3c (__TEXT,__text) external _glWindowPos3sARB
00000001e4826d5c (__TEXT,__text) external _glWindowPos3sv
00000001e482af5c (__TEXT,__text) external _glWindowPos3svARB
000000021c405f50 (__DATA_DIRTY,__common) external _gll_noop
