00007ffa19ff6b5b (__TEXT,__text) non-external _DiToMD5
00007ffa19fe30fa (__TEXT,__text) external __ZN8OSAction4freeEv
00007ffa1a006feb (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00007ffa19fe317c (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00007ffa1a00700e (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00007ffa19fe3034 (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00007ffa1a00469c (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00007ffa19fe32dc (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00007ffa1a007077 (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00007ffa1a00437a (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00007ffa19fe3276 (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00007ffa1a007054 (__TEXT,__text) non-external __ZN8OSAction8WillWaitEPP17OSActionWaitToken.cold.1
00007ffa1a004384 (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00007ffa19fe41ca (__TEXT,__text) external __ZN8OSBundle10mainBundleEv
00007ffa1a00716c (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.1
00007ffa1a00718f (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.2
00007ffa1a0071b2 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.3
00007ffa19fe4464 (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
00007ffa19fe434e (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ffa19fe4404 (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ffa19fe43c4 (__TEXT,__text) external __ZN8OSBundle4initEv
00007ffa19feaa68 (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ffa19feaa7e (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ffa19feabc4 (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ffa1a004c56 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1a004de0 (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1a004f80 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ffa1a005066 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ffa19fe0b00 (__TEXT,__text) external __ZN8OSObject4freeEv
00007ffa19fe0af0 (__TEXT,__text) external __ZN8OSObject4initEv
00007ffa1a004bdc (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ffa1a004c12 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffa19fea9c2 (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffa19fea98e (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffa19fea9e4 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffa19fea9a8 (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffa19fe7230 (__TEXT,__text) external __ZN8OSString4freeEv
00007ffa1a007634 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ffa1a007655 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ffa1a007678 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ffa19fe49ca (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffa19fe4980 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffa19fe4920 (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffa19fe49c0 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffa19ffe426 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffa19ffd8e4 (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffa19fe3a4c (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffa19fffa82 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa19fe3d74 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffa19ffc61e (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa19ffe572 (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffa19ffc57e (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa19ffe7e8 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa19ffcd3c (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffa19ffc810 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffa19ffdcb8 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa19ffda20 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa19ffd78c (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa19ffd40e (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa19fff3b2 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa19ffd598 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa19fffd92 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa19fffb42 (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa19ffe98a (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffa1a000824 (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffa19ffd14e (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffa19fe3bd2 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffa19ffdb6c (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1a000770 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffa19fe3eec (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffa19ffedd4 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1a000248 (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1a000408 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffa1a0000fc (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa19ffc9ac (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffa19fff11e (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa19ffce5e (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffa19ffe2dc (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffa19fe3c0a (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffa1a000474 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffa1a0005be (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffa19fe3e20 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffa1a007149 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffa19fffcea (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffa1a0001ce (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffa19ffc7a4 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1a000050 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffa19fffe9a (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffa1a000ad0 (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffa19ffff2c (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffa19fe3c5c (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffa19ffef5e (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa19ffca20 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffa1a0006ba (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffa19ffe14c (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffa19ffe6b0 (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa19fffe34 (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa19fe3ee4 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffa1a000162 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa19fe39fc (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffa1a0008b6 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffa19fff7be (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa19ffc900 (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffa19ffc6be (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffa1a00039a (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa19fff8f2 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa19ffd28a (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa19fff68a (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa19fe2102 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa19fe214a (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffa1a00094c (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffa1a0002b6 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffa1a0004e2 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffa19fe38e6 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffa1a000cc6 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa19fe1f38 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffa19fe2006 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffa1a006f1d (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffa1a000d98 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffa19ffc72c (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffa19fe20d2 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa19fe20ea (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffa19fff50a (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffa19fff276 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffa1a000bf4 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa19fe2054 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa19fe209c (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1a000b7c (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffa1a000a6a (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa19ffcc20 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa19fe0b32 (__TEXT,__text) external __ZN9IOService4freeEv
00007ffa19fe37f0 (__TEXT,__text) external __ZN9IOService4initEv
00007ffa1a007103 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffa1a007126 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffa19ffcb04 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa19ffde42 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffa19ffcfc8 (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa19ffec4a (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa19ffc34a (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffa19ffeaea (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffa19fe3a8a (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffa19ffe002 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffa19ffc354 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffa19feac5a (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffa19ffabb6 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffa1a004326 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffa19fe9504 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffa19fe9514 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa19fe960a (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffa19fe9ac4 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa19fe98d0 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffa19fe95ee (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffa19fe999c (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffa19fe9ab4 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffa19fe9524 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffa19fe9562 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffa19fe99a8 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffa19fe4904 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffa19fe4912 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffa19fea5c8 (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffa19fea5bc (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffa19ff9d06 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffa19fdd7b0 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffa19fde0e4 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffa19fdd77a (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffa19fde088 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffa19fde07c (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffa19fdd770 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffa19fde082 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffa19fde0d8 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffa19ffa592 (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffa19ff9864 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffa19ffb5b2 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffa1a0016a6 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffa1a00355a (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffa1a001e54 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffa1a005b8e (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffa19fea36a (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffa19fea312 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffa19fea326 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffa19fea940 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffa19fea900 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffa19fea718 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffa19fea746 (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffa19fea60c (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffa19fea6c2 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffa19fea690 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffa19fea6d6 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffa19fe9cb6 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffa19fe9fe6 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffa19fea002 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa19fea08a (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffa19fe9c9a (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffa19fe9fda (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffa19fe9b64 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffa19fe9ba2 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffa1a004906 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffa19feaa88 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffa19feaa94 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffa19feaab8 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffa19feaadc (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffa19feaafa (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffa19feab1c (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffa19feab84 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffa19fde092 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffa1a006024 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffa1a006047 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffa19fde0b8 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffa1a00606a (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffa19fe738c (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffa19fe73c4 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffa19fea9f8 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffa19fea758 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffa19feaa3e (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffa19feaa4a (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffa19fe3f46 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffa19feac4e (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffa19feac54 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffa430e2210 (__DATA,__const_weak) external __ZTI10IOReporter
00007ffa430e23a0 (__DATA,__const_weak) external __ZTI11IOEventLink
00007ffa41e72540 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffa430e2758 (__DATA,__const_weak) external __ZTI11IOWorkGroup
00007ffa41e704d8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffa41e6fe88 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffa41e715c0 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffa430e2350 (__DATA,__const_weak) external __ZTI12IODMACommand
00007ffa430e26b8 (__DATA,__const_weak) external __ZTI12IOUserClient
00007ffa41e734c8 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffa41e70630 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffa41e70758 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffa430e2030 (__DATA,__const_weak) external __ZTI12OSMappedFile
00007ffa430e21c0 (__DATA,__const_weak) external __ZTI12OSOrderedSet
00007ffa430e20d0 (__DATA,__const_weak) external __ZTI13IOCommandPool
00007ffa430e2300 (__DATA,__const_weak) external __ZTI14IOReportLegend
00007ffa430e2158 (__DATA,__const_weak) weak external __ZTI14OSSetInterface
00007ffa41e745b0 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffa41e71d20 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffa430e2510 (__DATA,__const_weak) weak external __ZTI15IOStateReporter
00007ffa41e70ad0 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffa41e73e30 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffa41e6fe10 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffa41e70d10 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffa41e71ed0 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffa41e71028 (__DATA_CONST,__const) external __ZTI16IOReporter_IVars
00007ffa430e2458 (__DATA,__const_weak) weak external __ZTI16IOSimpleReporter
00007ffa41e70868 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007ffa41e738f0 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007ffa430e2108 (__DATA,__const_weak) weak external __ZTI17IOThreadInterface
00007ffa41e74ab0 (__DATA_CONST,__const) external __ZTI17IOThreadMetaClass
00007ffa41e737c0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007ffa41e73740 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007ffa430e1fc8 (__DATA,__const_weak) weak external __ZTI17OSBundleInterface
00007ffa41e73ae0 (__DATA_CONST,__const) external __ZTI17OSBundleMetaClass
00007ffa41e70b88 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007ffa41e74118 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007ffa41e74290 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007ffa41e74210 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007ffa41e70510 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007ffa41e746a8 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
