                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff811d3dbcd (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff811d3e757 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
00007ff811d3e6fb (__TEXT,__text) external _krb5_auth_con_getrcache
00007ff811d346e9 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007ff811d3e7df (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007ff811d346f4 (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007ff811d346ff (__TEXT,__text) external _krb5_auth_con_initivector
00007ff811d34707 (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007ff811d3e64c (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007ff811d3e6a4 (__TEXT,__text) external _krb5_auth_con_setports
00007ff811d3e6de (__TEXT,__text) external _krb5_auth_con_setrcache
00007ff811d3470f (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007ff811d34717 (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007ff811d3471f (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007ff811d38542 (__TEXT,__text) external _krb5_build_principal
00007ff811d34727 (__TEXT,__text) external _krb5_build_principal_alloc_va
00007ff811d3842b (__TEXT,__text) external _krb5_build_principal_ext
00007ff811d34732 (__TEXT,__text) external _krb5_build_principal_va
00007ff811d3473d (__TEXT,__text) external _krb5_c_block_size
00007ff811d34745 (__TEXT,__text) external _krb5_c_checksum_length
00007ff811d3f9e3 (__TEXT,__text) external _krb5_c_decrypt
00007ff811d3faf5 (__TEXT,__text) external _krb5_c_encrypt
00007ff811d3fc1b (__TEXT,__text) external _krb5_c_encrypt_length
00007ff811d3474d (__TEXT,__text) external _krb5_c_enctype_compare
00007ff811d34755 (__TEXT,__text) external _krb5_c_free_state
00007ff811d3475d (__TEXT,__text) external _krb5_c_init_state
00007ff811d34765 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007ff811d3476d (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007ff811d34775 (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007ff811d3477d (__TEXT,__text) external _krb5_c_make_checksum
00007ff811d34785 (__TEXT,__text) external _krb5_c_make_random_key
00007ff811d3478d (__TEXT,__text) external _krb5_c_random_add_entropy
00007ff811d34795 (__TEXT,__text) external _krb5_c_random_make_octets
00007ff811d3479d (__TEXT,__text) external _krb5_c_random_os_entropy
00007ff811d347a5 (__TEXT,__text) external _krb5_c_random_seed
00007ff811d3f7ca (__TEXT,__text) external _krb5_c_string_to_key
00007ff811d347ad (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007ff811d347b5 (__TEXT,__text) external _krb5_c_valid_cksumtype
00007ff811d347bd (__TEXT,__text) external _krb5_c_valid_enctype
00007ff811d347c5 (__TEXT,__text) external _krb5_c_verify_checksum
00007ff811d347cd (__TEXT,__text) external _krb5_calculate_checksum
00007ff811d3d4a2 (__TEXT,__text) external _krb5_cc_cache_match
00007ff811d3d3b5 (__TEXT,__text) external _krb5_cc_close
00007ff811d347d5 (__TEXT,__text) external _krb5_cc_copy_creds
00007ff811d3d202 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007ff811d3d64c (__TEXT,__text) external _krb5_cc_end_seq_get
00007ff811d3d46d (__TEXT,__text) external _krb5_cc_gen_new
00007ff811d3d3d3 (__TEXT,__text) external _krb5_cc_get_config
00007ff811d3d3bf (__TEXT,__text) external _krb5_cc_get_name
00007ff811d3d326 (__TEXT,__text) external _krb5_cc_get_principal
00007ff811d3d3c9 (__TEXT,__text) external _krb5_cc_get_type
00007ff811d3d273 (__TEXT,__text) external _krb5_cc_initialize
00007ff811d347e0 (__TEXT,__text) external _krb5_cc_last_change_time
00007ff811d347e8 (__TEXT,__text) external _krb5_cc_lock
00007ff811d347f0 (__TEXT,__text) external _krb5_cc_move
00007ff811d3d428 (__TEXT,__text) external _krb5_cc_new_unique
00007ff811d3d5ca (__TEXT,__text) external _krb5_cc_next_cred
00007ff811d347fb (__TEXT,__text) external _krb5_cc_remove_cred
00007ff811d3d233 (__TEXT,__text) external _krb5_cc_resolve
00007ff811d3d4b0 (__TEXT,__text) external _krb5_cc_retrieve_cred
00007ff811d34803 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007ff811d3480b (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007ff811d3d2b4 (__TEXT,__text) external _krb5_cc_store_cred
00007ff811d34813 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007ff811d3481b (__TEXT,__text) external _krb5_cccol_last_change_time
00007ff811d34823 (__TEXT,__text) external _krb5_cccol_lock
00007ff811d3482b (__TEXT,__text) external _krb5_cccol_unlock
00007ff811d3fcbe (__TEXT,__text) external _krb5_change_password
00007ff811d34833 (__TEXT,__text) external _krb5_checksum_size
00007ff811d3483b (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007ff811d34843 (__TEXT,__text) external _krb5_copy_addresses
00007ff811d3484b (__TEXT,__text) external _krb5_copy_authdata
00007ff811d34853 (__TEXT,__text) external _krb5_copy_authenticator
00007ff811d3485b (__TEXT,__text) external _krb5_copy_checksum
00007ff811d34863 (__TEXT,__text) external _krb5_copy_context
00007ff811d3d7f3 (__TEXT,__text) external _krb5_copy_creds
00007ff811d37aa7 (__TEXT,__text) external _krb5_copy_data
00007ff811d372dc (__TEXT,__text) external _krb5_copy_keyblock
00007ff811d37288 (__TEXT,__text) external _krb5_copy_keyblock_contents
00007ff811d386c6 (__TEXT,__text) external _krb5_copy_principal
00007ff811d3486b (__TEXT,__text) external _krb5_copy_ticket
00007ff811d3d6ae (__TEXT,__text) external _krb5_decode_ticket
00007ff811d34873 (__TEXT,__text) external _krb5_decrypt
00007ff811d3487b (__TEXT,__text) external _krb5_deltat_to_string
00007ff811d34883 (__TEXT,__text) external _krb5_eblock_enctype
00007ff811d3488b (__TEXT,__text) external _krb5_encrypt
00007ff811d34893 (__TEXT,__text) external _krb5_encrypt_size
00007ff811d37e33 (__TEXT,__text) external _krb5_enctype_to_string
00007ff811d3489b (__TEXT,__text) external _krb5_finish_key
00007ff811d348a3 (__TEXT,__text) external _krb5_finish_random_key
00007ff811d37e54 (__TEXT,__text) external _krb5_free_addresses
00007ff811d37722 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007ff811d37c78 (__TEXT,__text) external _krb5_free_authdata
00007ff811d348ab (__TEXT,__text) external _krb5_free_authenticator
00007ff811d348b3 (__TEXT,__text) external _krb5_free_checksum
00007ff811d348bb (__TEXT,__text) external _krb5_free_checksum_contents
00007ff811d348c3 (__TEXT,__text) external _krb5_free_cksumtypes
00007ff811d348cb (__TEXT,__text) external _krb5_free_config_files
00007ff811d37941 (__TEXT,__text) external _krb5_free_context
00007ff811d37af9 (__TEXT,__text) external _krb5_free_cred_contents
00007ff811d37b76 (__TEXT,__text) external _krb5_free_creds
00007ff811d37a73 (__TEXT,__text) external _krb5_free_data
00007ff811d377ed (__TEXT,__text) external _krb5_free_data_contents
00007ff811d38757 (__TEXT,__text) external _krb5_free_default_realm
00007ff811d37baf (__TEXT,__text) external _krb5_free_enc_tkt_part
00007ff811d37795 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007ff811d37761 (__TEXT,__text) external _krb5_free_keyblock
00007ff811d37a2c (__TEXT,__text) external _krb5_free_keyblock_contents
00007ff811d3e0ec (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007ff811d34211 (__TEXT,__text) external _krb5_free_krbhst
00007ff811d3870a (__TEXT,__text) external _krb5_free_principal
00007ff811d348d3 (__TEXT,__text) external _krb5_free_tgt_creds
00007ff811d37c00 (__TEXT,__text) external _krb5_free_ticket
00007ff811d3869a (__TEXT,__text) external _krb5_free_unparsed_name
00007ff811d348db (__TEXT,__text) external _krb5_fwd_tgt_creds
00007ff811d3d72c (__TEXT,__text) external _krb5_get_credentials
00007ff811d348e3 (__TEXT,__text) external _krb5_get_credentials_renew
00007ff811d348ee (__TEXT,__text) external _krb5_get_credentials_validate
00007ff811d348f9 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007ff811d3827b (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007ff811d34901 (__TEXT,__text) external _krb5_get_in_tkt
00007ff811d3490c (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007ff811d36e8a (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007ff811d34917 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007ff811d36d80 (__TEXT,__text) external _krb5_get_init_creds_keytab
00007ff811d369e6 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007ff811d36a2c (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007ff811d36992 (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007ff811d36b77 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007ff811d36b10 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007ff811d34922 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007ff811d36b39 (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007ff811d36ab4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007ff811d3492a (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007ff811d36b7d (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007ff811d369c9 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007ff811d36ae2 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007ff811d36a86 (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007ff811d36a58 (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007ff811d36b97 (__TEXT,__text) external _krb5_get_init_creds_password
00007ff811d34206 (__TEXT,__text) external _krb5_get_krbhst
00007ff811d34932 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007ff811d3493a (__TEXT,__text) external _krb5_get_profile
00007ff811d34942 (__TEXT,__text) external _krb5_get_prompt_types
00007ff811d38829 (__TEXT,__text) external _krb5_get_realm_domain
00007ff811d3802e (__TEXT,__text) external _krb5_get_renewed_creds
00007ff811d37eb4 (__TEXT,__text) external _krb5_get_server_rcache
00007ff811d3494a (__TEXT,__text) external _krb5_get_time_offsets
00007ff811d37fc9 (__TEXT,__text) external _krb5_get_validated_creds
00007ff84275b700 (__DATA,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007ff811d34952 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007ff811d33eeb (__TEXT,__text) external _krb5_init_context
00007ff811d3495a (__TEXT,__text) external _krb5_init_keyblock
00007ff811d34962 (__TEXT,__text) external _krb5_init_random_key
00007ff811d37915 (__TEXT,__text) external _krb5_init_secure_context
00007ff811d3496a (__TEXT,__text) external _krb5_ipc_client_clear_target
00007ff811d34972 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007ff811d3497a (__TEXT,__text) external _krb5_is_config_principal
00007ff811d34982 (__TEXT,__text) external _krb5_is_referral_realm
00007ff811d3498a (__TEXT,__text) external _krb5_is_thread_safe
00007ff811d3e573 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007ff811d3e356 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007ff811d3e159 (__TEXT,__text) external _krb5_kt_end_seq_get
00007ff811d3e3e6 (__TEXT,__text) non-external _krb5_kt_free_entry
00007ff811d3e1af (__TEXT,__text) external _krb5_kt_get_entry
00007ff811d3e437 (__TEXT,__text) external _krb5_kt_get_name
00007ff811d3e5fc (__TEXT,__text) external _krb5_kt_get_type
00007ff84275c6b0 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007ff811d3e04a (__TEXT,__text) external _krb5_kt_next_entry
00007ff811d3e443 (__TEXT,__text) external _krb5_kt_read_service_key
00007ff811d3e503 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007ff811d3dfde (__TEXT,__text) external _krb5_kt_start_seq_get
00007ff811d380ee (__TEXT,__text) external _krb5_kuserok
00007ff811d34992 (__TEXT,__text) external _krb5_mk_1cred
00007ff811d3499d (__TEXT,__text) external _krb5_mk_error
00007ff811d349a8 (__TEXT,__text) external _krb5_mk_ncred
00007ff811d3f1db (__TEXT,__text) external _krb5_mk_priv
00007ff811d349b3 (__TEXT,__text) external _krb5_mk_rep
00007ff811d3ee2c (__TEXT,__text) external _krb5_mk_req
00007ff811d3eeeb (__TEXT,__text) external _krb5_mk_req_extended
00007ff811d3f290 (__TEXT,__text) external _krb5_mk_safe
00007ff811d37ec3 (__TEXT,__text) external _krb5_os_localaddr
00007ff811d3839b (__TEXT,__text) external _krb5_parse_name
00007ff811d383aa (__TEXT,__text) external _krb5_parse_name_flags
00007ff811d37d66 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007ff811d349be (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007ff811d349c9 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007ff811d349d4 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007ff811d349df (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007ff811d349ea (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007ff811d349f2 (__TEXT,__text) external _krb5_pkinit_release_cert
00007ff811d349fa (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007ff811d34a02 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007ff811d3f8eb (__TEXT,__text) external _krb5_principal2salt
00007ff811d38805 (__TEXT,__text) external _krb5_principal_compare
00007ff811d34a0d (__TEXT,__text) external _krb5_process_key
00007ff811d37fbe (__TEXT,__text) external _krb5_prompter_posix
00007ff811d34a15 (__TEXT,__text) external _krb5_random_key
00007ff811d34a1d (__TEXT,__text) external _krb5_rd_cred
00007ff811d34a28 (__TEXT,__text) external _krb5_rd_error
00007ff811d3ecc2 (__TEXT,__text) external _krb5_rd_priv
00007ff811d34a33 (__TEXT,__text) external _krb5_rd_rep
00007ff811d3e867 (__TEXT,__text) external _krb5_rd_req
00007ff811d3ed77 (__TEXT,__text) external _krb5_rd_safe
00007ff811d34a3e (__TEXT,__text) external _krb5_read_password
00007ff811d38817 (__TEXT,__text) external _krb5_realm_compare
00007ff811d3eae1 (__TEXT,__text) external _krb5_recvauth
00007ff811d3ebb2 (__TEXT,__text) external _krb5_recvauth_version
00007ff811d34a46 (__TEXT,__text) external _krb5_salttype_to_string
00007ff811d3efc6 (__TEXT,__text) external _krb5_sendauth
00007ff811d34a4e (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007ff811d3f986 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007ff811d3f955 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007ff811d3f6ca (__TEXT,__text) external _krb5_set_password
00007ff811d3f5f8 (__TEXT,__text) external _krb5_set_password_using_ccache
00007ff811d34a56 (__TEXT,__text) external _krb5_set_principal_realm
00007ff811d38093 (__TEXT,__text) external _krb5_set_real_time
00007ff811d38783 (__TEXT,__text) external _krb5_sname_to_principal
00007ff811d34a5e (__TEXT,__text) external _krb5_string_to_cksumtype
00007ff811d37f9c (__TEXT,__text) external _krb5_string_to_deltat
00007ff811d34a66 (__TEXT,__text) external _krb5_string_to_enctype
00007ff811d3f895 (__TEXT,__text) external _krb5_string_to_key
00007ff811d34a6e (__TEXT,__text) external _krb5_string_to_salttype
00007ff811d3f345 (__TEXT,__text) external _krb5_string_to_timestamp
00007ff811d37d20 (__TEXT,__text) external _krb5_timeofday
00007ff811d34a76 (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007ff811d34a7e (__TEXT,__text) external _krb5_timestamp_to_string
00007ff811d38659 (__TEXT,__text) external _krb5_unparse_name
00007ff811d34a86 (__TEXT,__text) external _krb5_unparse_name_ext
00007ff811d34a91 (__TEXT,__text) external _krb5_unparse_name_flags
00007ff811d34a9c (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007ff811d37cbd (__TEXT,__text) external _krb5_us_timeofday
00007ff84275c700 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007ff811d3f9b7 (__TEXT,__text) external _krb5_use_enctype
00007ff811d34aa7 (__TEXT,__text) external _krb5_verify_checksum
00007ff811d36f95 (__TEXT,__text) external _krb5_verify_init_creds
00007ff811d36f6f (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007ff811d36f7c (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007ff811d34aaf (__TEXT,__text) external _krb5int_accessor
00007ff811d34aba (__TEXT,__text) external _krb5int_freeaddrinfo
00007ff811d34ac2 (__TEXT,__text) external _krb5int_gai_strerror
00007ff811d34aca (__TEXT,__text) external _krb5int_getaddrinfo
00007ff811d34ad2 (__TEXT,__text) external _krb5int_gmt_mktime
00007ff811d34ada (__TEXT,__text) external _krb5int_init_context_kdc
00007ff811d34ae5 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007ff811d34af0 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007ff811d34afb (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007ff811d34b06 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007ff811d34b11 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007ff811d34b1c (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007ff84275be30 (__DATA,__data) non-external _krb5int_profile_shared_data
00007ff811d3db99 (__TEXT,__text) external _krb__get_srvtabname
00007ff811d3d8e5 (__TEXT,__text) external _krb_change_password
00007ff811d3d9f1 (__TEXT,__text) external _krb_check_auth
00007ff811d3db13 (__TEXT,__text) external _krb_delete_cred
00007ff811d3db3f (__TEXT,__text) external _krb_get_admhst
00007ff811d3dab0 (__TEXT,__text) external _krb_get_cred
00007ff811d3d8fb (__TEXT,__text) external _krb_get_err_text
00007ff811d3d93a (__TEXT,__text) external _krb_get_in_tkt
00007ff811d3d945 (__TEXT,__text) external _krb_get_in_tkt_creds
00007ff811d3db4a (__TEXT,__text) external _krb_get_krbhst
00007ff811d3db34 (__TEXT,__text) external _krb_get_lrealm
00007ff811d3db08 (__TEXT,__text) external _krb_get_nth_cred
00007ff811d3db00 (__TEXT,__text) external _krb_get_num_cred
00007ff811d3d950 (__TEXT,__text) external _krb_get_phost
00007ff811d3db29 (__TEXT,__text) external _krb_get_profile
00007ff811d3d984 (__TEXT,__text) external _krb_get_pw_in_tkt
00007ff811d3d98f (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007ff811d3d9a5 (__TEXT,__text) external _krb_get_svc_in_tkt
00007ff811d3daa5 (__TEXT,__text) external _krb_get_tf_fullname
00007ff811d3da9a (__TEXT,__text) external _krb_get_tf_realm
00007ff811d3d9b0 (__TEXT,__text) external _krb_get_ticket_for_service
00007ff811d3db91 (__TEXT,__text) external _krb_life_to_time
00007ff811d3d9fc (__TEXT,__text) external _krb_mk_auth
00007ff811d3da07 (__TEXT,__text) external _krb_mk_err
00007ff811d3da0f (__TEXT,__text) external _krb_mk_priv
00007ff811d3da17 (__TEXT,__text) external _krb_mk_req
00007ff811d3da22 (__TEXT,__text) external _krb_mk_req_creds
00007ff811d3da35 (__TEXT,__text) external _krb_mk_safe
00007ff811d3da48 (__TEXT,__text) external _krb_rd_err
00007ff811d3da53 (__TEXT,__text) external _krb_rd_priv
00007ff811d3da5b (__TEXT,__text) external _krb_rd_req
00007ff811d3da66 (__TEXT,__text) external _krb_rd_req_int
00007ff811d3da71 (__TEXT,__text) external _krb_rd_safe
00007ff811d3db55 (__TEXT,__text) external _krb_realmofhost
00007ff811d3da84 (__TEXT,__text) external _krb_recvauth
00007ff811d3da8f (__TEXT,__text) external _krb_sendauth
00007ff811d3da2d (__TEXT,__text) external _krb_set_lifetime
00007ff811d3daef (__TEXT,__text) external _krb_set_tkt_string
00007ff811d3db89 (__TEXT,__text) external _krb_time_to_life
00007ff811d3d9e9 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
00007ff811d382f1 (__TEXT,__text) non-external _map_mit_principal
00007ff811d3ec8d (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007ff811d370ca (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007ff811d3fd21 (__TEXT,__text) non-external _mshim_ctx.cold.1
00007ff84275b9e0 (__DATA,__data) non-external _mshim_ctx.key
00007ff84275b9d8 (__DATA,__data) non-external _mshim_ctx.once
00007ff811d37064 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007ff811d36ce9 (__TEXT,__text) non-external _mshim_gic_opt
00007ff811d376b0 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007ff811d374f7 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007ff811d371ab (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
00007ff811d37821 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007ff811d37216 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007ff811d382aa (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007ff811d37710 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007ff811d3e939 (__TEXT,__text) non-external _mshim_hticket2mticket
00007ff811d33f17 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007ff811d37176 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007ff811d3fd3d (__TEXT,__text) non-external _mshim_malloc.cold.1
00007ff811d3731d (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00007ff811d371e3 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
00007ff811d37252 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
00007ff811d378e8 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff84275be78 (__DATA,__data) non-external _notify_token
00007ff84275b760 (__DATA,__const) non-external _oidsets
00007ff84275bd30 (__DATA,__data) non-external _prof_error_strings
00007ff811d3b604 (__TEXT,__text) external _profile_abandon
00007ff811d3c8a1 (__TEXT,__text) non-external (was a private external) _profile_add_node
00007ff811d3c56b (__TEXT,__text) external _profile_add_relation
00007ff811d3c366 (__TEXT,__text) external _profile_clear_relation
00007ff811d3a6d6 (__TEXT,__text) non-external (was a private external) _profile_close_file
00007ff811d3a71f (__TEXT,__text) external _profile_configuration_updated
00007ff811d3b2fd (__TEXT,__text) non-external (was a private external) _profile_copy
00007ff811d3c730 (__TEXT,__text) non-external (was a private external) _profile_create_node
00007ff811d3a9dd (__TEXT,__text) non-external (was a private external) _profile_dereference_data
00007ff811d3a645 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
00007ff811d3a107 (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
00007ff811d3c9e8 (__TEXT,__text) non-external (was a private external) _profile_find_node
00007ff811d3caff (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
