00000001e7a642c0 (__DATA,__data) non-external _.compoundliteral
00000001e3ec40a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001eb33bbf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.522
00000001e3ec40c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e3ec40e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00000001e3ec4100 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00000001e3ec4120 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00000001e3eb7c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e3eb7cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.301
00000001eb33bf30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3118
00000001eb33c020 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3256
00000001eb33c080 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3326
00000001eb33c0e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6.3375
00000001e3eb7ee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.460
00000001e3ec4140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00000001e3ec4160 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001eb33b6a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62.130
00000001e3ec4180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00000001e3ec41a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001e3ec41c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001e3ec41e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00000001e3eb8c28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.670
00000001eb33b520 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.69
00000001eb33bd60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.2514
00000001eb33bf60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.3122
00000001e3ec44c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3763
00000001e3ec4200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00000001e3ec4220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3463
00000001e3ec4240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001eb33b410 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001eb33b850 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.219
00000001e3ec4260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3520
00000001e3ec4280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3466
00000001eb33b6d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82.141
00000001eb33b700 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.84.142
00000001e3eb7d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001eb33c1a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3395
00000001eb33c400 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3713
00000001eb33bb90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.475
00000001eb33b730 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001eb33b310 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eb33b9d0 (__AUTH_CONST,__const) non-external ___block_literal_global.308
00000001eb33bee0 (__AUTH_CONST,__const) non-external ___block_literal_global.3113
00000001eb33c2f0 (__AUTH_CONST,__const) non-external ___block_literal_global.3488
00000001eb33c430 (__AUTH_CONST,__const) non-external ___block_literal_global.3703
00000001eb33b500 (__AUTH_CONST,__const) non-external ___block_literal_global.53
00000001eb33bc80 (__AUTH_CONST,__const) non-external ___block_literal_global.668
00000001eb33b330 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001eb33b9f0 (__AUTH_CONST,__const) non-external ___block_literal_global.8.294
000000018402c66c (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
000000018402c410 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
000000018402c81c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00000001840363a0 (__TEXT,__text) non-external ___check_cycles1_block_invoke
00000001840364e0 (__TEXT,__text) non-external ___check_cycles1_block_invoke.6
0000000184036528 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
000000018403e338 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00000001840302a0 (__TEXT,__text) non-external ___check_dependencies_block_invoke
000000018402e248 (__TEXT,__text) non-external ___check_instruction_block_invoke
000000018403e04c (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
000000018402b618 (__TEXT,__text) non-external ___combine_conditions_block_invoke
000000018402f650 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
000000018402f090 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
000000018403605c (__TEXT,__text) non-external ___compile_block_invoke
0000000184035fbc (__TEXT,__text) non-external ___compile_block_invoke.4
0000000184022864 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00000001840367bc (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
000000018402e090 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
000000018403b1a8 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
000000018403b1a0 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
000000018402dbd4 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
000000018402e03c (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000184039f68 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000184044038 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
000000018402e9e4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
000000018402fd6c (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000184044260 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00000001840367dc (__TEXT,__text) non-external ___copy_helper_block_8_32b
000000018403be2c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000184044150 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
0000000184035f68 (__TEXT,__text) non-external ___copy_helper_block_8_32r
0000000184036d8c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
0000000184038db8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
0000000184042878 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
000000018403d888 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
000000018402c238 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000184039e20 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000184039efc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
000000018402baa0 (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000184040974 (__TEXT,__text) non-external ___current_location_block_invoke
000000018401e708 (__TEXT,__text) non-external ___define_action_block_invoke
00000001840422a4 (__TEXT,__text) non-external ___define_action_block_invoke.136
0000000184025184 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000184023fe0 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000018403f75c (__TEXT,__text) non-external ___define_error_handler_block_invoke
000000018403fe50 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
000000018401fddc (__TEXT,__text) non-external ___define_filter_block_invoke
0000000184031a4c (__TEXT,__text) non-external ___define_network_filter_block_invoke
000000018401fc4c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
000000018403f850 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
000000018403edcc (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000184039a3c (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00000001840367d0 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
000000018403bde8 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000184044100 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
0000000184035f5c (__TEXT,__text) non-external ___destroy_helper_block_8_32r
0000000184036d48 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
0000000184038d68 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
0000000184042810 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
000000018402b684 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000184039fe0 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
000000018403b64c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
0000000184038a10 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000184038aac (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
0000000184038774 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00000001840387cc (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.83
0000000184037e9c (__TEXT,__text) non-external ___emit_string_table_block_invoke
0000000184037f34 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000184044428 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
000000018402d448 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00000001840329b8 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
000000018403ce1c (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
000000018402eb64 (__TEXT,__text) non-external ___factor_block_invoke
000000018403c284 (__TEXT,__text) non-external ___factor_policy_block_invoke
000000018403fb4c (__TEXT,__text) non-external ___format_error_block_invoke
0000000184042f1c (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
0000000184042e6c (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000184042ec4 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
0000000184042ba0 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000184043b88 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000184023da8 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
000000018402a03c (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00000001840421e8 (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000184041e8c (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
000000018403fcd0 (__TEXT,__text) non-external ___output_backtrace_block_invoke
000000018403ba08 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
000000018403921c (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000184038130 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
000000018403912c (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
000000018403bf70 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
000000018402e494 (__TEXT,__text) non-external ___reorder_block_invoke
000000018402eadc (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
000000018403e618 (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000184039ad8 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000184039b4c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.29
000000018402e180 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000184035774 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000184035d40 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
000000018403d17c (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
000000018402fec0 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00000001840370ac (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
000000018402a4f8 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
000000018403ab30 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000184024c74 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
000000018403ab20 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000184023de8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018403228c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000184028fc8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
000000018403227c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000184027df8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
000000018403b478 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000184020da0 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000184023188 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
000000018402e0e4 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
000000018402df54 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000184036994 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000184031644 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
000000018403d07c (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
000000018403ddc4 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
000000018401df08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000184029b98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000184040478 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
000000018403ef44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
000000018404044c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
000000018403efec (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000184040424 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
000000018403f094 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000184040380 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
000000018403f13c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000184040314 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00000001840327a4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
000000018403f1e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00000001840402a8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
000000018403f28c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
000000018403f32c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
000000018403f40c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
000000018403f6e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
000000018403fea8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
0000000184032230 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000184024d24 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000184024f88 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
000000018403e940 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
000000018403ef08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
000000018403ef1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
000000018403ef30 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
000000018403b960 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
000000018403e840 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
000000018403ca9c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
000000018403cb14 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
000000018403c9e4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
000000018403ca5c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
000000018404014c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000184040004 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
0000000184043d24 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000184044230 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000184043f68 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
0000000184044578 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00000001840444f0 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
000000018403cd08 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
000000018403e440 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
000000018401db3c (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e7a63fa0 (__DATA,__data) non-external __address_family_aliases_
0000000184032770 (__TEXT,__text) non-external __buffer_close
0000000184032694 (__TEXT,__text) non-external __buffer_read
0000000184032624 (__TEXT,__text) non-external __buffer_seek
00000001840233d8 (__TEXT,__text) non-external __calculate_graft_position
000000018403c1d4 (__TEXT,__text) non-external __condition_list_diff
00000001e7a6cd20 (__DATA,__data) non-external __csop_aliases_
00000001e7a67740 (__DATA,__data) non-external __csr_aliases_
0000000184040f3c (__TEXT,__text) non-external __define_filter
000000018401d450 (__TEXT,__text) non-external __define_list
000000018401d634 (__TEXT,__text) non-external __define_symbol
00000001e7a6cfd0 (__DATA,__data) non-external __errno_value_aliases_
00000001e7a6b760 (__DATA,__data) non-external __fcntl_command_aliases_
00000001840239a8 (__TEXT,__text) non-external __flatten
0000000184031858 (__TEXT,__text) non-external __free_error_pool
00000001e7a64330 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e7a67820 (__DATA,__data) non-external __host_special_port_aliases_
00000001e7a651b0 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e7a6ce40 (__DATA,__data) non-external __kas_info_aliases_
00000001e7a6ce90 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001e7a6cef0 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001e7a69df0 (__DATA,__data) non-external __machtrap_aliases_
000000018401d4a0 (__TEXT,__text) non-external __make_list_v
0000000184032b04 (__TEXT,__text) non-external __mbuf_close
000000018403d638 (__TEXT,__text) non-external __mbuf_read
000000018403d5d8 (__TEXT,__text) non-external __mbuf_seek
0000000184032a60 (__TEXT,__text) non-external __mbuf_write
00000001e7a6ca40 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e7a6a1d0 (__DATA,__data) non-external __mig_routine_aliases_
00000001e7a6c850 (__DATA,__data) non-external __necp_client_action_aliases_
000000018402ea78 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
000000018401dc3c (__TEXT,__text) non-external __parse_file
00000001e7a680d0 (__DATA,__data) non-external __persona_aliases_
0000000184039330 (__TEXT,__text) non-external __prepare_instructions
00000001e7a672d0 (__DATA,__data) non-external __privilege_aliases_
0000000184031420 (__TEXT,__text) non-external __push_match_byteset_instr
000000018401ab3c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
000000018402cb3c (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000184020b90 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00000001840301b8 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000184036a5c (__TEXT,__text) non-external __sb_fsa_disjunction
0000000184022dbc (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00000001840367ec (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
000000018402821c (__TEXT,__text) non-external __sb_fsa_serialize
000000018403bc54 (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000184027a10 (__TEXT,__text) non-external __sb_pattern_is_literal
00000001840168f8 (__TEXT,__text) non-external __sb_realloc_vector
0000000184043384 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000184027e08 (__TEXT,__text) non-external __sb_value_is_equivalent
000000018403ad14 (__TEXT,__text) non-external __sb_value_matches_subset
000000018403d480 (__TEXT,__text) non-external __set_modifier_string
00000001e7a679f0 (__DATA,__data) non-external __signal_aliases_
00000001e7a6bc60 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e7a6c300 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e7a64260 (__DATA,__data) non-external __socket_type_aliases_
00000001e7a68150 (__DATA,__data) non-external __syscall_aliases_
00000001e7a6cc80 (__DATA,__data) non-external __task_special_port_aliases_
00000001e7a67df0 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e7a67f00 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000184024ee0 (__TEXT,__text) non-external _all_args_pass_test
000000018401755c (__TEXT,__text) non-external _alloc_cellseg
000000018402653c (__TEXT,__text) non-external _alloc_literal
000000018403a36c (__TEXT,__text) non-external _allocate_branch_list
000000018401f41c (__TEXT,__text) non-external _arg_is_condition
00000001840403a8 (__TEXT,__text) non-external _arg_is_message_filter
0000000184024fd8 (__TEXT,__text) non-external _arg_is_modifier
000000018401f498 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
000000018402129c (__TEXT,__text) non-external _assert_is_mutable
000000018403b420 (__TEXT,__text) non-external _assert_is_mutable.376
0000000184033ac0 (__TEXT,__text) non-external _atom2str
0000000184044dc8 (__TEXT,__text) non-external _atom2str.cold.1
0000000184044df4 (__TEXT,__text) non-external _atom2str.cold.2
0000000184044e20 (__TEXT,__text) non-external _atom2str.cold.3
0000000184044e4c (__TEXT,__text) non-external _atom2str.cold.4
0000000184044e78 (__TEXT,__text) non-external _atom2str.cold.5
0000000184044ea4 (__TEXT,__text) non-external _atom2str.cold.6
0000000184044ed0 (__TEXT,__text) non-external _atom2str.cold.7
0000000184044efc (__TEXT,__text) non-external _atom2str.cold.8
0000000184019900 (__TEXT,__text) non-external _backchar
000000018401e62c (__TEXT,__text) non-external _backtrace_pop
0000000184044d18 (__TEXT,__text) non-external _backtrace_pop.cold.1
00000001840181a4 (__TEXT,__text) non-external _backtrace_push
0000000184036fa4 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
000000018402b0f8 (__TEXT,__text) non-external _can_combine_conjunction
000000018402b044 (__TEXT,__text) non-external _can_combine_disjunction
000000018402c3a0 (__TEXT,__text) non-external _candidate_list_lookup
000000018402ce14 (__TEXT,__text) non-external _candidate_list_remove
000000018402f874 (__TEXT,__text) non-external _candidate_set_release
000000018401f354 (__TEXT,__text) non-external _car
000000018401f3b8 (__TEXT,__text) non-external _cdr
0000000184036104 (__TEXT,__text) non-external _check_cycles1
000000018403642c (__TEXT,__text) non-external _check_cycles_policy
000000018402ff84 (__TEXT,__text) non-external _check_dependencies
000000018403de74 (__TEXT,__text) non-external _check_instruction
000000018403df9c (__TEXT,__text) non-external _check_policy
0000000184042f3c (__TEXT,__text) non-external _collect_filters_into_syscallmask
000000018403cc00 (__TEXT,__text) non-external _combine_conditions
00000001840141e0 (__TEXT,__text) non-external _compile
00000001840202d4 (__TEXT,__text) non-external _compute_cost_estimate
000000018401ffd0 (__TEXT,__text) non-external _compute_hash
000000018403a97c (__TEXT,__text) non-external _compute_hash.279
0000000184023ee8 (__TEXT,__text) non-external _condition_free_callback
000000018403e700 (__TEXT,__text) non-external _condition_has_nested_condition_list
000000018403abe4 (__TEXT,__text) non-external _condition_is_subset_of_all
000000018403ac58 (__TEXT,__text) non-external _condition_is_subset_of_any
000000018402f130 (__TEXT,__text) non-external _condition_with_patterns_combined
00000001840358c0 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000184026c60 (__TEXT,__text) non-external _construct_automaton
000000018402f9ec (__TEXT,__text) non-external _create_pattern_disjunctions
000000018402b7b8 (__TEXT,__text) non-external _cse
000000018402bb28 (__TEXT,__text) non-external _cse_inferior_list
000000018402b9bc (__TEXT,__text) non-external _cse_multiple
000000018402d658 (__TEXT,__text) non-external _dce
00000001840216fc (__TEXT,__text) non-external _decorate_condition
000000018401dfa0 (__TEXT,__text) non-external _decorate_operation
000000018403ecf0 (__TEXT,__text) non-external _define_combination_filter
000000018403bc00 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001eb339d40 (__AUTH_CONST,__const) non-external _dispatch_table
0000000184029b20 (__TEXT,__text) non-external _dump_stack_restore
0000000184029aa8 (__TEXT,__text) non-external _dump_stack_stash
0000000184039d6c (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
000000018402d4f0 (__TEXT,__text) non-external _eliminate_dead_code
000000018403b59c (__TEXT,__text) non-external _eliminate_dead_code_policy
000000018403130c (__TEXT,__text) non-external _emit
0000000184038538 (__TEXT,__text) non-external _emit_bitmask
0000000184032bdc (__TEXT,__text) non-external _emit_buffer
0000000184030590 (__TEXT,__text) non-external _emit_instruction
0000000184038b20 (__TEXT,__text) non-external _emit_modifier_descriptor
0000000184038478 (__TEXT,__text) non-external _emit_network
00000001840382f4 (__TEXT,__text) non-external _emit_pattern
0000000184037608 (__TEXT,__text) non-external _emit_profile
0000000184038358 (__TEXT,__text) non-external _emit_regex
0000000184037d7c (__TEXT,__text) non-external _emit_string_table
00000001840381cc (__TEXT,__text) non-external _emit_string_table_reference
0000000184037c9c (__TEXT,__text) non-external _emit_variable_names
0000000184040a04 (__TEXT,__text) non-external _enable_profile_flag
0000000184030f8c (__TEXT,__text) non-external _encode_address
00000001840265c4 (__TEXT,__text) non-external _end_expression
000000018401cb60 (__TEXT,__text) non-external _eqv
000000018402d094 (__TEXT,__text) non-external _expand_logical_conditions
000000018403cd70 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000184040778 (__TEXT,__text) non-external _extends_builtin
000000018403c0b8 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
0000000184017960 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e3eb7fe8 (__DATA_CONST,__const) non-external _filter_info
