00000001811bfff8 (__TEXT,__text) external _APL_dgemm
0000000180e9f7e0 (__TEXT,__text) external _cdotu
00000001813d9988 (__TEXT,__text) external _cdotu$NEWLAPACK
00000001814c47f4 (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
0000000180e9f7e0 (__TEXT,__text) external _cdotu_
0000000180e9db3c (__TEXT,__text) external _cgbmv
0000000180efd114 (__TEXT,__text) external _cgbmv$NEWLAPACK
00000001814b9b68 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
0000000180e9db3c (__TEXT,__text) external _cgbmv_
0000000180e9aaa0 (__TEXT,__text) external _cgemm
000000018121ed74 (__TEXT,__text) external _cgemm$NEWLAPACK
00000001814c13e0 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
0000000180e9aaa0 (__TEXT,__text) external _cgemm_
0000000180e9da60 (__TEXT,__text) external _cgemv
0000000180efcd8c (__TEXT,__text) external _cgemv$NEWLAPACK
00000001814b97f8 (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
0000000180e9da60 (__TEXT,__text) external _cgemv_
0000000180e9e5ac (__TEXT,__text) external _cgerc
0000000180efd34c (__TEXT,__text) external _cgerc$NEWLAPACK
00000001814b9d90 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
0000000180e9e5ac (__TEXT,__text) external _cgerc_
0000000180e9e610 (__TEXT,__text) external _cgeru
0000000180efd40c (__TEXT,__text) external _cgeru$NEWLAPACK
00000001814b9e48 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180e9e610 (__TEXT,__text) external _cgeru_
0000000180e9dcdc (__TEXT,__text) external _chbmv
0000000180efd4cc (__TEXT,__text) external _chbmv$NEWLAPACK
00000001814b9f00 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180e9dcdc (__TEXT,__text) external _chbmv_
0000000180e9abe8 (__TEXT,__text) external _chemm
000000018121effc (__TEXT,__text) external _chemm$NEWLAPACK
00000001814c1658 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180e9abe8 (__TEXT,__text) external _chemm_
0000000180e9dc2c (__TEXT,__text) external _chemv
0000000180efd63c (__TEXT,__text) external _chemv$NEWLAPACK
00000001814ba068 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180e9dc2c (__TEXT,__text) external _chemv_
0000000180e9e674 (__TEXT,__text) external _cher
0000000180efd794 (__TEXT,__text) external _cher$NEWLAPACK
00000001814ba1c0 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180e9e704 (__TEXT,__text) external _cher2
0000000180efd8bc (__TEXT,__text) external _cher2$NEWLAPACK
00000001814ba2e8 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180e9e704 (__TEXT,__text) external _cher2_
0000000180e9b314 (__TEXT,__text) external _cher2k
000000018121f41c (__TEXT,__text) external _cher2k$NEWLAPACK
00000001814c1a70 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180e9b314 (__TEXT,__text) external _cher2k_
0000000180e9e674 (__TEXT,__text) external _cher_
0000000180e9b100 (__TEXT,__text) external _cherk
000000018121f1ec (__TEXT,__text) external _cherk$NEWLAPACK
00000001814c1840 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180e9b100 (__TEXT,__text) external _cherk_
0000000180e9dd98 (__TEXT,__text) external _chpmv
0000000180efda14 (__TEXT,__text) external _chpmv$NEWLAPACK
00000001814ba438 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180e9dd98 (__TEXT,__text) external _chpmv_
0000000180e9e7b4 (__TEXT,__text) external _chpr
0000000180efdb64 (__TEXT,__text) external _chpr$NEWLAPACK
00000001814ba580 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180e9e840 (__TEXT,__text) external _chpr2
0000000180efdc84 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001814ba6a0 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180e9e840 (__TEXT,__text) external _chpr2_
0000000180e9e7b4 (__TEXT,__text) external _chpr_
0000000180e9f808 (__TEXT,__text) external _crotg
00000001813d9abc (__TEXT,__text) external _crotg$NEWLAPACK
00000001814c4928 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180e9f808 (__TEXT,__text) external _crotg_
0000000180e9f824 (__TEXT,__text) external _cscal
00000001813d9b2c (__TEXT,__text) external _cscal$NEWLAPACK
00000001814c4998 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180e9f824 (__TEXT,__text) external _cscal_
0000000180e9f848 (__TEXT,__text) external _csrot
00000001813d9a84 (__TEXT,__text) external _csrot$NEWLAPACK
00000001814c48f0 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180e9f848 (__TEXT,__text) external _csrot_
0000000180e9f878 (__TEXT,__text) external _csscal
00000001813d9b44 (__TEXT,__text) external _csscal$NEWLAPACK
00000001814c49b0 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180e9f878 (__TEXT,__text) external _csscal_
0000000180e9f8a8 (__TEXT,__text) external _cswap
00000001813d9b94 (__TEXT,__text) external _cswap$NEWLAPACK
00000001814c4a00 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180e9f8a8 (__TEXT,__text) external _cswap_
0000000180e9ace4 (__TEXT,__text) external _csymm
000000018121f884 (__TEXT,__text) external _csymm$NEWLAPACK
00000001814c1ec0 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180e9ace4 (__TEXT,__text) external _csymm_
0000000180e9b434 (__TEXT,__text) external _csyr2k
00000001812200bc (__TEXT,__text) external _csyr2k$NEWLAPACK
00000001814c26e8 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180e9b434 (__TEXT,__text) external _csyr2k_
0000000180e9b208 (__TEXT,__text) external _csyrk
000000018121fc84 (__TEXT,__text) external _csyrk$NEWLAPACK
00000001814c22b8 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180e9b208 (__TEXT,__text) external _csyrk_
0000000180e9df80 (__TEXT,__text) external _ctbmv
0000000180efe93c (__TEXT,__text) external _ctbmv$NEWLAPACK
00000001814bb348 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180e9df80 (__TEXT,__text) external _ctbmv_
0000000180e9e334 (__TEXT,__text) external _ctbsv
0000000180efee2c (__TEXT,__text) external _ctbsv$NEWLAPACK
00000001814bb828 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180e9e334 (__TEXT,__text) external _ctbsv_
0000000180e9e0c8 (__TEXT,__text) external _ctpmv
0000000180eff314 (__TEXT,__text) external _ctpmv$NEWLAPACK
00000001814bbd08 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180e9e0c8 (__TEXT,__text) external _ctpmv_
0000000180e9e47c (__TEXT,__text) external _ctpsv
0000000180eff7f4 (__TEXT,__text) external _ctpsv$NEWLAPACK
00000001814bc1e8 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180e9e47c (__TEXT,__text) external _ctpsv_
0000000180e9ade0 (__TEXT,__text) external _ctrmm
0000000181220604 (__TEXT,__text) external _ctrmm$NEWLAPACK
00000001814c2c20 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180e9ade0 (__TEXT,__text) external _ctrmm_
0000000180e9de44 (__TEXT,__text) external _ctrmv
0000000180effcc4 (__TEXT,__text) external _ctrmv$NEWLAPACK
00000001814bc6b8 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180e9de44 (__TEXT,__text) external _ctrmv_
0000000180e9af70 (__TEXT,__text) external _ctrsm
0000000181220c34 (__TEXT,__text) external _ctrsm$NEWLAPACK
00000001814c3238 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180e9af70 (__TEXT,__text) external _ctrsm_
0000000180e9e1f8 (__TEXT,__text) external _ctrsv
0000000180f00184 (__TEXT,__text) external _ctrsv$NEWLAPACK
00000001814bcb78 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180e9e1f8 (__TEXT,__text) external _ctrsv_
0000000180e9f958 (__TEXT,__text) external _dasum
00000001813d980c (__TEXT,__text) external _dasum$NEWLAPACK
00000001814c4678 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180e9f958 (__TEXT,__text) external _dasum_
00000001813d98bc (__TEXT,__text) external _daxpby$NEWLAPACK
00000001814c4728 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180e9f964 (__TEXT,__text) external _daxpy
00000001813d9854 (__TEXT,__text) external _daxpy$NEWLAPACK
00000001814c46c0 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180e9f964 (__TEXT,__text) external _daxpy_
0000000180e99be8 (__TEXT,__text) external _dcabs1
0000000180e99be8 (__TEXT,__text) external _dcabs1_
0000000180e9f9a0 (__TEXT,__text) external _dcopy
00000001813d9910 (__TEXT,__text) external _dcopy$NEWLAPACK
00000001814c477c (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180e9f9a0 (__TEXT,__text) external _dcopy_
0000000180e9f9c8 (__TEXT,__text) external _ddot
00000001813d9950 (__TEXT,__text) external _ddot$NEWLAPACK
00000001814c47bc (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180e9f9c8 (__TEXT,__text) external _ddot_
0000000180e9cdf0 (__TEXT,__text) external _dgbmv
0000000180efd028 (__TEXT,__text) external _dgbmv$NEWLAPACK
00000001814b9a84 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180e9cdf0 (__TEXT,__text) external _dgbmv_
0000000180f0a438 (__TEXT,__text) external _dgeCopy
00000001813e472c (__TEXT,__text) external _dgePack_A_NoTran
00000001813e47f4 (__TEXT,__text) external _dgePack_A_Tran
00000001813e455c (__TEXT,__text) external _dgePack_B_NoTran
00000001813e467c (__TEXT,__text) external _dgePack_B_Tran
0000000180f0a3e0 (__TEXT,__text) external _dgeSetZero
0000000180e9a394 (__TEXT,__text) external _dgemm
000000018121ec40 (__TEXT,__text) external _dgemm$NEWLAPACK
00000001814c12b4 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180e9a394 (__TEXT,__text) external _dgemm_
0000000180e9cd30 (__TEXT,__text) external _dgemv
0000000180efccbc (__TEXT,__text) external _dgemv$NEWLAPACK
00000001814b972c (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180e9cd30 (__TEXT,__text) external _dgemv_
0000000180e9d7c8 (__TEXT,__text) external _dger
0000000180efd31c (__TEXT,__text) external _dger$NEWLAPACK
00000001814b9d60 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180e9d7c8 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
0000000180e9f9d8 (__TEXT,__text) external _dnrm2
00000001813d9a30 (__TEXT,__text) external _dnrm2$NEWLAPACK
00000001814c489c (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180e9f9d8 (__TEXT,__text) external _dnrm2_
00000001814f1a60 (__TEXT,__text) external _double_general_add
000000018150f200 (__TEXT,__text) external _double_general_add_scalar
00000001814fcf00 (__TEXT,__text) external _double_general_elementwise_product
000000018150be34 (__TEXT,__text) external _double_general_permute_cols
000000018150bce4 (__TEXT,__text) external _double_general_permute_rows
00000001815140c8 (__TEXT,__text) external _double_general_product_scalar
00000001814fd2c0 (__TEXT,__text) external _double_general_splat
00000001814fc80c (__TEXT,__text) external _double_general_sub_scalar
000000018150bc0c (__TEXT,__text) external _double_general_transpose
000000018150fb0c (__TEXT,__text) external _double_inner_product_scalar
0000000181508dc0 (__TEXT,__text) external _double_outer_product_scalar
0000000180e9f9e4 (__TEXT,__text) external _drot
00000001813d9a6c (__TEXT,__text) external _drot$NEWLAPACK
00000001814c48d8 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180e9f9e4 (__TEXT,__text) external _drot_
0000000180e9fa14 (__TEXT,__text) external _drotg
00000001813d9ab8 (__TEXT,__text) external _drotg$NEWLAPACK
00000001814c4924 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180e9fa14 (__TEXT,__text) external _drotg_
0000000180e9fa30 (__TEXT,__text) external _drotm
00000001813d9ad4 (__TEXT,__text) external _drotm$NEWLAPACK
00000001814c4940 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180e9fa30 (__TEXT,__text) external _drotm_
0000000180e9fa58 (__TEXT,__text) external _drotmg
00000001813d9af0 (__TEXT,__text) external _drotmg$NEWLAPACK
00000001814c495c (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180e9fa58 (__TEXT,__text) external _drotmg_
0000000180e9cf70 (__TEXT,__text) external _dsbmv
0000000180efde84 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001814ba89c (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180e9cf70 (__TEXT,__text) external _dsbmv_
0000000180e9fa7c (__TEXT,__text) external _dscal
00000001813d9b14 (__TEXT,__text) external _dscal$NEWLAPACK
00000001814c4980 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180e9fa7c (__TEXT,__text) external _dscal_
0000000180e9fb14 (__TEXT,__text) external _dsdot
00000001813d96f0 (__TEXT,__text) external _dsdot$NEWLAPACK
00000001814c455c (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180e9fb14 (__TEXT,__text) external _dsdot_
0000000180e9d020 (__TEXT,__text) external _dspmv
0000000180efdff4 (__TEXT,__text) external _dspmv$NEWLAPACK
00000001814baa08 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180e9d020 (__TEXT,__text) external _dspmv_
0000000180e9d944 (__TEXT,__text) external _dspr
0000000180efe134 (__TEXT,__text) external _dspr$NEWLAPACK
00000001814bab48 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180e9d9d0 (__TEXT,__text) external _dspr2
0000000180efe258 (__TEXT,__text) external _dspr2$NEWLAPACK
00000001814bac6c (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180e9d9d0 (__TEXT,__text) external _dspr2_
0000000180e9d944 (__TEXT,__text) external _dspr_
0000000180e9faac (__TEXT,__text) external _dswap
00000001813d9b84 (__TEXT,__text) external _dswap$NEWLAPACK
00000001814c49f0 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180e9faac (__TEXT,__text) external _dswap_
0000000180e9a4b8 (__TEXT,__text) external _dsymm
000000018121f780 (__TEXT,__text) external _dsymm$NEWLAPACK
00000001814c1dc0 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180e9a4b8 (__TEXT,__text) external _dsymm_
0000000180e9cecc (__TEXT,__text) external _dsymv
0000000180efe3a0 (__TEXT,__text) external _dsymv$NEWLAPACK
00000001814badb4 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180e9cecc (__TEXT,__text) external _dsymv_
0000000180e9d818 (__TEXT,__text) external _dsyr
0000000180efe4e8 (__TEXT,__text) external _dsyr$NEWLAPACK
00000001814baefc (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180e9d8a8 (__TEXT,__text) external _dsyr2
0000000180efe628 (__TEXT,__text) external _dsyr2$NEWLAPACK
00000001814bb03c (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180e9d8a8 (__TEXT,__text) external _dsyr2_
0000000180e9a99c (__TEXT,__text) external _dsyr2k
000000018121ffa8 (__TEXT,__text) external _dsyr2k$NEWLAPACK
00000001814c25d8 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180e9a99c (__TEXT,__text) external _dsyr2k_
0000000180e9d818 (__TEXT,__text) external _dsyr_
0000000180e9a8a4 (__TEXT,__text) external _dsyrk
000000018121fb7c (__TEXT,__text) external _dsyrk$NEWLAPACK
00000001814c21b0 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180e9a8a4 (__TEXT,__text) external _dsyrk_
0000000180e9d1ec (__TEXT,__text) external _dtbmv
0000000180efe808 (__TEXT,__text) external _dtbmv$NEWLAPACK
00000001814bb218 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180e9d1ec (__TEXT,__text) external _dtbmv_
0000000180e9d570 (__TEXT,__text) external _dtbsv
0000000180efecf8 (__TEXT,__text) external _dtbsv$NEWLAPACK
00000001814bb6f8 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180e9d570 (__TEXT,__text) external _dtbsv_
0000000180e9d324 (__TEXT,__text) external _dtpmv
0000000180eff1e4 (__TEXT,__text) external _dtpmv$NEWLAPACK
00000001814bbbd8 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180e9d324 (__TEXT,__text) external _dtpmv_
0000000180e9d6a8 (__TEXT,__text) external _dtpsv
0000000180eff6c4 (__TEXT,__text) external _dtpsv$NEWLAPACK
00000001814bc0b8 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180e9d6a8 (__TEXT,__text) external _dtpsv_
0000000180f0a574 (__TEXT,__text) external _dtrCopyLower
0000000180f0a514 (__TEXT,__text) external _dtrSetZeroLower
0000000180e9a5ac (__TEXT,__text) external _dtrmm
0000000181220478 (__TEXT,__text) external _dtrmm$NEWLAPACK
00000001814c2a98 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180e9a5ac (__TEXT,__text) external _dtrmm_
0000000180e9d0c0 (__TEXT,__text) external _dtrmv
0000000180effb9c (__TEXT,__text) external _dtrmv$NEWLAPACK
00000001814bc590 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180e9d0c0 (__TEXT,__text) external _dtrmv_
0000000180e9a728 (__TEXT,__text) external _dtrsm
0000000181220aa8 (__TEXT,__text) external _dtrsm$NEWLAPACK
00000001814c30b0 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180e9a728 (__TEXT,__text) external _dtrsm_
0000000180e9d444 (__TEXT,__text) external _dtrsv
0000000180f0005c (__TEXT,__text) external _dtrsv$NEWLAPACK
00000001814bca50 (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180e9d444 (__TEXT,__text) external _dtrsv_
0000000180e9fd64 (__TEXT,__text) external _dzasum
00000001813d9824 (__TEXT,__text) external _dzasum$NEWLAPACK
00000001814c4690 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180e9fd64 (__TEXT,__text) external _dzasum_
0000000180e9fd70 (__TEXT,__text) external _dznrm2
00000001813d9a48 (__TEXT,__text) external _dznrm2$NEWLAPACK
00000001814c48b4 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180e9fd70 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00000001814fbe50 (__TEXT,__text) external _float_general_add
00000001814fc66c (__TEXT,__text) external _float_general_add_scalar
00000001814fcb40 (__TEXT,__text) external _float_general_elementwise_product
00000001814fbb7c (__TEXT,__text) external _float_general_permute_cols
00000001814fba2c (__TEXT,__text) external _float_general_permute_rows
00000001814fd6c4 (__TEXT,__text) external _float_general_product_scalar
000000018150742c (__TEXT,__text) external _float_general_splat
00000001814fd390 (__TEXT,__text) external _float_general_sub_scalar
00000001814fb954 (__TEXT,__text) external _float_general_transpose
000000018150ebf4 (__TEXT,__text) external _float_inner_product_scalar
00000001814fbc98 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180e992b0 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180e9f8d0 (__TEXT,__text) external _icamax
00000001813d9780 (__TEXT,__text) external _icamax$NEWLAPACK
00000001814c45ec (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180e9f8d0 (__TEXT,__text) external _icamax_
0000000180e9fad4 (__TEXT,__text) external _idamax
00000001813d9740 (__TEXT,__text) external _idamax$NEWLAPACK
00000001814c45ac (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180e9fad4 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180e9fb24 (__TEXT,__text) external _isamax
00000001813d9700 (__TEXT,__text) external _isamax$NEWLAPACK
00000001814c456c (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180e9fb24 (__TEXT,__text) external _isamax_
0000000180e9fd7c (__TEXT,__text) external _izamax
00000001813d97c0 (__TEXT,__text) external _izamax$NEWLAPACK
00000001814c462c (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180e9fd7c (__TEXT,__text) external _izamax_
0000000180e992e8 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180e9fb64 (__TEXT,__text) external _sasum
00000001813d9800 (__TEXT,__text) external _sasum$NEWLAPACK
00000001814c466c (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180e9fb64 (__TEXT,__text) external _sasum_
00000001813d9898 (__TEXT,__text) external _saxpby$NEWLAPACK
00000001814c4704 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180e9fb88 (__TEXT,__text) external _saxpy
00000001813d9830 (__TEXT,__text) external _saxpy$NEWLAPACK
00000001814c469c (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180e9fb88 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180e9f910 (__TEXT,__text) external _scasum
00000001813d9818 (__TEXT,__text) external _scasum$NEWLAPACK
00000001814c4684 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180e9f910 (__TEXT,__text) external _scasum_
0000000180e9f934 (__TEXT,__text) external _scnrm2
00000001813d9a3c (__TEXT,__text) external _scnrm2$NEWLAPACK
00000001814c48a8 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180e9f934 (__TEXT,__text) external _scnrm2_
0000000180e9fbc4 (__TEXT,__text) external _scopy
00000001813d9900 (__TEXT,__text) external _scopy$NEWLAPACK
00000001814c476c (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180e9fbc4 (__TEXT,__text) external _scopy_
0000000180e9fbec (__TEXT,__text) external _sdot
00000001813d9940 (__TEXT,__text) external _sdot$NEWLAPACK
00000001814c47ac (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180e9fbec (__TEXT,__text) external _sdot_
0000000180e9fc14 (__TEXT,__text) external _sdsdot
00000001813d9a00 (__TEXT,__text) external _sdsdot$NEWLAPACK
00000001814c486c (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180e9fc14 (__TEXT,__text) external _sdsdot_
0000000180e9c0c0 (__TEXT,__text) external _sgbmv
0000000180efcf3c (__TEXT,__text) external _sgbmv$NEWLAPACK
00000001814b99a0 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180e9c0c0 (__TEXT,__text) external _sgbmv_
0000000180f0a830 (__TEXT,__text) external _sgeCopy
00000001813eb8f0 (__TEXT,__text) external _sgePack_A_NoTran
00000001813eba84 (__TEXT,__text) external _sgePack_A_Tran
00000001813eb5c0 (__TEXT,__text) external _sgePack_B_NoTran
00000001813eb6fc (__TEXT,__text) external _sgePack_B_Tran
0000000180f0a7d8 (__TEXT,__text) external _sgeSetZero
0000000180e99c88 (__TEXT,__text) external _sgemm
000000018121eb0c (__TEXT,__text) external _sgemm$NEWLAPACK
00000001814c1188 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180e99c88 (__TEXT,__text) external _sgemm_
0000000180e9c000 (__TEXT,__text) external _sgemv
0000000180efcbec (__TEXT,__text) external _sgemv$NEWLAPACK
00000001814b9660 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180e9c000 (__TEXT,__text) external _sgemv_
0000000180e9ca98 (__TEXT,__text) external _sger
0000000180efd2ec (__TEXT,__text) external _sger$NEWLAPACK
00000001814b9d30 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180e9ca98 (__TEXT,__text) external _sger_
0000000180e9fc50 (__TEXT,__text) external _snrm2
00000001813d9a24 (__TEXT,__text) external _snrm2$NEWLAPACK
00000001814c4890 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180e9fc50 (__TEXT,__text) external _snrm2_
0000000180e9fc74 (__TEXT,__text) external _srot
00000001813d9a54 (__TEXT,__text) external _srot$NEWLAPACK
00000001814c48c0 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180e9fc74 (__TEXT,__text) external _srot_
0000000180e9fca4 (__TEXT,__text) external _srotg
00000001813d9ab4 (__TEXT,__text) external _srotg$NEWLAPACK
00000001814c4920 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180e9fca4 (__TEXT,__text) external _srotg_
0000000180e9fcc0 (__TEXT,__text) external _srotm
00000001813d9ac4 (__TEXT,__text) external _srotm$NEWLAPACK
00000001814c4930 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180e9fcc0 (__TEXT,__text) external _srotm_
0000000180e9fce8 (__TEXT,__text) external _srotmg
00000001813d9ae4 (__TEXT,__text) external _srotmg$NEWLAPACK
00000001814c4950 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180e9fce8 (__TEXT,__text) external _srotmg_
0000000180e9c240 (__TEXT,__text) external _ssbmv
0000000180efddc4 (__TEXT,__text) external _ssbmv$NEWLAPACK
00000001814ba7e0 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180e9c240 (__TEXT,__text) external _ssbmv_
0000000180e9fd0c (__TEXT,__text) external _sscal
00000001813d9afc (__TEXT,__text) external _sscal$NEWLAPACK
00000001814c4968 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180e9fd0c (__TEXT,__text) external _sscal_
0000000180e9c2f0 (__TEXT,__text) external _sspmv
0000000180efdf44 (__TEXT,__text) external _sspmv$NEWLAPACK
00000001814ba958 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180e9c2f0 (__TEXT,__text) external _sspmv_
0000000180e9cc14 (__TEXT,__text) external _sspr
0000000180efe0a4 (__TEXT,__text) external _sspr$NEWLAPACK
00000001814baab8 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180e9cca0 (__TEXT,__text) external _sspr2
0000000180efe1c4 (__TEXT,__text) external _sspr2$NEWLAPACK
