00007ffb1f76b2cf (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffb1f723559 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffb1f7414fe (__TEXT,__text) non-external _chunkAppendHole
00007ffb1f72d8b6 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffb1f72d179 (__TEXT,__text) non-external _chunkAsyncClose
00007ffb1f72d53f (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffb1f72d8d6 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffb1f72d6e3 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffb1f7414d0 (__TEXT,__text) non-external _chunkDestroy
00007ffb1f73f815 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffb1f73f809 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffb1f72636c (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffb1f700dc3 (__TEXT,__text) non-external _closeProc
00007ffb1f7275b1 (__TEXT,__text) non-external _closeProc
00007ffb1f73147f (__TEXT,__text) non-external _closeProc
00007ffb1f743234 (__TEXT,__text) non-external _closeProc
00007ffb1f701073 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1f727640 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1f732926 (__TEXT,__text) non-external _closeWithStateProc
00007ffb1f7432fa (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffb1f757e2d (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffb1f7531ae (__TEXT,__text) non-external _cmpNodesProc
00007ffb1f6fd172 (__TEXT,__text) non-external _cmpRange
00007ffb1f7007ea (__TEXT,__text) non-external _cmp_entries_clc
00007ffb1f7007bd (__TEXT,__text) non-external _cmp_entries_hlc
00007ffb1f70086b (__TEXT,__text) non-external _cmp_entries_offset
00007ffb1f700817 (__TEXT,__text) non-external _cmp_entries_slc
00007ffb1f75078e (__TEXT,__text) non-external _cmp_keys
00007ffb1f742fca (__TEXT,__text) non-external _cmp_markers
00007ffb1f71d1ac (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffb1f71d149 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffb1f71d190 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffb1f71d1ba (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffb1f71d19e (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffb1f70408c (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffb1f76536e (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffb1f72f392 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffb1f72f2f2 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffb1f77445c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffb1f737680 (__TEXT,__text) non-external _convertStreamAbort
00007ffb1f7378f2 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffb1f736495 (__TEXT,__text) non-external _convertStreamClose
00007ffb1f737b43 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffb1f737857 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffb1f7377ba (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffb1f7371fc (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffb1f73652c (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffb1f73f82e (__TEXT,__text) non-external _convert_block_controls
00007ffb1f73f6a8 (__TEXT,__text) non-external _convert_internal_controls
00007ffb1f72fa3c (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffb1f72fdc0 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffb1f715836 (__TEXT,__text) non-external _copyStream
00007ffb1f750f96 (__TEXT,__text) non-external _create
00007ffb1f73629d (__TEXT,__text) non-external _createErrorContextKey
00007ffb1f735d04 (__TEXT,__text) non-external (was a private external) _createThread
00007ffb1f71b3a7 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffb1f769444 (__TEXT,__text) non-external _decodeStreamAbort
00007ffb1f769467 (__TEXT,__text) non-external _decodeStreamClose
00007ffb1f7685a2 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffb1f7688c5 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffb1f768787 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffb1f76927c (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffb1f76867c (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffb1f768d6e (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffb1f768502 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffb1f76bb59 (__TEXT,__text) non-external _decompressToData
00007ffb1f6fbf34 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffb1f6fb9d5 (__TEXT,__text) non-external _decryptAsyncClose
00007ffb1f6fbbd7 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffb1f6fbf46 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffb1f6fbd24 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffb1f73953b (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffb1f7393bd (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffb1f739548 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffb1f739555 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffb1f719915 (__TEXT,__text) non-external _ecc65537Inv
00007ffb1f719532 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffb1f7197ab (__TEXT,__text) non-external _ecc65537Solve
00007ffb1f719592 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffb1f765e69 (__TEXT,__text) non-external _encodeEntry
00007ffb1f765ff3 (__TEXT,__text) non-external _encodeYOPEntry
00007ffb1f76701c (__TEXT,__text) non-external _encoderStreamAbort
00007ffb1f766e49 (__TEXT,__text) non-external _encoderStreamClose
00007ffb1f7671b6 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffb1f767039 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffb1f7356b3 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffb1f76533a (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffb1f74673b (__TEXT,__text) non-external _entryMessage
00007ffb1f7574ae (__TEXT,__text) non-external _entryRelease
00007ffb1f765321 (__TEXT,__text) non-external _entryVectorCmp
00007ffb1f730c86 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffb1f730daa (__TEXT,__text) non-external _enumerateTree_rec
00007ffb1f751dde (__TEXT,__text) non-external _expandDirThreadProc
00007ffb1f757491 (__TEXT,__text) non-external _extractStreamAbort
00007ffb1f754fb0 (__TEXT,__text) non-external _extractStreamClose
00007ffb1f75805b (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffb1f758133 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffb1f757c92 (__TEXT,__text) non-external _extractStreamStateFail
00007ffb1f756c6c (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffb1f755f0b (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffb1f747005 (__TEXT,__text) non-external _extractThread
00007ffb1f757621 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffb1f753ecb (__TEXT,__text) non-external _extractThreadProc
00007ffb1f757d7c (__TEXT,__text) non-external _extractThreadSendCommand
00007ffb1f746b67 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffb1f74697a (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffb1f746b71 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffb1f746bea (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffb1f7134c9 (__TEXT,__text) non-external _findFirst
00007ffb1f73f99f (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffb1f714419 (__TEXT,__text) non-external _flushBuf
00007ffb1f76745b (__TEXT,__text) non-external _flushOBuf
00007ffb1f76dd83 (__TEXT,__text) non-external _flushOBuf
00007ffb1f72a0e4 (__TEXT,__text) non-external _flushToResourceFork
00007ffb1f76759a (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffb1f767b6d (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffb1f7147c4 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffb42d40008 (__DATA,__bss) non-external _gErrorContextKey
00007ffb1f742317 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffb1f7309bf (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffb1f768250 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffb1f719ad0 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffb1f72f0af (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffb1f73624b (__TEXT,__text) non-external _getErrorContextKey
00007ffb42d3fff8 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffb1f73da94 (__TEXT,__text) non-external _getFieldBlob
00007ffb1f730247 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffb1f7301c6 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffb1f7307a3 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffb1f7597c0 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffb1f730934 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffb1f73013e (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffb1f730a43 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffb1f730a59 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffb1f730ae7 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffb1f730721 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffb1f7762db (__TEXT,__text) non-external _getFreeCachePos
00007ffb1f705186 (__TEXT,__text) non-external _getHeader
00007ffb1f752dcd (__TEXT,__text) non-external _getPath
00007ffb1f72f07b (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffb1f72f6ff (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffb1f747483 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffb1f731201 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffb1f7742d8 (__TEXT,__text) non-external _graisAbort
00007ffb1f77258a (__TEXT,__text) non-external _graisClose
00007ffb1f773ece (__TEXT,__text) non-external _graisPRead
00007ffb1f773ea6 (__TEXT,__text) non-external _graisRead
00007ffb1f774292 (__TEXT,__text) non-external _graisSeek
00007ffb1f751d1f (__TEXT,__text) non-external _increaseCapacity
00007ffb1f7237b0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffb1f767b59 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffb1f758884 (__TEXT,__text) non-external _init_blob_with_magic
00007ffb1f72f794 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffb1f75e07c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffb1f73603f (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffb1f735780 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffb1f76881e (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffb1f741683 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffb1f75cd34 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffb1f76df38 (__TEXT,__text) non-external _loadChunkOffsets
00007ffb1f76b432 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffb1f74706d (__TEXT,__text) non-external _loadRemainingRange
00007ffb1f7472b4 (__TEXT,__text) non-external _loadTempSegment
00007ffb1f746c7c (__TEXT,__text) non-external _loadThread
00007ffb1f72d39d (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffb1f72f19b (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffb1f72177c (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffb1f72176f (__TEXT,__text) non-external _memoryInputStreamClose
00007ffb1f7217b1 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffb1f72178e (__TEXT,__text) non-external _memoryInputStreamRead
00007ffb1f721808 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffb1f721960 (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffb1f721953 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffb1f721972 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffb1f76822d (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffb1f767db6 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffb1f776b77 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffb1f752714 (__TEXT,__text) non-external _normalize
00007ffb1f72f226 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffb1f747517 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffb1f788f00 (__TEXT,__const) non-external _old_resource_fork_map
00007ffb1f789470 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffb1f704288 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffb1f72f626 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffb1f7050fc (__TEXT,__text) non-external _pcRead
00007ffb1f7044da (__TEXT,__text) non-external _pcWrite
00007ffb1f6faac0 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffb1f6faa4f (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffb1f6faa3a (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffb1f73fe20 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffb1f776fa4 (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffb1f73ff96 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
00007ffb1f73bfa2 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
00007ffb1f6fc47f (__TEXT,__text) non-external _processClusterHeader
00007ffb1f71c670 (__TEXT,__text) non-external _processEntry
00007ffb1f733f9b (__TEXT,__text) non-external _processEntry
00007ffb1f6fbf4f (__TEXT,__text) non-external _processMagic
00007ffb1f6fcd5a (__TEXT,__text) non-external _processPadding
00007ffb1f6fc05b (__TEXT,__text) non-external _processPrologue
00007ffb1f6fd047 (__TEXT,__text) non-external _processSegment
00007ffb1f739168 (__TEXT,__text) non-external _processSegment
00007ffb1f746406 (__TEXT,__text) non-external _processSegment
00007ffb1f7167ee (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffb1f767c76 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffb1f767c01 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffb1f6fd18d (__TEXT,__text) non-external _pushPaddingRange
00007ffb1f6fb871 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffb1f725264 (__TEXT,__text) non-external _quicksort64
00007ffb1f71828a (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffb1f72ea6b (__TEXT,__text) non-external _rangeCmp
00007ffb1f729a2a (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffb1f729a07 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffb1f729a47 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffb1f70607f (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffb1f774741 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffb1f72f020 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffb1f758a15 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffb1f731102 (__TEXT,__text) non-external _removeEntryProc
00007ffb1f730d42 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffb1f73119c (__TEXT,__text) non-external _removeLeaveDirProc
00007ffb1f71c623 (__TEXT,__text) non-external _removeStreamAbort
00007ffb1f71bdca (__TEXT,__text) non-external _removeStreamClose
00007ffb1f71c611 (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffb1f71c105 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffb1f7310cc (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffb1f767b94 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffb1f76c3c0 (__TEXT,__text) non-external _resizeResourceFork
00007ffb1f739ebe (__TEXT,__text) non-external _resizeStream
00007ffb1f76b5e1 (__TEXT,__text) non-external _resourceForkSize
00007ffb1f7477ed (__TEXT,__text) non-external _retireEntryRange
00007ffb1f757b19 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffb1f7538f0 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffb1f73f602 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffb1f7263c2 (__TEXT,__text) non-external _seekTo
00007ffb1f71b338 (__TEXT,__text) non-external _sendEOF
00007ffb1f73769c (__TEXT,__text) non-external _sendHeader
00007ffb1f70b806 (__TEXT,__text) non-external _sendMessage
00007ffb1f774301 (__TEXT,__text) non-external _sendMessage
00007ffb1f71814e (__TEXT,__text) non-external _sequentialReaderProc
00007ffb1f7181d2 (__TEXT,__text) non-external _sequentialWriterProc
00007ffb1f77f770 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffb1f73df90 (__TEXT,__text) non-external _setFieldBlob
00007ffb1f7302bb (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffb1f730879 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffb1f735728 (__TEXT,__text) non-external _setThreadErrorContext
00007ffb1f76d79c (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffb1f738c0b (__TEXT,__text) non-external _setupContext
00007ffb1f7454fd (__TEXT,__text) non-external _setupContext
00007ffb1f72f11f (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffb1f72f167 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffb1f70fc1a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffb1f6fd227 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffb1f730230 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffb1f7311f3 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffb1f74fce6 (__TEXT,__text) non-external _stateAppendEntry
00007ffb1f764322 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffb1f764ec9 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffb1f76432f (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffb1f761b95 (__TEXT,__text) non-external _stateComputePatches
00007ffb1f74f6ab (__TEXT,__text) non-external _stateConcatPath
00007ffb1f74cb7d (__TEXT,__text) non-external _stateDestroy
00007ffb1f7641dc (__TEXT,__text) non-external _stateDestroy
00007ffb1f761fcf (__TEXT,__text) non-external _stateGenerateArchive
00007ffb1f74f6de (__TEXT,__text) non-external _stateGetEntryData
00007ffb1f765ade (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffb1f74f8ca (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffb1f72eabe (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffb1f7768aa (__TEXT,__text) non-external _storeCachePos
00007ffb1f76d867 (__TEXT,__text) non-external _storeChunkOffsets
00007ffb1f72f8f7 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffb1f72c9e2 (__TEXT,__text) non-external _streamAbort
00007ffb1f740af8 (__TEXT,__text) non-external _streamAbort
00007ffb1f72c872 (__TEXT,__text) non-external _streamClose
00007ffb1f74077b (__TEXT,__text) non-external _streamClose
00007ffb1f70e303 (__TEXT,__text) non-external _streamConsumerProc
00007ffb1f741360 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffb1f72c9ff (__TEXT,__text) non-external _streamPRead
00007ffb1f740b18 (__TEXT,__text) non-external _streamPWrite
00007ffb1f72d8e2 (__TEXT,__text) non-external _streamProc
00007ffb1f7735c4 (__TEXT,__text) non-external _streamProc
00007ffb1f72ce04 (__TEXT,__text) non-external _streamRead
00007ffb1f72ce27 (__TEXT,__text) non-external _streamSeek
00007ffb1f70e3bf (__TEXT,__text) non-external _streamThreadProc
00007ffb1f70e274 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffb1f722193 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffb1f721c63 (__TEXT,__text) non-external _stringTableReserve
00007ffb1f76abdc (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
00007ffb1f765d3f (__TEXT,__text) non-external _subArchiveCreate
