00000001d6597fd0 (__DATA,__data) external _NDR_record
00000001803fa69c (__TEXT,__text) external _mprotect
0000000180405328 (__TEXT,__text) external _mremap_encrypted
0000000180409038 (__TEXT,__text) external _msg_receive
0000000180409028 (__TEXT,__text) external _msg_rpc
0000000180409030 (__TEXT,__text) external _msg_send
0000000180403fd0 (__TEXT,__text) external _msgctl
0000000180405354 (__TEXT,__text) external _msgget
0000000180405380 (__TEXT,__text) external _msgrcv
0000000180403ffc (__TEXT,__text) external _msgrcv$NOCANCEL
00000001804053ac (__TEXT,__text) external _msgsnd
0000000180404028 (__TEXT,__text) external _msgsnd$NOCANCEL
00000001804036b0 (__TEXT,__text) external _msgsys
00000001803fcdf8 (__TEXT,__text) external _msync
0000000180404080 (__TEXT,__text) external _msync$NOCANCEL
0000000180400774 (__TEXT,__text) external _munlock
00000001804053d8 (__TEXT,__text) external _munlockall
00000001803fa258 (__TEXT,__text) external _munmap
00000001803faa7c (__TEXT,__text) external _necp_client_action
00000001804019e0 (__TEXT,__text) external _necp_match_policy
00000001803faa24 (__TEXT,__text) external _necp_open
0000000180405404 (__TEXT,__text) external _necp_session_action
0000000180405430 (__TEXT,__text) external _necp_session_open
000000018040545c (__TEXT,__text) external _net_qos_guideline
0000000180405488 (__TEXT,__text) external _netagent_trigger
000000018041fb98 (__TEXT,__text) external _netname_check_in
000000018041ff98 (__TEXT,__text) external _netname_check_out
000000018041fd40 (__TEXT,__text) external _netname_look_up
000000018042013c (__TEXT,__text) external _netname_version
000000018040a928 (__TEXT,__text) external _nfsclnt
00000001804054b4 (__TEXT,__text) external _nfssvc
00000001d6597fc0 (__DATA,__data) external _non_boost_assertion_token
00000001d6597fb8 (__DATA,__data) external _normal_boost_assertion_token
00000001804054e0 (__TEXT,__text) external _ntp_adjtime
000000018040550c (__TEXT,__text) external _ntp_gettime
0000000180405538 (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180402464 (__TEXT,__text) external _open
000000018040a9b0 (__TEXT,__text) external _open$NOCANCEL
00000001803fc24c (__TEXT,__text) external _open_dprotected_np
0000000180411e84 (__TEXT,__text) external _openat
000000018040aa78 (__TEXT,__text) external _openat$NOCANCEL
00000001804126fc (__TEXT,__text) external _openat_authenticated_np
000000018041269c (__TEXT,__text) external _openat_dprotected_np
0000000180405564 (__TEXT,__text) external _openbyid_np
0000000180408510 (__TEXT,__text) external _os_buflet_get_data_address
00000001804084e0 (__TEXT,__text) external _os_buflet_get_data_length
0000000180408518 (__TEXT,__text) external _os_buflet_get_data_limit
00000001804084d8 (__TEXT,__text) external _os_buflet_get_data_offset
0000000180408500 (__TEXT,__text) external _os_buflet_get_object_address
0000000180408508 (__TEXT,__text) external _os_buflet_get_object_limit
00000001804084f4 (__TEXT,__text) external _os_buflet_set_data_length
00000001804084e8 (__TEXT,__text) external _os_buflet_set_data_offset
000000018040d76c (__TEXT,__text) external _os_channel_advance_slot
000000018040e3d0 (__TEXT,__text) external _os_channel_attr_clone
000000018040e33c (__TEXT,__text) external _os_channel_attr_create
000000018040e5ec (__TEXT,__text) external _os_channel_attr_destroy
000000018040e850 (__TEXT,__text) external _os_channel_attr_get
000000018040ea04 (__TEXT,__text) external _os_channel_attr_get_key
000000018040e6c0 (__TEXT,__text) external _os_channel_attr_set
000000018040e464 (__TEXT,__text) external _os_channel_attr_set_key
000000018040d714 (__TEXT,__text) external _os_channel_available_slot_count
00000001804100d0 (__TEXT,__text) external _os_channel_buflet_alloc
000000018040fa08 (__TEXT,__text) external _os_channel_buflet_free
000000018041009c (__TEXT,__text) external _os_channel_configure_interface_advisory
000000018040d354 (__TEXT,__text) external _os_channel_create
000000018040c95c (__TEXT,__text) external _os_channel_create_extended
000000018040d4dc (__TEXT,__text) external _os_channel_destroy
0000000180410004 (__TEXT,__text) external _os_channel_event_free
00000001804133b4 (__TEXT,__text) external _os_channel_event_get_event_data
0000000180413300 (__TEXT,__text) external _os_channel_event_get_next_event
000000018040df80 (__TEXT,__text) external _os_channel_flow_admissible
000000018040e15c (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
000000018040df5c (__TEXT,__text) external _os_channel_get_advisory_region
000000018040d364 (__TEXT,__text) external _os_channel_get_fd
0000000180410008 (__TEXT,__text) external _os_channel_get_interface_advisory
000000018040fbb0 (__TEXT,__text) external _os_channel_get_next_event_handle
000000018040d7f8 (__TEXT,__text) external _os_channel_get_next_slot
000000018040ded8 (__TEXT,__text) external _os_channel_get_stats_region
000000018040d12c (__TEXT,__text) non-external _os_channel_info2attr
000000018040d244 (__TEXT,__text) non-external _os_channel_init_ring
000000018040d5c4 (__TEXT,__text) external _os_channel_is_defunct
000000018040ef38 (__TEXT,__text) external _os_channel_large_packet_alloc
000000018040ea7c (__TEXT,__text) external _os_channel_packet_alloc
000000018040ea84 (__TEXT,__text) non-external _os_channel_packet_alloc_common
000000018040ef40 (__TEXT,__text) external _os_channel_packet_free
000000018040f418 (__TEXT,__text) external _os_channel_packet_pool_purge
000000018040d6e4 (__TEXT,__text) external _os_channel_pending
000000018040f71c (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
000000018040d36c (__TEXT,__text) external _os_channel_read_attr
000000018040d48c (__TEXT,__text) external _os_channel_read_nexus_extension_info
000000018040d5d8 (__TEXT,__text) external _os_channel_ring_id
000000018040d708 (__TEXT,__text) external _os_channel_ring_notify_time
000000018040d6fc (__TEXT,__text) external _os_channel_ring_sync_time
000000018040d688 (__TEXT,__text) external _os_channel_rx_ring
000000018040dc34 (__TEXT,__text) external _os_channel_set_slot_properties
000000018040f0e0 (__TEXT,__text) external _os_channel_slot_attach_packet
000000018040f26c (__TEXT,__text) external _os_channel_slot_detach_packet
000000018040dd6c (__TEXT,__text) external _os_channel_slot_get_packet
000000018040d4b0 (__TEXT,__text) external _os_channel_sync
000000018040d640 (__TEXT,__text) external _os_channel_tx_ring
000000018040d3c0 (__TEXT,__text) external _os_channel_write_attr
00000001804084a4 (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180403420 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001804125a0 (__TEXT,__text) external _os_cpu_in_cksum
0000000180403180 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180405590 (__TEXT,__text) external _os_fault_with_payload
00000001804084a0 (__TEXT,__text) external _os_inet_checksum
0000000180410af0 (__TEXT,__text) external _os_nexus_attr_clone
0000000180410a5c (__TEXT,__text) external _os_nexus_attr_create
0000000180410e84 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180410d38 (__TEXT,__text) external _os_nexus_attr_get
0000000180410b4c (__TEXT,__text) external _os_nexus_attr_set
00000001804115ac (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00000001804112b8 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00000001804112d8 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180410ed0 (__TEXT,__text) external _os_nexus_controller_create
00000001804112ac (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000018041196c (__TEXT,__text) external _os_nexus_controller_destroy
00000001804112cc (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180410fc4 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180411794 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180411450 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180410fcc (__TEXT,__text) external _os_nexus_controller_register_provider
00000001804116fc (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00000001804113d4 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000000180411cf4 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000180408360 (__TEXT,__text) external _os_packet_add_buflet
0000000180407908 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000180407a48 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000180408414 (__TEXT,__text) external _os_packet_decrement_use_count
00000001804081b8 (__TEXT,__text) external _os_packet_finalize
000000018040843c (__TEXT,__text) external _os_packet_get_aggregation_type
00000001804080c4 (__TEXT,__text) external _os_packet_get_buflet_count
0000000180407784 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000001804080b8 (__TEXT,__text) external _os_packet_get_data_length
0000000180407b1c (__TEXT,__text) external _os_packet_get_expire_time
0000000180407bb0 (__TEXT,__text) external _os_packet_get_expiry_action
0000000180407998 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180407aec (__TEXT,__text) external _os_packet_get_group_end
0000000180407a88 (__TEXT,__text) external _os_packet_get_group_start
00000001804071e4 (__TEXT,__text) external _os_packet_get_headroom
0000000180407948 (__TEXT,__text) external _os_packet_get_inet_checksum
0000000180407ff4 (__TEXT,__text) external _os_packet_get_keep_alive
00000001804072e0 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000180407400 (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000180407268 (__TEXT,__text) external _os_packet_get_link_header_length
0000000180407370 (__TEXT,__text) external _os_packet_get_link_multicast
0000000180408100 (__TEXT,__text) external _os_packet_get_next_buflet
0000000180407db0 (__TEXT,__text) external _os_packet_get_packetid
000000018040818c (__TEXT,__text) external _os_packet_get_segment_count
0000000180407690 (__TEXT,__text) external _os_packet_get_service_class
0000000180407c4c (__TEXT,__text) external _os_packet_get_token
0000000180408520 (__TEXT,__text) external _os_packet_get_trace_id
0000000180407800 (__TEXT,__text) external _os_packet_get_traffic_class
000000018040754c (__TEXT,__text) external _os_packet_get_transport_retransmit
000000018040747c (__TEXT,__text) external _os_packet_get_transport_traffic_background
00000001804074e4 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000180408040 (__TEXT,__text) external _os_packet_get_truncated
0000000180407f70 (__TEXT,__text) external _os_packet_get_vlan_id
0000000180407f78 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000180407f08 (__TEXT,__text) external _os_packet_get_vlan_tag
0000000180407fe4 (__TEXT,__text) external _os_packet_get_wake_flag
00000001804083e8 (__TEXT,__text) external _os_packet_increment_use_count
0000000180407f80 (__TEXT,__text) external _os_packet_set_app_metadata
0000000180407754 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000180407b6c (__TEXT,__text) external _os_packet_set_expire_time
0000000180407c00 (__TEXT,__text) external _os_packet_set_expiry_action
00000001804079f0 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180407ab8 (__TEXT,__text) external _os_packet_set_group_end
0000000180407a54 (__TEXT,__text) external _os_packet_set_group_start
000000018040718c (__TEXT,__text) external _os_packet_set_headroom
00000001804078c4 (__TEXT,__text) external _os_packet_set_inet_checksum
0000000180408004 (__TEXT,__text) external _os_packet_set_keep_alive
0000000180408084 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000180407294 (__TEXT,__text) external _os_packet_set_link_broadcast
00000001804073b4 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000180407224 (__TEXT,__text) external _os_packet_set_link_header_length
0000000180407324 (__TEXT,__text) external _os_packet_set_link_multicast
0000000180407e2c (__TEXT,__text) external _os_packet_set_packetid
00000001804085e0 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00000001804075b4 (__TEXT,__text) external _os_packet_set_service_class
0000000180407d0c (__TEXT,__text) external _os_packet_set_token
0000000180408540 (__TEXT,__text) external _os_packet_set_trace_id
00000001804077d0 (__TEXT,__text) external _os_packet_set_traffic_class
000000018040757c (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000180407514 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000180407444 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000001804074ac (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000180408610 (__TEXT,__text) external _os_packet_set_tso_flags
0000000180408468 (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000180407ea8 (__TEXT,__text) external _os_packet_set_vlan_tag
000000018040856c (__TEXT,__text) external _os_packet_trace_event
00000001804096a4 (__TEXT,__text) external _os_proc_available_memory
0000000180408f60 (__TEXT,__text) external _panic
0000000180408f54 (__TEXT,__text) external _panic_init
00000001804055bc (__TEXT,__text) external _panic_with_data
00000001803feb88 (__TEXT,__text) external _pathconf
00000001804055e8 (__TEXT,__text) external _peeloff
00000001803f68a0 (__TEXT,__text) external _pid_for_task
0000000180405614 (__TEXT,__text) external _pid_hibernate
0000000180405640 (__TEXT,__text) external _pid_resume
0000000180410384 (__TEXT,__text) external _pid_shutdown_networking
000000018040566c (__TEXT,__text) external _pid_shutdown_sockets
0000000180405698 (__TEXT,__text) external _pid_suspend
00000001803fce24 (__TEXT,__text) external _pipe
00000001804056c4 (__TEXT,__text) external _pivot_root
000000018040713c (__TEXT,__text) external _pkt_subtype_assert_fail
0000000180407164 (__TEXT,__text) external _pkt_type_assert_fail
00000001803ff224 (__TEXT,__text) external _poll
000000018040420c (__TEXT,__text) external _poll$NOCANCEL
0000000180407068 (__TEXT,__text) non-external _port_for_id_internal
0000000180408fb0 (__TEXT,__text) external _port_obj_init
00000001d6598030 (__DATA,__common) external _port_obj_table
00000001d6597fa8 (__DATA,__data) external _port_obj_table_size
00000001803f9530 (__TEXT,__text) external _posix_madvise
00000001803fd918 (__TEXT,__text) external _posix_spawn
00000001804021dc (__TEXT,__text) non-external _posix_spawn_appendportaction_np
000000018040b6a8 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
000000018040b750 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001804030a0 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00000001803fd37c (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000018040b808 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180403010 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180402734 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001803fde90 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000001803fd298 (__TEXT,__text) external _posix_spawn_file_actions_init
00000001d6598068 (__DATA,__bss) non-external _posix_spawn_with_filter
00000001803fdb98 (__TEXT,__text) external _posix_spawnattr_destroy
000000018040b5f8 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
000000018040bb78 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000018040bb34 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000018040b28c (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000018040b224 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
000000018040b8b8 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000018040b194 (__TEXT,__text) external _posix_spawnattr_getflags
00000001803fd64c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000018040b300 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000018040b1dc (__TEXT,__text) external _posix_spawnattr_getpgroup
000000018040b324 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000018040b1b8 (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000018040b200 (__TEXT,__text) external _posix_spawnattr_getsigmask
00000001803fd4e4 (__TEXT,__text) external _posix_spawnattr_init
000000018040b620 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
000000018040c164 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
000000018040b668 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000018040b648 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
000000018040b688 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
000000018040bd78 (__TEXT,__text) external _posix_spawnattr_set_csm_np
000000018040bb58 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
000000018040c264 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
000000018040be94 (__TEXT,__text) external _posix_spawnattr_set_gid_np
000000018040bf5c (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018040b904 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
000000018040c284 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180429b00 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
000000018040c324 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
000000018040c060 (__TEXT,__text) external _posix_spawnattr_set_login_np
000000018040bd34 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000018040bc98 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
000000018040bccc (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000018040bb9c (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018040bc68 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000018040b5d8 (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000018040c244 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
000000018040ba1c (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000018040bb04 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
000000018040b990 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
000000018040b478 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018040b8e4 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
000000018040bdd0 (__TEXT,__text) external _posix_spawnattr_set_uid_np
000000018040b368 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00000001804021a4 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000018040282c (__TEXT,__text) external _posix_spawnattr_setbinpref_np
000000018040ba24 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
000000018040b898 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00000001804026dc (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000018040b44c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
0000000180403130 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000001803fd62c (__TEXT,__text) external _posix_spawnattr_setflags
00000001803ff250 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000001803fd708 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000018040bd54 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000018040b40c (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
000000018040b348 (__TEXT,__text) external _posix_spawnattr_setpgroup
000000018040b42c (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000001803fd608 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000001803fd5e4 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180402704 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000001803f81bc (__TEXT,__text) external _pread
0000000180404238 (__TEXT,__text) external _pread$NOCANCEL
00000001804056f0 (__TEXT,__text) external _preadv
0000000180404264 (__TEXT,__text) external _preadv$NOCANCEL
000000018040ac84 (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018040a324 (__TEXT,__text) external _proc_clear_cpulimits
000000018040a4fc (__TEXT,__text) external _proc_clear_delayidlesleep
0000000180409f4c (__TEXT,__text) external _proc_clear_dirty
000000018040a3dc (__TEXT,__text) external _proc_clear_vmpressure
0000000180409e04 (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180400a60 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180400b20 (__TEXT,__text) external _proc_denap_assertion_complete
000000018040a55c (__TEXT,__text) external _proc_disable_apptype
0000000180401e58 (__TEXT,__text) external _proc_disable_cpumon
0000000180400714 (__TEXT,__text) external _proc_disable_wakemon
000000018040a384 (__TEXT,__text) external _proc_donate_importance_boost
000000018040a5d0 (__TEXT,__text) external _proc_enable_apptype
0000000180400698 (__TEXT,__text) external _proc_get_cpumon_params
0000000180409ed0 (__TEXT,__text) external _proc_get_dirty
000000018040a220 (__TEXT,__text) external _proc_get_wakemon_params
0000000180400a68 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180400b24 (__TEXT,__text) external _proc_importance_assertion_complete
0000000180409d08 (__TEXT,__text) external _proc_kmsgbuf
0000000180409eb0 (__TEXT,__text) external _proc_libversion
000000018040a28c (__TEXT,__text) external _proc_list_dynkqueueids
000000018040a270 (__TEXT,__text) external _proc_list_uptrs
0000000180409a14 (__TEXT,__text) external _proc_listallpids
0000000180409a8c (__TEXT,__text) external _proc_listchildpids
0000000180409ac8 (__TEXT,__text) external _proc_listcoalitions
0000000180409a50 (__TEXT,__text) external _proc_listpgrppids
0000000180400a10 (__TEXT,__text) external _proc_listpids
0000000180412764 (__TEXT,__text) external _proc_listpidspath
00000001803fc8f4 (__TEXT,__text) external _proc_name
00000001803fe600 (__TEXT,__text) external _proc_pid_rusage
0000000180409bbc (__TEXT,__text) external _proc_piddynkqueueinfo
0000000180409b4c (__TEXT,__text) external _proc_pidfdinfo
0000000180409b84 (__TEXT,__text) external _proc_pidfileportinfo
00000001803f7c2c (__TEXT,__text) external _proc_pidinfo
00000001803fe24c (__TEXT,__text) external _proc_pidoriginatorinfo
00000001803f8474 (__TEXT,__text) external _proc_pidpath
0000000180409d40 (__TEXT,__text) external _proc_pidpath_audittoken
0000000180409c10 (__TEXT,__text) external _proc_regionfilename
000000018040a318 (__TEXT,__text) external _proc_reset_footprint_interval
000000018040a09c (__TEXT,__text) external _proc_resume_cpumon
00000001803ff0e8 (__TEXT,__text) external _proc_rlimit_control
00000001803fe5b4 (__TEXT,__text) external _proc_set_cpumon_defaults
00000001803fe53c (__TEXT,__text) external _proc_set_cpumon_params
000000018040a0bc (__TEXT,__text) external _proc_set_cpumon_params_fatal
000000018040a714 (__TEXT,__text) external _proc_set_csm
000000018040a49c (__TEXT,__text) external _proc_set_delayidlesleep
00000001803f9ce8 (__TEXT,__text) external _proc_set_dirty
000000018040a64c (__TEXT,__text) external _proc_set_no_smt
000000018040a43c (__TEXT,__text) external _proc_set_owner_vmpressure
00000001804007a0 (__TEXT,__text) external _proc_set_wakemon_defaults
000000018040a1ec (__TEXT,__text) external _proc_set_wakemon_params
000000018040a2a8 (__TEXT,__text) external _proc_setcpu_percentage
00000001803f8d74 (__TEXT,__text) external _proc_setpcontrol
0000000180409b00 (__TEXT,__text) external _proc_setthread_cpupercent
000000018040a7dc (__TEXT,__text) external _proc_setthread_csm
000000018040a6b0 (__TEXT,__text) external _proc_setthread_no_smt
000000018040a644 (__TEXT,__text) external _proc_suppress
0000000180409fac (__TEXT,__text) external _proc_terminate
000000018040a028 (__TEXT,__text) external _proc_terminate_all_rsr
000000018040571c (__TEXT,__text) external _proc_trace_log
00000001803f9c88 (__TEXT,__text) external _proc_track_dirty
0000000180409bf4 (__TEXT,__text) external _proc_udata_info
0000000180405748 (__TEXT,__text) external _proc_uuid_policy
000000018041f904 (__TEXT,__text) external _processor_assign
000000018041f7a0 (__TEXT,__text) external _processor_control
000000018041f478 (__TEXT,__text) external _processor_exit
000000018041fa38 (__TEXT,__text) external _processor_get_assignment
000000018041f58c (__TEXT,__text) external _processor_info
0000000180417f14 (__TEXT,__text) external _processor_set_create
0000000180417db4 (__TEXT,__text) external _processor_set_default
000000018041e528 (__TEXT,__text) external _processor_set_destroy
000000018041efc4 (__TEXT,__text) external _processor_set_info
000000018041e640 (__TEXT,__text) external _processor_set_max_priority
000000018041ecbc (__TEXT,__text) external _processor_set_policy_control
000000018041e888 (__TEXT,__text) external _processor_set_policy_disable
000000018041e764 (__TEXT,__text) external _processor_set_policy_enable
000000018041ee34 (__TEXT,__text) external _processor_set_stack_usage
000000018041e344 (__TEXT,__text) external _processor_set_statistics
000000018041e9ac (__TEXT,__text) external _processor_set_tasks
000000018041f1cc (__TEXT,__text) external _processor_set_tasks_with_flavor
000000018041eb34 (__TEXT,__text) external _processor_set_threads
000000018041f364 (__TEXT,__text) external _processor_start
0000000180410744 (__TEXT,__text) external _pselect
00000001803fca24 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00000001804091f0 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001804108d0 (__TEXT,__text) external _pselect$NOCANCEL
00000001803f83f0 (__TEXT,__text) external _pthread_getugid_np
0000000180400018 (__TEXT,__text) external _pthread_setugid_np
00000001803ff598 (__TEXT,__text) external _ptrace
00000001803f9fc8 (__TEXT,__text) external _pwrite
00000001804043f0 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180405774 (__TEXT,__text) external _pwritev
000000018040441c (__TEXT,__text) external _pwritev$NOCANCEL
0000000180408ef4 (__TEXT,__text) external _quota
00000001803fcbb0 (__TEXT,__text) external _quotactl
00000001803f746c (__TEXT,__text) external _read
00000001803f8818 (__TEXT,__text) external _read$NOCANCEL
00000001803f8cd0 (__TEXT,__text) external _readlink
00000001804057a0 (__TEXT,__text) external _readlinkat
00000001804057cc (__TEXT,__text) external _readv
0000000180404448 (__TEXT,__text) external _readv$NOCANCEL
0000000180405f14 (__TEXT,__text) non-external _reallocf
0000000180408648 (__TEXT,__text) external _reboot
0000000180408650 (__TEXT,__text) external _reboot_np
0000000180410740 (__TEXT,__text) external _record_system_event_as_kernel
00000001803fae38 (__TEXT,__text) external _recvfrom
00000001803fad00 (__TEXT,__text) external _recvfrom$NOCANCEL
00000001803fb268 (__TEXT,__text) external _recvmsg
00000001804044cc (__TEXT,__text) external _recvmsg$NOCANCEL
00000001804057f8 (__TEXT,__text) external _recvmsg_x
0000000180405824 (__TEXT,__text) external _register_uexc_handler
00000001803fb790 (__TEXT,__text) external _removexattr
00000001803fa3f8 (__TEXT,__text) external _rename
000000018040b150 (__TEXT,__text) external _rename_ext
00000001804086e4 (__TEXT,__text) external _renameat
000000018040b0e4 (__TEXT,__text) external _renameatx_np
000000018040b110 (__TEXT,__text) external _renamex_np
0000000180405850 (__TEXT,__text) external _revoke
00000001803fa464 (__TEXT,__text) external _rmdir
000000018040587c (__TEXT,__text) external _searchfs
00000001803faf40 (__TEXT,__text) external _select
0000000180401a0c (__TEXT,__text) external _select$DARWIN_EXTSN
00000001803facd4 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001803faca0 (__TEXT,__text) external _select$NOCANCEL
00000001804002c0 (__TEXT,__text) external _sem_close
000000018041030c (__TEXT,__text) external _sem_destroy
0000000180410334 (__TEXT,__text) external _sem_getvalue
000000018041035c (__TEXT,__text) external _sem_init
0000000180403670 (__TEXT,__text) external _sem_open
00000001804058a8 (__TEXT,__text) external _sem_post
00000001804058d4 (__TEXT,__text) external _sem_trywait
0000000180405900 (__TEXT,__text) external _sem_unlink
000000018040592c (__TEXT,__text) external _sem_wait
0000000180404550 (__TEXT,__text) external _sem_wait$NOCANCEL
00000001803f97d0 (__TEXT,__text) external _semaphore_create
00000001803f9b64 (__TEXT,__text) external _semaphore_destroy
00000001803f9940 (__TEXT,__text) external _semaphore_signal
0000000180409014 (__TEXT,__text) external _semaphore_signal_all
00000001803f6810 (__TEXT,__text) external _semaphore_signal_all_trap
0000000180409018 (__TEXT,__text) external _semaphore_signal_thread
00000001803f681c (__TEXT,__text) external _semaphore_signal_thread_trap
00000001803f6804 (__TEXT,__text) external _semaphore_signal_trap
00000001803fb4f8 (__TEXT,__text) external _semaphore_timedwait
0000000180409020 (__TEXT,__text) external _semaphore_timedwait_signal
00000001803f684c (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000001803f6840 (__TEXT,__text) external _semaphore_timedwait_trap
00000001803f993c (__TEXT,__text) external _semaphore_wait
000000018040901c (__TEXT,__text) external _semaphore_wait_signal
00000001803f6834 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001803f6828 (__TEXT,__text) external _semaphore_wait_trap
00000001804036f4 (__TEXT,__text) external _semctl
0000000180405958 (__TEXT,__text) external _semget
0000000180405984 (__TEXT,__text) external _semop
