00007ff8400c6210 (__DATA,__data) external _NDR_record
00007ff800d15f6f (__TEXT,__text) external _mach_vm_reclaim_query_state
00007ff800d15aa5 (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00007ff800d16052 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
00007ff800d1617c (__TEXT,__text) external _mach_vm_reclaim_ring_copy
00007ff800d16070 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
00007ff800d15b4e (__TEXT,__text) external _mach_vm_reclaim_ring_resize
00007ff800d15be0 (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00007ff800d15dc0 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
00007ff800d15c20 (__TEXT,__text) external _mach_vm_reclaim_try_enter
00007ff800d15fc5 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff800d0f274 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
00007ff800d2beb0 (__TEXT,__text) external _mach_vm_region
00007ff800d2bc8c (__TEXT,__text) external _mach_vm_region_recurse
00007ff800d21927 (__TEXT,__text) external _mach_vm_remap
00007ff800d219be (__TEXT,__text) external _mach_vm_remap_new
00007ff800d21cf0 (__TEXT,__text) external _mach_vm_tag_describe
00007ff800d21ceb (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
00007ff800d2483f (__TEXT,__text) external _mach_vm_wire
00007ff800d2b23c (__TEXT,__text) external _mach_vm_write
00007ff800d391c3 (__TEXT,__text) external _mach_voucher_attr_command
00007ff800d14f34 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800d39412 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800d38fd4 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff800d38bfe (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff800d2164e (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff800d0f28c (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff800d0f2c8 (__TEXT,__text) external _mach_wait_until
00007ff800d26969 (__TEXT,__text) external _mach_zone_force_gc
00007ff800d27716 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800d275c7 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800d267e7 (__TEXT,__text) external _mach_zone_info
00007ff800d273d5 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800d27267 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800d0f238 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800d0f22c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800d0f208 (__TEXT,__text) external _macx_swapoff
00007ff800d0f1fc (__TEXT,__text) external _macx_swapon
00007ff800d0f220 (__TEXT,__text) external _macx_triggers
00007ff800d11854 (__TEXT,__text) external _madvise
00007ff8400c6378 (__DATA,__bss) non-external _master_host_port
00007ff800d12345 (__TEXT,__text) non-external _memcpy
00007ff800d1186c (__TEXT,__text) external _memorystatus_control
00007ff800d11884 (__TEXT,__text) external _memorystatus_get_level
00007ff800d12353 (__TEXT,__text) non-external _memset
00007ff800d14fc0 (__TEXT,__text) external _mig_allocate
00007ff800d1518f (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800d212ce (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800d15008 (__TEXT,__text) external _mig_deallocate
00007ff800d15122 (__TEXT,__text) external _mig_get_reply_port
00007ff800d212a8 (__TEXT,__text) external _mig_get_special_reply_port
00007ff800d151f6 (__TEXT,__text) external _mig_put_reply_port
00007ff800d150ef (__TEXT,__text) external _mig_reply_setup
00007ff800d151f7 (__TEXT,__text) external _mig_strncpy
00007ff800d1522a (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800d1189c (__TEXT,__text) external _mincore
00007ff800d118b4 (__TEXT,__text) external _minherit
00007ff800d0f2ec (__TEXT,__text) external _mk_timer_arm
00007ff800d0f304 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800d0f2f8 (__TEXT,__text) external _mk_timer_cancel
00007ff800d0f2d4 (__TEXT,__text) external _mk_timer_create
00007ff800d0f2e0 (__TEXT,__text) external _mk_timer_destroy
00007ff800d118cc (__TEXT,__text) external _mkdir
00007ff800d118e4 (__TEXT,__text) external _mkdirat
00007ff800d118fc (__TEXT,__text) external _mkfifo
00007ff800d11914 (__TEXT,__text) external _mkfifoat
00007ff800d1192c (__TEXT,__text) external _mknod
00007ff800d11944 (__TEXT,__text) external _mknodat
00007ff800d1195c (__TEXT,__text) external _mlock
00007ff800d11974 (__TEXT,__text) external _mlockall
00007ff800d1d950 (__TEXT,__text) external _mmap
00007ff800d1198c (__TEXT,__text) external _mount
00007ff800d10184 (__TEXT,__text) external _mprotect
00007ff800d119a4 (__TEXT,__text) external _mremap_encrypted
00007ff800d15378 (__TEXT,__text) external _msg_receive
00007ff800d1536c (__TEXT,__text) external _msg_rpc
00007ff800d15372 (__TEXT,__text) external _msg_send
00007ff800d1019c (__TEXT,__text) external _msgctl
00007ff800d119bc (__TEXT,__text) external _msgget
00007ff800d119d4 (__TEXT,__text) external _msgrcv
00007ff800d101b4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800d119ec (__TEXT,__text) external _msgsnd
00007ff800d101cc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800d101e4 (__TEXT,__text) external _msgsys
00007ff800d101fc (__TEXT,__text) external _msync
00007ff800d10214 (__TEXT,__text) external _msync$NOCANCEL
00007ff800d11a04 (__TEXT,__text) external _munlock
00007ff800d11a1c (__TEXT,__text) external _munlockall
00007ff800d22109 (__TEXT,__text) external _munmap
00007ff800d11a34 (__TEXT,__text) external _necp_client_action
00007ff800d11a4c (__TEXT,__text) external _necp_match_policy
00007ff800d11a64 (__TEXT,__text) external _necp_open
00007ff800d11a7c (__TEXT,__text) external _necp_session_action
00007ff800d11a94 (__TEXT,__text) external _necp_session_open
00007ff800d11aac (__TEXT,__text) external _net_qos_guideline
00007ff800d11ac4 (__TEXT,__text) external _netagent_trigger
00007ff800d2e75a (__TEXT,__text) external _netname_check_in
00007ff800d2eb7a (__TEXT,__text) external _netname_check_out
00007ff800d2e906 (__TEXT,__text) external _netname_look_up
00007ff800d2ed1c (__TEXT,__text) external _netname_version
00007ff800d17892 (__TEXT,__text) external _nfsclnt
00007ff800d11adc (__TEXT,__text) external _nfssvc
00007ff8400c6200 (__DATA,__data) external _non_boost_assertion_token
00007ff8400c61f8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800d11af4 (__TEXT,__text) external _ntp_adjtime
00007ff800d11b0c (__TEXT,__text) external _ntp_gettime
00007ff800d11b24 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800d1f52c (__TEXT,__text) external _open
00007ff800d178fa (__TEXT,__text) external _open$NOCANCEL
00007ff800d201fc (__TEXT,__text) external _open_dprotected_np
00007ff800d1f5eb (__TEXT,__text) external _openat
00007ff800d179b9 (__TEXT,__text) external _openat$NOCANCEL
00007ff800d203af (__TEXT,__text) external _openat_authenticated_np
00007ff800d202d5 (__TEXT,__text) external _openat_dprotected_np
00007ff800d11b3c (__TEXT,__text) external _openbyid_np
00007ff800d1357f (__TEXT,__text) external _os_buflet_get_data_address
00007ff800d13566 (__TEXT,__text) external _os_buflet_get_data_length
00007ff800d13584 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800d13562 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800d13576 (__TEXT,__text) external _os_buflet_get_object_address
00007ff800d1357b (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800d13570 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800d1356a (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800d1b7d6 (__TEXT,__text) external _os_channel_advance_slot
00007ff800d1c055 (__TEXT,__text) external _os_channel_attr_clone
00007ff800d1c010 (__TEXT,__text) external _os_channel_attr_create
00007ff800d1c214 (__TEXT,__text) external _os_channel_attr_destroy
00007ff800d1c378 (__TEXT,__text) external _os_channel_attr_get
00007ff800d1c4d0 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800d1c262 (__TEXT,__text) external _os_channel_attr_set
00007ff800d1c11b (__TEXT,__text) external _os_channel_attr_set_key
00007ff800d1b79e (__TEXT,__text) external _os_channel_available_slot_count
00007ff800d1d59e (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800d1d094 (__TEXT,__text) external _os_channel_buflet_free
00007ff800d1d579 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800d1b4fe (__TEXT,__text) external _os_channel_create
00007ff800d1aafe (__TEXT,__text) external _os_channel_create_extended
00007ff800d1b63a (__TEXT,__text) external _os_channel_destroy
00007ff800d1d4f4 (__TEXT,__text) external _os_channel_event_free
00007ff800d20fd5 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800d20f4b (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800d1bd9f (__TEXT,__text) external _os_channel_flow_admissible
00007ff800d1bec8 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800d1becb (__TEXT,__text) external _os_channel_flow_adv_get_feedback
00007ff800d1bd84 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800d1b50d (__TEXT,__text) external _os_channel_get_fd
00007ff800d1d4f9 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800d1d1d8 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800d1b825 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800d1bd24 (__TEXT,__text) external _os_channel_get_stats_region
00007ff800d1d75b (__TEXT,__text) external _os_channel_get_upp_buffer_stats
00007ff800d1b2e4 (__TEXT,__text) non-external _os_channel_info2attr
00007ff800d1b406 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800d1b698 (__TEXT,__text) external _os_channel_is_defunct
00007ff800d1c88d (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800d1c52d (__TEXT,__text) external _os_channel_packet_alloc
00007ff800d1c534 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800d1c897 (__TEXT,__text) external _os_channel_packet_free
00007ff800d1cc2c (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800d1b77d (__TEXT,__text) external _os_channel_pending
00007ff800d1ce9b (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800d1b510 (__TEXT,__text) external _os_channel_read_attr
00007ff800d1b5f9 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800d1b6a5 (__TEXT,__text) external _os_channel_ring_id
00007ff800d1b795 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800d1b78c (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800d1b72f (__TEXT,__text) external _os_channel_rx_ring
00007ff800d1bb5a (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800d1c9db (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800d1cb02 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800d1bc3c (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800d1b61b (__TEXT,__text) external _os_channel_sync
00007ff800d1b6f4 (__TEXT,__text) external _os_channel_tx_ring
00007ff800d1b550 (__TEXT,__text) external _os_channel_write_attr
00007ff800d1352e (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800d0f320 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800d1fe24 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800d1ff29 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800d11b54 (__TEXT,__text) external _os_fault_with_payload
00007ff800d13529 (__TEXT,__text) external _os_inet_checksum
00007ff800d1a1e7 (__TEXT,__text) external _os_log_coprocessor_as_kernel
00007ff800d1a201 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
00007ff800d1e269 (__TEXT,__text) external _os_nexus_attr_clone
00007ff800d1e224 (__TEXT,__text) external _os_nexus_attr_create
00007ff800d1e422 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800d1e3ec (__TEXT,__text) external _os_nexus_attr_get
00007ff800d1e2c7 (__TEXT,__text) external _os_nexus_attr_set
00007ff800d1eb16 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800d1e7c4 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800d1e7e5 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800d1e435 (__TEXT,__text) external _os_nexus_controller_create
00007ff800d1e7b8 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800d1f010 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800d1e7d9 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800d1e4ce (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800d1ed94 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800d1e92a (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800d1e4d1 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800d1ed1f (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800d1e8c4 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800d1f482 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
00007ff800d1f30b (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800d13472 (__TEXT,__text) external _os_packet_add_buflet
00007ff800d12e8e (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800d12f3b (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800d134e7 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800d1337b (__TEXT,__text) external _os_packet_finalize
00007ff800d13506 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800d13331 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800d12dac (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800d13329 (__TEXT,__text) external _os_packet_get_data_length
00007ff800d12f8c (__TEXT,__text) external _os_packet_get_expire_time
00007ff800d12fe4 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800d12ec1 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800d12f7c (__TEXT,__text) external _os_packet_get_group_end
00007ff800d12f59 (__TEXT,__text) external _os_packet_get_group_start
00007ff800d12bcc (__TEXT,__text) external _os_packet_get_headroom
00007ff800d12e9c (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800d132d6 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800d12bff (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800d12c2e (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800d12beb (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800d12c16 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800d1334b (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800d1316d (__TEXT,__text) external _os_packet_get_packetid
00007ff800d13372 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800d12d25 (__TEXT,__text) external _os_packet_get_service_class
00007ff800d1303e (__TEXT,__text) external _os_packet_get_token
00007ff800d13588 (__TEXT,__text) external _os_packet_get_trace_id
00007ff800d12df0 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800d12c87 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800d12c4b (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800d12c69 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800d13306 (__TEXT,__text) external _os_packet_get_truncated
00007ff800d1326d (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800d13275 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800d1324a (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800d132ba (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800d134ca (__TEXT,__text) external _os_packet_increment_use_count
00007ff800d1327b (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800d12da2 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800d12fb5 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800d1300c (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800d12efe (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800d12f69 (__TEXT,__text) external _os_packet_set_group_end
00007ff800d12f46 (__TEXT,__text) external _os_packet_set_group_start
00007ff800d12bb6 (__TEXT,__text) external _os_packet_set_headroom
00007ff800d12e76 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800d132e5 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800d13316 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800d12bf4 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800d12c23 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800d12bd5 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800d12c0b (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800d131dd (__TEXT,__text) external _os_packet_set_packetid
00007ff800d135ce (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800d12ca5 (__TEXT,__text) external _os_packet_set_service_class
00007ff800d130ce (__TEXT,__text) external _os_packet_set_token
00007ff800d13590 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800d12dcd (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800d12c96 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800d12c78 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800d12c3c (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800d12c5a (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800d135d9 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800d1350f (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800d1322e (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800d132c9 (__TEXT,__text) external _os_packet_set_wake_flag
00007ff800d13598 (__TEXT,__text) external _os_packet_trace_event
00007ff800d15aa0 (__TEXT,__text) external _os_proc_available_memory
00007ff800d15297 (__TEXT,__text) external _panic
00007ff800d15290 (__TEXT,__text) external _panic_init
00007ff800d11b6c (__TEXT,__text) external _panic_with_data
00007ff800d11b84 (__TEXT,__text) external _pathconf
00007ff800d11b9c (__TEXT,__text) external _peeloff
00007ff800d0f1e4 (__TEXT,__text) external _pid_for_task
00007ff800d11bb4 (__TEXT,__text) external _pid_hibernate
00007ff800d11bcc (__TEXT,__text) external _pid_resume
00007ff800d1d7e9 (__TEXT,__text) external _pid_shutdown_networking
00007ff800d11be4 (__TEXT,__text) external _pid_shutdown_sockets
00007ff800d11bfc (__TEXT,__text) external _pid_suspend
00007ff800d103dc (__TEXT,__text) external _pipe
00007ff800d11c14 (__TEXT,__text) external _pivot_root
00007ff800d11c2c (__TEXT,__text) external _poll
00007ff800d103f8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800d12b0b (__TEXT,__text) non-external _port_for_id_internal
00007ff800d152e8 (__TEXT,__text) external _port_obj_init
00007ff8400c63e0 (__DATA,__common) external _port_obj_table
00007ff8400c61e8 (__DATA,__data) external _port_obj_table_size
00007ff800d11854 (__TEXT,__text) external _posix_madvise
00007ff800d19f8b (__TEXT,__text) external _posix_spawn
00007ff800d18dcf (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800d1924a (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800d1934d (__TEXT,__text) external _posix_spawn_file_actions_addchdir
00007ff800d19348 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800d19154 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800d191c1 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800d193e3 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
00007ff800d193de (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800d192db (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800d1901f (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800d18fe2 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800d18f7a (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800d1872f (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800d18d16 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800d199c7 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800d19993 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800d189ad (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800d18951 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800d19492 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800d188e8 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800d1961c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800d18a0e (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800d1891d (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800d18a28 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800d18903 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800d18937 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800d18635 (__TEXT,__text) external _posix_spawnattr_init
00007ff800d18d32 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800d19d67 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800d19e78 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
00007ff800d18d69 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800d18d4e (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800d18d85 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800d19b5c (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800d199af (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800d19e36 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800d19c45 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800d19c80 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800d194f6 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800d19e93 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800d39990 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800d19e57 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800d19f6f (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800d19cf1 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800d19b2a (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800d19ab4 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800d19adc (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800d199e3 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800d19a8c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800d18cfe (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800d19e15 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800d195e9 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800d1996c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800d19571 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800d18c25 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800d194de (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800d19b92 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800d18bec (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800d18b14 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800d18f47 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800d18a8e (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800d198b6 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800d19475 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800d19450 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800d18bc7 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800d18f13 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800d188d0 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800d194b5 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800d196c0 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800d19b43 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800d18b97 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800d18a5c (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800d18baf (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800d18a42 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800d18a74 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800d18da6 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800d11c44 (__TEXT,__text) external _pread
00007ff800d10428 (__TEXT,__text) external _pread$NOCANCEL
00007ff800d11c5c (__TEXT,__text) external _preadv
00007ff800d10440 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800d17b90 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800d170e8 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800d173c4 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800d16a0d (__TEXT,__text) external _proc_clear_dirty
00007ff800d172d1 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800d16822 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800d172c4 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800d172cc (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800d17411 (__TEXT,__text) external _proc_disable_apptype
00007ff800d16dd8 (__TEXT,__text) external _proc_disable_cpumon
00007ff800d17017 (__TEXT,__text) external _proc_disable_wakemon
00007ff800d1713e (__TEXT,__text) external _proc_donate_importance_boost
00007ff800d17471 (__TEXT,__text) external _proc_enable_apptype
00007ff800d16ce6 (__TEXT,__text) external _proc_get_cpumon_params
00007ff800d169b2 (__TEXT,__text) external _proc_get_dirty
00007ff800d16fb0 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800d17198 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800d17250 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800d166c2 (__TEXT,__text) external _proc_kmsgbuf
00007ff800d168ab (__TEXT,__text) external _proc_libversion
00007ff800d17059 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800d17040 (__TEXT,__text) external _proc_list_uptrs
00007ff800d16322 (__TEXT,__text) external _proc_listallpids
00007ff800d1638c (__TEXT,__text) external _proc_listchildpids
00007ff800d16428 (__TEXT,__text) external _proc_listcoalitions
00007ff800d16357 (__TEXT,__text) external _proc_listpgrppids
00007ff800d162f7 (__TEXT,__text) external _proc_listpids
00007ff800d20420 (__TEXT,__text) external _proc_listpidspath
00007ff800d1653e (__TEXT,__text) external _proc_name
00007ff800d16453 (__TEXT,__text) external _proc_pid_rusage
00007ff800d16503 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800d164ba (__TEXT,__text) external _proc_pidfdinfo
00007ff800d164df (__TEXT,__text) external _proc_pidfileportinfo
00007ff800d163c1 (__TEXT,__text) external _proc_pidinfo
00007ff800d163e6 (__TEXT,__text) external _proc_pidoriginatorinfo
