00007ff841a9d3b8 (__DATA,__data) external _NDR_record
00007ff8002ff731 (__TEXT,__text) external _mach_vm_page_range_query
00007ff8002e78c9 (__TEXT,__text) external _mach_vm_protect
00007ff8002e74ea (__TEXT,__text) external _mach_vm_purgable_control
00007ff8002f7692 (__TEXT,__text) external _mach_vm_read
00007ff8002febe2 (__TEXT,__text) external _mach_vm_read_list
00007ff8002ecd65 (__TEXT,__text) external _mach_vm_read_overwrite
00007ff8002e820f (__TEXT,__text) external _mach_vm_region
00007ff8002ecb62 (__TEXT,__text) external _mach_vm_region_recurse
00007ff8002f757c (__TEXT,__text) external _mach_vm_remap
00007ff8002f7607 (__TEXT,__text) external _mach_vm_remap_new
00007ff8002f9ba0 (__TEXT,__text) external _mach_vm_wire
00007ff8002fed37 (__TEXT,__text) external _mach_vm_write
00007ff8002e8411 (__TEXT,__text) external _mach_voucher_attr_command
00007ff8002e5e20 (__TEXT,__text) external _mach_voucher_deallocate
00007ff800307bf4 (__TEXT,__text) external _mach_voucher_debug_info
00007ff800307a6c (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8002ec836 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8002e6911 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8002e4ab4 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8002e4ae4 (__TEXT,__text) external _mach_wait_until
00007ff8002fb693 (__TEXT,__text) external _mach_zone_force_gc
00007ff8002fc2bd (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8002fc194 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8002fb537 (__TEXT,__text) external _mach_zone_info
00007ff8002fc00b (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8002fbec7 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8002e4a6c (__TEXT,__text) external _macx_backing_store_recovery
00007ff8002e4a60 (__TEXT,__text) external _macx_backing_store_suspend
00007ff8002e4a3c (__TEXT,__text) external _macx_swapoff
00007ff8002e4a30 (__TEXT,__text) external _macx_swapon
00007ff8002e4a54 (__TEXT,__text) external _macx_triggers
00007ff8002e6bb0 (__TEXT,__text) external _madvise
00007ff8002e99a2 (__TEXT,__text) non-external (was a private external) _malloc
00007ff841a9d440 (__DATA,__bss) non-external _master_host_port
00007ff8002ee02d (__TEXT,__text) non-external (was a private external) _memchr
00007ff8002ee03a (__TEXT,__text) non-external (was a private external) _memcmp
00007ff8002e4c81 (__TEXT,__text) non-external (was a private external) _memcpy
00007ff8002ee047 (__TEXT,__text) non-external (was a private external) _memmove
00007ff8002eb3f4 (__TEXT,__text) external _memorystatus_control
00007ff800308b58 (__TEXT,__text) external _memorystatus_get_level
00007ff8002f01fe (__TEXT,__text) external _mig_allocate
00007ff8002e6ff5 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8002f73bf (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8002e8ee1 (__TEXT,__text) external _mig_deallocate
00007ff8002e4c8e (__TEXT,__text) external _mig_get_reply_port
00007ff8002e5cf1 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8002e8980 (__TEXT,__text) external _mig_put_reply_port
00007ff8002e81d9 (__TEXT,__text) external _mig_reply_setup
00007ff8002e89a3 (__TEXT,__text) external _mig_strncpy
00007ff8002e5d17 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800308b70 (__TEXT,__text) external _mincore
00007ff800308b88 (__TEXT,__text) external _minherit
00007ff8002e4b08 (__TEXT,__text) external _mk_timer_arm
00007ff8002e4b20 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8002e4b14 (__TEXT,__text) external _mk_timer_cancel
00007ff8002e4af0 (__TEXT,__text) external _mk_timer_create
00007ff8002e4afc (__TEXT,__text) external _mk_timer_destroy
00007ff8002e5ed0 (__TEXT,__text) external _mkdir
00007ff8002e75ec (__TEXT,__text) external _mkdirat
00007ff800308ba0 (__TEXT,__text) external _mkfifo
00007ff800308bb8 (__TEXT,__text) external _mknod
00007ff8002ebf0c (__TEXT,__text) external _mlock
00007ff800308bd0 (__TEXT,__text) external _mlockall
00007ff8002e53dd (__TEXT,__text) external _mmap
00007ff8002eddfc (__TEXT,__text) external _mount
00007ff8002e793c (__TEXT,__text) external _mprotect
00007ff800308be8 (__TEXT,__text) external _mremap_encrypted
00007ff8002f0318 (__TEXT,__text) external _msg_receive
00007ff8002f030c (__TEXT,__text) external _msg_rpc
00007ff8002f0312 (__TEXT,__text) external _msg_send
00007ff800308200 (__TEXT,__text) external _msgctl
00007ff800308c00 (__TEXT,__text) external _msgget
00007ff800308c18 (__TEXT,__text) external _msgrcv
00007ff800308218 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800308c30 (__TEXT,__text) external _msgsnd
00007ff800308230 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800308248 (__TEXT,__text) external _msgsys
00007ff8002e95f0 (__TEXT,__text) external _msync
00007ff800308260 (__TEXT,__text) external _msync$NOCANCEL
00007ff8002ebf24 (__TEXT,__text) external _munlock
00007ff800308c48 (__TEXT,__text) external _munlockall
00007ff8002e755d (__TEXT,__text) external _munmap
00007ff8002e7bd0 (__TEXT,__text) external _necp_client_action
00007ff8002ecd38 (__TEXT,__text) external _necp_match_policy
00007ff8002e7ba0 (__TEXT,__text) external _necp_open
00007ff800308c60 (__TEXT,__text) external _necp_session_action
00007ff800308c78 (__TEXT,__text) external _necp_session_open
00007ff800308c90 (__TEXT,__text) external _net_qos_guideline
00007ff800308ca8 (__TEXT,__text) external _netagent_trigger
00007ff800300e31 (__TEXT,__text) external _netname_check_in
00007ff800301159 (__TEXT,__text) external _netname_check_out
00007ff800300f84 (__TEXT,__text) external _netname_look_up
00007ff8003012a5 (__TEXT,__text) external _netname_version
00007ff800308cc0 (__TEXT,__text) external _nfsclnt
00007ff800308cd8 (__TEXT,__text) external _nfssvc
00007ff841a9d3d8 (__DATA,__data) external _non_boost_assertion_token
00007ff841a9d3d0 (__DATA,__data) external _normal_boost_assertion_token
00007ff800308cf0 (__TEXT,__text) external _ntp_adjtime
00007ff800308d08 (__TEXT,__text) external _ntp_gettime
00007ff800308d20 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8002ed565 (__TEXT,__text) external _open
00007ff8002f1281 (__TEXT,__text) external _open$NOCANCEL
00007ff8002e8d49 (__TEXT,__text) external _open_dprotected_np
00007ff8002f5d9e (__TEXT,__text) external _openat
00007ff8002f13bb (__TEXT,__text) external _openat$NOCANCEL
00007ff800308d38 (__TEXT,__text) external _openbyid_np
00007ff8002efc0b (__TEXT,__text) external _os_buflet_get_data_address
00007ff8002efbee (__TEXT,__text) external _os_buflet_get_data_length
00007ff8002efc10 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8002efbe9 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8002efc01 (__TEXT,__text) external _os_buflet_get_object_address
00007ff8002efc06 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8002efbfa (__TEXT,__text) external _os_buflet_set_data_length
00007ff8002efbf3 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8002f32fc (__TEXT,__text) external _os_channel_advance_slot
00007ff8002f39b9 (__TEXT,__text) external _os_channel_attr_clone
00007ff8002f398a (__TEXT,__text) external _os_channel_attr_create
00007ff8002f3ae9 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8002f3c3c (__TEXT,__text) external _os_channel_attr_get
00007ff8002f3db4 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8002f3b16 (__TEXT,__text) external _os_channel_attr_set
00007ff8002f3a24 (__TEXT,__text) external _os_channel_attr_set_key
00007ff8002f32c4 (__TEXT,__text) external _os_channel_available_slot_count
00007ff8002f4acf (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800309f6e (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.1
00007ff800309f87 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.2
00007ff800309fa0 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.3
00007ff800309fb0 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.4
00007ff8002f4c32 (__TEXT,__text) external _os_channel_buflet_free
00007ff800309fca (__TEXT,__text) non-external _os_channel_buflet_free.cold.1
00007ff800309fe3 (__TEXT,__text) non-external _os_channel_buflet_free.cold.2
00007ff800309ff3 (__TEXT,__text) non-external _os_channel_buflet_free.cold.3
00007ff8002f4aaa (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8002f3056 (__TEXT,__text) external _os_channel_create
00007ff8002f28cc (__TEXT,__text) external _os_channel_create_extended
00007ff8003098c9 (__TEXT,__text) non-external _os_channel_create_extended.cold.1
00007ff8003098e3 (__TEXT,__text) non-external _os_channel_create_extended.cold.2
00007ff8003098fd (__TEXT,__text) non-external _os_channel_create_extended.cold.3
00007ff800309917 (__TEXT,__text) non-external _os_channel_create_extended.cold.4
00007ff800309931 (__TEXT,__text) non-external _os_channel_create_extended.cold.5
00007ff8002f3192 (__TEXT,__text) external _os_channel_destroy
00007ff8002f4a29 (__TEXT,__text) external _os_channel_event_free
00007ff8002f7347 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8002f7282 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8002f3853 (__TEXT,__text) external _os_channel_flow_admissible
00007ff8002f383c (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8002f3065 (__TEXT,__text) external _os_channel_get_fd
00007ff8002f4a2e (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8002f4707 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800309ec6 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.1
00007ff800309ed6 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.2
00007ff800309ef0 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.3
00007ff800309f0a (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.4
00007ff800309f1a (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.5
00007ff800309f34 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.6
00007ff800309f44 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.7
00007ff800309f5e (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.8
00007ff8002f334d (__TEXT,__text) external _os_channel_get_next_slot
00007ff800309a8e (__TEXT,__text) non-external _os_channel_get_next_slot.cold.1
00007ff800309b50 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.10
00007ff800309a9e (__TEXT,__text) non-external _os_channel_get_next_slot.cold.2
00007ff800309ab8 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.3
00007ff800309ad2 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.4
00007ff800309ae2 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.5
00007ff800309afc (__TEXT,__text) non-external _os_channel_get_next_slot.cold.6
00007ff800309b0c (__TEXT,__text) non-external _os_channel_get_next_slot.cold.7
00007ff800309b26 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.8
00007ff800309b36 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.9
00007ff8002f37d9 (__TEXT,__text) external _os_channel_get_stats_region
00007ff8002f2e55 (__TEXT,__text) non-external _os_channel_info2attr
00007ff8002f2f97 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800309a4c (__TEXT,__text) non-external _os_channel_init_ring.cold.1
00007ff800309a5c (__TEXT,__text) non-external _os_channel_init_ring.cold.2
00007ff800309a75 (__TEXT,__text) non-external _os_channel_init_ring.cold.3
00007ff8002f31cf (__TEXT,__text) external _os_channel_is_defunct
00007ff8002f3e0c (__TEXT,__text) external _os_channel_packet_alloc
00007ff800309bf8 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.1
00007ff800309c08 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.2
00007ff800309c22 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.3
00007ff800309c3c (__TEXT,__text) non-external _os_channel_packet_alloc.cold.4
00007ff800309c4c (__TEXT,__text) non-external _os_channel_packet_alloc.cold.5
00007ff800309c66 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.6
00007ff800309c76 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.7
00007ff800309c90 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.8
00007ff800309ca0 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.9
00007ff8002f40d7 (__TEXT,__text) external _os_channel_packet_free
00007ff800309cba (__TEXT,__text) non-external _os_channel_packet_free.cold.1
00007ff800309cd3 (__TEXT,__text) non-external _os_channel_packet_free.cold.2
00007ff800309ce3 (__TEXT,__text) non-external _os_channel_packet_free.cold.3
00007ff8002f43e5 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800309dae (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.1
00007ff800309e82 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.10
00007ff800309e92 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.11
00007ff800309eac (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.12
00007ff800309dbe (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.2
00007ff800309dd8 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.3
00007ff800309df2 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.4
00007ff800309e0c (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.5
00007ff800309e26 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.6
00007ff800309e36 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.7
00007ff800309e4f (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.8
00007ff800309e69 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.9
00007ff8002f32a3 (__TEXT,__text) external _os_channel_pending
00007ff8002f3068 (__TEXT,__text) external _os_channel_read_attr
00007ff8002f314f (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8002f31dc (__TEXT,__text) external _os_channel_ring_id
00007ff8002f32bb (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8002f32b2 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8002f325f (__TEXT,__text) external _os_channel_rx_ring
00007ff8002f363e (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800309b69 (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.1
00007ff800309b79 (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.2
00007ff800309b93 (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.3
00007ff8002f41ef (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800309cfd (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.1
00007ff800309d0d (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.2
00007ff800309d26 (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.3
00007ff800309d40 (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.4
00007ff8002f42da (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800309d5a (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.1
00007ff800309d74 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.2
00007ff800309d84 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.3
00007ff800309d94 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.4
00007ff8002f36f6 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800309bac (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.1
00007ff800309bc5 (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.2
00007ff800309bdf (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.3
00007ff8002f3171 (__TEXT,__text) external _os_channel_sync
00007ff8002f322c (__TEXT,__text) external _os_channel_tx_ring
00007ff8002f30a6 (__TEXT,__text) external _os_channel_write_attr
00007ff8002efbba (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8002f6270 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8002f675e (__TEXT,__text) external _os_cpu_in_cksum
00007ff8002f6853 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff80030a01f (__TEXT,__text) non-external _os_cpu_in_cksum_mbuf.cold.1
00007ff80030a02f (__TEXT,__text) non-external _os_cpu_in_cksum_mbuf.cold.2
00007ff800308d50 (__TEXT,__text) external _os_fault_with_payload
00007ff8002efbb5 (__TEXT,__text) external _os_inet_checksum
00007ff8002f529f (__TEXT,__text) external _os_nexus_attr_clone
00007ff8002f5270 (__TEXT,__text) external _os_nexus_attr_create
00007ff8002f54ec (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8002f53dc (__TEXT,__text) external _os_nexus_attr_get
00007ff8002f52d3 (__TEXT,__text) external _os_nexus_attr_set
00007ff8002f57de (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8002f57ff (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8002f54f1 (__TEXT,__text) external _os_nexus_controller_create
00007ff8002f57d2 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8002f5a78 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8002f57f3 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8002f556e (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8002f5919 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8002f5571 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8002f58ba (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8002efae9 (__TEXT,__text) external _os_packet_add_buflet
00007ff800309625 (__TEXT,__text) non-external _os_packet_add_buflet.cold.1
00007ff800309635 (__TEXT,__text) non-external _os_packet_add_buflet.cold.2
00007ff8002ef432 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8002efb79 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8002ef930 (__TEXT,__text) external _os_packet_finalize
00007ff800309615 (__TEXT,__text) non-external _os_packet_finalize.cold.1
00007ff8002efb98 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff80030964f (__TEXT,__text) non-external _os_packet_get_aggregation_type.cold.1
00007ff8002ef883 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8002ef289 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800309421 (__TEXT,__text) non-external _os_packet_get_compression_generation_count.cold.1
00007ff8002ef87b (__TEXT,__text) external _os_packet_get_data_length
00007ff8002ef4d3 (__TEXT,__text) external _os_packet_get_expire_time
00007ff8003094d7 (__TEXT,__text) non-external _os_packet_get_expire_time.cold.1
00007ff8002ef3a9 (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8002ef4af (__TEXT,__text) external _os_packet_get_group_end
00007ff8003094bd (__TEXT,__text) non-external _os_packet_get_group_end.cold.1
00007ff8002ef464 (__TEXT,__text) external _os_packet_get_group_start
00007ff800309489 (__TEXT,__text) non-external _os_packet_get_group_start.cold.1
00007ff8002eef4d (__TEXT,__text) external _os_packet_get_headroom
00007ff800309267 (__TEXT,__text) non-external _os_packet_get_headroom.cold.1
00007ff8002ef375 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800309455 (__TEXT,__text) non-external _os_packet_get_inet_checksum.cold.1
00007ff8002ef812 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8002eefd6 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8003092cf (__TEXT,__text) non-external _os_packet_get_link_broadcast.cold.1
00007ff8002ef055 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800309337 (__TEXT,__text) non-external _os_packet_get_link_ethfcs.cold.1
00007ff8002eef9a (__TEXT,__text) external _os_packet_get_link_header_length
00007ff80030929b (__TEXT,__text) non-external _os_packet_get_link_header_length.cold.1
00007ff8002ef015 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800309303 (__TEXT,__text) non-external _os_packet_get_link_multicast.cold.1
00007ff8002ef8af (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8003095eb (__TEXT,__text) non-external _os_packet_get_next_buflet.cold.1
00007ff8002ef685 (__TEXT,__text) external _os_packet_get_packetid
00007ff80030954f (__TEXT,__text) non-external _os_packet_get_packetid.cold.1
00007ff8002ef913 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8003095fb (__TEXT,__text) non-external _os_packet_get_segment_count.cold.1
00007ff8002ef1ed (__TEXT,__text) external _os_packet_get_service_class
00007ff8002ef554 (__TEXT,__text) external _os_packet_get_token
00007ff80030950b (__TEXT,__text) non-external _os_packet_get_token.cold.1
00007ff80030951b (__TEXT,__text) non-external _os_packet_get_token.cold.2
00007ff8002efc15 (__TEXT,__text) external _os_packet_get_trace_id
00007ff8002ef2c8 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8002ef126 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8003093d3 (__TEXT,__text) non-external _os_packet_get_transport_retransmit.cold.1
00007ff8002ef09a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff80030936b (__TEXT,__text) non-external _os_packet_get_transport_traffic_background.cold.1
00007ff8002ef0e0 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff80030939f (__TEXT,__text) non-external _os_packet_get_transport_traffic_realtime.cold.1
00007ff8002ef857 (__TEXT,__text) external _os_packet_get_truncated
00007ff8003095d1 (__TEXT,__text) non-external _os_packet_get_truncated.cold.1
00007ff8002ef7f5 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8002ef7fd (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8002ef7b0 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff80030959d (__TEXT,__text) non-external _os_packet_get_vlan_tag.cold.1
00007ff8002ef803 (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8002efb5c (__TEXT,__text) external _os_packet_increment_use_count
00007ff8002ef26b (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800309407 (__TEXT,__text) non-external _os_packet_set_compression_generation_count.cold.1
00007ff8002ef511 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8003094f1 (__TEXT,__text) non-external _os_packet_set_expire_time.cold.1
00007ff8002ef3e9 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8002ef488 (__TEXT,__text) external _os_packet_set_group_end
00007ff8003094a3 (__TEXT,__text) non-external _os_packet_set_group_end.cold.1
00007ff8002ef43d (__TEXT,__text) external _os_packet_set_group_start
00007ff80030946f (__TEXT,__text) non-external _os_packet_set_group_start.cold.1
00007ff8002eef1d (__TEXT,__text) external _os_packet_set_headroom
00007ff80030924d (__TEXT,__text) non-external _os_packet_set_headroom.cold.1
00007ff8002ef34f (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff80030943b (__TEXT,__text) non-external _os_packet_set_inet_checksum.cold.1
00007ff8002ef821 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8003095b7 (__TEXT,__text) non-external _os_packet_set_keep_alive.cold.1
00007ff8002eefb7 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8003092b5 (__TEXT,__text) non-external _os_packet_set_link_broadcast.cold.1
00007ff8002ef036 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff80030931d (__TEXT,__text) non-external _os_packet_set_link_ethfcs.cold.1
00007ff8002eef6a (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800309281 (__TEXT,__text) non-external _os_packet_set_link_header_length.cold.1
00007ff8002eeff6 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8003092e9 (__TEXT,__text) non-external _os_packet_set_link_multicast.cold.1
00007ff8002ef6f7 (__TEXT,__text) external _os_packet_set_packetid
00007ff800309569 (__TEXT,__text) non-external _os_packet_set_packetid.cold.1
00007ff8002ef16c (__TEXT,__text) external _os_packet_set_service_class
00007ff8002ef5d8 (__TEXT,__text) external _os_packet_set_token
00007ff800309535 (__TEXT,__text) non-external _os_packet_set_token.cold.1
00007ff8002efc29 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800309669 (__TEXT,__text) non-external _os_packet_set_trace_id.cold.1
00007ff8002ef2a5 (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8002ef149 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8003093ed (__TEXT,__text) non-external _os_packet_set_transport_last_packet.cold.1
00007ff8002ef103 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8003093b9 (__TEXT,__text) non-external _os_packet_set_transport_retransmit.cold.1
00007ff8002ef077 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800309351 (__TEXT,__text) non-external _os_packet_set_transport_traffic_background.cold.1
00007ff8002ef0bd (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800309385 (__TEXT,__text) non-external _os_packet_set_transport_traffic_realtime.cold.1
00007ff8002ef771 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800309583 (__TEXT,__text) non-external _os_packet_set_vlan_tag.cold.1
00007ff8002efc45 (__TEXT,__text) external _os_packet_trace_event
00007ff800309683 (__TEXT,__text) non-external _os_packet_trace_event.cold.1
00007ff8002f0813 (__TEXT,__text) external _os_proc_available_memory
00007ff8002f0265 (__TEXT,__text) external _panic
00007ff8002f025e (__TEXT,__text) external _panic_init
00007ff8002eabc4 (__TEXT,__text) external _pathconf
00007ff800308d68 (__TEXT,__text) external _peeloff
00007ff8002e4a24 (__TEXT,__text) external _pid_for_task
00007ff800308d80 (__TEXT,__text) external _pid_hibernate
00007ff800308d98 (__TEXT,__text) external _pid_resume
00007ff8002f4d8f (__TEXT,__text) external _pid_shutdown_networking
00007ff800308db0 (__TEXT,__text) external _pid_shutdown_sockets
00007ff800308dc8 (__TEXT,__text) external _pid_suspend
00007ff8002e9608 (__TEXT,__text) external _pipe
00007ff800308de0 (__TEXT,__text) external _pivot_root
00007ff8002eeee9 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff8002eef03 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8002eb0a0 (__TEXT,__text) external _poll
00007ff800308338 (__TEXT,__text) external _poll$NOCANCEL
00007ff8002eee63 (__TEXT,__text) non-external _port_for_id_internal
00007ff8002f02b5 (__TEXT,__text) external _port_obj_init
00007ff841a9d400 (__DATA,__common) external _port_obj_table
00007ff841a9d3c0 (__DATA,__data) external _port_obj_table_size
00007ff8002e6bb0 (__TEXT,__text) external _posix_madvise
00007ff8002e9d51 (__TEXT,__text) external _posix_spawn
00007ff8002ed404 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8002f1e24 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8002f1eb3 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8002edf14 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8002e99af (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8002f1f3b (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8002edea5 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8002ed81a (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8002ea118 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8002e9970 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff841a9d420 (__DATA,__common) non-external (was a private external) _posix_spawn_with_filter
00007ff8002ea001 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8002f1dec (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8002f21ed (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8002f21b9 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
