                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
000000028e3a1c28 (__DATA_CONST,__const) external _MTRArrayValueType
00000002981f3af8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterApplication
00000002981f3b98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterApplicationEP
00000002981f3b70 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterApplicationEPStruct
00000002981f3ad0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterApplicationStruct
00000002981e9530 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterHideAppParams
00000002981e9490 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterLaunchAppParams
00000002981e9580 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterLauncherResponseParams
00000002981e94e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRApplicationLauncherClusterStopAppParams
00000002981f9c50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAsyncCallbackQueueWorkItem
00000002981f9c00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAsyncCallbackWorkQueue
00000002981f97f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAttributeCacheContainer
00000002981f58a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAttributePath
00000002981f5920 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAttributeReport
00000002981f5808 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAttributeRequestPath
00000002981f8df0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAttributeValueWaiter
00000002981f3a58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAudioOutputClusterOutputInfo
00000002981f3a30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAudioOutputClusterOutputInfoStruct
00000002981e9440 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAudioOutputClusterRenameOutputParams
00000002981e93f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRAudioOutputClusterSelectOutputParams
00000002981f9430 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBarrierControlClusterBarrierControlGoToPercentParams
00000002981f9480 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBarrierControlClusterBarrierControlStopParams
00000002981f5e98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterAccessControl
00000002981f81e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterAccountLogin
00000002981f5ee8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterActions
00000002981f6f78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterActivatedCarbonFilterMonitoring
00000002981f6668 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterAdministratorCommissioning
00000002981f6ca8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterAirQuality
00000002981f87d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterAppleDeviceInformation
00000002981f8828 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterAppleLockCluster
00000002981f8198 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterApplicationBasic
00000002981f8148 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterApplicationLauncher
00000002981f80f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterAudioOutput
00000002981f7798 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBallastConfiguration
00000002981f9368 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBarrierControl
00000002981f5f88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBasic
00000002981f5f38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBasicInformation
00000002981f92c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBinaryInputBasic
00000002981f5e48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBinding
00000002981f67f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBooleanState
00000002981f6fc8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBooleanStateConfiguration
00000002981f65c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBridgedDeviceBasic
00000002981f6578 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterBridgedDeviceBasicInformation
00000002981f8378 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCameraAVSettingsUserLevelManagement
00000002981f8328 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCameraAVStreamManagement
00000002981f7a18 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCarbonDioxideConcentrationMeasurement
00000002981f79c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCarbonMonoxideConcentrationMeasurement
00000002981f7ec8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterChannel
00000002981f84b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterChime
00000002981f7518 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterClosureControl
00000002981f7568 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterClosureDimension
00000002981f7748 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterColorControl
00000002981f85a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommissionerControl
00000002981f8788 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommodityMetering
00000002981f7158 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommodityPrice
00000002981f8508 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterCommodityTariff
00000002981f8288 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterContentAppObserver
00000002981f8238 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterContentControl
00000002981f80a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterContentLauncher
00000002981f5df8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDescriptor
00000002981f71f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDeviceEnergyManagement
00000002981f73d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDeviceEnergyManagementMode
00000002981f6348 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDiagnosticLogs
00000002981f6d48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDishwasherAlarm
00000002981f6c58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDishwasherMode
00000002981f7478 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterDoorLock
00000002981f8558 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEcosystemInformation
00000002981f70b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalEnergyMeasurement
00000002981f7428 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalGridConditions
00000002981f94a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalMeasurement
00000002981f7068 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterElectricalPowerMeasurement
00000002981f7248 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEnergyEVSE
00000002981f7338 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEnergyEVSEMode
00000002981f7298 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEnergyPreference
00000002981f64d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterEthernetNetworkDiagnostics
00000002981f76a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFanControl
00000002981f6758 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFixedLabel
00000002981f78d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFlowMeasurement
00000002981f7b58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterFormaldehydeConcentrationMeasurement
00000002981f62a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGeneralCommissioning
00000002981f6398 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGeneralDiagnostics
00000002981f6708 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGroupKeyManagement
00000002981f5cb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterGroups
00000002981f6f28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterHEPAFilterMonitoring
00000002981f6848 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterICDManagement
00000002981f5c68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterIdentify
00000002981f77e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterIlluminanceMeasurement
00000002981f8648 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterJointFabricAdministrator
00000002981f85f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterJointFabricDatastore
00000002981f8058 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterKeypadInput
00000002981f6988 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLaundryDryerControls
00000002981f6ac8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLaundryWasherControls
00000002981f6a28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLaundryWasherMode
00000002981f5d58 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLevelControl
00000002981f6118 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLocalizationConfiguration
00000002981f8008 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterLowPower
00000002981f7fb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMediaInput
00000002981f7f68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMediaPlayback
00000002981f71a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMessages
00000002981f8738 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMeterIdentification
00000002981f6de8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMicrowaveOvenControl
00000002981f6d98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterMicrowaveOvenMode
00000002981f69d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterModeSelect
00000002981f62f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterNetworkCommissioning
00000002981f7a68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterNitrogenDioxideConcentrationMeasurement
00000002981f5fd8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOTASoftwareUpdateProvider
00000002981f6078 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOTASoftwareUpdateRequestor
00000002981f7978 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOccupancySensing
00000002981f5d08 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOnOff
00000002981f9228 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOnOffSwitchConfiguration
00000002981f66b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOperationalCredentials
00000002981f6e38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOperationalState
00000002981f6028 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOtaSoftwareUpdateProvider
00000002981f60c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOtaSoftwareUpdateRequestor
00000002981f68e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOvenCavityOperationalState
00000002981f6938 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOvenMode
00000002981f7ab8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterOzoneConcentrationMeasurement
00000002981f7bf8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPM10ConcentrationMeasurement
00000002981f7ba8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPM1ConcentrationMeasurement
00000002981f7b08 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPM25ConcentrationMeasurement
00000002981f6258 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPowerSource
00000002981f6208 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPowerSourceConfiguration
00000002981f72e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPowerTopology
00000002981f7888 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPressureMeasurement
00000002981f5da8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPulseWidthModulation
00000002981f7608 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPumpConfigurationAndControl
00000002981f8468 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterPushAVStreamTransport
00000002981f6b68 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRVCCleanMode
00000002981f6e88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRVCOperationalState
00000002981f6b18 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRVCRunMode
00000002981f7c98 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRadonConcentrationMeasurement
00000002981f6c08 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRefrigeratorAlarm
00000002981f6a78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRefrigeratorAndTemperatureControlledCabinetMode
00000002981f7928 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterRelativeHumidityMeasurement
00000002981f8918 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSampleMEI
00000002981f6ed8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterScenesManagement
00000002981f75b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterServiceArea
00000002981f6cf8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSmokeCOAlarm
00000002981f63e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSoftwareDiagnostics
00000002981f7ce8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSoilMeasurement
00000002981f6618 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterSwitch
00000002981f8698 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTLSCertificateManagement
00000002981f86e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTLSClientManagement
00000002981f7f18 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTargetNavigator
00000002981f6bb8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTemperatureControl
00000002981f7838 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTemperatureMeasurement
00000002981f88c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTestCluster
00000002981f7658 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThermostat
00000002981f76f8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThermostatUserInterfaceConfiguration
00000002981f7d88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThreadBorderRouterManagement
00000002981f6438 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThreadNetworkDiagnostics
00000002981f7dd8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterThreadNetworkDirectory
00000002981f6168 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTimeFormatLocalization
00000002981f6528 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTimeSynchronization
00000002981f6898 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTimer
00000002981f7c48 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterTotalVolatileOrganicCompoundsConcentrationMeasurement
00000002981f61b8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterUnitLocalization
00000002981f8878 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterUnitTesting
00000002981f67a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterUserLabel
00000002981f7018 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterValveConfigurationAndControl
00000002981f7e28 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWakeOnLAN
00000002981f7e78 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWakeOnLan
00000002981f7108 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWaterHeaterManagement
00000002981f7388 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWaterHeaterMode
00000002981f83c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWebRTCTransportProvider
00000002981f8418 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWebRTCTransportRequestor
00000002981f6488 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWiFiNetworkDiagnostics
00000002981f7d38 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWiFiNetworkManagement
00000002981f74c8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterWindowCovering
00000002981f82d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseClusterZoneManagement
00000002981f57e0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBaseDevice
00000002981ee0a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterCapabilityMinimaStruct
00000002981ee2d8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterLeaveEvent
00000002981e3810 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterMfgSpecificPingParams
00000002981ee378 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterReachableChangedEvent
00000002981ee238 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterShutDownEvent
00000002981ee198 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicClusterStartUpEvent
00000002981ee080 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterCapabilityMinimaStruct
00000002981ee2b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterLeaveEvent
00000002981ee120 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterProductAppearanceStruct
00000002981ee350 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterReachableChangedEvent
00000002981ee210 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterShutDownEvent
00000002981ee170 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBasicInformationClusterStartUpEvent
00000002981edb30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBindingClusterTargetStruct
00000002981efc00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateClusterStateChangeEvent
00000002981f0b50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterAlarmsStateChangedEvent
00000002981e61a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterEnableDisableAlarmParams
00000002981f0ba0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterSensorFaultEvent
00000002981e6150 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBooleanStateConfigurationClusterSuppressAlarmParams
00000002981ef5e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterLeaveEvent
00000002981ef688 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterReachableChangedEvent
00000002981ef548 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterShutDownEvent
00000002981ef4a8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicClusterStartUpEvent
00000002981ef700 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterActiveChangedEvent
00000002981e47b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterKeepActiveParams
00000002981ef5c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterLeaveEvent
00000002981ef430 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterProductAppearanceStruct
00000002981ef660 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterReachableChangedEvent
00000002981ef520 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterShutDownEvent
00000002981ef480 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRBridgedDeviceBasicInformationClusterStartUpEvent
00000002981ea340 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZRelativeMoveParams
00000002981ea2f0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZSetViewportParams
00000002981f42a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZStruct
00000002981ea200 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZMoveToPresetParams
00000002981f4250 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZPresetStruct
00000002981ea1b0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRelativeMoveParams
00000002981ea2a0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRemovePresetParams
00000002981ea250 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSavePresetParams
00000002981ea160 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSetPositionParams
00000002981f4200 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZStruct
00000002981f4110 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioCapabilitiesStruct
00000002981e9d00 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateParams
00000002981e9d50 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateResponseParams
00000002981e9da0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamDeallocateParams
00000002981f4160 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterAudioStreamStruct
00000002981ea0c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotParams
00000002981ea110 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotResponseParams
00000002981f40c0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterRateDistortionTradeOffPointsStruct
00000002981ea070 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSetStreamPrioritiesParams
00000002981f4070 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotCapabilitiesStruct
00000002981e9f30 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateParams
00000002981e9f80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateResponseParams
00000002981ea020 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamDeallocateParams
00000002981e9fd0 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamModifyParams
00000002981f4020 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamStruct
00000002981f3f80 (__AUTH,__objc_data) external _OBJC_METACLASS_$_MTRCameraAVStreamManagementClusterVideoResolutionStruct
