0000000182771da8 (__DATA,__data) external _NDR_record
00000001806675c8 (__TEXT,__text) external _os_buflet_set_data_length
00000001806675bc (__TEXT,__text) external _os_buflet_set_data_offset
000000018066fcb8 (__TEXT,__text) external _os_channel_advance_slot
0000000180670924 (__TEXT,__text) external _os_channel_attr_clone
0000000180670888 (__TEXT,__text) external _os_channel_attr_create
0000000180670b4c (__TEXT,__text) external _os_channel_attr_destroy
0000000180670db8 (__TEXT,__text) external _os_channel_attr_get
0000000180670f6c (__TEXT,__text) external _os_channel_attr_get_key
0000000180670c28 (__TEXT,__text) external _os_channel_attr_set
00000001806709b8 (__TEXT,__text) external _os_channel_attr_set_key
000000018066fc60 (__TEXT,__text) external _os_channel_available_slot_count
0000000180672638 (__TEXT,__text) external _os_channel_buflet_alloc
0000000180671f70 (__TEXT,__text) external _os_channel_buflet_free
0000000180672604 (__TEXT,__text) external _os_channel_configure_interface_advisory
000000018066f898 (__TEXT,__text) external _os_channel_create
000000018066ee84 (__TEXT,__text) external _os_channel_create_extended
000000018066fa20 (__TEXT,__text) external _os_channel_destroy
000000018067256c (__TEXT,__text) external _os_channel_event_free
0000000180676260 (__TEXT,__text) external _os_channel_event_get_event_data
00000001806761ac (__TEXT,__text) external _os_channel_event_get_next_event
00000001806704cc (__TEXT,__text) external _os_channel_flow_admissible
00000001806706a8 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00000001806704a8 (__TEXT,__text) external _os_channel_get_advisory_region
000000018066f8a8 (__TEXT,__text) external _os_channel_get_fd
0000000180672570 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180672118 (__TEXT,__text) external _os_channel_get_next_event_handle
000000018066fd44 (__TEXT,__text) external _os_channel_get_next_slot
0000000180670424 (__TEXT,__text) external _os_channel_get_stats_region
000000018066f66c (__TEXT,__text) non-external _os_channel_info2attr
000000018066f788 (__TEXT,__text) non-external _os_channel_init_ring
000000018066fb10 (__TEXT,__text) external _os_channel_is_defunct
00000001806714a0 (__TEXT,__text) external _os_channel_large_packet_alloc
0000000180670fe4 (__TEXT,__text) external _os_channel_packet_alloc
0000000180670fec (__TEXT,__text) non-external _os_channel_packet_alloc_common
00000001806714a8 (__TEXT,__text) external _os_channel_packet_free
0000000180671980 (__TEXT,__text) external _os_channel_packet_pool_purge
000000018066fc30 (__TEXT,__text) external _os_channel_pending
0000000180671c84 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
000000018066f8b0 (__TEXT,__text) external _os_channel_read_attr
000000018066f9d0 (__TEXT,__text) external _os_channel_read_nexus_extension_info
000000018066fb24 (__TEXT,__text) external _os_channel_ring_id
000000018066fc54 (__TEXT,__text) external _os_channel_ring_notify_time
000000018066fc48 (__TEXT,__text) external _os_channel_ring_sync_time
000000018066fbd4 (__TEXT,__text) external _os_channel_rx_ring
0000000180670180 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180671648 (__TEXT,__text) external _os_channel_slot_attach_packet
00000001806717d4 (__TEXT,__text) external _os_channel_slot_detach_packet
00000001806702b8 (__TEXT,__text) external _os_channel_slot_get_packet
000000018066f9f4 (__TEXT,__text) external _os_channel_sync
000000018066fb8c (__TEXT,__text) external _os_channel_tx_ring
000000018066f904 (__TEXT,__text) external _os_channel_write_attr
0000000180667578 (__TEXT,__text) external _os_copy_and_inet_checksum
00000001806609a0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001806753cc (__TEXT,__text) external _os_cpu_in_cksum
00000001806603a0 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180664c10 (__TEXT,__text) external _os_fault_with_payload
0000000180667574 (__TEXT,__text) external _os_inet_checksum
0000000180673538 (__TEXT,__text) external _os_nexus_attr_clone
000000018067349c (__TEXT,__text) external _os_nexus_attr_create
00000001806738cc (__TEXT,__text) external _os_nexus_attr_destroy
0000000180673780 (__TEXT,__text) external _os_nexus_attr_get
0000000180673594 (__TEXT,__text) external _os_nexus_attr_set
000000018067401c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180673d18 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180673d38 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000018067391c (__TEXT,__text) external _os_nexus_controller_create
0000000180673d0c (__TEXT,__text) external _os_nexus_controller_deregister_provider
00000001806743fc (__TEXT,__text) external _os_nexus_controller_destroy
0000000180673d2c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180673a1c (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180674210 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180673eb8 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180673a24 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180674174 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180673e38 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001806747a4 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000180667434 (__TEXT,__text) external _os_packet_add_buflet
00000001806669dc (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000180666b1c (__TEXT,__text) external _os_packet_clear_flow_uuid
00000001806674e8 (__TEXT,__text) external _os_packet_decrement_use_count
000000018066728c (__TEXT,__text) external _os_packet_finalize
0000000180667510 (__TEXT,__text) external _os_packet_get_aggregation_type
0000000180667198 (__TEXT,__text) external _os_packet_get_buflet_count
0000000180666858 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018066718c (__TEXT,__text) external _os_packet_get_data_length
0000000180666bf0 (__TEXT,__text) external _os_packet_get_expire_time
0000000180666c84 (__TEXT,__text) external _os_packet_get_expiry_action
0000000180666a6c (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180666bc0 (__TEXT,__text) external _os_packet_get_group_end
0000000180666b5c (__TEXT,__text) external _os_packet_get_group_start
00000001806662b8 (__TEXT,__text) external _os_packet_get_headroom
0000000180666a1c (__TEXT,__text) external _os_packet_get_inet_checksum
00000001806670c8 (__TEXT,__text) external _os_packet_get_keep_alive
00000001806663b4 (__TEXT,__text) external _os_packet_get_link_broadcast
00000001806664d4 (__TEXT,__text) external _os_packet_get_link_ethfcs
000000018066633c (__TEXT,__text) external _os_packet_get_link_header_length
0000000180666444 (__TEXT,__text) external _os_packet_get_link_multicast
00000001806671d4 (__TEXT,__text) external _os_packet_get_next_buflet
0000000180666e84 (__TEXT,__text) external _os_packet_get_packetid
0000000180667260 (__TEXT,__text) external _os_packet_get_segment_count
0000000180666764 (__TEXT,__text) external _os_packet_get_service_class
0000000180666d20 (__TEXT,__text) external _os_packet_get_token
00000001806675f4 (__TEXT,__text) external _os_packet_get_trace_id
00000001806668d4 (__TEXT,__text) external _os_packet_get_traffic_class
0000000180666620 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000180666550 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00000001806665b8 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000180667114 (__TEXT,__text) external _os_packet_get_truncated
0000000180667044 (__TEXT,__text) external _os_packet_get_vlan_id
000000018066704c (__TEXT,__text) external _os_packet_get_vlan_priority
0000000180666fdc (__TEXT,__text) external _os_packet_get_vlan_tag
00000001806670b8 (__TEXT,__text) external _os_packet_get_wake_flag
00000001806674bc (__TEXT,__text) external _os_packet_increment_use_count
0000000180667054 (__TEXT,__text) external _os_packet_set_app_metadata
0000000180666828 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000180666c40 (__TEXT,__text) external _os_packet_set_expire_time
0000000180666cd4 (__TEXT,__text) external _os_packet_set_expiry_action
0000000180666ac4 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180666b8c (__TEXT,__text) external _os_packet_set_group_end
0000000180666b28 (__TEXT,__text) external _os_packet_set_group_start
0000000180666260 (__TEXT,__text) external _os_packet_set_headroom
0000000180666998 (__TEXT,__text) external _os_packet_set_inet_checksum
00000001806670d8 (__TEXT,__text) external _os_packet_set_keep_alive
0000000180667158 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000180666368 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000180666488 (__TEXT,__text) external _os_packet_set_link_ethfcs
00000001806662f8 (__TEXT,__text) external _os_packet_set_link_header_length
00000001806663f8 (__TEXT,__text) external _os_packet_set_link_multicast
0000000180666f00 (__TEXT,__text) external _os_packet_set_packetid
00000001806676b4 (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000180666688 (__TEXT,__text) external _os_packet_set_service_class
0000000180666de0 (__TEXT,__text) external _os_packet_set_token
0000000180667614 (__TEXT,__text) external _os_packet_set_trace_id
00000001806668a4 (__TEXT,__text) external _os_packet_set_traffic_class
0000000180666650 (__TEXT,__text) external _os_packet_set_transport_last_packet
00000001806665e8 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000180666518 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000180666580 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00000001806676e4 (__TEXT,__text) external _os_packet_set_tso_flags
000000018066753c (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000180666f7c (__TEXT,__text) external _os_packet_set_vlan_tag
0000000180667640 (__TEXT,__text) external _os_packet_trace_event
0000000180669e7c (__TEXT,__text) external _os_proc_available_memory
00000001806694f8 (__TEXT,__text) external _panic
00000001806694ec (__TEXT,__text) external _panic_init
0000000180664c3c (__TEXT,__text) external _panic_with_data
0000000180664c68 (__TEXT,__text) external _pathconf
0000000180664c94 (__TEXT,__text) external _peeloff
0000000180660874 (__TEXT,__text) external _pid_for_task
0000000180664cc0 (__TEXT,__text) external _pid_hibernate
0000000180664cec (__TEXT,__text) external _pid_resume
00000001806728f4 (__TEXT,__text) external _pid_shutdown_networking
0000000180664d18 (__TEXT,__text) external _pid_shutdown_sockets
0000000180664d44 (__TEXT,__text) external _pid_suspend
00000001806621b4 (__TEXT,__text) external _pipe
0000000180664d70 (__TEXT,__text) external _pivot_root
0000000180666210 (__TEXT,__text) external _pkt_subtype_assert_fail
0000000180666238 (__TEXT,__text) external _pkt_type_assert_fail
0000000180664d9c (__TEXT,__text) external _poll
00000001806621ec (__TEXT,__text) external _poll$NOCANCEL
0000000180666138 (__TEXT,__text) non-external _port_for_id_internal
0000000180669548 (__TEXT,__text) external _port_obj_init
0000000182771e28 (__DATA,__common) external _port_obj_table
0000000182771d80 (__DATA,__data) external _port_obj_table_size
0000000180664690 (__TEXT,__text) external _posix_madvise
000000018066e380 (__TEXT,__text) external _posix_spawn
000000018066cd6c (__TEXT,__text) non-external _posix_spawn_appendportaction_np
000000018066d34c (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
000000018066d484 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000018066d214 (__TEXT,__text) external _posix_spawn_file_actions_addclose
000000018066d2a4 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000018066d540 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000018066d3f4 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000018066d080 (__TEXT,__text) external _posix_spawn_file_actions_addopen
000000018066cff8 (__TEXT,__text) external _posix_spawn_file_actions_destroy
000000018066cf60 (__TEXT,__text) external _posix_spawn_file_actions_init
000000018066c3f8 (__TEXT,__text) external _posix_spawnattr_destroy
000000018066cc8c (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
000000018066db8c (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000018066db48 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000018066c828 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
000000018066c7c0 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
000000018066d618 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
000000018066c730 (__TEXT,__text) external _posix_spawnattr_getflags
000000018066d7b0 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
000000018066c89c (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000018066c778 (__TEXT,__text) external _posix_spawnattr_getpgroup
000000018066c8c0 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000018066c754 (__TEXT,__text) external _posix_spawnattr_getsigdefault
000000018066c79c (__TEXT,__text) external _posix_spawnattr_getsigmask
000000018066c2f4 (__TEXT,__text) external _posix_spawnattr_init
000000018066ccb4 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
000000018066e194 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
000000018066ccfc (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
000000018066ccdc (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
000000018066cd1c (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
000000018066dd90 (__TEXT,__text) external _posix_spawnattr_set_csm_np
000000018066db6c (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
000000018066e2a0 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
000000018066deb0 (__TEXT,__text) external _posix_spawnattr_set_gid_np
000000018066df7c (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000018066d690 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
000000018066e2c0 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180692c18 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
000000018066e360 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
000000018066e084 (__TEXT,__text) external _posix_spawnattr_set_login_np
000000018066dd4c (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
000000018066dcb0 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
000000018066dce4 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
000000018066dbb0 (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018066dc80 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
000000018066cc6c (__TEXT,__text) external _posix_spawnattr_set_platform_np
000000018066e280 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
000000018066d7a8 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
000000018066db18 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
000000018066d71c (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
000000018066cafc (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
000000018066d670 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
000000018066dde8 (__TEXT,__text) external _posix_spawnattr_set_uid_np
000000018066c9ec (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000018066cf28 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000018066c94c (__TEXT,__text) external _posix_spawnattr_setbinpref_np
000000018066da34 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
000000018066d5f8 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000018066d5d0 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000018066cad0 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000018066cef4 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
000000018066c710 (__TEXT,__text) external _posix_spawnattr_setflags
000000018066d644 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
000000018066d870 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000018066dd6c (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000018066ca90 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
000000018066c908 (__TEXT,__text) external _posix_spawnattr_setpgroup
000000018066cab0 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
000000018066c8e4 (__TEXT,__text) external _posix_spawnattr_setsigdefault
000000018066c928 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000018066cd3c (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180664dc8 (__TEXT,__text) external _pread
0000000180662244 (__TEXT,__text) external _pread$NOCANCEL
0000000180664df4 (__TEXT,__text) external _preadv
0000000180662270 (__TEXT,__text) external _preadv$NOCANCEL
000000018066bac0 (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018066b088 (__TEXT,__text) external _proc_clear_cpulimits
000000018066b398 (__TEXT,__text) external _proc_clear_delayidlesleep
000000018066aae8 (__TEXT,__text) external _proc_clear_dirty
000000018066b278 (__TEXT,__text) external _proc_clear_vmpressure
000000018066a864 (__TEXT,__text) external _proc_current_thread_schedinfo
000000018066b26c (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000018066b274 (__TEXT,__text) external _proc_denap_assertion_complete
000000018066b3f8 (__TEXT,__text) external _proc_disable_apptype
000000018066ad6c (__TEXT,__text) external _proc_disable_cpumon
000000018066afa0 (__TEXT,__text) external _proc_disable_wakemon
000000018066b0e8 (__TEXT,__text) external _proc_donate_importance_boost
000000018066b46c (__TEXT,__text) external _proc_enable_apptype
000000018066ac84 (__TEXT,__text) external _proc_get_cpumon_params
000000018066aa6c (__TEXT,__text) external _proc_get_dirty
000000018066af1c (__TEXT,__text) external _proc_get_wakemon_params
000000018066b140 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000018066b1f8 (__TEXT,__text) external _proc_importance_assertion_complete
000000018066a6a4 (__TEXT,__text) external _proc_kmsgbuf
000000018066a910 (__TEXT,__text) external _proc_libversion
000000018066aff0 (__TEXT,__text) external _proc_list_dynkqueueids
000000018066afd4 (__TEXT,__text) external _proc_list_uptrs
000000018066a224 (__TEXT,__text) external _proc_listallpids
000000018066a29c (__TEXT,__text) external _proc_listchildpids
000000018066a368 (__TEXT,__text) external _proc_listcoalitions
000000018066a260 (__TEXT,__text) external _proc_listpgrppids
000000018066a1ec (__TEXT,__text) external _proc_listpids
00000001806755ec (__TEXT,__text) external _proc_listpidspath
000000018066a4cc (__TEXT,__text) external _proc_name
000000018066a3a0 (__TEXT,__text) external _proc_pid_rusage
000000018066a478 (__TEXT,__text) external _proc_piddynkqueueinfo
000000018066a408 (__TEXT,__text) external _proc_pidfdinfo
000000018066a440 (__TEXT,__text) external _proc_pidfileportinfo
000000018066a2d8 (__TEXT,__text) external _proc_pidinfo
000000018066a310 (__TEXT,__text) external _proc_pidoriginatorinfo
000000018066a6dc (__TEXT,__text) external _proc_pidpath
000000018066a79c (__TEXT,__text) external _proc_pidpath_audittoken
000000018066a5a8 (__TEXT,__text) external _proc_regionfilename
000000018066b07c (__TEXT,__text) external _proc_reset_footprint_interval
000000018066ad4c (__TEXT,__text) external _proc_resume_cpumon
0000000180664e20 (__TEXT,__text) external _proc_rlimit_control
000000018066ad00 (__TEXT,__text) external _proc_set_cpumon_defaults
000000018066ac38 (__TEXT,__text) external _proc_set_cpumon_params
000000018066adb8 (__TEXT,__text) external _proc_set_cpumon_params_fatal
000000018066b5b0 (__TEXT,__text) external _proc_set_csm
000000018066b338 (__TEXT,__text) external _proc_set_delayidlesleep
000000018066aa0c (__TEXT,__text) external _proc_set_dirty
000000018066b4e8 (__TEXT,__text) external _proc_set_no_smt
000000018066b2d8 (__TEXT,__text) external _proc_set_owner_vmpressure
000000018066af6c (__TEXT,__text) external _proc_set_wakemon_defaults
000000018066aee8 (__TEXT,__text) external _proc_set_wakemon_params
000000018066b00c (__TEXT,__text) external _proc_setcpu_percentage
000000018066a930 (__TEXT,__text) external _proc_setpcontrol
000000018066a3bc (__TEXT,__text) external _proc_setthread_cpupercent
000000018066b678 (__TEXT,__text) external _proc_setthread_csm
000000018066b54c (__TEXT,__text) external _proc_setthread_no_smt
000000018066b4e0 (__TEXT,__text) external _proc_suppress
000000018066ab48 (__TEXT,__text) external _proc_terminate
000000018066abc4 (__TEXT,__text) external _proc_terminate_all_rsr
0000000180664e4c (__TEXT,__text) external _proc_trace_log
000000018066a9ac (__TEXT,__text) external _proc_track_dirty
000000018066a4b0 (__TEXT,__text) external _proc_udata_info
0000000180664e78 (__TEXT,__text) external _proc_uuid_policy
000000018068576c (__TEXT,__text) external _processor_assign
0000000180685608 (__TEXT,__text) external _processor_control
00000001806852e0 (__TEXT,__text) external _processor_exit
00000001806858a0 (__TEXT,__text) external _processor_get_assignment
00000001806853f4 (__TEXT,__text) external _processor_info
000000018067c278 (__TEXT,__text) external _processor_set_create
000000018067c118 (__TEXT,__text) external _processor_set_default
0000000180684390 (__TEXT,__text) external _processor_set_destroy
0000000180684e2c (__TEXT,__text) external _processor_set_info
00000001806844a8 (__TEXT,__text) external _processor_set_max_priority
0000000180684b24 (__TEXT,__text) external _processor_set_policy_control
00000001806846f0 (__TEXT,__text) external _processor_set_policy_disable
00000001806845cc (__TEXT,__text) external _processor_set_policy_enable
0000000180684c9c (__TEXT,__text) external _processor_set_stack_usage
00000001806841ac (__TEXT,__text) external _processor_set_statistics
0000000180684814 (__TEXT,__text) external _processor_set_tasks
0000000180685034 (__TEXT,__text) external _processor_set_tasks_with_flavor
000000018068499c (__TEXT,__text) external _processor_set_threads
00000001806851cc (__TEXT,__text) external _processor_start
000000018067313c (__TEXT,__text) external _pselect
0000000180675268 (__TEXT,__text) external _pselect$DARWIN_EXTSN
000000018066988c (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00000001806732fc (__TEXT,__text) external _pselect$NOCANCEL
00000001806615d4 (__TEXT,__text) external _pthread_getugid_np
0000000180662ccc (__TEXT,__text) external _pthread_setugid_np
00000001806626e8 (__TEXT,__text) external _ptrace
0000000180664ea4 (__TEXT,__text) external _pwrite
0000000180662720 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180664ed0 (__TEXT,__text) external _pwritev
000000018066274c (__TEXT,__text) external _pwritev$NOCANCEL
00000001806691c4 (__TEXT,__text) external _quota
0000000180664efc (__TEXT,__text) external _quotactl
0000000180664f28 (__TEXT,__text) external _read
0000000180662778 (__TEXT,__text) external _read$NOCANCEL
0000000180664f54 (__TEXT,__text) external _readlink
0000000180664f80 (__TEXT,__text) external _readlinkat
0000000180664fac (__TEXT,__text) external _readv
00000001806627a4 (__TEXT,__text) external _readv$NOCANCEL
0000000180665a8c (__TEXT,__text) non-external _reallocf
0000000180667734 (__TEXT,__text) external _reboot
000000018066773c (__TEXT,__text) external _reboot_np
0000000180673104 (__TEXT,__text) external _record_system_event_as_kernel
0000000180662828 (__TEXT,__text) external _recvfrom
0000000180662854 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000180662880 (__TEXT,__text) external _recvmsg
00000001806628ac (__TEXT,__text) external _recvmsg$NOCANCEL
0000000180664fd8 (__TEXT,__text) external _recvmsg_x
0000000180665004 (__TEXT,__text) external _register_uexc_handler
0000000180665030 (__TEXT,__text) external _removexattr
0000000180675214 (__TEXT,__text) external _rename
000000018066c0b8 (__TEXT,__text) external _rename_ext
00000001806678d4 (__TEXT,__text) external _renameat
000000018066c04c (__TEXT,__text) external _renameatx_np
000000018066c078 (__TEXT,__text) external _renamex_np
000000018066505c (__TEXT,__text) external _revoke
00000001806749d4 (__TEXT,__text) external _rmdir
0000000180665088 (__TEXT,__text) external _searchfs
0000000180673108 (__TEXT,__text) external _select
0000000180662988 (__TEXT,__text) external _select$DARWIN_EXTSN
00000001806629b4 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000001806732c8 (__TEXT,__text) external _select$NOCANCEL
00000001806650b4 (__TEXT,__text) external _sem_close
0000000180672874 (__TEXT,__text) external _sem_destroy
000000018067289c (__TEXT,__text) external _sem_getvalue
00000001806728c4 (__TEXT,__text) external _sem_init
0000000180660c04 (__TEXT,__text) external _sem_open
00000001806650e0 (__TEXT,__text) external _sem_post
000000018066510c (__TEXT,__text) external _sem_trywait
0000000180665138 (__TEXT,__text) external _sem_unlink
0000000180665164 (__TEXT,__text) external _sem_wait
0000000180662a0c (__TEXT,__text) external _sem_wait$NOCANCEL
0000000180687dfc (__TEXT,__text) external _semaphore_create
0000000180687f68 (__TEXT,__text) external _semaphore_destroy
00000001806695ac (__TEXT,__text) external _semaphore_signal
00000001806695b0 (__TEXT,__text) external _semaphore_signal_all
00000001806607e4 (__TEXT,__text) external _semaphore_signal_all_trap
00000001806695b4 (__TEXT,__text) external _semaphore_signal_thread
00000001806607f0 (__TEXT,__text) external _semaphore_signal_thread_trap
00000001806607d8 (__TEXT,__text) external _semaphore_signal_trap
00000001806695bc (__TEXT,__text) external _semaphore_timedwait
00000001806695c8 (__TEXT,__text) external _semaphore_timedwait_signal
0000000180660820 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000180660814 (__TEXT,__text) external _semaphore_timedwait_trap
00000001806695b8 (__TEXT,__text) external _semaphore_wait
00000001806695c4 (__TEXT,__text) external _semaphore_wait_signal
0000000180660808 (__TEXT,__text) external _semaphore_wait_signal_trap
00000001806607fc (__TEXT,__text) external _semaphore_wait_trap
0000000180660c88 (__TEXT,__text) external _semctl
0000000180665190 (__TEXT,__text) external _semget
00000001806651bc (__TEXT,__text) external _semop
0000000180660c64 (__TEXT,__text) external _semsys
00000001806651e8 (__TEXT,__text) external _sendfile
0000000180662ae8 (__TEXT,__text) external _sendmsg
0000000180662b14 (__TEXT,__text) external _sendmsg$NOCANCEL
0000000180665214 (__TEXT,__text) external _sendmsg_x
0000000180662b40 (__TEXT,__text) external _sendto
0000000180662b6c (__TEXT,__text) external _sendto$NOCANCEL
0000000180662b98 (__TEXT,__text) external _setattrlist
0000000180665240 (__TEXT,__text) external _setattrlistat
00000001806774e8 (__TEXT,__text) external _setaudit
000000018066526c (__TEXT,__text) external _setaudit_addr
0000000180665298 (__TEXT,__text) external _setauid
00000001806652c4 (__TEXT,__text) external _setegid
00000001806652f0 (__TEXT,__text) external _seteuid
000000018066531c (__TEXT,__text) external _setgid
0000000180665348 (__TEXT,__text) external _setgroups
00000001806697f4 (__TEXT,__text) external _setiopolicy_np
0000000180665374 (__TEXT,__text) external _setitimer
00000001806653a0 (__TEXT,__text) external _setpgid
000000018066e828 (__TEXT,__text) external _setpriority
00000001806653cc (__TEXT,__text) external _setprivexec
00000001806691f4 (__TEXT,__text) external _setquota
0000000180662c1c (__TEXT,__text) external _setregid
0000000180662c48 (__TEXT,__text) external _setreuid
0000000180673488 (__TEXT,__text) external _setrlimit
0000000180662ca0 (__TEXT,__text) external _setsgroups_np
00000001806653f8 (__TEXT,__text) external _setsid
0000000180665424 (__TEXT,__text) external _setsockopt
0000000180665450 (__TEXT,__text) external _setuid
0000000180662d50 (__TEXT,__text) external _setwgroups_np
000000018066547c (__TEXT,__text) external _setxattr
000000018066ee18 (__TEXT,__text) external _sfi_get_class_offtime
000000018066ee40 (__TEXT,__text) external _sfi_process_get_flags
000000018066ee2c (__TEXT,__text) external _sfi_process_set_flags
000000018066ee04 (__TEXT,__text) external _sfi_set_class_offtime
0000000180660c24 (__TEXT,__text) external _shm_open
00000001806654a8 (__TEXT,__text) external _shm_unlink
00000001806654d4 (__TEXT,__text) external _shmat
0000000180662e58 (__TEXT,__text) external _shmctl
0000000180665500 (__TEXT,__text) external _shmdt
000000018066552c (__TEXT,__text) external _shmget
0000000180660ca8 (__TEXT,__text) external _shmsys
0000000180665558 (__TEXT,__text) external _shutdown
0000000180665584 (__TEXT,__text) external _sigpending
00000001806655b0 (__TEXT,__text) external _sigprocmask
0000000180674934 (__TEXT,__text) external _sigsuspend
0000000180673490 (__TEXT,__text) external _sigsuspend$NOCANCEL
00000001806655dc (__TEXT,__text) external _socket
0000000180665608 (__TEXT,__text) external _socket_delegate
0000000180662fb8 (__TEXT,__text) external _socketpair
000000018066e628 (__TEXT,__text) external _stackshot_capture_with_config
000000018066e568 (__TEXT,__text) external _stackshot_config_create
000000018066e78c (__TEXT,__text) external _stackshot_config_dealloc
000000018066e734 (__TEXT,__text) external _stackshot_config_dealloc_buffer
