                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
0000000191283798 (__TEXT,__text) external _NEAuditTokenForPID
0000000191285288 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.2
0000000191285310 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.3
0000000191285388 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.4
00000001912716ac (__TEXT,__text) external _ne_session_address_matches_subnets
0000000191273208 (__TEXT,__text) external _ne_session_agent_get_advisory
0000000191273154 (__TEXT,__text) external _ne_session_agent_get_advisory_interface_index
000000019126e3b4 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present
000000019126e3d0 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present_at_boot
000000019126e398 (__TEXT,__text) external _ne_session_app_vpn_configs_present
000000019126ed24 (__TEXT,__text) external _ne_session_cancel
0000000191274d0c (__TEXT,__text) external _ne_session_clear_caches
000000019126ec24 (__TEXT,__text) non-external _ne_session_clear_event_handler
000000019126e714 (__TEXT,__text) external _ne_session_content_filter_configs_present
0000000191272ec4 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_socket
0000000191285c00 (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.1
0000000191285c34 (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.2
0000000191285cac (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.3
0000000191273038 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_token
0000000191271ae8 (__TEXT,__text) non-external _ne_session_copy_cached_values_locked
0000000191273cd4 (__TEXT,__text) external _ne_session_copy_os_version_string
00000001912861ec (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.1
0000000191286258 (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.2
0000000191270e14 (__TEXT,__text) external _ne_session_copy_policy_match
00000001912722f4 (__TEXT,__text) external _ne_session_copy_security_session_info
0000000191285abc (__TEXT,__text) non-external _ne_session_copy_security_session_info.cold.1
00000001912720e8 (__TEXT,__text) external _ne_session_copy_socket_attributes
0000000191274a44 (__TEXT,__text) external _ne_session_copy_socket_domain_attributes
000000019126e7a0 (__TEXT,__text) external _ne_session_create
000000019126df88 (__TEXT,__text) external _ne_session_disable_restrictions
00000001d6b08348 (__DATA,__bss) non-external _ne_session_disable_restrictions.current_state
00000001d6b07e84 (__DATA,__data) non-external _ne_session_disable_restrictions.disable_restrictions_token
000000019126e730 (__TEXT,__text) external _ne_session_dns_proxy_configs_present
000000019126e768 (__TEXT,__text) external _ne_session_dns_settings_configs_present
000000019126fe98 (__TEXT,__text) external _ne_session_establish_ipc
000000019126e03c (__TEXT,__text) external _ne_session_fallback_advisory
00000001d6b08350 (__DATA,__bss) non-external _ne_session_fallback_advisory.current_state
00000001d6b07e88 (__DATA,__data) non-external _ne_session_fallback_advisory.fallback_advisory_token
000000019126e0f0 (__TEXT,__text) external _ne_session_fallback_default
00000001d6b08358 (__DATA,__bss) non-external _ne_session_fallback_default.current_state
00000001d6b07e8c (__DATA,__data) non-external _ne_session_fallback_default.fallback_default_token
00000001912730d8 (__TEXT,__text) external _ne_session_get_config_id_from_network_agent
000000019126fe88 (__TEXT,__text) external _ne_session_get_configuration_id
0000000191271d30 (__TEXT,__text) non-external _ne_session_get_domain_dict_from_session_dict
000000019126f888 (__TEXT,__text) external _ne_session_get_info
000000019126f96c (__TEXT,__text) external _ne_session_get_info2
000000019126f89c (__TEXT,__text) non-external _ne_session_get_info_with_parameters
0000000191271c24 (__TEXT,__text) non-external _ne_session_get_session_dict_from_cache
000000019126edb0 (__TEXT,__text) external _ne_session_get_status
000000019126f1b4 (__TEXT,__text) external _ne_session_info_type_to_string
0000000191270c58 (__TEXT,__text) external _ne_session_initialize_necp_drop_all
00000001912706a8 (__TEXT,__text) external _ne_session_initialize_necp_drop_dest
000000019128556c (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.1
00000001912855e8 (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.2
000000019126e4f4 (__TEXT,__text) external _ne_session_is_always_on_vpn_enabled
00000001912850a8 (__TEXT,__text) non-external _ne_session_is_always_on_vpn_enabled.cold.1
00000001d6b08368 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.enabled
00000001d6b08370 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.handler
00000001d6b08380 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.notify_lock
00000001d6b07e94 (__DATA,__data) non-external _ne_session_is_always_on_vpn_enabled.notify_token
00000001d6b08378 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.queue
0000000191270dac (__TEXT,__text) external _ne_session_is_safeboot
000000019126e784 (__TEXT,__text) external _ne_session_local_communication_configs_present
000000019126f1dc (__TEXT,__text) external _ne_session_local_communication_send_info
00000001d6b08428 (__DATA,__bss) non-external _ne_session_manager_get_info.current_info
00000001d6b07e9c (__DATA,__data) non-external _ne_session_manager_get_info.current_info_token
000000019126de0c (__TEXT,__text) external _ne_session_manager_get_pid
000000019126de24 (__TEXT,__text) external _ne_session_manager_has_active_sessions
000000019126dd54 (__TEXT,__text) external _ne_session_manager_is_running
000000019126e2b4 (__TEXT,__text) external _ne_session_on_demand_configs_present
00000001912704b4 (__TEXT,__text) non-external _ne_session_parse_necp_drop_dest_array
0000000191285400 (__TEXT,__text) non-external _ne_session_parse_necp_drop_dest_array.cold.1
000000019126e74c (__TEXT,__text) external _ne_session_path_controller_configs_present
0000000191272518 (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token
0000000191285b40 (__TEXT,__text) non-external _ne_session_policy_copy_flow_divert_token.cold.1
00000001912728c8 (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token_with_key
00000001912712a0 (__TEXT,__text) external _ne_session_policy_match_get_filter_unit
000000019127126c (__TEXT,__text) external _ne_session_policy_match_get_flow_divert_unit
00000001912712d8 (__TEXT,__text) external _ne_session_policy_match_get_scoped_interface_index
0000000191271210 (__TEXT,__text) external _ne_session_policy_match_get_service
00000001912712ac (__TEXT,__text) external _ne_session_policy_match_get_service_action
0000000191271204 (__TEXT,__text) external _ne_session_policy_match_get_service_type
000000019127128c (__TEXT,__text) external _ne_session_policy_match_is_drop
0000000191271258 (__TEXT,__text) external _ne_session_policy_match_is_flow_divert
00000001912712c8 (__TEXT,__text) external _ne_session_policy_match_service_is_registered
000000019126e9fc (__TEXT,__text) external _ne_session_release
000000019126e9ec (__TEXT,__text) external _ne_session_retain
000000019126f980 (__TEXT,__text) external _ne_session_send_barrier
0000000191271f9c (__TEXT,__text) external _ne_session_service_get_dns_service_id
0000000191271ec0 (__TEXT,__text) external _ne_session_service_get_dns_service_id_for_interface
0000000191271eb0 (__TEXT,__text) external _ne_session_service_matches_address
0000000191271928 (__TEXT,__text) external _ne_session_service_matches_address_for_interface
000000019126eb28 (__TEXT,__text) external _ne_session_set_event_handler
0000000191271fa4 (__TEXT,__text) external _ne_session_set_socket_attributes
000000019127496c (__TEXT,__text) external _ne_session_set_socket_context_attribute
00000001912747c0 (__TEXT,__text) external _ne_session_set_socket_tracker_attributes
000000019126ded4 (__TEXT,__text) external _ne_session_should_disable_nexus
00000001d6b08340 (__DATA,__bss) non-external _ne_session_should_disable_nexus.current_state
00000001d6b07e80 (__DATA,__data) non-external _ne_session_should_disable_nexus.disable_nexus_token
000000019126fe00 (__TEXT,__text) external _ne_session_start
000000019126fb70 (__TEXT,__text) external _ne_session_start_on_behalf_of
000000019126fd34 (__TEXT,__text) external _ne_session_start_with_options
00000001912722a4 (__TEXT,__text) external _ne_session_status_to_string
000000019126fe08 (__TEXT,__text) external _ne_session_stop
0000000191272500 (__TEXT,__text) external _ne_session_stop_all_with_plugin_type
0000000191273338 (__TEXT,__text) external _ne_session_stop_reason_to_string
00000001912722cc (__TEXT,__text) external _ne_session_type_to_string
0000000191275fd4 (__TEXT,__text) non-external _ne_session_update_cached_values
000000019126e2ac (__TEXT,__text) external _ne_session_use_as_system_vpn
0000000191272c08 (__TEXT,__text) non-external _ne_session_validate_flow_properties
0000000191285ba0 (__TEXT,__text) non-external _ne_session_validate_flow_properties.cold.1
000000019126e37c (__TEXT,__text) external _ne_session_vod_evaluate_connection_present
000000019126e6f8 (__TEXT,__text) external _ne_session_vpn_include_all_networks_configs_present
0000000191272e4c (__TEXT,__text) non-external _ne_tlv_add
0000000191285bd4 (__TEXT,__text) non-external _ne_tlv_add.cold.1
                 (undefined) external _ne_tracker_build_cache (from libSystem)
                 (undefined) external _ne_tracker_clear_cache (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain_owner (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_app_list (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_web_list (from libSystem)
                 (undefined) external _ne_tracker_lookup_app_domains (from libSystem)
                 (undefined) external _ne_tracker_validate_domain (from libSystem)
                 (undefined) external _ne_trie_search (from libSystem)
00000001d6b07ea8 (__DATA,__data) non-external _ne_uuid_cache_changed.cache_change_token
00000001d6b08458 (__DATA,__bss) non-external _ne_uuid_cache_changed.cache_generation
00000001912708a4 (__TEXT,__text) external _necp_drop_dest_copy_dest_entry_list
0000000191285664 (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.1
00000001912856e0 (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.2
000000019128575c (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.3
00000001912857d8 (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.4
                 (undefined) external _necp_match_policy (from libSystem)
0000000191271340 (__TEXT,__text) external _nehelper_copy_connection_for_delegate_class
0000000191285854 (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.1
00000001912858b0 (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.2
0000000191285920 (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.3
000000019128597c (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.4
00000001d6b08398 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache
00000001d6b08400 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache_lock
00000001912712fc (__TEXT,__text) external _nehelper_queue
                 (undefined) external _nelog_is_debug_logging_enabled (from libSystem)
                 (undefined) external _nelog_is_info_logging_enabled (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
000000019127516c (__TEXT,__text) non-external _notify_status_changed
                 (undefined) external _nw_context_get_globals_for_protocol (from libnetwork)
                 (undefined) external _nw_endpoint_get_address (from libnetwork)
                 (undefined) external _nw_endpoint_get_hostname (from libnetwork)
                 (undefined) external _nw_endpoint_get_parent_endpoint_domain (from libnetwork)
                 (undefined) external _nw_endpoint_get_port (from libnetwork)
                 (undefined) external _nw_endpoint_get_type (from libnetwork)
000000019127bae8 (__TEXT,__text) non-external _nw_filter_protocol_reset
00000001912881f4 (__TEXT,__text) non-external _nw_filter_protocol_reset.cold.1
0000000191288260 (__TEXT,__text) non-external _nw_filter_protocol_reset.cold.2
00000001912882cc (__TEXT,__text) non-external _nw_filter_protocol_reset.cold.3
                 (undefined) external _nw_frame_array_append (from libnetwork)
                 (undefined) external _nw_frame_array_append_array (from libnetwork)
                 (undefined) external _nw_frame_array_first (from libnetwork)
                 (undefined) external _nw_frame_array_foreach (from libnetwork)
                 (undefined) external _nw_frame_array_init (from libnetwork)
                 (undefined) external _nw_frame_array_is_empty (from libnetwork)
                 (undefined) external _nw_frame_array_next (from libnetwork)
                 (undefined) external _nw_frame_array_prepend_array (from libnetwork)
                 (undefined) external _nw_frame_array_remove (from libnetwork)
                 (undefined) external _nw_frame_array_unclaimed_length (from libnetwork)
                 (undefined) external _nw_frame_claim (from libnetwork)
                 (undefined) external _nw_frame_create (from libnetwork)
                 (undefined) external _nw_frame_finalize (from libnetwork)
                 (undefined) external _nw_frame_get_buffer (from libnetwork)
                 (undefined) external _nw_frame_reset (from libnetwork)
                 (undefined) external _nw_frame_unclaimed_bytes (from libnetwork)
                 (undefined) external _nw_frame_unclaimed_length (from libnetwork)
                 (undefined) external _nw_parameters_copy_context (from libnetwork)
                 (undefined) external _nw_parameters_get_data_mode (from libnetwork)
                 (undefined) external _nw_parameters_get_e_proc_uuid (from libnetwork)
                 (undefined) external _nw_parameters_get_effective_bundle_id (from libnetwork)
                 (undefined) external _nw_parameters_get_ip_protocol (from libnetwork)
                 (undefined) external _nw_parameters_get_pid (from libnetwork)
                 (undefined) external _nw_parameters_get_proc_uuid (from libnetwork)
                 (undefined) external _nw_parameters_get_server_mode (from libnetwork)
                 (undefined) external _nw_parameters_get_url (from libnetwork)
                 (undefined) external _nw_path_get_filter_unit (from libnetwork)
                 (undefined) external _nw_protocol_definition_create_with_identifier (from libnetwork)
                 (undefined) external _nw_protocol_definition_set_globals_allocator (from libnetwork)
                 (undefined) external _nw_protocol_register (from libnetwork)
                 (undefined) external _nw_protocol_set_default_one_to_one_callbacks (from libnetwork)
                 (undefined) external _nw_queue_context_async (from libnetwork)
                 (undefined) external _nw_release (from libnetwork)
                 (undefined) external _nw_retain (from libnetwork)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _proc_listallpids (from libSystem)
                 (undefined) external _proc_name (from libSystem)
                 (undefined) external _proc_pidinfo (from libSystem)
                 (undefined) external _sandbox_check (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _task_for_pid (from libSystem)
                 (undefined) external _task_get_special_port (from libSystem)
                 (undefined) external _task_info (from libSystem)
                 (undefined) external _tracker_action (from libSystem)
                 (undefined) external _uidna_close (from libicucore)
                 (undefined) external _uidna_nameToASCII_UTF8 (from libicucore)
                 (undefined) external _uidna_openUTS46 (from libicucore)
000000019126ecc4 (__TEXT,__text) non-external _update_all_session_clients
                 (undefined) external _uuid_clear (from libSystem)
                 (undefined) external _uuid_compare (from libSystem)
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _uuid_generate (from libSystem)
                 (undefined) external _uuid_is_null (from libSystem)
                 (undefined) external _uuid_unparse (from libSystem)
                 (undefined) external _uuid_unparse_lower (from libSystem)
                 (undefined) external _xpc_array_append_value (from libSystem)
                 (undefined) external _xpc_array_apply (from libSystem)
                 (undefined) external _xpc_array_create (from libSystem)
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_data (from libSystem)
                 (undefined) external _xpc_array_get_string (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_connection_activate (from libSystem)
                 (undefined) external _xpc_connection_cancel (from libSystem)
                 (undefined) external _xpc_connection_create_from_endpoint (from libSystem)
                 (undefined) external _xpc_connection_create_mach_service (from libSystem)
                 (undefined) external _xpc_connection_get_pid (from libSystem)
                 (undefined) external _xpc_connection_resume (from libSystem)
                 (undefined) external _xpc_connection_send_barrier (from libSystem)
                 (undefined) external _xpc_connection_send_message (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply_sync (from libSystem)
                 (undefined) external _xpc_connection_set_event_handler (from libSystem)
                 (undefined) external _xpc_connection_set_target_queue (from libSystem)
                 (undefined) external _xpc_copy (from libSystem)
                 (undefined) external _xpc_copy_description (from libSystem)
                 (undefined) external _xpc_create_from_plist (from libSystem)
                 (undefined) external _xpc_data_create (from libSystem)
                 (undefined) external _xpc_data_get_bytes (from libSystem)
                 (undefined) external _xpc_data_get_bytes_ptr (from libSystem)
                 (undefined) external _xpc_data_get_length (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_copy_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_audit_token (from libSystem)
                 (undefined) external _xpc_dictionary_get_bool (from libSystem)
                 (undefined) external _xpc_dictionary_get_count (from libSystem)
                 (undefined) external _xpc_dictionary_get_data (from libSystem)
                 (undefined) external _xpc_dictionary_get_dictionary (from libSystem)
                 (undefined) external _xpc_dictionary_get_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_remote_connection (from libSystem)
                 (undefined) external _xpc_dictionary_get_string (from libSystem)
                 (undefined) external _xpc_dictionary_get_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_bool (from libSystem)
                 (undefined) external _xpc_dictionary_set_data (from libSystem)
                 (undefined) external _xpc_dictionary_set_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_string_get_length (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uuid_create (from libSystem)
