                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000018f090ed0 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
000000018f086398 (__TEXT,__text) external _krb5_build_principal_va
000000018f0863a0 (__TEXT,__text) external _krb5_c_block_size
000000018f0863a8 (__TEXT,__text) external _krb5_c_checksum_length
000000018f0930f4 (__TEXT,__text) external _krb5_c_decrypt
000000018f093234 (__TEXT,__text) external _krb5_c_encrypt
000000018f09337c (__TEXT,__text) external _krb5_c_encrypt_length
000000018f0863b0 (__TEXT,__text) external _krb5_c_enctype_compare
000000018f0863b8 (__TEXT,__text) external _krb5_c_free_state
000000018f0863c0 (__TEXT,__text) external _krb5_c_init_state
000000018f0863c8 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
000000018f0863d0 (__TEXT,__text) external _krb5_c_is_keyed_cksum
000000018f0863d8 (__TEXT,__text) external _krb5_c_keyed_checksum_types
000000018f0863e0 (__TEXT,__text) external _krb5_c_make_checksum
000000018f0863e8 (__TEXT,__text) external _krb5_c_make_random_key
000000018f0863f0 (__TEXT,__text) external _krb5_c_random_add_entropy
000000018f0863f8 (__TEXT,__text) external _krb5_c_random_make_octets
000000018f086400 (__TEXT,__text) external _krb5_c_random_os_entropy
000000018f086408 (__TEXT,__text) external _krb5_c_random_seed
000000018f092df0 (__TEXT,__text) external _krb5_c_string_to_key
000000018f086410 (__TEXT,__text) external _krb5_c_string_to_key_with_params
000000018f086418 (__TEXT,__text) external _krb5_c_valid_cksumtype
000000018f086420 (__TEXT,__text) external _krb5_c_valid_enctype
000000018f086428 (__TEXT,__text) external _krb5_c_verify_checksum
000000018f086430 (__TEXT,__text) external _krb5_calculate_checksum
000000018f0906e8 (__TEXT,__text) external _krb5_cc_cache_match
000000018f0905a4 (__TEXT,__text) external _krb5_cc_close
000000018f086438 (__TEXT,__text) external _krb5_cc_copy_creds
000000018f090324 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
000000018f0908b0 (__TEXT,__text) external _krb5_cc_end_seq_get
000000018f090684 (__TEXT,__text) external _krb5_cc_gen_new
000000018f0905b0 (__TEXT,__text) external _krb5_cc_get_config
000000018f0905a8 (__TEXT,__text) external _krb5_cc_get_name
000000018f0904f4 (__TEXT,__text) external _krb5_cc_get_principal
000000018f0905ac (__TEXT,__text) external _krb5_cc_get_type
000000018f0903ec (__TEXT,__text) external _krb5_cc_initialize
000000018f086444 (__TEXT,__text) external _krb5_cc_last_change_time
000000018f08644c (__TEXT,__text) external _krb5_cc_lock
000000018f086454 (__TEXT,__text) external _krb5_cc_move
000000018f090610 (__TEXT,__text) external _krb5_cc_new_unique
000000018f090808 (__TEXT,__text) external _krb5_cc_next_cred
000000018f086460 (__TEXT,__text) external _krb5_cc_remove_cred
000000018f090380 (__TEXT,__text) external _krb5_cc_resolve
000000018f0906f0 (__TEXT,__text) external _krb5_cc_retrieve_cred
000000018f086468 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
000000018f086470 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
000000018f090458 (__TEXT,__text) external _krb5_cc_store_cred
000000018f086478 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
000000018f086480 (__TEXT,__text) external _krb5_cccol_last_change_time
000000018f086488 (__TEXT,__text) external _krb5_cccol_lock
000000018f086490 (__TEXT,__text) external _krb5_cccol_unlock
000000018f09343c (__TEXT,__text) external _krb5_change_password
000000018f086498 (__TEXT,__text) external _krb5_checksum_size
000000018f0864a0 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
000000018f0864a8 (__TEXT,__text) external _krb5_copy_addresses
000000018f0864b0 (__TEXT,__text) external _krb5_copy_authdata
000000018f0864b8 (__TEXT,__text) external _krb5_copy_authenticator
000000018f0864c0 (__TEXT,__text) external _krb5_copy_checksum
000000018f0864c8 (__TEXT,__text) external _krb5_copy_context
000000018f090acc (__TEXT,__text) external _krb5_copy_creds
000000018f089e4c (__TEXT,__text) external _krb5_copy_data
000000018f0894b8 (__TEXT,__text) external _krb5_copy_keyblock
000000018f089444 (__TEXT,__text) external _krb5_copy_keyblock_contents
000000018f08acd0 (__TEXT,__text) external _krb5_copy_principal
000000018f0864d0 (__TEXT,__text) external _krb5_copy_ticket
000000018f090948 (__TEXT,__text) external _krb5_decode_ticket
000000018f0864d8 (__TEXT,__text) external _krb5_decrypt
000000018f0864e0 (__TEXT,__text) external _krb5_deltat_to_string
000000018f0864e8 (__TEXT,__text) external _krb5_eblock_enctype
000000018f0864f0 (__TEXT,__text) external _krb5_encrypt
000000018f0864f8 (__TEXT,__text) external _krb5_encrypt_size
000000018f08a2f0 (__TEXT,__text) external _krb5_enctype_to_string
000000018f086500 (__TEXT,__text) external _krb5_finish_key
000000018f086508 (__TEXT,__text) external _krb5_finish_random_key
000000018f08a32c (__TEXT,__text) external _krb5_free_addresses
000000018f089928 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
000000018f08a0bc (__TEXT,__text) external _krb5_free_authdata
000000018f086510 (__TEXT,__text) external _krb5_free_authenticator
000000018f086518 (__TEXT,__text) external _krb5_free_checksum
000000018f086520 (__TEXT,__text) external _krb5_free_checksum_contents
000000018f086528 (__TEXT,__text) external _krb5_free_cksumtypes
000000018f086530 (__TEXT,__text) external _krb5_free_config_files
000000018f089c38 (__TEXT,__text) external _krb5_free_context
000000018f089eb4 (__TEXT,__text) external _krb5_free_cred_contents
000000018f089f44 (__TEXT,__text) external _krb5_free_creds
000000018f089df0 (__TEXT,__text) external _krb5_free_data
000000018f089a6c (__TEXT,__text) external _krb5_free_data_contents
000000018f08adb4 (__TEXT,__text) external _krb5_free_default_realm
000000018f089fa8 (__TEXT,__text) external _krb5_free_enc_tkt_part
000000018f0899ec (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
000000018f089990 (__TEXT,__text) external _krb5_free_keyblock
000000018f089d94 (__TEXT,__text) external _krb5_free_keyblock_contents
000000018f091348 (__TEXT,__text) external _krb5_free_keytab_entry_contents
000000018f085e98 (__TEXT,__text) external _krb5_free_krbhst
000000018f08ad34 (__TEXT,__text) external _krb5_free_principal
000000018f086538 (__TEXT,__text) external _krb5_free_tgt_creds
000000018f08a010 (__TEXT,__text) external _krb5_free_ticket
000000018f08ac7c (__TEXT,__text) external _krb5_free_unparsed_name
000000018f086540 (__TEXT,__text) external _krb5_fwd_tgt_creds
000000018f0909e4 (__TEXT,__text) external _krb5_get_credentials
000000018f086548 (__TEXT,__text) external _krb5_get_credentials_renew
000000018f086550 (__TEXT,__text) external _krb5_get_credentials_validate
000000018f086558 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
000000018f08a89c (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
000000018f086560 (__TEXT,__text) external _krb5_get_in_tkt
000000018f08656c (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
000000018f088fc0 (__TEXT,__text) external _krb5_get_in_tkt_with_password
000000018f086578 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
000000018f088ebc (__TEXT,__text) external _krb5_get_init_creds_keytab
000000018f0889c4 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
000000018f088a28 (__TEXT,__text) external _krb5_get_init_creds_opt_free
000000018f08893c (__TEXT,__text) external _krb5_get_init_creds_opt_init
000000018f088c78 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
000000018f088bc8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
000000018f086584 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
000000018f088c14 (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
000000018f088b20 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
000000018f08658c (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
000000018f088c7c (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
000000018f08898c (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
000000018f088b74 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
000000018f088acc (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
000000018f088a7c (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
000000018f088cb0 (__TEXT,__text) external _krb5_get_init_creds_password
000000018f085e8c (__TEXT,__text) external _krb5_get_krbhst
000000018f086594 (__TEXT,__text) external _krb5_get_permitted_enctypes
000000018f08659c (__TEXT,__text) external _krb5_get_profile
000000018f0865a4 (__TEXT,__text) external _krb5_get_prompt_types
000000018f08aec4 (__TEXT,__text) external _krb5_get_realm_domain
000000018f08a55c (__TEXT,__text) external _krb5_get_renewed_creds
000000018f08a3a0 (__TEXT,__text) external _krb5_get_server_rcache
000000018f0865ac (__TEXT,__text) external _krb5_get_time_offsets
000000018f08a4d4 (__TEXT,__text) external _krb5_get_validated_creds
00000001d4a10448 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
000000018f0865b4 (__TEXT,__text) external _krb5_gss_use_kdc_context
000000018f085b9c (__TEXT,__text) external _krb5_init_context
000000018f0865bc (__TEXT,__text) external _krb5_init_keyblock
000000018f0865c4 (__TEXT,__text) external _krb5_init_random_key
000000018f089be4 (__TEXT,__text) external _krb5_init_secure_context
000000018f0865cc (__TEXT,__text) external _krb5_ipc_client_clear_target
000000018f0865d4 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
000000018f0865dc (__TEXT,__text) external _krb5_is_config_principal
000000018f0865e4 (__TEXT,__text) external _krb5_is_referral_realm
000000018f0865ec (__TEXT,__text) external _krb5_is_thread_safe
000000018f0918c4 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
000000018f091610 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
000000018f0913cc (__TEXT,__text) external _krb5_kt_end_seq_get
000000018f0916d0 (__TEXT,__text) non-external _krb5_kt_free_entry
000000018f091440 (__TEXT,__text) external _krb5_kt_get_entry
000000018f091738 (__TEXT,__text) external _krb5_kt_get_name
000000018f091958 (__TEXT,__text) external _krb5_kt_get_type
00000001d964f5d8 (__DATA,__bss) non-external _krb5_kt_get_type.name
000000018f091280 (__TEXT,__text) external _krb5_kt_next_entry
000000018f091740 (__TEXT,__text) external _krb5_kt_read_service_key
000000018f091840 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
000000018f0911f8 (__TEXT,__text) external _krb5_kt_start_seq_get
000000018f08a688 (__TEXT,__text) external _krb5_kuserok
000000018f0865f4 (__TEXT,__text) external _krb5_mk_1cred
000000018f0865fc (__TEXT,__text) external _krb5_mk_error
000000018f086604 (__TEXT,__text) external _krb5_mk_ncred
000000018f092730 (__TEXT,__text) external _krb5_mk_priv
000000018f08660c (__TEXT,__text) external _krb5_mk_rep
000000018f092354 (__TEXT,__text) external _krb5_mk_req
000000018f092438 (__TEXT,__text) external _krb5_mk_req_extended
000000018f0927f8 (__TEXT,__text) external _krb5_mk_safe
000000018f08a3ac (__TEXT,__text) external _krb5_os_localaddr
000000018f08aa00 (__TEXT,__text) external _krb5_parse_name
000000018f08aa0c (__TEXT,__text) external _krb5_parse_name_flags
000000018f08a1f0 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
000000018f086614 (__TEXT,__text) external _krb5_pkinit_get_client_cert
000000018f08661c (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
000000018f086624 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
000000018f08662c (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
000000018f086634 (__TEXT,__text) external _krb5_pkinit_have_client_cert
000000018f08663c (__TEXT,__text) external _krb5_pkinit_release_cert
000000018f086644 (__TEXT,__text) external _krb5_pkinit_release_cert_db
000000018f08664c (__TEXT,__text) external _krb5_pkinit_set_client_cert
000000018f092f6c (__TEXT,__text) external _krb5_principal2salt
000000018f08aeac (__TEXT,__text) external _krb5_principal_compare
000000018f086654 (__TEXT,__text) external _krb5_process_key
000000018f08a4cc (__TEXT,__text) external _krb5_prompter_posix
000000018f08665c (__TEXT,__text) external _krb5_random_key
000000018f086664 (__TEXT,__text) external _krb5_rd_cred
000000018f08666c (__TEXT,__text) external _krb5_rd_error
000000018f0921c4 (__TEXT,__text) external _krb5_rd_priv
000000018f086674 (__TEXT,__text) external _krb5_rd_rep
000000018f091cc8 (__TEXT,__text) external _krb5_rd_req
000000018f09228c (__TEXT,__text) external _krb5_rd_safe
000000018f08667c (__TEXT,__text) external _krb5_read_password
000000018f08aeb8 (__TEXT,__text) external _krb5_realm_compare
000000018f091f94 (__TEXT,__text) external _krb5_recvauth
000000018f09207c (__TEXT,__text) external _krb5_recvauth_version
000000018f086684 (__TEXT,__text) external _krb5_salttype_to_string
000000018f092540 (__TEXT,__text) external _krb5_sendauth
000000018f08668c (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
000000018f09304c (__TEXT,__text) external _krb5_set_default_tgs_enctypes
000000018f092ff0 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
000000018f092cc8 (__TEXT,__text) external _krb5_set_password
000000018f092bd0 (__TEXT,__text) external _krb5_set_password_using_ccache
000000018f086694 (__TEXT,__text) external _krb5_set_principal_realm
000000018f08a5e4 (__TEXT,__text) external _krb5_set_real_time
000000018f08ae08 (__TEXT,__text) external _krb5_sname_to_principal
000000018f08669c (__TEXT,__text) external _krb5_string_to_cksumtype
000000018f08a48c (__TEXT,__text) external _krb5_string_to_deltat
000000018f0866a4 (__TEXT,__text) external _krb5_string_to_enctype
000000018f092ee8 (__TEXT,__text) external _krb5_string_to_key
000000018f0866ac (__TEXT,__text) external _krb5_string_to_salttype
000000018f0928c0 (__TEXT,__text) external _krb5_string_to_timestamp
00000001d4a10610 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
000000018f08a194 (__TEXT,__text) external _krb5_timeofday
000000018f0866b4 (__TEXT,__text) external _krb5_timestamp_to_sfstring
000000018f0866bc (__TEXT,__text) external _krb5_timestamp_to_string
000000018f08ac10 (__TEXT,__text) external _krb5_unparse_name
000000018f0866c4 (__TEXT,__text) external _krb5_unparse_name_ext
000000018f0866cc (__TEXT,__text) external _krb5_unparse_name_flags
000000018f0866d4 (__TEXT,__text) external _krb5_unparse_name_flags_ext
000000018f08a118 (__TEXT,__text) external _krb5_us_timeofday
00000001d964f628 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
000000018f0930a8 (__TEXT,__text) external _krb5_use_enctype
000000018f0866dc (__TEXT,__text) external _krb5_verify_checksum
000000018f0890c8 (__TEXT,__text) external _krb5_verify_init_creds
000000018f0890a4 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
000000018f0890ac (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
000000018f0866e4 (__TEXT,__text) external _krb5int_accessor
000000018f0866f0 (__TEXT,__text) external _krb5int_freeaddrinfo
000000018f0866f8 (__TEXT,__text) external _krb5int_gai_strerror
000000018f086700 (__TEXT,__text) external _krb5int_getaddrinfo
000000018f086708 (__TEXT,__text) external _krb5int_gmt_mktime
000000018f086710 (__TEXT,__text) external _krb5int_init_context_kdc
000000018f086718 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
000000018f086720 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
000000018f086728 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
000000018f086730 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
000000018f086738 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
000000018f086740 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001d964ed60 (__DATA,__data) non-external _krb5int_profile_shared_data
000000018f090e80 (__TEXT,__text) external _krb__get_srvtabname
000000018f090bc4 (__TEXT,__text) external _krb_change_password
000000018f090ce4 (__TEXT,__text) external _krb_check_auth
000000018f090df0 (__TEXT,__text) external _krb_delete_cred
000000018f090e10 (__TEXT,__text) external _krb_get_admhst
000000018f090d7c (__TEXT,__text) external _krb_get_cred
000000018f090bd4 (__TEXT,__text) external _krb_get_err_text
000000018f090c2c (__TEXT,__text) external _krb_get_in_tkt
000000018f090c34 (__TEXT,__text) external _krb_get_in_tkt_creds
000000018f090e18 (__TEXT,__text) external _krb_get_krbhst
000000018f090e08 (__TEXT,__text) external _krb_get_lrealm
000000018f090de8 (__TEXT,__text) external _krb_get_nth_cred
000000018f090de0 (__TEXT,__text) external _krb_get_num_cred
000000018f090c3c (__TEXT,__text) external _krb_get_phost
000000018f090e00 (__TEXT,__text) external _krb_get_profile
000000018f090c8c (__TEXT,__text) external _krb_get_pw_in_tkt
000000018f090c94 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
000000018f090ca4 (__TEXT,__text) external _krb_get_svc_in_tkt
000000018f090d74 (__TEXT,__text) external _krb_get_tf_fullname
000000018f090d6c (__TEXT,__text) external _krb_get_tf_realm
000000018f090cac (__TEXT,__text) external _krb_get_ticket_for_service
000000018f090e78 (__TEXT,__text) external _krb_life_to_time
000000018f090cec (__TEXT,__text) external _krb_mk_auth
000000018f090cf4 (__TEXT,__text) external _krb_mk_err
000000018f090cfc (__TEXT,__text) external _krb_mk_priv
000000018f090d04 (__TEXT,__text) external _krb_mk_req
000000018f090d0c (__TEXT,__text) external _krb_mk_req_creds
000000018f090d1c (__TEXT,__text) external _krb_mk_safe
000000018f090d2c (__TEXT,__text) external _krb_rd_err
000000018f090d34 (__TEXT,__text) external _krb_rd_priv
000000018f090d3c (__TEXT,__text) external _krb_rd_req
000000018f090d44 (__TEXT,__text) external _krb_rd_req_int
000000018f090d4c (__TEXT,__text) external _krb_rd_safe
000000018f090e20 (__TEXT,__text) external _krb_realmofhost
000000018f090d5c (__TEXT,__text) external _krb_recvauth
000000018f090d64 (__TEXT,__text) external _krb_sendauth
000000018f090d14 (__TEXT,__text) external _krb_set_lifetime
000000018f090dd4 (__TEXT,__text) external _krb_set_tkt_string
000000018f090e70 (__TEXT,__text) external _krb_time_to_life
000000018f090cdc (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
000000018f08a950 (__TEXT,__text) non-external _map_mit_principal
000000018f092178 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
000000018f08921c (__TEXT,__text) non-external (was a private external) _mshim_ctx
000000018f0934cc (__TEXT,__text) non-external _mshim_ctx.cold.1
00000001d964eaa8 (__DATA,__data) non-external _mshim_ctx.key
00000001d964eaa0 (__DATA,__data) non-external _mshim_ctx.once
000000018f08918c (__TEXT,__text) non-external (was a private external) _mshim_failure
000000018f088e00 (__TEXT,__text) non-external _mshim_gic_opt
000000018f0898a0 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
000000018f0896e0 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
000000018f089328 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
000000018f089ab8 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
000000018f0893b4 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
000000018f08a8f8 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
000000018f089914 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
000000018f091dbc (__TEXT,__text) non-external _mshim_hticket2mticket
000000018f085bf0 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
000000018f0892e8 (__TEXT,__text) non-external (was a private external) _mshim_malloc
000000018f0934f4 (__TEXT,__text) non-external _mshim_malloc.cold.1
000000018f089518 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
000000018f089370 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
000000018f089400 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
000000018f089bac (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001d964eda8 (__DATA,__data) non-external _notify_token
00000001d4a104b8 (__DATA_CONST,__const) non-external _oidsets
00000001d964ec60 (__DATA,__data) non-external _prof_error_strings
000000018f08e314 (__TEXT,__text) external _profile_abandon
000000018f08f8c8 (__TEXT,__text) non-external (was a private external) _profile_add_node
000000018f08f4d8 (__TEXT,__text) external _profile_add_relation
000000018f08f2b8 (__TEXT,__text) external _profile_clear_relation
000000018f08d23c (__TEXT,__text) non-external (was a private external) _profile_close_file
000000018f08d29c (__TEXT,__text) external _profile_configuration_updated
000000018f08dfb4 (__TEXT,__text) non-external (was a private external) _profile_copy
000000018f08f700 (__TEXT,__text) non-external (was a private external) _profile_create_node
000000018f08d5a0 (__TEXT,__text) non-external (was a private external) _profile_dereference_data
000000018f08d18c (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
000000018f08cc2c (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
000000018f08fa40 (__TEXT,__text) non-external (was a private external) _profile_find_node
000000018f08fb84 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
000000018f08fbec (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
000000018f08e270 (__TEXT,__text) external _profile_flush
000000018f08d308 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
000000018f08d2a8 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
000000018f08d524 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
000000018f08e300 (__TEXT,__text) external _profile_flush_to_buffer
000000018f08e2b8 (__TEXT,__text) external _profile_flush_to_file
000000018f08e30c (__TEXT,__text) external _profile_free_buffer
000000018f08d614 (__TEXT,__text) non-external (was a private external) _profile_free_file
000000018f08d660 (__TEXT,__text) external _profile_free_list
000000018f08f67c (__TEXT,__text) non-external (was a private external) _profile_free_node
000000018f08dac0 (__TEXT,__text) external _profile_get_boolean
000000018f08d99c (__TEXT,__text) external _profile_get_integer
000000018f08fa30 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
000000018f08fc50 (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
000000018f08fa38 (__TEXT,__text) non-external (was a private external) _profile_get_node_value
000000018f08dc90 (__TEXT,__text) external _profile_get_relation_names
000000018f08d8e0 (__TEXT,__text) external _profile_get_string
000000018f08dbd8 (__TEXT,__text) external _profile_get_subsection_names
000000018f08d85c (__TEXT,__text) non-external (was a private external) _profile_get_value
000000018f08d6b4 (__TEXT,__text) external _profile_get_values
000000018f08de40 (__TEXT,__text) external _profile_init
000000018f08e070 (__TEXT,__text) external _profile_init_path
000000018f08e220 (__TEXT,__text) external _profile_is_modified
000000018f08fa24 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
000000018f08e1c0 (__TEXT,__text) external _profile_is_writable
000000018f08dd84 (__TEXT,__text) external _profile_iterator
000000018f08dd7c (__TEXT,__text) external _profile_iterator_create
000000018f08dd80 (__TEXT,__text) external _profile_iterator_free
000000018f08cc28 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
000000018f08d5fc (__TEXT,__text) non-external (was a private external) _profile_lock_global
000000018f08f9f8 (__TEXT,__text) non-external (was a private external) _profile_make_node_final
000000018f08cc70 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
000000018f08fd6c (__TEXT,__text) non-external (was a private external) _profile_node_iterator
000000018f093548 (__TEXT,__text) non-external _profile_node_iterator.cold.1
000000018f08fc60 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
000000018f08fd24 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
000000018f08cd18 (__TEXT,__text) non-external (was a private external) _profile_open_file
000000018f08e384 (__TEXT,__text) non-external (was a private external) _profile_parse_file
000000018f08df44 (__TEXT,__text) external _profile_release
