0000000228292008 (__TEXT,__text) non-external _DiToMD5
0000000228283f18 (__TEXT,__text) external __ZN6OSData8withDataEPKS_
0000000228283f3c (__TEXT,__text) external __ZN6OSData8withDataEPKS_mm
0000000228283f10 (__TEXT,__text) external __ZN6OSData9withBytesEPKvm
0000000228283094 (__TEXT,__text) external __ZN7OSArray11withObjectsEPPK8OSObjectjj
0000000228283278 (__TEXT,__text) external __ZN7OSArray12removeObjectEj
0000000228283090 (__TEXT,__text) external __ZN7OSArray12withCapacityEj
000000022828326c (__TEXT,__text) external __ZN7OSArray13replaceObjectEjPK15OSMetaClassBase
0000000228282f4c (__TEXT,__text) external __ZN7OSArray14ensureCapacityEj
0000000228282f5c (__TEXT,__text) external __ZN7OSArray15flushCollectionEv
0000000228283020 (__TEXT,__text) external __ZN7OSArray4freeEv
0000000228283198 (__TEXT,__text) external __ZN7OSArray5mergeEPKS_
0000000228283128 (__TEXT,__text) external __ZN7OSArray9setObjectEPK15OSMetaClassBase
0000000228283260 (__TEXT,__text) external __ZN7OSArray9setObjectEjPK15OSMetaClassBase
0000000228283138 (__TEXT,__text) external __ZN7OSArray9withArrayEPKS_j
000000022827d170 (__TEXT,__text) external __ZN8IOThread17CopyCurrentThreadEPPS_
00000002282a5920 (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.1
00000002282a594c (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.2
000000022827d228 (__TEXT,__text) external __ZN8IOThread17GetTimeConstraintEPjS0_S0_PbS1_
000000022827d2f4 (__TEXT,__text) external __ZN8IOThread17SetTimeConstraintEjjjb
000000022827d11c (__TEXT,__text) external __ZN8IOThread4JoinEPPv
000000022827cd68 (__TEXT,__text) external __ZN8IOThread4freeEv
000000022827cce0 (__TEXT,__text) external __ZN8IOThread4initEv
000000022827cdcc (__TEXT,__text) external __ZN8IOThread6CreateEyPFPvS0_ES0_PPS_
00000002282a2258 (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
000000022827a5d0 (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
000000022827a57c (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00000002282a55f4 (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00000002282a2534 (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00000002282a2194 (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
000000022827a59c (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
000000022827a2d4 (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00000002282a2374 (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00000002282a2618 (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
000000022827a6d8 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00000002282a5678 (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
000000022827a3ac (__TEXT,__text) external __ZN8OSAction4freeEv
00000002282a559c (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
000000022827a438 (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00000002282a55c8 (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
000000022827a2c8 (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00000002282a24a0 (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
000000022827a678 (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00000002282a564c (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00000002282a209c (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
000000022827a5ec (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00000002282a5620 (__TEXT,__text) non-external __ZN8OSAction8WillWaitEPP17OSActionWaitToken.cold.1
00000002282a20d0 (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
000000022827bb94 (__TEXT,__text) external __ZN8OSBundle10mainBundleEv
00000002282a5770 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.1
00000002282a579c (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.2
00000002282a57c8 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.3
000000022827be9c (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
000000022827bce8 (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
000000022827be18 (__TEXT,__text) external __ZN8OSBundle4freeEv
000000022827bd98 (__TEXT,__text) external __ZN8OSBundle4initEv
0000000228284118 (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
0000000228284148 (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00000002282842d4 (__TEXT,__text) external __ZN8OSNumber4freeEv
00000002282a2c38 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00000002282a2db8 (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00000002282a2f48 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00000002282a303c (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
0000000228276d94 (__TEXT,__text) external __ZN8OSObject4freeEv
0000000228276d84 (__TEXT,__text) external __ZN8OSObject4initEv
00000002282a2b40 (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00000002282a2b90 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
000000022828401c (__TEXT,__text) external __ZN8OSString10withStringEPKS_
0000000228283ffc (__TEXT,__text) external __ZN8OSString11withCStringEPKc
0000000228284064 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
000000022828400c (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
000000022827fc58 (__TEXT,__text) external __ZN8OSString4freeEv
00000002282a5d58 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00000002282a5d84 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00000002282a5db0 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
000000022827c494 (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
000000022827c43c (__TEXT,__text) external __ZN9IOCommand4freeEv
000000022827c3a0 (__TEXT,__text) external __ZN9IOCommand4initEv
000000022827c48c (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
000000022829b3f4 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
000000022829a980 (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
000000022827b0c0 (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
000000022829c8c8 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
000000022827b5fc (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
0000000228299780 (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
000000022829b500 (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00000002282996ac (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
000000022829b720 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
0000000228299fc4 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
0000000228299a2c (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
000000022829adb0 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
000000022829aa8c (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
000000022829a868 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
000000022829a568 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
000000022829c100 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
000000022829a6ac (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
000000022829cb98 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
000000022829c960 (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
000000022829b870 (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
000000022829d920 (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
000000022829a318 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
000000022827b364 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
000000022829ab98 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
000000022829d840 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
000000022829aca4 (__TEXT,__text) external __ZN9IOService16SetPowerOverrideEbPFiP15OSMetaClassBase5IORPCE
000000022827b808 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
000000022829bc0c (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
000000022829d1f8 (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
000000022829d424 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
000000022829c690 (__TEXT,__text) external __ZN9IOService17CreatePMAssertionEjPybPFiP15OSMetaClassBase5IORPCE
000000022829cf88 (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
0000000228299c0c (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
000000022829bedc (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
000000022829a0ac (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
000000022829c7c0 (__TEXT,__text) external __ZN9IOService18ReleasePMAssertionEyPFiP15OSMetaClassBase5IORPCE
000000022829b2ec (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
000000022827b3c0 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
000000022829d4bc (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
000000022829d654 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
000000022827b6f0 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00000002282a5744 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
000000022829cac0 (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
000000022829d148 (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
0000000228299994 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
000000022829ceac (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
000000022829ccf4 (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
000000022829dc3c (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
000000022829cda8 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
000000022827b448 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
000000022829bd58 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
0000000228299cb4 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
000000022829d75c (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
000000022829b194 (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
000000022829b624 (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
000000022829cc64 (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
000000022827b800 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
000000022829d018 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
000000022827b048 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
000000022829d0b0 (__TEXT,__text) external __ZN9IOService23SetPowerOverride_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
000000022829d9d4 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
000000022829e0b4 (__TEXT,__text) external __ZN9IOService24CreatePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPybE
000000022829c448 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
0000000228299b30 (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
0000000228299854 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
000000022829e158 (__TEXT,__text) external __ZN9IOService25ReleasePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
000000022829d38c (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
000000022829c538 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
000000022829a424 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
000000022829c358 (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
0000000228278f64 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
0000000228278fc0 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
000000022829da90 (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
000000022829d290 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
000000022829d554 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
000000022827af50 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
000000022829debc (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
0000000228278d0c (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
0000000228278e0c (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00000002282a5498 (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
000000022829dfb8 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00000002282998ec (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
0000000228278f3c (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
0000000228278f50 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
000000022829c218 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
000000022829bff4 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
000000022829ddc0 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
0000000228278e84 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
0000000228278ee0 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
000000022829dd18 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
000000022829dbac (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
0000000228299ee0 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
0000000228276db4 (__TEXT,__text) external __ZN9IOService4freeEv
000000022827adb8 (__TEXT,__text) external __ZN9IOService4initEv
00000002282a56f4 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00000002282a571c (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
0000000228299dfc (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
000000022829aefc (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
000000022829a1d0 (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
000000022829bac8 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
0000000228299308 (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
000000022829b9a8 (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
000000022827b144 (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
000000022829b08c (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
000000022829933c (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
0000000228284390 (__TEXT,__text) external __ZN9OSBoolean4freeEv
0000000228296970 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00000002282a2028 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00000002282824e0 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00000002282824f0 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000228282628 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
0000000228282c78 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00000002282829b0 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
0000000228282610 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
0000000228282af8 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
0000000228282c6c (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
0000000228282500 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
0000000228282560 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
0000000228282b00 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
000000022827c388 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
000000022827c394 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
0000000228283bf0 (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
0000000228283be8 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00000002282959c0 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
000000022827356c (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
0000000228273fd4 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
0000000228273538 (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
0000000228273f28 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
0000000228273f20 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
0000000228273530 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
0000000228273f24 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
0000000228273fc8 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
0000000228296278 (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
0000000228295480 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00000002282983b8 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
000000022829eb88 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00000002282a0ea8 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
000000022829f488 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00000002282a3db0 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
0000000228283864 (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00000002282837c0 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00000002282837e4 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
0000000228283fc4 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
0000000228283f84 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
0000000228283dac (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
0000000228283dcc (__TEXT,__text) external __ZNK6OSData9getLengthEv
0000000228283c70 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
0000000228283d48 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
0000000228283d24 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
0000000228283d58 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
0000000228282f34 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
0000000228283374 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
0000000228283390 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000228283440 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
0000000228282f1c (__TEXT,__text) external __ZNK7OSArray8getCountEv
000000022828336c (__TEXT,__text) external __ZNK7OSArray9getObjectEj
0000000228282d64 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
0000000228282dc4 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00000002282a271c (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
000000022828414c (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
0000000228284154 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
0000000228284180 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00000002282841ac (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00000002282841d4 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00000002282841fc (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
0000000228284284 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
0000000228273f34 (__TEXT,__text) external __ZNK8OSObject6retainEv
00000002282a42f4 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00000002282a4320 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
0000000228273f6c (__TEXT,__text) external __ZNK8OSObject7releaseEv
00000002282a434c (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
000000022827fddc (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
000000022827fe14 (__TEXT,__text) external __ZNK8OSString9getLengthEv
0000000228284070 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
0000000228283ddc (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00000002282840dc (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00000002282840e8 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
000000022827b890 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
0000000228284388 (__TEXT,__text) external __ZNK9OSBoolean6retainEv
000000022828438c (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
000000029a8f7638 (__AUTH_CONST,__const) external __ZTI10IOReporter
000000029a8f8568 (__AUTH_CONST,__const) external __ZTI11IOEventLink
000000029a8f8c58 (__AUTH_CONST,__const) external __ZTI11IOMemoryMap
000000029a8fa0f8 (__AUTH_CONST,__const) external __ZTI11IOWorkGroup
000000029a8f6a98 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11OSContainer
000000029a8f6358 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11OSInterface
000000029a8f7a88 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
000000029a8f7ea8 (__AUTH_CONST,__const) external __ZTI12IODMACommand
000000029a8f9c88 (__AUTH_CONST,__const) external __ZTI12IOUserClient
000000029a8f9f48 (__AUTH_CONST,__const) external __ZTI12IOUserServer
