00007ffc427ff470 (__DATA_DIRTY,__common) external _AfterColour
00007ffc0853d576 (__TEXT,__text) external __ZN4llvm19raw_svector_ostream10write_implEPKcm
00007ffc08ca4234 (__TEXT,__text) external __ZN4llvm19raw_svector_ostream11pwrite_implEPKcmy
00007ffc08b7ef6c (__TEXT,__text) external __ZN4llvm19sampleprof_categoryEv
00007ffc084abf3b (__TEXT,__text) external __ZN4llvm19setCurrentDebugTypeEPKc
00007ffc08550c5b (__TEXT,__text) external __ZN4llvm19set_thread_priorityENS_14ThreadPriorityE
00007ffc08a303fe (__TEXT,__text) external __ZN4llvm19shouldPrintAfterAllEv
00007ffc077f2b89 (__TEXT,__text) external __ZN4llvm19skipDebugIntrinsicsENS_14ilist_iteratorINS_12ilist_detail12node_optionsINS_11InstructionELb0ELb0EvEELb0ELb0EEE
00007ffc07c3470f (__TEXT,__text) external __ZN4llvm19updateIndirectCallsERNS_18ModuleSummaryIndexE
00007ffc08cc2c64 (__TEXT,__text) external __ZN4llvm19updateProfileCalleeEPNS_8FunctionExPKNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS5_NS_3sys10SmartMutexILb0EEEEEEE
00007ffc08c875cb (__TEXT,__text) external __ZN4llvm19writeFileAtomicallyENS_9StringRefES0_NSt3__18functionIFNS_5ErrorERNS_11raw_ostreamEEEE
00007ffc08c8754c (__TEXT,__text) external __ZN4llvm19writeFileAtomicallyENS_9StringRefES0_S0_
00007ffc07197da2 (__TEXT,__text) external __ZN4llvm20AAResultsWrapperPass13runOnFunctionERNS_8FunctionE
00007ffc42ddd5c9 (__DATA,__common) external __ZN4llvm20AAResultsWrapperPass2IDE
00007ffc07197c4a (__TEXT,__text) external __ZN4llvm20AAResultsWrapperPassC1Ev
00007ffc088b0cb4 (__TEXT,__text) external __ZN4llvm20AAResultsWrapperPassC2Ev
00007ffc08a9f126 (__TEXT,__text) external __ZN4llvm20AAValueConstantRange17createForPositionERKNS_10IRPositionERNS_10AttributorE
00007ffc0b2079ac (__TEXT,__const) external __ZN4llvm20AAValueConstantRange2IDE
00007ffc088b434a (__TEXT,__text) external __ZN4llvm20AliasSetsPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc088b4340 (__TEXT,__text) external __ZN4llvm20AliasSetsPrinterPassC1ERNS_11raw_ostreamE
00007ffc0719d830 (__TEXT,__text) external __ZN4llvm20AliasSetsPrinterPassC2ERNS_11raw_ostreamE
00007ffc085085c5 (__TEXT,__text) external __ZN4llvm20AreStatisticsEnabledEv
00007ffc42dde1f1 (__DATA,__common) external __ZN4llvm20AtomicFileWriteError2IDE
00007ffc0895601b (__TEXT,__text) external __ZN4llvm20BitcodeErrorCategoryEv
00007ffc40fddb08 (__DATA_CONST,__const) external __ZN4llvm20BreakCriticalEdgesIDE
00007ffc42dddaf0 (__DATA,__common) external __ZN4llvm20CFIInstrInserterPass3KeyE
00007ffc088c733e (__TEXT,__text) external __ZN4llvm20CallGraphPrinterPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc071ea9de (__TEXT,__text) external __ZN4llvm20CallGraphWrapperPass11runOnModuleERNS_6ModuleE
00007ffc071eaad2 (__TEXT,__text) external __ZN4llvm20CallGraphWrapperPass13releaseMemoryEv
00007ffc42ddd650 (__DATA,__common) external __ZN4llvm20CallGraphWrapperPass2IDE
00007ffc071ea9d4 (__TEXT,__text) external __ZN4llvm20CallGraphWrapperPassC1Ev
00007ffc088c73ae (__TEXT,__text) external __ZN4llvm20CallGraphWrapperPassC2Ev
00007ffc088c74fe (__TEXT,__text) external __ZN4llvm20CallGraphWrapperPassD0Ev
00007ffc088c74f4 (__TEXT,__text) external __ZN4llvm20CallGraphWrapperPassD1Ev
00007ffc088c74a6 (__TEXT,__text) external __ZN4llvm20CallGraphWrapperPassD2Ev
00007ffc073b842c (__TEXT,__text) external __ZN4llvm20CannotBeNegativeZeroEPKNS_5ValueEPKNS_17TargetLibraryInfoEj
00007ffc085c11e0 (__TEXT,__text) external __ZN4llvm20ComputationExtractor15extractFunctionEPNS_6ModuleENS_8ArrayRefIPNS_5ValueEEENS_9StringRefE
00007ffc085c3ee4 (__TEXT,__text) external __ZN4llvm20ComputationExtractor21eraseDeadInstructionsEv
00007ffc085c3bcc (__TEXT,__text) external __ZN4llvm20ComputationExtractor29replaceExtractedInstsWithCallEPNS_8FunctionENS_8ArrayRefIPNS_5ValueEEE
00007ffc085bf060 (__TEXT,__text) external __ZN4llvm20ComputationExtractor8evaluateENS_8ArrayRefIPNS_5ValueEEES4_
00007ffc085bf00c (__TEXT,__text) external __ZN4llvm20ComputationExtractor8evaluateEPNS_5ValueENS_8ArrayRefIS2_EE
00007ffc071fd4b8 (__TEXT,__text) external __ZN4llvm20ConstantFoldConstantEPKNS_8ConstantERKNS_10DataLayoutEPKNS_17TargetLibraryInfoE
00007ffc08b89730 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass17emitBaseConstantsEPNS_11InstructionEPNS_8ConstantEPNS_4TypeERKNS_10consthoist12ConstantUserE
00007ffc08b89b04 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass17emitBaseConstantsEPNS_14GlobalVariableE
00007ffc08b892dc (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass17findBaseConstantsEPNS_14GlobalVariableE
00007ffc08b88f92 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass23findAndMakeBaseConstantENSt3__111__wrap_iterIPNS_10consthoist17ConstantCandidateEEES6_RNS_15SmallVectorImplINS3_12ConstantInfoEEE
00007ffc08b88b80 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass24maximizeConstantsInRangeENSt3__111__wrap_iterIPNS_10consthoist17ConstantCandidateEEES6_RS6_
00007ffc08b88b10 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass25collectConstantCandidatesERNS_8DenseMapINS_12PointerUnionIJPNS_11ConstantIntEPNS_12ConstantExprEEEEjNS_12DenseMapInfoIS7_vEENS_6detail12DenseMapPairIS7_jEEEEPNS_11InstructionE
00007ffc08b88a08 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass25collectConstantCandidatesERNS_8DenseMapINS_12PointerUnionIJPNS_11ConstantIntEPNS_12ConstantExprEEEEjNS_12DenseMapInfoIS7_vEENS_6detail12DenseMapPairIS7_jEEEEPNS_11InstructionEj
00007ffc08b883bc (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass25collectConstantCandidatesERNS_8DenseMapINS_12PointerUnionIJPNS_11ConstantIntEPNS_12ConstantExprEEEEjNS_12DenseMapInfoIS7_vEENS_6detail12DenseMapPairIS7_jEEEEPNS_11InstructionEjS4_
00007ffc08b88600 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass25collectConstantCandidatesERNS_8DenseMapINS_12PointerUnionIJPNS_11ConstantIntEPNS_12ConstantExprEEEEjNS_12DenseMapInfoIS7_vEENS_6detail12DenseMapPairIS7_jEEEEPNS_11InstructionEjS6_
00007ffc080dd25e (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass25collectConstantCandidatesERNS_8FunctionE
00007ffc08b8a362 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc08b89f24 (__TEXT,__text) external __ZN4llvm20ConstantHoistingPass7runImplERNS_8FunctionERNS_19TargetTransformInfoERNS_13DominatorTreeEPNS_18BlockFrequencyInfoERNS_10BasicBlockEPNS_18ProfileSummaryInfoE
00007ffc088c86f6 (__TEXT,__text) external __ZN4llvm20CostModelPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc08c82e2a (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext10GetCurrentEv
00007ffc08c83158 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext10HandleExitEi
00007ffc084a9a9c (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext12throwIfCrashEi
00007ffc084a99c6 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext13getStacktraceEv
00007ffc08c82fc2 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext15registerCleanupEPNS_27CrashRecoveryContextCleanupE
00007ffc08c83168 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext17RunSafelyOnThreadENS_12function_refIFvvEEEj
00007ffc08c82fe4 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext17unregisterCleanupEPNS_27CrashRecoveryContextCleanupE
00007ffc084a9984 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext21isRecoveringFromCrashEv
00007ffc08c82e82 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext6EnableEv
00007ffc08c82f34 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext7DisableEv
00007ffc08c83024 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContext9RunSafelyENS_12function_refIFvvEEE
00007ffc08c82e04 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContextC1Ev
00007ffc084a9800 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContextC2Ev
00007ffc08c82e20 (__TEXT,__text) external __ZN4llvm20CrashRecoveryContextD1Ev
00007ffc084a981c (__TEXT,__text) external __ZN4llvm20CrashRecoveryContextD2Ev
00007ffc08594098 (__TEXT,__text) external __ZN4llvm20CreateControlFlowHubEPNS_14DomTreeUpdaterERNS_15SmallVectorImplIPNS_10BasicBlockEEERKNS_9SetVectorIS4_NSt3__16vectorIS4_NS8_9allocatorIS4_EEEENS_8DenseSetIS4_NS_12DenseMapInfoIS4_vEEEEEESJ_NS_9StringRefE
00007ffc08c94ffe (__TEXT,__text) external __ZN4llvm20CreateInfoOutputFileEv
00007ffc088ca1cc (__TEXT,__text) external __ZN4llvm20CycleInfoPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc088ca1c2 (__TEXT,__text) external __ZN4llvm20CycleInfoPrinterPassC1ERNS_11raw_ostreamE
00007ffc0720f0b0 (__TEXT,__text) external __ZN4llvm20CycleInfoPrinterPassC2ERNS_11raw_ostreamE
00007ffc0720f424 (__TEXT,__text) external __ZN4llvm20CycleInfoWrapperPass13releaseMemoryEv
00007ffc0720f270 (__TEXT,__text) external __ZN4llvm20CycleInfoWrapperPass13runOnFunctionERNS_8FunctionE
00007ffc42ddd670 (__DATA,__common) external __ZN4llvm20CycleInfoWrapperPass2IDE
00007ffc0720f1c8 (__TEXT,__text) external __ZN4llvm20CycleInfoWrapperPassC1Ev
00007ffc0720f0bc (__TEXT,__text) external __ZN4llvm20CycleInfoWrapperPassC2Ev
00007ffc08b8d060 (__TEXT,__text) external __ZN4llvm20DFAJumpThreadingPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc07971308 (__TEXT,__text) external __ZN4llvm20DWARFListTableHeader7extractENS_18DWARFDataExtractorEPy
00007ffc078a4666 (__TEXT,__text) external __ZN4llvm20DbgVariableIntrinsic22addVariableLocationOpsENS_8ArrayRefIPNS_5ValueEEEPNS_12DIExpressionE
00007ffc078a42ce (__TEXT,__text) external __ZN4llvm20DbgVariableIntrinsic25replaceVariableLocationOpEPNS_5ValueES2_
00007ffc08a24d02 (__TEXT,__text) external __ZN4llvm20DbgVariableIntrinsic25replaceVariableLocationOpEjPNS_5ValueE
00007ffc0726d342 (__TEXT,__text) external __ZN4llvm20DefaultInlineAdvisor13getAdviceImplERNS_8CallBaseE
00007ffc07502e06 (__TEXT,__text) external __ZN4llvm20DefaultVLIWScheduler14postprocessDAGEv
00007ffc07502e46 (__TEXT,__text) external __ZN4llvm20DefaultVLIWScheduler8scheduleEv
00007ffc07502dbe (__TEXT,__text) external __ZN4llvm20DefaultVLIWSchedulerC1ERNS_15MachineFunctionERNS_15MachineLoopInfoEPNS_9AAResultsE
00007ffc07502d76 (__TEXT,__text) external __ZN4llvm20DefaultVLIWSchedulerC2ERNS_15MachineFunctionERNS_15MachineLoopInfoEPNS_9AAResultsE
00007ffc42ddd688 (__DATA,__common) external __ZN4llvm20DemandedBitsAnalysis3KeyE
00007ffc0721cf3c (__TEXT,__text) external __ZN4llvm20DemandedBitsAnalysis3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc427f6e60 (__DATA_DIRTY,__common) external __ZN4llvm20DisableIndirectCallsE
00007ffc08b7609a (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter11handleAfterENS_9StringRefERNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERKNS_7IRDataTINS_6DCDataEEESE_NS_3AnyE
00007ffc08085828 (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter13handleIgnoredENS_9StringRefERNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffc08085654 (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter14handleFilteredENS_9StringRefERNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffc080859fc (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter14initializeHTMLEv
00007ffc08b75dae (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter15handleInitialIRENS_3AnyE
00007ffc080854a2 (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter17handleInvalidatedENS_9StringRefE
00007ffc08b7634c (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter17registerCallbacksERNS_28PassInstrumentationCallbacksE
00007ffc0807e1da (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter21handleFunctionCompareENS_9StringRefES1_S1_S1_bjRKNS_9FuncDataTINS_6DCDataEEES6_
00007ffc08b76042 (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter24generateIRRepresentationENS_3AnyENS_9StringRefERNS_7IRDataTINS_6DCDataEEE
00007ffc08b758ca (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter7genHTMLENS_9StringRefES1_S1_
00007ffc080852ce (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporter9omitAfterENS_9StringRefERNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffc0807e1aa (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporterC1Eb
00007ffc0807e17a (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporterC2Eb
00007ffc08b76326 (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporterD0Ev
00007ffc08b7631c (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporterD1Ev
00007ffc08b7619e (__TEXT,__text) external __ZN4llvm20DotCfgChangeReporterD2Ev
00007ffc42dddad0 (__DATA,__common) external __ZN4llvm20EarlyIfConverterPass3KeyE
00007ffc42ddda30 (__DATA,__common) external __ZN4llvm20EarlyMachineLICMPass3KeyE
00007ffc40f800c0 (__DATA_CONST,__const) external __ZN4llvm20EarlyTailDuplicateIDE
00007ffc42dde0e1 (__DATA,__common) external __ZN4llvm20EnableDebugBufferingE
00007ffc07512d54 (__TEXT,__text) external __ZN4llvm20ExpandReductionsPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc427fc980 (__DATA_DIRTY,__common) external __ZN4llvm20FlattenedProfileUsedE
00007ffc07248dfe (__TEXT,__text) external __ZN4llvm20GPUFunctionInfoCache10invalidateERNS_8FunctionE
00007ffc07248d2e (__TEXT,__text) external __ZN4llvm20GPUFunctionInfoCache10invalidateEv
00007ffc07248e86 (__TEXT,__text) external __ZN4llvm20GPUFunctionInfoCache13releaseMemoryEv
00007ffc089a925e (__TEXT,__text) external __ZN4llvm20GenericSchedulerBase14SchedCandidate17initResourceDeltaEPKNS_13ScheduleDAGMIEPKNS_16TargetSchedModelE
00007ffc089a9312 (__TEXT,__text) external __ZN4llvm20GenericSchedulerBase9setPolicyERNS0_10CandPolicyEbRNS_13SchedBoundaryEPS3_
00007ffc088e133a (__TEXT,__text) external __ZN4llvm20GlobalsAAWrapperPass11runOnModuleERNS_6ModuleE
00007ffc088e1436 (__TEXT,__text) external __ZN4llvm20GlobalsAAWrapperPass14doFinalizationERNS_6ModuleE
00007ffc42ddd6c8 (__DATA,__common) external __ZN4llvm20GlobalsAAWrapperPass2IDE
00007ffc0723c264 (__TEXT,__text) external __ZN4llvm20GlobalsAAWrapperPassC1Ev
00007ffc088e12c0 (__TEXT,__text) external __ZN4llvm20GlobalsAAWrapperPassC2Ev
00007ffc428029b0 (__DATA_DIRTY,__common) external __ZN4llvm20HintsAllowReorderingE
00007ffc08aae1dc (__TEXT,__text) external __ZN4llvm20HotColdSplittingPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc42ddd6e0 (__DATA,__common) external __ZN4llvm20IRSimilarityAnalysis3KeyE
00007ffc088e348e (__TEXT,__text) external __ZN4llvm20IRSimilarityAnalysis3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc40f77f80 (__DATA_CONST,__const) external __ZN4llvm20ImplicitNullChecksIDE
00007ffc0809fab4 (__TEXT,__text) external __ZN4llvm20InstrProfLookupTrait11ComputeHashENS_9StringRefE
00007ffc08b7c2c0 (__TEXT,__text) external __ZN4llvm20InstrProfLookupTrait22readValueProfilingDataERPKhS2_
00007ffc08b7c36c (__TEXT,__text) external __ZN4llvm20InstrProfLookupTrait8ReadDataENS_9StringRefEPKhy
00007ffc08cc3ba8 (__TEXT,__text) external __ZN4llvm20InstructionNamerPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc427fe1b0 (__DATA_DIRTY,__common) external __ZN4llvm20LTODiscardValueNamesE
00007ffc0897542a (__TEXT,__text) external __ZN4llvm20LatencyPriorityQueue13scheduledNodeEPNS_5SUnitE
00007ffc075535d2 (__TEXT,__text) external __ZN4llvm20LatencyPriorityQueue24getSingleUnscheduledPredEPNS_5SUnitE
00007ffc0897546e (__TEXT,__text) external __ZN4llvm20LatencyPriorityQueue32AdjustPriorityOfUnscheduledPredsEPNS_5SUnitE
00007ffc089754fa (__TEXT,__text) external __ZN4llvm20LatencyPriorityQueue3popEv
00007ffc08975358 (__TEXT,__text) external __ZN4llvm20LatencyPriorityQueue4pushEPNS_5SUnitE
00007ffc0897558e (__TEXT,__text) external __ZN4llvm20LatencyPriorityQueue6removeEPNS_5SUnitE
00007ffc0867a08e (__TEXT,__text) external __ZN4llvm20LoadAndStorePromoter3runERKNS_15SmallVectorImplIPNS_11InstructionEEE
00007ffc0867a084 (__TEXT,__text) external __ZN4llvm20LoadAndStorePromoterC1ENS_8ArrayRefIPKNS_11InstructionEEERNS_10SSAUpdaterENS_9StringRefE
00007ffc08679f98 (__TEXT,__text) external __ZN4llvm20LoadAndStorePromoterC2ENS_8ArrayRefIPKNS_11InstructionEEERNS_10SSAUpdaterENS_9StringRefE
00007ffc088fe0c0 (__TEXT,__text) external __ZN4llvm20LoopCachePrinterPass3runERNS_4LoopERNS_15AnalysisManagerIS1_JRNS_27LoopStandardAnalysisResultsEEEES5_RNS_10LPMUpdaterE
00007ffc08b9c9be (__TEXT,__text) external __ZN4llvm20LoopDataPrefetchPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc081a5cfe (__TEXT,__text) external __ZN4llvm20LoopInstSimplifyPass3runERNS_4LoopERNS_15AnalysisManagerIS1_JRNS_27LoopStandardAnalysisResultsEEEES5_RNS_10LPMUpdaterE
00007ffc081f7f8e (__TEXT,__text) external __ZN4llvm20LoopUnrollAndJamPass3runERNS_8LoopNestERNS_15AnalysisManagerINS_4LoopEJRNS_27LoopStandardAnalysisResultsEEEES6_RNS_10LPMUpdaterE
00007ffc08ccf10c (__TEXT,__text) external __ZN4llvm20LowerGlobalDtorsPass3runERNS_6ModuleERNS_15AnalysisManagerIS1_JEEE
00007ffc08d4fb86 (__TEXT,__text) external __ZN4llvm20MCAsmParserExtension10InitializeERNS_11MCAsmParserE
00007ffc08d4fb90 (__TEXT,__text) external __ZN4llvm20MCAsmParserExtension23ParseDirectiveCGProfileENS_9StringRefENS_5SMLocE
00007ffc0881068e (__TEXT,__text) external __ZN4llvm20MCAsmParserExtensionC1Ev
00007ffc08d4fb52 (__TEXT,__text) external __ZN4llvm20MCAsmParserExtensionC2Ev
00007ffc08d4fb72 (__TEXT,__text) external __ZN4llvm20MCAsmParserExtensionD0Ev
00007ffc08d4fb6c (__TEXT,__text) external __ZN4llvm20MCAsmParserExtensionD1Ev
00007ffc08d4fb66 (__TEXT,__text) external __ZN4llvm20MCAsmParserExtensionD2Ev
00007ffc07fa2474 (__TEXT,__text) external __ZN4llvm20MCExternalSymbolizer24tryAddingSymbolicOperandERNS_6MCInstERNS_11raw_ostreamExybyy
00007ffc07fa2e86 (__TEXT,__text) external __ZN4llvm20MCExternalSymbolizer31tryAddingPcLoadReferenceCommentERNS_11raw_ostreamExy
00007ffc08af9710 (__TEXT,__text) external __ZN4llvm20MCGenDwarfLabelEntry4MakeEPNS_8MCSymbolEPNS_10MCStreamerERNS_9SourceMgrERNS_5SMLocE
00007ffc07f63104 (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder10readStringEj
00007ffc07f64bd6 (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder20printProbeForAddressERNS_11raw_ostreamEy
00007ffc07f6491e (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder21buildAddress2ProbeMapEPKhm
00007ffc07f648b2 (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder21buildAddress2ProbeMapEPKhmRNSt3__113unordered_setIyNS3_4hashIyEENS3_8equal_toIyEENS3_9allocatorIyEEEE
00007ffc07f6388c (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder21buildAddress2ProbeMapEPNS_30MCDecodedPseudoProbeInlineTreeERyRNSt3__113unordered_setIyNS4_4hashIyEENS4_8equal_toIyEENS4_9allocatorIyEEEE
00007ffc07f63158 (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder21buildGUID2FuncDescMapEPKhm
00007ffc07f649cc (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder21printGUID2FuncDescMapERNS_11raw_ostreamE
00007ffc07f64d48 (__TEXT,__text) external __ZN4llvm20MCPseudoProbeDecoder26printProbesForAllAddressesERNS_11raw_ostreamE
00007ffc08b02a7e (__TEXT,__text) external __ZN4llvm20MCPseudoProbeSection4emitEPNS_16MCObjectStreamerE
00007ffc089b2782 (__TEXT,__text) external __ZN4llvm20MIRProfileLoaderPass16doInitializationERNS_6ModuleE
00007ffc089b2410 (__TEXT,__text) external __ZN4llvm20MIRProfileLoaderPass20runOnMachineFunctionERNS_15MachineFunctionE
00007ffc42dddc5a (__DATA,__common) external __ZN4llvm20MIRProfileLoaderPass2IDE
00007ffc0764ad2a (__TEXT,__text) external __ZN4llvm20MIRProfileLoaderPassC1ENSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES7_NS_10sampleprof19FSDiscriminatorPassENS_18IntrusiveRefCntPtrINS_3vfs10FileSystemEEE
00007ffc089b22ce (__TEXT,__text) external __ZN4llvm20MIRProfileLoaderPassC2ENSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEES7_NS_10sampleprof19FSDiscriminatorPassENS_18IntrusiveRefCntPtrINS_3vfs10FileSystemEEE
00007ffc075c0e8c (__TEXT,__text) external __ZN4llvm20MachineDominatorTree13releaseMemoryEv
00007ffc075c0d7e (__TEXT,__text) external __ZN4llvm20MachineDominatorTree20runOnMachineFunctionERNS_15MachineFunctionE
00007ffc42dddbe8 (__DATA,__common) external __ZN4llvm20MachineDominatorTree2IDE
00007ffc075c0d8c (__TEXT,__text) external __ZN4llvm20MachineDominatorTree9calculateERNS_15MachineFunctionE
00007ffc0898d3fe (__TEXT,__text) external __ZN4llvm20MachineDominatorTreeC1Ev
00007ffc0898d338 (__TEXT,__text) external __ZN4llvm20MachineDominatorTreeC2Ev
00007ffc08990164 (__TEXT,__text) external __ZN4llvm20MachineJumpTableInfo20createJumpTableIndexERKNSt3__16vectorIPNS_17MachineBasicBlockENS1_9allocatorIS4_EEEE
00007ffc075ccf02 (__TEXT,__text) external __ZN4llvm20MachineJumpTableInfo21ReplaceMBBInJumpTableEjPNS_17MachineBasicBlockES2_
00007ffc0899020a (__TEXT,__text) external __ZN4llvm20MachineJumpTableInfo22ReplaceMBBInJumpTablesEPNS_17MachineBasicBlockES2_
00007ffc075cac80 (__TEXT,__text) external __ZN4llvm20MachineJumpTableInfo23RemoveMBBFromJumpTablesEPNS_17MachineBasicBlockE
00007ffc0899642e (__TEXT,__text) external __ZN4llvm20MachineModuleInfoELF6anchorEv
00007ffc427f9898 (__DATA_DIRTY,__common) external __ZN4llvm20MachineSchedRegistry8RegistryE
00007ffc089a8594 (__TEXT,__text) external __ZN4llvm20MachineSchedStrategy6anchorEv
00007ffc42ddd9b0 (__DATA,__common) external __ZN4llvm20MachineSchedulerPass3KeyE
00007ffc072f742a (__TEXT,__text) external __ZN4llvm20MemorySSAPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc072f7700 (__TEXT,__text) external __ZN4llvm20MemorySSAWrapperPass13releaseMemoryEv
00007ffc072f773e (__TEXT,__text) external __ZN4llvm20MemorySSAWrapperPass13runOnFunctionERNS_8FunctionE
00007ffc42ddd7e8 (__DATA,__common) external __ZN4llvm20MemorySSAWrapperPass2IDE
00007ffc072f76f6 (__TEXT,__text) external __ZN4llvm20MemorySSAWrapperPassC1Ev
00007ffc0890757c (__TEXT,__text) external __ZN4llvm20MemorySSAWrapperPassC2Ev
00007ffc0787892e (__TEXT,__text) external __ZN4llvm20NullPointerIsDefinedEPKNS_8FunctionEj
00007ffc076c18c0 (__TEXT,__text) external __ZN4llvm20PBQPRAConstraintList6anchorEv
00007ffc428027e0 (__DATA_DIRTY,__common) external __ZN4llvm20PgsoCutoffSampleProfE
00007ffc08912a60 (__TEXT,__text) external __ZN4llvm20PhiValuesPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffc08912d22 (__TEXT,__text) external __ZN4llvm20PhiValuesWrapperPass13releaseMemoryEv
00007ffc08912ca2 (__TEXT,__text) external __ZN4llvm20PhiValuesWrapperPass13runOnFunctionERNS_8FunctionE
00007ffc42ddd858 (__DATA,__common) external __ZN4llvm20PhiValuesWrapperPass2IDE
00007ffc07317872 (__TEXT,__text) external __ZN4llvm20PhiValuesWrapperPassC1Ev
00007ffc08912bd8 (__TEXT,__text) external __ZN4llvm20PhiValuesWrapperPassC2Ev
00007ffc071f738b (__TEXT,__text) external __ZN4llvm20PointerMayBeCapturedEPKNS_5ValueEPNS_14CaptureTrackerEj
00007ffc088c8683 (__TEXT,__text) external __ZN4llvm20PointerMayBeCapturedEPKNS_5ValueEbbRKNS_15SmallPtrSetImplIS2_EEj
00007ffc071f731f (__TEXT,__text) external __ZN4llvm20PointerMayBeCapturedEPKNS_5ValueEbbj
00007ffc089aa35e (__TEXT,__text) external __ZN4llvm20PostGenericScheduler10initializeEPNS_13ScheduleDAGMIE
00007ffc089aa50c (__TEXT,__text) external __ZN4llvm20PostGenericScheduler12tryCandidateERNS_20GenericSchedulerBase14SchedCandidateES3_
00007ffc089aa41a (__TEXT,__text) external __ZN4llvm20PostGenericScheduler13registerRootsEv
00007ffc089aa690 (__TEXT,__text) external __ZN4llvm20PostGenericScheduler17pickNodeFromQueueERNS_20GenericSchedulerBase14SchedCandidateE
00007ffc089aa76a (__TEXT,__text) external __ZN4llvm20PostGenericScheduler8pickNodeERb
00007ffc089aa832 (__TEXT,__text) external __ZN4llvm20PostGenericScheduler9schedNodeEPNS_5SUnitEb
