00007ffa1c0fb082 (__TEXT,__text) non-external _DiToMD5
00007ffa1c0e9504 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffa1c0e94a4 (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffa1c0e9544 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffa1c103aae (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffa1c102fcc (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e866e (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffa1c1050c0 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1c0e8994 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffa1c101d0c (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1c103bec (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffa1c101c56 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1c103e8a (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1c102474 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffa1c101f34 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffa1c103380 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1c103104 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1c102e84 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1c102b1c (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1c104a2a (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1c102c8a (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1c1053d6 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1c10518a (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1c10402c (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffa1c105f5a (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffa1c102876 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e87f4 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffa1c103242 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1c105e94 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffa1c0e8b08 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffa1c10446e (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1c1058fa (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1c105ada (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffa1c10578a (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1c1020ea (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffa1c1047aa (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1c102588 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffa1c103972 (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e882c (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffa1c105b52 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffa1c105cb8 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffa1c0e8a40 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffa1c10ca97 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffa1c10531c (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffa1c105874 (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffa1c101ebc (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1c1056ce (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffa1c1054fe (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffa1c10623a (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffa1c1055a0 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffa1c0e887c (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffa1c1045e0 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1c10215e (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffa1c105dcc (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffa1c1037ee (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffa1c103d4c (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1c10548c (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1c0e8b00 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffa1c1057fc (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1c0e861e (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffa1c105ffc (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffa1c104e0c (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1c10202e (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffa1c101dc2 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffa1c105a62 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1c104f3c (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1c1029ae (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1c104cdc (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e6d38 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1c0e6d80 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffa1c1060a0 (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffa1c105972 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffa1c105bca (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffa1c0e8566 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffa1c10645e (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1c0e6b64 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffa1c0e6c38 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffa1c10c86b (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffa1c106544 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffa1c101e3a (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffa1c0e6d08 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1c0e6d20 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1c104b72 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1c1048f2 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffa1c106378 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1c0e6c8a (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1c0e6cd2 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1c1062f6 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffa1c1061c8 (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1c102364 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1c0e571c (__TEXT,__text) external __ZN9IOService4freeEv
00007ffa1c0e846c (__TEXT,__text) external __ZN9IOService4initEv
00007ffa1c10ca51 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffa1c10ca74 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffa1c102254 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1c1034f2 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffa1c1026ea (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1c104300 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1c101670 (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffa1c1041aa (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffa1c0e86ac (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffa1c1036b2 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffa1c10167a (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffa1c0ef98a (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffa1c0ff068 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffa1c109e30 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffa1c0ee1fe (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1c0ee20e (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1c0ee304 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffa1c0ee7d2 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1c0ee5c6 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffa1c0ee2e8 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffa1c0ee6a4 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffa1c0ee7c2 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffa1c0ee21e (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffa1c0ee25c (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffa1c0ee6b0 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffa1c0e9488 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffa1c0e9496 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffa1c0ef2d4 (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffa1c0ef2c8 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffa1c0fe148 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffa1c0e2340 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffa1c0e2c50 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffa1c0e230a (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffa1c0e2bf0 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffa1c0e2be4 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffa1c0e2300 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffa1c0e2bea (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffa1c0e2c44 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffa1c0fe9fa (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffa1c0fdcb2 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffa1c1009b0 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffa1c106e5e (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffa1c108eea (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffa1c107620 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffa1c10b562 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffa1c0ef074 (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffa1c0ef01c (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffa1c0ef030 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffa1c0ef668 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffa1c0ef628 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffa1c0ef424 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffa1c0ef452 (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffa1c0ef318 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffa1c0ef3ce (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffa1c0ef39c (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffa1c0ef3e2 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffa1c0ee9bc (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffa1c0eecfa (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffa1c0eed16 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1c0eed9e (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffa1c0ee9a0 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffa1c0eecee (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffa1c0ee872 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffa1c0ee8b0 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffa1c10a40c (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffa1c0ef7c4 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffa1c0ef7d0 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffa1c0ef7f4 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffa1c0ef818 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffa1c0ef836 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffa1c0ef858 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffa1c0ef8c0 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffa1c0e2bfa (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffa1c10b9b4 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffa1c10b9d7 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffa1c0e2c24 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffa1c10b9fa (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffa1c0ec0e0 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffa1c0ec11a (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffa1c0ef720 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffa1c0ef464 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffa1c0ef766 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffa1c0ef772 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffa1c0e8b54 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffa1c0ef97e (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffa1c0ef984 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffa42caadd0 (__DATA,__const_weak) external __ZTI10IOReporter
00007ffa42caaf60 (__DATA,__const_weak) external __ZTI11IOEventLink
00007ffa41b409c8 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffa42cab368 (__DATA,__const_weak) external __ZTI11IOWorkGroup
00007ffa41b3e838 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffa41b3e1e8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffa41b3f8b8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffa42caaf10 (__DATA,__const_weak) external __ZTI12IODMACommand
00007ffa42cab2c8 (__DATA,__const_weak) external __ZTI12IOUserClient
00007ffa41b41950 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffa41b3e990 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffa41b3eab8 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffa42caabf0 (__DATA,__const_weak) external __ZTI12OSMappedFile
00007ffa42caad80 (__DATA,__const_weak) external __ZTI12OSOrderedSet
00007ffa42caac90 (__DATA,__const_weak) external __ZTI13IOCommandPool
00007ffa42caaec0 (__DATA,__const_weak) external __ZTI14IOReportLegend
00007ffa42caad18 (__DATA,__const_weak) weak external __ZTI14OSSetInterface
00007ffa41b42a38 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffa41b40018 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffa42cab120 (__DATA,__const_weak) weak external __ZTI15IOStateReporter
00007ffa41b3ee30 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffa41b422b8 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffa41b3e170 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffa41b3f070 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffa41b401c8 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffa41b3f320 (__DATA_CONST,__const) external __ZTI16IOReporter_IVars
00007ffa42cab068 (__DATA,__const_weak) weak external __ZTI16IOSimpleReporter
00007ffa41b3ebc8 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007ffa41b41d78 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007ffa42caacc8 (__DATA,__const_weak) weak external __ZTI17IOThreadInterface
00007ffa41b42f38 (__DATA_CONST,__const) external __ZTI17IOThreadMetaClass
00007ffa41b41c48 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007ffa41b41bc8 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007ffa42caab88 (__DATA,__const_weak) weak external __ZTI17OSBundleInterface
00007ffa41b41f68 (__DATA_CONST,__const) external __ZTI17OSBundleMetaClass
00007ffa41b3eee8 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007ffa41b425a0 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007ffa41b42718 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007ffa41b42698 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007ffa41b3e870 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007ffa41b42b30 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007ffa42caac28 (__DATA,__const_weak) weak external __ZTI18IOCommandInterface
00007ffa41b3fa80 (__DATA_CONST,__const) external __ZTI18IOCommandMetaClass
00007ffa41b40818 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007ffa41b41038 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007ffa41b40fb8 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007ffa41b3efa0 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007ffa41b41e70 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007ffa42cab1d8 (__DATA,__const_weak) weak external __ZTI19IOHistogramReporter
00007ffa42caadb8 (__DATA,__const_weak) weak external __ZTI19IOReporterInterface
00007ffa41b40d60 (__DATA_CONST,__const) external __ZTI19IOReporterMetaClass
00007ffa42caaf48 (__DATA,__const_weak) weak external __ZTI20IOEventLinkInterface
00007ffa41b402e0 (__DATA_CONST,__const) external __ZTI20IOEventLinkMetaClass
00007ffa42caafb0 (__DATA,__const_weak) external __ZTI20IOExtensiblePaniclog
00007ffa41b409b0 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007ffa41b40930 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007ffa42cab350 (__DATA,__const_weak) weak external __ZTI20IOWorkGroupInterface
00007ffa41b41a68 (__DATA_CONST,__const) external __ZTI20IOWorkGroupMetaClass
00007ffa41b3e820 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007ffa41b42158 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007ffa42caaef8 (__DATA,__const_weak) weak external __ZTI21IODMACommandInterface
00007ffa41b3fc70 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007ffa41b3f520 (__DATA_CONST,__const) external __ZTI21IOStateReporter_IVars
00007ffa41b414c0 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007ffa42cab2b0 (__DATA,__const_weak) weak external __ZTI21IOUserClientInterface
00007ffa41b41678 (__DATA_CONST,__const) external __ZTI21IOUserClientMetaClass
00007ffa41b41938 (__DATA_CONST,__const) non-external (was a private external) __ZTI21IOUserServerInterface
00007ffa41b418b8 (__DATA_CONST,__const) external __ZTI21IOUserServerMetaClass
00007ffa41b3e978 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSCollectionInterface
00007ffa41b42060 (__DATA_CONST,__const) external __ZTI21OSCollectionMetaClass
00007ffa41b3eaa0 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSDictionaryInterface
00007ffa41b423b0 (__DATA_CONST,__const) external __ZTI21OSDictionaryMetaClass
00007ffa42caabd8 (__DATA,__const_weak) weak external __ZTI21OSMappedFileInterface
00007ffa41b424a8 (__DATA_CONST,__const) external __ZTI21OSMappedFileMetaClass
00007ffa42caad68 (__DATA,__const_weak) weak external __ZTI21OSOrderedSetInterface
00007ffa41b42848 (__DATA_CONST,__const) external __ZTI21OSOrderedSetMetaClass
00007ffa41b42d60 (__DATA_CONST,__const) external __ZTI21_IOBlockStorageDevice
00007ffa42caac78 (__DATA,__const_weak) weak external __ZTI22IOCommandPoolInterface
00007ffa41b3fb78 (__DATA_CONST,__const) external __ZTI22IOCommandPoolMetaClass
00007ffa42caae90 (__DATA,__const_weak) weak external __ZTI22IOSimpleReporter_IVars
00007ffa42caaea8 (__DATA,__const_weak) weak external __ZTI23IOReportLegendInterface
00007ffa41b40ec0 (__DATA_CONST,__const) external __ZTI23IOReportLegendMetaClass
