00000001d55502f8 (__DATA,__data) non-external _.compoundliteral
00000001da9c6c48 (__AUTH_CONST,__const) non-external ___block_literal_global.46
00000001da9c7368 (__AUTH_CONST,__const) non-external ___block_literal_global.603
00000001da9c6b08 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001da9c7138 (__AUTH_CONST,__const) non-external ___block_literal_global.8.255
0000000183c77dcc (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000183c77b70 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000183c77f7c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
0000000183c7b9f8 (__TEXT,__text) non-external ___check_dependencies_block_invoke
0000000183c799c4 (__TEXT,__text) non-external ___check_instruction_block_invoke
0000000183c87f24 (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000183c76d8c (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000183c7ad98 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000183c7a7d4 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
0000000183c81ffc (__TEXT,__text) non-external ___compile_block_invoke
0000000183c81f5c (__TEXT,__text) non-external ___compile_block_invoke.4
0000000183c6dc10 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
0000000183c82258 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000183c7980c (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000183c859a4 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
0000000183c8599c (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000183c79350 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000183c797b8 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000183c84ce0 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000183c7a140 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000183c7b4b4 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000183c82278 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000183c877ac (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000183c81f08 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000183c8286c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000183c84170 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000183c8b85c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00000001d55582f8 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
0000000183c877fc (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
0000000183c779b0 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000183c84b98 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000183c84c74 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000183c77214 (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000183c69af8 (__TEXT,__text) non-external ___define_action_block_invoke
0000000183c8b298 (__TEXT,__text) non-external ___define_action_block_invoke.121
0000000183c706d0 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000183c6f3b4 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
0000000183c88fe4 (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000183c892c8 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000183c6b0f8 (__TEXT,__text) non-external ___define_filter_block_invoke
0000000183c7dac4 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000183c6af68 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000183c888c8 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000183c8226c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000183c87768 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000183c81efc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000183c82828 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000183c84120 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000183c8b7f4 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000183c76df8 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000183c84d58 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
0000000183c85e48 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
0000000183c83dc8 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000183c83e64 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
0000000183c7c2c0 (__TEXT,__text) non-external ___emit_profile_block_invoke
0000000183c83ac8 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
0000000183c83b20 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.82
0000000183c83268 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000183c78bac (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000183c7eac8 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
0000000183c86ddc (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000183c7a2a8 (__TEXT,__text) non-external ___factor_block_invoke
0000000183c86488 (__TEXT,__text) non-external ___factor_policy_block_invoke
0000000183c89320 (__TEXT,__text) non-external ___format_error_block_invoke
0000000183c8bfb0 (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
0000000183c8bf00 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000183c8bf58 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
0000000183c8bb7c (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000183c84584 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
0000000183c845fc (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke_2
0000000183c6f17c (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000183c755a0 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000183c8b1d4 (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000183c894a4 (__TEXT,__text) non-external ___output_backtrace_block_invoke
0000000183c8465c (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000183c79c10 (__TEXT,__text) non-external ___reorder_block_invoke
0000000183c7a220 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000183c884cc (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000183c847d0 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000183c84844 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.26
0000000183c798fc (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000183c81710 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000183c81cdc (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
0000000183c88260 (__TEXT,__text) non-external ___sb_analyze_check_delegation_profile_block_invoke
0000000183c7b618 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000183c82bbc (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
0000000183c759fc (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000183c8532c (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000183c6ffd0 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000183c8531c (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000183c6f1bc (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
0000000183c7e478 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000183c74584 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
0000000183c7e468 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000183c733a4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
0000000183c85c74 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000183c6c0e8 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000183c6e558 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000183c79860 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000183c796d0 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000183c82430 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000183c7d6d4 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
0000000183c87048 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
0000000183c6927c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000183c75168 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000183c88af4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000183c8999c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
0000000183c88b9c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000183c89974 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000183c88c44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000183c898d0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000183c88cec (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000183c88d8c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000183c88f6c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000183c7e990 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000183c895c8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
0000000183c7e2ac (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000183c70080 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000183c70178 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000183c88a04 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000183c88a1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000183c88a34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000183c88a4c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
0000000183c88658 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
0000000183c86a5c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000183c86ad4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000183c869a4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
0000000183c86a1c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000183c8986c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000183c89724 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000183c86cc8 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000183c882f4 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000183c68eb0 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001d554ffd8 (__DATA,__data) non-external __address_family_aliases_
0000000183c8471c (__TEXT,__text) non-external __annotate_instruction_order
0000000183c7e95c (__TEXT,__text) non-external __buffer_close
0000000183c7e880 (__TEXT,__text) non-external __buffer_read
0000000183c7e810 (__TEXT,__text) non-external __buffer_seek
0000000183c6e7a8 (__TEXT,__text) non-external __calculate_graft_position
0000000183c863d8 (__TEXT,__text) non-external __condition_list_diff
00000001d5557b08 (__DATA,__data) non-external __csop_aliases_
00000001d5552638 (__DATA,__data) non-external __csr_aliases_
0000000183c89fd0 (__TEXT,__text) non-external __define_filter
0000000183c687c4 (__TEXT,__text) non-external __define_list
0000000183c689a8 (__TEXT,__text) non-external __define_symbol
00000001d5557c28 (__DATA,__data) non-external __errno_value_aliases_
00000001d55565e8 (__DATA,__data) non-external __fcntl_command_aliases_
0000000183c6ed7c (__TEXT,__text) non-external __flatten
0000000183c7d8e8 (__TEXT,__text) non-external __free_error_pool
00000001d5550368 (__DATA,__data) non-external __fsctl_command_aliases_
00000001d5552708 (__DATA,__data) non-external __host_special_port_aliases_
00000001d55510b8 (__DATA,__data) non-external __ioctl_command_aliases_
00000001d5554c88 (__DATA,__data) non-external __machtrap_aliases_
0000000183c68814 (__TEXT,__text) non-external __make_list_v
0000000183c7ec14 (__TEXT,__text) non-external __mbuf_close
0000000183c874f4 (__TEXT,__text) non-external __mbuf_read
0000000183c87494 (__TEXT,__text) non-external __mbuf_seek
0000000183c7eb70 (__TEXT,__text) non-external __mbuf_write
00000001d5557858 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001d5555068 (__DATA,__data) non-external __mig_routine_aliases_
00000001d5557698 (__DATA,__data) non-external __necp_client_action_aliases_
0000000183c7a1bc (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000183c68fb0 (__TEXT,__text) non-external __parse_file
00000001d5552f88 (__DATA,__data) non-external __persona_aliases_
0000000183c82f78 (__TEXT,__text) non-external __populate_atom_tables_profile
00000001d55521d8 (__DATA,__data) non-external __privilege_aliases_
0000000183c7d3a8 (__TEXT,__text) non-external __push_match_byteset_instr
0000000183c65e6c (__TEXT,__text) non-external __s_return
0000000183c782a0 (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000183c6bee4 (__TEXT,__text) non-external __sb_condition_pattern_of_type
0000000183c7b910 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000183c824f8 (__TEXT,__text) non-external __sb_fsa_disjunction
0000000183c6e178 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000183c82288 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
0000000183c737dc (__TEXT,__text) non-external __sb_fsa_serialize
0000000183c86128 (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000183c72f9c (__TEXT,__text) non-external __sb_pattern_is_literal
0000000183c61c2c (__TEXT,__text) non-external __sb_realloc_vector
0000000183c8c41c (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000183c733b4 (__TEXT,__text) non-external __sb_value_is_equivalent
0000000183c85510 (__TEXT,__text) non-external __sb_value_matches_subset
0000000183c8733c (__TEXT,__text) non-external __set_modifier_string
00000001d55528b8 (__DATA,__data) non-external __signal_aliases_
00000001d5556ac8 (__DATA,__data) non-external __socket_option_level_aliases_
00000001d5557168 (__DATA,__data) non-external __socket_option_name_aliases_
00000001d5550298 (__DATA,__data) non-external __socket_type_aliases_
00000001d5553008 (__DATA,__data) non-external __syscall_aliases_
00000001d5557a68 (__DATA,__data) non-external __task_special_port_aliases_
00000001d5552ca8 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001d5552db8 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000183c700d0 (__TEXT,__text) non-external _all_args_pass_test
0000000183c62894 (__TEXT,__text) non-external _alloc_cellseg
0000000183c71ab4 (__TEXT,__text) non-external _alloc_literal
0000000183c6a744 (__TEXT,__text) non-external _arg_is_condition
0000000183c898f8 (__TEXT,__text) non-external _arg_is_message_filter
0000000183c70524 (__TEXT,__text) non-external _arg_is_modifier
0000000183c6a7c0 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000183c6c5e4 (__TEXT,__text) non-external _assert_is_mutable
0000000183c85c1c (__TEXT,__text) non-external _assert_is_mutable.335
0000000183c7fa84 (__TEXT,__text) non-external _atom2str
0000000183c8cc44 (__TEXT,__text) non-external _atom2str.cold.1
0000000183c8cc70 (__TEXT,__text) non-external _atom2str.cold.2
0000000183c8cc9c (__TEXT,__text) non-external _atom2str.cold.3
0000000183c8ccc8 (__TEXT,__text) non-external _atom2str.cold.4
0000000183c8ccf4 (__TEXT,__text) non-external _atom2str.cold.5
0000000183c8cd20 (__TEXT,__text) non-external _atom2str.cold.6
0000000183c8cd4c (__TEXT,__text) non-external _atom2str.cold.7
0000000183c8cd78 (__TEXT,__text) non-external _atom2str.cold.8
0000000183c64c30 (__TEXT,__text) non-external _backchar
0000000183c69a1c (__TEXT,__text) non-external _backtrace_pop
0000000183c8cb94 (__TEXT,__text) non-external _backtrace_pop.cold.1
0000000183c634e0 (__TEXT,__text) non-external _backtrace_push
0000000183c82a84 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
0000000183c76848 (__TEXT,__text) non-external _can_combine_conjunction
0000000183c76794 (__TEXT,__text) non-external _can_combine_disjunction
0000000183c77b18 (__TEXT,__text) non-external _candidate_list_lookup
0000000183c78578 (__TEXT,__text) non-external _candidate_list_remove
0000000183c7afb8 (__TEXT,__text) non-external _candidate_set_release
0000000183c6a67c (__TEXT,__text) non-external _car
0000000183c6a6e0 (__TEXT,__text) non-external _cdr
0000000183c7b6dc (__TEXT,__text) non-external _check_dependencies
0000000183c87d4c (__TEXT,__text) non-external _check_instruction
0000000183c87e74 (__TEXT,__text) non-external _check_policy
0000000183c8bfd0 (__TEXT,__text) non-external _collect_filters_into_syscallmask
0000000183c86bc0 (__TEXT,__text) non-external _combine_conditions
0000000183c5f8c0 (__TEXT,__text) non-external _compile
0000000183c6b5f8 (__TEXT,__text) non-external _compute_cost_estimate
0000000183c6b2f4 (__TEXT,__text) non-external _compute_hash
0000000183c85178 (__TEXT,__text) non-external _compute_hash.242
0000000183c6f2bc (__TEXT,__text) non-external _condition_free_callback
0000000183c853e0 (__TEXT,__text) non-external _condition_is_subset_of_all
0000000183c85454 (__TEXT,__text) non-external _condition_is_subset_of_any
0000000183c7a878 (__TEXT,__text) non-external _condition_with_patterns_combined
0000000183c8185c (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000183c721d8 (__TEXT,__text) non-external _construct_automaton
0000000183c7b134 (__TEXT,__text) non-external _create_pattern_disjunctions
0000000183c76f2c (__TEXT,__text) non-external _cse
0000000183c7729c (__TEXT,__text) non-external _cse_inferior_list
0000000183c77130 (__TEXT,__text) non-external _cse_multiple
0000000183c78dbc (__TEXT,__text) non-external _dce
0000000183c6ca48 (__TEXT,__text) non-external _decorate_condition
0000000183c693a8 (__TEXT,__text) non-external _decorate_operation
0000000183c88758 (__TEXT,__text) non-external _define_action
0000000183c887ec (__TEXT,__text) non-external _define_combination_filter
0000000183c860d4 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001da9c5518 (__AUTH_CONST,__const) non-external _dispatch_table
0000000183c750f0 (__TEXT,__text) non-external _dump_stack_restore
0000000183c75078 (__TEXT,__text) non-external _dump_stack_stash
0000000183c84ae4 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
0000000183c78c54 (__TEXT,__text) non-external _eliminate_dead_code
0000000183c85d98 (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000183c7d19c (__TEXT,__text) non-external _emit
0000000183c83194 (__TEXT,__text) non-external _emit_atom_table
0000000183c83890 (__TEXT,__text) non-external _emit_bitmask
0000000183c7c350 (__TEXT,__text) non-external _emit_instruction
0000000183c83ed8 (__TEXT,__text) non-external _emit_modifier_descriptor
0000000183c837d0 (__TEXT,__text) non-external _emit_network
0000000183c834cc (__TEXT,__text) non-external _emit_pattern
0000000183c83600 (__TEXT,__text) non-external _emit_regex
0000000183c7d5cc (__TEXT,__text) non-external _emit_string
0000000183c830b4 (__TEXT,__text) non-external _emit_variable_names
0000000183c7cd64 (__TEXT,__text) non-external _encode_address
0000000183c71b3c (__TEXT,__text) non-external _end_expression
0000000183c67ec0 (__TEXT,__text) non-external _eqv
0000000183c787f8 (__TEXT,__text) non-external _expand_logical_conditions
0000000183c86d30 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000183c862bc (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
0000000183c62c90 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001d331d690 (__DATA_CONST,__const) non-external _filter_info
0000000183c62bfc (__TEXT,__text) non-external _find_consecutive_cells
0000000183c65ebc (__TEXT,__text) non-external _find_slot_in_env
0000000183c71fb0 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000183c61abc (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000183c69524 (__TEXT,__text) non-external _gc
0000000183c68754 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000183c68978 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000183c8cb3c (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000183c8bbd4 (__TEXT,__text) non-external _generate_syscallmask
0000000183c67d80 (__TEXT,__text) non-external (was a private external) _gensym
0000000183c8cb10 (__TEXT,__text) non-external _gensym.cold.1
0000000183c62d94 (__TEXT,__text) non-external _get_cell
0000000183c7d128 (__TEXT,__text) non-external _get_current_data_address
0000000183c8b5b8 (__TEXT,__text) non-external _has_pending_backtrack
0000000183c64a8c (__TEXT,__text) non-external _inchar
0000000183ca08e1 (__TEXT,__const) non-external _init_scm
0000000183c81230 (__TEXT,__text) non-external _inspect_iterate_items
0000000183c679a8 (__TEXT,__text) non-external _is_any
0000000183c7ecec (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000183c6f2a8 (__TEXT,__text) non-external (was a private external) _is_character
0000000183c7ed78 (__TEXT,__text) non-external (was a private external) _is_closure
0000000183c7eda0 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000183c7edc8 (__TEXT,__text) non-external (was a private external) _is_environment
0000000183c7ed50 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000183c7ed64 (__TEXT,__text) non-external (was a private external) _is_foreign_block
0000000183c6caf4 (__TEXT,__text) non-external (was a private external) _is_foreign_object
0000000183c6a878 (__TEXT,__text) non-external (was a private external) _is_integer
0000000183c7ed8c (__TEXT,__text) non-external (was a private external) _is_macro
0000000183c6aec8 (__TEXT,__text) non-external _is_nonneg
0000000183c80430 (__TEXT,__text) non-external _is_num_integer
0000000183c67e68 (__TEXT,__text) non-external (was a private external) _is_number
0000000183c66a84 (__TEXT,__text) non-external (was a private external) _is_pair
0000000183c7ed28 (__TEXT,__text) non-external (was a private external) _is_port
0000000183c74938 (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000183c7ed3c (__TEXT,__text) non-external (was a private external) _is_proc
0000000183c7edb4 (__TEXT,__text) non-external (was a private external) _is_promise
0000000183c6aeb4 (__TEXT,__text) non-external (was a private external) _is_string
0000000183c6b0e4 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000183c7ec48 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000183c6a880 (__TEXT,__text) non-external (was a private external) _ivalue
0000000183c6efcc (__TEXT,__text) non-external _list_cost_estimate
0000000183c6f1e0 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
0000000183c69868 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000183c65c68 (__TEXT,__text) non-external _mk_atom
0000000183c747f8 (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000183c7feb4 (__TEXT,__text) non-external _mk_empty_string
0000000183c68ad4 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
0000000183c68b1c (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000183c6cab8 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000183c69408 (__TEXT,__text) non-external (was a private external) _mk_integer
0000000183c66840 (__TEXT,__text) non-external _mk_sharp_const
0000000183c7ea2c (__TEXT,__text) non-external _mk_sharp_integer
0000000183c63094 (__TEXT,__text) non-external (was a private external) _mk_string
0000000183c62e48 (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000183c62a48 (__TEXT,__text) non-external _mk_vector
0000000183c8cbc0 (__TEXT,__text) non-external _mk_vector.cold.1
