00007ffa1fbd6ef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1fbd38e8 (__TEXT,__text) external _glProgramUniformMatrix4x3dv
00007ffa1fbd3681 (__TEXT,__text) external _glProgramUniformMatrix4x3fv
00007ffa1fbd23e6 (__TEXT,__text) external _glProvokingVertex
00007ffa1fbd6702 (__TEXT,__text) external _glProvokingVertexEXT
00007ffa1fbce63c (__TEXT,__text) external _glPushAttrib
00007ffa1fbce658 (__TEXT,__text) external _glPushClientAttrib
00007ffa1fbd67cc (__TEXT,__text) external _glPushGroupMarkerEXT
00007ffa1fbce674 (__TEXT,__text) external _glPushMatrix
00007ffa1fbce68b (__TEXT,__text) external _glPushName
00007ffa1fbd2801 (__TEXT,__text) external _glQueryCounter
00007ffa1fbce6a7 (__TEXT,__text) external _glRasterPos2d
00007ffa1fbce6c1 (__TEXT,__text) external _glRasterPos2dv
00007ffa1fbce6de (__TEXT,__text) external _glRasterPos2f
00007ffa1fbce6f8 (__TEXT,__text) external _glRasterPos2fv
00007ffa1fbce715 (__TEXT,__text) external _glRasterPos2i
00007ffa1fbce733 (__TEXT,__text) external _glRasterPos2iv
00007ffa1fbce750 (__TEXT,__text) external _glRasterPos2s
00007ffa1fbce76e (__TEXT,__text) external _glRasterPos2sv
00007ffa1fbce78b (__TEXT,__text) external _glRasterPos3d
00007ffa1fbce7a5 (__TEXT,__text) external _glRasterPos3dv
00007ffa1fbce7c2 (__TEXT,__text) external _glRasterPos3f
00007ffa1fbce7dc (__TEXT,__text) external _glRasterPos3fv
00007ffa1fbce7f9 (__TEXT,__text) external _glRasterPos3i
00007ffa1fbce81a (__TEXT,__text) external _glRasterPos3iv
00007ffa1fbce837 (__TEXT,__text) external _glRasterPos3s
00007ffa1fbce858 (__TEXT,__text) external _glRasterPos3sv
00007ffa1fbce875 (__TEXT,__text) external _glRasterPos4d
00007ffa1fbce88f (__TEXT,__text) external _glRasterPos4dv
00007ffa1fbce8ac (__TEXT,__text) external _glRasterPos4f
00007ffa1fbce8c6 (__TEXT,__text) external _glRasterPos4fv
00007ffa1fbce8e3 (__TEXT,__text) external _glRasterPos4i
00007ffa1fbce907 (__TEXT,__text) external _glRasterPos4iv
00007ffa1fbce924 (__TEXT,__text) external _glRasterPos4s
00007ffa1fbce948 (__TEXT,__text) external _glRasterPos4sv
00007ffa1fbce965 (__TEXT,__text) external _glReadBuffer
00007ffa1fbce981 (__TEXT,__text) external _glReadPixels
00007ffa1fbce9b1 (__TEXT,__text) external _glRectd
00007ffa1fbce9cb (__TEXT,__text) external _glRectdv
00007ffa1fbce9eb (__TEXT,__text) external _glRectf
00007ffa1fbcea05 (__TEXT,__text) external _glRectfv
00007ffa1fbcea25 (__TEXT,__text) external _glRecti
00007ffa1fbcea49 (__TEXT,__text) external _glRectiv
00007ffa1fbcea69 (__TEXT,__text) external _glRects
00007ffa1fbcea8d (__TEXT,__text) external _glRectsv
00007ffa1fbd2fa1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa1fbceaad (__TEXT,__text) external _glRenderMode
00007ffa1fbd16d8 (__TEXT,__text) external _glRenderbufferStorage
00007ffa1fbd5ce8 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa1fbd18ea (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa1fbd5efa (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa1fbcfb79 (__TEXT,__text) external _glResetHistogram
00007ffa1fbcfb95 (__TEXT,__text) external _glResetMinmax
00007ffa1fbd2e47 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa1fbceac9 (__TEXT,__text) external _glRotated
00007ffa1fbceae3 (__TEXT,__text) external _glRotatef
00007ffa1fbd01ca (__TEXT,__text) external _glSampleCoverage
00007ffa1fbd4ada (__TEXT,__text) external _glSampleCoverageARB
00007ffa1fbd2571 (__TEXT,__text) external _glSampleMaski
00007ffa1fbd6ece (__TEXT,__text) external _glSamplePass
00007ffa1fbd6ec8 (__TEXT,__text) external _glSamplePassARB
00007ffa1fbd2735 (__TEXT,__text) external _glSamplerParameterIiv
00007ffa1fbd2757 (__TEXT,__text) external _glSamplerParameterIuiv
00007ffa1fbd26f5 (__TEXT,__text) external _glSamplerParameterf
00007ffa1fbd2713 (__TEXT,__text) external _glSamplerParameterfv
00007ffa1fbd26b2 (__TEXT,__text) external _glSamplerParameteri
00007ffa1fbd26d3 (__TEXT,__text) external _glSamplerParameteriv
00007ffa1fbceafd (__TEXT,__text) external _glScaled
00007ffa1fbceb17 (__TEXT,__text) external _glScalef
00007ffa1fbceb31 (__TEXT,__text) external _glScissor
00007ffa1fbd3aa1 (__TEXT,__text) external _glScissorArrayv
00007ffa1fbd3ac3 (__TEXT,__text) external _glScissorIndexed
00007ffa1fbd3aea (__TEXT,__text) external _glScissorIndexedv
00007ffa1fbd0276 (__TEXT,__text) external _glSecondaryColor3b
00007ffa1fbd58e0 (__TEXT,__text) external _glSecondaryColor3bEXT
00007ffa1fbd0297 (__TEXT,__text) external _glSecondaryColor3bv
00007ffa1fbd5901 (__TEXT,__text) external _glSecondaryColor3bvEXT
00007ffa1fbd02b4 (__TEXT,__text) external _glSecondaryColor3d
00007ffa1fbd591e (__TEXT,__text) external _glSecondaryColor3dEXT
00007ffa1fbd02ce (__TEXT,__text) external _glSecondaryColor3dv
00007ffa1fbd5938 (__TEXT,__text) external _glSecondaryColor3dvEXT
00007ffa1fbd02eb (__TEXT,__text) external _glSecondaryColor3f
00007ffa1fbd5955 (__TEXT,__text) external _glSecondaryColor3fEXT
00007ffa1fbd0305 (__TEXT,__text) external _glSecondaryColor3fv
00007ffa1fbd596f (__TEXT,__text) external _glSecondaryColor3fvEXT
00007ffa1fbd0322 (__TEXT,__text) external _glSecondaryColor3i
00007ffa1fbd598c (__TEXT,__text) external _glSecondaryColor3iEXT
00007ffa1fbd0343 (__TEXT,__text) external _glSecondaryColor3iv
00007ffa1fbd59ad (__TEXT,__text) external _glSecondaryColor3ivEXT
00007ffa1fbd0360 (__TEXT,__text) external _glSecondaryColor3s
00007ffa1fbd59ca (__TEXT,__text) external _glSecondaryColor3sEXT
00007ffa1fbd0381 (__TEXT,__text) external _glSecondaryColor3sv
00007ffa1fbd59eb (__TEXT,__text) external _glSecondaryColor3svEXT
00007ffa1fbd039e (__TEXT,__text) external _glSecondaryColor3ub
00007ffa1fbd5a08 (__TEXT,__text) external _glSecondaryColor3ubEXT
00007ffa1fbd03bf (__TEXT,__text) external _glSecondaryColor3ubv
00007ffa1fbd5a29 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00007ffa1fbd03dc (__TEXT,__text) external _glSecondaryColor3ui
00007ffa1fbd5a46 (__TEXT,__text) external _glSecondaryColor3uiEXT
00007ffa1fbd03fd (__TEXT,__text) external _glSecondaryColor3uiv
00007ffa1fbd5a67 (__TEXT,__text) external _glSecondaryColor3uivEXT
00007ffa1fbd041a (__TEXT,__text) external _glSecondaryColor3us
00007ffa1fbd5a84 (__TEXT,__text) external _glSecondaryColor3usEXT
00007ffa1fbd043b (__TEXT,__text) external _glSecondaryColor3usv
00007ffa1fbd5aa5 (__TEXT,__text) external _glSecondaryColor3usvEXT
00007ffa1fbd0458 (__TEXT,__text) external _glSecondaryColorPointer
00007ffa1fbd5ac2 (__TEXT,__text) external _glSecondaryColorPointerEXT
00007ffa1fbceb55 (__TEXT,__text) external _glSelectBuffer
00007ffa1fbcfa21 (__TEXT,__text) external _glSeparableFilter2D
00007ffa1fbd698c (__TEXT,__text) external _glSetFenceAPPLE
00007ffa1fbceb74 (__TEXT,__text) external _glShadeModel
00007ffa1fbd2fb8 (__TEXT,__text) external _glShaderBinary
00007ffa1fbd0f63 (__TEXT,__text) external _glShaderSource
00007ffa1fbd4fd6 (__TEXT,__text) external _glShaderSourceARB
00007ffa1fbceb90 (__TEXT,__text) external _glStencilFunc
00007ffa1fbd1504 (__TEXT,__text) external _glStencilFuncSeparate
00007ffa1fbd6da9 (__TEXT,__text) external _glStencilFuncSeparateATI
00007ffa1fbcebb1 (__TEXT,__text) external _glStencilMask
00007ffa1fbd154c (__TEXT,__text) external _glStencilMaskSeparate
00007ffa1fbcebcd (__TEXT,__text) external _glStencilOp
00007ffa1fbd1528 (__TEXT,__text) external _glStencilOpSeparate
00007ffa1fbd6d85 (__TEXT,__text) external _glStencilOpSeparateATI
00007ffa1fbd6bf9 (__TEXT,__text) external _glSwapAPPLE
00007ffa1fbd69c4 (__TEXT,__text) external _glTestFenceAPPLE
00007ffa1fbd69fc (__TEXT,__text) external _glTestObjectAPPLE
00007ffa1fbd22e6 (__TEXT,__text) external _glTexBuffer
00007ffa1fbcebee (__TEXT,__text) external _glTexCoord1d
00007ffa1fbcec08 (__TEXT,__text) external _glTexCoord1dv
00007ffa1fbcec25 (__TEXT,__text) external _glTexCoord1f
00007ffa1fbcec3f (__TEXT,__text) external _glTexCoord1fv
00007ffa1fbcec5c (__TEXT,__text) external _glTexCoord1i
00007ffa1fbcec78 (__TEXT,__text) external _glTexCoord1iv
00007ffa1fbcec95 (__TEXT,__text) external _glTexCoord1s
00007ffa1fbcecb1 (__TEXT,__text) external _glTexCoord1sv
00007ffa1fbcecce (__TEXT,__text) external _glTexCoord2d
00007ffa1fbcece8 (__TEXT,__text) external _glTexCoord2dv
00007ffa1fbced05 (__TEXT,__text) external _glTexCoord2f
00007ffa1fbced1f (__TEXT,__text) external _glTexCoord2fv
00007ffa1fbced3c (__TEXT,__text) external _glTexCoord2i
00007ffa1fbced5a (__TEXT,__text) external _glTexCoord2iv
00007ffa1fbced77 (__TEXT,__text) external _glTexCoord2s
00007ffa1fbced95 (__TEXT,__text) external _glTexCoord2sv
00007ffa1fbcedb2 (__TEXT,__text) external _glTexCoord3d
00007ffa1fbcedcc (__TEXT,__text) external _glTexCoord3dv
00007ffa1fbcede9 (__TEXT,__text) external _glTexCoord3f
00007ffa1fbcee03 (__TEXT,__text) external _glTexCoord3fv
00007ffa1fbcee20 (__TEXT,__text) external _glTexCoord3i
00007ffa1fbcee41 (__TEXT,__text) external _glTexCoord3iv
00007ffa1fbcee5e (__TEXT,__text) external _glTexCoord3s
00007ffa1fbcee7f (__TEXT,__text) external _glTexCoord3sv
00007ffa1fbcee9c (__TEXT,__text) external _glTexCoord4d
00007ffa1fbceeb6 (__TEXT,__text) external _glTexCoord4dv
00007ffa1fbceed3 (__TEXT,__text) external _glTexCoord4f
00007ffa1fbceeed (__TEXT,__text) external _glTexCoord4fv
00007ffa1fbcef0a (__TEXT,__text) external _glTexCoord4i
00007ffa1fbcef2e (__TEXT,__text) external _glTexCoord4iv
00007ffa1fbcef4b (__TEXT,__text) external _glTexCoord4s
00007ffa1fbcef6f (__TEXT,__text) external _glTexCoord4sv
00007ffa1fbcef8c (__TEXT,__text) external _glTexCoordPointer
00007ffa1fbcefb0 (__TEXT,__text) external _glTexEnvf
00007ffa1fbcefce (__TEXT,__text) external _glTexEnvfv
00007ffa1fbceff0 (__TEXT,__text) external _glTexEnvi
00007ffa1fbcf011 (__TEXT,__text) external _glTexEnviv
00007ffa1fbcf033 (__TEXT,__text) external _glTexGend
00007ffa1fbcf051 (__TEXT,__text) external _glTexGendv
00007ffa1fbcf073 (__TEXT,__text) external _glTexGenf
00007ffa1fbcf091 (__TEXT,__text) external _glTexGenfv
00007ffa1fbcf0b3 (__TEXT,__text) external _glTexGeni
00007ffa1fbcf0d4 (__TEXT,__text) external _glTexGeniv
00007ffa1fbcf0f6 (__TEXT,__text) external _glTexImage1D
00007ffa1fbcf130 (__TEXT,__text) external _glTexImage2D
00007ffa1fbd24e7 (__TEXT,__text) external _glTexImage2DMultisample
00007ffa1fbcf603 (__TEXT,__text) external _glTexImage3D
00007ffa1fbd251b (__TEXT,__text) external _glTexImage3DMultisample
00007ffa1fbd2047 (__TEXT,__text) external _glTexParameterIiv
00007ffa1fbd65f9 (__TEXT,__text) external _glTexParameterIivEXT
00007ffa1fbd2069 (__TEXT,__text) external _glTexParameterIuiv
00007ffa1fbd661b (__TEXT,__text) external _glTexParameterIuivEXT
00007ffa1fbcf16e (__TEXT,__text) external _glTexParameterf
00007ffa1fbcf18c (__TEXT,__text) external _glTexParameterfv
00007ffa1fbcf1ae (__TEXT,__text) external _glTexParameteri
00007ffa1fbcf1cf (__TEXT,__text) external _glTexParameteriv
00007ffa1fbd5726 (__TEXT,__text) external _glTexStorage1D
00007ffa1fbd574a (__TEXT,__text) external _glTexStorage2D
00007ffa1fbd5771 (__TEXT,__text) external _glTexStorage3D
00007ffa1fbcf1f1 (__TEXT,__text) external _glTexSubImage1D
00007ffa1fbcf221 (__TEXT,__text) external _glTexSubImage2D
00007ffa1fbcf64d (__TEXT,__text) external _glTexSubImage3D
00007ffa1fbd6e57 (__TEXT,__text) external _glTextureBarrierNV
00007ffa1fbd690a (__TEXT,__text) external _glTextureRangeAPPLE
00007ffa1fbd1b37 (__TEXT,__text) external _glTransformFeedbackVaryings
00007ffa1fbd6053 (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00007ffa1fbcf25f (__TEXT,__text) external _glTranslated
00007ffa1fbcf279 (__TEXT,__text) external _glTranslatef
00007ffa1fbd29e2 (__TEXT,__text) external _glUniform1d
00007ffa1fbd2a52 (__TEXT,__text) external _glUniform1dv
00007ffa1fbd1062 (__TEXT,__text) external _glUniform1f
00007ffa1fbd50a7 (__TEXT,__text) external _glUniform1fARB
00007ffa1fbd115c (__TEXT,__text) external _glUniform1fv
00007ffa1fbd51a1 (__TEXT,__text) external _glUniform1fvARB
00007ffa1fbd10d2 (__TEXT,__text) external _glUniform1i
00007ffa1fbd5117 (__TEXT,__text) external _glUniform1iARB
00007ffa1fbd11e4 (__TEXT,__text) external _glUniform1iv
00007ffa1fbd5229 (__TEXT,__text) external _glUniform1ivARB
00007ffa1fbd1f35 (__TEXT,__text) external _glUniform1ui
00007ffa1fbd643c (__TEXT,__text) external _glUniform1uiEXT
00007ffa1fbd1fbf (__TEXT,__text) external _glUniform1uiv
00007ffa1fbd64c6 (__TEXT,__text) external _glUniform1uivEXT
00007ffa1fbd29fe (__TEXT,__text) external _glUniform2d
00007ffa1fbd2a74 (__TEXT,__text) external _glUniform2dv
00007ffa1fbd107e (__TEXT,__text) external _glUniform2f
00007ffa1fbd50c3 (__TEXT,__text) external _glUniform2fARB
00007ffa1fbd117e (__TEXT,__text) external _glUniform2fv
00007ffa1fbd51c3 (__TEXT,__text) external _glUniform2fvARB
00007ffa1fbd10f0 (__TEXT,__text) external _glUniform2i
00007ffa1fbd5135 (__TEXT,__text) external _glUniform2iARB
00007ffa1fbd1206 (__TEXT,__text) external _glUniform2iv
00007ffa1fbd524b (__TEXT,__text) external _glUniform2ivARB
00007ffa1fbd1f53 (__TEXT,__text) external _glUniform2ui
00007ffa1fbd645a (__TEXT,__text) external _glUniform2uiEXT
00007ffa1fbd1fe1 (__TEXT,__text) external _glUniform2uiv
00007ffa1fbd64e8 (__TEXT,__text) external _glUniform2uivEXT
00007ffa1fbd2a1a (__TEXT,__text) external _glUniform3d
00007ffa1fbd2a96 (__TEXT,__text) external _glUniform3dv
00007ffa1fbd109a (__TEXT,__text) external _glUniform3f
00007ffa1fbd50df (__TEXT,__text) external _glUniform3fARB
00007ffa1fbd11a0 (__TEXT,__text) external _glUniform3fv
00007ffa1fbd51e5 (__TEXT,__text) external _glUniform3fvARB
00007ffa1fbd1111 (__TEXT,__text) external _glUniform3i
00007ffa1fbd5156 (__TEXT,__text) external _glUniform3iARB
00007ffa1fbd1228 (__TEXT,__text) external _glUniform3iv
00007ffa1fbd526d (__TEXT,__text) external _glUniform3ivARB
00007ffa1fbd1f74 (__TEXT,__text) external _glUniform3ui
00007ffa1fbd647b (__TEXT,__text) external _glUniform3uiEXT
00007ffa1fbd2003 (__TEXT,__text) external _glUniform3uiv
00007ffa1fbd650a (__TEXT,__text) external _glUniform3uivEXT
00007ffa1fbd2a36 (__TEXT,__text) external _glUniform4d
00007ffa1fbd2ab8 (__TEXT,__text) external _glUniform4dv
00007ffa1fbd10b6 (__TEXT,__text) external _glUniform4f
00007ffa1fbd50fb (__TEXT,__text) external _glUniform4fARB
00007ffa1fbd11c2 (__TEXT,__text) external _glUniform4fv
00007ffa1fbd5207 (__TEXT,__text) external _glUniform4fvARB
00007ffa1fbd1135 (__TEXT,__text) external _glUniform4i
00007ffa1fbd517a (__TEXT,__text) external _glUniform4iARB
00007ffa1fbd124a (__TEXT,__text) external _glUniform4iv
00007ffa1fbd528f (__TEXT,__text) external _glUniform4ivARB
00007ffa1fbd1f98 (__TEXT,__text) external _glUniform4ui
00007ffa1fbd649f (__TEXT,__text) external _glUniform4uiEXT
00007ffa1fbd2025 (__TEXT,__text) external _glUniform4uiv
00007ffa1fbd652c (__TEXT,__text) external _glUniform4uivEXT
00007ffa1fbd227a (__TEXT,__text) external _glUniformBlockBinding
00007ffa1fbd60ec (__TEXT,__text) external _glUniformBufferEXT
00007ffa1fbd2ada (__TEXT,__text) external _glUniformMatrix2dv
00007ffa1fbd126c (__TEXT,__text) external _glUniformMatrix2fv
00007ffa1fbd52b1 (__TEXT,__text) external _glUniformMatrix2fvARB
00007ffa1fbd2b46 (__TEXT,__text) external _glUniformMatrix2x3dv
00007ffa1fbd1588 (__TEXT,__text) external _glUniformMatrix2x3fv
00007ffa1fbd2b8e (__TEXT,__text) external _glUniformMatrix2x4dv
00007ffa1fbd15d0 (__TEXT,__text) external _glUniformMatrix2x4fv
00007ffa1fbd2afe (__TEXT,__text) external _glUniformMatrix3dv
00007ffa1fbd1290 (__TEXT,__text) external _glUniformMatrix3fv
00007ffa1fbd52d5 (__TEXT,__text) external _glUniformMatrix3fvARB
00007ffa1fbd2b6a (__TEXT,__text) external _glUniformMatrix3x2dv
00007ffa1fbd15ac (__TEXT,__text) external _glUniformMatrix3x2fv
00007ffa1fbd2bd6 (__TEXT,__text) external _glUniformMatrix3x4dv
00007ffa1fbd1618 (__TEXT,__text) external _glUniformMatrix3x4fv
00007ffa1fbd2b22 (__TEXT,__text) external _glUniformMatrix4dv
00007ffa1fbd12b4 (__TEXT,__text) external _glUniformMatrix4fv
00007ffa1fbd52f9 (__TEXT,__text) external _glUniformMatrix4fvARB
00007ffa1fbd2bb2 (__TEXT,__text) external _glUniformMatrix4x2dv
00007ffa1fbd15f4 (__TEXT,__text) external _glUniformMatrix4x2fv
00007ffa1fbd2bfa (__TEXT,__text) external _glUniformMatrix4x3dv
00007ffa1fbd163c (__TEXT,__text) external _glUniformMatrix4x3fv
00007ffa1fbd2d13 (__TEXT,__text) external _glUniformSubroutinesuiv
00007ffa1fbd57c3 (__TEXT,__text) external _glUnlockArraysEXT
00007ffa1fbd0936 (__TEXT,__text) external _glUnmapBuffer
00007ffa1fbd4f01 (__TEXT,__text) external _glUnmapBufferARB
00007ffa1fbd1005 (__TEXT,__text) external _glUseProgram
00007ffa1fbd506d (__TEXT,__text) external _glUseProgramObjectARB
00007ffa1fbd30a7 (__TEXT,__text) external _glUseProgramStages
00007ffa1fbd1043 (__TEXT,__text) external _glValidateProgram
00007ffa1fbd508a (__TEXT,__text) external _glValidateProgramARB
00007ffa1fbd31a0 (__TEXT,__text) external _glValidateProgramPipeline
00007ffa1fbcf293 (__TEXT,__text) external _glVertex2d
00007ffa1fbcf2ad (__TEXT,__text) external _glVertex2dv
00007ffa1fbcf2ca (__TEXT,__text) external _glVertex2f
00007ffa1fbcf2e4 (__TEXT,__text) external _glVertex2fv
00007ffa1fbcf301 (__TEXT,__text) external _glVertex2i
00007ffa1fbcf31f (__TEXT,__text) external _glVertex2iv
00007ffa1fbcf33c (__TEXT,__text) external _glVertex2s
00007ffa1fbcf35a (__TEXT,__text) external _glVertex2sv
00007ffa1fbcf377 (__TEXT,__text) external _glVertex3d
00007ffa1fbcf391 (__TEXT,__text) external _glVertex3dv
00007ffa1fbcf3ae (__TEXT,__text) external _glVertex3f
00007ffa1fbcf3c8 (__TEXT,__text) external _glVertex3fv
00007ffa1fbcf3e5 (__TEXT,__text) external _glVertex3i
00007ffa1fbcf406 (__TEXT,__text) external _glVertex3iv
00007ffa1fbcf423 (__TEXT,__text) external _glVertex3s
00007ffa1fbcf444 (__TEXT,__text) external _glVertex3sv
00007ffa1fbcf461 (__TEXT,__text) external _glVertex4d
00007ffa1fbcf47b (__TEXT,__text) external _glVertex4dv
00007ffa1fbcf498 (__TEXT,__text) external _glVertex4f
00007ffa1fbcf4b2 (__TEXT,__text) external _glVertex4fv
00007ffa1fbcf4cf (__TEXT,__text) external _glVertex4i
00007ffa1fbcf4f3 (__TEXT,__text) external _glVertex4iv
00007ffa1fbcf510 (__TEXT,__text) external _glVertex4s
00007ffa1fbcf534 (__TEXT,__text) external _glVertex4sv
00007ffa1fbd6a76 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00007ffa1fbd6a38 (__TEXT,__text) external _glVertexArrayRangeAPPLE
00007ffa1fbd09b5 (__TEXT,__text) external _glVertexAttrib1d
00007ffa1fbd3c3d (__TEXT,__text) external _glVertexAttrib1dARB
00007ffa1fbd09d1 (__TEXT,__text) external _glVertexAttrib1dv
00007ffa1fbd3dd2 (__TEXT,__text) external _glVertexAttrib1dvARB
00007ffa1fbd09f0 (__TEXT,__text) external _glVertexAttrib1f
00007ffa1fbd3c21 (__TEXT,__text) external _glVertexAttrib1fARB
00007ffa1fbd0a0c (__TEXT,__text) external _glVertexAttrib1fv
00007ffa1fbd3db3 (__TEXT,__text) external _glVertexAttrib1fvARB
00007ffa1fbd0a2b (__TEXT,__text) external _glVertexAttrib1s
00007ffa1fbd3c03 (__TEXT,__text) external _glVertexAttrib1sARB
00007ffa1fbd0a49 (__TEXT,__text) external _glVertexAttrib1sv
00007ffa1fbd3d94 (__TEXT,__text) external _glVertexAttrib1svARB
00007ffa1fbd0a68 (__TEXT,__text) external _glVertexAttrib2d
00007ffa1fbd3c96 (__TEXT,__text) external _glVertexAttrib2dARB
00007ffa1fbd0a84 (__TEXT,__text) external _glVertexAttrib2dv
00007ffa1fbd3e2f (__TEXT,__text) external _glVertexAttrib2dvARB
00007ffa1fbd0aa3 (__TEXT,__text) external _glVertexAttrib2f
00007ffa1fbd3c7a (__TEXT,__text) external _glVertexAttrib2fARB
00007ffa1fbd0abf (__TEXT,__text) external _glVertexAttrib2fv
00007ffa1fbd3e10 (__TEXT,__text) external _glVertexAttrib2fvARB
00007ffa1fbd0ade (__TEXT,__text) external _glVertexAttrib2s
00007ffa1fbd3c59 (__TEXT,__text) external _glVertexAttrib2sARB
00007ffa1fbd0aff (__TEXT,__text) external _glVertexAttrib2sv
00007ffa1fbd3df1 (__TEXT,__text) external _glVertexAttrib2svARB
00007ffa1fbd0b1e (__TEXT,__text) external _glVertexAttrib3d
00007ffa1fbd3cf2 (__TEXT,__text) external _glVertexAttrib3dARB
00007ffa1fbd0b3a (__TEXT,__text) external _glVertexAttrib3dv
00007ffa1fbd3e8c (__TEXT,__text) external _glVertexAttrib3dvARB
00007ffa1fbd0b59 (__TEXT,__text) external _glVertexAttrib3f
00007ffa1fbd3cd6 (__TEXT,__text) external _glVertexAttrib3fARB
00007ffa1fbd0b75 (__TEXT,__text) external _glVertexAttrib3fv
00007ffa1fbd3e6d (__TEXT,__text) external _glVertexAttrib3fvARB
00007ffa1fbd0b94 (__TEXT,__text) external _glVertexAttrib3s
00007ffa1fbd3cb2 (__TEXT,__text) external _glVertexAttrib3sARB
00007ffa1fbd0bb8 (__TEXT,__text) external _glVertexAttrib3sv
00007ffa1fbd3e4e (__TEXT,__text) external _glVertexAttrib3svARB
00007ffa1fbd0bd7 (__TEXT,__text) external _glVertexAttrib4Nbv
00007ffa1fbd3fa3 (__TEXT,__text) external _glVertexAttrib4NbvARB
00007ffa1fbd0bf6 (__TEXT,__text) external _glVertexAttrib4Niv
00007ffa1fbd3fe1 (__TEXT,__text) external _glVertexAttrib4NivARB
00007ffa1fbd0c15 (__TEXT,__text) external _glVertexAttrib4Nsv
00007ffa1fbd3fc2 (__TEXT,__text) external _glVertexAttrib4NsvARB
00007ffa1fbd0c34 (__TEXT,__text) external _glVertexAttrib4Nub
00007ffa1fbd3d6d (__TEXT,__text) external _glVertexAttrib4NubARB
00007ffa1fbd0c5b (__TEXT,__text) external _glVertexAttrib4Nubv
00007ffa1fbd4000 (__TEXT,__text) external _glVertexAttrib4NubvARB
00007ffa1fbd0c7a (__TEXT,__text) external _glVertexAttrib4Nuiv
00007ffa1fbd403e (__TEXT,__text) external _glVertexAttrib4NuivARB
00007ffa1fbd0c99 (__TEXT,__text) external _glVertexAttrib4Nusv
00007ffa1fbd401f (__TEXT,__text) external _glVertexAttrib4NusvARB
00007ffa1fbd0cb8 (__TEXT,__text) external _glVertexAttrib4bv
00007ffa1fbd3eab (__TEXT,__text) external _glVertexAttrib4bvARB
00007ffa1fbd0cd7 (__TEXT,__text) external _glVertexAttrib4d
00007ffa1fbd3d51 (__TEXT,__text) external _glVertexAttrib4dARB
00007ffa1fbd0cf3 (__TEXT,__text) external _glVertexAttrib4dv
00007ffa1fbd3f84 (__TEXT,__text) external _glVertexAttrib4dvARB
00007ffa1fbd0d12 (__TEXT,__text) external _glVertexAttrib4f
00007ffa1fbd3d35 (__TEXT,__text) external _glVertexAttrib4fARB
00007ffa1fbd0d2e (__TEXT,__text) external _glVertexAttrib4fv
00007ffa1fbd3f65 (__TEXT,__text) external _glVertexAttrib4fvARB
00007ffa1fbd0d4d (__TEXT,__text) external _glVertexAttrib4iv
00007ffa1fbd3ee9 (__TEXT,__text) external _glVertexAttrib4ivARB
00007ffa1fbd0d6c (__TEXT,__text) external _glVertexAttrib4s
00007ffa1fbd3d0e (__TEXT,__text) external _glVertexAttrib4sARB
00007ffa1fbd0d93 (__TEXT,__text) external _glVertexAttrib4sv
00007ffa1fbd3eca (__TEXT,__text) external _glVertexAttrib4svARB
00007ffa1fbd0db2 (__TEXT,__text) external _glVertexAttrib4ubv
00007ffa1fbd3f08 (__TEXT,__text) external _glVertexAttrib4ubvARB
00007ffa1fbd0dd1 (__TEXT,__text) external _glVertexAttrib4uiv
00007ffa1fbd3f46 (__TEXT,__text) external _glVertexAttrib4uivARB
00007ffa1fbd0df0 (__TEXT,__text) external _glVertexAttrib4usv
00007ffa1fbd3f27 (__TEXT,__text) external _glVertexAttrib4usvARB
00007ffa1fbd2983 (__TEXT,__text) external _glVertexAttribDivisor
00007ffa1fbd551d (__TEXT,__text) external _glVertexAttribDivisorARB
00007ffa1fbd1c4a (__TEXT,__text) external _glVertexAttribI1i
00007ffa1fbd6149 (__TEXT,__text) external _glVertexAttribI1iEXT
00007ffa1fbd1d5e (__TEXT,__text) external _glVertexAttribI1iv
00007ffa1fbd625d (__TEXT,__text) external _glVertexAttribI1ivEXT
00007ffa1fbd1cd4 (__TEXT,__text) external _glVertexAttribI1ui
00007ffa1fbd61d3 (__TEXT,__text) external _glVertexAttribI1uiEXT
00007ffa1fbd1dda (__TEXT,__text) external _glVertexAttribI1uiv
00007ffa1fbd62d9 (__TEXT,__text) external _glVertexAttribI1uivEXT
00007ffa1fbd1c68 (__TEXT,__text) external _glVertexAttribI2i
00007ffa1fbd6167 (__TEXT,__text) external _glVertexAttribI2iEXT
00007ffa1fbd1d7d (__TEXT,__text) external _glVertexAttribI2iv
00007ffa1fbd627c (__TEXT,__text) external _glVertexAttribI2ivEXT
00007ffa1fbd1cf2 (__TEXT,__text) external _glVertexAttribI2ui
00007ffa1fbd61f1 (__TEXT,__text) external _glVertexAttribI2uiEXT
00007ffa1fbd1df9 (__TEXT,__text) external _glVertexAttribI2uiv
00007ffa1fbd62f8 (__TEXT,__text) external _glVertexAttribI2uivEXT
