
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd (for architecture x86_64):
00000001002ed0f4 (__TEXT,__text) external _ADAMOSIdentifierCreate
00000001005ccc38 (__DATA_CONST,__const) external _ADSyncKeyContacts
00000001005ccc40 (__DATA_CONST,__const) external _ADSyncKeyDynamiteClientState
00000001005ccc20 (__DATA_CONST,__const) external _ADSyncKeyHomeKit
00000001005ccc30 (__DATA_CONST,__const) external _ADSyncKeyIntentPolicy
00000001005ccc48 (__DATA_CONST,__const) external _ADSyncKeyMusic
00000001005ccc50 (__DATA_CONST,__const) external _ADSyncKeyNanoIntentPolicy
00000001005ccc58 (__DATA_CONST,__const) external _ADSyncKeyThirdPartyUserVocabulary
0000000100340174 (__TEXT,__text) external _ADSyncKeysForReason
00000001005c1098 (__DATA_CONST,__const) external _ADSyncMetadataSyncGeneration
00000001005c10a0 (__DATA_CONST,__const) external _ADSyncMetadataSyncTimestamp
0000000100340bc0 (__TEXT,__text) external _ADSyncNotificationShouldBeFilteredForReason
0000000100340ab0 (__TEXT,__text) external _ADSyncReasonForNotificationName
00000001005c1090 (__DATA_CONST,__const) external _ADSyncVerificationFinishedNotification
0000000100294a9c (__TEXT,__text) external _ADSystemGetBootSessionUUID
00000001002973ec (__TEXT,__text) external _ADSystemLanguagePreferencesHasChangedSinceDaemonStartUp
00000001001e1f18 (__TEXT,__text) external _ADTimerStoreGetSystemTimerStore
0000000100149fd8 (__TEXT,__text) external _ADTrialActiveExperimentsGet
0000000100149e80 (__TEXT,__text) external _ADTrialActiveExperimentsUpdate
00000001002930a8 (__TEXT,__text) external _ADUserSupportBaseURL
00000001002945b0 (__TEXT,__text) external _ADUsesCompanionRouting
0000000100293e18 (__TEXT,__text) external _ADUsesExplicitContentAllowedForCensorSetting
0000000100293e14 (__TEXT,__text) external _ADUsesMirroredCensorSetting
0000000100293f5c (__TEXT,__text) external _ADUsesOneSiriSettingsSync
0000000100293f9c (__TEXT,__text) external _ADUsesPeerAccountInformation
0000000100293fd4 (__TEXT,__text) external _ADUsesPeerLocation
0000000100293eac (__TEXT,__text) external _ADUsesProxyConnection
0000000100293eb4 (__TEXT,__text) external _ADUsesSharedCloudData
0000000100293eb0 (__TEXT,__text) external _ADUsesSharedPeerData
0000000100293c28 (__TEXT,__text) external _ADUsesTextToSpeech
00000001002dde78 (__TEXT,__text) external _ADValidationRefreshActivitySchedule
00000001005c32f0 (__DATA_CONST,__const) external _ADVoiceAssetsUpdatedNotification
0000000100293e64 (__TEXT,__text) external _ADVoiceDialingDisabledWhileLocked
00000001002945bc (__TEXT,__text) external _ADVoiceOverIsEnabled
0000000100297434 (__TEXT,__text) external _ADVoiceTriggerGetEnabled
00000001002975bc (__TEXT,__text) external _ADVoiceTriggerSetEnabled
000000010039d618 (__TEXT,__text) external _ADVolumeServiceSupportsSmartSiriVolume
                 (undefined) external _AFAnalyticsContextCreateForCrossDeviceCommandHandled (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithCommand (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithError (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithRequestInfo (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithSpeechRequestOptions (from AssistantServices)
                 (undefined) external _AFAnalyticsContextKey (from AssistantServices)
                 (undefined) external _AFAnalyticsContextsMerge (from AssistantServices)
                 (undefined) external _AFAnalyticsEventTypeGetLegacyName (from AssistantServices)
                 (undefined) external _AFAnalyticsEventTypeGetName (from AssistantServices)
                 (undefined) external _AFAnalyticsEventTypeIsValid (from AssistantServices)
                 (undefined) external _AFAnalyticsLogsDirectory (from AssistantServices)
                 (undefined) external _AFAnalyticsObservationServiceGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAnalyticsObserverGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAnalyticsServiceDelegateGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAnalyticsServiceGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAppleAudioDeviceConnectedInLast24Hours (from AssistantServices)
                 (undefined) external _AFApplicationClientIdentifierForApp (from AssistantServices)
                 (undefined) external _AFApplicationStateUnknown (from AssistantServices)
                 (undefined) external _AFApplicationWorkspaceEnumerateInstalledUserVisibleApplications (from AssistantServices)
                 (undefined) external _AFAssertionGetContexts (from AssistantServices)
                 (undefined) external _AFAssertionGetCurrentOrUpNextDateIntervalFromContexts (from AssistantServices)
                 (undefined) external _AFAssertionGetEffectiveDateAndExpirationDurationFromDateInterval (from AssistantServices)
                 (undefined) external _AFAssertionRelinquishmentOptionsGetNames (from AssistantServices)
                 (undefined) external _AFAssistantEnablementDidChangeDarwinNotification (from AssistantServices)
                 (undefined) external _AFAudioPlaybackOptionsGetNames (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionGetConnectionWorkloop (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionGetCurrentAcquisitionService (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionServiceXPCInterface (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionSetLocalAcquisitionServiceProvider (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionUserInfoKey (from AssistantServices)
                 (undefined) external _AFBackedUpPreferencesSynchronize (from AssistantServices)
                 (undefined) external _AFBluetoothPairedDeviceInfoUpdated (from AssistantServices)
                 (undefined) external _AFBluetoothWirelessSplitterSessionStateChanged (from AssistantServices)
                 (undefined) external _AFBluetoothWirelessSplitterSessionStateUnknown (from AssistantServices)
                 (undefined) external _AFBuildVersion (from AssistantServices)
                 (undefined) external _AFBundleServicesCachePath (from AssistantServices)
                 (undefined) external _AFCachedFusePersonalizationTokenChanged (from AssistantServices)
                 (undefined) external _AFCallStateGetNames (from AssistantServices)
                 (undefined) external _AFCanProxyTelephony (from AssistantServices)
                 (undefined) external _AFClearInternalLogFiles (from AssistantServices)
                 (undefined) external _AFClientLiteClientObjectInterface (from AssistantServices)
                 (undefined) external _AFClientLiteEntitlement (from AssistantServices)
                 (undefined) external _AFClientLiteRemoteObjectInterface (from AssistantServices)
                 (undefined) external _AFClientLiteServiceName (from AssistantServices)
                 (undefined) external _AFClientServiceDelegateXPCInterface (from AssistantServices)
                 (undefined) external _AFClientServiceXPCInterface (from AssistantServices)
                 (undefined) external _AFClockAlarmSnapshotKey (from AssistantServices)
                 (undefined) external _AFClockTimerSnapshotKey (from AssistantServices)
                 (undefined) external _AFCommandOutcomeFromMediaRemoteStatuses (from AssistantServices)
                 (undefined) external _AFConnectionHasEntitlement (from AssistantServices)
                 (undefined) external _AFContextManagerXPCListenerName (from AssistantServices)
                 (undefined) external _AFContextProviderEntitlement (from AssistantServices)
                 (undefined) external _AFContextProviderNameForBundleId (from AssistantServices)
                 (undefined) external _AFCoreAnalyticsEventCreateForDeviceContexts (from AssistantServices)
                 (undefined) external _AFCoreAnalyticsPayloadCreateForDeviceContext (from AssistantServices)
                 (undefined) external _AFCoreKnowledgeStoreKeyLastSiriUUFRTimestamp (from AssistantServices)
                 (undefined) external _AFCorrectionContextInteractionIdKey (from AssistantServices)
                 (undefined) external _AFCorrectionContextSessionIdKey (from AssistantServices)
                 (undefined) external _AFCurrentUserInterfaceIdiom (from AssistantServices)
                 (undefined) external _AFDefaultLanguageCode (from AssistantServices)
                 (undefined) external _AFDeleteCoreDuetEventsInStream (from AssistantServices)
                 (undefined) external _AFDeviceColor (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyAlarm (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyAll (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyApplication (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyCallState (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyContexts (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyData (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyDeviceInfo (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyFlowContextUpdateCommand (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyHeardVoiceTrigger (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyHistoricalData (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyHistoricalMetadata (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyHomeAnnouncement (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyIdentifier (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyLocation (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyMetadata (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyMultiUserState (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyMyriadAdvertisement (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyPlaybackState (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyPrivacyClass (from AssistantServices)
                 (undefined) external _AFDeviceContextKeySiriClientState (from AssistantServices)
                 (undefined) external _AFDeviceContextKeySystemState (from AssistantServices)
                 (undefined) external _AFDeviceContextKeyTimer (from AssistantServices)
                 (undefined) external _AFDeviceContextPrivacyClassGetStringDescription (from AssistantServices)
                 (undefined) external _AFDeviceContextServiceDelegateGetXPCInterface (from AssistantServices)
                 (undefined) external _AFDeviceContextServiceGetXPCInterface (from AssistantServices)
                 (undefined) external _AFDeviceEnclosureColor (from AssistantServices)
                 (undefined) external _AFDeviceHasAddressBook (from AssistantServices)
                 (undefined) external _AFDeviceIsTinker (from AssistantServices)
                 (undefined) external _AFDeviceMessagingOptionsGetNames (from AssistantServices)
                 (undefined) external _AFDeviceProximityCompare (from AssistantServices)
                 (undefined) external _AFDeviceProximityGetName (from AssistantServices)
                 (undefined) external _AFDeviceRingerSwitchStateGetName (from AssistantServices)
                 (undefined) external _AFDeviceSetupIsActive (from AssistantServices)
                 (undefined) external _AFDeviceSupportsBargeIn (from AssistantServices)
                 (undefined) external _AFDeviceSupportsCarPlay (from AssistantServices)
                 (undefined) external _AFDeviceSupportsFullSiriUOD (from AssistantServices)
                 (undefined) external _AFDeviceSupportsHybridUOD (from AssistantServices)
                 (undefined) external _AFDeviceSupportsNavigation (from AssistantServices)
                 (undefined) external _AFDeviceSupportsSiriMUX (from AssistantServices)
                 (undefined) external _AFDeviceSupportsSiriUOD (from AssistantServices)
                 (undefined) external _AFDeviceSupportsSpokenMessages (from AssistantServices)
                 (undefined) external _AFDeviceSupportsTTS (from AssistantServices)
                 (undefined) external _AFDeviceSupportsUSBTypeCDisplay (from AssistantServices)
                 (undefined) external _AFDiagnosticsSubmissionAllowed (from AssistantServices)
                 (undefined) external _AFDictationEnablementDidChangeDarwinNotification (from AssistantServices)
                 (undefined) external _AFDictationServiceDelegateXPCInterface (from AssistantServices)
                 (undefined) external _AFDispatchTimeGetFromDateAndOffset (from AssistantServices)
                 (undefined) external _AFDoesProductTypeSupportMUX (from AssistantServices)
                 (undefined) external _AFEffectiveSiriBundleForLocation (from AssistantServices)
                 (undefined) external _AFExternalRequestEntitlement (from AssistantServices)
                 (undefined) external _AFExternalRequestMachService (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyAction (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyActivationContext (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyAnnouncementPlatform (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyDeactivationReason (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyHomeAutomationBackgroundRequest (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyIncomingCall (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyLocalRequest (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyNotification (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyRequestOptions (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeySourceAppId (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyStartLocalRequest (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyStartRequest (from AssistantServices)
                 (undefined) external _AFExternalRequestMessageKeyType (from AssistantServices)
                 (undefined) external _AFExternalRequestReplyKeyActivationResult (from AssistantServices)
                 (undefined) external _AFExternalRequestReplyKeyResult (from AssistantServices)
                 (undefined) external _AFFetchFollowerStatusInStereoPair (from AssistantServices)
                 (undefined) external _AFGetMachAbsoluteTimeFromTimeInterval (from AssistantServices)
                 (undefined) external _AFGetNowPlayingInfoDictionary (from AssistantServices)
                 (undefined) external _AFGetNowPlayingQueueState (from AssistantServices)
                 (undefined) external _AFGetTimeSinceEpochInMilliseconds (from AssistantServices)
                 (undefined) external _AFGetTimeSinceEpochRoundedToHourInMilliseconds (from AssistantServices)
                 (undefined) external _AFGradingOptInStateChangeWithHistoryEntry (from AssistantServices)
                 (undefined) external _AFHasCellularData (from AssistantServices)
                 (undefined) external _AFHasCellularTelephony (from AssistantServices)
                 (undefined) external _AFHasGPS (from AssistantServices)
                 (undefined) external _AFHasHapticEngine (from AssistantServices)
                 (undefined) external _AFHasRingerSwitch (from AssistantServices)
                 (undefined) external _AFHasUnlockedSinceBoot (from AssistantServices)
                 (undefined) external _AFInstallCommonSignalHandlers (from AssistantServices)
                 (undefined) external _AFIntentSupportAndVocabSyncKey (from AssistantServices)
                 (undefined) external _AFIntentSupportAndVocabSyncNanoKey (from AssistantServices)
                 (undefined) external _AFInternalConfigValueForKey (from AssistantServices)
                 (undefined) external _AFInternalPreferencesDidChangeDarwinNotification (from AssistantServices)
                 (undefined) external _AFInternalPreferencesSynchronize (from AssistantServices)
                 (undefined) external _AFInvocationFeedbacksExperimentConfigurationIdentifier (from AssistantServices)
                 (undefined) external _AFInvocationFeedbacksExperimentGroupPropertyKeyFeatureGroups (from AssistantServices)
                 (undefined) external _AFIsATV (from AssistantServices)
                 (undefined) external _AFIsDeviceUnlocked (from AssistantServices)
                 (undefined) external _AFIsDictationLanguageInstalledForOfflineRecognition (from AssistantServices)
                 (undefined) external _AFIsDictationRequestEligibleForOnDeviceDictation (from AssistantServices)
                 (undefined) external _AFIsDictationRequestSpeechApiRequest (from AssistantServices)
                 (undefined) external _AFIsFileNotFoundError (from AssistantServices)
                 (undefined) external _AFIsHorseman (from AssistantServices)
                 (undefined) external _AFIsInternalInstall (from AssistantServices)
                 (undefined) external _AFIsMac (from AssistantServices)
                 (undefined) external _AFIsMultiUserCompanion (from AssistantServices)
                 (undefined) external _AFIsNano (from AssistantServices)
                 (undefined) external _AFIsSearchDictationRequest (from AssistantServices)
                 (undefined) external _AFKeychainRemoveValueForAccountAndKey (from AssistantServices)
                 (undefined) external _AFKeychainSetValueForAccountAndKey (from AssistantServices)
                 (undefined) external _AFKeychainValueForAccountAndKey (from AssistantServices)
                 (undefined) external _AFLanguageCodeDidChangeDarwinNotification (from AssistantServices)
                 (undefined) external _AFLanguageCodeDidChangeNotification (from AssistantServices)
                 (undefined) external _AFLocationStatusIsAllowed (from AssistantServices)
                 (undefined) external _AFLocationStatusIsDenied (from AssistantServices)
                 (undefined) external _AFLogDirectory (from AssistantServices)
                 (undefined) external _AFLogInitIfNeeded (from AssistantServices)
                 (undefined) external _AFMachAbsoluteTimeAddTimeInterval (from AssistantServices)
                 (undefined) external _AFMachAbsoluteTimeGetMilliseconds (from AssistantServices)
                 (undefined) external _AFMachAbsoluteTimeGetNanoseconds (from AssistantServices)
                 (undefined) external _AFMachAbsoluteTimeGetTimeInterval (from AssistantServices)
                 (undefined) external _AFMainScreenScale (from AssistantServices)
                 (undefined) external _AFMapsNavigationStatusIsActive (from AssistantServices)
                 (undefined) external _AFMediaPlaybackStateGetName (from AssistantServices)
                 (undefined) external _AFMediaRemoteDeviceInfoGroupIdentifierDidChangeNotification (from AssistantServices)
                 (undefined) external _AFMediaRemoteDeviceInfoNotificationKey (from AssistantServices)
                 (undefined) external _AFMediaRemoteDeviceInfoRouteIdentifierDidChangeNotification (from AssistantServices)
                 (undefined) external _AFMediaRemoteSendCommandWithOptions (from AssistantServices)
                 (undefined) external _AFMessagesGetAceDomainObjectsFromContext (from AssistantServices)
                 (undefined) external _AFMessagesGetDomainObjectsFromContext (from AssistantServices)
                 (undefined) external _AFModelForDailyStatus (from AssistantServices)
                 (undefined) external _AFMultiUserDefaultSharedUserId (from AssistantServices)
                 (undefined) external _AFMultiUserServiceUserProfileLimit (from AssistantServices)
                 (undefined) external _AFMyriadMonitorDecisionGetWaitTime (from AssistantServices)
                 (undefined) external _AFMyriadPreferencesChangedNotifyStatePublisher (from AssistantServices)
                 (undefined) external _AFNavigationStateIsNavigating (from AssistantServices)
                 (undefined) external _AFNonNilMutableCopyOfArray (from AssistantServices)
                 (undefined) external _AFNotifyGetEffectiveNotification (from AssistantServices)
                 (undefined) external _AFNotifyGetEffectiveNotificationName (from AssistantServices)
                 (undefined) external _AFOfflineDictationCapable (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusAutoPunctuationKey (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusContinuousListeningKey (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusEmojiRecognitionKey (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusForLanguage (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusHighQualityKey (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusInstalledKey (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusOnDeviceSearchKey (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusStringIsAutoPunctuationSupported (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusStringIsContinuousListeningSupported (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusStringIsEmojiRecognitionSupported (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusStringIsHighQualityModelSupported (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusStringIsInstalled (from AssistantServices)
                 (undefined) external _AFOfflineDictationStatusStringIsOnDeviceSearchSupported (from AssistantServices)
                 (undefined) external _AFOpportuneSpeakingModelServiceInterface (from AssistantServices)
                 (undefined) external _AFOpportuneSpeakingModelTypeGetDescription (from AssistantServices)
                 (undefined) external _AFOutputLanguageDidChangeDarwinNotification (from AssistantServices)
                 (undefined) external _AFOutputVoiceLanguageForRecognitionLanguage (from AssistantServices)
                 (undefined) external _AFOverrideLanguageCode (from AssistantServices)
                 (undefined) external _AFPairedDeviceIsVictory (from AssistantServices)
                 (undefined) external _AFPauseCommandsInterruptAudio (from AssistantServices)
                 (undefined) external _AFPeerContentTupleGetContentMapFromArray (from AssistantServices)
                 (undefined) external _AFPeerInfoGetCompactDescription (from AssistantServices)
                 (undefined) external _AFPeerInfoMerge (from AssistantServices)
                 (undefined) external _AFPendingSpeechRequestServiceInterface (from AssistantServices)
                 (undefined) external _AFPerformDeviceVolumeAction (from AssistantServices)
                 (undefined) external _AFPersonalDomainsNotificationUserInfoHomeKey (from AssistantServices)
                 (undefined) external _AFPreferencesAlwaysEyesFreeEnabled (from AssistantServices)
                 (undefined) external _AFPreferencesBufferedSpeechCapturePacketInterval (from AssistantServices)
                 (undefined) external _AFPreferencesLanguageIsSupported (from AssistantServices)
                 (undefined) external _AFPreferencesNavStatusDidChangeNotification (from AssistantServices)
                 (undefined) external _AFPreferencesProfanityFilterForced (from AssistantServices)
                 (undefined) external _AFPreferencesShouldIgnoreInternalConfig (from AssistantServices)
                 (undefined) external _AFPreferencesSimulateImmediateSpeechCapture (from AssistantServices)
                 (undefined) external _AFPreferencesStreamingDictationEnabled (from AssistantServices)
                 (undefined) external _AFPreferencesSupportedLanguagesForRemote (from AssistantServices)
                 (undefined) external _AFPreferencesSupportedMultiUserLanguages (from AssistantServices)
                 (undefined) external _AFPreferencesTestAccessEnabled (from AssistantServices)
                 (undefined) external _AFPreferencesTypeToSiriEnabled (from AssistantServices)
                 (undefined) external _AFPreferencesUserGeneratedContentAllowed (from AssistantServices)
                 (undefined) external _AFProcessIsRunningAsInstance (from AssistantServices)
                 (undefined) external _AFProductAndBuildVersion (from AssistantServices)
                 (undefined) external _AFProductType (from AssistantServices)
                 (undefined) external _AFProductTypeForInstrumentation (from AssistantServices)
                 (undefined) external _AFProductVersion (from AssistantServices)
                 (undefined) external _AFProviderServiceDelegateXPCInterface (from AssistantServices)
                 (undefined) external _AFProviderServiceXPCInterface (from AssistantServices)
                 (undefined) external _AFRecordCoreDuetContext (from AssistantServices)
                 (undefined) external _AFRecordCoreDuetEventWithStream (from AssistantServices)
                 (undefined) external _AFRegionInfo (from AssistantServices)
                 (undefined) external _AFRequestCancellationReasonGetName (from AssistantServices)
                 (undefined) external _AFSecurityDecryptData (from AssistantServices)
                 (undefined) external _AFSecurityDigestChunksWithProvider (from AssistantServices)
                 (undefined) external _AFSecurityDigestData (from AssistantServices)
                 (undefined) external _AFSecurityEncryptData (from AssistantServices)
                 (undefined) external _AFSecurityEncryptionKeyDidChangeNotification (from AssistantServices)
                 (undefined) external _AFSecurityGenerateRandomData (from AssistantServices)
                 (undefined) external _AFSecurityServiceGetXPCInterface (from AssistantServices)
                 (undefined) external _AFServicePluginsURL (from AssistantServices)
                 (undefined) external _AFSetAudioSessionActiveOptionsGetNames (from AssistantServices)
                 (undefined) external _AFSetAudioSessionActiveReasonGetName (from AssistantServices)
                 (undefined) external _AFSettingsServiceDelegateXPCInterface (from AssistantServices)
                 (undefined) external _AFSettingsServiceXPCInterface (from AssistantServices)
                 (undefined) external _AFShouldRunAsrOnServerForUOD (from AssistantServices)
                 (undefined) external _AFSiriAceErrorDomain (from AssistantServices)
                 (undefined) external _AFSiriActivationBluetoothDeviceTriggerless (from AssistantServices)
                 (undefined) external _AFSiriActivationCreateContextFromXPCDictionary (from AssistantServices)
                 (undefined) external _AFSiriActivationCreateXPCDictionaryFromResult (from AssistantServices)
                 (undefined) external _AFSiriActivationGetDarwinNotificationNameFromContext (from AssistantServices)
                 (undefined) external _AFSiriActivationPerform (from AssistantServices)
                 (undefined) external _AFSiriActivationServiceGetPort (from AssistantServices)
                 (undefined) external _AFSiriActivationTriggerless (from AssistantServices)
                 (undefined) external _AFSiriActivationUserInfoKey (from AssistantServices)
                 (undefined) external _AFSiriAnnouncementPlatformGetIsValid (from AssistantServices)
                 (undefined) external _AFSiriAnnouncementPlatformGetIsValidAndSpecified (from AssistantServices)
                 (undefined) external _AFSiriAnnouncementPlatformGetName (from AssistantServices)
                 (undefined) external _AFSiriCarPlayAnnounceEnablementTypeGetName (from AssistantServices)
                 (undefined) external _AFSiriDaemonLaunchedDarwinNotification (from AssistantServices)
                 (undefined) external _AFSiriDaemonLaunchedDistributedNotification (from AssistantServices)
                 (undefined) external _AFSiriDataSharingOptInStatusGetFromName (from AssistantServices)
                 (undefined) external _AFSiriDataSharingOptInStatusGetName (from AssistantServices)
                 (undefined) external _AFSiriDeactivationReasonGetIsValid (from AssistantServices)
                 (undefined) external _AFSiriDeactivationReasonGetIsValidAndSpecified (from AssistantServices)
                 (undefined) external _AFSiriDeactivationReasonGetName (from AssistantServices)
                 (undefined) external _AFSiriDidLaunchAppNotification (from AssistantServices)
                 (undefined) external _AFSiriGlobalKeychainAccountIdentifier (from AssistantServices)
                 (undefined) external _AFSiriHomeAutomationContextKey (from AssistantServices)
                 (undefined) external _AFSiriLocalizedFailureDescriptionKey (from AssistantServices)
                 (undefined) external _AFSiriLocalizedFailureTitleKey (from AssistantServices)
                 (undefined) external _AFSiriLocationAuthorizationStatus (from AssistantServices)
                 (undefined) external _AFSiriLogContextAnalysis (from AssistantServices)
                 (undefined) external _AFSiriLogContextAnalytics (from AssistantServices)
                 (undefined) external _AFSiriLogContextConnection (from AssistantServices)
                 (undefined) external _AFSiriLogContextDaemon (from AssistantServices)
                 (undefined) external _AFSiriLogContextDaemonAce (from AssistantServices)
                 (undefined) external _AFSiriLogContextDeviceSync (from AssistantServices)
                 (undefined) external _AFSiriLogContextFides (from AssistantServices)
                 (undefined) external _AFSiriLogContextIDS (from AssistantServices)
                 (undefined) external _AFSiriLogContextInternalAuth (from AssistantServices)
                 (undefined) external _AFSiriLogContextLocation (from AssistantServices)
                 (undefined) external _AFSiriLogContextMultiUser (from AssistantServices)
                 (undefined) external _AFSiriLogContextPerformance (from AssistantServices)
                 (undefined) external _AFSiriLogContextPlugin (from AssistantServices)
                 (undefined) external _AFSiriLogContextPower (from AssistantServices)
                 (undefined) external _AFSiriLogContextProxy (from AssistantServices)
                 (undefined) external _AFSiriLogContextService (from AssistantServices)
                 (undefined) external _AFSiriLogContextSession (from AssistantServices)
                 (undefined) external _AFSiriLogContextSpeech (from AssistantServices)
                 (undefined) external _AFSiriLogContextSync (from AssistantServices)
                 (undefined) external _AFSiriLogContextUtility (from AssistantServices)
                 (undefined) external _AFSiriMediaRemoteIdentifier (from AssistantServices)
                 (undefined) external _AFSiriRecognitionKey (from AssistantServices)
                 (undefined) external _AFSiriSpeechErrorDomain (from AssistantServices)
                 (undefined) external _AFSiriStartUIRequestNotification (from AssistantServices)
                 (undefined) external _AFSiriStartUISpeechRequestNotification (from AssistantServices)
                 (undefined) external _AFSiriStructuredDictationErrorDomain (from AssistantServices)
                 (undefined) external _AFSiriTetherMachService (from AssistantServices)
                 (undefined) external _AFSiriUserNotificationAnnounceScheme (from AssistantServices)
                 (undefined) external _AFSiriUserNotificationAnnouncementSpeakingStateGetIsValidAndSpecified (from AssistantServices)
                 (undefined) external _AFSiriUserNotificationAnnouncementSpeakingStateGetName (from AssistantServices)
                 (undefined) external _AFSiriUserNotificationAnnouncementTypeGetIsValid (from AssistantServices)
                 (undefined) external _AFSiriUserNotificationAnnouncementTypeGetName (from AssistantServices)
00000001005c97d8 (__DATA_CONST,__const) external _AFSiriUserNotificationRequestCapabilityForceUpdate
                 (undefined) external _AFSiriVOXSoundsExperimentConfigurationIdentifier (from AssistantServices)
                 (undefined) external _AFSiriVOXSoundsExperimentGroupPropertyKeyPlaysSessionInactiveSound (from AssistantServices)
                 (undefined) external _AFSiriVOXSoundsExperimentGroupPropertyKeyPlaysTwoShotSound (from AssistantServices)
                 (undefined) external _AFSiriVOXTapToSiriBehaviorExperimentConfigurationIdentifier (from AssistantServices)
                 (undefined) external _AFSiriVOXTapToSiriBehaviorExperimentGroupPropertyKeyPlaysSound (from AssistantServices)
                 (undefined) external _AFSleepStateGetName (from AssistantServices)
                 (undefined) external _AFSpeechEventIsBluetooth (from AssistantServices)
                 (undefined) external _AFSpeechEventIsTVRemote (from AssistantServices)
                 (undefined) external _AFSpeechEventIsVoiceTrigger (from AssistantServices)
                 (undefined) external _AFSpeechLogsDirectory (from AssistantServices)
                 (undefined) external _AFSpokenMessagesExecutionTimeout (from AssistantServices)
                 (undefined) external _AFSupportsASROnDevice (from AssistantServices)
                 (undefined) external _AFSupportsAirPlayEndpointRoute (from AssistantServices)
                 (undefined) external _AFSupportsAudioSessionCoordination (from AssistantServices)
                 (undefined) external _AFSupportsHAL (from AssistantServices)
                 (undefined) external _AFSupportsHALDeviceRouting (from AssistantServices)
                 (undefined) external _AFSupportsHALFlowRouting (from AssistantServices)
                 (undefined) external _AFSupportsHALProximityScanning (from AssistantServices)
                 (undefined) external _AFSupportsMultiUser (from AssistantServices)
                 (undefined) external _AFSupportsPairedDevice (from AssistantServices)
                 (undefined) external _AFSupportsPlayThisOnThatPlayback (from AssistantServices)
                 (undefined) external _AFSupportsPlaybackToBluetoothDevice (from AssistantServices)
                 (undefined) external _AFSupportsRecordFromBluetoothDevice (from AssistantServices)
                 (undefined) external _AFSupportsSiriSpeaks (from AssistantServices)
                 (undefined) external _AFSupportsWirelessSplitter (from AssistantServices)
                 (undefined) external _AFSynapseSyncAnchorKey (from AssistantServices)
                 (undefined) external _AFSystemGetBootTimeInTimeInterval (from AssistantServices)
                 (undefined) external _AFTurnIdentifierGetBytes (from AssistantServices)
