00007ffa1f051ef1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1f04988f (__TEXT,__text) external _glRasterPos4dv
00007ffa1f0498ac (__TEXT,__text) external _glRasterPos4f
00007ffa1f0498c6 (__TEXT,__text) external _glRasterPos4fv
00007ffa1f0498e3 (__TEXT,__text) external _glRasterPos4i
00007ffa1f049907 (__TEXT,__text) external _glRasterPos4iv
00007ffa1f049924 (__TEXT,__text) external _glRasterPos4s
00007ffa1f049948 (__TEXT,__text) external _glRasterPos4sv
00007ffa1f049965 (__TEXT,__text) external _glReadBuffer
00007ffa1f049981 (__TEXT,__text) external _glReadPixels
00007ffa1f0499b1 (__TEXT,__text) external _glRectd
00007ffa1f0499cb (__TEXT,__text) external _glRectdv
00007ffa1f0499eb (__TEXT,__text) external _glRectf
00007ffa1f049a05 (__TEXT,__text) external _glRectfv
00007ffa1f049a25 (__TEXT,__text) external _glRecti
00007ffa1f049a49 (__TEXT,__text) external _glRectiv
00007ffa1f049a69 (__TEXT,__text) external _glRects
00007ffa1f049a8d (__TEXT,__text) external _glRectsv
00007ffa1f04dfa1 (__TEXT,__text) external _glReleaseShaderCompiler
00007ffa1f049aad (__TEXT,__text) external _glRenderMode
00007ffa1f04c6d8 (__TEXT,__text) external _glRenderbufferStorage
00007ffa1f050ce8 (__TEXT,__text) external _glRenderbufferStorageEXT
00007ffa1f04c8ea (__TEXT,__text) external _glRenderbufferStorageMultisample
00007ffa1f050efa (__TEXT,__text) external _glRenderbufferStorageMultisampleEXT
00007ffa1f04ab79 (__TEXT,__text) external _glResetHistogram
00007ffa1f04ab95 (__TEXT,__text) external _glResetMinmax
00007ffa1f04de47 (__TEXT,__text) external _glResumeTransformFeedback
00007ffa1f049ac9 (__TEXT,__text) external _glRotated
00007ffa1f049ae3 (__TEXT,__text) external _glRotatef
00007ffa1f04b1ca (__TEXT,__text) external _glSampleCoverage
00007ffa1f04fada (__TEXT,__text) external _glSampleCoverageARB
00007ffa1f04d571 (__TEXT,__text) external _glSampleMaski
00007ffa1f051ece (__TEXT,__text) external _glSamplePass
00007ffa1f051ec8 (__TEXT,__text) external _glSamplePassARB
00007ffa1f04d735 (__TEXT,__text) external _glSamplerParameterIiv
00007ffa1f04d757 (__TEXT,__text) external _glSamplerParameterIuiv
00007ffa1f04d6f5 (__TEXT,__text) external _glSamplerParameterf
00007ffa1f04d713 (__TEXT,__text) external _glSamplerParameterfv
00007ffa1f04d6b2 (__TEXT,__text) external _glSamplerParameteri
00007ffa1f04d6d3 (__TEXT,__text) external _glSamplerParameteriv
00007ffa1f049afd (__TEXT,__text) external _glScaled
00007ffa1f049b17 (__TEXT,__text) external _glScalef
00007ffa1f049b31 (__TEXT,__text) external _glScissor
00007ffa1f04eaa1 (__TEXT,__text) external _glScissorArrayv
00007ffa1f04eac3 (__TEXT,__text) external _glScissorIndexed
00007ffa1f04eaea (__TEXT,__text) external _glScissorIndexedv
00007ffa1f04b276 (__TEXT,__text) external _glSecondaryColor3b
00007ffa1f0508e0 (__TEXT,__text) external _glSecondaryColor3bEXT
00007ffa1f04b297 (__TEXT,__text) external _glSecondaryColor3bv
00007ffa1f050901 (__TEXT,__text) external _glSecondaryColor3bvEXT
00007ffa1f04b2b4 (__TEXT,__text) external _glSecondaryColor3d
00007ffa1f05091e (__TEXT,__text) external _glSecondaryColor3dEXT
00007ffa1f04b2ce (__TEXT,__text) external _glSecondaryColor3dv
00007ffa1f050938 (__TEXT,__text) external _glSecondaryColor3dvEXT
00007ffa1f04b2eb (__TEXT,__text) external _glSecondaryColor3f
00007ffa1f050955 (__TEXT,__text) external _glSecondaryColor3fEXT
00007ffa1f04b305 (__TEXT,__text) external _glSecondaryColor3fv
00007ffa1f05096f (__TEXT,__text) external _glSecondaryColor3fvEXT
00007ffa1f04b322 (__TEXT,__text) external _glSecondaryColor3i
00007ffa1f05098c (__TEXT,__text) external _glSecondaryColor3iEXT
00007ffa1f04b343 (__TEXT,__text) external _glSecondaryColor3iv
00007ffa1f0509ad (__TEXT,__text) external _glSecondaryColor3ivEXT
00007ffa1f04b360 (__TEXT,__text) external _glSecondaryColor3s
00007ffa1f0509ca (__TEXT,__text) external _glSecondaryColor3sEXT
00007ffa1f04b381 (__TEXT,__text) external _glSecondaryColor3sv
00007ffa1f0509eb (__TEXT,__text) external _glSecondaryColor3svEXT
00007ffa1f04b39e (__TEXT,__text) external _glSecondaryColor3ub
00007ffa1f050a08 (__TEXT,__text) external _glSecondaryColor3ubEXT
00007ffa1f04b3bf (__TEXT,__text) external _glSecondaryColor3ubv
00007ffa1f050a29 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00007ffa1f04b3dc (__TEXT,__text) external _glSecondaryColor3ui
00007ffa1f050a46 (__TEXT,__text) external _glSecondaryColor3uiEXT
00007ffa1f04b3fd (__TEXT,__text) external _glSecondaryColor3uiv
00007ffa1f050a67 (__TEXT,__text) external _glSecondaryColor3uivEXT
00007ffa1f04b41a (__TEXT,__text) external _glSecondaryColor3us
00007ffa1f050a84 (__TEXT,__text) external _glSecondaryColor3usEXT
00007ffa1f04b43b (__TEXT,__text) external _glSecondaryColor3usv
00007ffa1f050aa5 (__TEXT,__text) external _glSecondaryColor3usvEXT
00007ffa1f04b458 (__TEXT,__text) external _glSecondaryColorPointer
00007ffa1f050ac2 (__TEXT,__text) external _glSecondaryColorPointerEXT
00007ffa1f049b55 (__TEXT,__text) external _glSelectBuffer
00007ffa1f04aa21 (__TEXT,__text) external _glSeparableFilter2D
00007ffa1f05198c (__TEXT,__text) external _glSetFenceAPPLE
00007ffa1f049b74 (__TEXT,__text) external _glShadeModel
00007ffa1f04dfb8 (__TEXT,__text) external _glShaderBinary
00007ffa1f04bf63 (__TEXT,__text) external _glShaderSource
00007ffa1f04ffd6 (__TEXT,__text) external _glShaderSourceARB
00007ffa1f049b90 (__TEXT,__text) external _glStencilFunc
00007ffa1f04c504 (__TEXT,__text) external _glStencilFuncSeparate
00007ffa1f051da9 (__TEXT,__text) external _glStencilFuncSeparateATI
00007ffa1f049bb1 (__TEXT,__text) external _glStencilMask
00007ffa1f04c54c (__TEXT,__text) external _glStencilMaskSeparate
00007ffa1f049bcd (__TEXT,__text) external _glStencilOp
00007ffa1f04c528 (__TEXT,__text) external _glStencilOpSeparate
00007ffa1f051d85 (__TEXT,__text) external _glStencilOpSeparateATI
00007ffa1f051bf9 (__TEXT,__text) external _glSwapAPPLE
00007ffa1f0519c4 (__TEXT,__text) external _glTestFenceAPPLE
00007ffa1f0519fc (__TEXT,__text) external _glTestObjectAPPLE
00007ffa1f04d2e6 (__TEXT,__text) external _glTexBuffer
00007ffa1f049bee (__TEXT,__text) external _glTexCoord1d
00007ffa1f049c08 (__TEXT,__text) external _glTexCoord1dv
00007ffa1f049c25 (__TEXT,__text) external _glTexCoord1f
00007ffa1f049c3f (__TEXT,__text) external _glTexCoord1fv
00007ffa1f049c5c (__TEXT,__text) external _glTexCoord1i
00007ffa1f049c78 (__TEXT,__text) external _glTexCoord1iv
00007ffa1f049c95 (__TEXT,__text) external _glTexCoord1s
00007ffa1f049cb1 (__TEXT,__text) external _glTexCoord1sv
00007ffa1f049cce (__TEXT,__text) external _glTexCoord2d
00007ffa1f049ce8 (__TEXT,__text) external _glTexCoord2dv
00007ffa1f049d05 (__TEXT,__text) external _glTexCoord2f
00007ffa1f049d1f (__TEXT,__text) external _glTexCoord2fv
00007ffa1f049d3c (__TEXT,__text) external _glTexCoord2i
00007ffa1f049d5a (__TEXT,__text) external _glTexCoord2iv
00007ffa1f049d77 (__TEXT,__text) external _glTexCoord2s
00007ffa1f049d95 (__TEXT,__text) external _glTexCoord2sv
00007ffa1f049db2 (__TEXT,__text) external _glTexCoord3d
00007ffa1f049dcc (__TEXT,__text) external _glTexCoord3dv
00007ffa1f049de9 (__TEXT,__text) external _glTexCoord3f
00007ffa1f049e03 (__TEXT,__text) external _glTexCoord3fv
00007ffa1f049e20 (__TEXT,__text) external _glTexCoord3i
00007ffa1f049e41 (__TEXT,__text) external _glTexCoord3iv
00007ffa1f049e5e (__TEXT,__text) external _glTexCoord3s
00007ffa1f049e7f (__TEXT,__text) external _glTexCoord3sv
00007ffa1f049e9c (__TEXT,__text) external _glTexCoord4d
00007ffa1f049eb6 (__TEXT,__text) external _glTexCoord4dv
00007ffa1f049ed3 (__TEXT,__text) external _glTexCoord4f
00007ffa1f049eed (__TEXT,__text) external _glTexCoord4fv
00007ffa1f049f0a (__TEXT,__text) external _glTexCoord4i
00007ffa1f049f2e (__TEXT,__text) external _glTexCoord4iv
00007ffa1f049f4b (__TEXT,__text) external _glTexCoord4s
00007ffa1f049f6f (__TEXT,__text) external _glTexCoord4sv
00007ffa1f049f8c (__TEXT,__text) external _glTexCoordPointer
00007ffa1f049fb0 (__TEXT,__text) external _glTexEnvf
00007ffa1f049fce (__TEXT,__text) external _glTexEnvfv
00007ffa1f049ff0 (__TEXT,__text) external _glTexEnvi
00007ffa1f04a011 (__TEXT,__text) external _glTexEnviv
00007ffa1f04a033 (__TEXT,__text) external _glTexGend
00007ffa1f04a051 (__TEXT,__text) external _glTexGendv
00007ffa1f04a073 (__TEXT,__text) external _glTexGenf
00007ffa1f04a091 (__TEXT,__text) external _glTexGenfv
00007ffa1f04a0b3 (__TEXT,__text) external _glTexGeni
00007ffa1f04a0d4 (__TEXT,__text) external _glTexGeniv
00007ffa1f04a0f6 (__TEXT,__text) external _glTexImage1D
00007ffa1f04a130 (__TEXT,__text) external _glTexImage2D
00007ffa1f04d4e7 (__TEXT,__text) external _glTexImage2DMultisample
00007ffa1f04a603 (__TEXT,__text) external _glTexImage3D
00007ffa1f04d51b (__TEXT,__text) external _glTexImage3DMultisample
00007ffa1f04d047 (__TEXT,__text) external _glTexParameterIiv
00007ffa1f0515f9 (__TEXT,__text) external _glTexParameterIivEXT
00007ffa1f04d069 (__TEXT,__text) external _glTexParameterIuiv
00007ffa1f05161b (__TEXT,__text) external _glTexParameterIuivEXT
00007ffa1f04a16e (__TEXT,__text) external _glTexParameterf
00007ffa1f04a18c (__TEXT,__text) external _glTexParameterfv
00007ffa1f04a1ae (__TEXT,__text) external _glTexParameteri
00007ffa1f04a1cf (__TEXT,__text) external _glTexParameteriv
00007ffa1f050726 (__TEXT,__text) external _glTexStorage1D
00007ffa1f05074a (__TEXT,__text) external _glTexStorage2D
00007ffa1f050771 (__TEXT,__text) external _glTexStorage3D
00007ffa1f04a1f1 (__TEXT,__text) external _glTexSubImage1D
00007ffa1f04a221 (__TEXT,__text) external _glTexSubImage2D
00007ffa1f04a64d (__TEXT,__text) external _glTexSubImage3D
00007ffa1f051e57 (__TEXT,__text) external _glTextureBarrierNV
00007ffa1f05190a (__TEXT,__text) external _glTextureRangeAPPLE
00007ffa1f04cb37 (__TEXT,__text) external _glTransformFeedbackVaryings
00007ffa1f051053 (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00007ffa1f04a25f (__TEXT,__text) external _glTranslated
00007ffa1f04a279 (__TEXT,__text) external _glTranslatef
00007ffa1f04d9e2 (__TEXT,__text) external _glUniform1d
00007ffa1f04da52 (__TEXT,__text) external _glUniform1dv
00007ffa1f04c062 (__TEXT,__text) external _glUniform1f
00007ffa1f0500a7 (__TEXT,__text) external _glUniform1fARB
00007ffa1f04c15c (__TEXT,__text) external _glUniform1fv
00007ffa1f0501a1 (__TEXT,__text) external _glUniform1fvARB
00007ffa1f04c0d2 (__TEXT,__text) external _glUniform1i
00007ffa1f050117 (__TEXT,__text) external _glUniform1iARB
00007ffa1f04c1e4 (__TEXT,__text) external _glUniform1iv
00007ffa1f050229 (__TEXT,__text) external _glUniform1ivARB
00007ffa1f04cf35 (__TEXT,__text) external _glUniform1ui
00007ffa1f05143c (__TEXT,__text) external _glUniform1uiEXT
00007ffa1f04cfbf (__TEXT,__text) external _glUniform1uiv
00007ffa1f0514c6 (__TEXT,__text) external _glUniform1uivEXT
00007ffa1f04d9fe (__TEXT,__text) external _glUniform2d
00007ffa1f04da74 (__TEXT,__text) external _glUniform2dv
00007ffa1f04c07e (__TEXT,__text) external _glUniform2f
00007ffa1f0500c3 (__TEXT,__text) external _glUniform2fARB
00007ffa1f04c17e (__TEXT,__text) external _glUniform2fv
00007ffa1f0501c3 (__TEXT,__text) external _glUniform2fvARB
00007ffa1f04c0f0 (__TEXT,__text) external _glUniform2i
00007ffa1f050135 (__TEXT,__text) external _glUniform2iARB
00007ffa1f04c206 (__TEXT,__text) external _glUniform2iv
00007ffa1f05024b (__TEXT,__text) external _glUniform2ivARB
00007ffa1f04cf53 (__TEXT,__text) external _glUniform2ui
00007ffa1f05145a (__TEXT,__text) external _glUniform2uiEXT
00007ffa1f04cfe1 (__TEXT,__text) external _glUniform2uiv
00007ffa1f0514e8 (__TEXT,__text) external _glUniform2uivEXT
00007ffa1f04da1a (__TEXT,__text) external _glUniform3d
00007ffa1f04da96 (__TEXT,__text) external _glUniform3dv
00007ffa1f04c09a (__TEXT,__text) external _glUniform3f
00007ffa1f0500df (__TEXT,__text) external _glUniform3fARB
00007ffa1f04c1a0 (__TEXT,__text) external _glUniform3fv
00007ffa1f0501e5 (__TEXT,__text) external _glUniform3fvARB
00007ffa1f04c111 (__TEXT,__text) external _glUniform3i
00007ffa1f050156 (__TEXT,__text) external _glUniform3iARB
00007ffa1f04c228 (__TEXT,__text) external _glUniform3iv
00007ffa1f05026d (__TEXT,__text) external _glUniform3ivARB
00007ffa1f04cf74 (__TEXT,__text) external _glUniform3ui
00007ffa1f05147b (__TEXT,__text) external _glUniform3uiEXT
00007ffa1f04d003 (__TEXT,__text) external _glUniform3uiv
00007ffa1f05150a (__TEXT,__text) external _glUniform3uivEXT
00007ffa1f04da36 (__TEXT,__text) external _glUniform4d
00007ffa1f04dab8 (__TEXT,__text) external _glUniform4dv
00007ffa1f04c0b6 (__TEXT,__text) external _glUniform4f
00007ffa1f0500fb (__TEXT,__text) external _glUniform4fARB
00007ffa1f04c1c2 (__TEXT,__text) external _glUniform4fv
00007ffa1f050207 (__TEXT,__text) external _glUniform4fvARB
00007ffa1f04c135 (__TEXT,__text) external _glUniform4i
00007ffa1f05017a (__TEXT,__text) external _glUniform4iARB
00007ffa1f04c24a (__TEXT,__text) external _glUniform4iv
00007ffa1f05028f (__TEXT,__text) external _glUniform4ivARB
00007ffa1f04cf98 (__TEXT,__text) external _glUniform4ui
00007ffa1f05149f (__TEXT,__text) external _glUniform4uiEXT
00007ffa1f04d025 (__TEXT,__text) external _glUniform4uiv
00007ffa1f05152c (__TEXT,__text) external _glUniform4uivEXT
00007ffa1f04d27a (__TEXT,__text) external _glUniformBlockBinding
00007ffa1f0510ec (__TEXT,__text) external _glUniformBufferEXT
00007ffa1f04dada (__TEXT,__text) external _glUniformMatrix2dv
00007ffa1f04c26c (__TEXT,__text) external _glUniformMatrix2fv
00007ffa1f0502b1 (__TEXT,__text) external _glUniformMatrix2fvARB
00007ffa1f04db46 (__TEXT,__text) external _glUniformMatrix2x3dv
00007ffa1f04c588 (__TEXT,__text) external _glUniformMatrix2x3fv
00007ffa1f04db8e (__TEXT,__text) external _glUniformMatrix2x4dv
00007ffa1f04c5d0 (__TEXT,__text) external _glUniformMatrix2x4fv
00007ffa1f04dafe (__TEXT,__text) external _glUniformMatrix3dv
00007ffa1f04c290 (__TEXT,__text) external _glUniformMatrix3fv
00007ffa1f0502d5 (__TEXT,__text) external _glUniformMatrix3fvARB
00007ffa1f04db6a (__TEXT,__text) external _glUniformMatrix3x2dv
00007ffa1f04c5ac (__TEXT,__text) external _glUniformMatrix3x2fv
00007ffa1f04dbd6 (__TEXT,__text) external _glUniformMatrix3x4dv
00007ffa1f04c618 (__TEXT,__text) external _glUniformMatrix3x4fv
00007ffa1f04db22 (__TEXT,__text) external _glUniformMatrix4dv
00007ffa1f04c2b4 (__TEXT,__text) external _glUniformMatrix4fv
00007ffa1f0502f9 (__TEXT,__text) external _glUniformMatrix4fvARB
00007ffa1f04dbb2 (__TEXT,__text) external _glUniformMatrix4x2dv
00007ffa1f04c5f4 (__TEXT,__text) external _glUniformMatrix4x2fv
00007ffa1f04dbfa (__TEXT,__text) external _glUniformMatrix4x3dv
00007ffa1f04c63c (__TEXT,__text) external _glUniformMatrix4x3fv
00007ffa1f04dd13 (__TEXT,__text) external _glUniformSubroutinesuiv
00007ffa1f0507c3 (__TEXT,__text) external _glUnlockArraysEXT
00007ffa1f04b936 (__TEXT,__text) external _glUnmapBuffer
00007ffa1f04ff01 (__TEXT,__text) external _glUnmapBufferARB
00007ffa1f04c005 (__TEXT,__text) external _glUseProgram
00007ffa1f05006d (__TEXT,__text) external _glUseProgramObjectARB
00007ffa1f04e0a7 (__TEXT,__text) external _glUseProgramStages
00007ffa1f04c043 (__TEXT,__text) external _glValidateProgram
00007ffa1f05008a (__TEXT,__text) external _glValidateProgramARB
00007ffa1f04e1a0 (__TEXT,__text) external _glValidateProgramPipeline
00007ffa1f04a293 (__TEXT,__text) external _glVertex2d
00007ffa1f04a2ad (__TEXT,__text) external _glVertex2dv
00007ffa1f04a2ca (__TEXT,__text) external _glVertex2f
00007ffa1f04a2e4 (__TEXT,__text) external _glVertex2fv
00007ffa1f04a301 (__TEXT,__text) external _glVertex2i
00007ffa1f04a31f (__TEXT,__text) external _glVertex2iv
00007ffa1f04a33c (__TEXT,__text) external _glVertex2s
00007ffa1f04a35a (__TEXT,__text) external _glVertex2sv
00007ffa1f04a377 (__TEXT,__text) external _glVertex3d
00007ffa1f04a391 (__TEXT,__text) external _glVertex3dv
00007ffa1f04a3ae (__TEXT,__text) external _glVertex3f
00007ffa1f04a3c8 (__TEXT,__text) external _glVertex3fv
00007ffa1f04a3e5 (__TEXT,__text) external _glVertex3i
00007ffa1f04a406 (__TEXT,__text) external _glVertex3iv
00007ffa1f04a423 (__TEXT,__text) external _glVertex3s
00007ffa1f04a444 (__TEXT,__text) external _glVertex3sv
00007ffa1f04a461 (__TEXT,__text) external _glVertex4d
00007ffa1f04a47b (__TEXT,__text) external _glVertex4dv
00007ffa1f04a498 (__TEXT,__text) external _glVertex4f
00007ffa1f04a4b2 (__TEXT,__text) external _glVertex4fv
00007ffa1f04a4cf (__TEXT,__text) external _glVertex4i
00007ffa1f04a4f3 (__TEXT,__text) external _glVertex4iv
00007ffa1f04a510 (__TEXT,__text) external _glVertex4s
00007ffa1f04a534 (__TEXT,__text) external _glVertex4sv
00007ffa1f051a76 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00007ffa1f051a38 (__TEXT,__text) external _glVertexArrayRangeAPPLE
00007ffa1f04b9b5 (__TEXT,__text) external _glVertexAttrib1d
00007ffa1f04ec3d (__TEXT,__text) external _glVertexAttrib1dARB
00007ffa1f04b9d1 (__TEXT,__text) external _glVertexAttrib1dv
00007ffa1f04edd2 (__TEXT,__text) external _glVertexAttrib1dvARB
00007ffa1f04b9f0 (__TEXT,__text) external _glVertexAttrib1f
00007ffa1f04ec21 (__TEXT,__text) external _glVertexAttrib1fARB
00007ffa1f04ba0c (__TEXT,__text) external _glVertexAttrib1fv
00007ffa1f04edb3 (__TEXT,__text) external _glVertexAttrib1fvARB
00007ffa1f04ba2b (__TEXT,__text) external _glVertexAttrib1s
00007ffa1f04ec03 (__TEXT,__text) external _glVertexAttrib1sARB
00007ffa1f04ba49 (__TEXT,__text) external _glVertexAttrib1sv
00007ffa1f04ed94 (__TEXT,__text) external _glVertexAttrib1svARB
00007ffa1f04ba68 (__TEXT,__text) external _glVertexAttrib2d
00007ffa1f04ec96 (__TEXT,__text) external _glVertexAttrib2dARB
00007ffa1f04ba84 (__TEXT,__text) external _glVertexAttrib2dv
00007ffa1f04ee2f (__TEXT,__text) external _glVertexAttrib2dvARB
00007ffa1f04baa3 (__TEXT,__text) external _glVertexAttrib2f
00007ffa1f04ec7a (__TEXT,__text) external _glVertexAttrib2fARB
00007ffa1f04babf (__TEXT,__text) external _glVertexAttrib2fv
00007ffa1f04ee10 (__TEXT,__text) external _glVertexAttrib2fvARB
00007ffa1f04bade (__TEXT,__text) external _glVertexAttrib2s
00007ffa1f04ec59 (__TEXT,__text) external _glVertexAttrib2sARB
00007ffa1f04baff (__TEXT,__text) external _glVertexAttrib2sv
00007ffa1f04edf1 (__TEXT,__text) external _glVertexAttrib2svARB
00007ffa1f04bb1e (__TEXT,__text) external _glVertexAttrib3d
00007ffa1f04ecf2 (__TEXT,__text) external _glVertexAttrib3dARB
00007ffa1f04bb3a (__TEXT,__text) external _glVertexAttrib3dv
00007ffa1f04ee8c (__TEXT,__text) external _glVertexAttrib3dvARB
00007ffa1f04bb59 (__TEXT,__text) external _glVertexAttrib3f
00007ffa1f04ecd6 (__TEXT,__text) external _glVertexAttrib3fARB
00007ffa1f04bb75 (__TEXT,__text) external _glVertexAttrib3fv
00007ffa1f04ee6d (__TEXT,__text) external _glVertexAttrib3fvARB
00007ffa1f04bb94 (__TEXT,__text) external _glVertexAttrib3s
00007ffa1f04ecb2 (__TEXT,__text) external _glVertexAttrib3sARB
00007ffa1f04bbb8 (__TEXT,__text) external _glVertexAttrib3sv
00007ffa1f04ee4e (__TEXT,__text) external _glVertexAttrib3svARB
00007ffa1f04bbd7 (__TEXT,__text) external _glVertexAttrib4Nbv
00007ffa1f04efa3 (__TEXT,__text) external _glVertexAttrib4NbvARB
00007ffa1f04bbf6 (__TEXT,__text) external _glVertexAttrib4Niv
00007ffa1f04efe1 (__TEXT,__text) external _glVertexAttrib4NivARB
00007ffa1f04bc15 (__TEXT,__text) external _glVertexAttrib4Nsv
00007ffa1f04efc2 (__TEXT,__text) external _glVertexAttrib4NsvARB
00007ffa1f04bc34 (__TEXT,__text) external _glVertexAttrib4Nub
00007ffa1f04ed6d (__TEXT,__text) external _glVertexAttrib4NubARB
00007ffa1f04bc5b (__TEXT,__text) external _glVertexAttrib4Nubv
00007ffa1f04f000 (__TEXT,__text) external _glVertexAttrib4NubvARB
00007ffa1f04bc7a (__TEXT,__text) external _glVertexAttrib4Nuiv
00007ffa1f04f03e (__TEXT,__text) external _glVertexAttrib4NuivARB
00007ffa1f04bc99 (__TEXT,__text) external _glVertexAttrib4Nusv
00007ffa1f04f01f (__TEXT,__text) external _glVertexAttrib4NusvARB
00007ffa1f04bcb8 (__TEXT,__text) external _glVertexAttrib4bv
00007ffa1f04eeab (__TEXT,__text) external _glVertexAttrib4bvARB
00007ffa1f04bcd7 (__TEXT,__text) external _glVertexAttrib4d
00007ffa1f04ed51 (__TEXT,__text) external _glVertexAttrib4dARB
00007ffa1f04bcf3 (__TEXT,__text) external _glVertexAttrib4dv
00007ffa1f04ef84 (__TEXT,__text) external _glVertexAttrib4dvARB
00007ffa1f04bd12 (__TEXT,__text) external _glVertexAttrib4f
00007ffa1f04ed35 (__TEXT,__text) external _glVertexAttrib4fARB
00007ffa1f04bd2e (__TEXT,__text) external _glVertexAttrib4fv
00007ffa1f04ef65 (__TEXT,__text) external _glVertexAttrib4fvARB
00007ffa1f04bd4d (__TEXT,__text) external _glVertexAttrib4iv
00007ffa1f04eee9 (__TEXT,__text) external _glVertexAttrib4ivARB
00007ffa1f04bd6c (__TEXT,__text) external _glVertexAttrib4s
00007ffa1f04ed0e (__TEXT,__text) external _glVertexAttrib4sARB
00007ffa1f04bd93 (__TEXT,__text) external _glVertexAttrib4sv
00007ffa1f04eeca (__TEXT,__text) external _glVertexAttrib4svARB
00007ffa1f04bdb2 (__TEXT,__text) external _glVertexAttrib4ubv
00007ffa1f04ef08 (__TEXT,__text) external _glVertexAttrib4ubvARB
00007ffa1f04bdd1 (__TEXT,__text) external _glVertexAttrib4uiv
00007ffa1f04ef46 (__TEXT,__text) external _glVertexAttrib4uivARB
00007ffa1f04bdf0 (__TEXT,__text) external _glVertexAttrib4usv
00007ffa1f04ef27 (__TEXT,__text) external _glVertexAttrib4usvARB
00007ffa1f04d983 (__TEXT,__text) external _glVertexAttribDivisor
00007ffa1f05051d (__TEXT,__text) external _glVertexAttribDivisorARB
00007ffa1f04cc4a (__TEXT,__text) external _glVertexAttribI1i
00007ffa1f051149 (__TEXT,__text) external _glVertexAttribI1iEXT
00007ffa1f04cd5e (__TEXT,__text) external _glVertexAttribI1iv
00007ffa1f05125d (__TEXT,__text) external _glVertexAttribI1ivEXT
00007ffa1f04ccd4 (__TEXT,__text) external _glVertexAttribI1ui
00007ffa1f0511d3 (__TEXT,__text) external _glVertexAttribI1uiEXT
00007ffa1f04cdda (__TEXT,__text) external _glVertexAttribI1uiv
00007ffa1f0512d9 (__TEXT,__text) external _glVertexAttribI1uivEXT
00007ffa1f04cc68 (__TEXT,__text) external _glVertexAttribI2i
00007ffa1f051167 (__TEXT,__text) external _glVertexAttribI2iEXT
00007ffa1f04cd7d (__TEXT,__text) external _glVertexAttribI2iv
00007ffa1f05127c (__TEXT,__text) external _glVertexAttribI2ivEXT
00007ffa1f04ccf2 (__TEXT,__text) external _glVertexAttribI2ui
00007ffa1f0511f1 (__TEXT,__text) external _glVertexAttribI2uiEXT
00007ffa1f04cdf9 (__TEXT,__text) external _glVertexAttribI2uiv
00007ffa1f0512f8 (__TEXT,__text) external _glVertexAttribI2uivEXT
00007ffa1f04cc89 (__TEXT,__text) external _glVertexAttribI3i
00007ffa1f051188 (__TEXT,__text) external _glVertexAttribI3iEXT
00007ffa1f04cd9c (__TEXT,__text) external _glVertexAttribI3iv
00007ffa1f05129b (__TEXT,__text) external _glVertexAttribI3ivEXT
00007ffa1f04cd13 (__TEXT,__text) external _glVertexAttribI3ui
00007ffa1f051212 (__TEXT,__text) external _glVertexAttribI3uiEXT
00007ffa1f04ce18 (__TEXT,__text) external _glVertexAttribI3uiv
00007ffa1f051317 (__TEXT,__text) external _glVertexAttribI3uivEXT
00007ffa1f04ce56 (__TEXT,__text) external _glVertexAttribI4bv
00007ffa1f051355 (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffa1f04ccad (__TEXT,__text) external _glVertexAttribI4i
00007ffa1f0511ac (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffa1f04cdbb (__TEXT,__text) external _glVertexAttribI4iv
00007ffa1f0512ba (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffa1f04ce75 (__TEXT,__text) external _glVertexAttribI4sv
00007ffa1f051374 (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffa1f04ce94 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffa1f051393 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffa1f04cd37 (__TEXT,__text) external _glVertexAttribI4ui
00007ffa1f051236 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffa1f04ce37 (__TEXT,__text) external _glVertexAttribI4uiv
00007ffa1f051336 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffa1f04ceb3 (__TEXT,__text) external _glVertexAttribI4usv
00007ffa1f0513b2 (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffa1f04cbdf (__TEXT,__text) external _glVertexAttribIPointer
00007ffa1f0513d1 (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffa1f04e90f (__TEXT,__text) external _glVertexAttribL1d
00007ffa1f04e97f (__TEXT,__text) external _glVertexAttribL1dv
00007ffa1f04e92b (__TEXT,__text) external _glVertexAttribL2d
00007ffa1f04e99e (__TEXT,__text) external _glVertexAttribL2dv
00007ffa1f04e947 (__TEXT,__text) external _glVertexAttribL3d
00007ffa1f04e9bd (__TEXT,__text) external _glVertexAttribL3dv
00007ffa1f04e963 (__TEXT,__text) external _glVertexAttribL4d
00007ffa1f04e9dc (__TEXT,__text) external _glVertexAttribL4dv
00007ffa1f04e9fb (__TEXT,__text) external _glVertexAttribLPointer
00007ffa1f04d863 (__TEXT,__text) external _glVertexAttribP1ui
