0000000180ebc5e8 (__TEXT,__text) external _APL_dgemm
0000000181051560 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
0000000180d74724 (__TEXT,__text) external _cgeru_
0000000180d73df0 (__TEXT,__text) external _chbmv
0000000180dbd6d0 (__TEXT,__text) external _chbmv$NEWLAPACK
0000000181051618 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180d73df0 (__TEXT,__text) external _chbmv_
0000000180d70cbc (__TEXT,__text) external _chemm
0000000180f1c28c (__TEXT,__text) external _chemm$NEWLAPACK
00000001810563c8 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180d70cbc (__TEXT,__text) external _chemm_
0000000180d73d40 (__TEXT,__text) external _chemv
0000000180dbd840 (__TEXT,__text) external _chemv$NEWLAPACK
0000000181051780 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180d73d40 (__TEXT,__text) external _chemv_
0000000180d74788 (__TEXT,__text) external _cher
0000000180dbd998 (__TEXT,__text) external _cher$NEWLAPACK
00000001810518d8 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180d74818 (__TEXT,__text) external _cher2
0000000180dbdad8 (__TEXT,__text) external _cher2$NEWLAPACK
0000000181051a18 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180d74818 (__TEXT,__text) external _cher2_
0000000180d713e8 (__TEXT,__text) external _cher2k
0000000180f1c6ac (__TEXT,__text) external _cher2k$NEWLAPACK
00000001810567e0 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180d713e8 (__TEXT,__text) external _cher2k_
0000000180d74788 (__TEXT,__text) external _cher_
0000000180d711d4 (__TEXT,__text) external _cherk
0000000180f1c47c (__TEXT,__text) external _cherk$NEWLAPACK
00000001810565b0 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180d711d4 (__TEXT,__text) external _cherk_
0000000180d73eac (__TEXT,__text) external _chpmv
0000000180dbdc30 (__TEXT,__text) external _chpmv$NEWLAPACK
0000000181051b68 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180d73eac (__TEXT,__text) external _chpmv_
0000000180d748c8 (__TEXT,__text) external _chpr
0000000180dbdd80 (__TEXT,__text) external _chpr$NEWLAPACK
0000000181051cb0 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180d74954 (__TEXT,__text) external _chpr2
0000000180dbdeb8 (__TEXT,__text) external _chpr2$NEWLAPACK
0000000181051de8 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180d74954 (__TEXT,__text) external _chpr2_
0000000180d748c8 (__TEXT,__text) external _chpr_
0000000180d7591c (__TEXT,__text) external _crotg
0000000180fdf394 (__TEXT,__text) external _crotg$NEWLAPACK
0000000181058cd0 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180d7591c (__TEXT,__text) external _crotg_
0000000180d75938 (__TEXT,__text) external _cscal
0000000180fdf404 (__TEXT,__text) external _cscal$NEWLAPACK
0000000181058d40 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180d75938 (__TEXT,__text) external _cscal_
0000000180d7595c (__TEXT,__text) external _csrot
0000000180fdf35c (__TEXT,__text) external _csrot$NEWLAPACK
0000000181058c98 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180d7595c (__TEXT,__text) external _csrot_
0000000180d7598c (__TEXT,__text) external _csscal
0000000180fdf41c (__TEXT,__text) external _csscal$NEWLAPACK
0000000181058d58 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180d7598c (__TEXT,__text) external _csscal_
0000000180d759bc (__TEXT,__text) external _cswap
0000000180fdf46c (__TEXT,__text) external _cswap$NEWLAPACK
0000000181058da8 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180d759bc (__TEXT,__text) external _cswap_
0000000180d70db8 (__TEXT,__text) external _csymm
0000000180f1cb14 (__TEXT,__text) external _csymm$NEWLAPACK
0000000181056c30 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180d70db8 (__TEXT,__text) external _csymm_
0000000180d71508 (__TEXT,__text) external _csyr2k
0000000180f1d35c (__TEXT,__text) external _csyr2k$NEWLAPACK
0000000181057468 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180d71508 (__TEXT,__text) external _csyr2k_
0000000180d712dc (__TEXT,__text) external _csyrk
0000000180f1cf1c (__TEXT,__text) external _csyrk$NEWLAPACK
0000000181057030 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180d712dc (__TEXT,__text) external _csyrk_
0000000180d74094 (__TEXT,__text) external _ctbmv
0000000180dbebc0 (__TEXT,__text) external _ctbmv$NEWLAPACK
0000000181052ae0 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180d74094 (__TEXT,__text) external _ctbmv_
0000000180d74448 (__TEXT,__text) external _ctbsv
0000000180dbf0b8 (__TEXT,__text) external _ctbsv$NEWLAPACK
0000000181052fc8 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180d74448 (__TEXT,__text) external _ctbsv_
0000000180d741dc (__TEXT,__text) external _ctpmv
0000000180dbf5a8 (__TEXT,__text) external _ctpmv$NEWLAPACK
00000001810534b0 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180d741dc (__TEXT,__text) external _ctpmv_
0000000180d74590 (__TEXT,__text) external _ctpsv
0000000180dbfa90 (__TEXT,__text) external _ctpsv$NEWLAPACK
0000000181053998 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180d74590 (__TEXT,__text) external _ctpsv_
0000000180d70eb4 (__TEXT,__text) external _ctrmm
0000000180f1d8ac (__TEXT,__text) external _ctrmm$NEWLAPACK
00000001810579a8 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180d70eb4 (__TEXT,__text) external _ctrmm_
0000000180d73f58 (__TEXT,__text) external _ctrmv
0000000180dbff68 (__TEXT,__text) external _ctrmv$NEWLAPACK
0000000181053e70 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180d73f58 (__TEXT,__text) external _ctrmv_
0000000180d71044 (__TEXT,__text) external _ctrsm
0000000180f1dee4 (__TEXT,__text) external _ctrsm$NEWLAPACK
0000000181057fc8 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180d71044 (__TEXT,__text) external _ctrsm_
0000000180d7430c (__TEXT,__text) external _ctrsv
0000000180dc0430 (__TEXT,__text) external _ctrsv$NEWLAPACK
0000000181054338 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180d7430c (__TEXT,__text) external _ctrsv_
0000000180d75a68 (__TEXT,__text) external _dasum
0000000180fdf0e4 (__TEXT,__text) external _dasum$NEWLAPACK
0000000181058a20 (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180d75a68 (__TEXT,__text) external _dasum_
0000000180fdf194 (__TEXT,__text) external _daxpby$NEWLAPACK
0000000181058ad0 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180d75a74 (__TEXT,__text) external _daxpy
0000000180fdf12c (__TEXT,__text) external _daxpy$NEWLAPACK
0000000181058a68 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180d75a74 (__TEXT,__text) external _daxpy_
0000000180d6fc8c (__TEXT,__text) external _dcabs1
0000000180d6fc8c (__TEXT,__text) external _dcabs1_
0000000180d75ab0 (__TEXT,__text) external _dcopy
0000000180fdf1e8 (__TEXT,__text) external _dcopy$NEWLAPACK
0000000181058b24 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180d75ab0 (__TEXT,__text) external _dcopy_
0000000180d75ad8 (__TEXT,__text) external _ddot
0000000180fdf228 (__TEXT,__text) external _ddot$NEWLAPACK
0000000181058b64 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180d75ad8 (__TEXT,__text) external _ddot_
0000000180d72ee8 (__TEXT,__text) external _dgbmv
0000000180dbd228 (__TEXT,__text) external _dgbmv$NEWLAPACK
0000000181051198 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180d72ee8 (__TEXT,__text) external _dgbmv_
0000000180dc7414 (__TEXT,__text) external _dgeCopy
0000000180fe9d94 (__TEXT,__text) external _dgePack_A_NoTran
0000000180fe9e5c (__TEXT,__text) external _dgePack_A_Tran
0000000180fe9bbc (__TEXT,__text) external _dgePack_B_NoTran
0000000180fe9ce0 (__TEXT,__text) external _dgePack_B_Tran
0000000180dc73c0 (__TEXT,__text) external _dgeSetZero
0000000180d70450 (__TEXT,__text) external _dgemm
0000000180f1bec8 (__TEXT,__text) external _dgemm$NEWLAPACK
000000018105601c (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180d70450 (__TEXT,__text) external _dgemm_
0000000180d72e24 (__TEXT,__text) external _dgemv
0000000180dbceb4 (__TEXT,__text) external _dgemv$NEWLAPACK
0000000181050e38 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180d72e24 (__TEXT,__text) external _dgemv_
0000000180d738dc (__TEXT,__text) external _dger
0000000180dbd520 (__TEXT,__text) external _dger$NEWLAPACK
0000000181051478 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180d738dc (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180d75ae8 (__TEXT,__text) external _dnrm2
0000000180fdf308 (__TEXT,__text) external _dnrm2$NEWLAPACK
0000000181058c44 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180d75ae8 (__TEXT,__text) external _dnrm2_
00000001810c8828 (__TEXT,__text) external _double_general_add
00000001810e9290 (__TEXT,__text) external _double_general_add_scalar
00000001810d4160 (__TEXT,__text) external _double_general_elementwise_product
00000001810e5e30 (__TEXT,__text) external _double_general_permute_cols
00000001810e5cb0 (__TEXT,__text) external _double_general_permute_rows
00000001810eff34 (__TEXT,__text) external _double_general_product_scalar
00000001810d4520 (__TEXT,__text) external _double_general_splat
00000001810d3a6c (__TEXT,__text) external _double_general_sub_scalar
00000001810e5bd8 (__TEXT,__text) external _double_general_transpose
00000001810e9bfc (__TEXT,__text) external _double_inner_product_scalar
00000001810e0ac4 (__TEXT,__text) external _double_outer_product_scalar
0000000180d75af4 (__TEXT,__text) external _drot
0000000180fdf344 (__TEXT,__text) external _drot$NEWLAPACK
0000000181058c80 (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180d75af4 (__TEXT,__text) external _drot_
0000000180d75b24 (__TEXT,__text) external _drotg
0000000180fdf390 (__TEXT,__text) external _drotg$NEWLAPACK
0000000181058ccc (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180d75b24 (__TEXT,__text) external _drotg_
0000000180d75b40 (__TEXT,__text) external _drotm
0000000180fdf3ac (__TEXT,__text) external _drotm$NEWLAPACK
0000000181058ce8 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180d75b40 (__TEXT,__text) external _drotm_
0000000180d75b68 (__TEXT,__text) external _drotmg
0000000180fdf3c8 (__TEXT,__text) external _drotmg$NEWLAPACK
0000000181058d04 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180d75b68 (__TEXT,__text) external _drotmg_
0000000180d7306c (__TEXT,__text) external _dsbmv
0000000180dbe0b8 (__TEXT,__text) external _dsbmv$NEWLAPACK
0000000181051fe4 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180d7306c (__TEXT,__text) external _dsbmv_
0000000180d75b8c (__TEXT,__text) external _dscal
0000000180fdf3ec (__TEXT,__text) external _dscal$NEWLAPACK
0000000181058d28 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180d75b8c (__TEXT,__text) external _dscal_
0000000180d75c20 (__TEXT,__text) external _dsdot
0000000180fdefd8 (__TEXT,__text) external _dsdot$NEWLAPACK
0000000181058914 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180d75c20 (__TEXT,__text) external _dsdot_
0000000180d7311c (__TEXT,__text) external _dspmv
0000000180dbe228 (__TEXT,__text) external _dspmv$NEWLAPACK
0000000181052150 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180d7311c (__TEXT,__text) external _dspmv_
0000000180d73a58 (__TEXT,__text) external _dspr
0000000180dbe374 (__TEXT,__text) external _dspr$NEWLAPACK
000000018105229c (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180d73ae4 (__TEXT,__text) external _dspr2
0000000180dbe4b0 (__TEXT,__text) external _dspr2$NEWLAPACK
00000001810523d8 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180d73ae4 (__TEXT,__text) external _dspr2_
0000000180d73a58 (__TEXT,__text) external _dspr_
0000000180d75bbc (__TEXT,__text) external _dswap
0000000180fdf45c (__TEXT,__text) external _dswap$NEWLAPACK
0000000181058d98 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180d75bbc (__TEXT,__text) external _dswap_
0000000180d7057c (__TEXT,__text) external _dsymm
0000000180f1ca10 (__TEXT,__text) external _dsymm$NEWLAPACK
0000000181056b30 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180d7057c (__TEXT,__text) external _dsymm_
0000000180d72fc8 (__TEXT,__text) external _dsymv
0000000180dbe604 (__TEXT,__text) external _dsymv$NEWLAPACK
000000018105252c (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180d72fc8 (__TEXT,__text) external _dsymv_
0000000180d7392c (__TEXT,__text) external _dsyr
0000000180dbe758 (__TEXT,__text) external _dsyr$NEWLAPACK
0000000181052680 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180d739bc (__TEXT,__text) external _dsyr2
0000000180dbe8a4 (__TEXT,__text) external _dsyr2$NEWLAPACK
00000001810527cc (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180d739bc (__TEXT,__text) external _dsyr2_
0000000180d70a6c (__TEXT,__text) external _dsyr2k
0000000180f1d244 (__TEXT,__text) external _dsyr2k$NEWLAPACK
0000000181057354 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180d70a6c (__TEXT,__text) external _dsyr2k_
0000000180d7392c (__TEXT,__text) external _dsyr_
0000000180d70970 (__TEXT,__text) external _dsyrk
0000000180f1ce10 (__TEXT,__text) external _dsyrk$NEWLAPACK
0000000181056f24 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180d70970 (__TEXT,__text) external _dsyrk_
0000000180d732ec (__TEXT,__text) external _dtbmv
0000000180dbea88 (__TEXT,__text) external _dtbmv$NEWLAPACK
00000001810529ac (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180d732ec (__TEXT,__text) external _dtbmv_
0000000180d7367c (__TEXT,__text) external _dtbsv
0000000180dbef80 (__TEXT,__text) external _dtbsv$NEWLAPACK
0000000181052e94 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180d7367c (__TEXT,__text) external _dtbsv_
0000000180d73428 (__TEXT,__text) external _dtpmv
0000000180dbf474 (__TEXT,__text) external _dtpmv$NEWLAPACK
000000018105337c (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180d73428 (__TEXT,__text) external _dtpmv_
0000000180d737b8 (__TEXT,__text) external _dtpsv
0000000180dbf95c (__TEXT,__text) external _dtpsv$NEWLAPACK
0000000181053864 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180d737b8 (__TEXT,__text) external _dtpsv_
0000000180dc7544 (__TEXT,__text) external _dtrCopyLower
0000000180dc74e8 (__TEXT,__text) external _dtrSetZeroLower
0000000180d70670 (__TEXT,__text) external _dtrmm
0000000180f1d71c (__TEXT,__text) external _dtrmm$NEWLAPACK
000000018105781c (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180d70670 (__TEXT,__text) external _dtrmm_
0000000180d731bc (__TEXT,__text) external _dtrmv
0000000180dbfe3c (__TEXT,__text) external _dtrmv$NEWLAPACK
0000000181053d44 (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180d731bc (__TEXT,__text) external _dtrmv_
0000000180d707f0 (__TEXT,__text) external _dtrsm
0000000180f1dd54 (__TEXT,__text) external _dtrsm$NEWLAPACK
0000000181057e3c (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180d707f0 (__TEXT,__text) external _dtrsm_
0000000180d7354c (__TEXT,__text) external _dtrsv
0000000180dc0304 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018105420c (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180d7354c (__TEXT,__text) external _dtrsv_
0000000180d75e6c (__TEXT,__text) external _dzasum
0000000180fdf0fc (__TEXT,__text) external _dzasum$NEWLAPACK
0000000181058a38 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180d75e6c (__TEXT,__text) external _dzasum_
0000000180d75e78 (__TEXT,__text) external _dznrm2
0000000180fdf320 (__TEXT,__text) external _dznrm2$NEWLAPACK
0000000181058c5c (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180d75e78 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00000001810d30c8 (__TEXT,__text) external _float_general_add
00000001810d38cc (__TEXT,__text) external _float_general_add_scalar
00000001810d3da0 (__TEXT,__text) external _float_general_elementwise_product
00000001810d2dcc (__TEXT,__text) external _float_general_permute_cols
00000001810d2c3c (__TEXT,__text) external _float_general_permute_rows
00000001810d4924 (__TEXT,__text) external _float_general_product_scalar
00000001810decf8 (__TEXT,__text) external _float_general_splat
00000001810d45f0 (__TEXT,__text) external _float_general_sub_scalar
00000001810d2b64 (__TEXT,__text) external _float_general_transpose
00000001810e8c80 (__TEXT,__text) external _float_inner_product_scalar
00000001810d2f14 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180d6f4d8 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180d759e4 (__TEXT,__text) external _icamax
0000000180fdf060 (__TEXT,__text) external _icamax$NEWLAPACK
000000018105899c (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180d759e4 (__TEXT,__text) external _icamax_
0000000180d75be4 (__TEXT,__text) external _idamax
0000000180fdf024 (__TEXT,__text) external _idamax$NEWLAPACK
0000000181058960 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180d75be4 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180d75c30 (__TEXT,__text) external _isamax
0000000180fdefe8 (__TEXT,__text) external _isamax$NEWLAPACK
0000000181058924 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180d75c30 (__TEXT,__text) external _isamax_
0000000180d75e84 (__TEXT,__text) external _izamax
0000000180fdf09c (__TEXT,__text) external _izamax$NEWLAPACK
00000001810589d8 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180d75e84 (__TEXT,__text) external _izamax_
0000000180d6f51c (__TEXT,__text) external _lsame_
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180d75c6c (__TEXT,__text) external _sasum
0000000180fdf0d8 (__TEXT,__text) external _sasum$NEWLAPACK
0000000181058a14 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180d75c6c (__TEXT,__text) external _sasum_
0000000180fdf170 (__TEXT,__text) external _saxpby$NEWLAPACK
0000000181058aac (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180d75c90 (__TEXT,__text) external _saxpy
0000000180fdf108 (__TEXT,__text) external _saxpy$NEWLAPACK
0000000181058a44 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180d75c90 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180d75a20 (__TEXT,__text) external _scasum
0000000180fdf0f0 (__TEXT,__text) external _scasum$NEWLAPACK
0000000181058a2c (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180d75a20 (__TEXT,__text) external _scasum_
0000000180d75a44 (__TEXT,__text) external _scnrm2
0000000180fdf314 (__TEXT,__text) external _scnrm2$NEWLAPACK
0000000181058c50 (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180d75a44 (__TEXT,__text) external _scnrm2_
0000000180d75ccc (__TEXT,__text) external _scopy
0000000180fdf1d8 (__TEXT,__text) external _scopy$NEWLAPACK
0000000181058b14 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180d75ccc (__TEXT,__text) external _scopy_
0000000180d75cf4 (__TEXT,__text) external _sdot
0000000180fdf218 (__TEXT,__text) external _sdot$NEWLAPACK
0000000181058b54 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180d75cf4 (__TEXT,__text) external _sdot_
0000000180d75d1c (__TEXT,__text) external _sdsdot
0000000180fdf2d8 (__TEXT,__text) external _sdsdot$NEWLAPACK
0000000181058c14 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180d75d1c (__TEXT,__text) external _sdsdot_
0000000180d72198 (__TEXT,__text) external _sgbmv
0000000180dbd138 (__TEXT,__text) external _sgbmv$NEWLAPACK
00000001810510b0 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180d72198 (__TEXT,__text) external _sgbmv_
0000000180dc77ec (__TEXT,__text) external _sgeCopy
0000000180ff1128 (__TEXT,__text) external _sgePack_A_NoTran
0000000180ff12bc (__TEXT,__text) external _sgePack_A_Tran
0000000180ff0e04 (__TEXT,__text) external _sgePack_B_NoTran
0000000180ff0f44 (__TEXT,__text) external _sgePack_B_Tran
0000000180dc7798 (__TEXT,__text) external _sgeSetZero
0000000180d6fd2c (__TEXT,__text) external _sgemm
0000000180f1bd8c (__TEXT,__text) external _sgemm$NEWLAPACK
0000000181055ee8 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180d6fd2c (__TEXT,__text) external _sgemm_
0000000180d720d4 (__TEXT,__text) external _sgemv
0000000180dbcde0 (__TEXT,__text) external _sgemv$NEWLAPACK
0000000181050d68 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180d720d4 (__TEXT,__text) external _sgemv_
0000000180d72b8c (__TEXT,__text) external _sger
0000000180dbd4f0 (__TEXT,__text) external _sger$NEWLAPACK
0000000181051448 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180d72b8c (__TEXT,__text) external _sger_
0000000180d75d58 (__TEXT,__text) external _snrm2
0000000180fdf2fc (__TEXT,__text) external _snrm2$NEWLAPACK
0000000181058c38 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180d75d58 (__TEXT,__text) external _snrm2_
0000000180d75d7c (__TEXT,__text) external _srot
0000000180fdf32c (__TEXT,__text) external _srot$NEWLAPACK
0000000181058c68 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180d75d7c (__TEXT,__text) external _srot_
0000000180d75dac (__TEXT,__text) external _srotg
0000000180fdf38c (__TEXT,__text) external _srotg$NEWLAPACK
0000000181058cc8 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180d75dac (__TEXT,__text) external _srotg_
0000000180d75dc8 (__TEXT,__text) external _srotm
0000000180fdf39c (__TEXT,__text) external _srotm$NEWLAPACK
0000000181058cd8 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180d75dc8 (__TEXT,__text) external _srotm_
0000000180d75df0 (__TEXT,__text) external _srotmg
0000000180fdf3bc (__TEXT,__text) external _srotmg$NEWLAPACK
0000000181058cf8 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180d75df0 (__TEXT,__text) external _srotmg_
0000000180d7231c (__TEXT,__text) external _ssbmv
0000000180dbdff8 (__TEXT,__text) external _ssbmv$NEWLAPACK
0000000181051f28 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180d7231c (__TEXT,__text) external _ssbmv_
0000000180d75e14 (__TEXT,__text) external _sscal
0000000180fdf3d4 (__TEXT,__text) external _sscal$NEWLAPACK
0000000181058d10 (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180d75e14 (__TEXT,__text) external _sscal_
0000000180d723cc (__TEXT,__text) external _sspmv
0000000180dbe178 (__TEXT,__text) external _sspmv$NEWLAPACK
00000001810520a0 (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180d723cc (__TEXT,__text) external _sspmv_
0000000180d72d08 (__TEXT,__text) external _sspr
0000000180dbe2d8 (__TEXT,__text) external _sspr$NEWLAPACK
0000000181052200 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180d72d94 (__TEXT,__text) external _sspr2
0000000180dbe410 (__TEXT,__text) external _sspr2$NEWLAPACK
0000000181052338 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180d72d94 (__TEXT,__text) external _sspr2_
0000000180d72d08 (__TEXT,__text) external _sspr_
0000000180d75e44 (__TEXT,__text) external _sswap
0000000180fdf44c (__TEXT,__text) external _sswap$NEWLAPACK
0000000181058d88 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180d75e44 (__TEXT,__text) external _sswap_
0000000180d6fe58 (__TEXT,__text) external _ssymm
0000000180f1c90c (__TEXT,__text) external _ssymm$NEWLAPACK
0000000181056a30 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180d6fe58 (__TEXT,__text) external _ssymm_
0000000180d72278 (__TEXT,__text) external _ssymv
0000000180dbe550 (__TEXT,__text) external _ssymv$NEWLAPACK
0000000181052478 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180d72278 (__TEXT,__text) external _ssymv_
0000000180d72bdc (__TEXT,__text) external _ssyr
0000000180dbe6b8 (__TEXT,__text) external _ssyr$NEWLAPACK
00000001810525e0 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180d72c6c (__TEXT,__text) external _ssyr2
0000000180dbe7f8 (__TEXT,__text) external _ssyr2$NEWLAPACK
0000000181052720 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180d72c6c (__TEXT,__text) external _ssyr2_
0000000180d70348 (__TEXT,__text) external _ssyr2k
0000000180f1d12c (__TEXT,__text) external _ssyr2k$NEWLAPACK
0000000181057240 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180d70348 (__TEXT,__text) external _ssyr2k_
