00007ff801eda83c (__TEXT,__text) external _NSAddImage
00007ff801f0186a (__TEXT,__text) non-external __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6415writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.7
00007ff801efaee0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6420unauthRebaseIsVmAddrEv
00007ff801efac32 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6421maxRebaseTargetOffsetEb
00007ff801efac56 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMaxEmbeddableAddendEb
00007ff801efac62 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMinEmbeddableAddendEb
00007ff801efac0a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644is64Ev
00007ff801efabee (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644nameEv
00007ff801efabe2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_645valueEv
00007ff801efac26 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647maxNextEv
00007ff801efac1a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647minNextEv
00007ff801efa362 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E11descriptionEv
00007ff801efabc2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E12bindBitCountEv
00007ff801efa370 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E16ptrAlignmentSizeEv
00007ff801efabda (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E20unauthRebaseIsVmAddrEv
00007ff801efa354 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E4nameEv
00007ff801efa348 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E5valueEv
00007ff801efabce (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E6strideEv
00007ff801efb0dc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE11descriptionEv
00007ff801efb13e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12nextLocationEPKv
00007ff801efb0f2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12supportsAuthEv
00007ff801efb11e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE13supportsBindsEv
00007ff801efb126 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE14maxBindOrdinalEb
00007ff801efb15c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00007ff801efb188 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00007ff801f0193c (__TEXT,__text) non-external __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.1
00007ff801f0195f (__TEXT,__text) non-external __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.2
00007ff801efb112 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE21maxRebaseTargetOffsetEb
00007ff801efb12e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMaxEmbeddableAddendEb
00007ff801efb136 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMinEmbeddableAddendEb
00007ff801efb0ea (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4is64Ev
00007ff801efb0ce (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4nameEv
00007ff801efb0c2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE5valueEv
00007ff801efb106 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7maxNextEv
00007ff801efb0fa (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7minNextEv
00007ff801efb342 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET11descriptionEv
00007ff801efb350 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET20unauthRebaseIsVmAddrEv
00007ff801efb334 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET4nameEv
00007ff801efb328 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET5valueEv
00007ff801efb20c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE11descriptionEv
00007ff801efb272 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12nextLocationEPKv
00007ff801efb222 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12supportsAuthEv
00007ff801efb24e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE13supportsBindsEv
00007ff801efb256 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE14maxBindOrdinalEb
00007ff801efb290 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00007ff801efb2be (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00007ff801f01982 (__TEXT,__text) non-external __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.1
00007ff801f019a5 (__TEXT,__text) non-external __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.2
00007ff801efb242 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE21maxRebaseTargetOffsetEb
00007ff801efb262 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMaxEmbeddableAddendEb
00007ff801efb26a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMinEmbeddableAddendEb
00007ff801efb21a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4is64Ev
00007ff801efb1fe (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4nameEv
00007ff801efb1f2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE5valueEv
00007ff801efb236 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7maxNextEv
00007ff801efb22a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7minNextEv
00007ff801efb372 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL11descriptionEv
00007ff801efb380 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL12bindBitCountEv
00007ff801efb398 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL20unauthRebaseIsVmAddrEv
00007ff801efb364 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL4nameEv
00007ff801efb358 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL5valueEv
00007ff801efb38c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL6strideEv
00007ff801efb3ba (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE11descriptionEv
00007ff801efb41c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12nextLocationEPKv
00007ff801efb3d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12supportsAuthEv
00007ff801efb3fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE13supportsBindsEv
00007ff801efb404 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE14maxBindOrdinalEb
00007ff801efb43a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00007ff801efb4a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00007ff801f019c8 (__TEXT,__text) non-external __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.1
00007ff801f019eb (__TEXT,__text) non-external __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.2
00007ff801efb3f0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE21maxRebaseTargetOffsetEb
00007ff801efb40c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMaxEmbeddableAddendEb
00007ff801efb414 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMinEmbeddableAddendEb
00007ff801efb3c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4is64Ev
00007ff801efb3ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4nameEv
00007ff801efb3a0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE5valueEv
00007ff801efb3e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7maxNextEv
00007ff801efb3d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7minNextEv
00007ff801efb5fa (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE11descriptionEv
00007ff801efb610 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE12bindBitCountEv
00007ff801efb628 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE20unauthRebaseIsVmAddrEv
00007ff801efb608 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4is64Ev
00007ff801efb5ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4nameEv
00007ff801efb5e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE5valueEv
00007ff801efb61c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE6strideEv
00007ff801efb5a6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND11descriptionEv
00007ff801efb5c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND12bindBitCountEv
00007ff801efb5b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND16ptrAlignmentSizeEv
00007ff801efb5d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND20unauthRebaseIsVmAddrEv
00007ff801efb598 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND4nameEv
00007ff801efb58c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND5valueEv
00007ff801efb5cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND6strideEv
00007ff801efa302 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED11descriptionEv
00007ff801efa32c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED12bindBitCountEv
00007ff801ef9e58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED12nextLocationEPKv
00007ff801efa324 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED13supportsBindsEv
00007ff801ef9e8e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00007ff801ef9f0e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00007ff801f01450 (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.1
00007ff801f01473 (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.2
00007ff801f01496 (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.3
00007ff801f014b9 (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.4
00007ff801f014dc (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.5
00007ff801f014ff (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.6
00007ff801f01522 (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.7
00007ff801f01545 (__TEXT,__text) non-external __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.8
00007ff801efa340 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED20unauthRebaseIsVmAddrEv
00007ff801efa318 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED21maxRebaseTargetOffsetEb
00007ff801efa310 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED4is64Ev
00007ff801efa2f4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED4nameEv
00007ff801efa2e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED5valueEv
00007ff801efa334 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED6strideEv
00007ff801efb7b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2411descriptionEv
00007ff801efb7ce (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2412bindBitCountEv
00007ff801efb7c2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2416ptrAlignmentSizeEv
00007ff801efb7e6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2420unauthRebaseIsVmAddrEv
00007ff801efb7a6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND244nameEv
00007ff801efb79a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND245valueEv
00007ff801efb7da (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND246strideEv
00007ff801efa15e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE11descriptionEv
00007ff801efa2cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE12bindBitCountEv
00007ff801efa206 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE12nextLocationEPKv
00007ff801efa1be (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE13supportsBindsEv
00007ff801efa23c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00007ff801ef9d0a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00007ff801f013c4 (__TEXT,__text) non-external __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.1
00007ff801f013e7 (__TEXT,__text) non-external __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.2
00007ff801f0140a (__TEXT,__text) non-external __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.3
00007ff801f0142d (__TEXT,__text) non-external __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.4
00007ff801efa1a2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE16ptrAlignmentSizeEv
00007ff801efa2e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE20unauthRebaseIsVmAddrEv
00007ff801efa1ae (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE21maxRebaseTargetOffsetEb
00007ff801efa150 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE4nameEv
00007ff801efa144 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE5valueEv
00007ff801efa2d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE6strideEv
00007ff801efb64a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE11descriptionEv
00007ff801efb6ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE12nextLocationEPKv
00007ff801efb660 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE12supportsAuthEv
00007ff801efb68c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE13supportsBindsEv
00007ff801efb694 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE14maxBindOrdinalEb
00007ff801efb6d6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00007ff801efb744 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00007ff801f01a0e (__TEXT,__text) non-external __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.1
00007ff801f01a31 (__TEXT,__text) non-external __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE.cold.2
00007ff801efb680 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE21maxRebaseTargetOffsetEb
00007ff801efb69c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE23bindMaxEmbeddableAddendEb
00007ff801efb6a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE23bindMinEmbeddableAddendEb
00007ff801efb658 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE4is64Ev
00007ff801efb63c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE4nameEv
00007ff801efb630 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE5valueEv
00007ff801efb674 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE7maxNextEv
