00007ff840059490 (__DATA,__data) external _NDR_record
00007ff8003c620b (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8003d118f (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8003c6086 (__TEXT,__text) external _mig_deallocate
00007ff8003c619b (__TEXT,__text) external _mig_get_reply_port
00007ff8003d1169 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8003c6270 (__TEXT,__text) external _mig_put_reply_port
00007ff8003c6168 (__TEXT,__text) external _mig_reply_setup
00007ff8003c6271 (__TEXT,__text) external _mig_strncpy
00007ff8003c62a3 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8003c28b4 (__TEXT,__text) external _mincore
00007ff8003c28cc (__TEXT,__text) external _minherit
00007ff8003c0374 (__TEXT,__text) external _mk_timer_arm
00007ff8003c038c (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8003c0380 (__TEXT,__text) external _mk_timer_cancel
00007ff8003c035c (__TEXT,__text) external _mk_timer_create
00007ff8003c0368 (__TEXT,__text) external _mk_timer_destroy
00007ff8003c28e4 (__TEXT,__text) external _mkdir
00007ff8003c28fc (__TEXT,__text) external _mkdirat
00007ff8003c2914 (__TEXT,__text) external _mkfifo
00007ff8003c292c (__TEXT,__text) external _mkfifoat
00007ff8003c2944 (__TEXT,__text) external _mknod
00007ff8003c295c (__TEXT,__text) external _mknodat
00007ff8003c2974 (__TEXT,__text) external _mlock
00007ff8003c298c (__TEXT,__text) external _mlockall
00007ff8003cdbad (__TEXT,__text) external _mmap
00007ff8003c29a4 (__TEXT,__text) external _mount
00007ff8003c1214 (__TEXT,__text) external _mprotect
00007ff8003c29bc (__TEXT,__text) external _mremap_encrypted
00007ff8003c63ec (__TEXT,__text) external _msg_receive
00007ff8003c63e0 (__TEXT,__text) external _msg_rpc
00007ff8003c63e6 (__TEXT,__text) external _msg_send
00007ff8003c122c (__TEXT,__text) external _msgctl
00007ff8003c29d4 (__TEXT,__text) external _msgget
00007ff8003c29ec (__TEXT,__text) external _msgrcv
00007ff8003c1244 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8003c2a04 (__TEXT,__text) external _msgsnd
00007ff8003c125c (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8003c1274 (__TEXT,__text) external _msgsys
00007ff8003c128c (__TEXT,__text) external _msync
00007ff8003c12a4 (__TEXT,__text) external _msync$NOCANCEL
00007ff8003c2a1c (__TEXT,__text) external _munlock
00007ff8003c2a34 (__TEXT,__text) external _munlockall
00007ff8003d1f33 (__TEXT,__text) external _munmap
00007ff8003c2a4c (__TEXT,__text) external _necp_client_action
00007ff8003c2a64 (__TEXT,__text) external _necp_match_policy
00007ff8003c2a7c (__TEXT,__text) external _necp_open
00007ff8003c2a94 (__TEXT,__text) external _necp_session_action
00007ff8003c2aac (__TEXT,__text) external _necp_session_open
00007ff8003c2ac4 (__TEXT,__text) external _net_qos_guideline
00007ff8003c2adc (__TEXT,__text) external _netagent_trigger
00007ff8003ddba5 (__TEXT,__text) external _netname_check_in
00007ff8003ddfe8 (__TEXT,__text) external _netname_check_out
00007ff8003ddd69 (__TEXT,__text) external _netname_look_up
00007ff8003de199 (__TEXT,__text) external _netname_version
00007ff8003c80cb (__TEXT,__text) external _nfsclnt
00007ff8003c2af4 (__TEXT,__text) external _nfssvc
00007ff840059480 (__DATA,__data) external _non_boost_assertion_token
00007ff840059478 (__DATA,__data) external _normal_boost_assertion_token
00007ff8003c2b0c (__TEXT,__text) external _ntp_adjtime
00007ff8003c2b24 (__TEXT,__text) external _ntp_gettime
00007ff8003c2b3c (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8003cf4d8 (__TEXT,__text) external _open
00007ff8003c8133 (__TEXT,__text) external _open$NOCANCEL
00007ff8003d0112 (__TEXT,__text) external _open_dprotected_np
00007ff8003cf597 (__TEXT,__text) external _openat
00007ff8003c81f2 (__TEXT,__text) external _openat$NOCANCEL
00007ff8003d02c5 (__TEXT,__text) external _openat_authenticated_np
00007ff8003d01eb (__TEXT,__text) external _openat_dprotected_np
00007ff8003c2b54 (__TEXT,__text) external _openbyid_np
00007ff8003c494f (__TEXT,__text) external _os_buflet_get_data_address
00007ff8003c4932 (__TEXT,__text) external _os_buflet_get_data_length
00007ff8003c4954 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8003c492d (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8003c495e (__TEXT,__text) external _os_buflet_get_gro_len
00007ff8003c4963 (__TEXT,__text) external _os_buflet_get_next_buf
00007ff8003c4945 (__TEXT,__text) external _os_buflet_get_object_address
00007ff8003c494a (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8003c4959 (__TEXT,__text) external _os_buflet_get_object_offset
00007ff8003c493e (__TEXT,__text) external _os_buflet_set_data_length
00007ff8003c4937 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8003cb9e4 (__TEXT,__text) external _os_channel_advance_slot
00007ff8003cc1a3 (__TEXT,__text) external _os_channel_attr_clone
00007ff8003cc15e (__TEXT,__text) external _os_channel_attr_create
00007ff8003cc360 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8003cc4d8 (__TEXT,__text) external _os_channel_attr_get
00007ff8003cc664 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8003cc3ae (__TEXT,__text) external _os_channel_attr_set
00007ff8003cc269 (__TEXT,__text) external _os_channel_attr_set_key
00007ff8003cb9ac (__TEXT,__text) external _os_channel_available_slot_count
00007ff8003cd843 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8003cd28b (__TEXT,__text) external _os_channel_buflet_free
00007ff8003cd81e (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8003cb717 (__TEXT,__text) external _os_channel_create
00007ff8003cad12 (__TEXT,__text) external _os_channel_create_extended
00007ff8003cb853 (__TEXT,__text) external _os_channel_destroy
00007ff8003cd79d (__TEXT,__text) external _os_channel_event_free
00007ff8003d0e95 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8003d0deb (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8003cc027 (__TEXT,__text) external _os_channel_flow_admissible
00007ff8003cc010 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8003cb726 (__TEXT,__text) external _os_channel_get_fd
00007ff8003cd7a2 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8003cd3db (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8003cba35 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8003cbfaf (__TEXT,__text) external _os_channel_get_stats_region
00007ff8003cb4cc (__TEXT,__text) non-external _os_channel_info2attr
00007ff8003cb61c (__TEXT,__text) non-external _os_channel_init_ring
00007ff8003cb8b1 (__TEXT,__text) external _os_channel_is_defunct
00007ff8003cc6c2 (__TEXT,__text) external _os_channel_packet_alloc
00007ff8003cca5a (__TEXT,__text) external _os_channel_packet_free
00007ff8003cce0e (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8003cb98b (__TEXT,__text) external _os_channel_pending
00007ff8003cb729 (__TEXT,__text) external _os_channel_read_attr
00007ff8003cb810 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8003cb8be (__TEXT,__text) external _os_channel_ring_id
00007ff8003cb9a3 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8003cb99a (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8003cb943 (__TEXT,__text) external _os_channel_rx_ring
00007ff8003cbdb5 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8003ccba6 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8003ccccb (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8003cbea1 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8003cb832 (__TEXT,__text) external _os_channel_sync
00007ff8003cb90c (__TEXT,__text) external _os_channel_tx_ring
00007ff8003cb767 (__TEXT,__text) external _os_channel_write_attr
00007ff8003c4900 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8003c03b0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8003cfd55 (__TEXT,__text) external _os_cpu_in_cksum
00007ff8003cfe4e (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8003c2b6c (__TEXT,__text) external _os_fault_with_payload
00007ff8003c48fb (__TEXT,__text) external _os_inet_checksum
00007ff8003ce4b4 (__TEXT,__text) external _os_nexus_attr_clone
00007ff8003ce46f (__TEXT,__text) external _os_nexus_attr_create
00007ff8003ce74c (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8003ce62c (__TEXT,__text) external _os_nexus_attr_get
00007ff8003ce510 (__TEXT,__text) external _os_nexus_attr_set
00007ff8003cee1f (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8003ceae0 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8003ceb01 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8003ce75f (__TEXT,__text) external _os_nexus_controller_create
00007ff8003cead4 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8003cf12f (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8003ceaf5 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8003ce7f9 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8003cefcd (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8003cec25 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8003ce7fc (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8003cef56 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8003cebbe (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8003c4818 (__TEXT,__text) external _os_packet_add_buflet
00007ff8003c3f15 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8003c48af (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8003c4665 (__TEXT,__text) external _os_packet_finalize
00007ff8003c48ce (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8003c45a5 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8003c3d27 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8003c459d (__TEXT,__text) external _os_packet_get_data_length
00007ff8003c3ff6 (__TEXT,__text) external _os_packet_get_expire_time
00007ff8003c4096 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8003c3e9b (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8003c3fc2 (__TEXT,__text) external _os_packet_get_group_end
00007ff8003c3f57 (__TEXT,__text) external _os_packet_get_group_start
00007ff8003c38dc (__TEXT,__text) external _os_packet_get_headroom
00007ff8003c3e52 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8003c44cb (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8003c39a4 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8003c3a63 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8003c3948 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8003c3a03 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8003c45d1 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8003c42a2 (__TEXT,__text) external _os_packet_get_packetid
00007ff8003c4638 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8003c3c7b (__TEXT,__text) external _os_packet_get_service_class
00007ff8003c413d (__TEXT,__text) external _os_packet_get_token
00007ff8003c49e0 (__TEXT,__text) external _os_packet_get_trace_id
00007ff8003c3d8f (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8003c3b94 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8003c3ac8 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8003c3b2e (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8003c4520 (__TEXT,__text) external _os_packet_get_truncated
00007ff8003c4447 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8003c444f (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8003c43ef (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8003c44bc (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8003c4892 (__TEXT,__text) external _os_packet_increment_use_count
00007ff8003c4455 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8003c3cf9 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8003c4043 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8003c40e2 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8003c3ed8 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8003c3f8b (__TEXT,__text) external _os_packet_set_group_end
00007ff8003c3f20 (__TEXT,__text) external _os_packet_set_group_start
00007ff8003c389d (__TEXT,__text) external _os_packet_set_headroom
00007ff8003c3e16 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8003c44da (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8003c4554 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8003c3975 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8003c3a34 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8003c3909 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8003c39d4 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8003c4328 (__TEXT,__text) external _os_packet_set_packetid
00007ff8003c4a7a (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8003c3bfa (__TEXT,__text) external _os_packet_set_service_class
00007ff8003c41df (__TEXT,__text) external _os_packet_set_token
00007ff8003c49f4 (__TEXT,__text) external _os_packet_set_trace_id
00007ff8003c3d6c (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8003c3bc7 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8003c3b61 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8003c3a95 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8003c3afb (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8003c4aa9 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8003c439d (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8003c4a20 (__TEXT,__text) external _os_packet_trace_event
00007ff8003c6b2a (__TEXT,__text) external _os_proc_available_memory
00007ff8003c630b (__TEXT,__text) external _panic
00007ff8003c6304 (__TEXT,__text) external _panic_init
00007ff8003c2b84 (__TEXT,__text) external _pathconf
00007ff8003c2b9c (__TEXT,__text) external _peeloff
00007ff8003c0284 (__TEXT,__text) external _pid_for_task
00007ff8003c2bb4 (__TEXT,__text) external _pid_hibernate
00007ff8003c2bcc (__TEXT,__text) external _pid_resume
00007ff8003cda97 (__TEXT,__text) external _pid_shutdown_networking
00007ff8003c2be4 (__TEXT,__text) external _pid_shutdown_sockets
00007ff8003c2bfc (__TEXT,__text) external _pid_suspend
00007ff8003c143c (__TEXT,__text) external _pipe
00007ff8003c2c14 (__TEXT,__text) external _pivot_root
00007ff8003c3869 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff8003c3883 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8003c2c2c (__TEXT,__text) external _poll
00007ff8003c1458 (__TEXT,__text) external _poll$NOCANCEL
00007ff8003c37be (__TEXT,__text) non-external _port_for_id_internal
00007ff8003c635c (__TEXT,__text) external _port_obj_init
00007ff840059518 (__DATA,__common) external _port_obj_table
00007ff840059468 (__DATA,__data) external _port_obj_table_size
00007ff8003c286c (__TEXT,__text) external _posix_madvise
00007ff8003ca235 (__TEXT,__text) external _posix_spawn
00007ff8003c920e (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8003c95f1 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8003c96e9 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8003c94fa (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8003c9569 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8003c9776 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8003c967a (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8003c93ef (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8003c93b2 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8003c936c (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff8003c8c0f (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8003c9155 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8003c9d46 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8003c9d12 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8003c8e4e (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8003c8dfc (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8003c9822 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8003c8d93 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8003c99a1 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8003c8ead (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8003c8dc8 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8003c8ec7 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8003c8dae (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8003c8de2 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8003c8b3d (__TEXT,__text) external _posix_spawnattr_init
00007ff8003c9171 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8003c91a8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8003c918d (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8003c91c4 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8003c9eb4 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8003c9d2e (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8003ca171 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8003c9f5e (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8003c9fda (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8003c9886 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8003ca192 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff8003e8748 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8003ca219 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8003ca097 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8003c9e82 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8003c9e0a (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8003c9e32 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8003c9d62 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8003c9de2 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8003c913d (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8003ca150 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8003c996e (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8003c9cf3 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8003c98fa (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8003c9081 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8003c986e (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8003c9ee2 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8003c8fac (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8003c9339 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8003c8f2d (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8003c9c60 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8003c9805 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8003c97e5 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8003c905f (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff8003c9305 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8003c8d7b (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8003c9845 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8003c9a75 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8003c9e9b (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8003c902f (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8003c8efb (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8003c9047 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8003c8ee1 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8003c8f13 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8003c91e5 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8003c2c44 (__TEXT,__text) external _pread
00007ff8003c1488 (__TEXT,__text) external _pread$NOCANCEL
00007ff8003c2c5c (__TEXT,__text) external _preadv
00007ff8003c14a0 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8003c83d2 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8003c7a16 (__TEXT,__text) external _proc_clear_cpulimits
00007ff8003c7ce8 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8003c7505 (__TEXT,__text) external _proc_clear_dirty
00007ff8003c7bf5 (__TEXT,__text) external _proc_clear_vmpressure
00007ff8003c7315 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8003c7be8 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8003c7bf0 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8003c7d35 (__TEXT,__text) external _proc_disable_apptype
00007ff8003c7736 (__TEXT,__text) external _proc_disable_cpumon
00007ff8003c7945 (__TEXT,__text) external _proc_disable_wakemon
00007ff8003c7a6c (__TEXT,__text) external _proc_donate_importance_boost
00007ff8003c7d95 (__TEXT,__text) external _proc_enable_apptype
00007ff8003c7648 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8003c74a7 (__TEXT,__text) external _proc_get_dirty
00007ff8003c78de (__TEXT,__text) external _proc_get_wakemon_params
00007ff8003c7ac6 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8003c7b74 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8003c71ba (__TEXT,__text) external _proc_kmsgbuf
00007ff8003c739e (__TEXT,__text) external _proc_libversion
00007ff8003c7987 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8003c796e (__TEXT,__text) external _proc_list_uptrs
00007ff8003c6e23 (__TEXT,__text) external _proc_listallpids
00007ff8003c6e8d (__TEXT,__text) external _proc_listchildpids
00007ff8003c6f28 (__TEXT,__text) external _proc_listcoalitions
00007ff8003c6e58 (__TEXT,__text) external _proc_listpgrppids
00007ff8003c6df8 (__TEXT,__text) external _proc_listpids
00007ff8003d0337 (__TEXT,__text) external _proc_listpidspath
00007ff8003c7038 (__TEXT,__text) external _proc_name
00007ff8003c6f53 (__TEXT,__text) external _proc_pid_rusage
00007ff8003c6ffd (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8003c6fb4 (__TEXT,__text) external _proc_pidfdinfo
00007ff8003c6fd9 (__TEXT,__text) external _proc_pidfileportinfo
00007ff8003c6ec2 (__TEXT,__text) external _proc_pidinfo
00007ff8003c6ee7 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8003c71e5 (__TEXT,__text) external _proc_pidpath
00007ff8003c7276 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8003c7107 (__TEXT,__text) external _proc_regionfilename
00007ff8003c7a07 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8003c7701 (__TEXT,__text) external _proc_resume_cpumon
00007ff8003c2c74 (__TEXT,__text) external _proc_rlimit_control
00007ff8003c76b6 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8003c75fe (__TEXT,__text) external _proc_set_cpumon_params
00007ff8003c7781 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8003c7ea4 (__TEXT,__text) external _proc_set_csm
00007ff8003c7c98 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8003c745d (__TEXT,__text) external _proc_set_dirty
00007ff8003c7df8 (__TEXT,__text) external _proc_set_no_smt
00007ff8003c7c4b (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8003c791c (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8003c78b8 (__TEXT,__text) external _proc_set_wakemon_params
00007ff8003c79a0 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8003c73b7 (__TEXT,__text) external _proc_setpcontrol
00007ff8003c6f69 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8003c7f52 (__TEXT,__text) external _proc_setthread_csm
00007ff8003c7e50 (__TEXT,__text) external _proc_setthread_no_smt
00007ff8003c7df5 (__TEXT,__text) external _proc_suppress
00007ff8003c754f (__TEXT,__text) external _proc_terminate
00007ff8003c75aa (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8003c2c8c (__TEXT,__text) external _proc_trace_log
00007ff8003c7413 (__TEXT,__text) external _proc_track_dirty
00007ff8003c7022 (__TEXT,__text) external _proc_udata_info
00007ff8003c2ca4 (__TEXT,__text) external _proc_uuid_policy
00007ff8003dd985 (__TEXT,__text) external _processor_assign
00007ff8003dd833 (__TEXT,__text) external _processor_control
00007ff8003dd55b (__TEXT,__text) external _processor_exit
00007ff8003dda82 (__TEXT,__text) external _processor_get_assignment
00007ff8003dd63f (__TEXT,__text) external _processor_info
00007ff8003d5c7c (__TEXT,__text) external _processor_set_create
00007ff8003d5b59 (__TEXT,__text) external _processor_set_default
00007ff8003dc889 (__TEXT,__text) external _processor_set_destroy
00007ff8003dd188 (__TEXT,__text) external _processor_set_info
00007ff8003dc96d (__TEXT,__text) external _processor_set_max_priority
00007ff8003dceac (__TEXT,__text) external _processor_set_policy_control
00007ff8003dcb4a (__TEXT,__text) external _processor_set_policy_disable
00007ff8003dca5b (__TEXT,__text) external _processor_set_policy_enable
00007ff8003dd00b (__TEXT,__text) external _processor_set_stack_usage
00007ff8003dc6fd (__TEXT,__text) external _processor_set_statistics
00007ff8003dcc38 (__TEXT,__text) external _processor_set_tasks
00007ff8003dd33a (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff8003dcd72 (__TEXT,__text) external _processor_set_threads
00007ff8003dd477 (__TEXT,__text) external _processor_start
00007ff8003ce152 (__TEXT,__text) external _pselect
00007ff8003cfc09 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8003c66a4 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8003ce2e9 (__TEXT,__text) external _pselect$NOCANCEL
00007ff8003c0db4 (__TEXT,__text) external _pthread_getugid_np
00007ff8003c1a4c (__TEXT,__text) external _pthread_setugid_np
00007ff8003c1710 (__TEXT,__text) external _ptrace
00007ff8003c2cbc (__TEXT,__text) external _pwrite
00007ff8003c1734 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8003c2cd4 (__TEXT,__text) external _pwritev
00007ff8003c174c (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8003c6097 (__TEXT,__text) external _quota
00007ff8003c2cec (__TEXT,__text) external _quotactl
00007ff8003c2d04 (__TEXT,__text) external _read
