00007ff80ce2d6f0 (__TEXT,__const) non-external _A1_Table
00007ff80c4636e0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_private_resolver
00007ff843b4ee08 (__DATA,__data) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_ptr
00007ff80c4ed290 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_resolver
00007ff80c4fde60 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_scalar
00007ff843b4ef90 (__DATA,__data) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_vec
00007ff80c3747f0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_CbCr16U
00007ff80c330170 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_CbCr8
00007ff80c54ab10 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_SInt16
00007ff80c3605e0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_SInt16_AVX
00007ff80c525d50 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_SInt16_AVX2
00007ff80c54ce40 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt16
00007ff80c365bb0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt16_AVX
00007ff80c5287c0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt16_AVX2
00007ff80c327cf0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt8
00007ff80c58f080 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_XRGB2101010W
00007ff80c36cf40 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_16S
00007ff80c31b3b0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_16U
00007ff80c307940 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_8888
00007ff80c557940 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_FFFF
00007ff80c371f20 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_CbCr16U
00007ff80c36f380 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_CbCr8
00007ff80c555f60 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_Float
00007ff80c551710 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_SInt16
00007ff80c3631b0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_SInt16_AVX
00007ff80c52b4a0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_SInt16_AVX2
00007ff80c553a90 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt16
00007ff80c3687f0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt16_AVX
00007ff80c532110 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt16_AVX2
00007ff80c54f110 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt8
00007ff80c58bd20 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_XRGB2101010W
00007ff80c4ecc70 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst
00007ff80c3e1b50 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_AVX
00007ff80c50f230 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_AVX2
00007ff80c57d160 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_SSE4_1
00007ff80c4ecc90 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_resolver
00007ff80c4f5260 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_scalar
00007ff843b4ef10 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_vec
00007ff80c4eccd0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast
00007ff80c3e2310 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_AVX
00007ff80c50f9f0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_AVX2
00007ff80c57d920 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_SSE4_1
00007ff80c4eccf0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_resolver
00007ff80c4f5a20 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_scalar
00007ff843b4ef18 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_vec
00007ff80c4ecbb0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst
00007ff80c3e0d60 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_AVX
00007ff80c50e440 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_AVX2
00007ff80c57c370 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_SSE4_1
00007ff80c4ecbd0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_resolver
00007ff80c4f4470 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_scalar
00007ff843b4ef00 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_vec
00007ff80c4ecc10 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast
00007ff80c3e14b0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_AVX
00007ff80c50eb90 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_AVX2
00007ff80c57cac0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_SSE4_1
00007ff80c4ecc30 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_resolver
00007ff80c4f4bc0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_scalar
00007ff843b4ef08 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_vec
00007ff80c4ecd30 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst
00007ff80c3e29f0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_AVX
00007ff80c5100d0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_AVX2
00007ff80c57e000 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_SSE4_1
00007ff80c4ecd50 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_resolver
00007ff80c4f6100 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_scalar
00007ff843b4ef20 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_vec
00007ff80c4ecd90 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast
00007ff80c3e31f0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_AVX
00007ff80c5108d0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_AVX2
00007ff80c57e7c0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_SSE4_1
00007ff80c4ecdb0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_resolver
00007ff80c4f68c0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_scalar
00007ff843b4ef28 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_vec
00007ff80c4611b0 (__TEXT,__text) external _vImageAffineWarpCG_ARGB16S
00007ff80c4611a0 (__TEXT,__text) external _vImageAffineWarpCG_ARGB16U
00007ff80c461190 (__TEXT,__text) external _vImageAffineWarpCG_ARGB8888
00007ff80c4611c0 (__TEXT,__text) external _vImageAffineWarpCG_ARGBFFFF
00007ff80c461170 (__TEXT,__text) external _vImageAffineWarpCG_Planar8
00007ff80c461180 (__TEXT,__text) external _vImageAffineWarpCG_PlanarF
00007ff80c4601b0 (__TEXT,__text) external _vImageAffineWarpD_ARGB16F
00007ff80c45f4b0 (__TEXT,__text) external _vImageAffineWarpD_ARGB16S
00007ff80c45f140 (__TEXT,__text) external _vImageAffineWarpD_ARGB16U
00007ff80c33bfe0 (__TEXT,__text) external _vImageAffineWarpD_ARGB8888
00007ff80c45f880 (__TEXT,__text) external _vImageAffineWarpD_ARGBFFFF
00007ff80c45feb0 (__TEXT,__text) external _vImageAffineWarpD_CbCr16F
00007ff80c45fb50 (__TEXT,__text) external _vImageAffineWarpD_Planar16F
00007ff80c45eb00 (__TEXT,__text) external _vImageAffineWarpD_Planar8
00007ff80c45ee60 (__TEXT,__text) external _vImageAffineWarpD_PlanarF
00007ff80c460180 (__TEXT,__text) external _vImageAffineWarp_ARGB16F
00007ff80c45f480 (__TEXT,__text) external _vImageAffineWarp_ARGB16S
00007ff80c45f110 (__TEXT,__text) external _vImageAffineWarp_ARGB16U
00007ff80c33bfb0 (__TEXT,__text) external _vImageAffineWarp_ARGB8888
00007ff80c45f850 (__TEXT,__text) external _vImageAffineWarp_ARGBFFFF
00007ff80c45fe80 (__TEXT,__text) external _vImageAffineWarp_CbCr16F
00007ff80c45fb20 (__TEXT,__text) external _vImageAffineWarp_Planar16F
00007ff80c45ead0 (__TEXT,__text) external _vImageAffineWarp_Planar8
00007ff80c45ee30 (__TEXT,__text) external _vImageAffineWarp_PlanarF
00007ff80c469ea0 (__TEXT,__text) external _vImageAllocateTemplate_RGBAFFFF
00007ff80c3592c0 (__TEXT,__text) external _vImageAlphaBlend_ARGB8888
00007ff843b4f588 (__DATA,__bss) non-external _vImageAlphaBlend_ARGB8888.vAlpha_Blend_ARGB_8888_CV
00007ff80c359570 (__TEXT,__text) external _vImageAlphaBlend_ARGBFFFF
00007ff843b4f590 (__DATA,__bss) non-external _vImageAlphaBlend_ARGBFFFF.vAlpha_Blend_ARGB_FFFF_CV
00007ff80c35ee50 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGB8888
00007ff843b4f698 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGB8888.vAlpha_Blend_Non2Pre_ARGB_8888_CV
00007ff80c35f0d0 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGBFFFF
00007ff843b4f6a0 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGBFFFF.vAlpha_Blend_Non2Pre_ARGB_FFFF_CV
00007ff80c35e8f0 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_Planar8
00007ff843b4f688 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_Planar8.vAlpha_Blend_Non2Pre_Planar8_CV
00007ff80c35eba0 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_PlanarF
00007ff843b4f690 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_PlanarF.vAlpha_Blend_Non2Pre_PlanarF_CV
00007ff80c358b70 (__TEXT,__text) external _vImageAlphaBlend_Planar8
00007ff843b4f578 (__DATA,__bss) non-external _vImageAlphaBlend_Planar8.vAlpha_Blend_Planar_UInt8_CV
00007ff80c358f60 (__TEXT,__text) external _vImageAlphaBlend_PlanarF
00007ff843b4f580 (__DATA,__bss) non-external _vImageAlphaBlend_PlanarF.vAlpha_Blend_Planar_Float_CV
00007ff80c3f0730 (__TEXT,__text) external _vImageBoxConvolve_ARGB8888
00007ff80c3489c0 (__TEXT,__text) external _vImageBoxConvolve_Planar16F
00007ff843b4f510 (__DATA,__bss) non-external _vImageBoxConvolve_Planar16F.vBoxPlanar16F
00007ff80c3ef8e0 (__TEXT,__text) external _vImageBoxConvolve_Planar8
00007ff80c3effd0 (__TEXT,__text) external _vImageBoxConvolve_PlanarF
00007ff80c384cc0 (__TEXT,__text) external _vImageBufferFill_ARGB16F
00007ff80c384bd0 (__TEXT,__text) external _vImageBufferFill_ARGB16S
00007ff80c384b50 (__TEXT,__text) external _vImageBufferFill_ARGB16U
00007ff80c384ad0 (__TEXT,__text) external _vImageBufferFill_ARGB8888
00007ff80c384c50 (__TEXT,__text) external _vImageBufferFill_ARGBFFFF
00007ff80c384a40 (__TEXT,__text) external _vImageBufferFill_CbCr16S
00007ff80c3849b0 (__TEXT,__text) external _vImageBufferFill_CbCr16U
00007ff80c384920 (__TEXT,__text) external _vImageBufferFill_CbCr8
00007ff80c5daf50 (__TEXT,__text) external _vImageBufferFill_CbCrF
00007ff80c607b00 (__TEXT,__text) external _vImageBuffer_CopyToCVPixelBuffer
00007ff80c607710 (__TEXT,__text) non-external _vImageBuffer_CopyToCVPixelBuffer_loader
00007ff80c607960 (__TEXT,__text) external _vImageBuffer_GetSize
00007ff80c606ff0 (__TEXT,__text) non-external _vImageBuffer_GetSize_loader
00007ff80c2f8d80 (__TEXT,__text) external _vImageBuffer_Init
00007ff80c607b10 (__TEXT,__text) external _vImageBuffer_InitForCopyFromCVPixelBuffer
00007ff80c607780 (__TEXT,__text) non-external _vImageBuffer_InitForCopyFromCVPixelBuffer_loader
00007ff80c607b20 (__TEXT,__text) external _vImageBuffer_InitForCopyToCVPixelBuffer
00007ff80c6077d0 (__TEXT,__text) non-external _vImageBuffer_InitForCopyToCVPixelBuffer_loader
00007ff80c2fe300 (__TEXT,__text) external _vImageBuffer_InitWithCGImage
00007ff80c607080 (__TEXT,__text) non-external _vImageBuffer_InitWithCGImage_loader
00007ff80c607af0 (__TEXT,__text) external _vImageBuffer_InitWithCVPixelBuffer
00007ff80c6076a0 (__TEXT,__text) non-external _vImageBuffer_InitWithCVPixelBuffer_loader
00007ff80c33b220 (__TEXT,__text) non-external _vImageBuffer_Init_loader
00007ff80c33fa10 (__TEXT,__text) external _vImageByteSwap_Planar16U
00007ff80c5e8750 (__TEXT,__text) non-external _vImageCGCVConverter_Destroy
00007ff80c5e8630 (__TEXT,__text) non-external _vImageCGCVConverter_MustOperateOutOfPlace
00007ff80c5e8ac0 (__TEXT,__text) non-external _vImageCGCVConverter_isEqual
00007ff80c30e270 (__TEXT,__text) external _vImageCGCompositeConstMask_ARGB16F
00007ff80ce26ff8 (__TEXT,__const) non-external _vImageCGCompositeConstMask_ARGB16F.identityMap
00007ff843b4f970 (__DATA,__bss) non-external _vImageCGCompositeConstMask_ARGB16F.vCGCompositeConstMask_ARGB16F
00007ff80c30de10 (__TEXT,__text) external _vImageCGCompositeConstShape_ARGB16F
00007ff80ce26ff0 (__TEXT,__const) non-external _vImageCGCompositeConstShape_ARGB16F.identityMap
00007ff843b4f960 (__DATA,__bss) non-external _vImageCGCompositeConstShape_ARGB16F.vCGCompositeConstShape_ARGB16F
00007ff80c38f170 (__TEXT,__text) external _vImageCGCompositeImage_ARGB16F
00007ff80ce26ffc (__TEXT,__const) non-external _vImageCGCompositeImage_ARGB16F.identityMap
00007ff843b4f978 (__DATA,__bss) non-external _vImageCGCompositeImage_ARGB16F.vCGCompositeImage_ARGB16F
00007ff80c38f4d0 (__TEXT,__text) external _vImageCGCompositeMarkConstDeepMaskARGB_ARGB16F
00007ff843b4f988 (__DATA,__bss) non-external _vImageCGCompositeMarkConstDeepMaskARGB_ARGB16F.vCGCompositeMarkConstDeepMaskARGB_ARGB16F
00007ff80c38f9f0 (__TEXT,__text) external _vImageCGCompositeMarkConstDeepMaskBGColorARGB_ARGB16F
00007ff843b4f998 (__DATA,__bss) non-external _vImageCGCompositeMarkConstDeepMaskBGColorARGB_ARGB16F.vCGCompositeMarkConstDeepMaskBGColorARGB_ARGB16F
00007ff80c38f760 (__TEXT,__text) external _vImageCGCompositeMarkConstDeepMaskXRGB_ARGB16F
00007ff843b4f990 (__DATA,__bss) non-external _vImageCGCompositeMarkConstDeepMaskXRGB_ARGB16F.vCGCompositeMarkConstDeepMaskXRGB_ARGB16F
00007ff80c3149c0 (__TEXT,__text) external _vImageCGCompositePixelMask_ARGB16F
00007ff80ce27000 (__TEXT,__const) non-external _vImageCGCompositePixelMask_ARGB16F.identityMap
00007ff843b4f980 (__DATA,__bss) non-external _vImageCGCompositePixelMask_ARGB16F.vCGCompositePixelMask_ARGB16F
00007ff80c310b40 (__TEXT,__text) external _vImageCGCompositePixelShape_ARGB16F
00007ff80ce26ff4 (__TEXT,__const) non-external _vImageCGCompositePixelShape_ARGB16F.identityMap
00007ff843b4f968 (__DATA,__bss) non-external _vImageCGCompositePixelShape_ARGB16F.vCGCompositePixelShape_ARGB16F
00007ff80c2f0ac0 (__TEXT,__text) non-external _vImageCGConverter_Destroy
00007ff80c3050c0 (__TEXT,__text) non-external _vImageCGConverter_MustOperateOutOfPlace
00007ff80c5e7c60 (__TEXT,__text) non-external _vImageCGConverter_Print
00007ff80c5e7f10 (__TEXT,__text) non-external _vImageCGConverter_PrintConcise
00007ff80c5e8440 (__TEXT,__text) non-external _vImageCGConverter_isEqual
00007ff80c607970 (__TEXT,__text) external _vImageCGImageFormat_GetComponentCount
00007ff80c607020 (__TEXT,__text) non-external _vImageCGImageFormat_GetComponentCount_loader
00007ff80c2fe310 (__TEXT,__text) external _vImageCGImageFormat_IsEqual
00007ff80c607050 (__TEXT,__text) non-external _vImageCGImageFormat_IsEqual_loader
00007ff80c5e8b20 (__TEXT,__text) non-external _vImageCVCGConverter_MustOperateOutOfPlace
00007ff80c5e87c0 (__TEXT,__text) non-external _vImageCVCGConverter_Print
00007ff80c5e8ab0 (__TEXT,__text) non-external _vImageCVCGConverter_PrintConcise
00007ff80c6079b0 (__TEXT,__text) external _vImageCVImageFormat_Copy
00007ff80c607aa0 (__TEXT,__text) external _vImageCVImageFormat_CopyChannelDescription
00007ff80c607520 (__TEXT,__text) non-external _vImageCVImageFormat_CopyChannelDescription_loader
00007ff80c607a60 (__TEXT,__text) external _vImageCVImageFormat_CopyConversionMatrix
00007ff80c607430 (__TEXT,__text) non-external _vImageCVImageFormat_CopyConversionMatrix_loader
00007ff80c6071f0 (__TEXT,__text) non-external _vImageCVImageFormat_Copy_loader
00007ff80c6079a0 (__TEXT,__text) external _vImageCVImageFormat_Create
00007ff80c607990 (__TEXT,__text) external _vImageCVImageFormat_CreateWithCVPixelBuffer
00007ff80c607160 (__TEXT,__text) non-external _vImageCVImageFormat_CreateWithCVPixelBuffer_loader
00007ff80c607190 (__TEXT,__text) non-external _vImageCVImageFormat_Create_loader
00007ff80c607a70 (__TEXT,__text) external _vImageCVImageFormat_GetAlphaHint
00007ff80c607480 (__TEXT,__text) non-external _vImageCVImageFormat_GetAlphaHint_loader
00007ff80c6079f0 (__TEXT,__text) external _vImageCVImageFormat_GetChannelCount
00007ff80c6072b0 (__TEXT,__text) non-external _vImageCVImageFormat_GetChannelCount_loader
00007ff80c607a90 (__TEXT,__text) external _vImageCVImageFormat_GetChannelDescription
00007ff80c6074f0 (__TEXT,__text) non-external _vImageCVImageFormat_GetChannelDescription_loader
00007ff80c607a00 (__TEXT,__text) external _vImageCVImageFormat_GetChannelNames
00007ff80c6072e0 (__TEXT,__text) non-external _vImageCVImageFormat_GetChannelNames_loader
00007ff80c607a30 (__TEXT,__text) external _vImageCVImageFormat_GetChromaSiting
00007ff80c607380 (__TEXT,__text) non-external _vImageCVImageFormat_GetChromaSiting_loader
00007ff80c607a10 (__TEXT,__text) external _vImageCVImageFormat_GetColorSpace
00007ff80c607310 (__TEXT,__text) non-external _vImageCVImageFormat_GetColorSpace_loader
00007ff80c607a50 (__TEXT,__text) external _vImageCVImageFormat_GetConversionMatrix
00007ff80c6073f0 (__TEXT,__text) non-external _vImageCVImageFormat_GetConversionMatrix_loader
00007ff80c6079e0 (__TEXT,__text) external _vImageCVImageFormat_GetFormatCode
00007ff80c607280 (__TEXT,__text) non-external _vImageCVImageFormat_GetFormatCode_loader
00007ff80c607ab0 (__TEXT,__text) external _vImageCVImageFormat_GetUserData
00007ff80c607570 (__TEXT,__text) non-external _vImageCVImageFormat_GetUserData_loader
00007ff80c607ad0 (__TEXT,__text) non-external (was a private external) _vImageCVImageFormat_InitvImageCGImageFormat
00007ff80c6075f0 (__TEXT,__text) non-external _vImageCVImageFormat_InitvImageCGImageFormat_loader
00007ff80c607ae0 (__TEXT,__text) non-external (was a private external) _vImageCVImageFormat_Print
00007ff80c607640 (__TEXT,__text) non-external _vImageCVImageFormat_Print_loader
00007ff80c6079d0 (__TEXT,__text) external _vImageCVImageFormat_Release
00007ff80c607250 (__TEXT,__text) non-external _vImageCVImageFormat_Release_loader
00007ff80c6079c0 (__TEXT,__text) external _vImageCVImageFormat_Retain
00007ff80c607220 (__TEXT,__text) non-external _vImageCVImageFormat_Retain_loader
00007ff80c607a80 (__TEXT,__text) external _vImageCVImageFormat_SetAlphaHint
00007ff80c6074b0 (__TEXT,__text) non-external _vImageCVImageFormat_SetAlphaHint_loader
00007ff80c607a40 (__TEXT,__text) external _vImageCVImageFormat_SetChromaSiting
00007ff80c6073b0 (__TEXT,__text) non-external _vImageCVImageFormat_SetChromaSiting_loader
00007ff80c607a20 (__TEXT,__text) external _vImageCVImageFormat_SetColorSpace
00007ff80c607340 (__TEXT,__text) non-external _vImageCVImageFormat_SetColorSpace_loader
00007ff80c607ac0 (__TEXT,__text) external _vImageCVImageFormat_SetUserData
00007ff80c6075a0 (__TEXT,__text) non-external _vImageCVImageFormat_SetUserData_loader
00007ff80c35f8e0 (__TEXT,__text) external _vImageClipToAlpha_ARGB8888
00007ff843b4f6b8 (__DATA,__bss) non-external _vImageClipToAlpha_ARGB8888.vClipToAlpha_ARGB8888_CV
00007ff80c35fbe0 (__TEXT,__text) external _vImageClipToAlpha_ARGBFFFF
00007ff843b4f6c0 (__DATA,__bss) non-external _vImageClipToAlpha_ARGBFFFF.vClipToAlpha_ARGBFFFF_CV
00007ff80c35f380 (__TEXT,__text) external _vImageClipToAlpha_Planar8
00007ff843b4f6a8 (__DATA,__bss) non-external _vImageClipToAlpha_Planar8.vClipToAlpha_Planar8_CV
00007ff80c35f630 (__TEXT,__text) external _vImageClipToAlpha_PlanarF
00007ff843b4f6b0 (__DATA,__bss) non-external _vImageClipToAlpha_PlanarF.vClipToAlpha_PlanarF_CV
00007ff80c33d2b0 (__TEXT,__text) external _vImageClipToAlpha_RGBA8888
00007ff843b4f030 (__DATA,__bss) non-external _vImageClipToAlpha_RGBA8888.vClipToAlpha_RGBA8888_CV
00007ff80c35fe20 (__TEXT,__text) external _vImageClipToAlpha_RGBAFFFF
00007ff843b4f6c8 (__DATA,__bss) non-external _vImageClipToAlpha_RGBAFFFF.vClipToAlpha_RGBAFFFF_CV
00007ff80c5e1fe0 (__TEXT,__text) external _vImageClip_PlanarF
00007ff843b4ff90 (__DATA,__bss) non-external _vImageClip_PlanarF.vClip_PlanarF
00007ff80c466840 (__TEXT,__text) external _vImageComputeBufferLumas_RGBAFFFF
00007ff80c4666f0 (__TEXT,__text) external _vImageComputeScaFactor_RGBAFFFF
00007ff80c47c260 (__TEXT,__text) external _vImageContrastStretch_ARGB8888
00007ff80c47cae0 (__TEXT,__text) external _vImageContrastStretch_ARGBFFFF
00007ff80c47a640 (__TEXT,__text) external _vImageContrastStretch_Planar8
00007ff80c47ae20 (__TEXT,__text) external _vImageContrastStretch_PlanarF
00007ff80c38c9b0 (__TEXT,__text) external _vImageConvert_12UTo16U
00007ff843b4f8e0 (__DATA,__bss) non-external _vImageConvert_12UTo16U.vConvert_12UTo16U
00007ff80c38b5f0 (__TEXT,__text) external _vImageConvert_16Fto16Q12
00007ff843b4f8a0 (__DATA,__bss) non-external _vImageConvert_16Fto16Q12.vConvert_16Fto16Q12
00007ff80c316930 (__TEXT,__text) external _vImageConvert_16Fto16U
00007ff843b4f8f8 (__DATA,__bss) non-external _vImageConvert_16Fto16U.vConvert_16Fto16U
00007ff80c3102e0 (__TEXT,__text) external _vImageConvert_16Q12to16F
00007ff843b4f888 (__DATA,__bss) non-external _vImageConvert_16Q12to16F.vConvert_16Q12to16F
00007ff80c5e1e20 (__TEXT,__text) external _vImageConvert_16Q12to16U
00007ff843b4ff88 (__DATA,__bss) non-external _vImageConvert_16Q12to16U.vConvert_16Q12to16U
00007ff80c2f6790 (__TEXT,__text) external _vImageConvert_16Q12to8
00007ff843b4f040 (__DATA,__bss) non-external _vImageConvert_16Q12to8.vConvert_16Q12to8
00007ff80c38b780 (__TEXT,__text) external _vImageConvert_16Q12toF
00007ff843b4f8a8 (__DATA,__bss) non-external _vImageConvert_16Q12toF.vConvert_16Q12toF
00007ff80c5e2460 (__TEXT,__text) external _vImageConvert_16SToF
00007ff843b4ffa8 (__DATA,__bss) non-external _vImageConvert_16SToF.vConvert_16StoF
00007ff80c38cbd0 (__TEXT,__text) external _vImageConvert_16UTo12U
00007ff843b4f8e8 (__DATA,__bss) non-external _vImageConvert_16UTo12U.vConvert_16UTo12U
00007ff80c321830 (__TEXT,__text) external _vImageConvert_16UToF
00007ff843b4ffb8 (__DATA,__bss) non-external _vImageConvert_16UToF.vConvert_16UtoF
00007ff80c5e1850 (__TEXT,__text) external _vImageConvert_16UToPlanar8
00007ff843b4ff70 (__DATA,__bss) non-external _vImageConvert_16UToPlanar8.vConvert_16UtoPlanar8
00007ff80c38cdf0 (__TEXT,__text) external _vImageConvert_16Uto16F
00007ff843b4f8f0 (__DATA,__bss) non-external _vImageConvert_16Uto16F.vLookupTable_Planar16toPlanar16
00007ff80c5e1c60 (__TEXT,__text) external _vImageConvert_16Uto16Q12
00007ff843b4ff80 (__DATA,__bss) non-external _vImageConvert_16Uto16Q12.vConvert_16Uto16Q12
00007ff80c611be0 (__TEXT,__text) external _vImageConvert_420Yp10_CbCr10ToARGB16F
00007ff80ce30c70 (__TEXT,__const) non-external _vImageConvert_420Yp10_CbCr10ToARGB16F.identityMap
00007ff843b501a0 (__DATA,__bss) non-external _vImageConvert_420Yp10_CbCr10ToARGB16F.vConvert_420Yp10_CbCr10ToARGB16F
00007ff80c60f870 (__TEXT,__text) external _vImageConvert_420Yp10_CbCr10ToXRGB2101010W
00007ff843b50150 (__DATA,__bss) non-external _vImageConvert_420Yp10_CbCr10ToXRGB2101010W.vConvert_420Yp10_CbCr10ToXRGB2101010W
00007ff80c60a540 (__TEXT,__text) external _vImageConvert_420Yp8_Cb8_Cr8ToARGB8888
00007ff80ce30c10 (__TEXT,__const) non-external _vImageConvert_420Yp8_Cb8_Cr8ToARGB8888.identityMap
00007ff843b50090 (__DATA,__bss) non-external _vImageConvert_420Yp8_Cb8_Cr8ToARGB8888.vConvert_420Yp8_Cb8_Cr8ToARGB8888
00007ff80c332f80 (__TEXT,__text) external _vImageConvert_420Yp8_CbCr8ToARGB8888
00007ff80ce30c18 (__TEXT,__const) non-external _vImageConvert_420Yp8_CbCr8ToARGB8888.identityMap
00007ff843b500a0 (__DATA,__bss) non-external _vImageConvert_420Yp8_CbCr8ToARGB8888.vConvert_420Yp8_CbCr8ToARGB8888
00007ff80c612c70 (__TEXT,__text) external _vImageConvert_422CbYpCrYp10ToARGB16F
00007ff80ce30c80 (__TEXT,__const) non-external _vImageConvert_422CbYpCrYp10ToARGB16F.identityMap
