00000001cbf83240 (__TEXT,__text) non-external +[NFPromise new]
00000001f1d5e978 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e17_v16?0"NSError"8l
00000001f1d5eae8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?08l
00000001f1d5ec68 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NFPromise"16?0d8l
00000001f1d5ea58 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<?>8l
00000001f1d5eb48 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e26_"NFPromise"16?0?<v?>8l
00000001f1d5e828 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f1d5ec08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"16?0?<v??<v?>?<v?"NSError">>8l
00000001f1d5eb18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"816l
00000001f1d5ecc8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8d16l
00000001f1d5ea88 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<?>16l
00000001f1d5eb78 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v?>16l
00000001f1d5e8d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f1d5ec38 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e83_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v??<v?>?<v?"NSError">>16l
00000001f1d5eab8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_16?08l
00000001f1d5e948 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_v16?08l
00000001f1d5ee08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e30_v16?0"NSObject<OS_nw_path>"8l
00000001f1d5eee8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e17_v16?0"NSError"8l
00000001f1d5ef18 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e5_v8?0l
00000001f1d5eeb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e8_16?08l
00000001f1d5ee58 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e5_v8?0l
00000001f1d5edb8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e23_v32?0Q816"NSError"24l
00000001f1d5eba8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f1d5ecf8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001f1d5ee88 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e14_v16?0?<v?>8l
00000001f1d5ec98 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e8_16?08l
00000001f1d5ed58 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40bs48bs_e23_v32?0Q816"NSError"24l
00000001f1d5ea08 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f1d5e858 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e16_"NFPromise"8?0l
00000001f1d5e888 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e8_16?08l
00000001f1d5ed28 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001f1d5e9d8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40bs48bs56bs_e8_v16?08l
00000001f1d5e9a8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48bs56bs_e5_v8?0l
00000001f1d5e7e8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1d5e908 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1d5ede8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1d5ef48 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1d5ef68 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1d5ea38 (__AUTH_CONST,__const) non-external ___block_literal_global.28
00000001f1d5e808 (__AUTH_CONST,__const) non-external ___block_literal_global.3
00000001f1d5e928 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f1d5e8b8 (__AUTH_CONST,__const) non-external ___block_literal_global.54
00000001f1d5ee38 (__AUTH_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001cbf84270 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001cbf86f9c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40b
00000001cbf86dd4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001cbf8029c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001cbf841ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001cbf855c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b
00000001cbf838b4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b56b
00000001cbf86e64 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001cbf84ab0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001cbf8391c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001cbf83808 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b
00000001cbf82518 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001cbf85ecc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001cbf802a4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001cbf86e24 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001cbf84234 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001cbf8255c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001cbf83868 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001cbf85ed8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001cbf82dfc (__TEXT,__text) non-external ___zalgoIfMain_block_invoke
00000001cbf82d3c (__TEXT,__text) non-external ___zalgo_block_invoke
                 (undefined) external __dispatch_main_q (from libSystem)
00000001cbf881f0 (__TEXT,__text) non-external __getNSValueBytes
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_autorelease_frequency (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00000001e7d061f0 (__DATA,__data) external _kNFPromiseErrorDomain
00000001e7d061e0 (__DATA,__data) external _kNFPromiseSealingErrorCode
00000001e7d061e8 (__DATA,__data) external _kNFPromiseTimeoutErrorCode
00000001f1d5cb30 (__DATA_CONST,__const) external _kNFReachabilityChangedNotification
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _nw_path_get_status (from Network)
                 (undefined) external _nw_path_is_constrained (from Network)
                 (undefined) external _nw_path_is_equal (from Network)
                 (undefined) external _nw_path_is_expensive (from Network)
                 (undefined) external _nw_path_monitor_cancel (from Network)
                 (undefined) external _nw_path_monitor_create (from Network)
                 (undefined) external _nw_path_monitor_set_queue (from Network)
                 (undefined) external _nw_path_monitor_set_update_handler (from Network)
                 (undefined) external _nw_path_monitor_start (from Network)
                 (undefined) external _nw_path_uses_interface_type (from Network)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001cbf8cdc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
00000001cbf8cde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001cbf8ce00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_currentNetworkStatus
00000001cbf8ce20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_statusFromNetworkPath:
00000001cbf8ce40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateCurrentNetworkPath:
00000001cbf8ce60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activate
00000001cbf8ce80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001cbf8cea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allValues
00000001cbf8cec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$alwaysOn:always:
00000001cbf8cee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001cbf8cf00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
00000001cbf8cf20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001cbf8cf40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withError:
00000001cbf8cf60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withValue:
00000001cbf8cf80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:withValue:
00000001cbf8cfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid
00000001cbf8cfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid:
00000001cbf8cfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attemptTriggersForCurrentEvent:
00000001cbf8d000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$block
00000001cbf8d020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001cbf8d040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTry:withOwner:
00000001cbf8d060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTryBlock
00000001cbf8d080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
00000001cbf8d0a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$children
00000001cbf8d0c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001cbf8d0e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001cbf8d100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$constructor
00000001cbf8d120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001cbf8d140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
00000001cbf8d160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001cbf8d180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001cbf8d1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001cbf8d1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentNetworkPath
00000001cbf8d1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataUsingEncoding:
00000001cbf8d200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithContentsOfFile:
00000001cbf8d220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deactivate
00000001cbf8d240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001cbf8d260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001cbf8d280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
00000001cbf8d2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001cbf8d2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegateProtocol
00000001cbf8d2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$destinationState
00000001cbf8d300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObject:forKey:
00000001cbf8d320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001cbf8d340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnter:withOwner:
00000001cbf8d360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnterBlock
00000001cbf8d380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExit:withOwner:
00000001cbf8d3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExitBlock
00000001cbf8d3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001cbf8d3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$error
00000001cbf8d400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorOn:error:
00000001cbf8d420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001cbf8d440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$event
00000001cbf8d460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$events
00000001cbf8d480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exceptionWithName:reason:userInfo:
00000001cbf8d4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fc_createStateMachineErrorForCode:userInfo:
00000001cbf8d4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001cbf8d4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireBlock
00000001cbf8d500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnAny
00000001cbf8d520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnce
00000001cbf8d540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fired:withOwner:
00000001cbf8d560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstly:
00000001cbf8d580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fromState
00000001cbf8d5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValue:
00000001cbf8d5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleAlwaysTrigger:event:
00000001cbf8d5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleOnceTrigger:event:
00000001cbf8d600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handlers
00000001cbf8d620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001cbf8d640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hashTableWithOptions:
00000001cbf8d660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
00000001cbf8d680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initForReadingFromData:error:
00000001cbf8d6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDelegate:delegateProtocol:options:
00000001cbf8d6c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDomain:code:userInfo:
00000001cbf8d6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithError:
00000001cbf8d700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithFormat:
00000001cbf8d720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithKey:fireOnce:fireOnAny:events:block:
00000001cbf8d740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithOptions:
00000001cbf8d760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithResolver:
00000001cbf8d780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithStateMachine:event:fromState:toState:context:
00000001cbf8d7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001cbf8d7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValue:
00000001cbf8d7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invokeWithTarget:
00000001cbf8d800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqual:
00000001cbf8d820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001cbf8d840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001cbf8d860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$key
00000001cbf8d880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001cbf8d8a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001cbf8d8c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$methodSignatureForSelector:
00000001cbf8d8e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$name
00000001cbf8d900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:
00000001cbf8d920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:withData:
00000001cbf8d940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClasses:withData:
00000001cbf8d960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001cbf8d980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedInteger:
00000001cbf8d9a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objCType
00000001cbf8d9c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001cbf8d9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$owner
00000001cbf8da00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performWithLockSync:
00000001cbf8da20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$postNotificationName:object:
00000001cbf8da40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$registerHandler:
00000001cbf8da60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reject:
00000001cbf8da80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAllObjects
00000001cbf8daa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObject:
00000001cbf8dac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObjectForKey:
00000001cbf8dae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolve:
00000001cbf8db00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolveOn:reject:resolve:
00000001cbf8db20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal
00000001cbf8db40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal:error:resolution:
00000001cbf8db60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$selector
00000001cbf8db80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCanTryBlock:
00000001cbf8dba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentNetworkPath:
00000001cbf8dbc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentReachabilityStatus:
00000001cbf8dbe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidEnterBlock:
00000001cbf8dc00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidExitBlock:
00000001cbf8dc20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setError:
00000001cbf8dc40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFireBlock:
00000001cbf8dc60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001cbf8dc80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSeal:
00000001cbf8dca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setState:
00000001cbf8dcc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatus:
00000001cbf8dce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatusToken:
00000001cbf8dd00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setValue:
00000001cbf8dd20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillEnterBlock:
00000001cbf8dd40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillExitBlock:
00000001cbf8dd60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObject:
00000001cbf8dd80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$state
00000001cbf8dda0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$states
00000001cbf8ddc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$status
00000001cbf8dde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$statusToken
00000001cbf8de00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001cbf8de20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFileSystemRepresentation:length:
00000001cbf8de40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001cbf8de60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$then:
00000001cbf8de80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$thenOn:then:
00000001cbf8dea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeoutAfter:on:
00000001cbf8dec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$toState
00000001cbf8dee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerOnAnyEvent:block:
00000001cbf8df00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggers
00000001cbf8df20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001cbf8df40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
00000001cbf8df60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueWithBytes:objCType:
00000001cbf8df80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnter:withOwner:
00000001cbf8dfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnterBlock
00000001cbf8dfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExit:withOwner:
00000001cbf8dfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExitBlock
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_variant_has_internal_content (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00000001e86a8ea0 (__DATA_DIRTY,__bss) non-external _sharedInstance.onceToken
00000001e86a8e98 (__DATA_DIRTY,__bss) non-external _sharedInstance.s_reachability
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001cbf82ce8 (__TEXT,__text) external _zalgo
00000001e86a8e80 (__DATA_DIRTY,__bss) non-external _zalgo.queue
00000001e86a8e78 (__DATA_DIRTY,__bss) non-external _zalgo.token
00000001cbf82da8 (__TEXT,__text) external _zalgoIfMain
00000001e86a8e90 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.queue
00000001e86a8e88 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.token
