00007ff8400abe00 (__DATA,__data) non-external _C
00007ff800b64a4e (__TEXT,__text) external _fgetln
00007ff800b64bde (__TEXT,__text) external _fgetpos
00007ff800b64c03 (__TEXT,__text) external _fgets
00007ff800b64d51 (__TEXT,__text) external _fgetwc
00007ff800b64e7a (__TEXT,__text) external _fgetwc_l
00007ff800b64f9a (__TEXT,__text) external _fgetwln
00007ff800b64ee5 (__TEXT,__text) external _fgetwln_l
00007ff800b651a0 (__TEXT,__text) external _fgetws
00007ff800b64fc2 (__TEXT,__text) external _fgetws_l
00007ff8400acb28 (__DATA,__data) non-external _filelist_lock
00007ff800b651c8 (__TEXT,__text) external _fileno
00007ff800b651ec (__TEXT,__text) external _fileno_unlocked
00007ff800b680f9 (__TEXT,__text) non-external _find_temp_path
00007ff800b80d4c (__TEXT,__text) non-external _first_wday_of
00007ff800ba4430 (__TEXT,__const) non-external _fiveToThe1000
00007ff800b64162 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800b48a26 (__TEXT,__text) non-external _flush_meta
                 (undefined) external _fma (from libsystem_m)
00007ff800b83973 (__TEXT,__text) external _fmemopen
00007ff800b83c05 (__TEXT,__text) non-external _fmemopen_close
00007ff800b83af2 (__TEXT,__text) non-external _fmemopen_read
00007ff800b83bab (__TEXT,__text) non-external _fmemopen_seek
00007ff800b83b3c (__TEXT,__text) non-external _fmemopen_write
00007ff840076b40 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800b51db4 (__TEXT,__text) external _fmtcheck
00007ff800b52364 (__TEXT,__text) external _fmtmsg
00007ff800b528df (__TEXT,__text) external _fnmatch
00007ff800b65719 (__TEXT,__text) external _fopen
00007ff800ba1362 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800b43310 (__TEXT,__text) external _fork
00007ff800b65816 (__TEXT,__text) external _fprintf
00007ff800b658da (__TEXT,__text) external _fprintf_l
00007ff8400acd88 (__DATA,__data) non-external _fptr
00007ff800b65976 (__TEXT,__text) external _fpurge
00007ff800b659f4 (__TEXT,__text) external _fputc
00007ff800b65a5b (__TEXT,__text) external _fputs
00007ff800b65bc8 (__TEXT,__text) external _fputwc
00007ff800b65c2e (__TEXT,__text) external _fputwc_l
00007ff800b65e03 (__TEXT,__text) external _fputws
00007ff800b65ca1 (__TEXT,__text) external _fputws_l
00007ff800b65fb2 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800b41a1c (__TEXT,__text) external _free_printf_comp
00007ff800b41d8a (__TEXT,__text) external _free_printf_domain
00007ff800b40321 (__TEXT,__text) external _freelocale
00007ff800b66241 (__TEXT,__text) external _freopen
00007ff800b66590 (__TEXT,__text) external _fscanf
00007ff800b666aa (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800b667c7 (__TEXT,__text) external _fseek
00007ff800b66c62 (__TEXT,__text) external _fseeko
00007ff800b66cc6 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800b39a3c (__TEXT,__text) external _fstatvfs
00007ff8400ab7a0 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800b43a47 (__TEXT,__text) external _fsync_volume_np
00007ff800b66cd5 (__TEXT,__text) external _ftell
00007ff800b66cdf (__TEXT,__text) external _ftello
00007ff800b7b20d (__TEXT,__text) external _ftime
00007ff800b53a70 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800b64198 (__TEXT,__text) external _ftrylockfile
00007ff800b3c42b (__TEXT,__text) non-external _fts_alloc
00007ff800b3b4e8 (__TEXT,__text) non-external _fts_build
00007ff800ba26c7 (__TEXT,__text) non-external _fts_build.cold.1
00007ff800ba26c7 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800ba26c7 (__TEXT,__text) non-external _fts_build.cold.3
00007ff800ba26c7 (__TEXT,__text) non-external _fts_build.cold.4
00007ff800ba26c7 (__TEXT,__text) non-external _fts_build.cold.5
00007ff800ba26c7 (__TEXT,__text) non-external _fts_build.cold.6
00007ff800b3c26f (__TEXT,__text) external _fts_children
00007ff800b3ad80 (__TEXT,__text) external _fts_close
00007ff800b3aebc (__TEXT,__text) non-external _fts_fchdir
00007ff800b3ae88 (__TEXT,__text) non-external _fts_free
00007ff800b3c1b8 (__TEXT,__text) non-external _fts_load
00007ff800b3a9c4 (__TEXT,__text) external _fts_open
00007ff800b3ace4 (__TEXT,__text) external _fts_open_b
00007ff800b3c3ba (__TEXT,__text) non-external _fts_palloc
00007ff800b3aed6 (__TEXT,__text) external _fts_read
00007ff800b3b322 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800b3c24c (__TEXT,__text) external _fts_set
00007ff800b3c4bc (__TEXT,__text) non-external _fts_sort
00007ff800b3c5d7 (__TEXT,__text) non-external _fts_stat2
00007ff800b3d970 (__TEXT,__text) external _ftw
00007ff800b641cc (__TEXT,__text) external _funlockfile
00007ff800b66eaa (__TEXT,__text) external _funopen
00007ff800b6731f (__TEXT,__text) external _fwide
00007ff800b6737c (__TEXT,__text) external _fwprintf
00007ff800b67440 (__TEXT,__text) external _fwprintf_l
00007ff800b674dc (__TEXT,__text) external _fwrite
00007ff800b675ee (__TEXT,__text) external _fwscanf
00007ff800b676b2 (__TEXT,__text) external _fwscanf_l
00007ff800b41777 (__TEXT,__text) external _fxprintf
00007ff800b4222e (__TEXT,__text) external _fxprintf_exec
00007ff8400aced8 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800b8d09a (__TEXT,__text) external _gcvt
00007ff800b50004 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8400ade08 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff8400ac3e0 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800b38710 (__TEXT,__text) non-external _generalSlowpath
00007ff800ba24dd (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800ba2618 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800ba263b (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800ba265e (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff800ba2681 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800ba2500 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800ba2523 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800ba2546 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800ba2569 (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800ba258c (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff800ba25af (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800ba25d2 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800ba25f5 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff8400add84 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8400add98 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8400add88 (__DATA,__bss) non-external _get_clock.last
00007ff800b51e29 (__TEXT,__text) non-external _get_next_format
00007ff800b51f74 (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800b51f22 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800b53ae2 (__TEXT,__text) external _getbsize
00007ff8400ade60 (__DATA,__bss) non-external _getbsize.header
00007ff800b6774e (__TEXT,__text) external _getc
00007ff800b67795 (__TEXT,__text) external _getc_unlocked
00007ff800b677bb (__TEXT,__text) external _getchar
00007ff800b67806 (__TEXT,__text) external _getchar_unlocked
00007ff800b555b7 (__TEXT,__text) external _getcwd
00007ff800b410a4 (__TEXT,__text) external _getdate
00007ff8400add38 (__DATA,__bss) non-external _getdate.tm
00007ff8400b8b18 (__DATA,__common) external _getdate_err
00007ff800b67836 (__TEXT,__text) external _getdelim
00007ff800b3a2f7 (__TEXT,__text) external _getdiskbyname
00007ff8400adc40 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800b53dde (__TEXT,__text) non-external _getent
00007ff800b84f40 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800b43c20 (__TEXT,__text) external _gethostid
00007ff800b555c6 (__TEXT,__text) external _gethostname
00007ff800b67ae7 (__TEXT,__text) external _getline
00007ff800b3ca78 (__TEXT,__text) external _getloadavg
00007ff800b556d2 (__TEXT,__text) external _getmntinfo
00007ff8400adea8 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800b556f8 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800b557b4 (__TEXT,__text) external _getmntinfo_r_np
00007ff800b56c90 (__TEXT,__text) external _getmode
00007ff800b7d553 (__TEXT,__text) non-external _getoffset
00007ff800b84f8d (__TEXT,__text) external _getopt
00007ff8400acd28 (__DATA,__data) non-external _getopt.place
00007ff800b851d0 (__TEXT,__text) non-external _getopt_internal
00007ff800ba3ad2 (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff8400acd30 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800b851c0 (__TEXT,__text) external _getopt_long
00007ff800b857c2 (__TEXT,__text) external _getopt_long_only
00007ff800b5580c (__TEXT,__text) external _getpagesize
00007ff8400adec0 (__DATA,__bss) non-external _getpagesize.value
00007ff800b55885 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800b558f9 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff800b7d584 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff800b67af9 (__TEXT,__text) external _gets
00007ff800ba5ae0 (__TEXT,__const) non-external _gets.w
00007ff8400af948 (__DATA,__bss) non-external _gets.warned
00007ff800b7d97c (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800b85c05 (__TEXT,__text) external _getsubopt
00007ff800b433e0 (__TEXT,__text) external _gettimeofday
00007ff8400addfc (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8400ade00 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8400addf8 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800b3cca3 (__TEXT,__text) external _getttyent
00007ff8400adc90 (__DATA,__bss) non-external _getttyent.line
00007ff840076358 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff8400adc50 (__DATA,__bss) non-external _getttyent.tty
00007ff800b3cb49 (__TEXT,__text) external _getttynam
00007ff800b3a960 (__TEXT,__text) non-external _gettype
00007ff800b3d3cc (__TEXT,__text) external _getusershell
00007ff800b3d689 (__TEXT,__text) external _getvfsbyname
00007ff800b67bae (__TEXT,__text) external _getw
00007ff800b67be9 (__TEXT,__text) external _getwc
00007ff800b67c11 (__TEXT,__text) external _getwc_l
00007ff800b67c1b (__TEXT,__text) external _getwchar
00007ff800b67c4d (__TEXT,__text) external _getwchar_l
00007ff800b43c91 (__TEXT,__text) external _getwd
00007ff800b7d4d3 (__TEXT,__text) non-external _getzname
00007ff800ba5db4 (__TEXT,__const) non-external _gmt
00007ff800b7da91 (__TEXT,__text) non-external _gmt_init
00007ff8400accc0 (__DATA,__data) non-external _gmt_once
00007ff800b7cd91 (__TEXT,__text) external _gmtime
00007ff8400b4298 (__DATA,__bss) non-external _gmtime_key
00007ff8400b4294 (__DATA,__bss) non-external _gmtime_key_error
00007ff800b7ce2f (__TEXT,__text) non-external _gmtime_key_init
00007ff8400accb0 (__DATA,__data) non-external _gmtime_once
00007ff800b7ceb7 (__TEXT,__text) external _gmtime_r
00007ff800b7c35f (__TEXT,__text) non-external _gmtload
00007ff8400b42d8 (__DATA,__bss) non-external _gmtmem
00007ff800b7ce53 (__TEXT,__text) non-external _gmtsub
00007ff800ba5f50 (__TEXT,__const) non-external _gnuoptchar
00007ff8400ade88 (__DATA,__bss) non-external _gottoprec
00007ff800b8cc53 (__TEXT,__text) external _grantpt
00007ff800b70908 (__TEXT,__text) non-external _grouping_init
00007ff800b7744e (__TEXT,__text) non-external _grouping_init
00007ff800b70aaf (__TEXT,__text) non-external _grouping_print
00007ff800b77690 (__TEXT,__text) non-external _grouping_print
00007ff8400b8af8 (__DATA,__bss) non-external _handlers
00007ff800b4a00c (__TEXT,__text) non-external _hash4
00007ff800b48bdf (__TEXT,__text) non-external _hash_access
00007ff800b4847b (__TEXT,__text) non-external _hash_close
00007ff800b8b514 (__TEXT,__text) external _hash_create
00007ff800b484ac (__TEXT,__text) non-external _hash_delete
00007ff800b8b59c (__TEXT,__text) external _hash_destroy
00007ff800b48509 (__TEXT,__text) non-external _hash_fd
00007ff800b48538 (__TEXT,__text) non-external _hash_get
00007ff800b8b7e2 (__TEXT,__text) external _hash_purge
00007ff800b4857d (__TEXT,__text) non-external _hash_put
00007ff800b8b666 (__TEXT,__text) external _hash_search
00007ff800b485e4 (__TEXT,__text) non-external _hash_seq
00007ff800b8b856 (__TEXT,__text) external _hash_stats
00007ff800b4883f (__TEXT,__text) non-external _hash_sync
00007ff800b8b778 (__TEXT,__text) external _hash_traverse
00007ff800b85d30 (__TEXT,__text) external _hcreate
00007ff800b48361 (__TEXT,__text) non-external _hdestroy
00007ff800b85dfe (__TEXT,__text) external _hdestroy
00007ff800b85f2f (__TEXT,__text) external _heapsort
00007ff800b8d308 (__TEXT,__text) external _heapsort_b
00007ff800ba4220 (__TEXT,__const) non-external _hexdigit
00007ff800ba8a00 (__TEXT,__cstring) non-external _hexlist
00007ff8400adcf8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800b85e7a (__TEXT,__text) external _hsearch
00007ff8400b8a90 (__DATA,__bss) non-external _htable
00007ff8400b8a98 (__DATA,__bss) non-external _htablesize
00007ff800ba5f30 (__TEXT,__const) non-external _illoptchar
00007ff800ba6020 (__TEXT,__const) non-external _illoptstring
00007ff800b861b1 (__TEXT,__text) external _imaxabs
00007ff800b861c1 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800b38fe4 (__TEXT,__text) non-external _infinity
00007ff800b392d0 (__TEXT,__text) non-external _initMPFromDigits
00007ff800ba4320 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800b3d400 (__TEXT,__text) non-external _initshells
00007ff800b8a191 (__TEXT,__text) external _initstate
00007ff800b86bbe (__TEXT,__text) non-external _insertionsort
00007ff800b8ee9e (__TEXT,__text) non-external _insertionsort
00007ff800b861f0 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800b3e4e6 (__TEXT,__text) external _isalnum
00007ff800b3ec37 (__TEXT,__text) external _isalnum_l
00007ff800b3e54a (__TEXT,__text) external _isalpha
00007ff800b3ec9b (__TEXT,__text) external _isalpha_l
00007ff800b3e4d5 (__TEXT,__text) external _isascii
00007ff800b55907 (__TEXT,__text) external _isatty
00007ff800b3e5a8 (__TEXT,__text) external _isblank
00007ff800b3ecf9 (__TEXT,__text) external _isblank_l
00007ff800b3e606 (__TEXT,__text) external _iscntrl
00007ff800b3ed57 (__TEXT,__text) external _iscntrl_l
00007ff800b3e664 (__TEXT,__text) external _isdigit
00007ff800b3edb5 (__TEXT,__text) external _isdigit_l
00007ff800b3e687 (__TEXT,__text) external _isgraph
00007ff800b3ee13 (__TEXT,__text) external _isgraph_l
00007ff800b3e9b8 (__TEXT,__text) external _ishexnumber
00007ff800b3ee71 (__TEXT,__text) external _ishexnumber_l
00007ff800b3ea16 (__TEXT,__text) external _isideogram
00007ff800b3eecf (__TEXT,__text) external _isideogram_l
00007ff800b3e6e5 (__TEXT,__text) external _islower
00007ff800b3ef2d (__TEXT,__text) external _islower_l
00007ff800b3ea74 (__TEXT,__text) external _isnumber
00007ff800b3ef8b (__TEXT,__text) external _isnumber_l
00007ff800b3ead2 (__TEXT,__text) external _isphonogram
00007ff800b3efe9 (__TEXT,__text) external _isphonogram_l
00007ff800b3e743 (__TEXT,__text) external _isprint
00007ff800b3f047 (__TEXT,__text) external _isprint_l
00007ff800b3e7a1 (__TEXT,__text) external _ispunct
00007ff800b3f0a5 (__TEXT,__text) external _ispunct_l
00007ff800b3eb30 (__TEXT,__text) external _isrune
00007ff800b3f103 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800b3e7ff (__TEXT,__text) external _isspace
00007ff800b3f16c (__TEXT,__text) external _isspace_l
00007ff800b3eb92 (__TEXT,__text) external _isspecial
00007ff800b3f1ca (__TEXT,__text) external _isspecial_l
00007ff800b594cb (__TEXT,__text) non-external _istrsenvisx
00007ff800ba3484 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800ba34a7 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800ba34ca (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800ba34ed (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800b59c7c (__TEXT,__text) non-external _istrsenvisxl
00007ff800b3e85d (__TEXT,__text) external _isupper
00007ff800b3f228 (__TEXT,__text) external _isupper_l
00007ff800b3f330 (__TEXT,__text) external _iswalnum
00007ff800b3f7bc (__TEXT,__text) external _iswalnum_l
00007ff800b3f394 (__TEXT,__text) external _iswalpha
00007ff800b3f820 (__TEXT,__text) external _iswalpha_l
00007ff800b3fcd9 (__TEXT,__text) external _iswascii
00007ff800b3fc7b (__TEXT,__text) external _iswblank
00007ff800b3ff22 (__TEXT,__text) external _iswblank_l
00007ff800b3f3f2 (__TEXT,__text) external _iswcntrl
00007ff800b3f87e (__TEXT,__text) external _iswcntrl_l
00007ff800b3f450 (__TEXT,__text) external _iswctype
00007ff800b3f8dc (__TEXT,__text) external _iswctype_l
00007ff800b3f4ba (__TEXT,__text) external _iswdigit
00007ff800b3f94d (__TEXT,__text) external _iswdigit_l
00007ff800b3f4dd (__TEXT,__text) external _iswgraph
00007ff800b3f9ab (__TEXT,__text) external _iswgraph_l
00007ff800b3fcea (__TEXT,__text) external _iswhexnumber
00007ff800b3ff80 (__TEXT,__text) external _iswhexnumber_l
00007ff800b3fd48 (__TEXT,__text) external _iswideogram
00007ff800b3ffde (__TEXT,__text) external _iswideogram_l
00007ff800b3f53b (__TEXT,__text) external _iswlower
00007ff800b3fa09 (__TEXT,__text) external _iswlower_l
00007ff800b3fda6 (__TEXT,__text) external _iswnumber
00007ff800b4003c (__TEXT,__text) external _iswnumber_l
00007ff800b3fe04 (__TEXT,__text) external _iswphonogram
00007ff800b4009a (__TEXT,__text) external _iswphonogram_l
00007ff800b3f599 (__TEXT,__text) external _iswprint
00007ff800b3fa67 (__TEXT,__text) external _iswprint_l
00007ff800b3f5f7 (__TEXT,__text) external _iswpunct
00007ff800b3fac5 (__TEXT,__text) external _iswpunct_l
00007ff800b3fe62 (__TEXT,__text) external _iswrune
00007ff800b400f8 (__TEXT,__text) external _iswrune_l
00007ff800b3f655 (__TEXT,__text) external _iswspace
00007ff800b3fb23 (__TEXT,__text) external _iswspace_l
00007ff800b3fec4 (__TEXT,__text) external _iswspecial
00007ff800b40161 (__TEXT,__text) external _iswspecial_l
00007ff800b3f6b3 (__TEXT,__text) external _iswupper
00007ff800b3fb81 (__TEXT,__text) external _iswupper_l
00007ff800b3f711 (__TEXT,__text) external _iswxdigit
00007ff800b3fbdf (__TEXT,__text) external _iswxdigit_l
00007ff800b3e8bb (__TEXT,__text) external _isxdigit
00007ff800b3f286 (__TEXT,__text) external _isxdigit_l
00007ff800b559a1 (__TEXT,__text) external _jrand48
00007ff840076650 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800b43cc9 (__TEXT,__text) external _killpg
00007ff800b8ce42 (__TEXT,__text) external _l64a
00007ff8400b8ae8 (__DATA,__bss) non-external _l64a.buf
00007ff800b86219 (__TEXT,__text) external _labs
00007ff800b5bb9f (__TEXT,__text) non-external _largesearch
00007ff8400b8a40 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8400acb68 (__DATA,__data) non-external _lastglue
00007ff800b3988c (__TEXT,__text) external _lchflags
00007ff800b398c6 (__TEXT,__text) external _lchmod
00007ff8400afa20 (__DATA,__bss) non-external _lcl_TZname
00007ff8400afa10 (__DATA,__bss) non-external _lcl_is_set
00007ff8400acbc0 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff8400afb20 (__DATA,__bss) non-external _lclmem
00007ff800b559e1 (__TEXT,__text) external _lcong48
00007ff800b86229 (__TEXT,__text) external _ldiv
00007ff800b86306 (__TEXT,__text) external _lfind
00007ff800b6a94d (__TEXT,__text) non-external _lflush
00007ff8400b8b28 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff800b43aa2 (__TEXT,__text) external _libc_set_introspection_hooks
00007ff800ba26ff (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff800ba2720 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff800ba2741 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff800ba2762 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff800b633cc (__TEXT,__text) external _link_addr
00007ff800b63550 (__TEXT,__text) external _link_ntoa
00007ff8400ae110 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800b86258 (__TEXT,__text) external _llabs
00007ff800b86268 (__TEXT,__text) external _lldiv
00007ff800b63a96 (__TEXT,__text) non-external _loadCat
00007ff800b5ff44 (__TEXT,__text) non-external _loadlocale
00007ff800b5e551 (__TEXT,__text) external _localeconv
00007ff800b5e3bb (__TEXT,__text) external _localeconv_l
00007ff800ba3533 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800ba3545 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800b7cc4f (__TEXT,__text) external _localtime
00007ff8400b4290 (__DATA,__bss) non-external _localtime_key
00007ff8400b4288 (__DATA,__bss) non-external _localtime_key_error
00007ff800b7cd1e (__TEXT,__text) non-external _localtime_key_init
00007ff8400acca0 (__DATA,__data) non-external _localtime_once
00007ff800b7cd42 (__TEXT,__text) external _localtime_r
00007ff800ba08dc (__TEXT,__text) external _lockf
00007ff800b55a24 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800b424e5 (__TEXT,__text) external _login_tty
00007ff800b5bc01 (__TEXT,__text) non-external _lookup_substsearch
00007ff800ba3510 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff800b55af4 (__TEXT,__text) external _lrand48
00007ff800b86297 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800b3990b (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff8400763c0 (__DATA_CONST,__const) non-external _mapping
00007ff800b5e5fd (__TEXT,__text) external _mblen
00007ff800b5e579 (__TEXT,__text) external _mblen_l
00007ff800b5e6ce (__TEXT,__text) external _mbrlen
00007ff800b5e685 (__TEXT,__text) external _mbrlen_l
00007ff800b5e765 (__TEXT,__text) external _mbrtowc
00007ff800b5e720 (__TEXT,__text) external _mbrtowc_l
00007ff800b5e7de (__TEXT,__text) external _mbsinit
00007ff800b5e7ab (__TEXT,__text) external _mbsinit_l
00007ff800b5e85b (__TEXT,__text) external _mbsnrtowcs
00007ff800b5e816 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800b5e9f2 (__TEXT,__text) external _mbsrtowcs
00007ff800b5e9a7 (__TEXT,__text) external _mbsrtowcs_l
00007ff800b5eaf1 (__TEXT,__text) external _mbstowcs
00007ff800b5ea46 (__TEXT,__text) external _mbstowcs_l
00007ff800b5ec31 (__TEXT,__text) external _mbtowc
00007ff800b5eba1 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800b8104d (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff800b93faf (__TEXT,__text) external _memset_s
00007ff800b633bd (__TEXT,__text) non-external _memstream_close
00007ff800b63331 (__TEXT,__text) non-external _memstream_seek
00007ff800ba3578 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800ba359b (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800b63219 (__TEXT,__text) non-external _memstream_update
00007ff800ba3557 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800b63246 (__TEXT,__text) non-external _memstream_write
00007ff800b86358 (__TEXT,__text) external _mergesort
00007ff800b8e60f (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800b68570 (__TEXT,__text) external _mkdtemp
00007ff800b685df (__TEXT,__text) external _mkdtempat_np
00007ff800b684b5 (__TEXT,__text) external _mkostemp
00007ff800b68091 (__TEXT,__text) external _mkostemps
00007ff800b683c9 (__TEXT,__text) external _mkostempsat_np
00007ff800b42995 (__TEXT,__text) external _mkpath_np
00007ff800b429ab (__TEXT,__text) external _mkpathat_np
00007ff800b68523 (__TEXT,__text) external _mkstemp
00007ff800b6870b (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800b68425 (__TEXT,__text) external _mkstemps
00007ff800b68472 (__TEXT,__text) external _mkstempsat_np
00007ff800b686c9 (__TEXT,__text) external _mktemp
00007ff800b7d20b (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff800ba5dc0 (__TEXT,__const) non-external _mon_lengths
00007ff800b3e4b1 (__TEXT,__text) external _monaddition
00007ff800b3e4c9 (__TEXT,__text) external _moncontrol
00007ff800b3e4cf (__TEXT,__text) external _moncount
00007ff800b3e4a5 (__TEXT,__text) external _moninit
00007ff800b3e4c3 (__TEXT,__text) external _monitor
00007ff800b3e4bd (__TEXT,__text) external _monoutput
00007ff800b3e4b7 (__TEXT,__text) external _monreset
00007ff800b3e4ab (__TEXT,__text) external _monstartup
00007ff800b6545e (__TEXT,__text) non-external _moreglue
00007ff800b4b8d0 (__TEXT,__text) non-external _mpool_bkt
00007ff800b4bb42 (__TEXT,__text) external _mpool_close
00007ff800b4b821 (__TEXT,__text) external _mpool_filter
00007ff800b4b99d (__TEXT,__text) external _mpool_get
00007ff800b4b83c (__TEXT,__text) external _mpool_new
