00007ff843437dd0 (__DATA,__data) non-external _.compoundliteral
00007ff84069ac30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2508
00007ff8406a6118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3104
00007ff8406a6358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3349
00007ff840699c48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.444
00007ff840699ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.455
00007ff8406a64a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8406a64c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406a64e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54.3484
00007ff8406a6508 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406a6528 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8406a6548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff840699190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840699200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.29
00007ff840699930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.296
00007ff840699c68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.445
00007ff8406a6568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8406a6588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406a65a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff84069ab00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.631
00007ff8406a65c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406a65e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3483
00007ff8406995d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8406a6608 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67.3404
00007ff840699600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69.142
00007ff8406a6b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3702
00007ff8406a6628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3410
00007ff8406993c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406a6648 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3412
00007ff8406a6668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff840699230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff84069ac60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2522
00007ff840699970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.293
00007ff8406a6148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3106
00007ff8406a62c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3335
00007ff840699290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.48
00007ff840699dc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.504
00007ff840699630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff8406a6688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3467
00007ff8406a66a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff840699660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff840699690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff8406996c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ff840699440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840699780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.206
00007ff8406a6ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3657
00007ff8406a6bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3714
00007ff840699170 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8406998f0 (__DATA_CONST,__const) non-external ___block_literal_global.299
00007ff8406a6098 (__DATA_CONST,__const) non-external ___block_literal_global.3097
00007ff8406a6928 (__DATA_CONST,__const) non-external ___block_literal_global.3436
00007ff8406a6b48 (__DATA_CONST,__const) non-external ___block_literal_global.3648
00007ff8406993a0 (__DATA_CONST,__const) non-external ___block_literal_global.52
00007ff84069ab20 (__DATA_CONST,__const) non-external ___block_literal_global.630
00007ff8406991b0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff840699950 (__DATA_CONST,__const) non-external ___block_literal_global.7.292
                 (undefined) external ___bzero (from libSystem)
00007ff803d4d489 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff803d4d22f (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff803d4d5f8 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff803d565c3 (__TEXT,__text) non-external ___check_cycles1_block_invoke
00007ff803d566bc (__TEXT,__text) non-external ___check_cycles1_block_invoke.4
00007ff803d566f6 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
00007ff803d5d0ef (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff803d50db8 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff803d4ee22 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff803d5ceef (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff803d50cf0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff803d631a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff803d4c39f (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff803d50261 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803d4fc91 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803d562b8 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803d56239 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff803d43850 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803d4a420 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803d4eca8 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff803d5a3ac (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803d5a3ba (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803d4e8a8 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803d4ec78 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff803d59a36 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff803d626aa (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff803d4f52d (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803d50910 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803d62841 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff803d568f4 (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff803d5b40c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803d6273e (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff803d561d3 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff803d56df4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff803d58b75 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff803d610c8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff803d5c843 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803d4d091 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803d4da6a (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803d5330d (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803d4c883 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff803d5fde2 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff803d3f923 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff803d60e54 (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff803d45e74 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803d44e11 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff803d5f4e9 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803d5fb4d (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff803d40fdc (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff803d52496 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff803d40e4e (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803d5f5d6 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff803d5e028 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803d596dd (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff803d5690b (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff803d5b444 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803d62788 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff803d561ea (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff803d56e2c (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff803d58bbf (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff803d61136 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff803d4c4cc (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803d59a96 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803d5aba8 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff803d58884 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff803d58909 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.81
00007ff803d58648 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff803d58682 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.68
00007ff803d57dfe (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff803d57e86 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803d629e5 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff803d4e21d (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff803d4e186 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803d5c06f (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff803d4f674 (__TEXT,__text) non-external ___factor_block_invoke
00007ff803d5b7c6 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803d5f898 (__TEXT,__text) non-external ___format_error_block_invoke
00007ff803d61705 (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
00007ff803d6169b (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803d616d0 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803d613db (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803d62298 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff803d44be4 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803d4abd1 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff803d60de5 (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803d60d6f (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff803d5fa15 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff803d5aee4 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff803d58f85 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803d5808f (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff803d58eaa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff803d5b537 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff803d4f02c (__TEXT,__text) non-external ___reorder_block_invoke
00007ff803d4f5f1 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803d5d341 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803d59774 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803d597c7 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.22
00007ff803d4ed76 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff803d55aa3 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803d55fdb (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803d5c2b6 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff803d50a3a (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff803d570a7 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803d4b051 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803d5a370 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff803d459b9 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff803d5a358 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803d44c37 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803d52cc4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803d49c82 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803d52cb0 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803d48b44 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803d5aa4a (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803d41e18 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803d44034 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff803d4ece5 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803d4ebbb (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff803d56a97 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803d520d7 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803d5c1fc (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff803d5ccbf (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff803d3f1a3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff803d4a77e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff803d5fdc7 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803d5eb86 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff803d5fda8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803d5ebfe (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff803d5fd8d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803d5ec76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803d5fd0d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803d5ecee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff803d5fcb3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803d5314b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff803d5ed66 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff803d5fc59 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff803d5f04f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff803d5f0ee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff803d5f1ab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff803d5f498 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff803d5fb98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff803d52c79 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803d45a44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff803d45cab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff803d5dbcb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803d5e447 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803d5e460 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff803d5e479 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803d5ae61 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff803d5d50a (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803d5be83 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803d5bed8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff803d5bdfb (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff803d5be54 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff803d5fc1c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff803d5fbe3 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff803d623e9 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff803d62828 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803d6261a (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff803d62afe (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff803d62a8b (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff803d5bf92 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803d5d1c1 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff803d3ee0f (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff843437ab0 (__DATA,__data) non-external __address_family_aliases_
00007ff803d53121 (__TEXT,__text) non-external __buffer_close
00007ff803d5306c (__TEXT,__text) non-external __buffer_read
00007ff803d53010 (__TEXT,__text) non-external __buffer_seek
00007ff803d442a7 (__TEXT,__text) non-external __calculate_graft_position
00007ff803d5b753 (__TEXT,__text) non-external __condition_list_diff
00007ff843440830 (__DATA,__data) non-external __csop_aliases_
00007ff84343b250 (__DATA,__data) non-external __csr_aliases_
00007ff803d5fe72 (__TEXT,__text) non-external __define_filter
00007ff803d3e797 (__TEXT,__text) non-external __define_list
00007ff803d3e9d6 (__TEXT,__text) non-external __define_symbol
00007ff843440ae0 (__DATA,__data) non-external __errno_value_aliases_
00007ff84343f270 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803d44868 (__TEXT,__text) non-external __flatten
00007ff803d522e9 (__TEXT,__text) non-external __free_error_pool
00007ff843437e40 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff84343b330 (__DATA,__data) non-external __host_special_port_aliases_
00007ff843438cc0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff843440950 (__DATA,__data) non-external __kas_info_aliases_
00007ff8434409a0 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff843440a00 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff84343d900 (__DATA,__data) non-external __machtrap_aliases_
00007ff803d3e85a (__TEXT,__text) non-external __make_list_v
00007ff803d533f0 (__TEXT,__text) non-external __mbuf_close
00007ff803d5c624 (__TEXT,__text) non-external __mbuf_read
00007ff803d5c6ec (__TEXT,__text) non-external __mbuf_seek
00007ff803d53372 (__TEXT,__text) non-external __mbuf_write
00007ff843440550 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff84343dce0 (__DATA,__data) non-external __mig_routine_aliases_
00007ff843440360 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff803d4f5ab (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff803d3eef2 (__TEXT,__text) non-external __parse_file
00007ff84343bbe0 (__DATA,__data) non-external __persona_aliases_
00007ff803d59059 (__TEXT,__text) non-external __prepare_instructions
00007ff84343adf0 (__DATA,__data) non-external __privilege_aliases_
00007ff803d51ece (__TEXT,__text) non-external __push_match_byteset_instr
00007ff803d3bc1c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff803d4d8ae (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803d41c2a (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803d50d1e (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803d56b09 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803d43d21 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803d56927 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803d48f84 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff803d5b23c (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff803d48810 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff803d37868 (__TEXT,__text) non-external __sb_realloc_vector
00007ff803d61b1e (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803d48b60 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803d5a3c8 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803d5c4ed (__TEXT,__text) non-external __set_modifier_string
00007ff84343b500 (__DATA,__data) non-external __signal_aliases_
00007ff84343f770 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff84343fe10 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff843437d70 (__DATA,__data) non-external __socket_type_aliases_
00007ff84343bc60 (__DATA,__data) non-external __syscall_aliases_
00007ff843440790 (__DATA,__data) non-external __task_special_port_aliases_
00007ff84343b900 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff84343ba10 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803d45c21 (__TEXT,__text) non-external _all_args_pass_test
00007ff803d38458 (__TEXT,__text) non-external _alloc_cellseg
00007ff803d474d2 (__TEXT,__text) non-external _alloc_literal
00007ff803d59d8b (__TEXT,__text) non-external _allocate_branch_list
00007ff803d406d7 (__TEXT,__text) non-external _arg_is_condition
00007ff803d5fd28 (__TEXT,__text) non-external _arg_is_message_filter
00007ff803d45ce4 (__TEXT,__text) non-external _arg_is_modifier
00007ff803d40747 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff803d42298 (__TEXT,__text) non-external _assert_is_mutable
00007ff803d5aa10 (__TEXT,__text) non-external _assert_is_mutable.363
00007ff803d5407e (__TEXT,__text) non-external _atom2str
00007ff803d632bf (__TEXT,__text) non-external _atom2str.cold.1
00007ff803d632e2 (__TEXT,__text) non-external _atom2str.cold.2
00007ff803d63305 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803d63328 (__TEXT,__text) non-external _atom2str.cold.4
00007ff803d6334b (__TEXT,__text) non-external _atom2str.cold.5
00007ff803d6336e (__TEXT,__text) non-external _atom2str.cold.6
00007ff803d63391 (__TEXT,__text) non-external _atom2str.cold.7
00007ff803d633b4 (__TEXT,__text) non-external _atom2str.cold.8
00007ff803d3a8ff (__TEXT,__text) non-external _backchar
00007ff803d3f866 (__TEXT,__text) non-external _backtrace_pop
00007ff803d63233 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff803d38fce (__TEXT,__text) non-external _backtrace_push
00007ff803d56fc1 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff803d4bf72 (__TEXT,__text) non-external _can_combine_conjunction
00007ff803d4beff (__TEXT,__text) non-external _can_combine_disjunction
00007ff803d4d1ee (__TEXT,__text) non-external _candidate_list_lookup
00007ff803d4dbfa (__TEXT,__text) non-external _candidate_list_remove
00007ff803d50452 (__TEXT,__text) non-external _candidate_set_release
00007ff803d4062f (__TEXT,__text) non-external _car
00007ff803d4067e (__TEXT,__text) non-external _cdr
00007ff803d5633c (__TEXT,__text) non-external _check_cycles1
00007ff803d5662c (__TEXT,__text) non-external _check_cycles_policy
00007ff803d50aed (__TEXT,__text) non-external _check_dependencies
00007ff803d5cd5f (__TEXT,__text) non-external _check_instruction
00007ff803d5ce5b (__TEXT,__text) non-external _check_policy
00007ff803d6171f (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff803d35115 (__TEXT,__text) non-external _compile
00007ff803d413cc (__TEXT,__text) non-external _compute_cost_estimate
00007ff803d41163 (__TEXT,__text) non-external _compute_hash
00007ff803d5a215 (__TEXT,__text) non-external _compute_hash.278
00007ff803d44d24 (__TEXT,__text) non-external _condition_free_callback
00007ff803d5d40b (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff803d4fd0f (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff803d55bb1 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803d47b9e (__TEXT,__text) non-external _construct_automaton
00007ff803d50592 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff803d4c5d0 (__TEXT,__text) non-external _cse
00007ff803d4c904 (__TEXT,__text) non-external _cse_inferior_list
00007ff803d4c7a4 (__TEXT,__text) non-external _cse_multiple
00007ff803d4e3f1 (__TEXT,__text) non-external _dce
00007ff803d42682 (__TEXT,__text) non-external _decorate_condition
00007ff803d3f218 (__TEXT,__text) non-external _decorate_operation
00007ff803d5df88 (__TEXT,__text) non-external _define_combination_filter
00007ff803d5b187 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff840697b40 (__DATA_CONST,__const) non-external _dispatch_table
00007ff803d4a70d (__TEXT,__text) non-external _dump_stack_restore
00007ff803d4a68b (__TEXT,__text) non-external _dump_stack_stash
