00007ffa1837ff0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa183791f0 (__TEXT,__text) external _glSampleCoverage
00007ffa1837daf8 (__TEXT,__text) external _glSampleCoverageARB
00007ffa1837b593 (__TEXT,__text) external _glSampleMaski
00007ffa1837fee7 (__TEXT,__text) external _glSamplePass
00007ffa1837fee1 (__TEXT,__text) external _glSamplePassARB
00007ffa1837b757 (__TEXT,__text) external _glSamplerParameterIiv
00007ffa1837b779 (__TEXT,__text) external _glSamplerParameterIuiv
00007ffa1837b717 (__TEXT,__text) external _glSamplerParameterf
00007ffa1837b735 (__TEXT,__text) external _glSamplerParameterfv
00007ffa1837b6d4 (__TEXT,__text) external _glSamplerParameteri
00007ffa1837b6f5 (__TEXT,__text) external _glSamplerParameteriv
00007ffa18377b26 (__TEXT,__text) external _glScaled
00007ffa18377b40 (__TEXT,__text) external _glScalef
00007ffa18377b5a (__TEXT,__text) external _glScissor
00007ffa1837cabf (__TEXT,__text) external _glScissorArrayv
00007ffa1837cae1 (__TEXT,__text) external _glScissorIndexed
00007ffa1837cb08 (__TEXT,__text) external _glScissorIndexedv
00007ffa1837929c (__TEXT,__text) external _glSecondaryColor3b
00007ffa1837e8fb (__TEXT,__text) external _glSecondaryColor3bEXT
00007ffa183792bd (__TEXT,__text) external _glSecondaryColor3bv
00007ffa1837e91c (__TEXT,__text) external _glSecondaryColor3bvEXT
00007ffa183792da (__TEXT,__text) external _glSecondaryColor3d
00007ffa1837e939 (__TEXT,__text) external _glSecondaryColor3dEXT
00007ffa183792f4 (__TEXT,__text) external _glSecondaryColor3dv
00007ffa1837e953 (__TEXT,__text) external _glSecondaryColor3dvEXT
00007ffa18379311 (__TEXT,__text) external _glSecondaryColor3f
00007ffa1837e970 (__TEXT,__text) external _glSecondaryColor3fEXT
00007ffa1837932b (__TEXT,__text) external _glSecondaryColor3fv
00007ffa1837e98a (__TEXT,__text) external _glSecondaryColor3fvEXT
00007ffa18379348 (__TEXT,__text) external _glSecondaryColor3i
00007ffa1837e9a7 (__TEXT,__text) external _glSecondaryColor3iEXT
00007ffa18379369 (__TEXT,__text) external _glSecondaryColor3iv
00007ffa1837e9c8 (__TEXT,__text) external _glSecondaryColor3ivEXT
00007ffa18379386 (__TEXT,__text) external _glSecondaryColor3s
00007ffa1837e9e5 (__TEXT,__text) external _glSecondaryColor3sEXT
00007ffa183793a7 (__TEXT,__text) external _glSecondaryColor3sv
00007ffa1837ea06 (__TEXT,__text) external _glSecondaryColor3svEXT
00007ffa183793c4 (__TEXT,__text) external _glSecondaryColor3ub
00007ffa1837ea23 (__TEXT,__text) external _glSecondaryColor3ubEXT
00007ffa183793e5 (__TEXT,__text) external _glSecondaryColor3ubv
00007ffa1837ea44 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00007ffa18379402 (__TEXT,__text) external _glSecondaryColor3ui
00007ffa1837ea61 (__TEXT,__text) external _glSecondaryColor3uiEXT
00007ffa18379423 (__TEXT,__text) external _glSecondaryColor3uiv
00007ffa1837ea82 (__TEXT,__text) external _glSecondaryColor3uivEXT
00007ffa18379440 (__TEXT,__text) external _glSecondaryColor3us
00007ffa1837ea9f (__TEXT,__text) external _glSecondaryColor3usEXT
00007ffa18379461 (__TEXT,__text) external _glSecondaryColor3usv
00007ffa1837eac0 (__TEXT,__text) external _glSecondaryColor3usvEXT
00007ffa1837947e (__TEXT,__text) external _glSecondaryColorPointer
00007ffa1837eadd (__TEXT,__text) external _glSecondaryColorPointerEXT
00007ffa18377b7e (__TEXT,__text) external _glSelectBuffer
00007ffa18378a47 (__TEXT,__text) external _glSeparableFilter2D
00007ffa1837f9a6 (__TEXT,__text) external _glSetFenceAPPLE
00007ffa18377b9d (__TEXT,__text) external _glShadeModel
00007ffa1837bfd8 (__TEXT,__text) external _glShaderBinary
00007ffa18379f88 (__TEXT,__text) external _glShaderSource
00007ffa1837dff4 (__TEXT,__text) external _glShaderSourceARB
00007ffa18377bb9 (__TEXT,__text) external _glStencilFunc
00007ffa1837a529 (__TEXT,__text) external _glStencilFuncSeparate
00007ffa1837fdc2 (__TEXT,__text) external _glStencilFuncSeparateATI
00007ffa18377bda (__TEXT,__text) external _glStencilMask
00007ffa1837a571 (__TEXT,__text) external _glStencilMaskSeparate
00007ffa18377bf6 (__TEXT,__text) external _glStencilOp
00007ffa1837a54d (__TEXT,__text) external _glStencilOpSeparate
00007ffa1837fd9e (__TEXT,__text) external _glStencilOpSeparateATI
00007ffa1837fc12 (__TEXT,__text) external _glSwapAPPLE
00007ffa1837f9de (__TEXT,__text) external _glTestFenceAPPLE
00007ffa1837fa16 (__TEXT,__text) external _glTestObjectAPPLE
00007ffa1837b30b (__TEXT,__text) external _glTexBuffer
00007ffa18377c17 (__TEXT,__text) external _glTexCoord1d
00007ffa18377c31 (__TEXT,__text) external _glTexCoord1dv
00007ffa18377c4e (__TEXT,__text) external _glTexCoord1f
00007ffa18377c68 (__TEXT,__text) external _glTexCoord1fv
00007ffa18377c85 (__TEXT,__text) external _glTexCoord1i
00007ffa18377ca1 (__TEXT,__text) external _glTexCoord1iv
00007ffa18377cbe (__TEXT,__text) external _glTexCoord1s
00007ffa18377cda (__TEXT,__text) external _glTexCoord1sv
00007ffa18377cf7 (__TEXT,__text) external _glTexCoord2d
00007ffa18377d11 (__TEXT,__text) external _glTexCoord2dv
00007ffa18377d2e (__TEXT,__text) external _glTexCoord2f
00007ffa18377d48 (__TEXT,__text) external _glTexCoord2fv
00007ffa18377d65 (__TEXT,__text) external _glTexCoord2i
00007ffa18377d83 (__TEXT,__text) external _glTexCoord2iv
00007ffa18377da0 (__TEXT,__text) external _glTexCoord2s
00007ffa18377dbe (__TEXT,__text) external _glTexCoord2sv
00007ffa18377ddb (__TEXT,__text) external _glTexCoord3d
00007ffa18377df5 (__TEXT,__text) external _glTexCoord3dv
00007ffa18377e12 (__TEXT,__text) external _glTexCoord3f
00007ffa18377e2c (__TEXT,__text) external _glTexCoord3fv
00007ffa18377e49 (__TEXT,__text) external _glTexCoord3i
00007ffa18377e6a (__TEXT,__text) external _glTexCoord3iv
00007ffa18377e87 (__TEXT,__text) external _glTexCoord3s
00007ffa18377ea8 (__TEXT,__text) external _glTexCoord3sv
00007ffa18377ec5 (__TEXT,__text) external _glTexCoord4d
00007ffa18377edf (__TEXT,__text) external _glTexCoord4dv
00007ffa18377efc (__TEXT,__text) external _glTexCoord4f
00007ffa18377f16 (__TEXT,__text) external _glTexCoord4fv
00007ffa18377f33 (__TEXT,__text) external _glTexCoord4i
00007ffa18377f57 (__TEXT,__text) external _glTexCoord4iv
00007ffa18377f74 (__TEXT,__text) external _glTexCoord4s
00007ffa18377f98 (__TEXT,__text) external _glTexCoord4sv
00007ffa18377fb5 (__TEXT,__text) external _glTexCoordPointer
00007ffa18377fd9 (__TEXT,__text) external _glTexEnvf
00007ffa18377ff7 (__TEXT,__text) external _glTexEnvfv
00007ffa18378019 (__TEXT,__text) external _glTexEnvi
00007ffa1837803a (__TEXT,__text) external _glTexEnviv
00007ffa1837805c (__TEXT,__text) external _glTexGend
00007ffa1837807a (__TEXT,__text) external _glTexGendv
00007ffa1837809c (__TEXT,__text) external _glTexGenf
00007ffa183780ba (__TEXT,__text) external _glTexGenfv
00007ffa183780dc (__TEXT,__text) external _glTexGeni
00007ffa183780fd (__TEXT,__text) external _glTexGeniv
00007ffa1837811f (__TEXT,__text) external _glTexImage1D
00007ffa18378159 (__TEXT,__text) external _glTexImage2D
00007ffa1837b50a (__TEXT,__text) external _glTexImage2DMultisample
00007ffa1837862b (__TEXT,__text) external _glTexImage3D
00007ffa1837b53d (__TEXT,__text) external _glTexImage3DMultisample
00007ffa1837b06c (__TEXT,__text) external _glTexParameterIiv
00007ffa1837f613 (__TEXT,__text) external _glTexParameterIivEXT
00007ffa1837b08e (__TEXT,__text) external _glTexParameterIuiv
00007ffa1837f635 (__TEXT,__text) external _glTexParameterIuivEXT
00007ffa18378197 (__TEXT,__text) external _glTexParameterf
00007ffa183781b5 (__TEXT,__text) external _glTexParameterfv
00007ffa183781d7 (__TEXT,__text) external _glTexParameteri
00007ffa183781f8 (__TEXT,__text) external _glTexParameteriv
00007ffa1837e744 (__TEXT,__text) external _glTexStorage1D
00007ffa1837e768 (__TEXT,__text) external _glTexStorage2D
00007ffa1837e78f (__TEXT,__text) external _glTexStorage3D
00007ffa1837821a (__TEXT,__text) external _glTexSubImage1D
00007ffa1837824a (__TEXT,__text) external _glTexSubImage2D
00007ffa18378676 (__TEXT,__text) external _glTexSubImage3D
00007ffa1837fe70 (__TEXT,__text) external _glTextureBarrierNV
00007ffa1837f924 (__TEXT,__text) external _glTextureRangeAPPLE
00007ffa1837ab5c (__TEXT,__text) external _glTransformFeedbackVaryings
00007ffa1837f06d (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00007ffa18378288 (__TEXT,__text) external _glTranslated
00007ffa183782a2 (__TEXT,__text) external _glTranslatef
00007ffa1837ba04 (__TEXT,__text) external _glUniform1d
00007ffa1837ba74 (__TEXT,__text) external _glUniform1dv
00007ffa1837a087 (__TEXT,__text) external _glUniform1f
00007ffa1837e0c5 (__TEXT,__text) external _glUniform1fARB
00007ffa1837a181 (__TEXT,__text) external _glUniform1fv
00007ffa1837e1bf (__TEXT,__text) external _glUniform1fvARB
00007ffa1837a0f7 (__TEXT,__text) external _glUniform1i
00007ffa1837e135 (__TEXT,__text) external _glUniform1iARB
00007ffa1837a209 (__TEXT,__text) external _glUniform1iv
00007ffa1837e247 (__TEXT,__text) external _glUniform1ivARB
00007ffa1837af5a (__TEXT,__text) external _glUniform1ui
00007ffa1837f456 (__TEXT,__text) external _glUniform1uiEXT
00007ffa1837afe4 (__TEXT,__text) external _glUniform1uiv
00007ffa1837f4e0 (__TEXT,__text) external _glUniform1uivEXT
00007ffa1837ba20 (__TEXT,__text) external _glUniform2d
00007ffa1837ba96 (__TEXT,__text) external _glUniform2dv
00007ffa1837a0a3 (__TEXT,__text) external _glUniform2f
00007ffa1837e0e1 (__TEXT,__text) external _glUniform2fARB
00007ffa1837a1a3 (__TEXT,__text) external _glUniform2fv
00007ffa1837e1e1 (__TEXT,__text) external _glUniform2fvARB
00007ffa1837a115 (__TEXT,__text) external _glUniform2i
00007ffa1837e153 (__TEXT,__text) external _glUniform2iARB
00007ffa1837a22b (__TEXT,__text) external _glUniform2iv
00007ffa1837e269 (__TEXT,__text) external _glUniform2ivARB
00007ffa1837af78 (__TEXT,__text) external _glUniform2ui
00007ffa1837f474 (__TEXT,__text) external _glUniform2uiEXT
00007ffa1837b006 (__TEXT,__text) external _glUniform2uiv
00007ffa1837f502 (__TEXT,__text) external _glUniform2uivEXT
00007ffa1837ba3c (__TEXT,__text) external _glUniform3d
00007ffa1837bab8 (__TEXT,__text) external _glUniform3dv
00007ffa1837a0bf (__TEXT,__text) external _glUniform3f
00007ffa1837e0fd (__TEXT,__text) external _glUniform3fARB
00007ffa1837a1c5 (__TEXT,__text) external _glUniform3fv
00007ffa1837e203 (__TEXT,__text) external _glUniform3fvARB
00007ffa1837a136 (__TEXT,__text) external _glUniform3i
00007ffa1837e174 (__TEXT,__text) external _glUniform3iARB
00007ffa1837a24d (__TEXT,__text) external _glUniform3iv
00007ffa1837e28b (__TEXT,__text) external _glUniform3ivARB
00007ffa1837af99 (__TEXT,__text) external _glUniform3ui
00007ffa1837f495 (__TEXT,__text) external _glUniform3uiEXT
00007ffa1837b028 (__TEXT,__text) external _glUniform3uiv
00007ffa1837f524 (__TEXT,__text) external _glUniform3uivEXT
00007ffa1837ba58 (__TEXT,__text) external _glUniform4d
00007ffa1837bada (__TEXT,__text) external _glUniform4dv
00007ffa1837a0db (__TEXT,__text) external _glUniform4f
00007ffa1837e119 (__TEXT,__text) external _glUniform4fARB
00007ffa1837a1e7 (__TEXT,__text) external _glUniform4fv
00007ffa1837e225 (__TEXT,__text) external _glUniform4fvARB
00007ffa1837a15a (__TEXT,__text) external _glUniform4i
00007ffa1837e198 (__TEXT,__text) external _glUniform4iARB
00007ffa1837a26f (__TEXT,__text) external _glUniform4iv
00007ffa1837e2ad (__TEXT,__text) external _glUniform4ivARB
00007ffa1837afbd (__TEXT,__text) external _glUniform4ui
00007ffa1837f4b9 (__TEXT,__text) external _glUniform4uiEXT
00007ffa1837b04a (__TEXT,__text) external _glUniform4uiv
00007ffa1837f546 (__TEXT,__text) external _glUniform4uivEXT
00007ffa1837b29f (__TEXT,__text) external _glUniformBlockBinding
00007ffa1837f106 (__TEXT,__text) external _glUniformBufferEXT
00007ffa1837bafc (__TEXT,__text) external _glUniformMatrix2dv
00007ffa1837a291 (__TEXT,__text) external _glUniformMatrix2fv
00007ffa1837e2cf (__TEXT,__text) external _glUniformMatrix2fvARB
00007ffa1837bb68 (__TEXT,__text) external _glUniformMatrix2x3dv
00007ffa1837a5ad (__TEXT,__text) external _glUniformMatrix2x3fv
00007ffa1837bbb0 (__TEXT,__text) external _glUniformMatrix2x4dv
00007ffa1837a5f5 (__TEXT,__text) external _glUniformMatrix2x4fv
00007ffa1837bb20 (__TEXT,__text) external _glUniformMatrix3dv
00007ffa1837a2b5 (__TEXT,__text) external _glUniformMatrix3fv
00007ffa1837e2f3 (__TEXT,__text) external _glUniformMatrix3fvARB
00007ffa1837bb8c (__TEXT,__text) external _glUniformMatrix3x2dv
00007ffa1837a5d1 (__TEXT,__text) external _glUniformMatrix3x2fv
00007ffa1837bbf8 (__TEXT,__text) external _glUniformMatrix3x4dv
00007ffa1837a63d (__TEXT,__text) external _glUniformMatrix3x4fv
00007ffa1837bb44 (__TEXT,__text) external _glUniformMatrix4dv
00007ffa1837a2d9 (__TEXT,__text) external _glUniformMatrix4fv
00007ffa1837e317 (__TEXT,__text) external _glUniformMatrix4fvARB
00007ffa1837bbd4 (__TEXT,__text) external _glUniformMatrix4x2dv
00007ffa1837a619 (__TEXT,__text) external _glUniformMatrix4x2fv
00007ffa1837bc1c (__TEXT,__text) external _glUniformMatrix4x3dv
00007ffa1837a661 (__TEXT,__text) external _glUniformMatrix4x3fv
00007ffa1837bd33 (__TEXT,__text) external _glUniformSubroutinesuiv
00007ffa1837e7e0 (__TEXT,__text) external _glUnlockArraysEXT
00007ffa1837995c (__TEXT,__text) external _glUnmapBuffer
00007ffa1837df1f (__TEXT,__text) external _glUnmapBufferARB
00007ffa1837a02a (__TEXT,__text) external _glUseProgram
00007ffa1837e08b (__TEXT,__text) external _glUseProgramObjectARB
00007ffa1837c0c7 (__TEXT,__text) external _glUseProgramStages
00007ffa1837a068 (__TEXT,__text) external _glValidateProgram
00007ffa1837e0a8 (__TEXT,__text) external _glValidateProgramARB
00007ffa1837c1c0 (__TEXT,__text) external _glValidateProgramPipeline
00007ffa183782bc (__TEXT,__text) external _glVertex2d
00007ffa183782d6 (__TEXT,__text) external _glVertex2dv
00007ffa183782f3 (__TEXT,__text) external _glVertex2f
00007ffa1837830d (__TEXT,__text) external _glVertex2fv
00007ffa1837832a (__TEXT,__text) external _glVertex2i
00007ffa18378348 (__TEXT,__text) external _glVertex2iv
00007ffa18378365 (__TEXT,__text) external _glVertex2s
00007ffa18378383 (__TEXT,__text) external _glVertex2sv
00007ffa183783a0 (__TEXT,__text) external _glVertex3d
00007ffa183783ba (__TEXT,__text) external _glVertex3dv
00007ffa183783d7 (__TEXT,__text) external _glVertex3f
00007ffa183783f1 (__TEXT,__text) external _glVertex3fv
00007ffa1837840e (__TEXT,__text) external _glVertex3i
00007ffa1837842f (__TEXT,__text) external _glVertex3iv
00007ffa1837844c (__TEXT,__text) external _glVertex3s
00007ffa1837846d (__TEXT,__text) external _glVertex3sv
00007ffa1837848a (__TEXT,__text) external _glVertex4d
00007ffa183784a4 (__TEXT,__text) external _glVertex4dv
00007ffa183784c1 (__TEXT,__text) external _glVertex4f
00007ffa183784db (__TEXT,__text) external _glVertex4fv
00007ffa183784f8 (__TEXT,__text) external _glVertex4i
00007ffa1837851c (__TEXT,__text) external _glVertex4iv
00007ffa18378539 (__TEXT,__text) external _glVertex4s
00007ffa1837855d (__TEXT,__text) external _glVertex4sv
00007ffa1837fa90 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00007ffa1837fa52 (__TEXT,__text) external _glVertexArrayRangeAPPLE
00007ffa183799db (__TEXT,__text) external _glVertexAttrib1d
00007ffa1837cc5b (__TEXT,__text) external _glVertexAttrib1dARB
00007ffa183799f7 (__TEXT,__text) external _glVertexAttrib1dv
00007ffa1837cdf0 (__TEXT,__text) external _glVertexAttrib1dvARB
00007ffa18379a16 (__TEXT,__text) external _glVertexAttrib1f
00007ffa1837cc3f (__TEXT,__text) external _glVertexAttrib1fARB
00007ffa18379a32 (__TEXT,__text) external _glVertexAttrib1fv
00007ffa1837cdd1 (__TEXT,__text) external _glVertexAttrib1fvARB
00007ffa18379a51 (__TEXT,__text) external _glVertexAttrib1s
00007ffa1837cc21 (__TEXT,__text) external _glVertexAttrib1sARB
00007ffa18379a6f (__TEXT,__text) external _glVertexAttrib1sv
00007ffa1837cdb2 (__TEXT,__text) external _glVertexAttrib1svARB
00007ffa18379a8e (__TEXT,__text) external _glVertexAttrib2d
00007ffa1837ccb4 (__TEXT,__text) external _glVertexAttrib2dARB
00007ffa18379aaa (__TEXT,__text) external _glVertexAttrib2dv
00007ffa1837ce4d (__TEXT,__text) external _glVertexAttrib2dvARB
00007ffa18379ac9 (__TEXT,__text) external _glVertexAttrib2f
00007ffa1837cc98 (__TEXT,__text) external _glVertexAttrib2fARB
00007ffa18379ae5 (__TEXT,__text) external _glVertexAttrib2fv
00007ffa1837ce2e (__TEXT,__text) external _glVertexAttrib2fvARB
00007ffa18379b04 (__TEXT,__text) external _glVertexAttrib2s
00007ffa1837cc77 (__TEXT,__text) external _glVertexAttrib2sARB
00007ffa18379b25 (__TEXT,__text) external _glVertexAttrib2sv
00007ffa1837ce0f (__TEXT,__text) external _glVertexAttrib2svARB
00007ffa18379b44 (__TEXT,__text) external _glVertexAttrib3d
00007ffa1837cd10 (__TEXT,__text) external _glVertexAttrib3dARB
00007ffa18379b60 (__TEXT,__text) external _glVertexAttrib3dv
00007ffa1837ceaa (__TEXT,__text) external _glVertexAttrib3dvARB
00007ffa18379b7f (__TEXT,__text) external _glVertexAttrib3f
00007ffa1837ccf4 (__TEXT,__text) external _glVertexAttrib3fARB
00007ffa18379b9b (__TEXT,__text) external _glVertexAttrib3fv
00007ffa1837ce8b (__TEXT,__text) external _glVertexAttrib3fvARB
00007ffa18379bba (__TEXT,__text) external _glVertexAttrib3s
00007ffa1837ccd0 (__TEXT,__text) external _glVertexAttrib3sARB
00007ffa18379bde (__TEXT,__text) external _glVertexAttrib3sv
00007ffa1837ce6c (__TEXT,__text) external _glVertexAttrib3svARB
00007ffa18379bfd (__TEXT,__text) external _glVertexAttrib4Nbv
00007ffa1837cfc1 (__TEXT,__text) external _glVertexAttrib4NbvARB
00007ffa18379c1c (__TEXT,__text) external _glVertexAttrib4Niv
00007ffa1837cfff (__TEXT,__text) external _glVertexAttrib4NivARB
00007ffa18379c3b (__TEXT,__text) external _glVertexAttrib4Nsv
00007ffa1837cfe0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00007ffa18379c5a (__TEXT,__text) external _glVertexAttrib4Nub
00007ffa1837cd8b (__TEXT,__text) external _glVertexAttrib4NubARB
00007ffa18379c81 (__TEXT,__text) external _glVertexAttrib4Nubv
00007ffa1837d01e (__TEXT,__text) external _glVertexAttrib4NubvARB
00007ffa18379ca0 (__TEXT,__text) external _glVertexAttrib4Nuiv
00007ffa1837d05c (__TEXT,__text) external _glVertexAttrib4NuivARB
00007ffa18379cbf (__TEXT,__text) external _glVertexAttrib4Nusv
00007ffa1837d03d (__TEXT,__text) external _glVertexAttrib4NusvARB
00007ffa18379cde (__TEXT,__text) external _glVertexAttrib4bv
00007ffa1837cec9 (__TEXT,__text) external _glVertexAttrib4bvARB
00007ffa18379cfd (__TEXT,__text) external _glVertexAttrib4d
00007ffa1837cd6f (__TEXT,__text) external _glVertexAttrib4dARB
00007ffa18379d19 (__TEXT,__text) external _glVertexAttrib4dv
00007ffa1837cfa2 (__TEXT,__text) external _glVertexAttrib4dvARB
00007ffa18379d38 (__TEXT,__text) external _glVertexAttrib4f
00007ffa1837cd53 (__TEXT,__text) external _glVertexAttrib4fARB
00007ffa18379d54 (__TEXT,__text) external _glVertexAttrib4fv
00007ffa1837cf83 (__TEXT,__text) external _glVertexAttrib4fvARB
00007ffa18379d73 (__TEXT,__text) external _glVertexAttrib4iv
00007ffa1837cf07 (__TEXT,__text) external _glVertexAttrib4ivARB
00007ffa18379d92 (__TEXT,__text) external _glVertexAttrib4s
00007ffa1837cd2c (__TEXT,__text) external _glVertexAttrib4sARB
00007ffa18379db9 (__TEXT,__text) external _glVertexAttrib4sv
00007ffa1837cee8 (__TEXT,__text) external _glVertexAttrib4svARB
00007ffa18379dd8 (__TEXT,__text) external _glVertexAttrib4ubv
00007ffa1837cf26 (__TEXT,__text) external _glVertexAttrib4ubvARB
00007ffa18379df7 (__TEXT,__text) external _glVertexAttrib4uiv
00007ffa1837cf64 (__TEXT,__text) external _glVertexAttrib4uivARB
00007ffa18379e16 (__TEXT,__text) external _glVertexAttrib4usv
00007ffa1837cf45 (__TEXT,__text) external _glVertexAttrib4usvARB
00007ffa1837b9a5 (__TEXT,__text) external _glVertexAttribDivisor
00007ffa1837e53b (__TEXT,__text) external _glVertexAttribDivisorARB
00007ffa1837ac6f (__TEXT,__text) external _glVertexAttribI1i
00007ffa1837f163 (__TEXT,__text) external _glVertexAttribI1iEXT
00007ffa1837ad83 (__TEXT,__text) external _glVertexAttribI1iv
00007ffa1837f277 (__TEXT,__text) external _glVertexAttribI1ivEXT
00007ffa1837acf9 (__TEXT,__text) external _glVertexAttribI1ui
00007ffa1837f1ed (__TEXT,__text) external _glVertexAttribI1uiEXT
00007ffa1837adff (__TEXT,__text) external _glVertexAttribI1uiv
00007ffa1837f2f3 (__TEXT,__text) external _glVertexAttribI1uivEXT
00007ffa1837ac8d (__TEXT,__text) external _glVertexAttribI2i
00007ffa1837f181 (__TEXT,__text) external _glVertexAttribI2iEXT
00007ffa1837ada2 (__TEXT,__text) external _glVertexAttribI2iv
00007ffa1837f296 (__TEXT,__text) external _glVertexAttribI2ivEXT
00007ffa1837ad17 (__TEXT,__text) external _glVertexAttribI2ui
00007ffa1837f20b (__TEXT,__text) external _glVertexAttribI2uiEXT
00007ffa1837ae1e (__TEXT,__text) external _glVertexAttribI2uiv
00007ffa1837f312 (__TEXT,__text) external _glVertexAttribI2uivEXT
00007ffa1837acae (__TEXT,__text) external _glVertexAttribI3i
00007ffa1837f1a2 (__TEXT,__text) external _glVertexAttribI3iEXT
00007ffa1837adc1 (__TEXT,__text) external _glVertexAttribI3iv
00007ffa1837f2b5 (__TEXT,__text) external _glVertexAttribI3ivEXT
00007ffa1837ad38 (__TEXT,__text) external _glVertexAttribI3ui
00007ffa1837f22c (__TEXT,__text) external _glVertexAttribI3uiEXT
00007ffa1837ae3d (__TEXT,__text) external _glVertexAttribI3uiv
00007ffa1837f331 (__TEXT,__text) external _glVertexAttribI3uivEXT
00007ffa1837ae7b (__TEXT,__text) external _glVertexAttribI4bv
00007ffa1837f36f (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffa1837acd2 (__TEXT,__text) external _glVertexAttribI4i
00007ffa1837f1c6 (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffa1837ade0 (__TEXT,__text) external _glVertexAttribI4iv
00007ffa1837f2d4 (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffa1837ae9a (__TEXT,__text) external _glVertexAttribI4sv
00007ffa1837f38e (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffa1837aeb9 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffa1837f3ad (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffa1837ad5c (__TEXT,__text) external _glVertexAttribI4ui
00007ffa1837f250 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffa1837ae5c (__TEXT,__text) external _glVertexAttribI4uiv
00007ffa1837f350 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffa1837aed8 (__TEXT,__text) external _glVertexAttribI4usv
00007ffa1837f3cc (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffa1837ac04 (__TEXT,__text) external _glVertexAttribIPointer
00007ffa1837f3eb (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffa1837c92d (__TEXT,__text) external _glVertexAttribL1d
00007ffa1837c99d (__TEXT,__text) external _glVertexAttribL1dv
00007ffa1837c949 (__TEXT,__text) external _glVertexAttribL2d
00007ffa1837c9bc (__TEXT,__text) external _glVertexAttribL2dv
00007ffa1837c965 (__TEXT,__text) external _glVertexAttribL3d
00007ffa1837c9db (__TEXT,__text) external _glVertexAttribL3dv
00007ffa1837c981 (__TEXT,__text) external _glVertexAttribL4d
00007ffa1837c9fa (__TEXT,__text) external _glVertexAttribL4dv
00007ffa1837ca19 (__TEXT,__text) external _glVertexAttribLPointer
00007ffa1837b885 (__TEXT,__text) external _glVertexAttribP1ui
00007ffa1837b915 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffa1837b8a9 (__TEXT,__text) external _glVertexAttribP2ui
00007ffa1837b939 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffa1837b8cd (__TEXT,__text) external _glVertexAttribP3ui
00007ffa1837b95d (__TEXT,__text) external _glVertexAttribP3uiv
00007ffa1837b8f1 (__TEXT,__text) external _glVertexAttribP4ui
00007ffa1837b981 (__TEXT,__text) external _glVertexAttribP4uiv
00007ffa18379e35 (__TEXT,__text) external _glVertexAttribPointer
00007ffa1837d07b (__TEXT,__text) external _glVertexAttribPointerARB
00007ffa1837d4c2 (__TEXT,__text) external _glVertexBlendARB
00007ffa1837fcf5 (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffa1837857a (__TEXT,__text) external _glVertexPointer
00007ffa1837859e (__TEXT,__text) external _glViewport
00007ffa1837ca62 (__TEXT,__text) external _glViewportArrayv
00007ffa1837ca84 (__TEXT,__text) external _glViewportIndexedf
00007ffa1837caa0 (__TEXT,__text) external _glViewportIndexedfv
00007ffa1837b4a0 (__TEXT,__text) external _glWaitSync
00007ffa1837d49e (__TEXT,__text) external _glWeightPointerARB
00007ffa1837d3a6 (__TEXT,__text) external _glWeightbvARB
00007ffa1837d422 (__TEXT,__text) external _glWeightdvARB
00007ffa1837d403 (__TEXT,__text) external _glWeightfvARB
00007ffa1837d3e4 (__TEXT,__text) external _glWeightivARB
00007ffa1837d3c5 (__TEXT,__text) external _glWeightsvARB
00007ffa1837d441 (__TEXT,__text) external _glWeightubvARB
00007ffa1837d47f (__TEXT,__text) external _glWeightuivARB
00007ffa1837d460 (__TEXT,__text) external _glWeightusvARB
00007ffa1837958c (__TEXT,__text) external _glWindowPos2d
00007ffa1837db4f (__TEXT,__text) external _glWindowPos2dARB
00007ffa183795a6 (__TEXT,__text) external _glWindowPos2dv
00007ffa1837db69 (__TEXT,__text) external _glWindowPos2dvARB
00007ffa183795c3 (__TEXT,__text) external _glWindowPos2f
00007ffa1837db86 (__TEXT,__text) external _glWindowPos2fARB
00007ffa183795dd (__TEXT,__text) external _glWindowPos2fv
00007ffa1837dba0 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa183795fa (__TEXT,__text) external _glWindowPos2i
00007ffa1837dbbd (__TEXT,__text) external _glWindowPos2iARB
00007ffa18379618 (__TEXT,__text) external _glWindowPos2iv
00007ffa1837dbdb (__TEXT,__text) external _glWindowPos2ivARB
00007ffa18379635 (__TEXT,__text) external _glWindowPos2s
