                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff80fc31c13 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
                 (undefined) external _krb5_auth_con_free (from Heimdal)
                 (indirect) external _krb5_auth_con_free (for _krb5_auth_con_free)
                 (undefined) external _krb5_auth_con_genaddrs (from Heimdal)
                 (indirect) external _krb5_auth_con_genaddrs (for _krb5_auth_con_genaddrs)
00007ff80fc28577 (__TEXT,__text) external _krb5_auth_con_get_checksum_func
00007ff80fc326a1 (__TEXT,__text) external _krb5_auth_con_getaddrs
00007ff80fc32761 (__TEXT,__text) external _krb5_auth_con_getauthenticator
                 (undefined) external _krb5_auth_con_getflags (from Heimdal)
                 (indirect) external _krb5_auth_con_getflags (for _krb5_auth_con_getflags)
00007ff80fc326f9 (__TEXT,__text) external _krb5_auth_con_getkey
                 (undefined) external _krb5_auth_con_getlocalseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getlocalseqnumber (for _krb5_auth_con_getlocalseqnumber)
00007ff80fc3278f (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
00007ff80fc32733 (__TEXT,__text) external _krb5_auth_con_getrcache
00007ff80fc2857f (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007ff80fc32815 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007ff80fc2858a (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007ff80fc28595 (__TEXT,__text) external _krb5_auth_con_initivector
00007ff80fc2859d (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007ff80fc32684 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007ff80fc326dc (__TEXT,__text) external _krb5_auth_con_setports
00007ff80fc32716 (__TEXT,__text) external _krb5_auth_con_setrcache
00007ff80fc285a5 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007ff80fc285ad (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007ff80fc285b5 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007ff80fc2c4b5 (__TEXT,__text) external _krb5_build_principal
00007ff80fc285bd (__TEXT,__text) external _krb5_build_principal_alloc_va
00007ff80fc2c39e (__TEXT,__text) external _krb5_build_principal_ext
00007ff80fc285c8 (__TEXT,__text) external _krb5_build_principal_va
00007ff80fc285d3 (__TEXT,__text) external _krb5_c_block_size
00007ff80fc285db (__TEXT,__text) external _krb5_c_checksum_length
00007ff80fc33a01 (__TEXT,__text) external _krb5_c_decrypt
00007ff80fc33b22 (__TEXT,__text) external _krb5_c_encrypt
00007ff80fc33c42 (__TEXT,__text) external _krb5_c_encrypt_length
00007ff80fc285e3 (__TEXT,__text) external _krb5_c_enctype_compare
00007ff80fc285eb (__TEXT,__text) external _krb5_c_free_state
00007ff80fc285f3 (__TEXT,__text) external _krb5_c_init_state
00007ff80fc285fb (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007ff80fc28603 (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007ff80fc2860b (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007ff80fc28613 (__TEXT,__text) external _krb5_c_make_checksum
00007ff80fc2861b (__TEXT,__text) external _krb5_c_make_random_key
00007ff80fc28623 (__TEXT,__text) external _krb5_c_random_add_entropy
00007ff80fc2862b (__TEXT,__text) external _krb5_c_random_make_octets
00007ff80fc28633 (__TEXT,__text) external _krb5_c_random_os_entropy
00007ff80fc2863b (__TEXT,__text) external _krb5_c_random_seed
00007ff80fc337ef (__TEXT,__text) external _krb5_c_string_to_key
00007ff80fc28643 (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007ff80fc2864b (__TEXT,__text) external _krb5_c_valid_cksumtype
00007ff80fc28653 (__TEXT,__text) external _krb5_c_valid_enctype
00007ff80fc2865b (__TEXT,__text) external _krb5_c_verify_checksum
00007ff80fc28663 (__TEXT,__text) external _krb5_calculate_checksum
00007ff80fc314f9 (__TEXT,__text) external _krb5_cc_cache_match
00007ff80fc3140f (__TEXT,__text) external _krb5_cc_close
00007ff80fc2866b (__TEXT,__text) external _krb5_cc_copy_creds
00007ff80fc3125e (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007ff80fc3169a (__TEXT,__text) external _krb5_cc_end_seq_get
00007ff80fc314c4 (__TEXT,__text) external _krb5_cc_gen_new
00007ff80fc3142d (__TEXT,__text) external _krb5_cc_get_config
00007ff80fc31419 (__TEXT,__text) external _krb5_cc_get_name
00007ff80fc31384 (__TEXT,__text) external _krb5_cc_get_principal
00007ff80fc31423 (__TEXT,__text) external _krb5_cc_get_type
00007ff80fc312cf (__TEXT,__text) external _krb5_cc_initialize
00007ff80fc28676 (__TEXT,__text) external _krb5_cc_last_change_time
00007ff80fc2867e (__TEXT,__text) external _krb5_cc_lock
00007ff80fc28686 (__TEXT,__text) external _krb5_cc_move
00007ff80fc3147f (__TEXT,__text) external _krb5_cc_new_unique
00007ff80fc3161a (__TEXT,__text) external _krb5_cc_next_cred
00007ff80fc28691 (__TEXT,__text) external _krb5_cc_remove_cred
00007ff80fc3128f (__TEXT,__text) external _krb5_cc_resolve
00007ff80fc31507 (__TEXT,__text) external _krb5_cc_retrieve_cred
00007ff80fc28699 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007ff80fc286a1 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007ff80fc31310 (__TEXT,__text) external _krb5_cc_store_cred
00007ff80fc286a9 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007ff80fc286b1 (__TEXT,__text) external _krb5_cccol_last_change_time
00007ff80fc286b9 (__TEXT,__text) external _krb5_cccol_lock
00007ff80fc286c1 (__TEXT,__text) external _krb5_cccol_unlock
00007ff80fc33cde (__TEXT,__text) external _krb5_change_password
00007ff80fc286c9 (__TEXT,__text) external _krb5_checksum_size
00007ff80fc286d1 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007ff80fc286d9 (__TEXT,__text) external _krb5_copy_addresses
00007ff80fc286e1 (__TEXT,__text) external _krb5_copy_authdata
00007ff80fc286e9 (__TEXT,__text) external _krb5_copy_authenticator
00007ff80fc286f1 (__TEXT,__text) external _krb5_copy_checksum
00007ff80fc286f9 (__TEXT,__text) external _krb5_copy_context
00007ff80fc3183e (__TEXT,__text) external _krb5_copy_creds
00007ff80fc2ba19 (__TEXT,__text) external _krb5_copy_data
00007ff80fc2b23c (__TEXT,__text) external _krb5_copy_keyblock
00007ff80fc2b1e3 (__TEXT,__text) external _krb5_copy_keyblock_contents
00007ff80fc2c639 (__TEXT,__text) external _krb5_copy_principal
00007ff80fc28701 (__TEXT,__text) external _krb5_copy_ticket
00007ff80fc316fc (__TEXT,__text) external _krb5_decode_ticket
00007ff80fc28709 (__TEXT,__text) external _krb5_decrypt
00007ff80fc28711 (__TEXT,__text) external _krb5_deltat_to_string
00007ff80fc28719 (__TEXT,__text) external _krb5_eblock_enctype
00007ff80fc28721 (__TEXT,__text) external _krb5_encrypt
00007ff80fc28729 (__TEXT,__text) external _krb5_encrypt_size
00007ff80fc2bda3 (__TEXT,__text) external _krb5_enctype_to_string
00007ff80fc28731 (__TEXT,__text) external _krb5_finish_key
00007ff80fc28739 (__TEXT,__text) external _krb5_finish_random_key
00007ff80fc2bdc4 (__TEXT,__text) external _krb5_free_addresses
00007ff80fc2b694 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007ff80fc2bbe7 (__TEXT,__text) external _krb5_free_authdata
00007ff80fc28741 (__TEXT,__text) external _krb5_free_authenticator
00007ff80fc28749 (__TEXT,__text) external _krb5_free_checksum
00007ff80fc28751 (__TEXT,__text) external _krb5_free_checksum_contents
00007ff80fc28759 (__TEXT,__text) external _krb5_free_cksumtypes
00007ff80fc28761 (__TEXT,__text) external _krb5_free_config_files
00007ff80fc2b8b3 (__TEXT,__text) external _krb5_free_context
00007ff80fc2ba68 (__TEXT,__text) external _krb5_free_cred_contents
00007ff80fc2bae5 (__TEXT,__text) external _krb5_free_creds
00007ff80fc2b9e5 (__TEXT,__text) external _krb5_free_data
00007ff80fc2b75f (__TEXT,__text) external _krb5_free_data_contents
00007ff80fc2c6ca (__TEXT,__text) external _krb5_free_default_realm
00007ff80fc2bb1e (__TEXT,__text) external _krb5_free_enc_tkt_part
00007ff80fc2b707 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007ff80fc2b6d3 (__TEXT,__text) external _krb5_free_keyblock
00007ff80fc2b99e (__TEXT,__text) external _krb5_free_keyblock_contents
00007ff80fc3212e (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007ff80fc280a7 (__TEXT,__text) external _krb5_free_krbhst
00007ff80fc2c67d (__TEXT,__text) external _krb5_free_principal
00007ff80fc28769 (__TEXT,__text) external _krb5_free_tgt_creds
00007ff80fc2bb6f (__TEXT,__text) external _krb5_free_ticket
00007ff80fc2c60d (__TEXT,__text) external _krb5_free_unparsed_name
00007ff80fc28771 (__TEXT,__text) external _krb5_fwd_tgt_creds
00007ff80fc31777 (__TEXT,__text) external _krb5_get_credentials
00007ff80fc28779 (__TEXT,__text) external _krb5_get_credentials_renew
00007ff80fc28784 (__TEXT,__text) external _krb5_get_credentials_validate
00007ff80fc2878f (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007ff80fc2c1ec (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007ff80fc28797 (__TEXT,__text) external _krb5_get_in_tkt
00007ff80fc287a2 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007ff80fc2aded (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007ff80fc287ad (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007ff80fc2acea (__TEXT,__text) external _krb5_get_init_creds_keytab
00007ff80fc2a957 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007ff80fc2a99d (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007ff80fc2a903 (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007ff80fc2aae8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007ff80fc2aa81 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007ff80fc287b8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007ff80fc2aaaa (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007ff80fc2aa25 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007ff80fc287c0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007ff80fc2aaee (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007ff80fc2a93a (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007ff80fc2aa53 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007ff80fc2a9f7 (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007ff80fc2a9c9 (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007ff80fc2ab08 (__TEXT,__text) external _krb5_get_init_creds_password
00007ff80fc2809c (__TEXT,__text) external _krb5_get_krbhst
00007ff80fc287c8 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007ff80fc287d0 (__TEXT,__text) external _krb5_get_profile
00007ff80fc287d8 (__TEXT,__text) external _krb5_get_prompt_types
00007ff80fc2c79a (__TEXT,__text) external _krb5_get_realm_domain
00007ff80fc2bf9b (__TEXT,__text) external _krb5_get_renewed_creds
00007ff80fc2be20 (__TEXT,__text) external _krb5_get_server_rcache
00007ff80fc287e0 (__TEXT,__text) external _krb5_get_time_offsets
00007ff80fc2bf33 (__TEXT,__text) external _krb5_get_validated_creds
00007ff842b03700 (__DATA,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007ff80fc287e8 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007ff80fc27d7a (__TEXT,__text) external _krb5_init_context
00007ff80fc287f0 (__TEXT,__text) external _krb5_init_keyblock
00007ff80fc287f8 (__TEXT,__text) external _krb5_init_random_key
00007ff80fc2b887 (__TEXT,__text) external _krb5_init_secure_context
00007ff80fc28800 (__TEXT,__text) external _krb5_ipc_client_clear_target
00007ff80fc28808 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007ff80fc28810 (__TEXT,__text) external _krb5_is_config_principal
00007ff80fc28818 (__TEXT,__text) external _krb5_is_referral_realm
00007ff80fc28820 (__TEXT,__text) external _krb5_is_thread_safe
00007ff80fc325af (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007ff80fc32390 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007ff80fc3219b (__TEXT,__text) external _krb5_kt_end_seq_get
00007ff80fc32420 (__TEXT,__text) non-external _krb5_kt_free_entry
00007ff80fc321f1 (__TEXT,__text) external _krb5_kt_get_entry
00007ff80fc32471 (__TEXT,__text) external _krb5_kt_get_name
00007ff80fc32634 (__TEXT,__text) external _krb5_kt_get_type
00007ff842b04710 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007ff80fc3208f (__TEXT,__text) external _krb5_kt_next_entry
00007ff80fc3247d (__TEXT,__text) external _krb5_kt_read_service_key
00007ff80fc3253f (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007ff80fc32025 (__TEXT,__text) external _krb5_kt_start_seq_get
00007ff80fc2c05f (__TEXT,__text) external _krb5_kuserok
00007ff80fc28828 (__TEXT,__text) external _krb5_mk_1cred
00007ff80fc28833 (__TEXT,__text) external _krb5_mk_error
00007ff80fc2883e (__TEXT,__text) external _krb5_mk_ncred
00007ff80fc3320c (__TEXT,__text) external _krb5_mk_priv
00007ff80fc28849 (__TEXT,__text) external _krb5_mk_rep
00007ff80fc32e5d (__TEXT,__text) external _krb5_mk_req
00007ff80fc32f19 (__TEXT,__text) external _krb5_mk_req_extended
00007ff80fc332bf (__TEXT,__text) external _krb5_mk_safe
00007ff80fc2be2f (__TEXT,__text) external _krb5_os_localaddr
00007ff80fc2c30e (__TEXT,__text) external _krb5_parse_name
00007ff80fc2c31d (__TEXT,__text) external _krb5_parse_name_flags
00007ff80fc2bcd7 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007ff80fc28854 (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007ff80fc2885f (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007ff80fc2886a (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007ff80fc28875 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007ff80fc28880 (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007ff80fc28888 (__TEXT,__text) external _krb5_pkinit_release_cert
00007ff80fc28890 (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007ff80fc28898 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007ff80fc3390a (__TEXT,__text) external _krb5_principal2salt
00007ff80fc2c776 (__TEXT,__text) external _krb5_principal_compare
00007ff80fc288a3 (__TEXT,__text) external _krb5_process_key
00007ff80fc2bf28 (__TEXT,__text) external _krb5_prompter_posix
00007ff80fc288ab (__TEXT,__text) external _krb5_random_key
00007ff80fc288b3 (__TEXT,__text) external _krb5_rd_cred
00007ff80fc288be (__TEXT,__text) external _krb5_rd_error
00007ff80fc32cf7 (__TEXT,__text) external _krb5_rd_priv
00007ff80fc288c9 (__TEXT,__text) external _krb5_rd_rep
00007ff80fc3289b (__TEXT,__text) external _krb5_rd_req
00007ff80fc32daa (__TEXT,__text) external _krb5_rd_safe
00007ff80fc288d4 (__TEXT,__text) external _krb5_read_password
00007ff80fc2c788 (__TEXT,__text) external _krb5_realm_compare
00007ff80fc32b18 (__TEXT,__text) external _krb5_recvauth
00007ff80fc32be9 (__TEXT,__text) external _krb5_recvauth_version
00007ff80fc288dc (__TEXT,__text) external _krb5_salttype_to_string
00007ff80fc32ff0 (__TEXT,__text) external _krb5_sendauth
00007ff80fc288e4 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007ff80fc339a3 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007ff80fc33972 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007ff80fc336ef (__TEXT,__text) external _krb5_set_password
00007ff80fc3361f (__TEXT,__text) external _krb5_set_password_using_ccache
00007ff80fc288ec (__TEXT,__text) external _krb5_set_principal_realm
00007ff80fc2c003 (__TEXT,__text) external _krb5_set_real_time
00007ff80fc2c6f6 (__TEXT,__text) external _krb5_sname_to_principal
00007ff80fc288f4 (__TEXT,__text) external _krb5_string_to_cksumtype
00007ff80fc2bf06 (__TEXT,__text) external _krb5_string_to_deltat
00007ff80fc288fc (__TEXT,__text) external _krb5_string_to_enctype
00007ff80fc338b6 (__TEXT,__text) external _krb5_string_to_key
00007ff80fc28904 (__TEXT,__text) external _krb5_string_to_salttype
00007ff80fc33372 (__TEXT,__text) external _krb5_string_to_timestamp
00007ff842b03930 (__DATA,__const) non-external _krb5_string_to_timestamp.atime_format_table
00007ff80fc2bc90 (__TEXT,__text) external _krb5_timeofday
00007ff80fc2890c (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007ff80fc28914 (__TEXT,__text) external _krb5_timestamp_to_string
00007ff80fc2c5cc (__TEXT,__text) external _krb5_unparse_name
00007ff80fc2891c (__TEXT,__text) external _krb5_unparse_name_ext
00007ff80fc28927 (__TEXT,__text) external _krb5_unparse_name_flags
00007ff80fc28932 (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007ff80fc2bc2c (__TEXT,__text) external _krb5_us_timeofday
00007ff842b04760 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007ff80fc339d4 (__TEXT,__text) external _krb5_use_enctype
00007ff80fc2893d (__TEXT,__text) external _krb5_verify_checksum
00007ff80fc2aef8 (__TEXT,__text) external _krb5_verify_init_creds
00007ff80fc2aed2 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007ff80fc2aedf (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007ff80fc28945 (__TEXT,__text) external _krb5int_accessor
00007ff80fc28950 (__TEXT,__text) external _krb5int_freeaddrinfo
00007ff80fc28958 (__TEXT,__text) external _krb5int_gai_strerror
00007ff80fc28960 (__TEXT,__text) external _krb5int_getaddrinfo
00007ff80fc28968 (__TEXT,__text) external _krb5int_gmt_mktime
00007ff80fc28970 (__TEXT,__text) external _krb5int_init_context_kdc
00007ff80fc2897b (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007ff80fc28986 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007ff80fc28991 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007ff80fc2899c (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007ff80fc289a7 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007ff80fc289b2 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007ff842b03e90 (__DATA,__data) non-external _krb5int_profile_shared_data
00007ff80fc31bdf (__TEXT,__text) external _krb__get_srvtabname
00007ff80fc3192b (__TEXT,__text) external _krb_change_password
00007ff80fc31a37 (__TEXT,__text) external _krb_check_auth
00007ff80fc31b59 (__TEXT,__text) external _krb_delete_cred
00007ff80fc31b85 (__TEXT,__text) external _krb_get_admhst
00007ff80fc31af6 (__TEXT,__text) external _krb_get_cred
00007ff80fc31941 (__TEXT,__text) external _krb_get_err_text
00007ff80fc31980 (__TEXT,__text) external _krb_get_in_tkt
00007ff80fc3198b (__TEXT,__text) external _krb_get_in_tkt_creds
00007ff80fc31b90 (__TEXT,__text) external _krb_get_krbhst
00007ff80fc31b7a (__TEXT,__text) external _krb_get_lrealm
00007ff80fc31b4e (__TEXT,__text) external _krb_get_nth_cred
00007ff80fc31b46 (__TEXT,__text) external _krb_get_num_cred
00007ff80fc31996 (__TEXT,__text) external _krb_get_phost
00007ff80fc31b6f (__TEXT,__text) external _krb_get_profile
00007ff80fc319ca (__TEXT,__text) external _krb_get_pw_in_tkt
00007ff80fc319d5 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007ff80fc319eb (__TEXT,__text) external _krb_get_svc_in_tkt
00007ff80fc31aeb (__TEXT,__text) external _krb_get_tf_fullname
00007ff80fc31ae0 (__TEXT,__text) external _krb_get_tf_realm
00007ff80fc319f6 (__TEXT,__text) external _krb_get_ticket_for_service
00007ff80fc31bd7 (__TEXT,__text) external _krb_life_to_time
00007ff80fc31a42 (__TEXT,__text) external _krb_mk_auth
00007ff80fc31a4d (__TEXT,__text) external _krb_mk_err
00007ff80fc31a55 (__TEXT,__text) external _krb_mk_priv
00007ff80fc31a5d (__TEXT,__text) external _krb_mk_req
00007ff80fc31a68 (__TEXT,__text) external _krb_mk_req_creds
00007ff80fc31a7b (__TEXT,__text) external _krb_mk_safe
00007ff80fc31a8e (__TEXT,__text) external _krb_rd_err
00007ff80fc31a99 (__TEXT,__text) external _krb_rd_priv
00007ff80fc31aa1 (__TEXT,__text) external _krb_rd_req
00007ff80fc31aac (__TEXT,__text) external _krb_rd_req_int
00007ff80fc31ab7 (__TEXT,__text) external _krb_rd_safe
00007ff80fc31b9b (__TEXT,__text) external _krb_realmofhost
00007ff80fc31aca (__TEXT,__text) external _krb_recvauth
00007ff80fc31ad5 (__TEXT,__text) external _krb_sendauth
00007ff80fc31a73 (__TEXT,__text) external _krb_set_lifetime
00007ff80fc31b35 (__TEXT,__text) external _krb_set_tkt_string
00007ff80fc31bcf (__TEXT,__text) external _krb_time_to_life
00007ff80fc31a2f (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
00007ff80fc2c264 (__TEXT,__text) non-external _map_mit_principal
00007ff80fc32cc3 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007ff80fc2b02b (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007ff80fc33d41 (__TEXT,__text) non-external _mshim_ctx.cold.1
00007ff842b03a40 (__DATA,__data) non-external _mshim_ctx.key
00007ff842b03a38 (__DATA,__data) non-external _mshim_ctx.once
00007ff80fc2afc5 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007ff80fc2ac53 (__TEXT,__text) non-external _mshim_gic_opt
00007ff80fc2b61d (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007ff80fc2b457 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007ff80fc2b105 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
00007ff80fc2b793 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007ff80fc2b16f (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007ff80fc2c21d (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007ff80fc2b67e (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007ff80fc32967 (__TEXT,__text) non-external _mshim_hticket2mticket
00007ff80fc27da6 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007ff80fc2b0d3 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007ff80fc33d5d (__TEXT,__text) non-external _mshim_malloc.cold.1
00007ff80fc2b27d (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00007ff80fc2b13d (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
