00007ffb025a9cb2 (__TEXT,__text) non-external _DiToMD5
00007ffb0259dc3a (__TEXT,__text) external __ZN5OSSet12removeObjectEPK15OSMetaClassBase
00007ffb0259da38 (__TEXT,__text) external __ZN5OSSet12withCapacityEj
00007ffb0259dbfa (__TEXT,__text) external __ZN5OSSet4initEv
00007ffb0259db6c (__TEXT,__text) external __ZN5OSSet5mergeEPK7OSArray
00007ffb0259dafa (__TEXT,__text) external __ZN5OSSet9setObjectEPK15OSMetaClassBase
00007ffb0259db32 (__TEXT,__text) external __ZN5OSSet9withArrayEPK7OSArrayj
00007ffb0259e28e (__TEXT,__text) external __ZN6OSData11appendBytesEPKS_
00007ffb0259e284 (__TEXT,__text) external __ZN6OSData11appendBytesEPKvm
00007ffb0259e192 (__TEXT,__text) external __ZN6OSData12withCapacityEj
00007ffb0259e1aa (__TEXT,__text) external __ZN6OSData15withBytesNoCopyEPvm
00007ffb0259e134 (__TEXT,__text) external __ZN6OSData4freeEv
00007ffb025bbd3e (__TEXT,__text) non-external __ZN6OSData4freeEv.cold.1
00007ffb0259e1b4 (__TEXT,__text) external __ZN6OSData8withDataEPKS_
00007ffb0259e1e6 (__TEXT,__text) external __ZN6OSData8withDataEPKS_mm
00007ffb0259e1a0 (__TEXT,__text) external __ZN6OSData9withBytesEPKvm
00007ffb0259d6c2 (__TEXT,__text) external __ZN7OSArray11withObjectsEPPK8OSObjectjj
00007ffb0259d82e (__TEXT,__text) external __ZN7OSArray12removeObjectEj
00007ffb0259d6b8 (__TEXT,__text) external __ZN7OSArray12withCapacityEj
00007ffb0259d81c (__TEXT,__text) external __ZN7OSArray13replaceObjectEjPK15OSMetaClassBase
00007ffb0259d5c4 (__TEXT,__text) external __ZN7OSArray14ensureCapacityEj
00007ffb0259d5d4 (__TEXT,__text) external __ZN7OSArray15flushCollectionEv
00007ffb0259d66a (__TEXT,__text) external __ZN7OSArray4freeEv
00007ffb0259d780 (__TEXT,__text) external __ZN7OSArray5mergeEPKS_
00007ffb0259d730 (__TEXT,__text) external __ZN7OSArray9setObjectEPK15OSMetaClassBase
00007ffb0259d80e (__TEXT,__text) external __ZN7OSArray9setObjectEjPK15OSMetaClassBase
00007ffb0259d746 (__TEXT,__text) external __ZN7OSArray9withArrayEPKS_j
00007ffb025986f6 (__TEXT,__text) external __ZN8IOThread17CopyCurrentThreadEPPS_
00007ffb025bb54b (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.1
00007ffb025bb56e (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.2
00007ffb0259877e (__TEXT,__text) external __ZN8IOThread17GetTimeConstraintEPjS0_S0_PbS1_
00007ffb02598828 (__TEXT,__text) external __ZN8IOThread17SetTimeConstraintEjjjb
00007ffb025986b6 (__TEXT,__text) external __ZN8IOThread4JoinEPPv
00007ffb02598394 (__TEXT,__text) external __ZN8IOThread4freeEv
00007ffb02598338 (__TEXT,__text) external __ZN8IOThread4initEv
00007ffb025983e6 (__TEXT,__text) external __ZN8IOThread6CreateEyPFPvS0_ES0_PPS_
00007ffb025b891c (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
00007ffb025965ac (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
00007ffb0259656e (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00007ffb025bb2b2 (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00007ffb025b8c18 (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00007ffb025b88c2 (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
00007ffb0259658a (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
00007ffb02596356 (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00007ffb025b8a2e (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00007ffb025b8ce6 (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
00007ffb02596688 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00007ffb025bb31b (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
00007ffb02596420 (__TEXT,__text) external __ZN8OSAction4freeEv
00007ffb025bb26c (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00007ffb025964aa (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00007ffb025bb28f (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00007ffb02596346 (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00007ffb025b8b5e (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00007ffb0259663c (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00007ffb025bb2f8 (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00007ffb025b884c (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00007ffb025965c4 (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00007ffb025bb2d5 (__TEXT,__text) non-external __ZN8OSAction8WillWaitEPP17OSActionWaitToken.cold.1
00007ffb025b8856 (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00007ffb02597570 (__TEXT,__text) external __ZN8OSBundle10mainBundleEv
00007ffb025bb3ed (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.1
00007ffb025bb410 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.2
00007ffb025bb433 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.3
00007ffb025977de (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
00007ffb025976c2 (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ffb0259777e (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ffb0259772a (__TEXT,__text) external __ZN8OSBundle4initEv
00007ffb0259e3ae (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ffb0259e3c4 (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ffb0259e50a (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ffb025b9044 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb025b91d6 (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb025b937c (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ffb025b9468 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ffb02593d54 (__TEXT,__text) external __ZN8OSObject4freeEv
00007ffb02593d44 (__TEXT,__text) external __ZN8OSObject4initEv
00007ffb025b8fde (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ffb025b9000 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffb0259e2f4 (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffb0259e2c0 (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffb0259e316 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffb0259e2da (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffb0259ab18 (__TEXT,__text) external __ZN8OSString4freeEv
00007ffb025bb903 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ffb025bb924 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ffb025bb947 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ffb02597d30 (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffb02597ce6 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffb02597c72 (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffb02597d26 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffb025b25f0 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffb025b19ee (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffb02596ddc (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffb025b3bca (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb02597132 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffb025b077a (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb025b272a (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffb025b06ce (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb025b29be (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb025b0eb0 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffb025b098a (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffb025b1ece (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb025b1b20 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb025b18aa (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb025b1542 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb025b3540 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb025b16b0 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb025b3edc (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffb025b3c94 (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb025b2b5a (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffb025b4a68 (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffb025b12a2 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffb02596f62 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffb025b1c5a (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb025b49ac (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffb025b1d94 (__TEXT,__text) external __ZN9IOService16SetPowerOverrideEbPFiP15OSMetaClassBase5IORPCE
00007ffb025972a6 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffb025b2f92 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb025b4438 (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb025b460a (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffb025b4266 (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb025b0b34 (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffb025b32ca (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb025b0fbe (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffb025b24ba (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffb02596f9a (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffb025b467c (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffb025b47da (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffb025971de (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffb025bb3ca (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffb025b3e26 (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffb025b43b8 (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffb025b0918 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb025b41b0 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffb025b3ff4 (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffb025b4d28 (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffb025b408c (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffb02596fea (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffb025b3104 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb025b0ba8 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffb025b48e8 (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffb025b2336 (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffb025b2884 (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb025b3f88 (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0259729e (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffb025b42d2 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb02596d8c (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffb025b4344 (__TEXT,__text) external __ZN9IOService23SetPowerOverride_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffb025b4b00 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffb025b391a (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb025b0a7e (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffb025b0826 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffb025b4596 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb025b3a46 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb025b13d4 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb025b37ee (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb025953f2 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0259543a (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffb025b4b9c (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffb025b44ac (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffb025b46f0 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffb02596cd4 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffb025b4f3e (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0259521e (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffb025952f2 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffb025bb19e (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffb025b5020 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffb025b089a (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffb025953c2 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb025953da (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffb025b3684 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffb025b340e (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffb025b4e5c (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb02595344 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0259538c (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffb025b4dde (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffb025b4cbc (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb025b0da6 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb02593d86 (__TEXT,__text) external __ZN9IOService4freeEv
00007ffb02596bd0 (__TEXT,__text) external __ZN9IOService4initEv
00007ffb025bb384 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffb025bb3a7 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffb025b0c9c (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb025b2040 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffb025b111a (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffb025b2e24 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb025b00c6 (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffb025b2cd4 (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffb02596e1a (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffb025b2200 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffb025b00d0 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffb0259e598 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffb025adba6 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffb025b880e (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffb0259cdea (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0259cdfa (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259cef0 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffb0259d3be (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259d1b2 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffb0259ced4 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffb0259d290 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffb0259d3ae (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffb0259ce0a (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffb0259ce48 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffb0259d29c (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffb02597c56 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffb02597c64 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffb0259dede (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffb0259ded2 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffb025accd2 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffb02590b30 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffb02591460 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffb02590afa (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffb02591400 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffb025913f4 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffb02590af0 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffb025913fa (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffb02591454 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffb025ad55c (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffb025ac85e (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffb025af450 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffb025b591c (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffb025b7928 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffb025b60c0 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffb025b9ede (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffb0259dc6a (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffb0259dc12 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffb0259dc26 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffb0259e272 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffb0259e232 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffb0259e02e (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffb0259e05c (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffb0259df22 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffb0259dfd8 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffb0259dfa6 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffb0259dfec (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffb0259d5a8 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffb0259d8e6 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffb0259d902 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0259d98a (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffb0259d58c (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffb0259d8da (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffb0259d45e (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffb0259d49c (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffb025b8de6 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffb0259e3ce (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffb0259e3da (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffb0259e3fe (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffb0259e422 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffb0259e440 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffb0259e462 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffb0259e4ca (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffb0259140a (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffb025ba32d (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffb025ba350 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
