00007ff80366f6a1 (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff80378002c (__TEXT,__text) external __ZNK3icu11Formattable8getBogusEv
00007ff80377fc10 (__TEXT,__text) external __ZNK3icu11Formattable8getInt64ER10UErrorCode
00007ff80377fd54 (__TEXT,__text) external __ZNK3icu11Formattable9getDoubleER10UErrorCode
00007ff80377fdf8 (__TEXT,__text) external __ZNK3icu11Formattable9getObjectEv
00007ff80377fff8 (__TEXT,__text) external __ZNK3icu11Formattable9getStringER10UErrorCode
00007ff80377ffac (__TEXT,__text) external __ZNK3icu11Formattable9getStringERNS_13UnicodeStringER10UErrorCode
00007ff80377fb08 (__TEXT,__text) external __ZNK3icu11Formattable9isNumericEv
00007ff80377f8f4 (__TEXT,__text) external __ZNK3icu11FormattableeqERKS0_
00007ff80365d936 (__TEXT,__text) external __ZNK3icu11LocaleBased11getLocaleIDE18ULocDataLocaleTypeR10UErrorCode
00007ff80365d8e2 (__TEXT,__text) external __ZNK3icu11LocaleBased9getLocaleE18ULocDataLocaleTypeR10UErrorCode
00007ff803795ea2 (__TEXT,__text) external __ZNK3icu11MeasureUnit10getSubtypeEv
00007ff8037990b4 (__TEXT,__text) external __ZNK3icu11MeasureUnit10reciprocalER10UErrorCode
00007ff803799002 (__TEXT,__text) external __ZNK3icu11MeasureUnit10withPrefixENS_14UMeasurePrefixER10UErrorCode
00007ff803798f30 (__TEXT,__text) external __ZNK3icu11MeasureUnit13getComplexityER10UErrorCode
00007ff803795efc (__TEXT,__text) external __ZNK3icu11MeasureUnit13getIdentifierEv
00007ff803797158 (__TEXT,__text) external __ZNK3icu11MeasureUnit16getUAMeasureUnitEv
00007ff80379904a (__TEXT,__text) external __ZNK3icu11MeasureUnit17getDimensionalityER10UErrorCode
00007ff803790352 (__TEXT,__text) external __ZNK3icu11MeasureUnit17getDynamicClassIDEv
00007ff8037971a2 (__TEXT,__text) external __ZNK3icu11MeasureUnit17getUAMeasureUnitsEP13UAMeasureUnitiR10UErrorCode
00007ff80379906e (__TEXT,__text) external __ZNK3icu11MeasureUnit18withDimensionalityEiR10UErrorCode
00007ff803799382 (__TEXT,__text) external __ZNK3icu11MeasureUnit22splitToSingleUnitsImplERiR10UErrorCode
00007ff803795dcc (__TEXT,__text) external __ZNK3icu11MeasureUnit5cloneEv
00007ff803795e7c (__TEXT,__text) external __ZNK3icu11MeasureUnit7getTypeEv
00007ff8037991ba (__TEXT,__text) external __ZNK3icu11MeasureUnit7productERKS0_R10UErrorCode
00007ff803795f46 (__TEXT,__text) external __ZNK3icu11MeasureUnit9getOffsetEv
00007ff803798ff2 (__TEXT,__text) external __ZNK3icu11MeasureUnit9getPrefixER10UErrorCode
00007ff803795f6e (__TEXT,__text) external __ZNK3icu11MeasureUniteqERKNS_7UObjectE
00007ff803672826 (__TEXT,__text) external __ZNK3icu11Normalizer211composePairEii
00007ff803672724 (__TEXT,__text) external __ZNK3icu11Normalizer213normalizeUTF8EjNS_11StringPieceERNS_8ByteSinkEPNS_5EditsER10UErrorCode
00007ff80367283a (__TEXT,__text) external __ZNK3icu11Normalizer216isNormalizedUTF8ENS_11StringPieceER10UErrorCode
00007ff803672832 (__TEXT,__text) external __ZNK3icu11Normalizer217getCombiningClassEi
00007ff80367281e (__TEXT,__text) external __ZNK3icu11Normalizer219getRawDecompositionEiRNS_13UnicodeStringE
00007ff8037defa6 (__TEXT,__text) external __ZNK3icu11PluralRules11getKeywordsER10UErrorCode
00007ff8037df938 (__TEXT,__text) external __ZNK3icu11PluralRules15getKeywordOtherEv
00007ff8037df0d8 (__TEXT,__text) external __ZNK3icu11PluralRules15rulesForKeywordERKNS_13UnicodeStringE
00007ff8037dd476 (__TEXT,__text) external __ZNK3icu11PluralRules17getDynamicClassIDEv
00007ff8037dd75a (__TEXT,__text) external __ZNK3icu11PluralRules5cloneER10UErrorCode
00007ff8037dd73c (__TEXT,__text) external __ZNK3icu11PluralRules5cloneEv
00007ff8037dee68 (__TEXT,__text) external __ZNK3icu11PluralRules6selectEPKNS_6number4impl25UFormattedNumberRangeDataER10UErrorCode
00007ff8037debd0 (__TEXT,__text) external __ZNK3icu11PluralRules6selectERKNS_13IFixedDecimalE
00007ff8037decd0 (__TEXT,__text) external __ZNK3icu11PluralRules6selectERKNS_6number15FormattedNumberER10UErrorCode
00007ff8037dee2a (__TEXT,__text) external __ZNK3icu11PluralRules6selectERKNS_6number20FormattedNumberRangeER10UErrorCode
00007ff8037dec68 (__TEXT,__text) external __ZNK3icu11PluralRules6selectEd
00007ff8037deb64 (__TEXT,__text) external __ZNK3icu11PluralRules6selectEi
00007ff8037e00e0 (__TEXT,__text) external __ZNK3icu11PluralRules8getRulesEv
00007ff8037df8cc (__TEXT,__text) external __ZNK3icu11PluralRules9isKeywordERKNS_13UnicodeStringE
00007ff8037df97a (__TEXT,__text) external __ZNK3icu11PluralRuleseqERKS0_
00007ff8036f41a2 (__TEXT,__text) external __ZNK3icu11Replaceable11hasMetaDataEv
00007ff8036f20c6 (__TEXT,__text) external __ZNK3icu11Replaceable5cloneEv
00007ff8038371b8 (__TEXT,__text) external __ZNK3icu11TextTrieMap12getChildNodeEPNS_13CharacterNodeEDs
00007ff803837350 (__TEXT,__text) external __ZNK3icu11TextTrieMap6searchEPNS_13CharacterNodeERKNS_13UnicodeStringEiiPNS_30TextTrieMapSearchResultHandlerER10UErrorCode
00007ff8038372d8 (__TEXT,__text) external __ZNK3icu11TextTrieMap6searchERKNS_13UnicodeStringEiPNS_30TextTrieMapSearchResultHandlerER10UErrorCode
00007ff803836d8a (__TEXT,__text) external __ZNK3icu11TextTrieMap7isEmptyEv
00007ff80372b90a (__TEXT,__text) external __ZNK3icu12ChoiceFormat10getFormatsERi
00007ff80372b8fc (__TEXT,__text) external __ZNK3icu12ChoiceFormat11getClosuresERi
00007ff80372af8c (__TEXT,__text) external __ZNK3icu12ChoiceFormat17getDynamicClassIDEv
00007ff80372bddc (__TEXT,__text) external __ZNK3icu12ChoiceFormat5cloneEv
00007ff80372bb6a (__TEXT,__text) external __ZNK3icu12ChoiceFormat5parseERKNS_13UnicodeStringERNS_11FormattableERNS_13ParsePositionE
00007ff80372baea (__TEXT,__text) external __ZNK3icu12ChoiceFormat6formatEPKNS_11FormattableEiRNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff80372b94a (__TEXT,__text) external __ZNK3icu12ChoiceFormat6formatEdRNS_13UnicodeStringERNS_13FieldPositionE
00007ff80372b932 (__TEXT,__text) external __ZNK3icu12ChoiceFormat6formatEiRNS_13UnicodeStringERNS_13FieldPositionE
00007ff80372b918 (__TEXT,__text) external __ZNK3icu12ChoiceFormat6formatExRNS_13UnicodeStringERNS_13FieldPositionE
00007ff80372b8ee (__TEXT,__text) external __ZNK3icu12ChoiceFormat9getLimitsERi
00007ff80372b482 (__TEXT,__text) external __ZNK3icu12ChoiceFormat9toPatternERNS_13UnicodeStringE
00007ff80372b1fe (__TEXT,__text) external __ZNK3icu12ChoiceFormateqERKNS_6FormatE
00007ff80381c7ee (__TEXT,__text) external __ZNK3icu12CollationKey17getDynamicClassIDEv
00007ff80381cc66 (__TEXT,__text) external __ZNK3icu12CollationKey8hashCodeEv
00007ff80381cbd4 (__TEXT,__text) external __ZNK3icu12CollationKey9compareToERKS0_
00007ff80381cbf2 (__TEXT,__text) external __ZNK3icu12CollationKey9compareToERKS0_R10UErrorCode
00007ff80381cac4 (__TEXT,__text) external __ZNK3icu12CollationKeyeqERKS0_
00007ff80374cb3a (__TEXT,__text) external __ZNK3icu12CurrencyUnit17getDynamicClassIDEv
00007ff80374cab0 (__TEXT,__text) external __ZNK3icu12CurrencyUnit5cloneEv
00007ff8036547b8 (__TEXT,__text) external __ZNK3icu12DateInterval17getDynamicClassIDEv
00007ff80365487c (__TEXT,__text) external __ZNK3icu12DateInterval5cloneEv
00007ff8036548b2 (__TEXT,__text) external __ZNK3icu12DateIntervaleqERKS0_
00007ff80377d23a (__TEXT,__text) external __ZNK3icu12DateTimeRule12getRuleMonthEv
00007ff80377d226 (__TEXT,__text) external __ZNK3icu12DateTimeRule15getDateRuleTypeEv
00007ff80377d230 (__TEXT,__text) external __ZNK3icu12DateTimeRule15getTimeRuleTypeEv
00007ff80377d24e (__TEXT,__text) external __ZNK3icu12DateTimeRule16getRuleDayOfWeekEv
00007ff80377cfa0 (__TEXT,__text) external __ZNK3icu12DateTimeRule17getDynamicClassIDEv
00007ff80377d244 (__TEXT,__text) external __ZNK3icu12DateTimeRule17getRuleDayOfMonthEv
00007ff80377d262 (__TEXT,__text) external __ZNK3icu12DateTimeRule18getRuleMillisInDayEv
00007ff80377d258 (__TEXT,__text) external __ZNK3icu12DateTimeRule18getRuleWeekInMonthEv
00007ff80377d146 (__TEXT,__text) external __ZNK3icu12DateTimeRule5cloneEv
00007ff80377d1aa (__TEXT,__text) external __ZNK3icu12DateTimeRuleeqERKS0_
00007ff80377d218 (__TEXT,__text) external __ZNK3icu12DateTimeRuleneERKS0_
00007ff8037e23c8 (__TEXT,__text) external __ZNK3icu12FixedDecimal10isInfiniteEv
00007ff8037e24d4 (__TEXT,__text) external __ZNK3icu12FixedDecimal11doubleValueEv
00007ff8037e23d6 (__TEXT,__text) external __ZNK3icu12FixedDecimal15hasIntegerValueEv
00007ff8037e23e4 (__TEXT,__text) external __ZNK3icu12FixedDecimal15isNanOrInfinityEv
00007ff8037e22b4 (__TEXT,__text) external __ZNK3icu12FixedDecimal16getPluralOperandENS_13PluralOperandE
00007ff8037e23fa (__TEXT,__text) external __ZNK3icu12FixedDecimal28getVisibleFractionDigitCountEv
00007ff8037e23ba (__TEXT,__text) external __ZNK3icu12FixedDecimal5isNaNEv
00007ff8037e2438 (__TEXT,__text) external __ZNK3icu12FixedDecimal8toStringEv
00007ff8037e2384 (__TEXT,__text) external __ZNK3icu12FixedDecimal9longValueEv
00007ff8037e2404 (__TEXT,__text) external __ZNK3icu12FixedDecimaleqERKS0_
00007ff8037cb652 (__TEXT,__text) external __ZNK3icu12NumberFormat10getContextE19UDisplayContextTypeR10UErrorCode
00007ff8037cad6c (__TEXT,__text) external __ZNK3icu12NumberFormat11getCurrencyEv
00007ff8037caef4 (__TEXT,__text) external __ZNK3icu12NumberFormat11parseObjectERKNS_13UnicodeStringERNS_11FormattableERNS_13ParsePositionE
00007ff8037cb04e (__TEXT,__text) external __ZNK3icu12NumberFormat13parseCurrencyERKNS_13UnicodeStringERNS_13ParsePositionE
00007ff8037cb422 (__TEXT,__text) external __ZNK3icu12NumberFormat14isGroupingUsedEv
00007ff8037cc176 (__TEXT,__text) external __ZNK3icu12NumberFormat15getRoundingModeEv
00007ff8037cb5c2 (__TEXT,__text) external __ZNK3icu12NumberFormat20getEffectiveCurrencyEPDsR10UErrorCode
00007ff8037cb43e (__TEXT,__text) external __ZNK3icu12NumberFormat23getMaximumIntegerDigitsEv
00007ff8037cb484 (__TEXT,__text) external __ZNK3icu12NumberFormat23getMinimumIntegerDigitsEv
00007ff8037cb4ca (__TEXT,__text) external __ZNK3icu12NumberFormat24getMaximumFractionDigitsEv
00007ff8037cb510 (__TEXT,__text) external __ZNK3icu12NumberFormat24getMinimumFractionDigitsEv
00007ff8037caff0 (__TEXT,__text) external __ZNK3icu12NumberFormat5parseERKNS_13UnicodeStringERNS_11FormattableER10UErrorCode
00007ff8037caa28 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatENS_11StringPieceERNS_13UnicodeStringEPNS_21FieldPositionIteratorER10UErrorCode
00007ff8037cad7a (__TEXT,__text) external __ZNK3icu12NumberFormat6formatERKNS_11FormattableERNS_13UnicodeStringEPNS_21FieldPositionIteratorER10UErrorCode
00007ff8037cac02 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatERKNS_11FormattableERNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037cab7a (__TEXT,__text) external __ZNK3icu12NumberFormat6formatERKNS_6number4impl15DecimalQuantityERNS_13UnicodeStringEPNS_21FieldPositionIteratorER10UErrorCode
00007ff8037cabbe (__TEXT,__text) external __ZNK3icu12NumberFormat6formatERKNS_6number4impl15DecimalQuantityERNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037caf06 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatEdRNS_13UnicodeStringE
00007ff8037ca99c (__TEXT,__text) external __ZNK3icu12NumberFormat6formatEdRNS_13UnicodeStringEPNS_21FieldPositionIteratorER10UErrorCode
00007ff8037ca9dc (__TEXT,__text) external __ZNK3icu12NumberFormat6formatEdRNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037caf54 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatEiRNS_13UnicodeStringE
00007ff8037ca9b0 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatEiRNS_13UnicodeStringEPNS_21FieldPositionIteratorER10UErrorCode
00007ff8037ca9f4 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatEiRNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037cafa2 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatExRNS_13UnicodeStringE
00007ff8037ca9c6 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatExRNS_13UnicodeStringEPNS_21FieldPositionIteratorER10UErrorCode
00007ff8037caee6 (__TEXT,__text) external __ZNK3icu12NumberFormat6formatExRNS_13UnicodeStringERNS_13FieldPositionE
00007ff8037caa0e (__TEXT,__text) external __ZNK3icu12NumberFormat6formatExRNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037ca8da (__TEXT,__text) external __ZNK3icu12NumberFormateqERKNS_6FormatE
00007ff8037dcf30 (__TEXT,__text) external __ZNK3icu12PluralFormat11parseObjectERKNS_13UnicodeStringERNS_11FormattableERNS_13ParsePositionE
00007ff8037db846 (__TEXT,__text) external __ZNK3icu12PluralFormat17getDynamicClassIDEv
00007ff8037dd44a (__TEXT,__text) external __ZNK3icu12PluralFormat21PluralSelectorAdapter6selectEPvdR10UErrorCode
00007ff8037dcde0 (__TEXT,__text) external __ZNK3icu12PluralFormat5cloneEv
00007ff8037dc0d6 (__TEXT,__text) external __ZNK3icu12PluralFormat6formatERKNS_11FormattableERNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037dc148 (__TEXT,__text) external __ZNK3icu12PluralFormat6formatERKNS_11FormattableEdRNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037dc696 (__TEXT,__text) external __ZNK3icu12PluralFormat6formatEdR10UErrorCode
00007ff8037dc838 (__TEXT,__text) external __ZNK3icu12PluralFormat6formatEdRNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037dc584 (__TEXT,__text) external __ZNK3icu12PluralFormat6formatEiR10UErrorCode
00007ff8037dc7a2 (__TEXT,__text) external __ZNK3icu12PluralFormat6formatEiRNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8037dcfa4 (__TEXT,__text) external __ZNK3icu12PluralFormat9parseTypeERKNS_13UnicodeStringEPKNS_6NFRuleERNS_11FormattableERNS_13FieldPositionE
00007ff8037dce68 (__TEXT,__text) external __ZNK3icu12PluralFormateqERKNS_6FormatE
00007ff8037dcf22 (__TEXT,__text) external __ZNK3icu12PluralFormatneERKNS_6FormatE
00007ff8038054a6 (__TEXT,__text) external __ZNK3icu12RegexMatcher10groupCountEv
00007ff80380644e (__TEXT,__text) external __ZNK3icu12RegexMatcher10requireEndEv
00007ff8037fe892 (__TEXT,__text) external __ZNK3icu12RegexMatcher11appendGroupEiP5UTextR10UErrorCode
00007ff803805e0a (__TEXT,__text) external __ZNK3icu12RegexMatcher11regionEnd64Ev
00007ff803805e14 (__TEXT,__text) external __ZNK3icu12RegexMatcher11regionStartEv
00007ff803807548 (__TEXT,__text) external __ZNK3icu12RegexMatcher12getTimeLimitEv
00007ff803807554 (__TEXT,__text) external __ZNK3icu12RegexMatcher13getStackLimitEv
00007ff803805e1e (__TEXT,__text) external __ZNK3icu12RegexMatcher13regionStart64Ev
00007ff803807be0 (__TEXT,__text) external __ZNK3icu12RegexMatcher17getDynamicClassIDEv
00007ff8038054ba (__TEXT,__text) external __ZNK3icu12RegexMatcher18hasAnchoringBoundsEv
00007ff8038054c8 (__TEXT,__text) external __ZNK3icu12RegexMatcher20hasTransparentBoundsEv
00007ff8037fec28 (__TEXT,__text) external __ZNK3icu12RegexMatcher3endER10UErrorCode
00007ff8037fec6a (__TEXT,__text) external __ZNK3icu12RegexMatcher3endEiR10UErrorCode
00007ff8037fec74 (__TEXT,__text) external __ZNK3icu12RegexMatcher5end64ER10UErrorCode
00007ff8037fecba (__TEXT,__text) external __ZNK3icu12RegexMatcher5end64EiR10UErrorCode
00007ff8038052e6 (__TEXT,__text) external __ZNK3icu12RegexMatcher5groupEP5UTextRxR10UErrorCode
00007ff8038051dc (__TEXT,__text) external __ZNK3icu12RegexMatcher5groupER10UErrorCode
00007ff8038052fc (__TEXT,__text) external __ZNK3icu12RegexMatcher5groupEiP5UTextRxR10UErrorCode
00007ff8038051fa (__TEXT,__text) external __ZNK3icu12RegexMatcher5groupEiR10UErrorCode
00007ff8038054e4 (__TEXT,__text) external __ZNK3icu12RegexMatcher5inputEv
00007ff803807402 (__TEXT,__text) external __ZNK3icu12RegexMatcher5startER10UErrorCode
00007ff803807450 (__TEXT,__text) external __ZNK3icu12RegexMatcher5startEiR10UErrorCode
00007ff8038054d6 (__TEXT,__text) external __ZNK3icu12RegexMatcher6hitEndEv
00007ff803805cb8 (__TEXT,__text) external __ZNK3icu12RegexMatcher7patternEv
00007ff80380745a (__TEXT,__text) external __ZNK3icu12RegexMatcher7start64ER10UErrorCode
00007ff803805422 (__TEXT,__text) external __ZNK3icu12RegexMatcher7start64EiR10UErrorCode
00007ff8038055a4 (__TEXT,__text) external __ZNK3icu12RegexMatcher8getInputEP5UTextR10UErrorCode
00007ff80380559a (__TEXT,__text) external __ZNK3icu12RegexMatcher9inputTextEv
00007ff803805e00 (__TEXT,__text) external __ZNK3icu12RegexMatcher9regionEndEv
00007ff803809044 (__TEXT,__text) external __ZNK3icu12RegexPattern11dumpPatternEv
00007ff803808dfe (__TEXT,__text) external __ZNK3icu12RegexPattern11patternTextER10UErrorCode
00007ff803809058 (__TEXT,__text) external __ZNK3icu12RegexPattern17getDynamicClassIDEv
00007ff803808e6a (__TEXT,__text) external __ZNK3icu12RegexPattern19groupNumberFromNameEPKciR10UErrorCode
00007ff803808e36 (__TEXT,__text) external __ZNK3icu12RegexPattern19groupNumberFromNameERKNS_13UnicodeStringER10UErrorCode
00007ff803808682 (__TEXT,__text) external __ZNK3icu12RegexPattern5cloneEv
00007ff803808b3c (__TEXT,__text) external __ZNK3icu12RegexPattern5flagsEv
00007ff803808fa4 (__TEXT,__text) external __ZNK3icu12RegexPattern5splitEP5UTextPS2_iR10UErrorCode
00007ff803808f0a (__TEXT,__text) external __ZNK3icu12RegexPattern5splitERKNS_13UnicodeStringEPS1_iR10UErrorCode
00007ff80380903e (__TEXT,__text) external __ZNK3icu12RegexPattern6dumpOpEi
00007ff803808b8a (__TEXT,__text) external __ZNK3icu12RegexPattern7matcherER10UErrorCode
00007ff803808b46 (__TEXT,__text) external __ZNK3icu12RegexPattern7matcherERKNS_13UnicodeStringER10UErrorCode
00007ff803808d18 (__TEXT,__text) external __ZNK3icu12RegexPattern7patternEv
00007ff8038086da (__TEXT,__text) external __ZNK3icu12RegexPatterneqERKS0_
00007ff80380ff7e (__TEXT,__text) external __ZNK3icu12SelectFormat11parseObjectERKNS_13UnicodeStringERNS_11FormattableERNS_13ParsePositionE
00007ff80380fa4a (__TEXT,__text) external __ZNK3icu12SelectFormat17getDynamicClassIDEv
00007ff80380feb8 (__TEXT,__text) external __ZNK3icu12SelectFormat5cloneEv
00007ff80380fbe8 (__TEXT,__text) external __ZNK3icu12SelectFormat6formatERKNS_11FormattableERNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff80380fc4a (__TEXT,__text) external __ZNK3icu12SelectFormat6formatERKNS_13UnicodeStringERS1_RNS_13FieldPositionER10UErrorCode
00007ff80380ff30 (__TEXT,__text) external __ZNK3icu12SelectFormateqERKNS_6FormatE
00007ff80380ff70 (__TEXT,__text) external __ZNK3icu12SelectFormatneERKNS_6FormatE
00007ff803692ba0 (__TEXT,__text) external __ZNK3icu12SharedObject11getRefCountEv
00007ff803692baa (__TEXT,__text) external __ZNK3icu12SharedObject20deleteIfZeroRefCountEv
00007ff803692b6e (__TEXT,__text) external __ZNK3icu12SharedObject6addRefEv
00007ff803692b78 (__TEXT,__text) external __ZNK3icu12SharedObject9removeRefEv
00007ff80381f314 (__TEXT,__text) external __ZNK3icu12StringSearch10getPatternEv
00007ff80381f272 (__TEXT,__text) external __ZNK3icu12StringSearch11getCollatorEv
00007ff80381ea42 (__TEXT,__text) external __ZNK3icu12StringSearch17getDynamicClassIDEv
00007ff80381efc2 (__TEXT,__text) external __ZNK3icu12StringSearch5cloneEv
00007ff80381f188 (__TEXT,__text) external __ZNK3icu12StringSearch9getOffsetEv
00007ff80381f330 (__TEXT,__text) external __ZNK3icu12StringSearch9safeCloneEv
00007ff80381f0d2 (__TEXT,__text) external __ZNK3icu12StringSearcheqERKNS_14SearchIteratorE
00007ff80383af7a (__TEXT,__text) external __ZNK3icu12TimeZoneRule12getRawOffsetEv
00007ff80383af84 (__TEXT,__text) external __ZNK3icu12TimeZoneRule13getDSTSavingsEv
00007ff80383af8e (__TEXT,__text) external __ZNK3icu12TimeZoneRule14isEquivalentToERKS0_
00007ff80383af5a (__TEXT,__text) external __ZNK3icu12TimeZoneRule7getNameERNS_13UnicodeStringE
00007ff80383aea4 (__TEXT,__text) external __ZNK3icu12TimeZoneRuleeqERKS0_
00007ff80383af4c (__TEXT,__text) external __ZNK3icu12TimeZoneRuleneERKS0_
00007ff8036e7840 (__TEXT,__text) external __ZNK3icu12UnifiedCache10addHardRefEPKNS_12SharedObjectE
00007ff8036e759e (__TEXT,__text) external __ZNK3icu12UnifiedCache11_inProgressEPK12UHashElement
00007ff8036e786a (__TEXT,__text) external __ZNK3icu12UnifiedCache11_inProgressEPKNS_12SharedObjectE10UErrorCode
00007ff8036e706e (__TEXT,__text) external __ZNK3icu12UnifiedCache11unusedCountEv
00007ff8036e737c (__TEXT,__text) external __ZNK3icu12UnifiedCache12_isEvictableEPK12UHashElement
00007ff8036e7340 (__TEXT,__text) external __ZNK3icu12UnifiedCache12_nextElementEv
00007ff8036e7820 (__TEXT,__text) external __ZNK3icu12UnifiedCache13removeHardRefEPKNS_12SharedObjectE
00007ff8036e73ba (__TEXT,__text) external __ZNK3icu12UnifiedCache13removeSoftRefEPKNS_12SharedObjectE
00007ff8036e74c2 (__TEXT,__text) external __ZNK3icu12UnifiedCache16_registerPrimaryEPKNS_12CacheKeyBaseEPKNS_12SharedObjectE
00007ff8036e70b0 (__TEXT,__text) external __ZNK3icu12UnifiedCache16autoEvictedCountEv
00007ff8036e71fc (__TEXT,__text) external __ZNK3icu12UnifiedCache17_runEvictionSliceEv
00007ff8036e74e2 (__TEXT,__text) external __ZNK3icu12UnifiedCache18_putIfAbsentAndGetERKNS_12CacheKeyBaseERPKNS_12SharedObjectER10UErrorCode
00007ff8036e71cc (__TEXT,__text) external __ZNK3icu12UnifiedCache24handleUnreferencedObjectEv
00007ff8036e73f6 (__TEXT,__text) external __ZNK3icu12UnifiedCache27_computeCountOfItemsToEvictEv
00007ff8036e7756 (__TEXT,__text) external __ZNK3icu12UnifiedCache4_getERKNS_12CacheKeyBaseERPKNS_12SharedObjectEPKvR10UErrorCode
00007ff8036e7632 (__TEXT,__text) external __ZNK3icu12UnifiedCache4_putEPK12UHashElementPKNS_12SharedObjectE10UErrorCode
00007ff8036e7682 (__TEXT,__text) external __ZNK3icu12UnifiedCache5_pollERKNS_12CacheKeyBaseERPKNS_12SharedObjectER10UErrorCode
00007ff8036e7112 (__TEXT,__text) external __ZNK3icu12UnifiedCache5flushEv
00007ff8036e75f4 (__TEXT,__text) external __ZNK3icu12UnifiedCache6_fetchEPK12UHashElementRPKNS_12SharedObjectER10UErrorCode
00007ff8036e7146 (__TEXT,__text) external __ZNK3icu12UnifiedCache6_flushEa
00007ff8036e7442 (__TEXT,__text) external __ZNK3icu12UnifiedCache7_putNewERKNS_12CacheKeyBaseEPKNS_12SharedObjectE10UErrorCodeRS7_
00007ff8036e70de (__TEXT,__text) external __ZNK3icu12UnifiedCache8keyCountEv
00007ff803723338 (__TEXT,__text) external __ZNK3icu13BasicTimeZone18getOffsetFromLocalEd20UTimeZoneLocalOptionS1_RiS2_R10UErrorCode
00007ff80372334c (__TEXT,__text) external __ZNK3icu13BasicTimeZone18getOffsetFromLocalEdiiRiS1_R10UErrorCode
00007ff803721dc4 (__TEXT,__text) external __ZNK3icu13BasicTimeZone18getSimpleRulesNearEdRPNS_19InitialTimeZoneRuleERPNS_18AnnualTimeZoneRuleES6_R10UErrorCode
00007ff803722816 (__TEXT,__text) external __ZNK3icu13BasicTimeZone21getTimeZoneRulesAfterEdRPNS_19InitialTimeZoneRuleERPNS_7UVectorER10UErrorCode
00007ff8037218f4 (__TEXT,__text) external __ZNK3icu13BasicTimeZone24hasEquivalentTransitionsERKS0_ddaR10UErrorCode
00007ff80364a5bc (__TEXT,__text) external __ZNK3icu13BreakIterator11getLocaleIDE18ULocDataLocaleTypeR10UErrorCode
00007ff80364a5f4 (__TEXT,__text) external __ZNK3icu13BreakIterator13getRuleStatusEv
00007ff80364a568 (__TEXT,__text) external __ZNK3icu13BreakIterator9getLocaleE18ULocDataLocaleTypeR10UErrorCode
00007ff803732a5c (__TEXT,__text) external __ZNK3icu13CollationData11getSingleCEEiR10UErrorCode
00007ff803732a1e (__TEXT,__text) external __ZNK3icu13CollationData12getFinalCE32Ej
00007ff803732c88 (__TEXT,__text) external __ZNK3icu13CollationData14getScriptIndexEi
00007ff8037329e8 (__TEXT,__text) external __ZNK3icu13CollationData15getIndirectCE32Ej
00007ff8037334bc (__TEXT,__text) external __ZNK3icu13CollationData17addLowScriptRangeEPhii
00007ff803732e42 (__TEXT,__text) external __ZNK3icu13CollationData17makeReorderRangesEPKiiRNS_9UVector32ER10UErrorCode
00007ff803732e54 (__TEXT,__text) external __ZNK3icu13CollationData17makeReorderRangesEPKiiaRNS_9UVector32ER10UErrorCode
00007ff803733510 (__TEXT,__text) external __ZNK3icu13CollationData18addHighScriptRangeEPhii
00007ff803732d0c (__TEXT,__text) external __ZNK3icu13CollationData18getGroupForPrimaryEj
00007ff803732d8a (__TEXT,__text) external __ZNK3icu13CollationData20getEquivalentScriptsEiPiiR10UErrorCode
00007ff803732cc0 (__TEXT,__text) external __ZNK3icu13CollationData22getLastPrimaryForGroupEi
00007ff803732c3e (__TEXT,__text) external __ZNK3icu13CollationData23getFirstPrimaryForGroupEi
00007ff80375b296 (__TEXT,__text) external __ZNK3icu13DecimalFormat12getAttributeE22UNumberFormatAttributeR10UErrorCode
00007ff80375b584 (__TEXT,__text) external __ZNK3icu13DecimalFormat13getMultiplierEv
00007ff80375d2fe (__TEXT,__text) external __ZNK3icu13DecimalFormat13parseCurrencyERKNS_13UnicodeStringERNS_13ParsePositionE
00007ff80375de0a (__TEXT,__text) external __ZNK3icu13DecimalFormat14getFormatWidthEv
00007ff80375dfe8 (__TEXT,__text) external __ZNK3icu13DecimalFormat14getPadPositionEv
00007ff80375ca06 (__TEXT,__text) external __ZNK3icu13DecimalFormat15fastFormatInt64ExRNS_13UnicodeStringE
00007ff80375b5e8 (__TEXT,__text) external __ZNK3icu13DecimalFormat15getGroupingSizeEv
