
/Volumes/macOS Mojave/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib (for architecture x86_64):
000000000000beee (__TEXT,__text) external _CGLGetCurrentContext
000000000000b9b2 (__TEXT,__text) external _glTestObjectAPPLE
0000000000006c31 (__TEXT,__text) external _glTexBuffer
0000000000003017 (__TEXT,__text) external _glTexCoord1d
0000000000003031 (__TEXT,__text) external _glTexCoord1dv
0000000000003051 (__TEXT,__text) external _glTexCoord1f
000000000000306b (__TEXT,__text) external _glTexCoord1fv
000000000000308b (__TEXT,__text) external _glTexCoord1i
00000000000030a9 (__TEXT,__text) external _glTexCoord1iv
00000000000030c9 (__TEXT,__text) external _glTexCoord1s
00000000000030e7 (__TEXT,__text) external _glTexCoord1sv
0000000000003107 (__TEXT,__text) external _glTexCoord2d
0000000000003121 (__TEXT,__text) external _glTexCoord2dv
0000000000003141 (__TEXT,__text) external _glTexCoord2f
000000000000315b (__TEXT,__text) external _glTexCoord2fv
000000000000317b (__TEXT,__text) external _glTexCoord2i
000000000000319f (__TEXT,__text) external _glTexCoord2iv
00000000000031bf (__TEXT,__text) external _glTexCoord2s
00000000000031e3 (__TEXT,__text) external _glTexCoord2sv
0000000000003203 (__TEXT,__text) external _glTexCoord3d
000000000000321d (__TEXT,__text) external _glTexCoord3dv
000000000000323d (__TEXT,__text) external _glTexCoord3f
0000000000003257 (__TEXT,__text) external _glTexCoord3fv
0000000000003277 (__TEXT,__text) external _glTexCoord3i
000000000000329f (__TEXT,__text) external _glTexCoord3iv
00000000000032bf (__TEXT,__text) external _glTexCoord3s
00000000000032e7 (__TEXT,__text) external _glTexCoord3sv
0000000000003307 (__TEXT,__text) external _glTexCoord4d
0000000000003321 (__TEXT,__text) external _glTexCoord4dv
0000000000003341 (__TEXT,__text) external _glTexCoord4f
000000000000335b (__TEXT,__text) external _glTexCoord4fv
000000000000337b (__TEXT,__text) external _glTexCoord4i
000000000000339e (__TEXT,__text) external _glTexCoord4iv
00000000000033be (__TEXT,__text) external _glTexCoord4s
00000000000033e1 (__TEXT,__text) external _glTexCoord4sv
0000000000003401 (__TEXT,__text) external _glTexCoordPointer
0000000000003424 (__TEXT,__text) external _glTexEnvf
0000000000003448 (__TEXT,__text) external _glTexEnvfv
0000000000003470 (__TEXT,__text) external _glTexEnvi
0000000000003498 (__TEXT,__text) external _glTexEnviv
00000000000034c0 (__TEXT,__text) external _glTexGend
00000000000034e4 (__TEXT,__text) external _glTexGendv
000000000000350c (__TEXT,__text) external _glTexGenf
0000000000003530 (__TEXT,__text) external _glTexGenfv
0000000000003558 (__TEXT,__text) external _glTexGeni
0000000000003580 (__TEXT,__text) external _glTexGeniv
00000000000035a8 (__TEXT,__text) external _glTexImage1D
00000000000035e7 (__TEXT,__text) external _glTexImage2D
0000000000006e5d (__TEXT,__text) external _glTexImage2DMultisample
0000000000003b1a (__TEXT,__text) external _glTexImage3D
0000000000006e90 (__TEXT,__text) external _glTexImage3DMultisample
0000000000006957 (__TEXT,__text) external _glTexParameterIiv
000000000000b542 (__TEXT,__text) external _glTexParameterIivEXT
000000000000697f (__TEXT,__text) external _glTexParameterIuiv
000000000000b56a (__TEXT,__text) external _glTexParameterIuivEXT
000000000000362b (__TEXT,__text) external _glTexParameterf
000000000000364f (__TEXT,__text) external _glTexParameterfv
0000000000003677 (__TEXT,__text) external _glTexParameteri
000000000000369f (__TEXT,__text) external _glTexParameteriv
000000000000a52a (__TEXT,__text) external _glTexStorage1D
000000000000a54d (__TEXT,__text) external _glTexStorage2D
000000000000a573 (__TEXT,__text) external _glTexStorage3D
00000000000036c7 (__TEXT,__text) external _glTexSubImage1D
00000000000036f7 (__TEXT,__text) external _glTexSubImage2D
0000000000003b6d (__TEXT,__text) external _glTexSubImage3D
000000000000be54 (__TEXT,__text) external _glTextureBarrierNV
000000000000b8a2 (__TEXT,__text) external _glTextureRangeAPPLE
00000000000063ab (__TEXT,__text) external _glTransformFeedbackVaryings
000000000000aeef (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
000000000000373b (__TEXT,__text) external _glTranslated
0000000000003755 (__TEXT,__text) external _glTranslatef
00000000000073dc (__TEXT,__text) external _glUniform1d
0000000000007454 (__TEXT,__text) external _glUniform1dv
000000000000580b (__TEXT,__text) external _glUniform1f
0000000000009e18 (__TEXT,__text) external _glUniform1fARB
0000000000005918 (__TEXT,__text) external _glUniform1fv
0000000000009f25 (__TEXT,__text) external _glUniform1fvARB
0000000000005883 (__TEXT,__text) external _glUniform1i
0000000000009e90 (__TEXT,__text) external _glUniform1iARB
00000000000059b8 (__TEXT,__text) external _glUniform1iv
0000000000009fc5 (__TEXT,__text) external _glUniform1ivARB
0000000000006822 (__TEXT,__text) external _glUniform1ui
000000000000b353 (__TEXT,__text) external _glUniform1uiEXT
00000000000068b7 (__TEXT,__text) external _glUniform1uiv
000000000000b3e8 (__TEXT,__text) external _glUniform1uivEXT
00000000000073fa (__TEXT,__text) external _glUniform2d
000000000000747c (__TEXT,__text) external _glUniform2dv
0000000000005829 (__TEXT,__text) external _glUniform2f
0000000000009e36 (__TEXT,__text) external _glUniform2fARB
0000000000005940 (__TEXT,__text) external _glUniform2fv
0000000000009f4d (__TEXT,__text) external _glUniform2fvARB
00000000000058a7 (__TEXT,__text) external _glUniform2i
0000000000009eb4 (__TEXT,__text) external _glUniform2iARB
00000000000059e0 (__TEXT,__text) external _glUniform2iv
0000000000009fed (__TEXT,__text) external _glUniform2ivARB
0000000000006846 (__TEXT,__text) external _glUniform2ui
000000000000b377 (__TEXT,__text) external _glUniform2uiEXT
00000000000068df (__TEXT,__text) external _glUniform2uiv
000000000000b410 (__TEXT,__text) external _glUniform2uivEXT
0000000000007418 (__TEXT,__text) external _glUniform3d
00000000000074a4 (__TEXT,__text) external _glUniform3dv
0000000000005847 (__TEXT,__text) external _glUniform3f
0000000000009e54 (__TEXT,__text) external _glUniform3fARB
0000000000005968 (__TEXT,__text) external _glUniform3fv
0000000000009f75 (__TEXT,__text) external _glUniform3fvARB
00000000000058cf (__TEXT,__text) external _glUniform3i
0000000000009edc (__TEXT,__text) external _glUniform3iARB
0000000000005a08 (__TEXT,__text) external _glUniform3iv
000000000000a015 (__TEXT,__text) external _glUniform3ivARB
000000000000686e (__TEXT,__text) external _glUniform3ui
000000000000b39f (__TEXT,__text) external _glUniform3uiEXT
0000000000006907 (__TEXT,__text) external _glUniform3uiv
000000000000b438 (__TEXT,__text) external _glUniform3uivEXT
0000000000007436 (__TEXT,__text) external _glUniform4d
00000000000074cc (__TEXT,__text) external _glUniform4dv
0000000000005865 (__TEXT,__text) external _glUniform4f
0000000000009e72 (__TEXT,__text) external _glUniform4fARB
0000000000005990 (__TEXT,__text) external _glUniform4fv
0000000000009f9d (__TEXT,__text) external _glUniform4fvARB
00000000000058f2 (__TEXT,__text) external _glUniform4i
0000000000009eff (__TEXT,__text) external _glUniform4iARB
0000000000005a30 (__TEXT,__text) external _glUniform4iv
000000000000a03d (__TEXT,__text) external _glUniform4ivARB
0000000000006891 (__TEXT,__text) external _glUniform4ui
000000000000b3c2 (__TEXT,__text) external _glUniform4uiEXT
000000000000692f (__TEXT,__text) external _glUniform4uiv
000000000000b460 (__TEXT,__text) external _glUniform4uivEXT
0000000000006bc0 (__TEXT,__text) external _glUniformBlockBinding
000000000000af93 (__TEXT,__text) external _glUniformBufferEXT
00000000000074f4 (__TEXT,__text) external _glUniformMatrix2dv
0000000000005a58 (__TEXT,__text) external _glUniformMatrix2fv
000000000000a065 (__TEXT,__text) external _glUniformMatrix2fvARB
000000000000755d (__TEXT,__text) external _glUniformMatrix2x3dv
0000000000005d9c (__TEXT,__text) external _glUniformMatrix2x3fv
00000000000075a3 (__TEXT,__text) external _glUniformMatrix2x4dv
0000000000005de2 (__TEXT,__text) external _glUniformMatrix2x4fv
0000000000007517 (__TEXT,__text) external _glUniformMatrix3dv
0000000000005a7b (__TEXT,__text) external _glUniformMatrix3fv
000000000000a088 (__TEXT,__text) external _glUniformMatrix3fvARB
0000000000007580 (__TEXT,__text) external _glUniformMatrix3x2dv
0000000000005dbf (__TEXT,__text) external _glUniformMatrix3x2fv
00000000000075e9 (__TEXT,__text) external _glUniformMatrix3x4dv
0000000000005e28 (__TEXT,__text) external _glUniformMatrix3x4fv
000000000000753a (__TEXT,__text) external _glUniformMatrix4dv
0000000000005a9e (__TEXT,__text) external _glUniformMatrix4fv
000000000000a0ab (__TEXT,__text) external _glUniformMatrix4fvARB
00000000000075c6 (__TEXT,__text) external _glUniformMatrix4x2dv
0000000000005e05 (__TEXT,__text) external _glUniformMatrix4x2fv
000000000000760c (__TEXT,__text) external _glUniformMatrix4x3dv
0000000000005e4b (__TEXT,__text) external _glUniformMatrix4x3fv
0000000000007733 (__TEXT,__text) external _glUniformSubroutinesuiv
000000000000a5ca (__TEXT,__text) external _glUnlockArraysEXT
0000000000005022 (__TEXT,__text) external _glUnmapBuffer
0000000000009c46 (__TEXT,__text) external _glUnmapBufferARB
00000000000057ae (__TEXT,__text) external _glUseProgram
0000000000009dd8 (__TEXT,__text) external _glUseProgramObjectARB
0000000000007b1e (__TEXT,__text) external _glUseProgramStages
00000000000057ec (__TEXT,__text) external _glValidateProgram
0000000000009df8 (__TEXT,__text) external _glValidateProgramARB
0000000000007c3e (__TEXT,__text) external _glValidateProgramPipeline
000000000000376f (__TEXT,__text) external _glVertex2d
0000000000003789 (__TEXT,__text) external _glVertex2dv
00000000000037a9 (__TEXT,__text) external _glVertex2f
00000000000037c3 (__TEXT,__text) external _glVertex2fv
00000000000037e3 (__TEXT,__text) external _glVertex2i
0000000000003807 (__TEXT,__text) external _glVertex2iv
0000000000003827 (__TEXT,__text) external _glVertex2s
000000000000384b (__TEXT,__text) external _glVertex2sv
000000000000386b (__TEXT,__text) external _glVertex3d
0000000000003885 (__TEXT,__text) external _glVertex3dv
00000000000038a5 (__TEXT,__text) external _glVertex3f
00000000000038bf (__TEXT,__text) external _glVertex3fv
00000000000038df (__TEXT,__text) external _glVertex3i
0000000000003907 (__TEXT,__text) external _glVertex3iv
0000000000003927 (__TEXT,__text) external _glVertex3s
000000000000394f (__TEXT,__text) external _glVertex3sv
000000000000396f (__TEXT,__text) external _glVertex4d
0000000000003989 (__TEXT,__text) external _glVertex4dv
00000000000039a9 (__TEXT,__text) external _glVertex4f
00000000000039c3 (__TEXT,__text) external _glVertex4fv
00000000000039e3 (__TEXT,__text) external _glVertex4i
0000000000003a06 (__TEXT,__text) external _glVertex4iv
0000000000003a26 (__TEXT,__text) external _glVertex4s
0000000000003a49 (__TEXT,__text) external _glVertex4sv
000000000000ba42 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
000000000000b9fa (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000000000050b4 (__TEXT,__text) external _glVertexAttrib1d
0000000000008752 (__TEXT,__text) external _glVertexAttrib1dARB
00000000000050d2 (__TEXT,__text) external _glVertexAttrib1dv
0000000000008903 (__TEXT,__text) external _glVertexAttrib1dvARB
00000000000050f6 (__TEXT,__text) external _glVertexAttrib1f
0000000000008734 (__TEXT,__text) external _glVertexAttrib1fARB
0000000000005114 (__TEXT,__text) external _glVertexAttrib1fv
00000000000088df (__TEXT,__text) external _glVertexAttrib1fvARB
0000000000005138 (__TEXT,__text) external _glVertexAttrib1s
0000000000008710 (__TEXT,__text) external _glVertexAttrib1sARB
000000000000515c (__TEXT,__text) external _glVertexAttrib1sv
00000000000088bb (__TEXT,__text) external _glVertexAttrib1svARB
0000000000005180 (__TEXT,__text) external _glVertexAttrib2d
00000000000087b6 (__TEXT,__text) external _glVertexAttrib2dARB
000000000000519e (__TEXT,__text) external _glVertexAttrib2dv
000000000000896f (__TEXT,__text) external _glVertexAttrib2dvARB
00000000000051c2 (__TEXT,__text) external _glVertexAttrib2f
0000000000008798 (__TEXT,__text) external _glVertexAttrib2fARB
00000000000051e0 (__TEXT,__text) external _glVertexAttrib2fv
000000000000894b (__TEXT,__text) external _glVertexAttrib2fvARB
0000000000005204 (__TEXT,__text) external _glVertexAttrib2s
0000000000008770 (__TEXT,__text) external _glVertexAttrib2sARB
000000000000522c (__TEXT,__text) external _glVertexAttrib2sv
0000000000008927 (__TEXT,__text) external _glVertexAttrib2svARB
0000000000005250 (__TEXT,__text) external _glVertexAttrib3d
0000000000008815 (__TEXT,__text) external _glVertexAttrib3dARB
000000000000526e (__TEXT,__text) external _glVertexAttrib3dv
00000000000089db (__TEXT,__text) external _glVertexAttrib3dvARB
0000000000005292 (__TEXT,__text) external _glVertexAttrib3f
00000000000087f7 (__TEXT,__text) external _glVertexAttrib3fARB
00000000000052b0 (__TEXT,__text) external _glVertexAttrib3fv
00000000000089b7 (__TEXT,__text) external _glVertexAttrib3fvARB
00000000000052d4 (__TEXT,__text) external _glVertexAttrib3s
00000000000087d4 (__TEXT,__text) external _glVertexAttrib3sARB
00000000000052f7 (__TEXT,__text) external _glVertexAttrib3sv
0000000000008993 (__TEXT,__text) external _glVertexAttrib3svARB
000000000000531b (__TEXT,__text) external _glVertexAttrib4Nbv
0000000000008b1f (__TEXT,__text) external _glVertexAttrib4NbvARB
000000000000533f (__TEXT,__text) external _glVertexAttrib4Niv
0000000000008b67 (__TEXT,__text) external _glVertexAttrib4NivARB
0000000000005363 (__TEXT,__text) external _glVertexAttrib4Nsv
0000000000008b43 (__TEXT,__text) external _glVertexAttrib4NsvARB
0000000000005387 (__TEXT,__text) external _glVertexAttrib4Nub
0000000000008895 (__TEXT,__text) external _glVertexAttrib4NubARB
00000000000053ad (__TEXT,__text) external _glVertexAttrib4Nubv
0000000000008b8b (__TEXT,__text) external _glVertexAttrib4NubvARB
00000000000053d1 (__TEXT,__text) external _glVertexAttrib4Nuiv
0000000000008bd3 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000000000053f5 (__TEXT,__text) external _glVertexAttrib4Nusv
0000000000008baf (__TEXT,__text) external _glVertexAttrib4NusvARB
0000000000005419 (__TEXT,__text) external _glVertexAttrib4bv
00000000000089ff (__TEXT,__text) external _glVertexAttrib4bvARB
000000000000543d (__TEXT,__text) external _glVertexAttrib4d
0000000000008877 (__TEXT,__text) external _glVertexAttrib4dARB
000000000000545b (__TEXT,__text) external _glVertexAttrib4dv
0000000000008afb (__TEXT,__text) external _glVertexAttrib4dvARB
000000000000547f (__TEXT,__text) external _glVertexAttrib4f
0000000000008859 (__TEXT,__text) external _glVertexAttrib4fARB
000000000000549d (__TEXT,__text) external _glVertexAttrib4fv
0000000000008ad7 (__TEXT,__text) external _glVertexAttrib4fvARB
00000000000054c1 (__TEXT,__text) external _glVertexAttrib4iv
0000000000008a47 (__TEXT,__text) external _glVertexAttrib4ivARB
00000000000054e5 (__TEXT,__text) external _glVertexAttrib4s
0000000000008833 (__TEXT,__text) external _glVertexAttrib4sARB
000000000000550b (__TEXT,__text) external _glVertexAttrib4sv
0000000000008a23 (__TEXT,__text) external _glVertexAttrib4svARB
000000000000552f (__TEXT,__text) external _glVertexAttrib4ubv
0000000000008a6b (__TEXT,__text) external _glVertexAttrib4ubvARB
0000000000005553 (__TEXT,__text) external _glVertexAttrib4uiv
0000000000008ab3 (__TEXT,__text) external _glVertexAttrib4uivARB
0000000000005577 (__TEXT,__text) external _glVertexAttrib4usv
0000000000008a8f (__TEXT,__text) external _glVertexAttrib4usvARB
000000000000736c (__TEXT,__text) external _glVertexAttribDivisor
000000000000a305 (__TEXT,__text) external _glVertexAttribDivisorARB
00000000000064d4 (__TEXT,__text) external _glVertexAttribI1i
000000000000b003 (__TEXT,__text) external _glVertexAttribI1iEXT
00000000000065fe (__TEXT,__text) external _glVertexAttribI1iv
000000000000b12d (__TEXT,__text) external _glVertexAttribI1ivEXT
0000000000006569 (__TEXT,__text) external _glVertexAttribI1ui
000000000000b098 (__TEXT,__text) external _glVertexAttribI1uiEXT
000000000000668e (__TEXT,__text) external _glVertexAttribI1uiv
000000000000b1bd (__TEXT,__text) external _glVertexAttribI1uivEXT
00000000000064f8 (__TEXT,__text) external _glVertexAttribI2i
000000000000b027 (__TEXT,__text) external _glVertexAttribI2iEXT
0000000000006622 (__TEXT,__text) external _glVertexAttribI2iv
000000000000b151 (__TEXT,__text) external _glVertexAttribI2ivEXT
000000000000658d (__TEXT,__text) external _glVertexAttribI2ui
000000000000b0bc (__TEXT,__text) external _glVertexAttribI2uiEXT
00000000000066b2 (__TEXT,__text) external _glVertexAttribI2uiv
000000000000b1e1 (__TEXT,__text) external _glVertexAttribI2uivEXT
0000000000006520 (__TEXT,__text) external _glVertexAttribI3i
000000000000b04f (__TEXT,__text) external _glVertexAttribI3iEXT
0000000000006646 (__TEXT,__text) external _glVertexAttribI3iv
000000000000b175 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000000000065b5 (__TEXT,__text) external _glVertexAttribI3ui
000000000000b0e4 (__TEXT,__text) external _glVertexAttribI3uiEXT
00000000000066d6 (__TEXT,__text) external _glVertexAttribI3uiv
000000000000b205 (__TEXT,__text) external _glVertexAttribI3uivEXT
000000000000671e (__TEXT,__text) external _glVertexAttribI4bv
000000000000b24d (__TEXT,__text) external _glVertexAttribI4bvEXT
0000000000006543 (__TEXT,__text) external _glVertexAttribI4i
000000000000b072 (__TEXT,__text) external _glVertexAttribI4iEXT
000000000000666a (__TEXT,__text) external _glVertexAttribI4iv
000000000000b199 (__TEXT,__text) external _glVertexAttribI4ivEXT
0000000000006742 (__TEXT,__text) external _glVertexAttribI4sv
000000000000b271 (__TEXT,__text) external _glVertexAttribI4svEXT
0000000000006766 (__TEXT,__text) external _glVertexAttribI4ubv
000000000000b295 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000000000065d8 (__TEXT,__text) external _glVertexAttribI4ui
000000000000b107 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000000000066fa (__TEXT,__text) external _glVertexAttribI4uiv
000000000000b229 (__TEXT,__text) external _glVertexAttribI4uivEXT
000000000000678a (__TEXT,__text) external _glVertexAttribI4usv
000000000000b2b9 (__TEXT,__text) external _glVertexAttribI4usvEXT
000000000000645e (__TEXT,__text) external _glVertexAttribIPointer
000000000000b2dd (__TEXT,__text) external _glVertexAttribIPointerEXT
00000000000083be (__TEXT,__text) external _glVertexAttribL1d
0000000000008436 (__TEXT,__text) external _glVertexAttribL1dv
00000000000083dc (__TEXT,__text) external _glVertexAttribL2d
000000000000845a (__TEXT,__text) external _glVertexAttribL2dv
00000000000083fa (__TEXT,__text) external _glVertexAttribL3d
000000000000847e (__TEXT,__text) external _glVertexAttribL3dv
0000000000008418 (__TEXT,__text) external _glVertexAttribL4d
00000000000084a2 (__TEXT,__text) external _glVertexAttribL4dv
00000000000084c6 (__TEXT,__text) external _glVertexAttribLPointer
0000000000007254 (__TEXT,__text) external _glVertexAttribP1ui
00000000000072e0 (__TEXT,__text) external _glVertexAttribP1uiv
0000000000007277 (__TEXT,__text) external _glVertexAttribP2ui
0000000000007303 (__TEXT,__text) external _glVertexAttribP2uiv
000000000000729a (__TEXT,__text) external _glVertexAttribP3ui
0000000000007326 (__TEXT,__text) external _glVertexAttribP3uiv
00000000000072bd (__TEXT,__text) external _glVertexAttribP4ui
0000000000007349 (__TEXT,__text) external _glVertexAttribP4uiv
000000000000559b (__TEXT,__text) external _glVertexAttribPointer
0000000000008bf7 (__TEXT,__text) external _glVertexAttribPointerARB
00000000000090ce (__TEXT,__text) external _glVertexBlendARB
000000000000bce6 (__TEXT,__text) external _glVertexPointSizefAPPLE
0000000000003a69 (__TEXT,__text) external _glVertexPointer
0000000000003a8c (__TEXT,__text) external _glViewport
0000000000008514 (__TEXT,__text) external _glViewportArrayv
000000000000853c (__TEXT,__text) external _glViewportIndexedf
000000000000855a (__TEXT,__text) external _glViewportIndexedfv
0000000000006de8 (__TEXT,__text) external _glWaitSync
00000000000090ab (__TEXT,__text) external _glWeightPointerARB
0000000000008f8b (__TEXT,__text) external _glWeightbvARB
000000000000901b (__TEXT,__text) external _glWeightdvARB
0000000000008ff7 (__TEXT,__text) external _glWeightfvARB
0000000000008fd3 (__TEXT,__text) external _glWeightivARB
0000000000008faf (__TEXT,__text) external _glWeightsvARB
000000000000903f (__TEXT,__text) external _glWeightubvARB
0000000000009087 (__TEXT,__text) external _glWeightuivARB
0000000000009063 (__TEXT,__text) external _glWeightusvARB
0000000000004be5 (__TEXT,__text) external _glWindowPos2d
0000000000009809 (__TEXT,__text) external _glWindowPos2dARB
0000000000004bff (__TEXT,__text) external _glWindowPos2dv
0000000000009823 (__TEXT,__text) external _glWindowPos2dvARB
0000000000004c1f (__TEXT,__text) external _glWindowPos2f
0000000000009843 (__TEXT,__text) external _glWindowPos2fARB
0000000000004c39 (__TEXT,__text) external _glWindowPos2fv
000000000000985d (__TEXT,__text) external _glWindowPos2fvARB
0000000000004c59 (__TEXT,__text) external _glWindowPos2i
000000000000987d (__TEXT,__text) external _glWindowPos2iARB
0000000000004c7d (__TEXT,__text) external _glWindowPos2iv
00000000000098a1 (__TEXT,__text) external _glWindowPos2ivARB
0000000000004c9d (__TEXT,__text) external _glWindowPos2s
00000000000098c1 (__TEXT,__text) external _glWindowPos2sARB
0000000000004cc1 (__TEXT,__text) external _glWindowPos2sv
00000000000098e5 (__TEXT,__text) external _glWindowPos2svARB
0000000000004ce1 (__TEXT,__text) external _glWindowPos3d
0000000000009905 (__TEXT,__text) external _glWindowPos3dARB
0000000000004cfb (__TEXT,__text) external _glWindowPos3dv
000000000000991f (__TEXT,__text) external _glWindowPos3dvARB
0000000000004d1b (__TEXT,__text) external _glWindowPos3f
000000000000993f (__TEXT,__text) external _glWindowPos3fARB
0000000000004d35 (__TEXT,__text) external _glWindowPos3fv
0000000000009959 (__TEXT,__text) external _glWindowPos3fvARB
0000000000004d55 (__TEXT,__text) external _glWindowPos3i
0000000000009979 (__TEXT,__text) external _glWindowPos3iARB
0000000000004d7d (__TEXT,__text) external _glWindowPos3iv
00000000000099a1 (__TEXT,__text) external _glWindowPos3ivARB
0000000000004d9d (__TEXT,__text) external _glWindowPos3s
00000000000099c1 (__TEXT,__text) external _glWindowPos3sARB
0000000000004dc5 (__TEXT,__text) external _glWindowPos3sv
00000000000099e9 (__TEXT,__text) external _glWindowPos3svARB
000000000000c000 (__DATA,__common) external _gll_noop
                 (undefined) external dyld_stub_binder (from libSystem)

/Volumes/macOS Mojave/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/libGL.dylib (for architecture i386):
0000cda6 (__TEXT,__text) external _CGLGetCurrentContext
0000cd86 (__TEXT,__text) external _CGLSetCurrentContext
00000aac (__TEXT,__text) external _glAccum
000082dc (__TEXT,__text) external _glActiveShaderProgram
0000b359 (__TEXT,__text) external _glActiveStencilFaceEXT
00004561 (__TEXT,__text) external _glActiveTexture
00009ce4 (__TEXT,__text) external _glActiveTextureARB
00000ad8 (__TEXT,__text) external _glAlphaFunc
00000b04 (__TEXT,__text) external _glAreTexturesResident
00000b29 (__TEXT,__text) external _glArrayElement
0000aaa7 (__TEXT,__text) external _glAttachObjectARB
00005dfc (__TEXT,__text) external _glAttachShader
00000b45 (__TEXT,__text) external _glBegin
00006b43 (__TEXT,__text) external _glBeginConditionalRender
0000cc93 (__TEXT,__text) external _glBeginConditionalRenderNV
000053fc (__TEXT,__text) external _glBeginQuery
0000a790 (__TEXT,__text) external _glBeginQueryARB
00008059 (__TEXT,__text) external _glBeginQueryIndexed
00006a43 (__TEXT,__text) external _glBeginTransformFeedback
0000bcc0 (__TEXT,__text) external _glBeginTransformFeedbackEXT
00006382 (__TEXT,__text) external _glBindAttribLocation
0000af9c (__TEXT,__text) external _glBindAttribLocationARB
000054a3 (__TEXT,__text) external _glBindBuffer
0000a837 (__TEXT,__text) external _glBindBufferARB
00006aa9 (__TEXT,__text) external _glBindBufferBase
0000bc9e (__TEXT,__text) external _glBindBufferBaseEXT
0000bc76 (__TEXT,__text) external _glBindBufferOffsetEXT
00006a7e (__TEXT,__text) external _glBindBufferRange
0000bc4b (__TEXT,__text) external _glBindBufferRangeEXT
00006ed8 (__TEXT,__text) external _glBindFragDataLocation
0000c271 (__TEXT,__text) external _glBindFragDataLocationEXT
00007649 (__TEXT,__text) external _glBindFragDataLocationIndexed
00006684 (__TEXT,__text) external _glBindFramebuffer
0000b9ce (__TEXT,__text) external _glBindFramebufferEXT
000090cd (__TEXT,__text) external _glBindProgramARB
00008320 (__TEXT,__text) external _glBindProgramPipeline
000065af (__TEXT,__text) external _glBindRenderbuffer
0000b8f9 (__TEXT,__text) external _glBindRenderbufferEXT
000076fc (__TEXT,__text) external _glBindSampler
00000b61 (__TEXT,__text) external _glBindTexture
00007f52 (__TEXT,__text) external _glBindTransformFeedback
000068d6 (__TEXT,__text) external _glBindVertexArray
0000c926 (__TEXT,__text) external _glBindVertexArrayAPPLE
00000b80 (__TEXT,__text) external _glBitmap
00003f0d (__TEXT,__text) external _glBlendColor
0000b84b (__TEXT,__text) external _glBlendColorEXT
00003f55 (__TEXT,__text) external _glBlendEquation
0000b893 (__TEXT,__text) external _glBlendEquationEXT
00006466 (__TEXT,__text) external _glBlendEquationSeparate
0000cc0d (__TEXT,__text) external _glBlendEquationSeparateATI
0000b8b2 (__TEXT,__text) external _glBlendEquationSeparateEXT
0000810e (__TEXT,__text) external _glBlendEquationSeparatei
0000b110 (__TEXT,__text) external _glBlendEquationSeparateiARB
000080ec (__TEXT,__text) external _glBlendEquationi
0000b0ee (__TEXT,__text) external _glBlendEquationiARB
00000bdf (__TEXT,__text) external _glBlendFunc
000050ae (__TEXT,__text) external _glBlendFuncSeparate
0000b7d0 (__TEXT,__text) external _glBlendFuncSeparateEXT
00008152 (__TEXT,__text) external _glBlendFuncSeparatei
0000b154 (__TEXT,__text) external _glBlendFuncSeparateiARB
00008130 (__TEXT,__text) external _glBlendFunci
0000b132 (__TEXT,__text) external _glBlendFunciARB
000067fc (__TEXT,__text) external _glBlitFramebuffer
0000bb46 (__TEXT,__text) external _glBlitFramebufferEXT
0000552e (__TEXT,__text) external _glBufferData
0000a8c2 (__TEXT,__text) external _glBufferDataARB
0000cac7 (__TEXT,__text) external _glBufferParameteriAPPLE
00005556 (__TEXT,__text) external _glBufferSubData
0000a8ea (__TEXT,__text) external _glBufferSubDataARB
00000bfe (__TEXT,__text) external _glCallList
00000c1a (__TEXT,__text) external _glCallLists
000066ea (__TEXT,__text) external _glCheckFramebufferStatus
0000ba34 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00006b21 (__TEXT,__text) external _glClampColor
0000b030 (__TEXT,__text) external _glClampColorARB
00000c39 (__TEXT,__text) external _glClear
00000c55 (__TEXT,__text) external _glClearAccum
00007129 (__TEXT,__text) external _glClearBufferfi
00007107 (__TEXT,__text) external _glClearBufferfv
000070c3 (__TEXT,__text) external _glClearBufferiv
000070e5 (__TEXT,__text) external _glClearBufferuiv
00000c9a (__TEXT,__text) external _glClearColor
0000c2b5 (__TEXT,__text) external _glClearColorIiEXT
0000c2dd (__TEXT,__text) external _glClearColorIuiEXT
00000cdf (__TEXT,__text) external _glClearDepth
0000821e (__TEXT,__text) external _glClearDepthf
00000d03 (__TEXT,__text) external _glClearIndex
00000d27 (__TEXT,__text) external _glClearStencil
00004542 (__TEXT,__text) external _glClientActiveTexture
00009cc5 (__TEXT,__text) external _glClientActiveTextureARB
0000749a (__TEXT,__text) external _glClientWaitSync
00000d43 (__TEXT,__text) external _glClipPlane
00000d62 (__TEXT,__text) external _glColor3b
00000d88 (__TEXT,__text) external _glColor3bv
00000da4 (__TEXT,__text) external _glColor3d
00000dde (__TEXT,__text) external _glColor3dv
00000dfa (__TEXT,__text) external _glColor3f
00000e34 (__TEXT,__text) external _glColor3fv
00000e50 (__TEXT,__text) external _glColor3i
