00007ff841d687c0 (__DATA,__data) external _NDR_record
00007ff8003c73a4 (__TEXT,__text) external _mach_vm_reclaim_mark_used
00007ff8003c71e8 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
00007ff8003c749b (__TEXT,__text) external _mach_vm_reclaim_synchronize
00007ff8003c7476 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00007ff8003bbfb4 (__TEXT,__text) external _mach_vm_region
00007ff8003c1073 (__TEXT,__text) external _mach_vm_region_recurse
00007ff8003cf594 (__TEXT,__text) external _mach_vm_remap
00007ff8003cf61f (__TEXT,__text) external _mach_vm_remap_new
00007ff8003d1ced (__TEXT,__text) external _mach_vm_wire
00007ff8003d6d2d (__TEXT,__text) external _mach_vm_write
00007ff8003bc1bf (__TEXT,__text) external _mach_voucher_attr_command
00007ff8003b9a52 (__TEXT,__text) external _mach_voucher_deallocate
00007ff8003e05b3 (__TEXT,__text) external _mach_voucher_debug_info
00007ff8003e0407 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007ff8003c0d05 (__TEXT,__text) external _mach_voucher_extract_attr_content
00007ff8003ba5ad (__TEXT,__text) external _mach_voucher_extract_attr_recipe
00007ff8003b8648 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00007ff8003b8678 (__TEXT,__text) external _mach_wait_until
00007ff8003d3428 (__TEXT,__text) external _mach_zone_force_gc
00007ff8003d407e (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff8003d3f57 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff8003d32ce (__TEXT,__text) external _mach_zone_info
00007ff8003d3dd4 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff8003d3c73 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff8003b8600 (__TEXT,__text) external _macx_backing_store_recovery
00007ff8003b85f4 (__TEXT,__text) external _macx_backing_store_suspend
00007ff8003b85d0 (__TEXT,__text) external _macx_swapoff
00007ff8003b85c4 (__TEXT,__text) external _macx_swapon
00007ff8003b85e8 (__TEXT,__text) external _macx_triggers
00007ff8003ba870 (__TEXT,__text) external _madvise
00007ff841d68864 (__DATA,__bss) non-external _master_host_port
00007ff8003b8819 (__TEXT,__text) non-external _memcpy
00007ff8003c3f84 (__TEXT,__text) non-external _memmove
00007ff8003bf7d4 (__TEXT,__text) external _memorystatus_control
00007ff8003c3850 (__TEXT,__text) external _memorystatus_get_level
00007ff8003c6aee (__TEXT,__text) external _mig_allocate
00007ff8003bacc3 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8003cf3c6 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff8003bcd86 (__TEXT,__text) external _mig_deallocate
00007ff8003b8827 (__TEXT,__text) external _mig_get_reply_port
00007ff8003b9928 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8003bc7a4 (__TEXT,__text) external _mig_put_reply_port
00007ff8003bbf80 (__TEXT,__text) external _mig_reply_setup
00007ff8003bc7d5 (__TEXT,__text) external _mig_strncpy
00007ff8003b994f (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8003c3868 (__TEXT,__text) external _mincore
00007ff8003c3880 (__TEXT,__text) external _minherit
00007ff8003b869c (__TEXT,__text) external _mk_timer_arm
00007ff8003b86b4 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff8003b86a8 (__TEXT,__text) external _mk_timer_cancel
00007ff8003b8684 (__TEXT,__text) external _mk_timer_create
00007ff8003b8690 (__TEXT,__text) external _mk_timer_destroy
00007ff8003b9b00 (__TEXT,__text) external _mkdir
00007ff8003bb2fc (__TEXT,__text) external _mkdirat
00007ff8003c3898 (__TEXT,__text) external _mkfifo
00007ff8003c38b0 (__TEXT,__text) external _mkfifoat
00007ff8003c38c8 (__TEXT,__text) external _mknod
00007ff8003c38e0 (__TEXT,__text) external _mknodat
00007ff8003c0344 (__TEXT,__text) external _mlock
00007ff8003c38f8 (__TEXT,__text) external _mlockall
00007ff8003b9011 (__TEXT,__text) external _mmap
00007ff8003c2380 (__TEXT,__text) external _mount
00007ff8003bb560 (__TEXT,__text) external _mprotect
00007ff8003c3910 (__TEXT,__text) external _mremap_encrypted
00007ff8003c6c44 (__TEXT,__text) external _msg_receive
00007ff8003c6c38 (__TEXT,__text) external _msg_rpc
00007ff8003c6c3e (__TEXT,__text) external _msg_send
00007ff8003c2ee0 (__TEXT,__text) external _msgctl
00007ff8003c3928 (__TEXT,__text) external _msgget
00007ff8003c3940 (__TEXT,__text) external _msgrcv
00007ff8003c2ef8 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8003c3958 (__TEXT,__text) external _msgsnd
00007ff8003c2f10 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff8003c2f28 (__TEXT,__text) external _msgsys
00007ff8003bd4f4 (__TEXT,__text) external _msync
00007ff8003c2f40 (__TEXT,__text) external _msync$NOCANCEL
00007ff8003c035c (__TEXT,__text) external _munlock
00007ff8003c3970 (__TEXT,__text) external _munlockall
00007ff8003bb273 (__TEXT,__text) external _munmap
00007ff8003bb7f8 (__TEXT,__text) external _necp_client_action
00007ff8003c1270 (__TEXT,__text) external _necp_match_policy
00007ff8003bb7c8 (__TEXT,__text) external _necp_open
00007ff8003c3988 (__TEXT,__text) external _necp_session_action
00007ff8003c39a0 (__TEXT,__text) external _necp_session_open
00007ff8003c39b8 (__TEXT,__text) external _net_qos_guideline
00007ff8003c39d0 (__TEXT,__text) external _netagent_trigger
00007ff8003d9217 (__TEXT,__text) external _netname_check_in
00007ff8003d95d4 (__TEXT,__text) external _netname_check_out
00007ff8003d93a1 (__TEXT,__text) external _netname_look_up
00007ff8003d974e (__TEXT,__text) external _netname_version
00007ff8003c8134 (__TEXT,__text) external _nfsclnt
00007ff8003c39e8 (__TEXT,__text) external _nfssvc
00007ff841d687b0 (__DATA,__data) external _non_boost_assertion_token
00007ff841d687a8 (__DATA,__data) external _normal_boost_assertion_token
00007ff8003c3a00 (__TEXT,__text) external _ntp_adjtime
00007ff8003c3a18 (__TEXT,__text) external _ntp_gettime
00007ff8003c3a30 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8003c1ab7 (__TEXT,__text) external _open
00007ff8003c819c (__TEXT,__text) external _open$NOCANCEL
00007ff8003bcbc3 (__TEXT,__text) external _open_dprotected_np
00007ff8003cde06 (__TEXT,__text) external _openat
00007ff8003c8434 (__TEXT,__text) external _openat$NOCANCEL
00007ff8003ce834 (__TEXT,__text) external _openat_authenticated_np
00007ff8003ce761 (__TEXT,__text) external _openat_dprotected_np
00007ff8003c3a48 (__TEXT,__text) external _openbyid_np
00007ff8003c608c (__TEXT,__text) external _os_buflet_get_data_address
00007ff8003c606f (__TEXT,__text) external _os_buflet_get_data_length
00007ff8003c6091 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8003c606a (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8003c609b (__TEXT,__text) external _os_buflet_get_gro_len
00007ff8003c60a0 (__TEXT,__text) external _os_buflet_get_next_buf
00007ff8003c6082 (__TEXT,__text) external _os_buflet_get_object_address
00007ff8003c6087 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8003c6096 (__TEXT,__text) external _os_buflet_get_object_offset
00007ff8003c607b (__TEXT,__text) external _os_buflet_set_data_length
00007ff8003c6074 (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8003ca8d8 (__TEXT,__text) external _os_channel_advance_slot
00007ff8003cb097 (__TEXT,__text) external _os_channel_attr_clone
00007ff8003cb052 (__TEXT,__text) external _os_channel_attr_create
00007ff8003cb254 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8003cb3cc (__TEXT,__text) external _os_channel_attr_get
00007ff8003cb558 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8003cb2a2 (__TEXT,__text) external _os_channel_attr_set
00007ff8003cb15d (__TEXT,__text) external _os_channel_attr_set_key
00007ff8003ca8a0 (__TEXT,__text) external _os_channel_available_slot_count
00007ff8003cc737 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8003cc17f (__TEXT,__text) external _os_channel_buflet_free
00007ff8003cc712 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8003ca609 (__TEXT,__text) external _os_channel_create
00007ff8003c9c17 (__TEXT,__text) external _os_channel_create_extended
00007ff8003ca745 (__TEXT,__text) external _os_channel_destroy
00007ff8003cc691 (__TEXT,__text) external _os_channel_event_free
00007ff8003cf34c (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8003cf2a2 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8003caf1b (__TEXT,__text) external _os_channel_flow_admissible
00007ff8003caf04 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8003ca618 (__TEXT,__text) external _os_channel_get_fd
00007ff8003cc696 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8003cc2cf (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8003ca929 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8003caea3 (__TEXT,__text) external _os_channel_get_stats_region
00007ff8003ca3be (__TEXT,__text) non-external _os_channel_info2attr
00007ff8003ca50e (__TEXT,__text) non-external _os_channel_init_ring
00007ff8003ca7a3 (__TEXT,__text) external _os_channel_is_defunct
00007ff8003cb5b6 (__TEXT,__text) external _os_channel_packet_alloc
00007ff8003cb94e (__TEXT,__text) external _os_channel_packet_free
00007ff8003cbd02 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8003ca87f (__TEXT,__text) external _os_channel_pending
00007ff8003ca61b (__TEXT,__text) external _os_channel_read_attr
00007ff8003ca702 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8003ca7b0 (__TEXT,__text) external _os_channel_ring_id
00007ff8003ca897 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8003ca88e (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8003ca837 (__TEXT,__text) external _os_channel_rx_ring
00007ff8003caca9 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8003cba9a (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8003cbbbf (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8003cad95 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8003ca724 (__TEXT,__text) external _os_channel_sync
00007ff8003ca800 (__TEXT,__text) external _os_channel_tx_ring
00007ff8003ca659 (__TEXT,__text) external _os_channel_write_attr
00007ff8003c603d (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff8003c2540 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8003ce3a6 (__TEXT,__text) external _os_cpu_in_cksum
00007ff8003ce49b (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8003c3a60 (__TEXT,__text) external _os_fault_with_payload
00007ff8003c6038 (__TEXT,__text) external _os_inet_checksum
00007ff8003ccfb7 (__TEXT,__text) external _os_nexus_attr_clone
00007ff8003ccf72 (__TEXT,__text) external _os_nexus_attr_create
00007ff8003cd250 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8003cd130 (__TEXT,__text) external _os_nexus_attr_get
00007ff8003cd013 (__TEXT,__text) external _os_nexus_attr_set
00007ff8003cd820 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8003cd58b (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8003cd5ac (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8003cd263 (__TEXT,__text) external _os_nexus_controller_create
00007ff8003cd57f (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8003cdae7 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8003cd5a0 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8003cd2f7 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8003cd9a5 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8003cd6ae (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8003cd2fa (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8003cd937 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8003cd653 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8003c5f55 (__TEXT,__text) external _os_packet_add_buflet
00007ff8003c5655 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8003c5fec (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8003c5da5 (__TEXT,__text) external _os_packet_finalize
00007ff8003c600b (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8003c5ce5 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8003c5467 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8003c5cdd (__TEXT,__text) external _os_packet_get_data_length
00007ff8003c5736 (__TEXT,__text) external _os_packet_get_expire_time
00007ff8003c57d6 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8003c55db (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8003c5702 (__TEXT,__text) external _os_packet_get_group_end
00007ff8003c5697 (__TEXT,__text) external _os_packet_get_group_start
00007ff8003c501c (__TEXT,__text) external _os_packet_get_headroom
00007ff8003c5592 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8003c5c0b (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8003c50e4 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8003c51a3 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8003c5088 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8003c5143 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8003c5d11 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8003c59e2 (__TEXT,__text) external _os_packet_get_packetid
00007ff8003c5d78 (__TEXT,__text) external _os_packet_get_segment_count
00007ff8003c53bb (__TEXT,__text) external _os_packet_get_service_class
00007ff8003c587d (__TEXT,__text) external _os_packet_get_token
00007ff8003c611d (__TEXT,__text) external _os_packet_get_trace_id
00007ff8003c54cf (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8003c52d4 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8003c5208 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8003c526e (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8003c5c60 (__TEXT,__text) external _os_packet_get_truncated
00007ff8003c5b87 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8003c5b8f (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8003c5b2f (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8003c5bfc (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8003c5fcf (__TEXT,__text) external _os_packet_increment_use_count
00007ff8003c5b95 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8003c5439 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8003c5783 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8003c5822 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8003c5618 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8003c56cb (__TEXT,__text) external _os_packet_set_group_end
00007ff8003c5660 (__TEXT,__text) external _os_packet_set_group_start
00007ff8003c4fdd (__TEXT,__text) external _os_packet_set_headroom
00007ff8003c5556 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8003c5c1a (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8003c5c94 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8003c50b5 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8003c5174 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8003c5049 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8003c5114 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8003c5a68 (__TEXT,__text) external _os_packet_set_packetid
00007ff8003c61b7 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8003c533a (__TEXT,__text) external _os_packet_set_service_class
00007ff8003c591f (__TEXT,__text) external _os_packet_set_token
00007ff8003c6131 (__TEXT,__text) external _os_packet_set_trace_id
00007ff8003c54ac (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8003c5307 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8003c52a1 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8003c51d5 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8003c523b (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8003c61e6 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8003c5add (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8003c615d (__TEXT,__text) external _os_packet_trace_event
00007ff8003c71e3 (__TEXT,__text) external _os_proc_available_memory
00007ff8003c6b77 (__TEXT,__text) external _panic
00007ff8003c6b70 (__TEXT,__text) external _panic_init
00007ff8003bed70 (__TEXT,__text) external _pathconf
00007ff8003c3a78 (__TEXT,__text) external _peeloff
00007ff8003b85ac (__TEXT,__text) external _pid_for_task
00007ff8003c3a90 (__TEXT,__text) external _pid_hibernate
00007ff8003c3aa8 (__TEXT,__text) external _pid_resume
00007ff8003cc983 (__TEXT,__text) external _pid_shutdown_networking
00007ff8003c3ac0 (__TEXT,__text) external _pid_shutdown_sockets
00007ff8003c3ad8 (__TEXT,__text) external _pid_suspend
00007ff8003bd50c (__TEXT,__text) external _pipe
00007ff8003c3af0 (__TEXT,__text) external _pivot_root
00007ff8003c4fa9 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff8003c4fc3 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8003bf2a4 (__TEXT,__text) external _poll
00007ff8003c3018 (__TEXT,__text) external _poll$NOCANCEL
00007ff8003c4efe (__TEXT,__text) non-external _port_for_id_internal
00007ff8003c6bc8 (__TEXT,__text) external _port_obj_init
00007ff841d68830 (__DATA,__common) external _port_obj_table
00007ff841d68798 (__DATA,__data) external _port_obj_table_size
00007ff8003ba870 (__TEXT,__text) external _posix_madvise
00007ff8003bdda9 (__TEXT,__text) external _posix_spawn
00007ff8003c192e (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8003c90c1 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8003c914d (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8003c2496 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8003bd8b5 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8003c91da (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8003c2426 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8003c1d6b (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8003be1d6 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8003bd86c (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff841d68878 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff8003be067 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8003c9031 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8003c9476 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8003c9442 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8003c8dda (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8003c8d88 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8003c9266 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8003c8d1f (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8003bdabd (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8003c8e39 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8003c8d54 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8003c8e53 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8003c8d3a (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8003c8d6e (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8003bd99d (__TEXT,__text) external _posix_spawnattr_init
00007ff8003c904d (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8003c9084 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8003c9069 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8003c90a0 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8003c95e4 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8003c945e (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8003c98a1 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8003c968e (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8003c970a (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8003c92a2 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8003c98c2 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff8003e0a98 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8003c9949 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8003c97c7 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8003c95b2 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8003c953a (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8003c9562 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8003c9492 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8003c9512 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8003c9019 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8003c9880 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8003c938a (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8003c9423 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8003c9316 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8003c8f5d (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8003c928a (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8003c9612 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8003c8e88 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8003c18f9 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8003c1e31 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8003c9390 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8003c9249 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8003c1d21 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8003c8f3b (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff8003c2505 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8003bdaa3 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8003bf2b9 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8003bdb91 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8003c95cb (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8003c8f0b (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8003c8e6f (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8003c8f23 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8003bda89 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8003bda6f (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8003c1d41 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8003b9a3c (__TEXT,__text) external _pread
00007ff8003c3030 (__TEXT,__text) external _pread$NOCANCEL
00007ff8003c3b08 (__TEXT,__text) external _preadv
00007ff8003c3048 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8003c87ec (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8003c7c1e (__TEXT,__text) external _proc_clear_cpulimits
00007ff8003c7dc4 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8003c78a8 (__TEXT,__text) external _proc_clear_dirty
00007ff8003c7cd1 (__TEXT,__text) external _proc_clear_vmpressure
00007ff8003c77a8 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8003c05a0 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8003c0658 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8003c7e11 (__TEXT,__text) external _proc_disable_apptype
00007ff8003c1638 (__TEXT,__text) external _proc_disable_cpumon
00007ff8003c0319 (__TEXT,__text) external _proc_disable_wakemon
00007ff8003c7c74 (__TEXT,__text) external _proc_donate_importance_boost
00007ff8003c7e71 (__TEXT,__text) external _proc_enable_apptype
00007ff8003c02b7 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8003c784a (__TEXT,__text) external _proc_get_dirty
00007ff8003c7b37 (__TEXT,__text) external _proc_get_wakemon_params
00007ff8003c05aa (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8003c0660 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8003c76dd (__TEXT,__text) external _proc_kmsgbuf
00007ff8003c7831 (__TEXT,__text) external _proc_libversion
00007ff8003c7b8f (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8003c7b76 (__TEXT,__text) external _proc_list_uptrs
00007ff8003c74b4 (__TEXT,__text) external _proc_listallpids
00007ff8003c751e (__TEXT,__text) external _proc_listchildpids
00007ff8003c7555 (__TEXT,__text) external _proc_listcoalitions
00007ff8003c74e9 (__TEXT,__text) external _proc_listpgrppids
00007ff8003c055d (__TEXT,__text) external _proc_listpids
00007ff8003ce8a6 (__TEXT,__text) external _proc_listpidspath
00007ff8003bd13d (__TEXT,__text) external _proc_name
00007ff8003be748 (__TEXT,__text) external _proc_pid_rusage
00007ff8003c7616 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8003c75cd (__TEXT,__text) external _proc_pidfdinfo
00007ff8003c75f2 (__TEXT,__text) external _proc_pidfileportinfo
00007ff8003b9603 (__TEXT,__text) external _proc_pidinfo
00007ff8003be490 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8003b9be0 (__TEXT,__text) external _proc_pidpath
00007ff8003c7709 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8003c7653 (__TEXT,__text) external _proc_regionfilename
00007ff8003c7c0f (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8003c79a3 (__TEXT,__text) external _proc_resume_cpumon
00007ff8003bf1e0 (__TEXT,__text) external _proc_rlimit_control
00007ff8003be6fc (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8003be699 (__TEXT,__text) external _proc_set_cpumon_params
00007ff8003c79db (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8003c7f80 (__TEXT,__text) external _proc_set_csm
00007ff8003c7d74 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8003bae5c (__TEXT,__text) external _proc_set_dirty
00007ff8003c7ed4 (__TEXT,__text) external _proc_set_no_smt
00007ff8003c7d27 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8003c0374 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8003c7b12 (__TEXT,__text) external _proc_set_wakemon_params
00007ff8003c7ba8 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8003ba236 (__TEXT,__text) external _proc_setpcontrol
00007ff8003c7582 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8003c802e (__TEXT,__text) external _proc_setthread_csm
00007ff8003c7f2c (__TEXT,__text) external _proc_setthread_no_smt
