                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
00000001804ef1e4 (__TEXT,__text) non-external _LI_get_thread_info
0000000180512a54 (__TEXT,__text) external _ntohs
0000000180506ff0 (__TEXT,__text) non-external (was a private external) _od_debug_enabled
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
00000001ed418180 (__AUTH,__data) non-external _ops
                 (undefined) external _os_activity_scope_enter (from libsystem_trace)
                 (undefined) external _os_activity_scope_leave (from libsystem_trace)
                 (undefined) external _os_log_create (from libsystem_trace)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_release (from libdispatch)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_variant_allows_internal_security_policies (from libsystem_darwin)
                 (undefined) external _os_variant_is_darwinos (from libsystem_darwin)
0000000180505298 (__TEXT,__text) non-external _parse_compatibility_uuid
00000001ec7bc4f0 (__DATA_DIRTY,__bss) non-external _path_check
                 (undefined) external _perror (from libsystem_c)
000000018050de0c (__TEXT,__text) external _pmap_getmaps
000000018050e038 (__TEXT,__text) external _pmap_getport
000000018050dee0 (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
000000018050e190 (__TEXT,__text) external _pmap_rmtcall
000000018050c9c8 (__TEXT,__text) external _pmap_set
000000018050cb10 (__TEXT,__text) external _pmap_unset
000000018050eac8 (__TEXT,__text) non-external (was a private external) _pmap_wakeup
0000000180503678 (__TEXT,__text) external _prdb_end
000000018050366c (__TEXT,__text) external _prdb_get
0000000180503664 (__TEXT,__text) external _prdb_getbyname
0000000180503674 (__TEXT,__text) external _prdb_set
                 (undefined) external _pthread_atfork (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _puts (from libsystem_c)
                 (undefined) external _qsort (from libsystem_c)
0000000180513374 (__TEXT,__text) external _rcmd
0000000180512a64 (__TEXT,__text) external _rcmd_af
00000001e9dac8e0 (__DATA,__bss) non-external _rcmd_af.canonnamebuf
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
                 (undefined) external _readdir_r (from libsystem_c)
000000018050a228 (__TEXT,__text) non-external _readtcp
0000000180510328 (__TEXT,__text) non-external _readtcp
0000000180512164 (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libsystem_malloc)
                 (undefined) external _recv$NOCANCEL (from libsystem_c)
                 (undefined) external _recvfrom$NOCANCEL (from libsystem_kernel)
00000001805101dc (__TEXT,__text) non-external _rendezvous_abort
00000001805100b4 (__TEXT,__text) non-external _rendezvous_request
00000001805101d4 (__TEXT,__text) non-external _rendezvous_stat
00000001ed418260 (__AUTH,__data) non-external _reply_dscrm
00000001804fb068 (__TEXT,__text) external _res_init
00000001804fb070 (__TEXT,__text) external _res_query
00000001804fb204 (__TEXT,__text) external _res_search
000000018050c03c (__TEXT,__text) non-external _rfc6724_precedence
000000018050c134 (__TEXT,__text) non-external _rfc6724_scope_sa
00000001e9dac778 (__DATA,__bss) non-external _rootfs
00000001e9dac770 (__DATA,__bss) non-external _rootfs_once
00000001e9dac758 (__DATA,__common) external _rpc_createerr
00000001e5c04928 (__DATA_CONST,__const) non-external _rpc_errlist
0000000180513380 (__TEXT,__text) external _rresvport
0000000180513274 (__TEXT,__text) external _rresvport_af
00000001805139ec (__TEXT,__text) external _ruserok
00000001804f7998 (__TEXT,__text) non-external _search_addrinfo
0000000180503dc0 (__TEXT,__text) non-external _search_alias_all
0000000180503da8 (__TEXT,__text) non-external _search_alias_byname
0000000180503b3c (__TEXT,__text) non-external _search_close
00000001804f9780 (__TEXT,__text) non-external _search_fs_all
0000000180503f84 (__TEXT,__text) non-external _search_fs_byfile
0000000180503f6c (__TEXT,__text) non-external _search_fs_byspec
00000001804ed8c0 (__TEXT,__text) non-external _search_get_module
0000000180503be4 (__TEXT,__text) non-external _search_group_all
00000001804ef870 (__TEXT,__text) non-external _search_group_bygid
00000001804f3e10 (__TEXT,__text) non-external _search_group_byname
0000000180503bcc (__TEXT,__text) non-external _search_group_byuuid
00000001804f82bc (__TEXT,__text) non-external _search_groupist
0000000180503dd8 (__TEXT,__text) non-external _search_host_all
00000001804f886c (__TEXT,__text) non-external _search_host_byaddr
00000001804f7238 (__TEXT,__text) non-external _search_host_byname
0000000180503d18 (__TEXT,__text) non-external _search_in_netgroup
0000000180503bac (__TEXT,__text) non-external _search_is_valid
00000001804ed7fc (__TEXT,__text) non-external _search_item_byname
00000001804ed7fc (__TEXT,__text) non-external _search_item_bynumber
00000001804f42fc (__TEXT,__text) non-external _search_item_byuuid
00000001804f9798 (__TEXT,__text) non-external _search_list
0000000180503fcc (__TEXT,__text) non-external _search_mac_all
0000000180503fb4 (__TEXT,__text) non-external _search_mac_bymac
0000000180503f9c (__TEXT,__text) non-external _search_mac_byname
0000000180503fe4 (__TEXT,__text) non-external _search_nameinfo
0000000180503bfc (__TEXT,__text) non-external _search_netgroup_byname
0000000180503e20 (__TEXT,__text) non-external _search_network_all
0000000180503e08 (__TEXT,__text) non-external _search_network_byaddr
0000000180503df0 (__TEXT,__text) non-external _search_network_byname
0000000180503e80 (__TEXT,__text) non-external _search_protocol_all
0000000180503e50 (__TEXT,__text) non-external _search_protocol_byname
0000000180503e68 (__TEXT,__text) non-external _search_protocol_bynumber
0000000180503f54 (__TEXT,__text) non-external _search_rpc_all
0000000180503e98 (__TEXT,__text) non-external _search_rpc_byname
0000000180503eb0 (__TEXT,__text) non-external _search_rpc_bynumber
0000000180503e38 (__TEXT,__text) non-external _search_service_all
00000001804f2578 (__TEXT,__text) non-external _search_service_byname
00000001804f93c8 (__TEXT,__text) non-external _search_service_byport
00000001804f7fd4 (__TEXT,__text) non-external (was a private external) _search_set_flags
00000001805040e4 (__TEXT,__text) non-external _search_srv_byname
0000000180503bb4 (__TEXT,__text) non-external _search_user_all
00000001804f24c0 (__TEXT,__text) non-external _search_user_byname
00000001804ed7e4 (__TEXT,__text) non-external _search_user_byuid
00000001804f42e4 (__TEXT,__text) non-external _search_user_byuuid
00000001804f7910 (__TEXT,__text) non-external _search_wants_addrinfo
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _send$NOCANCEL (from libsystem_c)
                 (undefined) external _sendto$NOCANCEL (from libsystem_kernel)
00000001ed418290 (__AUTH,__data) non-external _server_ops
0000000180511fac (__TEXT,__text) non-external _set_input_fragment
000000018050b020 (__TEXT,__text) non-external (was a private external) _set_loopback_ifindex
00000001e9dac310 (__DATA,__data) non-external _set_retry_timeout
00000001e9dac320 (__DATA,__data) non-external _set_total_timeout
0000000180506b10 (__TEXT,__text) external _setdomainname
                 (undefined) external _seteuid (from libsystem_kernel)
00000001804f96b0 (__TEXT,__text) external _setfsent
0000000180501a5c (__TEXT,__text) external _setgrent
0000000180501ad8 (__TEXT,__text) external _setgroupent
0000000180502530 (__TEXT,__text) external _sethostent
00000001805028a0 (__TEXT,__text) external _setnetent
0000000180501b84 (__TEXT,__text) external _setnetgrent
00000001805019c8 (__TEXT,__text) external _setpassent
0000000180502ae0 (__TEXT,__text) external _setprotoent
000000018050194c (__TEXT,__text) external _setpwent
0000000180502c28 (__TEXT,__text) external _setrpcent
0000000180502998 (__TEXT,__text) external _setservent
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001804f0394 (__TEXT,__text) external _si_addrinfo
00000001804f0fb8 (__TEXT,__text) external _si_addrinfo_list
00000001804f7dd8 (__TEXT,__text) external _si_addrinfo_list_from_hostent
00000001804f1a4c (__TEXT,__text) external _si_addrinfo_v4
0000000180504258 (__TEXT,__text) external _si_addrinfo_v4_mapped
00000001804f1410 (__TEXT,__text) external _si_addrinfo_v6
0000000180504dc8 (__TEXT,__text) external _si_alias_all
0000000180504dac (__TEXT,__text) external _si_alias_byname
00000001804f44b4 (__TEXT,__text) external _si_async_call
00000001805050f0 (__TEXT,__text) external _si_async_cancel
00000001804f6ac0 (__TEXT,__text) external _si_async_handle_reply
00000001e9dac848 (__DATA,__bss) non-external _si_async_worklist
00000001804f6b40 (__TEXT,__text) non-external _si_async_worklist_find_unit
00000001804f6998 (__TEXT,__text) non-external _si_async_workunit_release
00000001804ef090 (__TEXT,__text) non-external (was a private external) _si_cache_add_item
00000001804fbf90 (__TEXT,__text) non-external (was a private external) _si_cache_add_list
00000001e9dac7d8 (__DATA,__bss) non-external _si_compare_settings.0
00000001e9dac7d0 (__DATA,__bss) non-external _si_compare_settings.1
00000001e9dac7c8 (__DATA,__bss) non-external _si_compare_settings.2
000000018050b090 (__TEXT,__text) external _si_destination_compare
0000000180514cf8 (__TEXT,__text) non-external _si_destination_compare.cold.1
0000000180514f4c (__TEXT,__text) non-external _si_destination_compare.cold.10
0000000180514f80 (__TEXT,__text) non-external _si_destination_compare.cold.11
0000000180514fb4 (__TEXT,__text) non-external _si_destination_compare.cold.12
0000000180514fe8 (__TEXT,__text) non-external _si_destination_compare.cold.13
000000018051501c (__TEXT,__text) non-external _si_destination_compare.cold.14
0000000180515050 (__TEXT,__text) non-external _si_destination_compare.cold.15
0000000180515084 (__TEXT,__text) non-external _si_destination_compare.cold.16
00000001805150b8 (__TEXT,__text) non-external _si_destination_compare.cold.17
00000001805150ec (__TEXT,__text) non-external _si_destination_compare.cold.18
0000000180515120 (__TEXT,__text) non-external _si_destination_compare.cold.19
0000000180514d68 (__TEXT,__text) non-external _si_destination_compare.cold.2
0000000180515154 (__TEXT,__text) non-external _si_destination_compare.cold.20
0000000180515188 (__TEXT,__text) non-external _si_destination_compare.cold.21
00000001805151bc (__TEXT,__text) non-external _si_destination_compare.cold.22
00000001805151f0 (__TEXT,__text) non-external _si_destination_compare.cold.23
0000000180515224 (__TEXT,__text) non-external _si_destination_compare.cold.24
0000000180515258 (__TEXT,__text) non-external _si_destination_compare.cold.25
000000018051528c (__TEXT,__text) non-external _si_destination_compare.cold.26
00000001805152c0 (__TEXT,__text) non-external _si_destination_compare.cold.27
0000000180515328 (__TEXT,__text) non-external _si_destination_compare.cold.28
0000000180515390 (__TEXT,__text) non-external _si_destination_compare.cold.29
0000000180514de0 (__TEXT,__text) non-external _si_destination_compare.cold.3
00000001805153f8 (__TEXT,__text) non-external _si_destination_compare.cold.30
0000000180515460 (__TEXT,__text) non-external _si_destination_compare.cold.31
00000001805154d0 (__TEXT,__text) non-external _si_destination_compare.cold.32
0000000180515504 (__TEXT,__text) non-external _si_destination_compare.cold.33
0000000180515538 (__TEXT,__text) non-external _si_destination_compare.cold.34
00000001805155cc (__TEXT,__text) non-external _si_destination_compare.cold.35
0000000180514e14 (__TEXT,__text) non-external _si_destination_compare.cold.4
0000000180514e48 (__TEXT,__text) non-external _si_destination_compare.cold.5
0000000180514e7c (__TEXT,__text) non-external _si_destination_compare.cold.6
0000000180514eb0 (__TEXT,__text) non-external _si_destination_compare.cold.7
0000000180514ee4 (__TEXT,__text) non-external _si_destination_compare.cold.8
0000000180514f18 (__TEXT,__text) non-external _si_destination_compare.cold.9
000000018050c2b0 (__TEXT,__text) non-external _si_destination_compare_child_has_forked
00000001e9dac220 (__DATA,__data) non-external _si_destination_compare_init.cache_init
000000018050c218 (__TEXT,__text) non-external _si_destination_compare_init_once
000000018050bed0 (__TEXT,__text) external _si_destination_compare_no_dependencies
0000000180515660 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.1
00000001805156c8 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.2
0000000180515730 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.3
0000000180515798 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.4
0000000180515800 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.5
0000000180515894 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.6
00000001e9dac210 (__DATA,__data) non-external _si_destination_compare_statistics.once
000000018050ad84 (__TEXT,__text) non-external (was a private external) _si_destination_create_control_socket
0000000180514a00 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.1
0000000180514a78 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.2
0000000180514ae4 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.3
0000000180514b50 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.4
0000000180514bc0 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.5
0000000180514c38 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.6
0000000180514cb0 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.7
000000018050c54c (__TEXT,__text) non-external _si_destination_fill_netsrc
0000000180515a24 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.1
0000000180515a6c (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.2
0000000180515a6c (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.3
0000000180515ab4 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.4
00000001e9dac208 (__DATA,__data) non-external _si_destination_fill_netsrc.netsrc_sockfd
00000001e9dac790 (__DATA,__bss) non-external _si_destination_fill_netsrc.version
00000001e9dac200 (__DATA,__data) non-external _si_destination_log
000000018050c2cc (__TEXT,__text) non-external _si_destination_lookup
0000000180515928 (__TEXT,__text) non-external _si_destination_lookup.cold.1
00000001805159ac (__TEXT,__text) non-external _si_destination_lookup.cold.2
00000001804f9764 (__TEXT,__text) external _si_fs_all
0000000180504f88 (__TEXT,__text) external _si_fs_byfile
0000000180504f6c (__TEXT,__text) external _si_fs_byspec
0000000180504d58 (__TEXT,__text) external _si_group_all
00000001804ef854 (__TEXT,__text) external _si_group_bygid
00000001804f3df4 (__TEXT,__text) external _si_group_byname
0000000180504d3c (__TEXT,__text) external _si_group_byuuid
00000001804f82a0 (__TEXT,__text) external _si_grouplist
0000000180504de4 (__TEXT,__text) external _si_host_all
00000001804f8850 (__TEXT,__text) external _si_host_byaddr
00000001804f721c (__TEXT,__text) external _si_host_byname
0000000180504d90 (__TEXT,__text) external _si_in_netgroup
00000001804f59c0 (__TEXT,__text) non-external (was a private external) _si_inet_config
00000001804f6da4 (__TEXT,__text) external _si_ipnode_byname
00000001804f4940 (__TEXT,__text) external _si_item_call
00000001804ef3bc (__TEXT,__text) external _si_item_is_valid
00000001804ef4e0 (__TEXT,__text) external _si_item_match
00000001804eda54 (__TEXT,__text) external _si_item_release
0000000180514714 (__TEXT,__text) non-external _si_item_release.cold.1
00000001804ef184 (__TEXT,__text) external _si_item_retain
0000000180514690 (__TEXT,__text) non-external _si_item_retain.cold.1
00000001804f1954 (__TEXT,__text) non-external _si_item_to_addrinfo
0000000180502e78 (__TEXT,__text) non-external _si_libinfo_addrinfo_callback
0000000180501880 (__TEXT,__text) non-external _si_libinfo_general_callback
00000001804f95cc (__TEXT,__text) non-external _si_libinfo_nameinfo_callback
00000001804f1520 (__TEXT,__text) external _si_list_add
0000000180514690 (__TEXT,__text) non-external _si_list_add.cold.1
0000000180504fa4 (__TEXT,__text) external _si_list_call
00000001804f15e8 (__TEXT,__text) external _si_list_concat
0000000180514690 (__TEXT,__text) non-external _si_list_concat.cold.1
00000001804fa910 (__TEXT,__text) external _si_list_next
00000001804f0e80 (__TEXT,__text) external _si_list_release
00000001805146e8 (__TEXT,__text) non-external _si_list_release.cold.1
00000001804f3d88 (__TEXT,__text) external _si_list_reset
000000018050419c (__TEXT,__text) external _si_list_retain
00000001805146bc (__TEXT,__text) non-external _si_list_retain.cold.1
00000001804f18c0 (__TEXT,__text) non-external (was a private external) _si_list_to_addrinfo
0000000180504e38 (__TEXT,__text) external _si_mac_all
0000000180504e1c (__TEXT,__text) external _si_mac_bymac
0000000180504e00 (__TEXT,__text) external _si_mac_byname
0000000180504c68 (__TEXT,__text) non-external _si_mod_dlsym
0000000180504d08 (__TEXT,__text) external _si_module_allows_caching
00000001804fbee0 (__TEXT,__text) non-external _si_module_cache_byname
00000001eddb0b00 (__AUTH_CONST,__const) non-external _si_module_cache_byname.cache_vtable
00000001804ed43c (__TEXT,__text) non-external _si_module_config_modules_for_category
0000000180504cf0 (__TEXT,__text) external _si_module_name
00000001804f6b9c (__TEXT,__text) external _si_module_release
0000000180504cd4 (__TEXT,__text) external _si_module_retain
00000001804ed54c (__TEXT,__text) non-external (was a private external) _si_module_static_cache
00000001ec7bc490 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.once
00000001ec7bc4a0 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.si
00000001804fbf74 (__TEXT,__text) non-external (was a private external) _si_module_static_cache_file
00000001ec7bc440 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.once
00000001ec7bc410 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.si
000000018050cc40 (__TEXT,__text) non-external (was a private external) _si_module_static_darwin_directory
0000000180515ae8 (__TEXT,__text) non-external _si_module_static_darwin_directory.cold.1
00000001ec7bc0f8 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.darwin_directory_vtable
00000001ec7bc488 (__DATA_DIRTY,__bss) non-external _si_module_static_darwin_directory.once
00000001ec7bc0c8 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.si
00000001804ed568 (__TEXT,__text) non-external (was a private external) _si_module_static_ds
00000001805144c4 (__TEXT,__text) non-external _si_module_static_ds.cold.1
00000001eddb0c68 (__AUTH_CONST,__const) non-external _si_module_static_ds.ds_vtable
00000001ec7bc480 (__DATA_DIRTY,__bss) non-external _si_module_static_ds.once
00000001ec7bc260 (__DATA_DIRTY,__data) non-external _si_module_static_ds.si
00000001804ed728 (__TEXT,__text) non-external (was a private external) _si_module_static_file
00000001805144ec (__TEXT,__text) non-external _si_module_static_file.cold.1
00000001eddb0ff0 (__AUTH_CONST,__const) non-external _si_module_static_file.file_vtable
00000001ec7bc4e0 (__DATA_DIRTY,__bss) non-external _si_module_static_file.once
00000001ec7bc290 (__DATA_DIRTY,__data) non-external _si_module_static_file.si
00000001804ed670 (__TEXT,__text) non-external (was a private external) _si_module_static_mdns
0000000180514668 (__TEXT,__text) non-external _si_module_static_mdns.cold.1
00000001eddb1178 (__AUTH_CONST,__const) non-external _si_module_static_mdns.mdns_vtable
00000001ec7bc478 (__DATA_DIRTY,__bss) non-external _si_module_static_mdns.once
00000001ec7bc098 (__DATA_DIRTY,__data) non-external _si_module_static_mdns.si
00000001804ed0a8 (__TEXT,__text) non-external (was a private external) _si_module_static_search
000000018051467c (__TEXT,__text) non-external _si_module_static_search.cold.1
00000001ec7bc4d8 (__DATA_DIRTY,__bss) non-external _si_module_static_search.once
00000001e9dac828 (__DATA,__bss) non-external _si_module_static_search.result
00000001eddb1300 (__AUTH_CONST,__const) non-external _si_module_static_search.search_vtable
00000001ec7bc068 (__DATA_DIRTY,__data) non-external _si_module_static_search.si
0000000180504cfc (__TEXT,__text) external _si_module_vers
00000001804ecf78 (__TEXT,__text) external _si_module_with_name
00000001ec7bc340 (__DATA_DIRTY,__data) non-external _si_module_with_name.modules
0000000180504b40 (__TEXT,__text) non-external (was a private external) _si_module_with_path
00000001804f33a0 (__TEXT,__text) external _si_nameinfo
0000000180504d74 (__TEXT,__text) external _si_netgroup_byname
0000000180504e8c (__TEXT,__text) external _si_network_all
0000000180504e70 (__TEXT,__text) external _si_network_byaddr
0000000180504e54 (__TEXT,__text) external _si_network_byname
0000000180504efc (__TEXT,__text) external _si_protocol_all
0000000180504ec4 (__TEXT,__text) external _si_protocol_byname
0000000180504ee0 (__TEXT,__text) external _si_protocol_bynumber
0000000180504f50 (__TEXT,__text) external _si_rpc_all
0000000180504f18 (__TEXT,__text) external _si_rpc_byname
0000000180504f34 (__TEXT,__text) external _si_rpc_bynumber
00000001804ecf40 (__TEXT,__text) external _si_search
00000001ec7bc470 (__DATA_DIRTY,__bss) non-external _si_search.search
00000001ec7bc408 (__DATA_DIRTY,__bss) non-external _si_search_cache_file.search
00000001ec7bc400 (__DATA_DIRTY,__bss) non-external _si_search_file.search
00000001804f7f74 (__TEXT,__text) external _si_search_module_set_flags
0000000180504ea8 (__TEXT,__text) external _si_service_all
00000001804f255c (__TEXT,__text) external _si_service_byname
00000001804f93ac (__TEXT,__text) external _si_service_byport
00000001804ecd24 (__TEXT,__text) external _si_set_nat64_v4_requires_synthesis
0000000180514740 (__TEXT,__text) non-external _si_set_nat64_v4_requires_synthesis.cold.1
00000001804ecd94 (__TEXT,__text) external _si_set_nat64_v4_synthesize
0000000180514774 (__TEXT,__text) non-external _si_set_nat64_v4_synthesize.cold.1
00000001805041e8 (__TEXT,__text) external _si_set_path_check
00000001805147a8 (__TEXT,__text) non-external _si_set_path_check.cold.1
000000018050432c (__TEXT,__text) external _si_srv_byname
000000018050515c (__TEXT,__text) external _si_standardize_mac_address
0000000180504d20 (__TEXT,__text) external _si_user_all
00000001804f24a4 (__TEXT,__text) external _si_user_byname
00000001804ed7c8 (__TEXT,__text) external _si_user_byuid
00000001804f42c8 (__TEXT,__text) external _si_user_byuuid
0000000180504348 (__TEXT,__text) external _si_wants_addrinfo
                 (undefined) external _sigblock (from libsystem_c)
                 (undefined) external _sigsetmask (from libsystem_c)
0000000180511f38 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _sprintf (from libsystem_c)
                 (undefined) external _sscanf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _statfs (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strdup (from libsystem_c)
                 (undefined) external _strerror (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncasecmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strndup (from libsystem_c)
                 (undefined) external _strnstr (from libsystem_c)
                 (undefined) external _strrchr (from libsystem_c)
                 (undefined) external _strtol (from libsystem_c)
                 (undefined) external _strtoll (from libsystem_c)
00000001e9dac6d8 (__DATA,__common) external _svc_fdset
000000018050f8f8 (__TEXT,__text) external _svc_getreq
000000018050f944 (__TEXT,__text) external _svc_getreqset
00000001e9dac8d8 (__DATA,__bss) non-external _svc_head
00000001e9dac350 (__DATA,__data) non-external (was a private external) _svc_maxfd
000000018050f4c4 (__TEXT,__text) external _svc_register
0000000180515b44 (__TEXT,__text) external _svc_run
000000018050f650 (__TEXT,__text) external _svc_sendreply
000000018050f5b4 (__TEXT,__text) external _svc_unregister
00000001eddb1a08 (__AUTH_CONST,__const) non-external _svcauthsw
000000018050f7ac (__TEXT,__text) external _svcerr_auth
000000018050f6fc (__TEXT,__text) external _svcerr_decode
000000018050f6a4 (__TEXT,__text) external _svcerr_noproc
000000018050f848 (__TEXT,__text) external _svcerr_noprog
000000018050f89c (__TEXT,__text) external _svcerr_progvers
000000018050f754 (__TEXT,__text) external _svcerr_systemerr
000000018050f7f8 (__TEXT,__text) external _svcerr_weakauth
00000001805100b0 (__TEXT,__text) external _svcfd_create
000000018050fdfc (__TEXT,__text) external _svcraw_create
000000018050feb0 (__TEXT,__text) non-external _svcraw_destroy
000000018050fea0 (__TEXT,__text) non-external _svcraw_freeargs
000000018050fe90 (__TEXT,__text) non-external _svcraw_getargs
000000018050fe88 (__TEXT,__text) non-external _svcraw_recv
000000018050fe98 (__TEXT,__text) non-external _svcraw_reply
000000018050fea8 (__TEXT,__text) non-external _svcraw_stat
000000018050feb4 (__TEXT,__text) external _svctcp_create
0000000180510164 (__TEXT,__text) non-external _svctcp_destroy
00000001805105e0 (__TEXT,__text) non-external _svctcp_freeargs
0000000180510580 (__TEXT,__text) non-external _svctcp_getargs
00000001ed4182f0 (__AUTH,__data) non-external _svctcp_op
00000001805104e0 (__TEXT,__text) non-external _svctcp_recv
00000001ed4182c0 (__AUTH,__data) non-external _svctcp_rendezvous_op
0000000180510598 (__TEXT,__text) non-external _svctcp_reply
0000000180510540 (__TEXT,__text) non-external _svctcp_stat
00000001805105fc (__TEXT,__text) external _svcudp_bufcreate
0000000180510830 (__TEXT,__text) external _svcudp_create
0000000180510c58 (__TEXT,__text) non-external _svcudp_destroy
0000000180510c3c (__TEXT,__text) non-external _svcudp_freeargs
00000001805109d0 (__TEXT,__text) non-external _svcudp_getargs
00000001ed418320 (__AUTH,__data) non-external _svcudp_op
000000018051083c (__TEXT,__text) non-external _svcudp_recv
00000001805109e8 (__TEXT,__text) non-external _svcudp_reply
00000001805109c8 (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libsystem_c)
                 (undefined) external _sysctl (from libsystem_c)
00000001ed418200 (__AUTH,__data) non-external _tcp_ops
                 (undefined) external _time (from libsystem_c)
00000001ed418230 (__AUTH,__data) non-external _udp_ops
00000001e9dac330 (__DATA,__data) non-external _unset_retry_timeout
00000001e9dac340 (__DATA,__data) non-external _unset_total_timeout
00000001804f805c (__TEXT,__text) external _user_from_uid
00000001e9dac7f0 (__DATA,__bss) non-external _user_from_uid.buf
                 (undefined) external _uuid_copy (from libsystem_c)
                 (undefined) external _uuid_parse (from libsystem_c)
                 (undefined) external _uuid_unparse_upper (from libsystem_c)
                 (undefined) external _vasprintf (from libsystem_c)
00000001e9dac358 (__DATA,__data) non-external _wait_per_try
                 (undefined) external _warnx (from libsystem_c)
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
000000018050a384 (__TEXT,__text) non-external _writetcp
000000018051046c (__TEXT,__text) non-external _writetcp
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
000000018050efe4 (__TEXT,__text) non-external (was a private external) _xdr_accepted_reply
00000001805115d0 (__TEXT,__text) external _xdr_array
0000000180508e0c (__TEXT,__text) external _xdr_authunix_parms
00000001804f2110 (__TEXT,__text) external _xdr_bool
00000001805110c4 (__TEXT,__text) external _xdr_bytes
000000018050f1a8 (__TEXT,__text) external _xdr_callhdr
000000018050ebb0 (__TEXT,__text) external _xdr_callmsg
0000000180511030 (__TEXT,__text) external _xdr_char
000000018050efdc (__TEXT,__text) external _xdr_des_block
0000000180506b80 (__TEXT,__text) external _xdr_domainname
0000000180511818 (__TEXT,__text) external _xdr_double
00000001805110c0 (__TEXT,__text) external _xdr_enum
0000000180511784 (__TEXT,__text) external _xdr_float
0000000180510cc0 (__TEXT,__text) external _xdr_free
00000001805115c0 (__TEXT,__text) external _xdr_hyper
0000000180510d08 (__TEXT,__text) external _xdr_int
0000000180510f20 (__TEXT,__text) external _xdr_int16_t
00000001804f23bc (__TEXT,__text) external _xdr_int32_t
00000001805113b8 (__TEXT,__text) external _xdr_int64_t
0000000180506b88 (__TEXT,__text) external _xdr_keydat
