00007ff84004b8a8 (__DATA,__data) non-external _C
00007ff800343da4 (__TEXT,__text) external _funopen
00007ff8003441f4 (__TEXT,__text) external _fwide
00007ff80034424b (__TEXT,__text) external _fwprintf
00007ff800344309 (__TEXT,__text) external _fwprintf_l
00007ff80034439f (__TEXT,__text) external _fwrite
00007ff800344471 (__TEXT,__text) external _fwscanf
00007ff80034452f (__TEXT,__text) external _fwscanf_l
00007ff80031b221 (__TEXT,__text) external _fxprintf
00007ff80031bcbc (__TEXT,__text) external _fxprintf_exec
00007ff84004b190 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800369a56 (__TEXT,__text) external _gcvt
00007ff800329e93 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff84004e4b8 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff84004be90 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff84004e434 (__DATA,__bss) non-external _get_clock.adjustment
00007ff84004e448 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff84004e438 (__DATA,__bss) non-external _get_clock.last
00007ff80032f5b4 (__TEXT,__text) non-external _get_next_format
00007ff80032f6e2 (__TEXT,__text) non-external _get_next_format_from_precision
00007ff80032f690 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800331093 (__TEXT,__text) external _getbsize
00007ff84004e510 (__DATA,__bss) non-external _getbsize.header
00007ff8003445c5 (__TEXT,__text) external _getc
00007ff80034460c (__TEXT,__text) external _getc_unlocked
00007ff800344632 (__TEXT,__text) external _getchar
00007ff80034467d (__TEXT,__text) external _getchar_unlocked
00007ff800332a1e (__TEXT,__text) external _getcwd
00007ff80031aba4 (__TEXT,__text) external _getdate
00007ff84004e3e8 (__DATA,__bss) non-external _getdate.tm
00007ff840059198 (__DATA,__common) external _getdate_err
00007ff8003446ad (__TEXT,__text) external _getdelim
00007ff800313fba (__TEXT,__text) external _getdiskbyname
00007ff84004e2f0 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff80033138f (__TEXT,__text) non-external _getent
00007ff8003621a8 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff80031d41c (__TEXT,__text) external _gethostid
00007ff800332a2d (__TEXT,__text) external _gethostname
00007ff800344958 (__TEXT,__text) external _getline
00007ff80031654f (__TEXT,__text) external _getloadavg
00007ff800332b3e (__TEXT,__text) external _getmntinfo
00007ff84004e558 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800332b64 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800332c2c (__TEXT,__text) external _getmntinfo_r_np
00007ff800334010 (__TEXT,__text) external _getmode
00007ff80035a7b2 (__TEXT,__text) non-external _getoffset
00007ff8003621f5 (__TEXT,__text) external _getopt
00007ff84004c718 (__DATA,__data) non-external _getopt.place
00007ff800362424 (__TEXT,__text) non-external _getopt_internal
00007ff80037f99f (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff84004c720 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800362414 (__TEXT,__text) external _getopt_long
00007ff800362a2c (__TEXT,__text) external _getopt_long_only
00007ff800332c84 (__TEXT,__text) external _getpagesize
00007ff84004e570 (__DATA,__bss) non-external _getpagesize.value
00007ff800332cfd (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800332d5b (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff80035a7f4 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff80034496a (__TEXT,__text) external _gets
00007ff800380ba0 (__TEXT,__const) non-external _gets.w
00007ff84004fff8 (__DATA,__bss) non-external _gets.warned
00007ff80035abb6 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800362e63 (__TEXT,__text) external _getsubopt
00007ff80031cdc6 (__TEXT,__text) external _gettimeofday
00007ff84004e4ac (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff84004e4b0 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff84004e4a8 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff80031675d (__TEXT,__text) external _getttyent
00007ff84004e340 (__DATA,__bss) non-external _getttyent.line
00007ff840030d18 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff84004e300 (__DATA,__bss) non-external _getttyent.tty
00007ff80031660d (__TEXT,__text) external _getttynam
00007ff8003145be (__TEXT,__text) non-external _gettype
00007ff800316e5a (__TEXT,__text) external _getusershell
00007ff8003170ce (__TEXT,__text) external _getvfsbyname
00007ff800344a1f (__TEXT,__text) external _getw
00007ff800344a54 (__TEXT,__text) external _getwc
00007ff800344a7c (__TEXT,__text) external _getwc_l
00007ff800344a86 (__TEXT,__text) external _getwchar
00007ff800344ab8 (__TEXT,__text) external _getwchar_l
00007ff80031d487 (__TEXT,__text) external _getwd
00007ff80035a733 (__TEXT,__text) non-external _getzname
00007ff800380e44 (__TEXT,__const) non-external _gmt
00007ff80035acb9 (__TEXT,__text) non-external _gmt_init
00007ff84004c6b0 (__DATA,__data) non-external _gmt_once
00007ff800359fdb (__TEXT,__text) external _gmtime
00007ff840054928 (__DATA,__bss) non-external _gmtime_key
00007ff840054924 (__DATA,__bss) non-external _gmtime_key_error
00007ff80035a06c (__TEXT,__text) non-external _gmtime_key_init
00007ff84004c6a0 (__DATA,__data) non-external _gmtime_once
00007ff80035a0f4 (__TEXT,__text) external _gmtime_r
00007ff8003595a8 (__TEXT,__text) non-external _gmtload
00007ff840054968 (__DATA,__bss) non-external _gmtmem
00007ff80035a090 (__TEXT,__text) non-external _gmtsub
00007ff800380fb0 (__TEXT,__const) non-external _gnuoptchar
00007ff84004e538 (__DATA,__bss) non-external _gottoprec
00007ff800369680 (__TEXT,__text) external _grantpt
00007ff80034df68 (__TEXT,__text) non-external _grouping_init
00007ff800354799 (__TEXT,__text) non-external _grouping_init
00007ff80034e131 (__TEXT,__text) non-external _grouping_print
00007ff800354a03 (__TEXT,__text) non-external _grouping_print
00007ff8003235e0 (__TEXT,__text) non-external _hash4
00007ff8003221b0 (__TEXT,__text) non-external _hash_access
00007ff800321a9b (__TEXT,__text) non-external _hash_close
00007ff800367fd8 (__TEXT,__text) external _hash_create
00007ff800321acc (__TEXT,__text) non-external _hash_delete
00007ff80036803f (__TEXT,__text) external _hash_destroy
00007ff800321b29 (__TEXT,__text) non-external _hash_fd
00007ff800321b58 (__TEXT,__text) non-external _hash_get
00007ff800368268 (__TEXT,__text) external _hash_purge
00007ff800321b9d (__TEXT,__text) non-external _hash_put
00007ff80036810f (__TEXT,__text) external _hash_search
00007ff800321c04 (__TEXT,__text) non-external _hash_seq
00007ff8003682dd (__TEXT,__text) external _hash_stats
00007ff800321e58 (__TEXT,__text) non-external _hash_sync
00007ff8003681ff (__TEXT,__text) external _hash_traverse
00007ff800362f88 (__TEXT,__text) external _hcreate
00007ff80032197d (__TEXT,__text) non-external _hdestroy
00007ff80036303a (__TEXT,__text) external _hdestroy
00007ff800363162 (__TEXT,__text) external _heapsort
00007ff800369cbd (__TEXT,__text) external _heapsort_b
00007ff800383680 (__TEXT,__cstring) non-external _hexlist
00007ff84004e3a8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff8003630ae (__TEXT,__text) external _hsearch
00007ff840059120 (__DATA,__bss) non-external _htable
00007ff840059128 (__DATA,__bss) non-external _htablesize
00007ff800380f90 (__TEXT,__const) non-external _illoptchar
00007ff800381080 (__TEXT,__const) non-external _illoptstring
00007ff8003633e3 (__TEXT,__text) external _imaxabs
00007ff8003633f3 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800316e8e (__TEXT,__text) non-external _initshells
00007ff800366da9 (__TEXT,__text) external _initstate
00007ff800363d8f (__TEXT,__text) non-external _insertionsort
00007ff80036b201 (__TEXT,__text) non-external _insertionsort
00007ff800363422 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800317ebb (__TEXT,__text) external _isalnum
00007ff8003185f2 (__TEXT,__text) external _isalnum_l
00007ff800317f1e (__TEXT,__text) external _isalpha
00007ff800318655 (__TEXT,__text) external _isalpha_l
00007ff800317eaa (__TEXT,__text) external _isascii
00007ff800332d69 (__TEXT,__text) external _isatty
00007ff800317f7b (__TEXT,__text) external _isblank
00007ff8003186b2 (__TEXT,__text) external _isblank_l
00007ff800317fd8 (__TEXT,__text) external _iscntrl
00007ff80031870f (__TEXT,__text) external _iscntrl_l
00007ff800318035 (__TEXT,__text) external _isdigit
00007ff80031876c (__TEXT,__text) external _isdigit_l
00007ff800318058 (__TEXT,__text) external _isgraph
00007ff8003187c9 (__TEXT,__text) external _isgraph_l
00007ff80031837a (__TEXT,__text) external _ishexnumber
00007ff800318826 (__TEXT,__text) external _ishexnumber_l
00007ff8003183d7 (__TEXT,__text) external _isideogram
00007ff800318883 (__TEXT,__text) external _isideogram_l
00007ff8003180b5 (__TEXT,__text) external _islower
00007ff8003188e0 (__TEXT,__text) external _islower_l
00007ff800318434 (__TEXT,__text) external _isnumber
00007ff80031893d (__TEXT,__text) external _isnumber_l
00007ff800318491 (__TEXT,__text) external _isphonogram
00007ff80031899a (__TEXT,__text) external _isphonogram_l
00007ff800318112 (__TEXT,__text) external _isprint
00007ff8003189f7 (__TEXT,__text) external _isprint_l
00007ff80031816f (__TEXT,__text) external _ispunct
00007ff800318a54 (__TEXT,__text) external _ispunct_l
00007ff8003184ee (__TEXT,__text) external _isrune
00007ff800318ab1 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff8003181cc (__TEXT,__text) external _isspace
00007ff800318b19 (__TEXT,__text) external _isspace_l
00007ff80031854f (__TEXT,__text) external _isspecial
00007ff800318b76 (__TEXT,__text) external _isspecial_l
00007ff800336808 (__TEXT,__text) non-external _istrsenvisx
00007ff80037f3bc (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff80037f3df (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff80037f402 (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800336eaf (__TEXT,__text) non-external _istrsenvisxl
00007ff800318229 (__TEXT,__text) external _isupper
00007ff800318bd3 (__TEXT,__text) external _isupper_l
00007ff800318cd9 (__TEXT,__text) external _iswalnum
00007ff800319153 (__TEXT,__text) external _iswalnum_l
00007ff800318d3c (__TEXT,__text) external _iswalpha
00007ff8003191b6 (__TEXT,__text) external _iswalpha_l
00007ff800319663 (__TEXT,__text) external _iswascii
00007ff800319606 (__TEXT,__text) external _iswblank
00007ff8003198a6 (__TEXT,__text) external _iswblank_l
00007ff800318d99 (__TEXT,__text) external _iswcntrl
00007ff800319213 (__TEXT,__text) external _iswcntrl_l
00007ff800318df6 (__TEXT,__text) external _iswctype
00007ff800319270 (__TEXT,__text) external _iswctype_l
00007ff800318e5f (__TEXT,__text) external _iswdigit
00007ff8003192e0 (__TEXT,__text) external _iswdigit_l
00007ff800318e82 (__TEXT,__text) external _iswgraph
00007ff80031933d (__TEXT,__text) external _iswgraph_l
00007ff800319674 (__TEXT,__text) external _iswhexnumber
00007ff800319903 (__TEXT,__text) external _iswhexnumber_l
00007ff8003196d1 (__TEXT,__text) external _iswideogram
00007ff800319960 (__TEXT,__text) external _iswideogram_l
00007ff800318edf (__TEXT,__text) external _iswlower
00007ff80031939a (__TEXT,__text) external _iswlower_l
00007ff80031972e (__TEXT,__text) external _iswnumber
00007ff8003199bd (__TEXT,__text) external _iswnumber_l
00007ff80031978b (__TEXT,__text) external _iswphonogram
00007ff800319a1a (__TEXT,__text) external _iswphonogram_l
00007ff800318f3c (__TEXT,__text) external _iswprint
00007ff8003193f7 (__TEXT,__text) external _iswprint_l
00007ff800318f99 (__TEXT,__text) external _iswpunct
00007ff800319454 (__TEXT,__text) external _iswpunct_l
00007ff8003197e8 (__TEXT,__text) external _iswrune
00007ff800319a77 (__TEXT,__text) external _iswrune_l
00007ff800318ff6 (__TEXT,__text) external _iswspace
00007ff8003194b1 (__TEXT,__text) external _iswspace_l
00007ff800319849 (__TEXT,__text) external _iswspecial
00007ff800319adf (__TEXT,__text) external _iswspecial_l
00007ff800319053 (__TEXT,__text) external _iswupper
00007ff80031950e (__TEXT,__text) external _iswupper_l
00007ff8003190b0 (__TEXT,__text) external _iswxdigit
00007ff80031956b (__TEXT,__text) external _iswxdigit_l
00007ff800318286 (__TEXT,__text) external _isxdigit
00007ff800318c30 (__TEXT,__text) external _isxdigit_l
00007ff800332de2 (__TEXT,__text) external _jrand48
00007ff840031010 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff80031d4bf (__TEXT,__text) external _killpg
00007ff800369822 (__TEXT,__text) external _l64a
00007ff840059178 (__DATA,__bss) non-external _l64a.buf
00007ff80036344b (__TEXT,__text) external _labs
00007ff800338924 (__TEXT,__text) non-external _largesearch
00007ff8400590d0 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff84004c558 (__DATA,__data) non-external _lastglue
00007ff80031360b (__TEXT,__text) external _lchflags
00007ff800313698 (__TEXT,__text) external _lchmod
00007ff8400500b0 (__DATA,__bss) non-external _lcl_TZname
00007ff8400500a0 (__DATA,__bss) non-external _lcl_is_set
00007ff84004c5b0 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff8400501b0 (__DATA,__bss) non-external _lclmem
00007ff800332e22 (__TEXT,__text) external _lcong48
00007ff80036345b (__TEXT,__text) external _ldiv
00007ff800363538 (__TEXT,__text) external _lfind
00007ff800348380 (__TEXT,__text) non-external _lflush
00007ff800340550 (__TEXT,__text) external _link_addr
00007ff8003406d0 (__TEXT,__text) external _link_ntoa
00007ff84004e7c0 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff80036348a (__TEXT,__text) external _llabs
00007ff80036349a (__TEXT,__text) external _lldiv
00007ff800340bdc (__TEXT,__text) non-external _loadCat
00007ff80033d134 (__TEXT,__text) non-external _loadlocale
00007ff80033b608 (__TEXT,__text) external _localeconv
00007ff80033b470 (__TEXT,__text) external _localeconv_l
00007ff80037f425 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff80037f437 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800359ea9 (__TEXT,__text) external _localtime
00007ff840054920 (__DATA,__bss) non-external _localtime_key
00007ff840054918 (__DATA,__bss) non-external _localtime_key_error
00007ff800359f68 (__TEXT,__text) non-external _localtime_key_init
00007ff84004c690 (__DATA,__data) non-external _localtime_once
00007ff800359f8c (__TEXT,__text) external _localtime_r
00007ff80037cc10 (__TEXT,__text) external _lockf
00007ff800332e68 (__TEXT,__text) external _lockf$NOCANCEL
00007ff80031bf5f (__TEXT,__text) external _login_tty
00007ff800332f30 (__TEXT,__text) external _lrand48
00007ff8003634c9 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff8003136dd (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ff840030d80 (__DATA_CONST,__const) non-external _mapping
00007ff80033b6b3 (__TEXT,__text) external _mblen
00007ff80033b630 (__TEXT,__text) external _mblen_l
00007ff80033b793 (__TEXT,__text) external _mbrlen
00007ff80033b74a (__TEXT,__text) external _mbrlen_l
00007ff80033b838 (__TEXT,__text) external _mbrtowc
00007ff80033b7f3 (__TEXT,__text) external _mbrtowc_l
00007ff80033b8c4 (__TEXT,__text) external _mbsinit
00007ff80033b891 (__TEXT,__text) external _mbsinit_l
00007ff80033b94f (__TEXT,__text) external _mbsnrtowcs
00007ff80033b90b (__TEXT,__text) external _mbsnrtowcs_l
00007ff80033baf1 (__TEXT,__text) external _mbsrtowcs
00007ff80033baa6 (__TEXT,__text) external _mbsrtowcs_l
00007ff80033bbfd (__TEXT,__text) external _mbstowcs
00007ff80033bb53 (__TEXT,__text) external _mbstowcs_l
00007ff80033bd4b (__TEXT,__text) external _mbtowc
00007ff80033bcbb (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff80035e403 (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff80037002c (__TEXT,__text) external _memset_s
00007ff800340543 (__TEXT,__text) non-external _memstream_close
00007ff8003404bd (__TEXT,__text) non-external _memstream_seek
00007ff80037f46a (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff80037f48d (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff8003403ac (__TEXT,__text) non-external _memstream_update
00007ff80037f449 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff8003403d7 (__TEXT,__text) non-external _memstream_write
00007ff80036358a (__TEXT,__text) external _mergesort
00007ff80036a9b9 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800345258 (__TEXT,__text) external _mkdtemp
00007ff8003452c9 (__TEXT,__text) external _mkdtempat_np
00007ff8003451ab (__TEXT,__text) external _mkostemp
00007ff800344dcd (__TEXT,__text) external _mkostemps
00007ff8003450d4 (__TEXT,__text) external _mkostempsat_np
00007ff80031c3c0 (__TEXT,__text) external _mkpath_np
00007ff80031c3d6 (__TEXT,__text) external _mkpathat_np
00007ff800345212 (__TEXT,__text) external _mkstemp
00007ff8003453cc (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800345129 (__TEXT,__text) external _mkstemps
00007ff80034516f (__TEXT,__text) external _mkstempsat_np
00007ff80034538a (__TEXT,__text) external _mktemp
00007ff80035a427 (__TEXT,__text) external _mktime
00007ff800380e50 (__TEXT,__const) non-external _mon_lengths
00007ff800317e86 (__TEXT,__text) external _monaddition
00007ff800317e9e (__TEXT,__text) external _moncontrol
00007ff800317ea4 (__TEXT,__text) external _moncount
00007ff800317e7a (__TEXT,__text) external _moninit
00007ff800317e98 (__TEXT,__text) external _monitor
00007ff800317e92 (__TEXT,__text) external _monoutput
00007ff800317e8c (__TEXT,__text) external _monreset
00007ff800317e80 (__TEXT,__text) external _monstartup
00007ff800342500 (__TEXT,__text) non-external _moreglue
00007ff800324dee (__TEXT,__text) non-external _mpool_bkt
00007ff80032505a (__TEXT,__text) external _mpool_close
00007ff800324d3f (__TEXT,__text) external _mpool_filter
00007ff800324eb5 (__TEXT,__text) external _mpool_get
00007ff800324d5a (__TEXT,__text) external _mpool_new
00007ff80037eb2d (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800324c72 (__TEXT,__text) external _mpool_open
00007ff800325045 (__TEXT,__text) external _mpool_put
00007ff8003250a4 (__TEXT,__text) external _mpool_sync
00007ff80032510a (__TEXT,__text) non-external _mpool_write
00007ff800332f61 (__TEXT,__text) external _mrand48
00007ff80031d876 (__TEXT,__text) non-external _mswap
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _nan (from libsystem_m)
                 (undefined) external _nanf (from libsystem_m)
                 (undefined) external _nanl (from libsystem_m)
00007ff80037cdf9 (__TEXT,__text) external _nanosleep
00007ff800317225 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff84004e5e0 (__DATA,__bss) non-external _new_categories
00007ff80031b527 (__TEXT,__text) external _new_printf_comp
00007ff80031b872 (__TEXT,__text) external _new_printf_domain
00007ff800319d91 (__TEXT,__text) external _newlocale
00007ff84004c750 (__DATA,__data) non-external _next
00007ff80032ff75 (__TEXT,__text) non-external _nextcomp
00007ff84004e4e0 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff84004e500 (__DATA,__bss) non-external _nextcomp.state
00007ff80033c19c (__TEXT,__text) external _nextwctype
00007ff80033c063 (__TEXT,__text) external _nextwctype_l
00007ff8003177d8 (__TEXT,__text) external _nftw
00007ff800332f90 (__TEXT,__text) external _nice
00007ff80033c638 (__TEXT,__text) external _nl_langinfo
00007ff80033c1c4 (__TEXT,__text) external _nl_langinfo_l
00007ff84004e5d0 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800381020 (__TEXT,__const) non-external _noarg
00007ff800380b80 (__TEXT,__const) non-external _nogrouping
00007ff84004c724 (__DATA,__data) non-external _nonopt_end
00007ff84004c728 (__DATA,__data) non-external _nonopt_start
00007ff800333013 (__TEXT,__text) external _nrand48
00007ff84004bf94 (__DATA,__data) non-external _numempty
00007ff800380670 (__TEXT,__const) non-external _nv
00007ff800337017 (__TEXT,__text) external _nvis
00007ff84004c860 (__DATA,__data) external _off32
00007ff84004c8c0 (__DATA,__data) external _off64
00007ff80035a103 (__TEXT,__text) external _offtime
00007ff840030d60 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff8003402ca (__TEXT,__text) external _open_memstream
00007ff80031a9e6 (__TEXT,__text) external _open_with_subsystem
00007ff800357e8d (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff80033305d (__TEXT,__text) external _opendir
00007ff8003335a7 (__TEXT,__text) non-external _opendir_compar
00007ff840059260 (__DATA,__common) external _optarg
00007ff84004c710 (__DATA,__data) external _opterr
00007ff84004c714 (__DATA,__data) external _optind
00007ff84005925c (__DATA,__common) external _optopt
00007ff840059258 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff84004e4c0 (__DATA,__bss) non-external _p5s
00007ff800380be0 (__TEXT,__const) non-external _padchar
00007ff84004e2fa (__DATA,__bss) non-external _parse_error
00007ff800362ad9 (__TEXT,__text) non-external _parse_long_options
00007ff84004e2f8 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff80037ccd8 (__TEXT,__text) external _pause
00007ff8003335bf (__TEXT,__text) external _pause$NOCANCEL
00007ff8003338da (__TEXT,__text) external _pclose
00007ff800362a3c (__TEXT,__text) non-external _permute_args
00007ff80037f4d3 (__TEXT,__text) external _perror
00007ff84004e540 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff84004c730 (__DATA,__data) non-external _place
00007ff8003335e4 (__TEXT,__text) external _popen
00007ff80037d1e2 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff80035a549 (__TEXT,__text) external _posix2time
00007ff800369660 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff80031ce8d (__TEXT,__text) external _posix_spawnp
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800347dec (__TEXT,__text) external _printf
00007ff800347eb8 (__TEXT,__text) external _printf_l
00007ff80032fcfd (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff8003339d4 (__TEXT,__text) external _psignal
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800369691 (__TEXT,__text) external _ptsname
00007ff80037f9c6 (__TEXT,__text) non-external _ptsname.cold.1
00007ff80037f9db (__TEXT,__text) non-external _ptsname.cold.2
00007ff840059170 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff840059168 (__DATA,__bss) non-external _ptsname_once
00007ff800369721 (__TEXT,__text) non-external _ptsname_once_init
00007ff80037f9f1 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800369745 (__TEXT,__text) external _ptsname_r
00007ff800347f65 (__TEXT,__text) external _putc
00007ff800347fd2 (__TEXT,__text) external _putc_unlocked
00007ff80034800c (__TEXT,__text) external _putchar
00007ff800348080 (__TEXT,__text) external _putchar_unlocked
00007ff800363e84 (__TEXT,__text) external _putenv
00007ff800323d49 (__TEXT,__text) non-external _putpair
00007ff8003480c4 (__TEXT,__text) external _puts
00007ff800348182 (__TEXT,__text) external _putw
00007ff8003481e4 (__TEXT,__text) external _putwc
00007ff80034820c (__TEXT,__text) external _putwc_l
00007ff800348216 (__TEXT,__text) external _putwchar
00007ff800348248 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800363f08 (__TEXT,__text) external _qsort
00007ff800369caf (__TEXT,__text) external _qsort_b
00007ff800364990 (__TEXT,__text) external _qsort_r
00007ff80031a4d8 (__TEXT,__text) external _querylocale
00007ff800365aca (__TEXT,__text) non-external _r_sort_a
00007ff84005913c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff840059130 (__DATA,__bss) non-external _r_sort_a.count
00007ff840059138 (__DATA,__bss) non-external _r_sort_a.nc
