000000018244b868 (__DATA,__data) external _NDR_record
00000001803646ec (__TEXT,__text) external _os_channel_available_slot_count
0000000180366e80 (__TEXT,__text) external _os_channel_buflet_alloc
00000001803667a8 (__TEXT,__text) external _os_channel_buflet_free
0000000180366e4c (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000180364324 (__TEXT,__text) external _os_channel_create
0000000180363958 (__TEXT,__text) external _os_channel_create_extended
00000001803644ac (__TEXT,__text) external _os_channel_destroy
0000000180366db4 (__TEXT,__text) external _os_channel_event_free
000000018036a71c (__TEXT,__text) external _os_channel_event_get_event_data
000000018036a668 (__TEXT,__text) external _os_channel_event_get_next_event
0000000180364f70 (__TEXT,__text) external _os_channel_flow_admissible
0000000180364f4c (__TEXT,__text) external _os_channel_get_advisory_region
0000000180364334 (__TEXT,__text) external _os_channel_get_fd
0000000180366db8 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180366950 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001803647d0 (__TEXT,__text) external _os_channel_get_next_slot
0000000180364ec8 (__TEXT,__text) external _os_channel_get_stats_region
00000001803640f8 (__TEXT,__text) non-external _os_channel_info2attr
0000000180364214 (__TEXT,__text) non-external _os_channel_init_ring
000000018036459c (__TEXT,__text) external _os_channel_is_defunct
00000001803658d8 (__TEXT,__text) external _os_channel_packet_alloc
0000000180365d54 (__TEXT,__text) external _os_channel_packet_free
0000000180366224 (__TEXT,__text) external _os_channel_packet_pool_purge
00000001803646bc (__TEXT,__text) external _os_channel_pending
000000018036433c (__TEXT,__text) external _os_channel_read_attr
000000018036445c (__TEXT,__text) external _os_channel_read_nexus_extension_info
00000001803645b0 (__TEXT,__text) external _os_channel_ring_id
00000001803646e0 (__TEXT,__text) external _os_channel_ring_notify_time
00000001803646d4 (__TEXT,__text) external _os_channel_ring_sync_time
0000000180364660 (__TEXT,__text) external _os_channel_rx_ring
0000000180364c18 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180365ef4 (__TEXT,__text) external _os_channel_slot_attach_packet
000000018036607c (__TEXT,__text) external _os_channel_slot_detach_packet
0000000180364d5c (__TEXT,__text) external _os_channel_slot_get_packet
0000000180364480 (__TEXT,__text) external _os_channel_sync
0000000180364618 (__TEXT,__text) external _os_channel_tx_ring
0000000180364390 (__TEXT,__text) external _os_channel_write_attr
000000018035c5c0 (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180355ac0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001803699c0 (__TEXT,__text) external _os_cpu_in_cksum
00000001803554c0 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180359d04 (__TEXT,__text) external _os_fault_with_payload
000000018035c5bc (__TEXT,__text) external _os_inet_checksum
0000000180367d4c (__TEXT,__text) external _os_nexus_attr_clone
0000000180367cb0 (__TEXT,__text) external _os_nexus_attr_create
00000001803680e0 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180367f94 (__TEXT,__text) external _os_nexus_attr_get
0000000180367da8 (__TEXT,__text) external _os_nexus_attr_set
00000001803687c8 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180368500 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180368520 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180368130 (__TEXT,__text) external _os_nexus_controller_create
00000001803684f4 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000180368b80 (__TEXT,__text) external _os_nexus_controller_destroy
0000000180368514 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000018036822c (__TEXT,__text) external _os_nexus_controller_get_fd
00000001803689a8 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180368688 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180368234 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180368910 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180368610 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000018035c490 (__TEXT,__text) external _os_packet_add_buflet
000000018035bb4c (__TEXT,__text) external _os_packet_clear_flow_uuid
000000018035c568 (__TEXT,__text) external _os_packet_decrement_use_count
000000018035c2cc (__TEXT,__text) external _os_packet_finalize
000000018035c590 (__TEXT,__text) external _os_packet_get_aggregation_type
000000018035c1d4 (__TEXT,__text) external _os_packet_get_buflet_count
000000018035b8d8 (__TEXT,__text) external _os_packet_get_compression_generation_count
000000018035c1c8 (__TEXT,__text) external _os_packet_get_data_length
000000018035bc20 (__TEXT,__text) external _os_packet_get_expire_time
000000018035bcb4 (__TEXT,__text) external _os_packet_get_expiry_action
000000018035ba9c (__TEXT,__text) external _os_packet_get_flow_uuid
000000018035bbf0 (__TEXT,__text) external _os_packet_get_group_end
000000018035bb8c (__TEXT,__text) external _os_packet_get_group_start
000000018035b338 (__TEXT,__text) external _os_packet_get_headroom
000000018035ba54 (__TEXT,__text) external _os_packet_get_inet_checksum
000000018035c0fc (__TEXT,__text) external _os_packet_get_keep_alive
000000018035b434 (__TEXT,__text) external _os_packet_get_link_broadcast
000000018035b554 (__TEXT,__text) external _os_packet_get_link_ethfcs
000000018035b3bc (__TEXT,__text) external _os_packet_get_link_header_length
000000018035b4c4 (__TEXT,__text) external _os_packet_get_link_multicast
000000018035c210 (__TEXT,__text) external _os_packet_get_next_buflet
000000018035beb8 (__TEXT,__text) external _os_packet_get_packetid
000000018035c2a0 (__TEXT,__text) external _os_packet_get_segment_count
000000018035b7e4 (__TEXT,__text) external _os_packet_get_service_class
000000018035bd54 (__TEXT,__text) external _os_packet_get_token
000000018035c71c (__TEXT,__text) external _os_packet_get_trace_id
000000018035b954 (__TEXT,__text) external _os_packet_get_traffic_class
000000018035b6a0 (__TEXT,__text) external _os_packet_get_transport_retransmit
000000018035b5d0 (__TEXT,__text) external _os_packet_get_transport_traffic_background
000000018035b638 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
000000018035c148 (__TEXT,__text) external _os_packet_get_truncated
000000018035c078 (__TEXT,__text) external _os_packet_get_vlan_id
000000018035c080 (__TEXT,__text) external _os_packet_get_vlan_priority
000000018035c010 (__TEXT,__text) external _os_packet_get_vlan_tag
000000018035c0ec (__TEXT,__text) external _os_packet_get_wake_flag
000000018035c53c (__TEXT,__text) external _os_packet_increment_use_count
000000018035c088 (__TEXT,__text) external _os_packet_set_app_metadata
000000018035b8a8 (__TEXT,__text) external _os_packet_set_compression_generation_count
000000018035bc70 (__TEXT,__text) external _os_packet_set_expire_time
000000018035bd04 (__TEXT,__text) external _os_packet_set_expiry_action
000000018035baf4 (__TEXT,__text) external _os_packet_set_flow_uuid
000000018035bbbc (__TEXT,__text) external _os_packet_set_group_end
000000018035bb58 (__TEXT,__text) external _os_packet_set_group_start
000000018035b2e0 (__TEXT,__text) external _os_packet_set_headroom
000000018035ba18 (__TEXT,__text) external _os_packet_set_inet_checksum
000000018035c10c (__TEXT,__text) external _os_packet_set_keep_alive
000000018035c18c (__TEXT,__text) external _os_packet_set_l4s_flag
000000018035b3e8 (__TEXT,__text) external _os_packet_set_link_broadcast
000000018035b508 (__TEXT,__text) external _os_packet_set_link_ethfcs
000000018035b378 (__TEXT,__text) external _os_packet_set_link_header_length
000000018035b478 (__TEXT,__text) external _os_packet_set_link_multicast
000000018035bf34 (__TEXT,__text) external _os_packet_set_packetid
000000018035c7dc (__TEXT,__text) external _os_packet_set_protocol_segment_size
000000018035b708 (__TEXT,__text) external _os_packet_set_service_class
000000018035be14 (__TEXT,__text) external _os_packet_set_token
000000018035c73c (__TEXT,__text) external _os_packet_set_trace_id
000000018035b924 (__TEXT,__text) external _os_packet_set_traffic_class
000000018035b6d0 (__TEXT,__text) external _os_packet_set_transport_last_packet
000000018035b668 (__TEXT,__text) external _os_packet_set_transport_retransmit
000000018035b598 (__TEXT,__text) external _os_packet_set_transport_traffic_background
000000018035b600 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000000018035c80c (__TEXT,__text) external _os_packet_set_tso_flags
000000018035bfb0 (__TEXT,__text) external _os_packet_set_vlan_tag
000000018035c768 (__TEXT,__text) external _os_packet_trace_event
000000018035eb54 (__TEXT,__text) external _os_proc_available_memory
000000018035e1bc (__TEXT,__text) external _panic
000000018035e1b0 (__TEXT,__text) external _panic_init
0000000180359d30 (__TEXT,__text) external _pathconf
0000000180359d5c (__TEXT,__text) external _peeloff
0000000180355994 (__TEXT,__text) external _pid_for_task
0000000180359d88 (__TEXT,__text) external _pid_hibernate
0000000180359db4 (__TEXT,__text) external _pid_resume
0000000180367154 (__TEXT,__text) external _pid_shutdown_networking
0000000180359de0 (__TEXT,__text) external _pid_shutdown_sockets
0000000180359e0c (__TEXT,__text) external _pid_suspend
00000001803572a8 (__TEXT,__text) external _pipe
0000000180359e38 (__TEXT,__text) external _pivot_root
000000018035b290 (__TEXT,__text) external _pkt_subtype_assert_fail
000000018035b2b8 (__TEXT,__text) external _pkt_type_assert_fail
0000000180359e64 (__TEXT,__text) external _poll
00000001803572e0 (__TEXT,__text) external _poll$NOCANCEL
000000018035b1b8 (__TEXT,__text) non-external _port_for_id_internal
000000018035e20c (__TEXT,__text) external _port_obj_init
000000018244b8e8 (__DATA,__common) external _port_obj_table
000000018244b840 (__DATA,__data) external _port_obj_table_size
0000000180359784 (__TEXT,__text) external _posix_madvise
0000000180362e78 (__TEXT,__text) external _posix_spawn
0000000180361958 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000180361f2c (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000180362068 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
0000000180361df0 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180361e80 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000180362124 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180361fd8 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180361c64 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000180361bdc (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000180361b44 (__TEXT,__text) external _posix_spawn_file_actions_init
000000018036106c (__TEXT,__text) external _posix_spawnattr_destroy
0000000180361870 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000180362790 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
000000018036274c (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000018036143c (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00000001803613d8 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000001803621fc (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000180361348 (__TEXT,__text) external _posix_spawnattr_getflags
00000001803623d4 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00000001803614ac (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000180361390 (__TEXT,__text) external _posix_spawnattr_getpgroup
00000001803614d0 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
000000018036136c (__TEXT,__text) external _posix_spawnattr_getsigdefault
00000001803613b4 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000180360f70 (__TEXT,__text) external _posix_spawnattr_init
0000000180361898 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001803618e0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000001803618c0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000180361900 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000180362988 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000180362770 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180362d9c (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000180362a9c (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000180362b64 (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000180362274 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180362dbc (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180385ac8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180362e58 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000180362c6c (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000180362944 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00000001803628ac (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000001803628e0 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000001803627b4 (__TEXT,__text) external _posix_spawnattr_set_persona_np
000000018036287c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000180361850 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180362d7c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
000000018036239c (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000180362724 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000180362308 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001803616e0 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000180362254 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000001803629d8 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000001803615fc (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180361b0c (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000018036155c (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000180362648 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000001803621dc (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00000001803621b4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
0000000180361ad8 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180361328 (__TEXT,__text) external _posix_spawnattr_setflags
0000000180362228 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180362490 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000180362964 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00000001803616a0 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000180361518 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000001803616c0 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000001803614f4 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180361538 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180361920 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180359e90 (__TEXT,__text) external _pread
0000000180357338 (__TEXT,__text) external _pread$NOCANCEL
0000000180359ebc (__TEXT,__text) external _preadv
0000000180357364 (__TEXT,__text) external _preadv$NOCANCEL
0000000180360734 (__TEXT,__text) non-external _prepare_times_array_and_attrs
000000018035fcf8 (__TEXT,__text) external _proc_clear_cpulimits
0000000180360008 (__TEXT,__text) external _proc_clear_delayidlesleep
000000018035f764 (__TEXT,__text) external _proc_clear_dirty
000000018035fee8 (__TEXT,__text) external _proc_clear_vmpressure
000000018035f4e0 (__TEXT,__text) external _proc_current_thread_schedinfo
000000018035fedc (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000018035fee4 (__TEXT,__text) external _proc_denap_assertion_complete
0000000180360068 (__TEXT,__text) external _proc_disable_apptype
000000018035f9e0 (__TEXT,__text) external _proc_disable_cpumon
000000018035fc10 (__TEXT,__text) external _proc_disable_wakemon
000000018035fd58 (__TEXT,__text) external _proc_donate_importance_boost
00000001803600dc (__TEXT,__text) external _proc_enable_apptype
000000018035f900 (__TEXT,__text) external _proc_get_cpumon_params
000000018035f6e8 (__TEXT,__text) external _proc_get_dirty
000000018035fb8c (__TEXT,__text) external _proc_get_wakemon_params
000000018035fdb0 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000018035fe68 (__TEXT,__text) external _proc_importance_assertion_complete
000000018035f320 (__TEXT,__text) external _proc_kmsgbuf
000000018035f58c (__TEXT,__text) external _proc_libversion
000000018035fc60 (__TEXT,__text) external _proc_list_dynkqueueids
000000018035fc44 (__TEXT,__text) external _proc_list_uptrs
000000018035eefc (__TEXT,__text) external _proc_listallpids
000000018035ef74 (__TEXT,__text) external _proc_listchildpids
000000018035f040 (__TEXT,__text) external _proc_listcoalitions
000000018035ef38 (__TEXT,__text) external _proc_listpgrppids
000000018035eec4 (__TEXT,__text) external _proc_listpids
0000000180369bdc (__TEXT,__text) external _proc_listpidspath
000000018035f1a4 (__TEXT,__text) external _proc_name
000000018035f078 (__TEXT,__text) external _proc_pid_rusage
000000018035f150 (__TEXT,__text) external _proc_piddynkqueueinfo
000000018035f0e0 (__TEXT,__text) external _proc_pidfdinfo
000000018035f118 (__TEXT,__text) external _proc_pidfileportinfo
000000018035efb0 (__TEXT,__text) external _proc_pidinfo
000000018035efe8 (__TEXT,__text) external _proc_pidoriginatorinfo
000000018035f358 (__TEXT,__text) external _proc_pidpath
000000018035f418 (__TEXT,__text) external _proc_pidpath_audittoken
000000018035f268 (__TEXT,__text) external _proc_regionfilename
000000018035fcec (__TEXT,__text) external _proc_reset_footprint_interval
000000018035f9c0 (__TEXT,__text) external _proc_resume_cpumon
0000000180359ee8 (__TEXT,__text) external _proc_rlimit_control
000000018035f974 (__TEXT,__text) external _proc_set_cpumon_defaults
000000018035f8b4 (__TEXT,__text) external _proc_set_cpumon_params
000000018035fa2c (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000180360220 (__TEXT,__text) external _proc_set_csm
000000018035ffa8 (__TEXT,__text) external _proc_set_delayidlesleep
000000018035f688 (__TEXT,__text) external _proc_set_dirty
0000000180360158 (__TEXT,__text) external _proc_set_no_smt
000000018035ff48 (__TEXT,__text) external _proc_set_owner_vmpressure
000000018035fbdc (__TEXT,__text) external _proc_set_wakemon_defaults
000000018035fb5c (__TEXT,__text) external _proc_set_wakemon_params
000000018035fc7c (__TEXT,__text) external _proc_setcpu_percentage
000000018035f5ac (__TEXT,__text) external _proc_setpcontrol
000000018035f094 (__TEXT,__text) external _proc_setthread_cpupercent
00000001803602e8 (__TEXT,__text) external _proc_setthread_csm
00000001803601bc (__TEXT,__text) external _proc_setthread_no_smt
0000000180360150 (__TEXT,__text) external _proc_suppress
000000018035f7c4 (__TEXT,__text) external _proc_terminate
000000018035f840 (__TEXT,__text) external _proc_terminate_all_rsr
0000000180359f14 (__TEXT,__text) external _proc_trace_log
000000018035f628 (__TEXT,__text) external _proc_track_dirty
000000018035f188 (__TEXT,__text) external _proc_udata_info
0000000180359f40 (__TEXT,__text) external _proc_uuid_policy
000000018037930c (__TEXT,__text) external _processor_assign
00000001803791c0 (__TEXT,__text) external _processor_control
0000000180378ec0 (__TEXT,__text) external _processor_exit
000000018037943c (__TEXT,__text) external _processor_get_assignment
0000000180378fcc (__TEXT,__text) external _processor_info
000000018037048c (__TEXT,__text) external _processor_set_create
0000000180370334 (__TEXT,__text) external _processor_set_default
0000000180377fec (__TEXT,__text) external _processor_set_destroy
0000000180378a34 (__TEXT,__text) external _processor_set_info
00000001803780fc (__TEXT,__text) external _processor_set_max_priority
000000018037874c (__TEXT,__text) external _processor_set_policy_control
000000018037833c (__TEXT,__text) external _processor_set_policy_disable
000000018037821c (__TEXT,__text) external _processor_set_policy_enable
00000001803788b8 (__TEXT,__text) external _processor_set_stack_usage
0000000180377e18 (__TEXT,__text) external _processor_set_statistics
000000018037845c (__TEXT,__text) external _processor_set_tasks
0000000180378c2c (__TEXT,__text) external _processor_set_tasks_with_flavor
00000001803785d4 (__TEXT,__text) external _processor_set_threads
0000000180378db4 (__TEXT,__text) external _processor_start
0000000180367960 (__TEXT,__text) external _pselect
0000000180369864 (__TEXT,__text) external _pselect$DARWIN_EXTSN
000000018035e564 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000180367b18 (__TEXT,__text) external _pselect$NOCANCEL
00000001803566c8 (__TEXT,__text) external _pthread_getugid_np
0000000180357dc0 (__TEXT,__text) external _pthread_setugid_np
00000001803577dc (__TEXT,__text) external _ptrace
0000000180359f6c (__TEXT,__text) external _pwrite
0000000180357814 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180359f98 (__TEXT,__text) external _pwritev
0000000180357840 (__TEXT,__text) external _pwritev$NOCANCEL
000000018035de80 (__TEXT,__text) external _quota
0000000180359fc4 (__TEXT,__text) external _quotactl
0000000180359ff0 (__TEXT,__text) external _read
000000018035786c (__TEXT,__text) external _read$NOCANCEL
000000018035a01c (__TEXT,__text) external _readlink
000000018035a048 (__TEXT,__text) external _readlinkat
000000018035a074 (__TEXT,__text) external _readv
0000000180357898 (__TEXT,__text) external _readv$NOCANCEL
000000018035ab54 (__TEXT,__text) non-external _reallocf
000000018035c85c (__TEXT,__text) external _reboot
000000018035c864 (__TEXT,__text) external _reboot_np
0000000180367928 (__TEXT,__text) external _record_system_event_as_kernel
000000018035791c (__TEXT,__text) external _recvfrom
0000000180357948 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000180357974 (__TEXT,__text) external _recvmsg
00000001803579a0 (__TEXT,__text) external _recvmsg$NOCANCEL
000000018035a0a0 (__TEXT,__text) external _recvmsg_x
000000018035a0cc (__TEXT,__text) external _register_uexc_handler
000000018035a0f8 (__TEXT,__text) external _removexattr
0000000180369810 (__TEXT,__text) external _rename
0000000180360d34 (__TEXT,__text) external _rename_ext
000000018035c9e8 (__TEXT,__text) external _renameat
0000000180360cc8 (__TEXT,__text) external _renameatx_np
0000000180360cf4 (__TEXT,__text) external _renamex_np
000000018035a124 (__TEXT,__text) external _revoke
0000000180369034 (__TEXT,__text) external _rmdir
000000018035a150 (__TEXT,__text) external _searchfs
000000018036792c (__TEXT,__text) external _select
0000000180357a7c (__TEXT,__text) external _select$DARWIN_EXTSN
0000000180357aa8 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
0000000180367ae4 (__TEXT,__text) external _select$NOCANCEL
000000018035a17c (__TEXT,__text) external _sem_close
00000001803670d4 (__TEXT,__text) external _sem_destroy
00000001803670fc (__TEXT,__text) external _sem_getvalue
0000000180367124 (__TEXT,__text) external _sem_init
0000000180355d24 (__TEXT,__text) external _sem_open
000000018035a1a8 (__TEXT,__text) external _sem_post
000000018035a1d4 (__TEXT,__text) external _sem_trywait
000000018035a200 (__TEXT,__text) external _sem_unlink
000000018035a22c (__TEXT,__text) external _sem_wait
0000000180357b00 (__TEXT,__text) external _sem_wait$NOCANCEL
000000018037b6a8 (__TEXT,__text) external _semaphore_create
000000018037b810 (__TEXT,__text) external _semaphore_destroy
000000018035e270 (__TEXT,__text) external _semaphore_signal
000000018035e274 (__TEXT,__text) external _semaphore_signal_all
0000000180355904 (__TEXT,__text) external _semaphore_signal_all_trap
000000018035e278 (__TEXT,__text) external _semaphore_signal_thread
0000000180355910 (__TEXT,__text) external _semaphore_signal_thread_trap
00000001803558f8 (__TEXT,__text) external _semaphore_signal_trap
000000018035e280 (__TEXT,__text) external _semaphore_timedwait
000000018035e28c (__TEXT,__text) external _semaphore_timedwait_signal
0000000180355940 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000180355934 (__TEXT,__text) external _semaphore_timedwait_trap
000000018035e27c (__TEXT,__text) external _semaphore_wait
000000018035e288 (__TEXT,__text) external _semaphore_wait_signal
0000000180355928 (__TEXT,__text) external _semaphore_wait_signal_trap
000000018035591c (__TEXT,__text) external _semaphore_wait_trap
0000000180355da8 (__TEXT,__text) external _semctl
000000018035a258 (__TEXT,__text) external _semget
000000018035a284 (__TEXT,__text) external _semop
0000000180355d84 (__TEXT,__text) external _semsys
000000018035a2b0 (__TEXT,__text) external _sendfile
0000000180357bdc (__TEXT,__text) external _sendmsg
0000000180357c08 (__TEXT,__text) external _sendmsg$NOCANCEL
000000018035a2dc (__TEXT,__text) external _sendmsg_x
0000000180357c34 (__TEXT,__text) external _sendto
0000000180357c60 (__TEXT,__text) external _sendto$NOCANCEL
0000000180357c8c (__TEXT,__text) external _setattrlist
000000018035a308 (__TEXT,__text) external _setattrlistat
000000018036b984 (__TEXT,__text) external _setaudit
000000018035a334 (__TEXT,__text) external _setaudit_addr
000000018035a360 (__TEXT,__text) external _setauid
000000018035a38c (__TEXT,__text) external _setegid
000000018035a3b8 (__TEXT,__text) external _seteuid
000000018035a3e4 (__TEXT,__text) external _setgid
000000018035a410 (__TEXT,__text) external _setgroups
000000018035e4cc (__TEXT,__text) external _setiopolicy_np
000000018035a43c (__TEXT,__text) external _setitimer
000000018035a468 (__TEXT,__text) external _setpgid
0000000180363320 (__TEXT,__text) external _setpriority
000000018035a494 (__TEXT,__text) external _setprivexec
000000018035deb0 (__TEXT,__text) external _setquota
0000000180357d10 (__TEXT,__text) external _setregid
0000000180357d3c (__TEXT,__text) external _setreuid
0000000180367c9c (__TEXT,__text) external _setrlimit
0000000180357d94 (__TEXT,__text) external _setsgroups_np
000000018035a4c0 (__TEXT,__text) external _setsid
000000018035a4ec (__TEXT,__text) external _setsockopt
000000018035a518 (__TEXT,__text) external _setuid
0000000180357e44 (__TEXT,__text) external _setwgroups_np
000000018035a544 (__TEXT,__text) external _setxattr
00000001803638ec (__TEXT,__text) external _sfi_get_class_offtime
0000000180363914 (__TEXT,__text) external _sfi_process_get_flags
0000000180363900 (__TEXT,__text) external _sfi_process_set_flags
00000001803638d8 (__TEXT,__text) external _sfi_set_class_offtime
0000000180355d44 (__TEXT,__text) external _shm_open
000000018035a570 (__TEXT,__text) external _shm_unlink
000000018035a59c (__TEXT,__text) external _shmat
0000000180357f4c (__TEXT,__text) external _shmctl
000000018035a5c8 (__TEXT,__text) external _shmdt
000000018035a5f4 (__TEXT,__text) external _shmget
0000000180355dc8 (__TEXT,__text) external _shmsys
000000018035a620 (__TEXT,__text) external _shutdown
000000018035a64c (__TEXT,__text) external _sigpending
000000018035a678 (__TEXT,__text) external _sigprocmask
0000000180368f94 (__TEXT,__text) external _sigsuspend
0000000180367ca4 (__TEXT,__text) external _sigsuspend$NOCANCEL
000000018035a6a4 (__TEXT,__text) external _socket
000000018035a6d0 (__TEXT,__text) external _socket_delegate
00000001803580ac (__TEXT,__text) external _socketpair
0000000180363120 (__TEXT,__text) external _stackshot_capture_with_config
0000000180363060 (__TEXT,__text) external _stackshot_config_create
0000000180363284 (__TEXT,__text) external _stackshot_config_dealloc
000000018036322c (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000180363194 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000001803631a0 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00000001803631e0 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0000000180363104 (__TEXT,__text) external _stackshot_config_set_flags
0000000180363204 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00000001803630e8 (__TEXT,__text) external _stackshot_config_set_pid
00000001803631bc (__TEXT,__text) external _stackshot_config_set_size_hint
000000018035a6fc (__TEXT,__text) external _stat
000000018035a6fc (__TEXT,__text) external _stat64
000000018035a728 (__TEXT,__text) external _statfs
000000018035a728 (__TEXT,__text) external _statfs64
000000018244bf90 (__DATA,__bss) non-external _supported
000000018035a754 (__TEXT,__text) external _swapon
0000000180355a00 (__TEXT,__text) external _swtch
00000001803559f4 (__TEXT,__text) external _swtch_pri
000000018035a780 (__TEXT,__text) external _symlink
000000018035a7ac (__TEXT,__text) external _symlinkat
000000018035a7d8 (__TEXT,__text) external _sync
000000018035815c (__TEXT,__text) external _syscall
0000000180355a0c (__TEXT,__text) external _syscall_thread_switch
00000001803638c4 (__TEXT,__text) external _system_get_sfi_window
000000018035a804 (__TEXT,__text) external _system_override
00000001803638b0 (__TEXT,__text) external _system_set_sfi_window
000000018037c5c0 (__TEXT,__text) external _task_assign
