                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018050516c (__TEXT,__text) non-external _LI_get_thread_info
                 (undefined) external _os_activity_scope_enter (from libsystem_trace)
                 (undefined) external _os_activity_scope_leave (from libsystem_trace)
                 (undefined) external _os_log_create (from libsystem_trace)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_release (from libdispatch)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_variant_allows_internal_security_policies (from libsystem_darwin)
                 (undefined) external _os_variant_is_darwinos (from libsystem_darwin)
000000018051b050 (__TEXT,__text) non-external _parse_compatibility_uuid
00000001ec718500 (__DATA_DIRTY,__bss) non-external _path_check
                 (undefined) external _perror (from libsystem_c)
0000000180523b2c (__TEXT,__text) external _pmap_getmaps
0000000180523d58 (__TEXT,__text) external _pmap_getport
0000000180523c00 (__TEXT,__text) non-external (was a private external) _pmap_getport_timeout
0000000180523eb0 (__TEXT,__text) external _pmap_rmtcall
00000001805226e0 (__TEXT,__text) external _pmap_set
0000000180522828 (__TEXT,__text) external _pmap_unset
00000001805247f4 (__TEXT,__text) non-external (was a private external) _pmap_wakeup
0000000180519408 (__TEXT,__text) external _prdb_end
00000001805193fc (__TEXT,__text) external _prdb_get
00000001805193f4 (__TEXT,__text) external _prdb_getbyname
0000000180519404 (__TEXT,__text) external _prdb_set
                 (undefined) external _pthread_atfork (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _puts (from libsystem_c)
                 (undefined) external _qsort (from libsystem_c)
0000000180529078 (__TEXT,__text) external _rcmd
0000000180528768 (__TEXT,__text) external _rcmd_af
00000001e9c5c898 (__DATA,__bss) non-external _rcmd_af.canonnamebuf
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
                 (undefined) external _readdir_r (from libsystem_c)
000000018051ffac (__TEXT,__text) non-external _readtcp
000000018052603c (__TEXT,__text) non-external _readtcp
0000000180527e74 (__TEXT,__text) non-external _realloc_stream
                 (undefined) external _reallocf (from libsystem_malloc)
                 (undefined) external _recv$NOCANCEL (from libsystem_c)
                 (undefined) external _recvfrom$NOCANCEL (from libsystem_kernel)
000000018052b474 (__TEXT,__text) non-external _rendezvous_abort
0000000180525dd8 (__TEXT,__text) non-external _rendezvous_request
0000000180525ef8 (__TEXT,__text) non-external _rendezvous_stat
00000001ed3c0260 (__AUTH,__data) non-external _reply_dscrm
0000000180510e1c (__TEXT,__text) external _res_init
0000000180510e24 (__TEXT,__text) external _res_query
0000000180510fb8 (__TEXT,__text) external _res_search
0000000180521d64 (__TEXT,__text) non-external _rfc6724_precedence
0000000180521e54 (__TEXT,__text) non-external _rfc6724_scope_sa
00000001e9c5c730 (__DATA,__bss) non-external _rootfs
00000001e9c5c728 (__DATA,__bss) non-external _rootfs_once
00000001e9c5c710 (__DATA,__common) external _rpc_createerr
00000001e599db88 (__DATA_CONST,__const) non-external _rpc_errlist
0000000180529084 (__TEXT,__text) external _rresvport
0000000180528f78 (__TEXT,__text) external _rresvport_af
00000001805296ec (__TEXT,__text) external _ruserok
000000018050d7ec (__TEXT,__text) non-external _search_addrinfo
0000000180519b50 (__TEXT,__text) non-external _search_alias_all
0000000180519b38 (__TEXT,__text) non-external _search_alias_byname
00000001805198cc (__TEXT,__text) non-external _search_close
000000018050f554 (__TEXT,__text) non-external _search_fs_all
0000000180519d14 (__TEXT,__text) non-external _search_fs_byfile
0000000180519cfc (__TEXT,__text) non-external _search_fs_byspec
00000001805038cc (__TEXT,__text) non-external _search_get_module
0000000180519974 (__TEXT,__text) non-external _search_group_all
00000001805057d4 (__TEXT,__text) non-external _search_group_bygid
0000000180509d48 (__TEXT,__text) non-external _search_group_byname
000000018051995c (__TEXT,__text) non-external _search_group_byuuid
000000018050e130 (__TEXT,__text) non-external _search_groupist
0000000180519b68 (__TEXT,__text) non-external _search_host_all
000000018050e680 (__TEXT,__text) non-external _search_host_byaddr
000000018050d0a0 (__TEXT,__text) non-external _search_host_byname
0000000180519aa8 (__TEXT,__text) non-external _search_in_netgroup
000000018051993c (__TEXT,__text) non-external _search_is_valid
0000000180503808 (__TEXT,__text) non-external _search_item_byname
0000000180503808 (__TEXT,__text) non-external _search_item_bynumber
000000018050a234 (__TEXT,__text) non-external _search_item_byuuid
000000018050f56c (__TEXT,__text) non-external _search_list
0000000180519d5c (__TEXT,__text) non-external _search_mac_all
0000000180519d44 (__TEXT,__text) non-external _search_mac_bymac
0000000180519d2c (__TEXT,__text) non-external _search_mac_byname
0000000180519d74 (__TEXT,__text) non-external _search_nameinfo
000000018051998c (__TEXT,__text) non-external _search_netgroup_byname
0000000180519bb0 (__TEXT,__text) non-external _search_network_all
0000000180519b98 (__TEXT,__text) non-external _search_network_byaddr
0000000180519b80 (__TEXT,__text) non-external _search_network_byname
0000000180519c10 (__TEXT,__text) non-external _search_protocol_all
0000000180519be0 (__TEXT,__text) non-external _search_protocol_byname
0000000180519bf8 (__TEXT,__text) non-external _search_protocol_bynumber
0000000180519ce4 (__TEXT,__text) non-external _search_rpc_all
0000000180519c28 (__TEXT,__text) non-external _search_rpc_byname
0000000180519c40 (__TEXT,__text) non-external _search_rpc_bynumber
0000000180519bc8 (__TEXT,__text) non-external _search_service_all
00000001805084d8 (__TEXT,__text) non-external _search_service_byname
000000018050f19c (__TEXT,__text) non-external _search_service_byport
000000018050de48 (__TEXT,__text) non-external (was a private external) _search_set_flags
0000000180519e74 (__TEXT,__text) non-external _search_srv_byname
0000000180519944 (__TEXT,__text) non-external _search_user_all
0000000180508420 (__TEXT,__text) non-external _search_user_byname
00000001805037f0 (__TEXT,__text) non-external _search_user_byuid
000000018050a21c (__TEXT,__text) non-external _search_user_byuuid
000000018050d764 (__TEXT,__text) non-external _search_wants_addrinfo
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _send$NOCANCEL (from libsystem_c)
                 (undefined) external _sendto$NOCANCEL (from libsystem_kernel)
00000001ed3c0290 (__AUTH,__data) non-external _server_ops
0000000180527cb8 (__TEXT,__text) non-external _set_input_fragment
0000000180520da4 (__TEXT,__text) non-external (was a private external) _set_loopback_ifindex
00000001e9c5c2c8 (__DATA,__data) non-external _set_retry_timeout
00000001e9c5c2d8 (__DATA,__data) non-external _set_total_timeout
000000018051c8c4 (__TEXT,__text) external _setdomainname
                 (undefined) external _seteuid (from libsystem_kernel)
000000018050f484 (__TEXT,__text) external _setfsent
00000001805177ec (__TEXT,__text) external _setgrent
0000000180517868 (__TEXT,__text) external _setgroupent
00000001805182c0 (__TEXT,__text) external _sethostent
0000000180518630 (__TEXT,__text) external _setnetent
0000000180517914 (__TEXT,__text) external _setnetgrent
0000000180517758 (__TEXT,__text) external _setpassent
0000000180518870 (__TEXT,__text) external _setprotoent
00000001805176dc (__TEXT,__text) external _setpwent
00000001805189b8 (__TEXT,__text) external _setrpcent
0000000180518728 (__TEXT,__text) external _setservent
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001805062fc (__TEXT,__text) external _si_addrinfo
0000000180506f20 (__TEXT,__text) external _si_addrinfo_list
000000018050dc4c (__TEXT,__text) external _si_addrinfo_list_from_hostent
00000001805079c0 (__TEXT,__text) external _si_addrinfo_v4
000000018051a014 (__TEXT,__text) external _si_addrinfo_v4_mapped
0000000180507378 (__TEXT,__text) external _si_addrinfo_v6
000000018051ab80 (__TEXT,__text) external _si_alias_all
000000018051ab64 (__TEXT,__text) external _si_alias_byname
000000018050a3ec (__TEXT,__text) external _si_async_call
000000018051aea8 (__TEXT,__text) external _si_async_cancel
000000018050c924 (__TEXT,__text) external _si_async_handle_reply
00000001e9c5c7e8 (__DATA,__bss) non-external _si_async_worklist
000000018050c9a4 (__TEXT,__text) non-external _si_async_worklist_find_unit
000000018050c7f8 (__TEXT,__text) non-external _si_async_workunit_release
0000000180505018 (__TEXT,__text) non-external (was a private external) _si_cache_add_item
0000000180511d44 (__TEXT,__text) non-external (was a private external) _si_cache_add_list
00000001e9c5c870 (__DATA,__bss) non-external _si_compare_settings
0000000180520e14 (__TEXT,__text) external _si_destination_compare
000000018052a870 (__TEXT,__text) non-external _si_destination_compare.cold.1
000000018052aa54 (__TEXT,__text) non-external _si_destination_compare.cold.10
000000018052aa80 (__TEXT,__text) non-external _si_destination_compare.cold.11
000000018052aad8 (__TEXT,__text) non-external _si_destination_compare.cold.12
000000018052ab04 (__TEXT,__text) non-external _si_destination_compare.cold.13
000000018052ab30 (__TEXT,__text) non-external _si_destination_compare.cold.14
000000018052ab5c (__TEXT,__text) non-external _si_destination_compare.cold.15
000000018052ab88 (__TEXT,__text) non-external _si_destination_compare.cold.16
000000018052abb4 (__TEXT,__text) non-external _si_destination_compare.cold.17
000000018052abe0 (__TEXT,__text) non-external _si_destination_compare.cold.18
000000018052ac0c (__TEXT,__text) non-external _si_destination_compare.cold.19
000000018052a8c8 (__TEXT,__text) non-external _si_destination_compare.cold.2
000000018052ac38 (__TEXT,__text) non-external _si_destination_compare.cold.20
000000018052ac64 (__TEXT,__text) non-external _si_destination_compare.cold.21
000000018052ac90 (__TEXT,__text) non-external _si_destination_compare.cold.22
000000018052acbc (__TEXT,__text) non-external _si_destination_compare.cold.23
000000018052ace8 (__TEXT,__text) non-external _si_destination_compare.cold.24
000000018052ad14 (__TEXT,__text) non-external _si_destination_compare.cold.25
000000018052ad40 (__TEXT,__text) non-external _si_destination_compare.cold.26
000000018052ad6c (__TEXT,__text) non-external _si_destination_compare.cold.27
000000018052ad98 (__TEXT,__text) non-external _si_destination_compare.cold.28
000000018052addc (__TEXT,__text) non-external _si_destination_compare.cold.29
000000018052a920 (__TEXT,__text) non-external _si_destination_compare.cold.3
000000018052ae20 (__TEXT,__text) non-external _si_destination_compare.cold.30
000000018052ae80 (__TEXT,__text) non-external _si_destination_compare.cold.31
000000018052aee0 (__TEXT,__text) non-external _si_destination_compare.cold.32
000000018052af0c (__TEXT,__text) non-external _si_destination_compare.cold.33
000000018052af38 (__TEXT,__text) non-external _si_destination_compare.cold.34
000000018052afa8 (__TEXT,__text) non-external _si_destination_compare.cold.35
000000018052a94c (__TEXT,__text) non-external _si_destination_compare.cold.4
000000018052a978 (__TEXT,__text) non-external _si_destination_compare.cold.5
000000018052a9a4 (__TEXT,__text) non-external _si_destination_compare.cold.6
000000018052a9d0 (__TEXT,__text) non-external _si_destination_compare.cold.7
000000018052a9fc (__TEXT,__text) non-external _si_destination_compare.cold.8
000000018052aa28 (__TEXT,__text) non-external _si_destination_compare.cold.9
0000000180521fd4 (__TEXT,__text) non-external _si_destination_compare_child_has_forked
00000001e9c5c1d8 (__DATA,__data) non-external _si_destination_compare_init.cache_init
0000000180521f38 (__TEXT,__text) non-external _si_destination_compare_init_once
0000000180521bf8 (__TEXT,__text) external _si_destination_compare_no_dependencies
000000018052b018 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.1
000000018052b05c (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.2
000000018052b0a0 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.3
000000018052b0e4 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.4
000000018052b128 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.5
000000018052b198 (__TEXT,__text) non-external _si_destination_compare_no_dependencies.cold.6
00000001e9c5c1c8 (__DATA,__data) non-external _si_destination_compare_statistics.once
0000000180520b08 (__TEXT,__text) non-external (was a private external) _si_destination_create_control_socket
000000018052a600 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.1
000000018052a658 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.2
000000018052a6bc (__TEXT,__text) non-external _si_destination_create_control_socket.cold.3
000000018052a720 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.4
000000018052a77c (__TEXT,__text) non-external _si_destination_create_control_socket.cold.5
000000018052a7d4 (__TEXT,__text) non-external _si_destination_create_control_socket.cold.6
000000018052a82c (__TEXT,__text) non-external _si_destination_create_control_socket.cold.7
0000000180522270 (__TEXT,__text) non-external _si_destination_fill_netsrc
000000018052b2cc (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.1
000000018052b310 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.2
000000018052b310 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.3
000000018052b354 (__TEXT,__text) non-external _si_destination_fill_netsrc.cold.4
00000001e9c5c1c0 (__DATA,__data) non-external _si_destination_fill_netsrc.netsrc_sockfd
00000001e9c5c748 (__DATA,__bss) non-external _si_destination_fill_netsrc.version
00000001e9c5c1b8 (__DATA,__data) non-external _si_destination_log
0000000180521ff0 (__TEXT,__text) non-external _si_destination_lookup
000000018052b208 (__TEXT,__text) non-external _si_destination_lookup.cold.1
000000018052b26c (__TEXT,__text) non-external _si_destination_lookup.cold.2
000000018050f538 (__TEXT,__text) external _si_fs_all
000000018051ad40 (__TEXT,__text) external _si_fs_byfile
000000018051ad24 (__TEXT,__text) external _si_fs_byspec
000000018051ab10 (__TEXT,__text) external _si_group_all
00000001805057b8 (__TEXT,__text) external _si_group_bygid
0000000180509d2c (__TEXT,__text) external _si_group_byname
000000018051aaf4 (__TEXT,__text) external _si_group_byuuid
000000018050e114 (__TEXT,__text) external _si_grouplist
000000018051ab9c (__TEXT,__text) external _si_host_all
000000018050e664 (__TEXT,__text) external _si_host_byaddr
000000018050d084 (__TEXT,__text) external _si_host_byname
000000018051ab48 (__TEXT,__text) external _si_in_netgroup
000000018050b924 (__TEXT,__text) non-external (was a private external) _si_inet_config
000000018050cc08 (__TEXT,__text) external _si_ipnode_byname
000000018050a878 (__TEXT,__text) external _si_item_call
0000000180505344 (__TEXT,__text) external _si_item_is_valid
0000000180505468 (__TEXT,__text) external _si_item_match
0000000180503a48 (__TEXT,__text) external _si_item_release
000000018052a354 (__TEXT,__text) non-external _si_item_release.cold.1
000000018050510c (__TEXT,__text) external _si_item_retain
000000018052a2ec (__TEXT,__text) non-external _si_item_retain.cold.1
00000001805078c8 (__TEXT,__text) non-external _si_item_to_addrinfo
0000000180518c08 (__TEXT,__text) non-external _si_libinfo_addrinfo_callback
0000000180517610 (__TEXT,__text) non-external _si_libinfo_general_callback
000000018050f3a0 (__TEXT,__text) non-external _si_libinfo_nameinfo_callback
000000018050749c (__TEXT,__text) external _si_list_add
000000018052a2ec (__TEXT,__text) non-external _si_list_add.cold.1
000000018051ad5c (__TEXT,__text) external _si_list_call
0000000180507564 (__TEXT,__text) external _si_list_concat
000000018052a2ec (__TEXT,__text) non-external _si_list_concat.cold.1
00000001805106d0 (__TEXT,__text) external _si_list_next
0000000180506de8 (__TEXT,__text) external _si_list_release
000000018052a328 (__TEXT,__text) non-external _si_list_release.cold.1
0000000180509cc0 (__TEXT,__text) external _si_list_reset
0000000180519f2c (__TEXT,__text) external _si_list_retain
000000018052a2fc (__TEXT,__text) non-external _si_list_retain.cold.1
0000000180507838 (__TEXT,__text) non-external (was a private external) _si_list_to_addrinfo
000000018051abf0 (__TEXT,__text) external _si_mac_all
000000018051abd4 (__TEXT,__text) external _si_mac_bymac
000000018051abb8 (__TEXT,__text) external _si_mac_byname
000000018051aa20 (__TEXT,__text) non-external _si_mod_dlsym
000000018051aac0 (__TEXT,__text) external _si_module_allows_caching
0000000180511c94 (__TEXT,__text) non-external _si_module_cache_byname
00000001edd85bf8 (__AUTH_CONST,__const) non-external _si_module_cache_byname.cache_vtable
0000000180503444 (__TEXT,__text) non-external _si_module_config_modules_for_category
000000018051aaa8 (__TEXT,__text) external _si_module_name
000000018050ca00 (__TEXT,__text) external _si_module_release
000000018051aa8c (__TEXT,__text) external _si_module_retain
0000000180503558 (__TEXT,__text) non-external (was a private external) _si_module_static_cache
00000001ec7184a0 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.once
00000001ec7184b0 (__DATA_DIRTY,__bss) non-external _si_module_static_cache.si
0000000180511d28 (__TEXT,__text) non-external (was a private external) _si_module_static_cache_file
00000001ec718450 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.once
00000001ec718420 (__DATA_DIRTY,__bss) non-external _si_module_static_cache_file.si
0000000180522958 (__TEXT,__text) non-external (was a private external) _si_module_static_darwin_directory
000000018052b380 (__TEXT,__text) non-external _si_module_static_darwin_directory.cold.1
00000001ec718108 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.darwin_directory_vtable
00000001ec718498 (__DATA_DIRTY,__bss) non-external _si_module_static_darwin_directory.once
00000001ec7180d8 (__DATA_DIRTY,__data) non-external _si_module_static_darwin_directory.si
0000000180503574 (__TEXT,__text) non-external (was a private external) _si_module_static_ds
000000018052a1a4 (__TEXT,__text) non-external _si_module_static_ds.cold.1
00000001edd85d60 (__AUTH_CONST,__const) non-external _si_module_static_ds.ds_vtable
00000001ec718490 (__DATA_DIRTY,__bss) non-external _si_module_static_ds.once
00000001ec718270 (__DATA_DIRTY,__data) non-external _si_module_static_ds.si
0000000180503734 (__TEXT,__text) non-external (was a private external) _si_module_static_file
000000018052a1cc (__TEXT,__text) non-external _si_module_static_file.cold.1
00000001edd860e8 (__AUTH_CONST,__const) non-external _si_module_static_file.file_vtable
00000001ec7184f0 (__DATA_DIRTY,__bss) non-external _si_module_static_file.once
00000001ec7182a0 (__DATA_DIRTY,__data) non-external _si_module_static_file.si
000000018050367c (__TEXT,__text) non-external (was a private external) _si_module_static_mdns
000000018052a2c4 (__TEXT,__text) non-external _si_module_static_mdns.cold.1
00000001edd86270 (__AUTH_CONST,__const) non-external _si_module_static_mdns.mdns_vtable
00000001ec718488 (__DATA_DIRTY,__bss) non-external _si_module_static_mdns.once
00000001ec7180a8 (__DATA_DIRTY,__data) non-external _si_module_static_mdns.si
00000001805030b0 (__TEXT,__text) non-external (was a private external) _si_module_static_search
000000018052a2d8 (__TEXT,__text) non-external _si_module_static_search.cold.1
00000001ec7184e8 (__DATA_DIRTY,__bss) non-external _si_module_static_search.once
00000001e9c5c7c8 (__DATA,__bss) non-external _si_module_static_search.result
00000001edd863f8 (__AUTH_CONST,__const) non-external _si_module_static_search.search_vtable
00000001ec718078 (__DATA_DIRTY,__data) non-external _si_module_static_search.si
000000018051aab4 (__TEXT,__text) external _si_module_vers
0000000180502f84 (__TEXT,__text) external _si_module_with_name
00000001ec718350 (__DATA_DIRTY,__data) non-external _si_module_with_name.modules
000000018051a8f8 (__TEXT,__text) non-external (was a private external) _si_module_with_path
00000001805092e4 (__TEXT,__text) external _si_nameinfo
000000018051ab2c (__TEXT,__text) external _si_netgroup_byname
000000018051ac44 (__TEXT,__text) external _si_network_all
000000018051ac28 (__TEXT,__text) external _si_network_byaddr
000000018051ac0c (__TEXT,__text) external _si_network_byname
000000018051acb4 (__TEXT,__text) external _si_protocol_all
000000018051ac7c (__TEXT,__text) external _si_protocol_byname
000000018051ac98 (__TEXT,__text) external _si_protocol_bynumber
000000018051ad08 (__TEXT,__text) external _si_rpc_all
000000018051acd0 (__TEXT,__text) external _si_rpc_byname
000000018051acec (__TEXT,__text) external _si_rpc_bynumber
0000000180502f4c (__TEXT,__text) external _si_search
00000001ec718480 (__DATA_DIRTY,__bss) non-external _si_search.search
00000001ec718418 (__DATA_DIRTY,__bss) non-external _si_search_cache_file.search
00000001ec718410 (__DATA_DIRTY,__bss) non-external _si_search_file.search
000000018050dde8 (__TEXT,__text) external _si_search_module_set_flags
000000018051ac60 (__TEXT,__text) external _si_service_all
00000001805084bc (__TEXT,__text) external _si_service_byname
000000018050f180 (__TEXT,__text) external _si_service_byport
0000000180502d30 (__TEXT,__text) external _si_set_nat64_v4_requires_synthesis
000000018052a380 (__TEXT,__text) non-external _si_set_nat64_v4_requires_synthesis.cold.1
0000000180502da0 (__TEXT,__text) external _si_set_nat64_v4_synthesize
000000018052a3ac (__TEXT,__text) non-external _si_set_nat64_v4_synthesize.cold.1
0000000180519fa4 (__TEXT,__text) external _si_set_path_check
000000018052a3d8 (__TEXT,__text) non-external _si_set_path_check.cold.1
000000018051a0e8 (__TEXT,__text) external _si_srv_byname
000000018051af14 (__TEXT,__text) external _si_standardize_mac_address
000000018051aad8 (__TEXT,__text) external _si_user_all
0000000180508404 (__TEXT,__text) external _si_user_byname
00000001805037d4 (__TEXT,__text) external _si_user_byuid
000000018050a200 (__TEXT,__text) external _si_user_byuuid
000000018051a104 (__TEXT,__text) external _si_wants_addrinfo
                 (undefined) external _sigblock (from libsystem_c)
                 (undefined) external _sigsetmask (from libsystem_c)
0000000180527c44 (__TEXT,__text) non-external _skip_input_bytes
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _sprintf (from libsystem_c)
                 (undefined) external _sscanf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _statfs (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strdup (from libsystem_c)
                 (undefined) external _strerror (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncasecmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strndup (from libsystem_c)
                 (undefined) external _strnstr (from libsystem_c)
                 (undefined) external _strrchr (from libsystem_c)
                 (undefined) external _strtol (from libsystem_c)
                 (undefined) external _strtoll (from libsystem_c)
00000001e9c5c690 (__DATA,__common) external _svc_fdset
0000000180525624 (__TEXT,__text) external _svc_getreq
0000000180525670 (__TEXT,__text) external _svc_getreqset
00000001e9c5c890 (__DATA,__bss) non-external _svc_head
00000001e9c5c308 (__DATA,__data) non-external (was a private external) _svc_maxfd
00000001805251f0 (__TEXT,__text) external _svc_register
000000018052b3dc (__TEXT,__text) external _svc_run
000000018052537c (__TEXT,__text) external _svc_sendreply
00000001805252e0 (__TEXT,__text) external _svc_unregister
00000001edd86b00 (__AUTH_CONST,__const) non-external _svcauthsw
00000001805254d8 (__TEXT,__text) external _svcerr_auth
0000000180525428 (__TEXT,__text) external _svcerr_decode
00000001805253d0 (__TEXT,__text) external _svcerr_noproc
0000000180525574 (__TEXT,__text) external _svcerr_noprog
00000001805255c8 (__TEXT,__text) external _svcerr_progvers
0000000180525480 (__TEXT,__text) external _svcerr_systemerr
0000000180525524 (__TEXT,__text) external _svcerr_weakauth
0000000180525dd4 (__TEXT,__text) external _svcfd_create
0000000180525b20 (__TEXT,__text) external _svcraw_create
0000000180525bd4 (__TEXT,__text) non-external _svcraw_destroy
0000000180525bc4 (__TEXT,__text) non-external _svcraw_freeargs
0000000180525bb4 (__TEXT,__text) non-external _svcraw_getargs
0000000180525bac (__TEXT,__text) non-external _svcraw_recv
0000000180525bbc (__TEXT,__text) non-external _svcraw_reply
0000000180525bcc (__TEXT,__text) non-external _svcraw_stat
0000000180525bd8 (__TEXT,__text) external _svctcp_create
0000000180525e88 (__TEXT,__text) non-external _svctcp_destroy
00000001805262f4 (__TEXT,__text) non-external _svctcp_freeargs
0000000180526294 (__TEXT,__text) non-external _svctcp_getargs
00000001ed3c02f0 (__AUTH,__data) non-external _svctcp_op
00000001805261f4 (__TEXT,__text) non-external _svctcp_recv
00000001ed3c02c0 (__AUTH,__data) non-external _svctcp_rendezvous_op
00000001805262ac (__TEXT,__text) non-external _svctcp_reply
0000000180526254 (__TEXT,__text) non-external _svctcp_stat
0000000180526310 (__TEXT,__text) external _svcudp_bufcreate
0000000180526544 (__TEXT,__text) external _svcudp_create
0000000180526968 (__TEXT,__text) non-external _svcudp_destroy
000000018052694c (__TEXT,__text) non-external _svcudp_freeargs
00000001805266e4 (__TEXT,__text) non-external _svcudp_getargs
00000001ed3c0320 (__AUTH,__data) non-external _svcudp_op
0000000180526550 (__TEXT,__text) non-external _svcudp_recv
00000001805266fc (__TEXT,__text) non-external _svcudp_reply
00000001805266dc (__TEXT,__text) non-external _svcudp_stat
                 (undefined) external _sys_nerr (from libsystem_c)
                 (undefined) external _sysctl (from libsystem_c)
00000001ed3c0200 (__AUTH,__data) non-external _tcp_ops
                 (undefined) external _time (from libsystem_c)
00000001ed3c0230 (__AUTH,__data) non-external _udp_ops
00000001e9c5c2e8 (__DATA,__data) non-external _unset_retry_timeout
00000001e9c5c2f8 (__DATA,__data) non-external _unset_total_timeout
000000018050ded0 (__TEXT,__text) external _user_from_uid
00000001e9c5c790 (__DATA,__bss) non-external _user_from_uid.buf
                 (undefined) external _uuid_copy (from libsystem_c)
                 (undefined) external _uuid_parse (from libsystem_c)
                 (undefined) external _uuid_unparse_upper (from libsystem_c)
                 (undefined) external _vasprintf (from libsystem_c)
00000001e9c5c310 (__DATA,__data) non-external _wait_per_try
                 (undefined) external _warnx (from libsystem_c)
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
0000000180520108 (__TEXT,__text) non-external _writetcp
0000000180526180 (__TEXT,__text) non-external _writetcp
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180524d10 (__TEXT,__text) non-external (was a private external) _xdr_accepted_reply
00000001805272e0 (__TEXT,__text) external _xdr_array
000000018051eba4 (__TEXT,__text) external _xdr_authunix_parms
0000000180508070 (__TEXT,__text) external _xdr_bool
0000000180526dd4 (__TEXT,__text) external _xdr_bytes
0000000180524ed4 (__TEXT,__text) external _xdr_callhdr
00000001805248dc (__TEXT,__text) external _xdr_callmsg
0000000180526d40 (__TEXT,__text) external _xdr_char
0000000180524d08 (__TEXT,__text) external _xdr_des_block
000000018051c934 (__TEXT,__text) external _xdr_domainname
0000000180527528 (__TEXT,__text) external _xdr_double
0000000180526dd0 (__TEXT,__text) external _xdr_enum
0000000180527494 (__TEXT,__text) external _xdr_float
00000001805269d0 (__TEXT,__text) external _xdr_free
00000001805272d0 (__TEXT,__text) external _xdr_hyper
0000000180526a18 (__TEXT,__text) external _xdr_int
0000000180526c30 (__TEXT,__text) external _xdr_int16_t
000000018050831c (__TEXT,__text) external _xdr_int32_t
00000001805270c8 (__TEXT,__text) external _xdr_int64_t
000000018051c93c (__TEXT,__text) external _xdr_keydat
0000000180526aa0 (__TEXT,__text) external _xdr_long
00000001805272d8 (__TEXT,__text) external _xdr_longlong_t
000000018051c94c (__TEXT,__text) external _xdr_mapname
0000000180526ed0 (__TEXT,__text) external _xdr_netobj
0000000180508108 (__TEXT,__text) external _xdr_opaque
0000000180524cb0 (__TEXT,__text) non-external (was a private external) _xdr_opaque_auth
000000018051c954 (__TEXT,__text) external _xdr_peername
0000000180523d64 (__TEXT,__text) external _xdr_pmap
0000000180523dd8 (__TEXT,__text) external _xdr_pmaplist
0000000180528514 (__TEXT,__text) external _xdr_pointer
0000000180528434 (__TEXT,__text) external _xdr_reference
