00007ff84004ab98 (__DATA,__data) non-external _C
00007ff8002be7b5 (__TEXT,__text) external _ftrylockfile
00007ff800293a50 (__TEXT,__text) non-external _fts_alloc
00007ff800292bcc (__TEXT,__text) non-external _fts_build
00007ff8002fc69e (__TEXT,__text) non-external _fts_build.cold.1
00007ff8002fc6b3 (__TEXT,__text) non-external _fts_build.cold.2
00007ff8002fc6c8 (__TEXT,__text) non-external _fts_build.cold.3
00007ff8002fc6dd (__TEXT,__text) non-external _fts_build.cold.4
00007ff8002fc6f2 (__TEXT,__text) non-external _fts_build.cold.5
00007ff8002fc707 (__TEXT,__text) non-external _fts_build.cold.6
00007ff80029389f (__TEXT,__text) external _fts_children
00007ff8002924ba (__TEXT,__text) external _fts_close
00007ff800292158 (__TEXT,__text) external _fts_open
00007ff80029242b (__TEXT,__text) external _fts_open_b
00007ff8002939e4 (__TEXT,__text) non-external _fts_palloc
00007ff8002925c5 (__TEXT,__text) external _fts_read
00007ff800292a85 (__TEXT,__text) non-external _fts_safe_changedir
00007ff80029387c (__TEXT,__text) external _fts_set
00007ff800293ae2 (__TEXT,__text) non-external _fts_sort
00007ff800293c12 (__TEXT,__text) non-external _fts_stat2
00007ff800294eec (__TEXT,__text) external _ftw
00007ff8002be7e7 (__TEXT,__text) external _funlockfile
00007ff8002c1219 (__TEXT,__text) external _funopen
00007ff8002c1669 (__TEXT,__text) external _fwide
00007ff8002c16c0 (__TEXT,__text) external _fwprintf
00007ff8002c177e (__TEXT,__text) external _fwprintf_l
00007ff8002c1814 (__TEXT,__text) external _fwrite
00007ff8002c18e6 (__TEXT,__text) external _fwscanf
00007ff8002c19a4 (__TEXT,__text) external _fwscanf_l
00007ff800298d69 (__TEXT,__text) external _fxprintf
00007ff8002997cc (__TEXT,__text) external _fxprintf_exec
00007ff84004a480 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8002e7694 (__TEXT,__text) external _gcvt
00007ff8002a799a (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff84004d798 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff84004b180 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff84004d714 (__DATA,__bss) non-external _get_clock.adjustment
00007ff84004d728 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff84004d718 (__DATA,__bss) non-external _get_clock.last
00007ff8002ad0a0 (__TEXT,__text) non-external _get_next_format
00007ff8002ad1db (__TEXT,__text) non-external _get_next_format_from_precision
00007ff8002ad182 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff8002aea07 (__TEXT,__text) external _getbsize
00007ff84004d7f0 (__DATA,__bss) non-external _getbsize.header
00007ff8002c1a3a (__TEXT,__text) external _getc
00007ff8002c1a81 (__TEXT,__text) external _getc_unlocked
00007ff8002c1aa7 (__TEXT,__text) external _getchar
00007ff8002c1af2 (__TEXT,__text) external _getchar_unlocked
00007ff8002b03a0 (__TEXT,__text) external _getcwd
00007ff8002986ec (__TEXT,__text) external _getdate
00007ff84004d6c8 (__DATA,__bss) non-external _getdate.tm
00007ff840058478 (__DATA,__common) external _getdate_err
00007ff8002c1b22 (__TEXT,__text) external _getdelim
00007ff800291ae2 (__TEXT,__text) external _getdiskbyname
00007ff84004d5d0 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff8002aed03 (__TEXT,__text) non-external _getent
00007ff8002dfbb6 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff80029af0c (__TEXT,__text) external _gethostid
00007ff8002b03af (__TEXT,__text) external _gethostname
00007ff8002c1dcd (__TEXT,__text) external _getline
00007ff800294092 (__TEXT,__text) external _getloadavg
00007ff8002b04c0 (__TEXT,__text) external _getmntinfo
00007ff84004d838 (__DATA,__bss) non-external _getmntinfo.vars
00007ff8002b04e6 (__TEXT,__text) non-external _getmntinfo_internal
00007ff8002b05ae (__TEXT,__text) external _getmntinfo_r_np
00007ff8002b1990 (__TEXT,__text) external _getmode
00007ff8002d7dff (__TEXT,__text) non-external _getoffset
00007ff8002dfc03 (__TEXT,__text) external _getopt
00007ff84004ba08 (__DATA,__data) non-external _getopt.place
00007ff8002dfe2c (__TEXT,__text) non-external _getopt_internal
00007ff8002dfe1c (__TEXT,__text) external _getopt_long
00007ff8002e03b6 (__TEXT,__text) external _getopt_long_only
00007ff8002b0606 (__TEXT,__text) external _getpagesize
00007ff84004d850 (__DATA,__bss) non-external _getpagesize.value
00007ff8002b067f (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff8002b06dd (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff8002d7e41 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff8002c1ddf (__TEXT,__text) external _gets
00007ff8002fec90 (__TEXT,__const) non-external _gets.w
00007ff84004f2d8 (__DATA,__bss) non-external _gets.warned
00007ff8002d8203 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff8002e07ed (__TEXT,__text) external _getsubopt
00007ff80029a8b8 (__TEXT,__text) external _gettimeofday
00007ff84004d78c (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff84004d790 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff84004d788 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff8002942a0 (__TEXT,__text) external _getttyent
00007ff84004d620 (__DATA,__bss) non-external _getttyent.line
00007ff84002db68 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff84004d5e0 (__DATA,__bss) non-external _getttyent.tty
00007ff800294150 (__TEXT,__text) external _getttynam
00007ff8002920e6 (__TEXT,__text) non-external _gettype
00007ff80029499d (__TEXT,__text) external _getusershell
00007ff800294c18 (__TEXT,__text) external _getvfsbyname
00007ff8002c1e94 (__TEXT,__text) external _getw
00007ff8002c1ec9 (__TEXT,__text) external _getwc
00007ff8002c1ef1 (__TEXT,__text) external _getwc_l
00007ff8002c1efb (__TEXT,__text) external _getwchar
00007ff8002c1f2d (__TEXT,__text) external _getwchar_l
00007ff80029af77 (__TEXT,__text) external _getwd
00007ff8002d7d80 (__TEXT,__text) non-external _getzname
00007ff8002fef34 (__TEXT,__const) non-external _gmt
00007ff8002d8306 (__TEXT,__text) non-external _gmt_init
00007ff84004b9a0 (__DATA,__data) non-external _gmt_once
00007ff8002d7628 (__TEXT,__text) external _gmtime
00007ff840053c08 (__DATA,__bss) non-external _gmtime_key
00007ff840053c04 (__DATA,__bss) non-external _gmtime_key_error
00007ff8002d76b9 (__TEXT,__text) non-external _gmtime_key_init
00007ff84004b990 (__DATA,__data) non-external _gmtime_once
00007ff8002d7741 (__TEXT,__text) external _gmtime_r
00007ff8002d6bd0 (__TEXT,__text) non-external _gmtload
00007ff840053c48 (__DATA,__bss) non-external _gmtmem
00007ff8002d76dd (__TEXT,__text) non-external _gmtsub
00007ff8002ff0a0 (__TEXT,__const) non-external _gnuoptchar
00007ff84004d818 (__DATA,__bss) non-external _gottoprec
00007ff8002e72be (__TEXT,__text) external _grantpt
00007ff8002cb420 (__TEXT,__text) non-external _grouping_init
00007ff8002d1ca1 (__TEXT,__text) non-external _grouping_init
00007ff8002cb5e9 (__TEXT,__text) non-external _grouping_print
00007ff8002d1f18 (__TEXT,__text) non-external _grouping_print
00007ff8002a10a4 (__TEXT,__text) non-external _hash4
00007ff80029fc4e (__TEXT,__text) non-external _hash_access
00007ff80029f534 (__TEXT,__text) non-external _hash_close
00007ff8002e5bb0 (__TEXT,__text) external _hash_create
00007ff80029f565 (__TEXT,__text) non-external _hash_delete
00007ff8002e5c17 (__TEXT,__text) external _hash_destroy
00007ff80029f5c2 (__TEXT,__text) non-external _hash_fd
00007ff80029f5f1 (__TEXT,__text) non-external _hash_get
00007ff8002e5e40 (__TEXT,__text) external _hash_purge
00007ff80029f636 (__TEXT,__text) non-external _hash_put
00007ff8002e5ce7 (__TEXT,__text) external _hash_search
00007ff80029f69d (__TEXT,__text) non-external _hash_seq
00007ff8002e5eb5 (__TEXT,__text) external _hash_stats
00007ff80029f8f1 (__TEXT,__text) non-external _hash_sync
00007ff8002e5dd7 (__TEXT,__text) external _hash_traverse
00007ff8002e0912 (__TEXT,__text) external _hcreate
00007ff80029f416 (__TEXT,__text) non-external _hdestroy
00007ff8002e09c4 (__TEXT,__text) external _hdestroy
00007ff8002e0aec (__TEXT,__text) external _heapsort
00007ff8002e78fb (__TEXT,__text) external _heapsort_b
00007ff800301770 (__TEXT,__cstring) non-external _hexlist
00007ff84004d688 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff8002e0a38 (__TEXT,__text) external _hsearch
00007ff8400583f8 (__DATA,__bss) non-external _htable
00007ff840058400 (__DATA,__bss) non-external _htablesize
00007ff8002ff080 (__TEXT,__const) non-external _illoptchar
00007ff8002ff170 (__TEXT,__const) non-external _illoptstring
00007ff8002e0d6d (__TEXT,__text) external _imaxabs
00007ff8002e0d7d (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff8002949d1 (__TEXT,__text) non-external _initshells
00007ff8002e498e (__TEXT,__text) external _initstate
00007ff8002e1708 (__TEXT,__text) non-external _insertionsort
00007ff8002e8e1b (__TEXT,__text) non-external _insertionsort
00007ff8002e0dac (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800295a03 (__TEXT,__text) external _isalnum
00007ff80029613a (__TEXT,__text) external _isalnum_l
00007ff800295a66 (__TEXT,__text) external _isalpha
00007ff80029619d (__TEXT,__text) external _isalpha_l
00007ff8002959f2 (__TEXT,__text) external _isascii
00007ff8002b06eb (__TEXT,__text) external _isatty
00007ff800295ac3 (__TEXT,__text) external _isblank
00007ff8002961fa (__TEXT,__text) external _isblank_l
00007ff800295b20 (__TEXT,__text) external _iscntrl
00007ff800296257 (__TEXT,__text) external _iscntrl_l
00007ff800295b7d (__TEXT,__text) external _isdigit
00007ff8002962b4 (__TEXT,__text) external _isdigit_l
00007ff800295ba0 (__TEXT,__text) external _isgraph
00007ff800296311 (__TEXT,__text) external _isgraph_l
00007ff800295ec2 (__TEXT,__text) external _ishexnumber
00007ff80029636e (__TEXT,__text) external _ishexnumber_l
00007ff800295f1f (__TEXT,__text) external _isideogram
00007ff8002963cb (__TEXT,__text) external _isideogram_l
00007ff800295bfd (__TEXT,__text) external _islower
00007ff800296428 (__TEXT,__text) external _islower_l
00007ff800295f7c (__TEXT,__text) external _isnumber
00007ff800296485 (__TEXT,__text) external _isnumber_l
00007ff800295fd9 (__TEXT,__text) external _isphonogram
00007ff8002964e2 (__TEXT,__text) external _isphonogram_l
00007ff800295c5a (__TEXT,__text) external _isprint
00007ff80029653f (__TEXT,__text) external _isprint_l
00007ff800295cb7 (__TEXT,__text) external _ispunct
00007ff80029659c (__TEXT,__text) external _ispunct_l
00007ff800296036 (__TEXT,__text) external _isrune
00007ff8002965f9 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800295d14 (__TEXT,__text) external _isspace
00007ff800296661 (__TEXT,__text) external _isspace_l
00007ff800296097 (__TEXT,__text) external _isspecial
00007ff8002966be (__TEXT,__text) external _isspecial_l
00007ff8002b409f (__TEXT,__text) non-external _istrsenvisx
00007ff8002fd52c (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff8002fd54f (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff8002fd572 (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff8002b44c8 (__TEXT,__text) non-external _istrsenvisxl
00007ff800295d71 (__TEXT,__text) external _isupper
00007ff80029671b (__TEXT,__text) external _isupper_l
00007ff800296821 (__TEXT,__text) external _iswalnum
00007ff800296c9b (__TEXT,__text) external _iswalnum_l
00007ff800296884 (__TEXT,__text) external _iswalpha
00007ff800296cfe (__TEXT,__text) external _iswalpha_l
00007ff8002971ab (__TEXT,__text) external _iswascii
00007ff80029714e (__TEXT,__text) external _iswblank
00007ff8002973ee (__TEXT,__text) external _iswblank_l
00007ff8002968e1 (__TEXT,__text) external _iswcntrl
00007ff800296d5b (__TEXT,__text) external _iswcntrl_l
00007ff80029693e (__TEXT,__text) external _iswctype
00007ff800296db8 (__TEXT,__text) external _iswctype_l
00007ff8002969a7 (__TEXT,__text) external _iswdigit
00007ff800296e28 (__TEXT,__text) external _iswdigit_l
00007ff8002969ca (__TEXT,__text) external _iswgraph
00007ff800296e85 (__TEXT,__text) external _iswgraph_l
00007ff8002971bc (__TEXT,__text) external _iswhexnumber
00007ff80029744b (__TEXT,__text) external _iswhexnumber_l
00007ff800297219 (__TEXT,__text) external _iswideogram
00007ff8002974a8 (__TEXT,__text) external _iswideogram_l
00007ff800296a27 (__TEXT,__text) external _iswlower
00007ff800296ee2 (__TEXT,__text) external _iswlower_l
00007ff800297276 (__TEXT,__text) external _iswnumber
00007ff800297505 (__TEXT,__text) external _iswnumber_l
00007ff8002972d3 (__TEXT,__text) external _iswphonogram
00007ff800297562 (__TEXT,__text) external _iswphonogram_l
00007ff800296a84 (__TEXT,__text) external _iswprint
00007ff800296f3f (__TEXT,__text) external _iswprint_l
00007ff800296ae1 (__TEXT,__text) external _iswpunct
00007ff800296f9c (__TEXT,__text) external _iswpunct_l
00007ff800297330 (__TEXT,__text) external _iswrune
00007ff8002975bf (__TEXT,__text) external _iswrune_l
00007ff800296b3e (__TEXT,__text) external _iswspace
00007ff800296ff9 (__TEXT,__text) external _iswspace_l
00007ff800297391 (__TEXT,__text) external _iswspecial
00007ff800297627 (__TEXT,__text) external _iswspecial_l
00007ff800296b9b (__TEXT,__text) external _iswupper
00007ff800297056 (__TEXT,__text) external _iswupper_l
00007ff800296bf8 (__TEXT,__text) external _iswxdigit
00007ff8002970b3 (__TEXT,__text) external _iswxdigit_l
00007ff800295dce (__TEXT,__text) external _isxdigit
00007ff800296778 (__TEXT,__text) external _isxdigit_l
00007ff8002b0764 (__TEXT,__text) external _jrand48
00007ff84002de60 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff80029afaf (__TEXT,__text) external _killpg
00007ff8002e7460 (__TEXT,__text) external _l64a
00007ff840058450 (__DATA,__bss) non-external _l64a.buf
00007ff8002e0dd5 (__TEXT,__text) external _labs
00007ff8002b5dbb (__TEXT,__text) non-external _largesearch
00007ff8400583b0 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff84004b848 (__DATA,__data) non-external _lastglue
00007ff800291133 (__TEXT,__text) external _lchflags
00007ff8002911c0 (__TEXT,__text) external _lchmod
00007ff84004f390 (__DATA,__bss) non-external _lcl_TZname
00007ff84004f380 (__DATA,__bss) non-external _lcl_is_set
00007ff84004b8a0 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff84004f490 (__DATA,__bss) non-external _lclmem
00007ff8002b07a4 (__TEXT,__text) external _lcong48
00007ff8002e0de5 (__TEXT,__text) external _ldiv
00007ff8002e0ec2 (__TEXT,__text) external _lfind
00007ff8002c5800 (__TEXT,__text) non-external _lflush
00007ff8002bda28 (__TEXT,__text) external _link_addr
00007ff8002bdba8 (__TEXT,__text) external _link_ntoa
00007ff84004daa0 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff8002e0e14 (__TEXT,__text) external _llabs
00007ff8002e0e24 (__TEXT,__text) external _lldiv
00007ff8002be0b4 (__TEXT,__text) non-external _loadCat
00007ff8002ba501 (__TEXT,__text) non-external _loadlocale
00007ff8002b8ab3 (__TEXT,__text) external _localeconv
00007ff8002b8918 (__TEXT,__text) external _localeconv_l
00007ff8002fd595 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff8002fd5a7 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff8002d74f6 (__TEXT,__text) external _localtime
00007ff840053c00 (__DATA,__bss) non-external _localtime_key
00007ff840053bf8 (__DATA,__bss) non-external _localtime_key_error
00007ff8002d75b5 (__TEXT,__text) non-external _localtime_key_init
00007ff84004b980 (__DATA,__data) non-external _localtime_once
00007ff8002d75d9 (__TEXT,__text) external _localtime_r
00007ff8002fad78 (__TEXT,__text) external _lockf
00007ff8002b07e8 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800299a6f (__TEXT,__text) external _login_tty
00007ff8002b08b0 (__TEXT,__text) external _lrand48
00007ff8002e0e53 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800291205 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ff84002dbd0 (__DATA_CONST,__const) non-external _mapping
00007ff8002b8b5e (__TEXT,__text) external _mblen
00007ff8002b8adb (__TEXT,__text) external _mblen_l
00007ff8002b8bd2 (__TEXT,__text) external _mbrlen
00007ff8002b8b86 (__TEXT,__text) external _mbrlen_l
00007ff8002b8c77 (__TEXT,__text) external _mbrtowc
00007ff8002b8c35 (__TEXT,__text) external _mbrtowc_l
00007ff8002b8d03 (__TEXT,__text) external _mbsinit
00007ff8002b8cd3 (__TEXT,__text) external _mbsinit_l
00007ff8002b8d8e (__TEXT,__text) external _mbsnrtowcs
00007ff8002b8d4d (__TEXT,__text) external _mbsnrtowcs_l
00007ff8002b8f36 (__TEXT,__text) external _mbsrtowcs
00007ff8002b8ee8 (__TEXT,__text) external _mbsrtowcs_l
00007ff8002b9045 (__TEXT,__text) external _mbstowcs
00007ff8002b8f9b (__TEXT,__text) external _mbstowcs_l
00007ff8002b9199 (__TEXT,__text) external _mbtowc
00007ff8002b9106 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff8002dbdbf (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff8002edcfd (__TEXT,__text) external _memset_s
00007ff8002bda18 (__TEXT,__text) non-external _memstream_close
00007ff8002bd992 (__TEXT,__text) non-external _memstream_seek
00007ff8002fd5da (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff8002fd5fd (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff8002bd881 (__TEXT,__text) non-external _memstream_update
00007ff8002fd5b9 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff8002bd8ac (__TEXT,__text) non-external _memstream_write
00007ff8002e0f14 (__TEXT,__text) external _mergesort
00007ff8002e85fc (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff8002c26d7 (__TEXT,__text) external _mkdtemp
00007ff8002c2747 (__TEXT,__text) external _mkdtempat_np
00007ff8002c262a (__TEXT,__text) external _mkostemp
00007ff8002c224c (__TEXT,__text) external _mkostemps
00007ff8002c2553 (__TEXT,__text) external _mkostempsat_np
00007ff800299ec8 (__TEXT,__text) external _mkpath_np
00007ff800299ede (__TEXT,__text) external _mkpathat_np
00007ff8002c2691 (__TEXT,__text) external _mkstemp
00007ff8002c2847 (__TEXT,__text) external _mkstemp_dprotected_np
00007ff8002c25a8 (__TEXT,__text) external _mkstemps
00007ff8002c25ee (__TEXT,__text) external _mkstempsat_np
00007ff8002c2806 (__TEXT,__text) external _mktemp
00007ff8002d7a74 (__TEXT,__text) external _mktime
00007ff8002fef40 (__TEXT,__const) non-external _mon_lengths
00007ff8002959ce (__TEXT,__text) external _monaddition
00007ff8002959e6 (__TEXT,__text) external _moncontrol
00007ff8002959ec (__TEXT,__text) external _moncount
00007ff8002959c2 (__TEXT,__text) external _moninit
00007ff8002959e0 (__TEXT,__text) external _monitor
00007ff8002959da (__TEXT,__text) external _monoutput
00007ff8002959d4 (__TEXT,__text) external _monreset
00007ff8002959c8 (__TEXT,__text) external _monstartup
00007ff8002bf9b9 (__TEXT,__text) non-external _moreglue
00007ff8002a28ab (__TEXT,__text) non-external _mpool_bkt
00007ff8002a2b25 (__TEXT,__text) external _mpool_close
00007ff8002a27fc (__TEXT,__text) external _mpool_filter
00007ff8002a2980 (__TEXT,__text) external _mpool_get
00007ff8002a2817 (__TEXT,__text) external _mpool_new
00007ff8002fcc9d (__TEXT,__text) non-external _mpool_new.cold.1
00007ff8002a2736 (__TEXT,__text) external _mpool_open
00007ff8002a2b10 (__TEXT,__text) external _mpool_put
00007ff8002a2b6f (__TEXT,__text) external _mpool_sync
00007ff8002a2bd5 (__TEXT,__text) non-external _mpool_write
00007ff8002b08e1 (__TEXT,__text) external _mrand48
00007ff80029b366 (__TEXT,__text) non-external _mswap
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _nan (from libsystem_m)
                 (undefined) external _nanf (from libsystem_m)
                 (undefined) external _nanl (from libsystem_m)
00007ff8002faf61 (__TEXT,__text) external _nanosleep
00007ff800294d6f (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff84004d8c0 (__DATA,__bss) non-external _new_categories
00007ff80029906f (__TEXT,__text) external _new_printf_comp
00007ff800299383 (__TEXT,__text) external _new_printf_domain
00007ff8002978d9 (__TEXT,__text) external _newlocale
00007ff84004ba38 (__DATA,__data) non-external _next
00007ff8002ada6d (__TEXT,__text) non-external _nextcomp
00007ff84004d7c0 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff84004d7e0 (__DATA,__bss) non-external _nextcomp.state
00007ff8002b95ed (__TEXT,__text) external _nextwctype
00007ff8002b94b4 (__TEXT,__text) external _nextwctype_l
00007ff800295320 (__TEXT,__text) external _nftw
00007ff8002b0910 (__TEXT,__text) external _nice
00007ff8002b9a8c (__TEXT,__text) external _nl_langinfo
00007ff8002b9618 (__TEXT,__text) external _nl_langinfo_l
00007ff84004d8b0 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff8002ff110 (__TEXT,__const) non-external _noarg
00007ff8002fec70 (__TEXT,__const) non-external _nogrouping
00007ff84004ba10 (__DATA,__data) non-external _nonopt_end
00007ff84004ba14 (__DATA,__data) non-external _nonopt_start
00007ff8002b0993 (__TEXT,__text) external _nrand48
00007ff84004b284 (__DATA,__data) non-external _numempty
00007ff8002fe7b0 (__TEXT,__const) non-external _nv
00007ff8002b45ff (__TEXT,__text) external _nvis
00007ff84004bb40 (__DATA,__data) external _off32
00007ff84004bba0 (__DATA,__data) external _off64
00007ff8002d7750 (__TEXT,__text) external _offtime
00007ff84002dbb0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff8002bd79f (__TEXT,__text) external _open_memstream
00007ff80029852c (__TEXT,__text) external _open_with_subsystem
00007ff8002d54d7 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff8002b09dd (__TEXT,__text) external _opendir
00007ff8002b0f28 (__TEXT,__text) non-external _opendir_compar
00007ff840058540 (__DATA,__common) external _optarg
00007ff84004ba00 (__DATA,__data) external _opterr
00007ff84004ba04 (__DATA,__data) external _optind
00007ff84005853c (__DATA,__common) external _optopt
00007ff840058538 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff84004d7a0 (__DATA,__bss) non-external _p5s
00007ff8002fecd0 (__TEXT,__const) non-external _padchar
00007ff84004d5da (__DATA,__bss) non-external _parse_error
00007ff8002e0463 (__TEXT,__text) non-external _parse_long_options
00007ff84004d5d8 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff8002fae40 (__TEXT,__text) external _pause
00007ff8002b0f40 (__TEXT,__text) external _pause$NOCANCEL
00007ff8002b125b (__TEXT,__text) external _pclose
00007ff8002e03c6 (__TEXT,__text) non-external _permute_args
00007ff8002fd643 (__TEXT,__text) external _perror
00007ff84004d820 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff84004ba18 (__DATA,__data) non-external _place
00007ff8002b0f65 (__TEXT,__text) external _popen
00007ff8002fb34a (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff8002d7b96 (__TEXT,__text) external _posix2time
00007ff8002e729e (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff80029a97f (__TEXT,__text) external _posix_spawnp
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff8002c526c (__TEXT,__text) external _printf
00007ff8002c5338 (__TEXT,__text) external _printf_l
00007ff8002ad7f5 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff8002b1355 (__TEXT,__text) external _psignal
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
