00007ffb005712f2 (__TEXT,__text) non-external _DiToMD5
00007ffb00564c40 (__TEXT,__text) external __ZN7OSArray14ensureCapacityEj
00007ffb00564c50 (__TEXT,__text) external __ZN7OSArray15flushCollectionEv
00007ffb00564ce6 (__TEXT,__text) external __ZN7OSArray4freeEv
00007ffb00564dfc (__TEXT,__text) external __ZN7OSArray5mergeEPKS_
00007ffb00564dac (__TEXT,__text) external __ZN7OSArray9setObjectEPK15OSMetaClassBase
00007ffb00564e8a (__TEXT,__text) external __ZN7OSArray9setObjectEjPK15OSMetaClassBase
00007ffb00564dc2 (__TEXT,__text) external __ZN7OSArray9withArrayEPKS_j
00007ffb0055fdf0 (__TEXT,__text) external __ZN8IOThread17CopyCurrentThreadEPPS_
00007ffb00582bc8 (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.1
00007ffb00582beb (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.2
00007ffb0055fe78 (__TEXT,__text) external __ZN8IOThread17GetTimeConstraintEPjS0_S0_PbS1_
00007ffb0055ff22 (__TEXT,__text) external __ZN8IOThread17SetTimeConstraintEjjjb
00007ffb0055fdb0 (__TEXT,__text) external __ZN8IOThread4JoinEPPv
00007ffb0055fa8e (__TEXT,__text) external __ZN8IOThread4freeEv
00007ffb0055fa46 (__TEXT,__text) external __ZN8IOThread4initEv
00007ffb0055fae0 (__TEXT,__text) external __ZN8IOThread6CreateEyPFPvS0_ES0_PPS_
00007ffb0057ff5a (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
00007ffb0055ddd2 (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
00007ffb0055dd94 (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00007ffb0058292f (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00007ffb00580256 (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00007ffb0057ff00 (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
00007ffb0055ddb0 (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
00007ffb0055db7c (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00007ffb0058006c (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00007ffb00580324 (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
00007ffb0055dea4 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00007ffb00582998 (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
00007ffb0055dc46 (__TEXT,__text) external __ZN8OSAction4freeEv
00007ffb005828e9 (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00007ffb0055dcd0 (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00007ffb0058290c (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00007ffb0055db6c (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00007ffb0058019c (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00007ffb0055de58 (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00007ffb00582975 (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00007ffb0057fe8a (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00007ffb0055ddea (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00007ffb00582952 (__TEXT,__text) non-external __ZN8OSAction8WillWaitEPP17OSActionWaitToken.cold.1
00007ffb0057fe94 (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00007ffb0055ecee (__TEXT,__text) external __ZN8OSBundle10mainBundleEv
00007ffb00582a6a (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.1
00007ffb00582a8d (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.2
00007ffb00582ab0 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.3
00007ffb0055ef48 (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
00007ffb0055ee40 (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ffb0055eee8 (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ffb0055eea8 (__TEXT,__text) external __ZN8OSBundle4initEv
00007ffb00565a0c (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ffb00565a22 (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ffb00565b68 (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ffb00580696 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0058082e (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb005809d4 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ffb00580ac0 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ffb0055b5ea (__TEXT,__text) external __ZN8OSObject4freeEv
00007ffb0055b5da (__TEXT,__text) external __ZN8OSObject4initEv
00007ffb0058061c (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ffb00580652 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffb00565952 (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffb0056591e (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffb00565974 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffb00565938 (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffb005621cc (__TEXT,__text) external __ZN8OSString4freeEv
00007ffb00582f85 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ffb00582fa6 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ffb00582fc9 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ffb0055f46a (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffb0055f420 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffb0055f3c0 (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffb0055f460 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffb00579c1e (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffb0057913c (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffb0055e58a (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffb0057b230 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0055e8b0 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffb00577ea2 (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb00579d5c (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffb00577df6 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb00579ffa (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb005785e4 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffb005780b2 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffb005794f0 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb00579274 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb00578ff4 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb00578c8c (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0057ab9a (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb00578dfa (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0057b542 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffb0057b2fa (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0057a19c (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffb0057c05a (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffb005789e6 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffb0055e710 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffb005793b2 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb0057bf9e (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffb0055ea24 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffb0057a5de (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0057ba2a (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0057bbfc (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffb0057b8cc (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0057825c (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffb0057a91a (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb005786f8 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffb00579ae2 (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffb0055e748 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffb0057bc6e (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffb0057bdcc (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffb0055e95c (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffb00582a47 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffb0057b48c (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffb0057b9aa (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffb00578040 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0057b816 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffb0057b65a (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffb0057c31a (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffb0057b6f2 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffb0055e798 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffb0057a750 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb005782d0 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffb0057beda (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffb0057995e (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffb00579ebc (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0057b5ee (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0055ea1c (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffb0057b938 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0055e53a (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffb0057c0f2 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffb0057af7c (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb005781a6 (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffb00577f4e (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffb0057bb88 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0057b0ac (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb00578b1e (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0057ae4c (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0055cc4a (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0055cc92 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffb0057c18e (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffb0057ba9e (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffb0057bce2 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffb0055e482 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffb0057c530 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0055ca76 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffb0055cb4a (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffb0058281b (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffb0057c612 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffb00577fc2 (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffb0055cc1a (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0055cc32 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0057ace2 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0057aa62 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffb0057c44e (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0055cb9c (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0055cbe4 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0057c3d0 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffb0057c2ae (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb005784d4 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0055b61c (__TEXT,__text) external __ZN9IOService4freeEv
00007ffb0055e388 (__TEXT,__text) external __ZN9IOService4initEv
00007ffb00582a01 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffb00582a24 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffb005783c4 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb00579662 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0057885a (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffb0057a470 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb005777ee (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffb0057a31a (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffb0055e5c8 (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffb00579822 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffb005777f8 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffb00565bf2 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffb00575264 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffb0057fe4c (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffb00564452 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffb00564462 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb00564558 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffb00564a3a (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0056481a (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffb0056453c (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffb0056490c (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffb00564a2a (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffb00564472 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffb005644b0 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffb00564918 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffb0055f3a4 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffb0055f3b2 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffb0056553c (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffb00565530 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffb00574372 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffb00558570 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffb00558e80 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffb0055853a (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffb00558e20 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffb00558e14 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffb00558530 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffb00558e1a (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffb00558e74 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffb00574c0e (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffb00573ee4 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffb00576b46 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffb0057cf14 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffb0057ef4e (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffb0057d6c4 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffb00581562 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffb005652dc (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffb00565284 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffb00565298 (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffb005658d0 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffb00565890 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffb0056568c (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffb005656ba (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffb00565580 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffb00565636 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffb00565604 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffb0056564a (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffb00564c24 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffb00564f62 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffb00564f7e (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb00565006 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffb00564c08 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffb00564f56 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffb00564ada (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffb00564b18 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffb00580424 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffb00565a2c (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffb00565a38 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffb00565a5c (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffb00565a80 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffb00565a9e (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffb00565ac0 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffb00565b28 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffb00558e2a (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffb005819aa (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffb005819cd (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffb00558e54 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffb005819f0 (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffb00562334 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffb0056236e (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffb00565988 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffb005656cc (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffb005659ce (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffb005659da (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffb0055ea70 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffb00565be6 (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffb00565bec (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffb40dfac30 (__DATA,__const_weak) external __ZTI10IOReporter
00007ffb40dfadc0 (__DATA,__const_weak) external __ZTI11IOEventLink
00007ffb40023c30 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffb40dfb1c8 (__DATA,__const_weak) external __ZTI11IOWorkGroup
00007ffb40021aa0 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffb40021450 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffb40022b20 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffb40dfad70 (__DATA,__const_weak) external __ZTI12IODMACommand
00007ffb40dfb128 (__DATA,__const_weak) external __ZTI12IOUserClient
00007ffb40024bb8 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffb40021bf8 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffb40021d20 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffb40dfaa50 (__DATA,__const_weak) external __ZTI12OSMappedFile
