00007ffa14961584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa43ec6348 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLAnimation.startTime
00007ffa43ec6370 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.ax
00007ffa43ec6388 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.ay
00007ffa43ec6378 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.bx
00007ffa43ec6390 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.by
00007ffa43ec6380 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.cx
00007ffa43ec6398 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.cy
00007ffa43ec64f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.spline
00007ffa43ec6368 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.time
00007ffa43ec6358 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.value0
00007ffa43ec6360 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.value1
00007ffa43ec63e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.anchorPoint
00007ffa43ec64a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.animations
00007ffa43ec63c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.color
00007ffa43ec6498 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.contents
00007ffa43ec63c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.duration
00007ffa43ec63d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasColor
00007ffa43ec6488 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasOpacity
00007ffa43ec63d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasSublayerTransform
00007ffa43ec63e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasTransform
00007ffa43ec63b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.height
00007ffa43ec64c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.masks
00007ffa43ec6490 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.masksToBounds
00007ffa43ec64a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.name
00007ffa43ec6480 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.opacity
00007ffa43ec6450 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.rX
00007ffa43ec6458 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.rY
00007ffa43ec6460 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.rZ
00007ffa43ec6438 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.scaleX
00007ffa43ec6440 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.scaleY
00007ffa43ec6448 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.scaleZ
00007ffa43ec64b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.states
00007ffa43ec6408 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subRX
00007ffa43ec6410 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subRY
00007ffa43ec6418 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subRZ
00007ffa43ec63f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subScaleX
00007ffa43ec63f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subScaleY
00007ffa43ec6400 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subScaleZ
00007ffa43ec6420 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subTX
00007ffa43ec6428 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subTY
00007ffa43ec6430 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subTZ
00007ffa43ec64b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.sublayers
00007ffa43ec6468 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.tX
00007ffa43ec6470 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.tY
00007ffa43ec6478 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.tZ
00007ffa43ec63b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.width
00007ffa43ec63a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.x
00007ffa43ec63a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.y
00007ffa43ec64c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLTextLayer.textImage
00007ffa43ec64d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLTextLayer.textRenderer
00007ffa43ec2d98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContext._dimensionalMode
00007ffa43ec2d90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContext._meshIsBound
00007ffa43ec2d78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mActiveTextureUnit
00007ffa43ec2d10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mAssetManager
00007ffa43ec2cb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mBaseContext
00007ffa43ec2d88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mBlackImage
00007ffa43ec2cc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mCGLPixelFormat
00007ffa43ec2d68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mCurrentShader
00007ffa43ec2d48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mCurrentVBOWasUpdated
00007ffa43ec2cf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mFieldOfViewFactor
00007ffa43ec2d50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mForceShaderUpdate
00007ffa43ec2cc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mGLContext
00007ffa43ec2d18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mImageManager
00007ffa43ec2d38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mInnerState
00007ffa43ec2d28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mIsFlipped
00007ffa43ec2d20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mIsLocalContext
00007ffa43ec2d58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mLocalAspectRatio
00007ffa43ec2ce8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mMaxTextureSize
00007ffa43ec2d08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mOrientation
00007ffa43ec2d30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mOuterState
00007ffa43ec2cd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mPixelOffset
00007ffa43ec2cd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mPixelSize
00007ffa43ec2cf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mProjectionMatrix
00007ffa43ec2d00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mProjectionMatrixWithOrientationCorrection
00007ffa43ec2d80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mRenderBuffer
00007ffa43ec2d60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mScissorRect
00007ffa43ec2d70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mTextureUnitImages
00007ffa43ec2ce0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mVRAM
00007ffa43ec2d40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mVertexAttributes
00007ffa43ec2c88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._shaderArguments
00007ffa43ec2c80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._shaderID
00007ffa43ec2c98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._temporaryUniforms
00007ffa43ec2c90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._vertexAttributes
00007ffa43ec2c38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.backColor
00007ffa43ec2c58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.blendingIsEnabled
00007ffa43ec2c60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.blendingType
00007ffa43ec2bd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.colorsPointer
00007ffa43ec2c70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.cullFrontfacing
00007ffa43ec2c68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.cullingIsEnabled
00007ffa43ec2c78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.depthTestIsEnabled
00007ffa43ec2c30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.foreColor
00007ffa43ec2c10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.foreColorArrayIsEnabled
00007ffa43ec2c28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.inSpriteCoordinatesArrayIsEnabled
00007ffa43ec2bf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.inSpriteCoordinatesPointer
00007ffa43ec2bb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.modelViewMatrix
00007ffa43ec2bc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.normal
00007ffa43ec2c18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.normalArrayIsEnabled
00007ffa43ec2be0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.normalsPointer
00007ffa43ec2c20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureCoordinatesArrayIsEnabled
00007ffa43ec2be8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureCoordinatesPointer
00007ffa43ec2bb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureMatrix
00007ffa43ec2c48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureNameOnUnit
00007ffa43ec2c40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureTargetOnUnit
00007ffa43ec2c50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureTimestampOnUnit
00007ffa43ec2bc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vbo
00007ffa43ec2c08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexArrayIsEnabled
00007ffa43ec2c00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexFlags
00007ffa43ec2bd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexPointer
00007ffa43ec2bf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexStride
00007ffa43ec2ca0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextVertexAttributes.enabled
00007ffa43ec2ca8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextVertexAttributes.pointer
00007ffa43ec2cb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextVertexAttributes.size
00007ffa43ec2df0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite._usesOwnMatrixForHitTest
00007ffa43ec2e10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mHalfSize
00007ffa43ec2de0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mHitIsActive
00007ffa43ec2e28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mInnerRect
00007ffa43ec2df8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mMeshType
00007ffa43ec2dd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mModelViewProjectionMatrix
00007ffa43ec2de8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mNeedsInSpriteCoordinates
00007ffa43ec2e30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mOuterRect
00007ffa43ec2e08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mPosition
00007ffa43ec2dd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mPreservesImageAspectRatio
00007ffa43ec2e00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mRotation
00007ffa43ec2e18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mSpriteCoordinatesFactor
00007ffa43ec2e20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mSpriteCoordinatesOffset
00007ffa43ec2e40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mHalfSize
00007ffa43ec2e68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mHitIsActive
00007ffa43ec2e50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mInnerRect
00007ffa43ec2e88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mMeshType
00007ffa43ec2e98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mMiddleOffset
00007ffa43ec2e70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mNeedsInSpriteCoordinates
00007ffa43ec2ea8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mNumberOfVertices
00007ffa43ec2ea0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mOuterOffset
00007ffa43ec2e58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mOuterRect
00007ffa43ec2e38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mPosition
00007ffa43ec2eb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mPositionWasUpdated
00007ffa43ec2e60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mPreservesImageAspectRatio
00007ffa43ec2eb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mRectsWereUpdated
00007ffa43ec2e48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mRotation
00007ffa43ec2e78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mSpriteCoordinatesFactor
00007ffa43ec2e80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mSpriteCoordinatesOffset
00007ffa43ec2e90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mVBO
00007ffa43ec2f88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffect._isInInteractiveMode
00007ffa43ec2f80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffect._panoramaPanningAmount
00007ffa43ec2f78 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffect._panoramaPanningEndTime
00007ffa43ec2f70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect._panoramaPanningOffsets
00007ffa43ec2ee0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mAttributes
00007ffa43ec2f48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDefaultMainDuration
00007ffa43ec2f40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDefaultPhaseInDuration
00007ffa43ec2f50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDefaultPhaseOutDuration
00007ffa43ec2ec0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDescription
00007ffa43ec2ed8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mEffectID
00007ffa43ec2ec8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mEffectLayer
00007ffa43ec2ee8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mFlattenedAttributes
00007ffa43ec2f28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mIsAlphaFriendly
00007ffa43ec2f18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mIsNative3D
00007ffa43ec2f20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mIsOpaque
00007ffa43ec2f60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mMainDuration
00007ffa43ec2ef8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mMultiImageSlideRange
00007ffa43ec2f10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mNeedsToUpdateAttributes
00007ffa43ec2f00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mNeedsToUpdateSlides
00007ffa43ec2f08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mNeedsToUpdateTexts
00007ffa43ec2ed0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mOutputImage
00007ffa43ec2f58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPhaseInDuration
00007ffa43ec2f68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPhaseOutDuration
00007ffa43ec2f38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPixelSize
00007ffa43ec2f30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPreloadOperation
00007ffa43ec2ef0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mSeed
00007ffa43ec2f98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectBackgroundImage.mClampingMode
00007ffa43ec2f90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectBackgroundImage.mImageProvider
00007ffa43ec6310 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mDocument
00007ffa43ec6340 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mHeight
00007ffa43ec6320 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mImageProviders
00007ffa43ec6318 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mIsLoaded
00007ffa43ec6330 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mRootLayer
00007ffa43ec6328 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mTextLayers
00007ffa43ec6338 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mWidth
00007ffa43ec5a08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mBaseImagePosition
00007ffa43ec5a18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mBaseTextPosition
00007ffa43ec59f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mFirstDayWeekday
00007ffa43ec5a10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mImageSize
00007ffa43ec59f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mNumberOfDays
00007ffa43ec5a00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mStride
00007ffa43ec5a28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextImage
00007ffa43ec5a38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextRenderer
00007ffa43ec5a20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextSize
00007ffa43ec5a30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextWasUpdatedSinceLastRendering
00007ffa43ec55f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._currentComplexityLevel
00007ffa43ec5628 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._grid
00007ffa43ec5600 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._numberOfStoriesRemoved
00007ffa43ec5630 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousNewSlideRange
00007ffa43ec5610 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousScenarioType
00007ffa43ec5620 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousStartTime
00007ffa43ec5608 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousStartX
00007ffa43ec5618 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousWasCombo
00007ffa43ec55f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._slideStories
00007ffa43ec55e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.duration
00007ffa43ec55e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.relativeStartTime
00007ffa43ec55c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.relativeX
00007ffa43ec55d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.relativeY
00007ffa43ec55d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.type
00007ffa43ec5578 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.birthDuration
00007ffa43ec5570 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.birthStart
00007ffa43ec55b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.birthType
00007ffa43ec5588 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathDuration
00007ffa43ec5590 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathParameter
00007ffa43ec5580 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathStart
00007ffa43ec55c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathType
00007ffa43ec5598 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.slideID
00007ffa43ec55a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.slideIndex
00007ffa43ec55a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.x
00007ffa43ec55b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.y
00007ffa43ec5d10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mBreakInformation
00007ffa43ec5c98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mChapterDates
00007ffa43ec5c88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mChapterDurations
00007ffa43ec5cb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mChapterNumDate
00007ffa43ec5cb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mChapterSprite
00007ffa43ec5d08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mChapters
00007ffa43ec5cf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mDateWindowMask
00007ffa43ec5cc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mDayImages
00007ffa43ec5d38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mGrayImage
00007ffa43ec5ca0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mIndicies
00007ffa43ec5d20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mIsLoaded
00007ffa43ec5d30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mIsRotating
00007ffa43ec5d28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mIsVertical
00007ffa43ec5d00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mJournal
00007ffa43ec5c80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mLengths
00007ffa43ec5cc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mMovieProviders
00007ffa43ec5ce8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mQuoteBox
00007ffa43ec5ce0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mQuoteClose
00007ffa43ec5cd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mQuoteOpen
00007ffa43ec5d18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mSlideInformation
00007ffa43ec5c78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mSprites
00007ffa43ec5c90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mText
00007ffa43ec5cd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mTextBackground
00007ffa43ec5ca8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mWeatherImages
00007ffa43ec5cf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mWeatherWindowMask
00007ffa43ec65a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDotProgress._countOfDots
00007ffa43ec65b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDotProgress._selectedDotIndex
00007ffa43ec5888 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFilmStrip.mSprites
00007ffa43ec54e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectFlipup._currentIterationIndex
00007ffa43ec54c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffectFlipup._textWasUpdatedSinceLastRendering
00007ffa43ec54a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mBreakInformation
00007ffa43ec5490 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectFlipup.mGradientProvider
