00007ffa15352584 (__TEXT,__text) non-external +[Cube initialize]
00007ffa43f84770 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioDucker._parentDuration
00007ffa43f84778 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioDucker._priority
00007ffa43f84768 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioDucker._time
00007ffa43f847a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._avPlayerItem
00007ffa43f847d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._duckInDuration
00007ffa43f84798 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._duckLevel
00007ffa43f847d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._duckOutDuration
00007ffa43f847b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._duration
00007ffa43f847c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._fadeInDuration
00007ffa43f847c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._fadeOutDuration
00007ffa43f847b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._localTimeOffset
00007ffa43f847a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._startTime
00007ffa43f84790 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioItem._volume
00007ffa43f846d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRAudioPlayer._audioItems
00007ffa43f846e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._avPlayer
00007ffa43f84740 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._currentVolume
00007ffa43f84728 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._duckInDuration
00007ffa43f84720 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._duckLevel
00007ffa43f84730 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._duckOutDuration
00007ffa43f846f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._duration
00007ffa43f84710 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._fadeInDuration
00007ffa43f84718 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._fadeOutDuration
00007ffa43f846e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._isMuted
00007ffa43f84700 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._localTime
00007ffa43f846f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._parentDuration
00007ffa43f84738 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._priority
00007ffa43f846d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._shouldBePlaying
00007ffa43f84708 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRAudioPlayer._volume
00007ffa43f85160 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLAnimation.duration
00007ffa43f852f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLAnimation.keyPath
00007ffa43f852f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLAnimation.keyframes
00007ffa43f852e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLAnimation.removedOnCompletion
00007ffa43f85158 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLAnimation.startTime
00007ffa43f85180 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.ax
00007ffa43f85198 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.ay
00007ffa43f85188 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.bx
00007ffa43f851a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.by
00007ffa43f85190 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.cx
00007ffa43f851a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLBezierData.cy
00007ffa43f85300 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.spline
00007ffa43f85178 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.time
00007ffa43f85168 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.value0
00007ffa43f85170 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLKeyframe.value1
00007ffa43f851f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.anchorPoint
00007ffa43f852b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.animations
00007ffa43f851d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.color
00007ffa43f852a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.contents
00007ffa43f851d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.duration
00007ffa43f851e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasColor
00007ffa43f85298 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasOpacity
00007ffa43f851e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasSublayerTransform
00007ffa43f851f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.hasTransform
00007ffa43f851c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.height
00007ffa43f852d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.masks
00007ffa43f852a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.masksToBounds
00007ffa43f852b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.name
00007ffa43f85290 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.opacity
00007ffa43f85260 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.rX
00007ffa43f85268 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.rY
00007ffa43f85270 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.rZ
00007ffa43f85248 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.scaleX
00007ffa43f85250 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.scaleY
00007ffa43f85258 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.scaleZ
00007ffa43f852c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.states
00007ffa43f85218 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subRX
00007ffa43f85220 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subRY
00007ffa43f85228 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subRZ
00007ffa43f85200 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subScaleX
00007ffa43f85208 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subScaleY
00007ffa43f85210 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subScaleZ
00007ffa43f85230 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subTX
00007ffa43f85238 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subTY
00007ffa43f85240 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.subTZ
00007ffa43f852c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.sublayers
00007ffa43f85278 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.tX
00007ffa43f85280 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.tY
00007ffa43f85288 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.tZ
00007ffa43f851c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.width
00007ffa43f851b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.x
00007ffa43f851b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLLayer.y
00007ffa43f852d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLTextLayer.textImage
00007ffa43f852e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCAMLTextLayer.textRenderer
00007ffa43f81ba8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContext._dimensionalMode
00007ffa43f81ba0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContext._meshIsBound
00007ffa43f81b88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mActiveTextureUnit
00007ffa43f81b20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mAssetManager
00007ffa43f81ac8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mBaseContext
00007ffa43f81b98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mBlackImage
00007ffa43f81ad8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mCGLPixelFormat
00007ffa43f81b78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mCurrentShader
00007ffa43f81b58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mCurrentVBOWasUpdated
00007ffa43f81b00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mFieldOfViewFactor
00007ffa43f81b60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mForceShaderUpdate
00007ffa43f81ad0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mGLContext
00007ffa43f81b28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mImageManager
00007ffa43f81b48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mInnerState
00007ffa43f81b38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mIsFlipped
00007ffa43f81b30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mIsLocalContext
00007ffa43f81b68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mLocalAspectRatio
00007ffa43f81af8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mMaxTextureSize
00007ffa43f81b18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mOrientation
00007ffa43f81b40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mOuterState
00007ffa43f81ae0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mPixelOffset
00007ffa43f81ae8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mPixelSize
00007ffa43f81b08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mProjectionMatrix
00007ffa43f81b10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mProjectionMatrixWithOrientationCorrection
00007ffa43f81b90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mRenderBuffer
00007ffa43f81b70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mScissorRect
00007ffa43f81b80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mTextureUnitImages
00007ffa43f81af0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mVRAM
00007ffa43f81b50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContext.mVertexAttributes
00007ffa43f81a98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._shaderArguments
00007ffa43f81a90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._shaderID
00007ffa43f81aa8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._temporaryUniforms
00007ffa43f81aa0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRContextState._vertexAttributes
00007ffa43f81a48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.backColor
00007ffa43f81a68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.blendingIsEnabled
00007ffa43f81a70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.blendingType
00007ffa43f819e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.colorsPointer
00007ffa43f81a80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.cullFrontfacing
00007ffa43f81a78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.cullingIsEnabled
00007ffa43f81a88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.depthTestIsEnabled
00007ffa43f81a40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.foreColor
00007ffa43f81a20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.foreColorArrayIsEnabled
00007ffa43f81a38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.inSpriteCoordinatesArrayIsEnabled
00007ffa43f81a00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.inSpriteCoordinatesPointer
00007ffa43f819c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.modelViewMatrix
00007ffa43f819d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.normal
00007ffa43f81a28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.normalArrayIsEnabled
00007ffa43f819f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.normalsPointer
00007ffa43f81a30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureCoordinatesArrayIsEnabled
00007ffa43f819f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureCoordinatesPointer
00007ffa43f819c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureMatrix
00007ffa43f81a58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureNameOnUnit
00007ffa43f81a50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureTargetOnUnit
00007ffa43f81a60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.textureTimestampOnUnit
00007ffa43f819d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vbo
00007ffa43f81a18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexArrayIsEnabled
00007ffa43f81a10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexFlags
00007ffa43f819e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexPointer
00007ffa43f81a08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextState.vertexStride
00007ffa43f81ab0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextVertexAttributes.enabled
00007ffa43f81ab8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextVertexAttributes.pointer
00007ffa43f81ac0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRContextVertexAttributes.size
00007ffa43f81c00 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite._usesOwnMatrixForHitTest
00007ffa43f81c20 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mHalfSize
00007ffa43f81bf0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mHitIsActive
00007ffa43f81c38 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mInnerRect
00007ffa43f81c08 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mMeshType
00007ffa43f81be0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mModelViewProjectionMatrix
00007ffa43f81bf8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mNeedsInSpriteCoordinates
00007ffa43f81c40 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mOuterRect
00007ffa43f81c18 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mPosition
00007ffa43f81be8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mPreservesImageAspectRatio
00007ffa43f81c10 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mRotation
00007ffa43f81c28 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mSpriteCoordinatesFactor
00007ffa43f81c30 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRCroppingSprite.mSpriteCoordinatesOffset
00007ffa43f81c50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mHalfSize
00007ffa43f81c78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mHitIsActive
00007ffa43f81c60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mInnerRect
00007ffa43f81c98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mMeshType
00007ffa43f81ca8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mMiddleOffset
00007ffa43f81c80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mNeedsInSpriteCoordinates
00007ffa43f81cb8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mNumberOfVertices
00007ffa43f81cb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mOuterOffset
00007ffa43f81c68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mOuterRect
00007ffa43f81c48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mPosition
00007ffa43f81cc0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mPositionWasUpdated
00007ffa43f81c70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mPreservesImageAspectRatio
00007ffa43f81cc8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mRectsWereUpdated
00007ffa43f81c58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mRotation
00007ffa43f81c88 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mSpriteCoordinatesFactor
00007ffa43f81c90 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mSpriteCoordinatesOffset
00007ffa43f81ca0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRCroppingSpriteVBO.mVBO
00007ffa43f81d98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffect._isInInteractiveMode
00007ffa43f81d90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffect._panoramaPanningAmount
00007ffa43f81d88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MREffect._panoramaPanningEndTime
00007ffa43f81d80 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect._panoramaPanningOffsets
00007ffa43f81cf0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mAttributes
00007ffa43f81d58 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDefaultMainDuration
00007ffa43f81d50 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDefaultPhaseInDuration
00007ffa43f81d60 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDefaultPhaseOutDuration
00007ffa43f81cd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mDescription
00007ffa43f81ce8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mEffectID
00007ffa43f81cd8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mEffectLayer
00007ffa43f81cf8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mFlattenedAttributes
00007ffa43f81d38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mIsAlphaFriendly
00007ffa43f81d28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mIsNative3D
00007ffa43f81d30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mIsOpaque
00007ffa43f81d70 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mMainDuration
00007ffa43f81d08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mMultiImageSlideRange
00007ffa43f81d20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mNeedsToUpdateAttributes
00007ffa43f81d10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mNeedsToUpdateSlides
00007ffa43f81d18 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mNeedsToUpdateTexts
00007ffa43f81ce0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mOutputImage
00007ffa43f81d68 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPhaseInDuration
00007ffa43f81d78 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPhaseOutDuration
00007ffa43f81d48 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPixelSize
00007ffa43f81d40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mPreloadOperation
00007ffa43f81d00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffect.mSeed
00007ffa43f81da8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectBackgroundImage.mClampingMode
00007ffa43f81da0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectBackgroundImage.mImageProvider
00007ffa43f85120 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mDocument
00007ffa43f85150 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mHeight
00007ffa43f85130 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mImageProviders
00007ffa43f85128 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mIsLoaded
00007ffa43f85140 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mRootLayer
00007ffa43f85138 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mTextLayers
00007ffa43f85148 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCAML.mWidth
00007ffa43f84818 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mBaseImagePosition
00007ffa43f84828 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mBaseTextPosition
00007ffa43f84800 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mFirstDayWeekday
00007ffa43f84820 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mImageSize
00007ffa43f84808 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mNumberOfDays
00007ffa43f84810 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mStride
00007ffa43f84838 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextImage
00007ffa43f84848 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextRenderer
00007ffa43f84830 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextSize
00007ffa43f84840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCalendar.mTextWasUpdatedSinceLastRendering
00007ffa43f84408 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._currentComplexityLevel
00007ffa43f84438 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._grid
00007ffa43f84410 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._numberOfStoriesRemoved
00007ffa43f84440 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousNewSlideRange
00007ffa43f84420 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousScenarioType
00007ffa43f84430 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousStartTime
00007ffa43f84418 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousStartX
00007ffa43f84428 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._previousWasCombo
00007ffa43f84400 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascade._slideStories
00007ffa43f843f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.duration
00007ffa43f843f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.relativeStartTime
00007ffa43f843d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.relativeX
00007ffa43f843e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.relativeY
00007ffa43f843e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeEvent.type
00007ffa43f84388 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.birthDuration
00007ffa43f84380 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.birthStart
00007ffa43f843c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.birthType
00007ffa43f84398 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathDuration
00007ffa43f843a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathParameter
00007ffa43f84390 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathStart
00007ffa43f843d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.deathType
00007ffa43f843a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.slideID
00007ffa43f843b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.slideIndex
00007ffa43f843b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.x
00007ffa43f843c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectCoverCascadeSlideStory.y
00007ffa43f84b20 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mBreakInformation
00007ffa43f84aa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MREffectDateline.mChapterDates
