000000021fe61d80 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000021fe5bea4 (__TEXT,__text) non-external _computePatchesWorkerProc
000000021fe297d8 (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000021fe29714 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000021fe6a8a8 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000021fe312cc (__TEXT,__text) non-external _convertStreamAbort
000000021fe31584 (__TEXT,__text) non-external _convertStreamBeginBlob
000000021fe301e0 (__TEXT,__text) non-external _convertStreamClose
000000021fe317c8 (__TEXT,__text) non-external _convertStreamEndBlob
000000021fe314ec (__TEXT,__text) non-external _convertStreamEndEntry
000000021fe31424 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000021fe30e94 (__TEXT,__text) non-external _convertStreamWriteBlob
000000021fe3027c (__TEXT,__text) non-external _convertStreamWriteHeader
000000021fe39148 (__TEXT,__text) non-external _convert_block_controls
000000021fe38fa4 (__TEXT,__text) non-external _convert_internal_controls
000000021fe29edc (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000021fe2a2e4 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000021fe10bdc (__TEXT,__text) non-external _copyStream
000000021fe49234 (__TEXT,__text) non-external _create
000000021fe2ffc0 (__TEXT,__text) non-external _createErrorContextKey
000000021fe2f9e4 (__TEXT,__text) non-external (was a private external) _createThread
000000021fe162f4 (__TEXT,__text) non-external _currentWriteBufferFull
000000021fe5fdc4 (__TEXT,__text) non-external _decodeStreamAbort
000000021fe5fde0 (__TEXT,__text) non-external _decodeStreamClose
000000021fe5eec4 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
000000021fe5f248 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000021fe5f0cc (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000021fe5fbb8 (__TEXT,__text) non-external _decodeStreamReadBlob
000000021fe5efa8 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000021fe5f6a8 (__TEXT,__text) non-external _decodeStreamReadHeader
000000021fe5ee08 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000021fe625f8 (__TEXT,__text) non-external _decompressToData
000000021fdf85c8 (__TEXT,__text) non-external _decryptAsyncCancel
000000021fdf803c (__TEXT,__text) non-external _decryptAsyncClose
000000021fdf821c (__TEXT,__text) non-external _decryptAsyncGetRange
000000021fdf85dc (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000021fdf8374 (__TEXT,__text) non-external _decryptAsyncProcess
000000021fe33198 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000021fe33014 (__TEXT,__text) non-external _decryptToFileAsyncClose
000000021fe331a0 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000021fe331a8 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000021fe148fc (__TEXT,__text) non-external _ecc65537Inv
000000021fe144e8 (__TEXT,__text) non-external _ecc65537PolyEval
000000021fe14774 (__TEXT,__text) non-external _ecc65537Solve
000000021fe14564 (__TEXT,__text) non-external _ecc65537Triangulate
000000021fe5c81c (__TEXT,__text) non-external _encodeEntry
000000021fe5c9a0 (__TEXT,__text) non-external _encodeYOPEntry
000000021fe5da28 (__TEXT,__text) non-external _encoderStreamAbort
000000021fe5d860 (__TEXT,__text) non-external _encoderStreamClose
000000021fe5dbdc (__TEXT,__text) non-external _encoderStreamWriteBlob
000000021fe5da44 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000021fe2f380 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000021fe5be74 (__TEXT,__text) non-external _entryIndexCmpHLC
000000021fe3f9a4 (__TEXT,__text) non-external _entryMessage
000000021fe4ea7c (__TEXT,__text) non-external _entryRelease
000000021fe5be58 (__TEXT,__text) non-external _entryVectorCmp
000000021fe2b2b8 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000021fe2b420 (__TEXT,__text) non-external _enumerateTree_rec
000000021fe49eb8 (__TEXT,__text) non-external _expandDirThreadProc
000000021fe4ea5c (__TEXT,__text) non-external _extractStreamAbort
000000021fe4cbf8 (__TEXT,__text) non-external _extractStreamClose
000000021fe4f5ac (__TEXT,__text) non-external _extractStreamEntryEnd
000000021fe4f688 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000021fe4f1f0 (__TEXT,__text) non-external _extractStreamStateFail
000000021fe4e368 (__TEXT,__text) non-external _extractStreamWriteBlob
000000021fe4d89c (__TEXT,__text) non-external _extractStreamWriteHeader
000000021fe40290 (__TEXT,__text) non-external _extractThread
000000021fe4ebf8 (__TEXT,__text) non-external _extractThreadFailEntry
000000021fe4bdf4 (__TEXT,__text) non-external _extractThreadProc
000000021fe4f2d0 (__TEXT,__text) non-external _extractThreadSendCommand
000000021fe3fde0 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000021fe3fc10 (__TEXT,__text) non-external _extractToDirAsyncClose
000000021fe3fde4 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000021fe3fe78 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000021fe0e830 (__TEXT,__text) non-external _findFirst
000000021fe39284 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000021fe0f82c (__TEXT,__text) non-external _flushBuf
000000021fe5de88 (__TEXT,__text) non-external _flushOBuf
000000021fe645b4 (__TEXT,__text) non-external _flushOBuf
000000021fe249f4 (__TEXT,__text) non-external _flushToResourceFork
000000021fe5dff0 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
000000021fe5e560 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000021fe0fbd8 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000002316ccd10 (__DATA,__bss) non-external _gErrorContextKey
000000021fe3be1c (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000021fe2afb0 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000021fe5ebe0 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000021fe14ab4 (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000021fe29418 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000021fe2ff58 (__TEXT,__text) non-external _getErrorContextKey
00000002316ccd00 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000021fe37600 (__TEXT,__text) non-external _getFieldBlob
000000021fe2a79c (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000021fe2a710 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000021fe2ad84 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000021fe50cf0 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000021fe2af20 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000021fe2a680 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000021fe2b050 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000021fe2b060 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000021fe2b10c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000021fe2acac (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000021fe6c584 (__TEXT,__text) non-external _getFreeCachePos
000000021fe00d14 (__TEXT,__text) non-external _getHeader
000000021fe4add0 (__TEXT,__text) non-external _getPath
000000021fe1f198 (__TEXT,__text) non-external _getProfile
000000021fe293d0 (__TEXT,__text) non-external (was a private external) _getRealTime
000000021fe29b58 (__TEXT,__text) non-external (was a private external) _getTempDir
000000021fe40720 (__TEXT,__text) non-external _getTempSegmentFilename
000000021fe2b8b8 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000021fe6a724 (__TEXT,__text) non-external _graisAbort
000000021fe68d0c (__TEXT,__text) non-external _graisClose
000000021fe6a33c (__TEXT,__text) non-external _graisPRead
000000021fe6a320 (__TEXT,__text) non-external _graisRead
000000021fe6a6d8 (__TEXT,__text) non-external _graisSeek
000000021fe49e00 (__TEXT,__text) non-external _increaseCapacity
000000021fe1e0bc (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000021fe5e554 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000021fe4fde0 (__TEXT,__text) non-external _init_blob_with_magic
000000021fe29c04 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000021fe5574c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000021fe2fd44 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000021fe2f4a8 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000021fe5f188 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000021fe3ade4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000021fe54578 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000021fe647ac (__TEXT,__text) non-external _loadChunkOffsets
000000021fe61ef8 (__TEXT,__text) non-external _loadDecmpfsXattr
000000021fe40304 (__TEXT,__text) non-external _loadRemainingRange
000000021fe40540 (__TEXT,__text) non-external _loadTempSegment
000000021fe3ff20 (__TEXT,__text) non-external _loadThread
000000021fe27928 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000021fe29544 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000021fe1c188 (__TEXT,__text) non-external _memoryInputStreamCancel
000000021fe1c16c (__TEXT,__text) non-external _memoryInputStreamClose
000000021fe1c1bc (__TEXT,__text) non-external _memoryInputStreamPRead
000000021fe1c19c (__TEXT,__text) non-external _memoryInputStreamRead
000000021fe1c23c (__TEXT,__text) non-external _memoryInputStreamSeek
000000021fe1c3c8 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000021fe1c3ac (__TEXT,__text) non-external _memoryOutputStreamClose
000000021fe1c3dc (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000021fe5eba8 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000021fe5e79c (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000021fe6ce80 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000021fe4a700 (__TEXT,__text) non-external _normalize
000000021fe29604 (__TEXT,__text) non-external (was a private external) _normalizePath
000000021fe407c8 (__TEXT,__text) non-external _notifySegmentAvailable
000000021fe7fca0 (__TEXT,__const) non-external _old_resource_fork_map
000000021fe80250 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000021fdffecc (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000021fe29a70 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000021fe00c68 (__TEXT,__text) non-external _pcRead
000000021fe00130 (__TEXT,__text) non-external _pcWrite
000000021fdf72d8 (__TEXT,__text) non-external (was a private external) _pc_array_append
000000021fdf7264 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000021fdf7254 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000021fe396b8 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000021fe6d3e4 (__TEXT,__text) non-external _pc_log_error.cold.1
000000021fe397cc (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
000000021fe35b5c (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
000000021fdf8afc (__TEXT,__text) non-external _processClusterHeader
000000021fe17518 (__TEXT,__text) non-external _processEntry
000000021fe2e0a0 (__TEXT,__text) non-external _processEntry
000000021fdf85e8 (__TEXT,__text) non-external _processMagic
000000021fdf9288 (__TEXT,__text) non-external _processPadding
000000021fdf8724 (__TEXT,__text) non-external _processPrologue
000000021fdf95b4 (__TEXT,__text) non-external _processSegment
000000021fe32e10 (__TEXT,__text) non-external _processSegment
000000021fe3f6dc (__TEXT,__text) non-external _processSegment
000000021fe11a68 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000021fe5e6a0 (__TEXT,__text) non-external (was a private external) _pushControls
000000021fe5e610 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000021fdf9714 (__TEXT,__text) non-external _pushPaddingRange
000000021fdf7f14 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000021fe1f978 (__TEXT,__text) non-external _quicksort64
000000021fe1343c (__TEXT,__text) non-external _randomAccessWorkerProc
000000021fe28e0c (__TEXT,__text) non-external _rangeCmp
000000021fe242f0 (__TEXT,__text) non-external _rangeInputStreamCancel
000000021fe242bc (__TEXT,__text) non-external _rangeInputStreamClose
000000021fe24314 (__TEXT,__text) non-external _rangeInputStreamRead
000000021fe01c9c (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000021fe6ab3c (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000021fe29370 (__TEXT,__text) non-external (was a private external) _reallocToFit
000000021fe4ff88 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000021fe2b794 (__TEXT,__text) non-external _removeEntryProc
000000021fe2b394 (__TEXT,__text) non-external (was a private external) _removeFile
000000021fe2b848 (__TEXT,__text) non-external _removeLeaveDirProc
000000021fe174b4 (__TEXT,__text) non-external _removeStreamAbort
000000021fe16d88 (__TEXT,__text) non-external _removeStreamClose
000000021fe174a0 (__TEXT,__text) non-external _removeStreamWriteBlob
000000021fe17070 (__TEXT,__text) non-external _removeStreamWriteHeader
000000021fe2b748 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000021fe5e590 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000021fe62d88 (__TEXT,__text) non-external _resizeResourceFork
000000021fe33b5c (__TEXT,__text) non-external _resizeStream
000000021fe620c0 (__TEXT,__text) non-external _resourceForkSize
000000021fe40aec (__TEXT,__text) non-external _retireEntryRange
000000021fe4f060 (__TEXT,__text) non-external _retireThreadEnqueue
000000021fe4b8c0 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000021fe38ed8 (__TEXT,__text) non-external _sanitize_internal_controls
000000021fe20c14 (__TEXT,__text) non-external _seekTo
000000021fe16268 (__TEXT,__text) non-external _sendEOF
000000021fe312e8 (__TEXT,__text) non-external _sendHeader
000000021fe06ec4 (__TEXT,__text) non-external _sendMessage
000000021fe6a748 (__TEXT,__text) non-external _sendMessage
000000021fe132d0 (__TEXT,__text) non-external _sequentialReaderProc
000000021fe1336c (__TEXT,__text) non-external _sequentialWriterProc
000000021fe764f1 (__TEXT,__cstring) non-external _serializeHexString.digit
000000021fe37b48 (__TEXT,__text) non-external _setFieldBlob
000000021fe2a824 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000021fe2ae54 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000021fe2f434 (__TEXT,__text) non-external _setThreadErrorContext
000000021fe64070 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000021fe32900 (__TEXT,__text) non-external _setupContext
000000021fe3ea28 (__TEXT,__text) non-external _setupContext
000000021fe29498 (__TEXT,__text) non-external (was a private external) _sha1ToString
000000021fe294d8 (__TEXT,__text) non-external (was a private external) _sha1cmp
000000021fe0b1cc (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000021fdf97bc (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000021fe2a78c (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000021fe2b8b0 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000021fe47fb0 (__TEXT,__text) non-external _stateAppendEntry
000000021fe5b01c (__TEXT,__text) non-external _stateCollectorStreamClose
000000021fe5b9f8 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000021fe5b038 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000021fe58e90 (__TEXT,__text) non-external _stateComputePatches
000000021fe47900 (__TEXT,__text) non-external _stateConcatPath
000000021fe453f4 (__TEXT,__text) non-external _stateDestroy
000000021fe5aef0 (__TEXT,__text) non-external _stateDestroy
000000021fe591c8 (__TEXT,__text) non-external _stateGenerateArchive
000000021fe47920 (__TEXT,__text) non-external _stateGetEntryData
000000021fe5c494 (__TEXT,__text) non-external _stateLoadEntryHeader
000000021fe47b10 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000021fe28e60 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000021fe6cbb0 (__TEXT,__text) non-external _storeCachePos
000000021fe64134 (__TEXT,__text) non-external _storeChunkOffsets
000000021fe29d8c (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000021fe26f64 (__TEXT,__text) non-external _streamAbort
000000021fe3a2b8 (__TEXT,__text) non-external _streamAbort
000000021fe26e10 (__TEXT,__text) non-external _streamClose
000000021fe39f68 (__TEXT,__text) non-external _streamClose
000000021fe09954 (__TEXT,__text) non-external _streamConsumerProc
000000021fe3aa6c (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000021fe26f88 (__TEXT,__text) non-external _streamPRead
000000021fe3a2dc (__TEXT,__text) non-external _streamPWrite
000000021fe27ea0 (__TEXT,__text) non-external _streamProc
000000021fe69b48 (__TEXT,__text) non-external _streamProc
000000021fe27388 (__TEXT,__text) non-external _streamRead
000000021fe273a8 (__TEXT,__text) non-external _streamSeek
000000021fe09a38 (__TEXT,__text) non-external _streamThreadProc
000000021fe098a4 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000021fe1cbf4 (__TEXT,__text) non-external _stringTableIndexCompareProc
000000021fe1c720 (__TEXT,__text) non-external _stringTableReserve
000000021fe616bc (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
000000021fe5c6e8 (__TEXT,__text) non-external _subArchiveCreate
000000021fe5cc8c (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000021fe557c8 (__TEXT,__text) non-external _tarParseInt
000000021fe334d0 (__TEXT,__text) non-external _tempStreamCancel
000000021fe33438 (__TEXT,__text) non-external _tempStreamClose
000000021fe33514 (__TEXT,__text) non-external _tempStreamPRead
000000021fe3376c (__TEXT,__text) non-external _tempStreamPWrite
000000021fe334e4 (__TEXT,__text) non-external _tempStreamRead
000000021fe336dc (__TEXT,__text) non-external _tempStreamSeek
000000021fe339d8 (__TEXT,__text) non-external _tempStreamTruncate
000000021fe3373c (__TEXT,__text) non-external _tempStreamWrite
000000021fe23638 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000021fe23354 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000021fe67280 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000021fe2fd00 (__TEXT,__text) non-external _threadWrapperProc
000000021fe0df58 (__TEXT,__text) non-external _treeAdd
000000021fe0d814 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000021fe0db70 (__TEXT,__text) non-external _treeRebalance
000000021fe0eaac (__TEXT,__text) non-external _treeRotateLeft
000000021fe0e940 (__TEXT,__text) non-external _treeRotateRight
000000021fe0de14 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000021fe404dc (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000021fe2a080 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000021fe2ca34 (__TEXT,__text) non-external _updateFromHeader
000000021fe2f94c (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000021fe2f98c (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000021fe51924 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000021fe06e0c (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000021fe06264 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000021fe06b9c (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000021fe065b4 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000021fe32b8c (__TEXT,__text) non-external _verifySegment
000000021fe3f44c (__TEXT,__text) non-external _verifySegment
000000021fe6a8e4 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000021fe47c0c (__TEXT,__text) non-external _workerApplyAttr
000000021fe06e20 (__TEXT,__text) non-external _workerDataFree
000000021fe47ea0 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000021fe47d90 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000021fe174c8 (__TEXT,__text) non-external _workerDestroy
000000021fe47890 (__TEXT,__text) non-external _workerDestroy
000000021fdf7770 (__TEXT,__text) non-external _workerProc
000000021fe05d6c (__TEXT,__text) non-external _workerProc
000000021fe16c8c (__TEXT,__text) non-external _workerProc
000000021fe291ec (__TEXT,__text) non-external _workerProc
000000021fe454a8 (__TEXT,__text) non-external _workerProc
000000021fe699e4 (__TEXT,__text) non-external _workerProc
000000021fe47cdc (__TEXT,__text) non-external _workerReserve
000000021fe479c8 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000021fe2db74 (__TEXT,__text) non-external _writeBlobProc
000000021fe2d5e4 (__TEXT,__text) non-external _writeHeaderProc
000000021fe5df2c (__TEXT,__text) non-external _writeOBuf
