00007ff840059460 (__DATA,__data) external _NDR_record
00007ff80039dc5c (__TEXT,__text) external _mk_timer_create
00007ff80039dc68 (__TEXT,__text) external _mk_timer_destroy
00007ff8003a01cc (__TEXT,__text) external _mkdir
00007ff8003a01e4 (__TEXT,__text) external _mkdirat
00007ff8003a01fc (__TEXT,__text) external _mkfifo
00007ff8003a0214 (__TEXT,__text) external _mkfifoat
00007ff8003a022c (__TEXT,__text) external _mknod
00007ff8003a0244 (__TEXT,__text) external _mknodat
00007ff8003a025c (__TEXT,__text) external _mlock
00007ff8003a0274 (__TEXT,__text) external _mlockall
00007ff8003ab28d (__TEXT,__text) external _mmap
00007ff8003a028c (__TEXT,__text) external _mount
00007ff80039eafc (__TEXT,__text) external _mprotect
00007ff8003a02a4 (__TEXT,__text) external _mremap_encrypted
00007ff8003a3b64 (__TEXT,__text) external _msg_receive
00007ff8003a3b58 (__TEXT,__text) external _msg_rpc
00007ff8003a3b5e (__TEXT,__text) external _msg_send
00007ff80039eb14 (__TEXT,__text) external _msgctl
00007ff8003a02bc (__TEXT,__text) external _msgget
00007ff8003a02d4 (__TEXT,__text) external _msgrcv
00007ff80039eb2c (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff8003a02ec (__TEXT,__text) external _msgsnd
00007ff80039eb44 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff80039eb5c (__TEXT,__text) external _msgsys
00007ff80039eb74 (__TEXT,__text) external _msync
00007ff80039eb8c (__TEXT,__text) external _msync$NOCANCEL
00007ff8003a0304 (__TEXT,__text) external _munlock
00007ff8003a031c (__TEXT,__text) external _munlockall
00007ff8003af2de (__TEXT,__text) external _munmap
00007ff8003a0334 (__TEXT,__text) external _necp_client_action
00007ff8003a034c (__TEXT,__text) external _necp_match_policy
00007ff8003a0364 (__TEXT,__text) external _necp_open
00007ff8003a037c (__TEXT,__text) external _necp_session_action
00007ff8003a0394 (__TEXT,__text) external _necp_session_open
00007ff8003a03ac (__TEXT,__text) external _net_qos_guideline
00007ff8003a03c4 (__TEXT,__text) external _netagent_trigger
00007ff8003ba7e4 (__TEXT,__text) external _netname_check_in
00007ff8003baba1 (__TEXT,__text) external _netname_check_out
00007ff8003ba96e (__TEXT,__text) external _netname_look_up
00007ff8003bad1b (__TEXT,__text) external _netname_version
00007ff8003a57c4 (__TEXT,__text) external _nfsclnt
00007ff8003a03dc (__TEXT,__text) external _nfssvc
00007ff840059450 (__DATA,__data) external _non_boost_assertion_token
00007ff840059448 (__DATA,__data) external _normal_boost_assertion_token
00007ff8003a03f4 (__TEXT,__text) external _ntp_adjtime
00007ff8003a040c (__TEXT,__text) external _ntp_gettime
00007ff8003a0424 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff8003ac9ce (__TEXT,__text) external _open
00007ff8003a582c (__TEXT,__text) external _open$NOCANCEL
00007ff8003ad5f1 (__TEXT,__text) external _open_dprotected_np
00007ff8003aca86 (__TEXT,__text) external _openat
00007ff8003a58e4 (__TEXT,__text) external _openat$NOCANCEL
00007ff8003ad796 (__TEXT,__text) external _openat_authenticated_np
00007ff8003ad6c3 (__TEXT,__text) external _openat_dprotected_np
00007ff8003a043c (__TEXT,__text) external _openbyid_np
00007ff8003a2246 (__TEXT,__text) external _os_buflet_get_data_address
00007ff8003a2229 (__TEXT,__text) external _os_buflet_get_data_length
00007ff8003a224b (__TEXT,__text) external _os_buflet_get_data_limit
00007ff8003a2224 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff8003a2255 (__TEXT,__text) external _os_buflet_get_gro_len
00007ff8003a225a (__TEXT,__text) external _os_buflet_get_next_buf
00007ff8003a223c (__TEXT,__text) external _os_buflet_get_object_address
00007ff8003a2241 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff8003a2250 (__TEXT,__text) external _os_buflet_get_object_offset
00007ff8003a2235 (__TEXT,__text) external _os_buflet_set_data_length
00007ff8003a222e (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8003a90c4 (__TEXT,__text) external _os_channel_advance_slot
00007ff8003a9883 (__TEXT,__text) external _os_channel_attr_clone
00007ff8003a983e (__TEXT,__text) external _os_channel_attr_create
00007ff8003a9a40 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8003a9bb8 (__TEXT,__text) external _os_channel_attr_get
00007ff8003a9d44 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8003a9a8e (__TEXT,__text) external _os_channel_attr_set
00007ff8003a9949 (__TEXT,__text) external _os_channel_attr_set_key
00007ff8003a908c (__TEXT,__text) external _os_channel_available_slot_count
00007ff8003aaf23 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8003aa96b (__TEXT,__text) external _os_channel_buflet_free
00007ff8003aaefe (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8003a8df5 (__TEXT,__text) external _os_channel_create
00007ff8003a83eb (__TEXT,__text) external _os_channel_create_extended
00007ff8003a8f31 (__TEXT,__text) external _os_channel_destroy
00007ff8003aae7d (__TEXT,__text) external _os_channel_event_free
00007ff8003ae2ac (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8003ae202 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8003a9707 (__TEXT,__text) external _os_channel_flow_admissible
00007ff8003a96f0 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8003a8e04 (__TEXT,__text) external _os_channel_get_fd
00007ff8003aae82 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8003aaabb (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8003a9115 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8003a968f (__TEXT,__text) external _os_channel_get_stats_region
00007ff8003a8ba7 (__TEXT,__text) non-external _os_channel_info2attr
00007ff8003a8cfa (__TEXT,__text) non-external _os_channel_init_ring
00007ff8003a8f8f (__TEXT,__text) external _os_channel_is_defunct
00007ff8003a9da2 (__TEXT,__text) external _os_channel_packet_alloc
00007ff8003aa13a (__TEXT,__text) external _os_channel_packet_free
00007ff8003aa4ee (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8003a906b (__TEXT,__text) external _os_channel_pending
00007ff8003a8e07 (__TEXT,__text) external _os_channel_read_attr
00007ff8003a8eee (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8003a8f9c (__TEXT,__text) external _os_channel_ring_id
00007ff8003a9083 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8003a907a (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8003a9023 (__TEXT,__text) external _os_channel_rx_ring
00007ff8003a9495 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8003aa286 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8003aa3ab (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8003a9581 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8003a8f10 (__TEXT,__text) external _os_channel_sync
00007ff8003a8fec (__TEXT,__text) external _os_channel_tx_ring
00007ff8003a8e45 (__TEXT,__text) external _os_channel_write_attr
00007ff8003a21f7 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff80039dcb0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8003ad237 (__TEXT,__text) external _os_cpu_in_cksum
00007ff8003ad32c (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff8003a0454 (__TEXT,__text) external _os_fault_with_payload
00007ff8003a21f2 (__TEXT,__text) external _os_inet_checksum
00007ff8003abb6a (__TEXT,__text) external _os_nexus_attr_clone
00007ff8003abb25 (__TEXT,__text) external _os_nexus_attr_create
00007ff8003abe04 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8003abce4 (__TEXT,__text) external _os_nexus_attr_get
00007ff8003abbc6 (__TEXT,__text) external _os_nexus_attr_set
00007ff8003ac3d3 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8003ac13e (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8003ac15f (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8003abe17 (__TEXT,__text) external _os_nexus_controller_create
00007ff8003ac132 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8003ac69a (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8003ac153 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8003abeab (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8003ac558 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8003ac261 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8003abeae (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8003ac4ea (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8003ac206 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff8003a20fa (__TEXT,__text) external _os_packet_add_buflet
00007ff8003a17f8 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff8003a21a6 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff8003a1f48 (__TEXT,__text) external _os_packet_finalize
00007ff8003a21c5 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff8003a1e88 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff8003a160a (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff8003a1e80 (__TEXT,__text) external _os_packet_get_data_length
00007ff8003a18d9 (__TEXT,__text) external _os_packet_get_expire_time
00007ff8003a1979 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff8003a177e (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff8003a18a5 (__TEXT,__text) external _os_packet_get_group_end
00007ff8003a183a (__TEXT,__text) external _os_packet_get_group_start
00007ff8003a11bf (__TEXT,__text) external _os_packet_get_headroom
00007ff8003a1735 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff8003a1dae (__TEXT,__text) external _os_packet_get_keep_alive
00007ff8003a1287 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff8003a1346 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff8003a122b (__TEXT,__text) external _os_packet_get_link_header_length
00007ff8003a12e6 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff8003a1eb4 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff8003a1b85 (__TEXT,__text) external _os_packet_get_packetid
00007ff8003a1f1b (__TEXT,__text) external _os_packet_get_segment_count
00007ff8003a155e (__TEXT,__text) external _os_packet_get_service_class
00007ff8003a1a20 (__TEXT,__text) external _os_packet_get_token
00007ff8003a22d7 (__TEXT,__text) external _os_packet_get_trace_id
00007ff8003a1672 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff8003a1477 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff8003a13ab (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff8003a1411 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff8003a1e03 (__TEXT,__text) external _os_packet_get_truncated
00007ff8003a1d2a (__TEXT,__text) external _os_packet_get_vlan_id
00007ff8003a1d32 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff8003a1cd2 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff8003a1d9f (__TEXT,__text) external _os_packet_get_wake_flag
00007ff8003a2189 (__TEXT,__text) external _os_packet_increment_use_count
00007ff8003a1d38 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff8003a15dc (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff8003a1926 (__TEXT,__text) external _os_packet_set_expire_time
00007ff8003a19c5 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff8003a17bb (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff8003a186e (__TEXT,__text) external _os_packet_set_group_end
00007ff8003a1803 (__TEXT,__text) external _os_packet_set_group_start
00007ff8003a1180 (__TEXT,__text) external _os_packet_set_headroom
00007ff8003a16f9 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff8003a1dbd (__TEXT,__text) external _os_packet_set_keep_alive
00007ff8003a1e37 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff8003a1258 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff8003a1317 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff8003a11ec (__TEXT,__text) external _os_packet_set_link_header_length
00007ff8003a12b7 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff8003a1c0b (__TEXT,__text) external _os_packet_set_packetid
00007ff8003a2371 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff8003a14dd (__TEXT,__text) external _os_packet_set_service_class
00007ff8003a1ac2 (__TEXT,__text) external _os_packet_set_token
00007ff8003a22eb (__TEXT,__text) external _os_packet_set_trace_id
00007ff8003a164f (__TEXT,__text) external _os_packet_set_traffic_class
00007ff8003a14aa (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff8003a1444 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff8003a1378 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff8003a13de (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff8003a23a0 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff8003a1c80 (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff8003a2317 (__TEXT,__text) external _os_packet_trace_event
00007ff8003a4293 (__TEXT,__text) external _os_proc_available_memory
00007ff8003a3a83 (__TEXT,__text) external _panic
00007ff8003a3a7c (__TEXT,__text) external _panic_init
00007ff8003a046c (__TEXT,__text) external _pathconf
00007ff8003a0484 (__TEXT,__text) external _peeloff
00007ff80039db84 (__TEXT,__text) external _pid_for_task
00007ff8003a049c (__TEXT,__text) external _pid_hibernate
00007ff8003a04b4 (__TEXT,__text) external _pid_resume
00007ff8003ab177 (__TEXT,__text) external _pid_shutdown_networking
00007ff8003a04cc (__TEXT,__text) external _pid_shutdown_sockets
00007ff8003a04e4 (__TEXT,__text) external _pid_suspend
00007ff80039ed24 (__TEXT,__text) external _pipe
00007ff8003a04fc (__TEXT,__text) external _pivot_root
00007ff8003a114c (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff8003a1166 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8003a0514 (__TEXT,__text) external _poll
00007ff80039ed40 (__TEXT,__text) external _poll$NOCANCEL
00007ff8003a10a1 (__TEXT,__text) non-external _port_for_id_internal
00007ff8003a3ad4 (__TEXT,__text) external _port_obj_init
00007ff8400594e8 (__DATA,__common) external _port_obj_table
00007ff840059438 (__DATA,__data) external _port_obj_table_size
00007ff8003a0154 (__TEXT,__text) external _posix_madvise
00007ff8003a790c (__TEXT,__text) external _posix_spawn
00007ff8003a68c3 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff8003a6cab (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff8003a6da9 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8003a6baf (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8003a6c1e (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff8003a6e36 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff8003a6d3a (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff8003a6aa4 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8003a6a67 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff8003a6a21 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff8003a62e6 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff8003a680a (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff8003a741d (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff8003a73e9 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff8003a6525 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff8003a64d3 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff8003a6ee2 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff8003a646a (__TEXT,__text) external _posix_spawnattr_getflags
00007ff8003a7073 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff8003a6584 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff8003a649f (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff8003a659e (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff8003a6485 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff8003a64b9 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8003a621b (__TEXT,__text) external _posix_spawnattr_init
00007ff8003a6826 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff8003a685d (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff8003a6842 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff8003a6879 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff8003a758b (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff8003a7405 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff8003a7848 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff8003a7635 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff8003a76b1 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff8003a6f46 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff8003a7869 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff8003c49a8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff8003a78f0 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff8003a776e (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff8003a7559 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff8003a74e1 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff8003a7509 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff8003a7439 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff8003a74b9 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff8003a67f2 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff8003a7827 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff8003a7040 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff8003a73ca (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff8003a6fc3 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff8003a6736 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff8003a6f2e (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff8003a75b9 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff8003a6683 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff8003a69ee (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff8003a6604 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff8003a7337 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff8003a6ec5 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff8003a6ea5 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff8003a69ba (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff8003a6452 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8003a6f05 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff8003a7147 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff8003a7572 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff8003a6706 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff8003a65d2 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff8003a671e (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff8003a65b8 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff8003a65ea (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff8003a689a (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff8003a052c (__TEXT,__text) external _pread
00007ff80039ed70 (__TEXT,__text) external _pread$NOCANCEL
00007ff8003a0544 (__TEXT,__text) external _preadv
00007ff80039ed88 (__TEXT,__text) external _preadv$NOCANCEL
00007ff8003a5ab6 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff8003a5116 (__TEXT,__text) external _proc_clear_cpulimits
00007ff8003a53e8 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff8003a4c14 (__TEXT,__text) external _proc_clear_dirty
00007ff8003a52f5 (__TEXT,__text) external _proc_clear_vmpressure
00007ff8003a4a24 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8003a52e8 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8003a52f0 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff8003a5435 (__TEXT,__text) external _proc_disable_apptype
00007ff8003a4e38 (__TEXT,__text) external _proc_disable_cpumon
00007ff8003a5045 (__TEXT,__text) external _proc_disable_wakemon
00007ff8003a516c (__TEXT,__text) external _proc_donate_importance_boost
00007ff8003a5495 (__TEXT,__text) external _proc_enable_apptype
00007ff8003a4d57 (__TEXT,__text) external _proc_get_cpumon_params
00007ff8003a4bb6 (__TEXT,__text) external _proc_get_dirty
00007ff8003a4fdf (__TEXT,__text) external _proc_get_wakemon_params
00007ff8003a51c6 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8003a5274 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff8003a48c9 (__TEXT,__text) external _proc_kmsgbuf
00007ff8003a4aad (__TEXT,__text) external _proc_libversion
00007ff8003a5087 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff8003a506e (__TEXT,__text) external _proc_list_uptrs
00007ff8003a458c (__TEXT,__text) external _proc_listallpids
00007ff8003a45f6 (__TEXT,__text) external _proc_listchildpids
00007ff8003a4691 (__TEXT,__text) external _proc_listcoalitions
00007ff8003a45c1 (__TEXT,__text) external _proc_listpgrppids
00007ff8003a4561 (__TEXT,__text) external _proc_listpids
00007ff8003ad808 (__TEXT,__text) external _proc_listpidspath
00007ff8003a47a1 (__TEXT,__text) external _proc_name
00007ff8003a46bc (__TEXT,__text) external _proc_pid_rusage
00007ff8003a4766 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff8003a471d (__TEXT,__text) external _proc_pidfdinfo
00007ff8003a4742 (__TEXT,__text) external _proc_pidfileportinfo
00007ff8003a462b (__TEXT,__text) external _proc_pidinfo
00007ff8003a4650 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff8003a48f4 (__TEXT,__text) external _proc_pidpath
00007ff8003a4985 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff8003a483f (__TEXT,__text) external _proc_regionfilename
00007ff8003a5107 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff8003a4e03 (__TEXT,__text) external _proc_resume_cpumon
00007ff8003a055c (__TEXT,__text) external _proc_rlimit_control
00007ff8003a4db8 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8003a4d0d (__TEXT,__text) external _proc_set_cpumon_params
00007ff8003a4e83 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff8003a55a4 (__TEXT,__text) external _proc_set_csm
00007ff8003a5398 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff8003a4b6c (__TEXT,__text) external _proc_set_dirty
00007ff8003a54f8 (__TEXT,__text) external _proc_set_no_smt
00007ff8003a534b (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8003a501c (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff8003a4fba (__TEXT,__text) external _proc_set_wakemon_params
00007ff8003a50a0 (__TEXT,__text) external _proc_setcpu_percentage
00007ff8003a4ac6 (__TEXT,__text) external _proc_setpcontrol
00007ff8003a46d2 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff8003a5652 (__TEXT,__text) external _proc_setthread_csm
00007ff8003a5550 (__TEXT,__text) external _proc_setthread_no_smt
00007ff8003a54f5 (__TEXT,__text) external _proc_suppress
00007ff8003a4c5e (__TEXT,__text) external _proc_terminate
00007ff8003a4cb9 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8003a0574 (__TEXT,__text) external _proc_trace_log
00007ff8003a4b22 (__TEXT,__text) external _proc_track_dirty
00007ff8003a478b (__TEXT,__text) external _proc_udata_info
00007ff8003a058c (__TEXT,__text) external _proc_uuid_policy
00007ff8003ba5e4 (__TEXT,__text) external _processor_assign
00007ff8003ba4a9 (__TEXT,__text) external _processor_control
00007ff8003ba20e (__TEXT,__text) external _processor_exit
00007ff8003ba6dd (__TEXT,__text) external _processor_get_assignment
00007ff8003ba2da (__TEXT,__text) external _processor_info
00007ff8003b2ec8 (__TEXT,__text) external _processor_set_create
00007ff8003b2dc1 (__TEXT,__text) external _processor_set_default
00007ff8003b963f (__TEXT,__text) external _processor_set_destroy
00007ff8003b9e73 (__TEXT,__text) external _processor_set_info
00007ff8003b970b (__TEXT,__text) external _processor_set_max_priority
00007ff8003b9bf1 (__TEXT,__text) external _processor_set_policy_control
00007ff8003b98d6 (__TEXT,__text) external _processor_set_policy_disable
00007ff8003b97f2 (__TEXT,__text) external _processor_set_policy_enable
00007ff8003b9d3d (__TEXT,__text) external _processor_set_stack_usage
00007ff8003b94c1 (__TEXT,__text) external _processor_set_statistics
00007ff8003b99bd (__TEXT,__text) external _processor_set_tasks
00007ff8003ba010 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff8003b9ad7 (__TEXT,__text) external _processor_set_threads
00007ff8003ba142 (__TEXT,__text) external _processor_start
00007ff8003ab824 (__TEXT,__text) external _pselect
00007ff8003ad0f9 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8003a3e1a (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8003ab9ad (__TEXT,__text) external _pselect$NOCANCEL
00007ff80039e69c (__TEXT,__text) external _pthread_getugid_np
00007ff80039f334 (__TEXT,__text) external _pthread_setugid_np
00007ff80039eff8 (__TEXT,__text) external _ptrace
00007ff8003a05a4 (__TEXT,__text) external _pwrite
00007ff80039f01c (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8003a05bc (__TEXT,__text) external _pwritev
00007ff80039f034 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8003a380f (__TEXT,__text) external _quota
00007ff8003a05d4 (__TEXT,__text) external _quotactl
00007ff8003a05ec (__TEXT,__text) external _read
00007ff80039f04c (__TEXT,__text) external _read$NOCANCEL
00007ff8003a0604 (__TEXT,__text) external _readlink
00007ff8003a061c (__TEXT,__text) external _readlinkat
00007ff8003a0634 (__TEXT,__text) external _readv
00007ff80039f064 (__TEXT,__text) external _readv$NOCANCEL
00007ff8003a23ea (__TEXT,__text) external _reboot
00007ff8003a23f1 (__TEXT,__text) external _reboot_np
00007ff8003ab7f0 (__TEXT,__text) external _record_system_event_as_kernel
00007ff80039f0ac (__TEXT,__text) external _recvfrom
00007ff80039f0c4 (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff80039f0dc (__TEXT,__text) external _recvmsg
00007ff80039f0f4 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8003a064c (__TEXT,__text) external _recvmsg_x
00007ff8003a0664 (__TEXT,__text) external _register_uexc_handler
00007ff8003a067c (__TEXT,__text) external _removexattr
00007ff8003ad0ce (__TEXT,__text) external _rename
00007ff8003a6000 (__TEXT,__text) external _rename_ext
00007ff8003a24d5 (__TEXT,__text) external _renameat
00007ff8003a5fbf (__TEXT,__text) external _renameatx_np
00007ff8003a5fd6 (__TEXT,__text) external _renamex_np
