00007ff841f94e90 (__DATA,__data) non-external _.compoundliteral
00007ff840253e70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ff840253ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff840254020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840253b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00007ff840253ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ff8402539a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84025fc60 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ff84025fcd0 (__DATA_CONST,__const) non-external ___block_literal_global.20
00007ff840254190 (__DATA_CONST,__const) non-external ___block_literal_global.248
00007ff84025f400 (__DATA_CONST,__const) non-external ___block_literal_global.2685
00007ff84025fac0 (__DATA_CONST,__const) non-external ___block_literal_global.2977
00007ff84025fbe0 (__DATA_CONST,__const) non-external ___block_literal_global.3166
00007ff840253b40 (__DATA_CONST,__const) non-external ___block_literal_global.43
00007ff84025fc20 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff840255240 (__DATA_CONST,__const) non-external ___block_literal_global.574
00007ff8402539e0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8402541f0 (__DATA_CONST,__const) non-external ___block_literal_global.7.242
                 (undefined) external ___bzero (from libSystem)
00007ff8034bd7a6 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff8034bd551 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff8034bd911 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff8034c1742 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff8034bf65e (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff8034cb2ae (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff8034c1670 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff8034cf020 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff8034bc6e0 (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff8034c0bf2 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff8034c05f1 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff8034c7544 (__TEXT,__text) non-external ___compile_block_invoke
00007ff8034c74c5 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff8034b3000 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff8034b9ec0 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff8034bf4de (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff8034c9b30 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff8034c9b3e (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff8034bec1e (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff8034bf4ae (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff8034c94a7 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff8034bfe9c (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff8034c1280 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff8034c7634 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff8034cab00 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff8034c7455 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff8034c7b0a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff8034c8980 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff8034cdd0b (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff841f9caf0 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
00007ff8034cab66 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff8034bd3a3 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff8034bdd9f (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff8034c4d2d (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff8034bcbb9 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff8034af1bc (__TEXT,__text) non-external ___define_action_block_invoke
00007ff8034cda27 (__TEXT,__text) non-external ___define_action_block_invoke.117
00007ff8034b5739 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff8034b45eb (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff8034cc753 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff8034cc967 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff8034b0906 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff8034c3dd0 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff8034b0769 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff8034cba55 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff8034c764b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff8034cab38 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff8034c746c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff8034c7b42 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff8034c89ca (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff8034cdd79 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff8034bc819 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff8034c9504 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff8034c9dfe (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff8034c8290 (__TEXT,__text) non-external ___emit_entitlement_name_table_block_invoke
00007ff8034c868c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff8034c870f (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.99
00007ff8034c1fe2 (__TEXT,__text) non-external ___emit_profile_block_invoke
00007ff8034c83c3 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff8034c83fa (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.85
00007ff8034c8082 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff8034be569 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff8034be4d3 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff8034ca8ed (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff8034bffd5 (__TEXT,__text) non-external ___factor_block_invoke
00007ff8034ca4c3 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff8034c8026 (__TEXT,__text) non-external ___free_entitlement_name_table_block_invoke
00007ff8034ce207 (__TEXT,__text) non-external ___generate_mach_kernel_endpoint_syscallmask_block_invoke
00007ff8034ce298 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff8034ce87f (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff8034c9022 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
00007ff8034b43c2 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff8034ce1ed (__TEXT,__text) non-external ___message_filter_has_operation_block_invoke
00007ff8034ba66c (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff8034cd9bb (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff8034c9060 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff8034bf86d (__TEXT,__text) non-external ___reorder_block_invoke
00007ff8034bff4d (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff8034cb383 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff8034c91a4 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff8034c91f4 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.27
00007ff8034bf5a8 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff8034c6d2d (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff8034c725f (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff8034c13ae (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff8034c7cee (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff8034baa7f (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff8034c9995 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff8034b50de (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff8034c9986 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff8034b4415 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff8034c47a8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff8034b9726 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff8034c4794 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff8034b8508 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff8034c9ca9 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff8034b17b9 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff8034b37ec (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff8034bf513 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff8034bf3f8 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff8034c77bc (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff8034c3a2b (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff8034ca9c1 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff8034ae9e8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff8034ba215 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff8034ccb1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff8034cc20d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff8034ccafb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff8034cc285 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff8034cca74 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff8034cc497 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff8034cc537 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff8034cc702 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff8034cc9b2 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff8034c4c2f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff8034c45ba (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff8034b5166 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff8034b5226 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff8034cbe73 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff8034cbe8d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff8034cc18d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff8034ccb48 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff8034cb4cc (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff8034ce28e (__TEXT,__text) non-external ___sb_transform_syscallmask_has_migroutine_index_by_id_block_invoke
00007ff8034ca707 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff8034ca75c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff8034cca37 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff8034cc9fe (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff8034ca814 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff8034ae659 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff841f94b70 (__DATA,__data) non-external __address_family_aliases_
00007ff8034c9105 (__TEXT,__text) non-external __annotate_instruction_order
00007ff8034c4c0b (__TEXT,__text) non-external __buffer_close
00007ff8034c4b5b (__TEXT,__text) non-external __buffer_read
00007ff8034c4b0a (__TEXT,__text) non-external __buffer_seek
00007ff8034b3a5d (__TEXT,__text) non-external __calculate_graft_position
00007ff8034ca450 (__TEXT,__text) non-external __condition_list_diff
00007ff841f97070 (__DATA,__data) non-external __csr_aliases_
00007ff8034ccb96 (__TEXT,__text) non-external __define_filter
00007ff8034adfda (__TEXT,__text) non-external __define_list
00007ff8034ae21f (__TEXT,__text) non-external __define_symbol
00007ff841f9c420 (__DATA,__data) non-external __errno_value_aliases_
00007ff841f9af40 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff8034b401c (__TEXT,__text) non-external __flatten
00007ff8034c3c2a (__TEXT,__text) non-external __free_error_pool
00007ff841f94f00 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff841f97140 (__DATA,__data) non-external __host_special_port_aliases_
00007ff841f95b70 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff841f99650 (__DATA,__data) non-external __machtrap_aliases_
00007ff8034ae09e (__TEXT,__text) non-external __make_list_v
00007ff841f9c190 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff841f99a20 (__DATA,__data) non-external __mig_routine_aliases_
00007ff8034f0cf0 (__TEXT,__const) non-external __migroutine_idx_to_msgid_
00007ff841f9bfd0 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff8034bfefd (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff8034ae736 (__TEXT,__text) non-external __parse_file
00007ff841f97970 (__DATA,__data) non-external __persona_aliases_
00007ff841f96c30 (__DATA,__data) non-external __privilege_aliases_
00007ff8034c3721 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff8034ab2a0 (__TEXT,__text) non-external __s_return
00007ff8034bdbe6 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff8034b15b1 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff8034c169f (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff8034c7835 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff8034b34d2 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff8034c7667 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff8034b8945 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff8034ca195 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff8034b8170 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff8034a6b77 (__TEXT,__text) non-external __sb_realloc_vector
00007ff8034ce899 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff8034b8525 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff8034caa3e (__TEXT,__text) non-external __set_modifier_string
00007ff841f972f0 (__DATA,__data) non-external __signal_aliases_
00007ff841f9b410 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff841f9bab0 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff841f94e30 (__DATA,__data) non-external __socket_type_aliases_
00007ff841f979f0 (__DATA,__data) non-external __syscall_aliases_
00007ff841f9c380 (__DATA,__data) non-external __task_special_port_aliases_
00007ff841f97690 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff841f977a0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff8034b519b (__TEXT,__text) non-external _all_args_pass_test
00007ff8034a777d (__TEXT,__text) non-external _alloc_cellseg
00007ff8034b6dad (__TEXT,__text) non-external _alloc_literal
00007ff8034c8a3f (__TEXT,__text) non-external _allocate_entitlements_for_filter_values
00007ff8034affe2 (__TEXT,__text) non-external _arg_is_condition
00007ff8034cca96 (__TEXT,__text) non-external _arg_is_message_filter
00007ff8034b55af (__TEXT,__text) non-external _arg_is_modifier
00007ff8034b0051 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff8034b1c7e (__TEXT,__text) non-external _assert_is_mutable
00007ff8034c9c70 (__TEXT,__text) non-external _assert_is_mutable.315
00007ff8034c5671 (__TEXT,__text) non-external _atom2str
00007ff8034cf11c (__TEXT,__text) non-external _atom2str.cold.1
00007ff8034cf13f (__TEXT,__text) non-external _atom2str.cold.2
00007ff8034cf162 (__TEXT,__text) non-external _atom2str.cold.3
00007ff8034cf185 (__TEXT,__text) non-external _atom2str.cold.4
00007ff8034cf1a8 (__TEXT,__text) non-external _atom2str.cold.5
00007ff8034cf1cb (__TEXT,__text) non-external _atom2str.cold.6
00007ff8034cf1ee (__TEXT,__text) non-external _atom2str.cold.7
00007ff8034cf211 (__TEXT,__text) non-external _atom2str.cold.8
00007ff8034a9cec (__TEXT,__text) non-external _backchar
00007ff8034af10b (__TEXT,__text) non-external _backtrace_pop
00007ff8034cf090 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff8034a82fc (__TEXT,__text) non-external _backtrace_push
00007ff8034c7c28 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bsearch_b (from libSystem)
00007ff8034c4e35 (__TEXT,__text) non-external (was a private external) _bt_pointer_code
00007ff8034c4e6c (__TEXT,__text) non-external (was a private external) _bt_pointer_col
00007ff8034c4e5e (__TEXT,__text) non-external (was a private external) _bt_pointer_line
00007ff8034c4e42 (__TEXT,__text) non-external (was a private external) _bt_pointer_name
                 (undefined) external _calloc (from libSystem)
00007ff8034bc284 (__TEXT,__text) non-external _can_combine_conjunction
00007ff8034bc210 (__TEXT,__text) non-external _can_combine_disjunction
00007ff8034bd510 (__TEXT,__text) non-external _candidate_list_lookup
00007ff8034bdf21 (__TEXT,__text) non-external _candidate_list_remove
00007ff8034c0de3 (__TEXT,__text) non-external _candidate_set_release
00007ff8034aff49 (__TEXT,__text) non-external _car
00007ff8034aff98 (__TEXT,__text) non-external _cdr
00007ff8034c146e (__TEXT,__text) non-external _check_dependencies
00007ff8034cb11a (__TEXT,__text) non-external _check_instruction
00007ff8034cb217 (__TEXT,__text) non-external _check_policy
00007ff8034ce2e0 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff8034a4527 (__TEXT,__text) non-external _compile
00007ff8034b0cd0 (__TEXT,__text) non-external _compute_cost_estimate
00007ff8034b0a4b (__TEXT,__text) non-external _compute_hash
00007ff8034c97cf (__TEXT,__text) non-external _compute_hash.227
00007ff8034b44f9 (__TEXT,__text) non-external _condition_free_callback
00007ff8034c0673 (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff8034c6e34 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff8034b74e0 (__TEXT,__text) non-external _construct_automaton
00007ff8034c0f19 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff8034bc90e (__TEXT,__text) non-external _cse
00007ff8034bcc40 (__TEXT,__text) non-external _cse_inferior_list
00007ff8034bcae0 (__TEXT,__text) non-external _cse_multiple
00007ff8034be71c (__TEXT,__text) non-external _dce
00007ff8034b2067 (__TEXT,__text) non-external _decorate_condition
00007ff8034aead4 (__TEXT,__text) non-external _decorate_operation
00007ff8034ca0e0 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff840252370 (__DATA_CONST,__const) non-external _dispatch_table
00007ff8034ba1a1 (__TEXT,__text) non-external _dump_stack_restore
00007ff8034ba11f (__TEXT,__text) non-external _dump_stack_stash
00007ff8034c940e (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff8034be5ff (__TEXT,__text) non-external _eliminate_dead_code
00007ff8034c9d68 (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff8034c3542 (__TEXT,__text) non-external _emit
00007ff8034c2075 (__TEXT,__text) non-external _emit_instruction
00007ff8034c876c (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff8034c3916 (__TEXT,__text) non-external _emit_string
00007ff8034c31b2 (__TEXT,__text) non-external _encode_address
00007ff8034b6e36 (__TEXT,__text) non-external _end_expression
00007ff8034ad661 (__TEXT,__text) non-external _eqv
00007ff8034be14a (__TEXT,__text) non-external _expand_logical_conditions
00007ff8034ca85c (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff8034ca36a (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff8034a7b35 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff8402546e0 (__DATA_CONST,__const) non-external _filter_info
00007ff8034a7aa1 (__TEXT,__text) non-external _find_consecutive_cells
00007ff8034ab303 (__TEXT,__text) non-external _find_slot_in_env
00007ff8034b72ca (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8034a6a2e (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff8034f1240 (__TEXT,__const) non-external _gLatinCaseFold
00007ff8034f1440 (__TEXT,__const) non-external _gLowerCaseTable
00007ff8034aebeb (__TEXT,__text) non-external _gc
00007ff8034adf66 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff8034ae1f1 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff8034cf06d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff8034cddce (__TEXT,__text) non-external _generate_syscallmask
00007ff8034ad529 (__TEXT,__text) non-external (was a private external) _gensym
00007ff8034cf04a (__TEXT,__text) non-external _gensym.cold.1
00007ff8034a7c3d (__TEXT,__text) non-external _get_cell
00007ff8034c34e9 (__TEXT,__text) non-external _get_current_data_address
00007ff8034a9b66 (__TEXT,__text) non-external _inchar
00007ff8034e2220 (__TEXT,__const) non-external _init_scm
00007ff8034c68a8 (__TEXT,__text) non-external _inspect_iterate_items
00007ff8034ad0f9 (__TEXT,__text) non-external _is_any
00007ff8034c4e22 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff8034b44e2 (__TEXT,__text) non-external (was a private external) _is_character
00007ff8034c4ecb (__TEXT,__text) non-external (was a private external) _is_closure
00007ff8034c4ef1 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff8034c4f17 (__TEXT,__text) non-external (was a private external) _is_environment
00007ff8034c4ea4 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff8034c4eb7 (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff8034b20ea (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff8034b00ed (__TEXT,__text) non-external (was a private external) _is_integer
00007ff8034c4ede (__TEXT,__text) non-external (was a private external) _is_macro
00007ff8034b06d7 (__TEXT,__text) non-external _is_nonneg
00007ff8034c5c0c (__TEXT,__text) non-external _is_num_integer
00007ff8034ad602 (__TEXT,__text) non-external (was a private external) _is_number
00007ff8034abf66 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff8034c4e7b (__TEXT,__text) non-external (was a private external) _is_port
00007ff8034b9aab (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff8034c4e91 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff8034c4f04 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff8034b06c4 (__TEXT,__text) non-external (was a private external) _is_string
00007ff8034b08eb (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff8034ce2b2 (__TEXT,__text) non-external _is_unmodified_allow_instruction
00007ff8034c4d87 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8034b00fa (__TEXT,__text) non-external (was a private external) _ivalue
00007ff8034b4236 (__TEXT,__text) non-external _list_cost_estimate
00007ff8034b4434 (__TEXT,__text) non-external _list_star
00007ff8034ca588 (__TEXT,__text) non-external _lookup_filter_info
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007ff8034aef63 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
