0000000180f9133c (__TEXT,__text) external _APL_dgemm
0000000181118af4 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180e16810 (__TEXT,__text) external _chbmv_
0000000180e1371c (__TEXT,__text) external _chemm
0000000180fef7cc (__TEXT,__text) external _chemm$NEWLAPACK
000000018111d764 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180e1371c (__TEXT,__text) external _chemm_
0000000180e16760 (__TEXT,__text) external _chemv
0000000180e5fd18 (__TEXT,__text) external _chemv$NEWLAPACK
0000000181118c5c (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180e16760 (__TEXT,__text) external _chemv_
0000000180e171a8 (__TEXT,__text) external _cher
0000000180e5fe70 (__TEXT,__text) external _cher$NEWLAPACK
0000000181118db4 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180e17238 (__TEXT,__text) external _cher2
0000000180e5ffb0 (__TEXT,__text) external _cher2$NEWLAPACK
0000000181118ef4 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180e17238 (__TEXT,__text) external _cher2_
0000000180e13e48 (__TEXT,__text) external _cher2k
0000000180fefbec (__TEXT,__text) external _cher2k$NEWLAPACK
000000018111db7c (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180e13e48 (__TEXT,__text) external _cher2k_
0000000180e171a8 (__TEXT,__text) external _cher_
0000000180e13c34 (__TEXT,__text) external _cherk
0000000180fef9bc (__TEXT,__text) external _cherk$NEWLAPACK
000000018111d94c (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180e13c34 (__TEXT,__text) external _cherk_
0000000180e168cc (__TEXT,__text) external _chpmv
0000000180e60108 (__TEXT,__text) external _chpmv$NEWLAPACK
0000000181119044 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180e168cc (__TEXT,__text) external _chpmv_
0000000180e172e8 (__TEXT,__text) external _chpr
0000000180e60258 (__TEXT,__text) external _chpr$NEWLAPACK
000000018111918c (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180e17374 (__TEXT,__text) external _chpr2
0000000180e60390 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001811192c4 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180e17374 (__TEXT,__text) external _chpr2_
0000000180e172e8 (__TEXT,__text) external _chpr_
0000000180e1833c (__TEXT,__text) external _crotg
0000000181093390 (__TEXT,__text) external _crotg$NEWLAPACK
000000018112004c (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180e1833c (__TEXT,__text) external _crotg_
0000000180e18358 (__TEXT,__text) external _cscal
0000000181093400 (__TEXT,__text) external _cscal$NEWLAPACK
00000001811200bc (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180e18358 (__TEXT,__text) external _cscal_
0000000180e1837c (__TEXT,__text) external _csrot
0000000181093358 (__TEXT,__text) external _csrot$NEWLAPACK
0000000181120014 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180e1837c (__TEXT,__text) external _csrot_
0000000180e183ac (__TEXT,__text) external _csscal
0000000181093418 (__TEXT,__text) external _csscal$NEWLAPACK
00000001811200d4 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180e183ac (__TEXT,__text) external _csscal_
0000000180e183dc (__TEXT,__text) external _cswap
0000000181093468 (__TEXT,__text) external _cswap$NEWLAPACK
0000000181120124 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180e183dc (__TEXT,__text) external _cswap_
0000000180e13818 (__TEXT,__text) external _csymm
0000000180ff0054 (__TEXT,__text) external _csymm$NEWLAPACK
000000018111dfcc (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180e13818 (__TEXT,__text) external _csymm_
0000000180e13f68 (__TEXT,__text) external _csyr2k
0000000180ff088c (__TEXT,__text) external _csyr2k$NEWLAPACK
000000018111e7f4 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180e13f68 (__TEXT,__text) external _csyr2k_
0000000180e13d3c (__TEXT,__text) external _csyrk
0000000180ff0454 (__TEXT,__text) external _csyrk$NEWLAPACK
000000018111e3c4 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180e13d3c (__TEXT,__text) external _csyrk_
0000000180e16ab4 (__TEXT,__text) external _ctbmv
0000000180e61090 (__TEXT,__text) external _ctbmv$NEWLAPACK
0000000181119fb4 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180e16ab4 (__TEXT,__text) external _ctbmv_
0000000180e16e68 (__TEXT,__text) external _ctbsv
0000000180e61580 (__TEXT,__text) external _ctbsv$NEWLAPACK
000000018111a494 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180e16e68 (__TEXT,__text) external _ctbsv_
0000000180e16bfc (__TEXT,__text) external _ctpmv
0000000180e61a68 (__TEXT,__text) external _ctpmv$NEWLAPACK
000000018111a974 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180e16bfc (__TEXT,__text) external _ctpmv_
0000000180e16fb0 (__TEXT,__text) external _ctpsv
0000000180e61f48 (__TEXT,__text) external _ctpsv$NEWLAPACK
000000018111ae54 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180e16fb0 (__TEXT,__text) external _ctpsv_
0000000180e13914 (__TEXT,__text) external _ctrmm
0000000180ff0dd4 (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018111ed2c (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180e13914 (__TEXT,__text) external _ctrmm_
0000000180e16978 (__TEXT,__text) external _ctrmv
0000000180e62418 (__TEXT,__text) external _ctrmv$NEWLAPACK
000000018111b324 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180e16978 (__TEXT,__text) external _ctrmv_
0000000180e13aa4 (__TEXT,__text) external _ctrsm
0000000180ff1404 (__TEXT,__text) external _ctrsm$NEWLAPACK
000000018111f344 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180e13aa4 (__TEXT,__text) external _ctrsm_
0000000180e16d2c (__TEXT,__text) external _ctrsv
0000000180e628d8 (__TEXT,__text) external _ctrsv$NEWLAPACK
000000018111b7e4 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180e16d2c (__TEXT,__text) external _ctrsv_
0000000180e18488 (__TEXT,__text) external _dasum
00000001810930e0 (__TEXT,__text) external _dasum$NEWLAPACK
000000018111fd9c (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180e18488 (__TEXT,__text) external _dasum_
0000000181093190 (__TEXT,__text) external _daxpby$NEWLAPACK
000000018111fe4c (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180e18494 (__TEXT,__text) external _daxpy
0000000181093128 (__TEXT,__text) external _daxpy$NEWLAPACK
000000018111fde4 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180e18494 (__TEXT,__text) external _daxpy_
0000000180e1271c (__TEXT,__text) external _dcabs1
0000000180e1271c (__TEXT,__text) external _dcabs1_
0000000180e184d0 (__TEXT,__text) external _dcopy
00000001810931e4 (__TEXT,__text) external _dcopy$NEWLAPACK
000000018111fea0 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180e184d0 (__TEXT,__text) external _dcopy_
0000000180e184f8 (__TEXT,__text) external _ddot
0000000181093224 (__TEXT,__text) external _ddot$NEWLAPACK
000000018111fee0 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180e184f8 (__TEXT,__text) external _ddot_
0000000180e15924 (__TEXT,__text) external _dgbmv
0000000180e5f704 (__TEXT,__text) external _dgbmv$NEWLAPACK
0000000181118678 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180e15924 (__TEXT,__text) external _dgbmv_
0000000180e6c7e0 (__TEXT,__text) external _dgeCopy
000000018109dc9c (__TEXT,__text) external _dgePack_A_NoTran
000000018109dd7c (__TEXT,__text) external _dgePack_A_Tran
000000018109dacc (__TEXT,__text) external _dgePack_B_NoTran
000000018109dbec (__TEXT,__text) external _dgePack_B_Tran
0000000180e6c788 (__TEXT,__text) external _dgeSetZero
0000000180e12ec8 (__TEXT,__text) external _dgemm
0000000180fef410 (__TEXT,__text) external _dgemm$NEWLAPACK
000000018111d3c0 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180e12ec8 (__TEXT,__text) external _dgemm_
0000000180e15864 (__TEXT,__text) external _dgemv
0000000180e5f398 (__TEXT,__text) external _dgemv$NEWLAPACK
0000000181118320 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180e15864 (__TEXT,__text) external _dgemv_
0000000180e162fc (__TEXT,__text) external _dger
0000000180e5f9f8 (__TEXT,__text) external _dger$NEWLAPACK
0000000181118954 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180e162fc (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180e18508 (__TEXT,__text) external _dnrm2
0000000181093304 (__TEXT,__text) external _dnrm2$NEWLAPACK
000000018111ffc0 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180e18508 (__TEXT,__text) external _dnrm2_
00000001811753d8 (__TEXT,__text) external _double_general_add
0000000181193044 (__TEXT,__text) external _double_general_add_scalar
0000000181180af4 (__TEXT,__text) external _double_general_elementwise_product
000000018118fc94 (__TEXT,__text) external _double_general_permute_cols
000000018118fb14 (__TEXT,__text) external _double_general_permute_rows
0000000181197e68 (__TEXT,__text) external _double_general_product_scalar
0000000181180eb4 (__TEXT,__text) external _double_general_splat
0000000181180400 (__TEXT,__text) external _double_general_sub_scalar
000000018118fa3c (__TEXT,__text) external _double_general_transpose
0000000181193998 (__TEXT,__text) external _double_inner_product_scalar
000000018118cc50 (__TEXT,__text) external _double_outer_product_scalar
0000000180e18514 (__TEXT,__text) external _drot
0000000181093340 (__TEXT,__text) external _drot$NEWLAPACK
000000018111fffc (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180e18514 (__TEXT,__text) external _drot_
0000000180e18544 (__TEXT,__text) external _drotg
000000018109338c (__TEXT,__text) external _drotg$NEWLAPACK
0000000181120048 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180e18544 (__TEXT,__text) external _drotg_
0000000180e18560 (__TEXT,__text) external _drotm
00000001810933a8 (__TEXT,__text) external _drotm$NEWLAPACK
0000000181120064 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180e18560 (__TEXT,__text) external _drotm_
0000000180e18588 (__TEXT,__text) external _drotmg
00000001810933c4 (__TEXT,__text) external _drotmg$NEWLAPACK
0000000181120080 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180e18588 (__TEXT,__text) external _drotmg_
0000000180e15aa4 (__TEXT,__text) external _dsbmv
0000000180e60590 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001811194c0 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180e15aa4 (__TEXT,__text) external _dsbmv_
0000000180e185ac (__TEXT,__text) external _dscal
00000001810933e8 (__TEXT,__text) external _dscal$NEWLAPACK
00000001811200a4 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180e185ac (__TEXT,__text) external _dscal_
0000000180e18640 (__TEXT,__text) external _dsdot
0000000181092fd4 (__TEXT,__text) external _dsdot$NEWLAPACK
000000018111fc90 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180e18640 (__TEXT,__text) external _dsdot_
0000000180e15b54 (__TEXT,__text) external _dspmv
0000000180e60700 (__TEXT,__text) external _dspmv$NEWLAPACK
000000018111962c (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180e15b54 (__TEXT,__text) external _dspmv_
0000000180e16478 (__TEXT,__text) external _dspr
0000000180e6084c (__TEXT,__text) external _dspr$NEWLAPACK
0000000181119778 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180e16504 (__TEXT,__text) external _dspr2
0000000180e60988 (__TEXT,__text) external _dspr2$NEWLAPACK
00000001811198b4 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180e16504 (__TEXT,__text) external _dspr2_
0000000180e16478 (__TEXT,__text) external _dspr_
0000000180e185dc (__TEXT,__text) external _dswap
0000000181093458 (__TEXT,__text) external _dswap$NEWLAPACK
0000000181120114 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180e185dc (__TEXT,__text) external _dswap_
0000000180e12fec (__TEXT,__text) external _dsymm
0000000180feff50 (__TEXT,__text) external _dsymm$NEWLAPACK
000000018111decc (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180e12fec (__TEXT,__text) external _dsymm_
0000000180e15a00 (__TEXT,__text) external _dsymv
0000000180e60adc (__TEXT,__text) external _dsymv$NEWLAPACK
0000000181119a08 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180e15a00 (__TEXT,__text) external _dsymv_
0000000180e1634c (__TEXT,__text) external _dsyr
0000000180e60c30 (__TEXT,__text) external _dsyr$NEWLAPACK
0000000181119b5c (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180e163dc (__TEXT,__text) external _dsyr2
0000000180e60d7c (__TEXT,__text) external _dsyr2$NEWLAPACK
0000000181119ca8 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180e163dc (__TEXT,__text) external _dsyr2_
0000000180e134d0 (__TEXT,__text) external _dsyr2k
0000000180ff0778 (__TEXT,__text) external _dsyr2k$NEWLAPACK
000000018111e6e4 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180e134d0 (__TEXT,__text) external _dsyr2k_
0000000180e1634c (__TEXT,__text) external _dsyr_
0000000180e133d8 (__TEXT,__text) external _dsyrk
0000000180ff034c (__TEXT,__text) external _dsyrk$NEWLAPACK
000000018111e2bc (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180e133d8 (__TEXT,__text) external _dsyrk_
0000000180e15d20 (__TEXT,__text) external _dtbmv
0000000180e60f5c (__TEXT,__text) external _dtbmv$NEWLAPACK
0000000181119e84 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180e15d20 (__TEXT,__text) external _dtbmv_
0000000180e160a4 (__TEXT,__text) external _dtbsv
0000000180e6144c (__TEXT,__text) external _dtbsv$NEWLAPACK
000000018111a364 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180e160a4 (__TEXT,__text) external _dtbsv_
0000000180e15e58 (__TEXT,__text) external _dtpmv
0000000180e61938 (__TEXT,__text) external _dtpmv$NEWLAPACK
000000018111a844 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180e15e58 (__TEXT,__text) external _dtpmv_
0000000180e161dc (__TEXT,__text) external _dtpsv
0000000180e61e18 (__TEXT,__text) external _dtpsv$NEWLAPACK
000000018111ad24 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180e161dc (__TEXT,__text) external _dtpsv_
0000000180e6c91c (__TEXT,__text) external _dtrCopyLower
0000000180e6c8bc (__TEXT,__text) external _dtrSetZeroLower
0000000180e130e0 (__TEXT,__text) external _dtrmm
0000000180ff0c48 (__TEXT,__text) external _dtrmm$NEWLAPACK
000000018111eba4 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180e130e0 (__TEXT,__text) external _dtrmm_
0000000180e15bf4 (__TEXT,__text) external _dtrmv
0000000180e622f0 (__TEXT,__text) external _dtrmv$NEWLAPACK
000000018111b1fc (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180e15bf4 (__TEXT,__text) external _dtrmv_
0000000180e1325c (__TEXT,__text) external _dtrsm
0000000180ff1278 (__TEXT,__text) external _dtrsm$NEWLAPACK
000000018111f1bc (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180e1325c (__TEXT,__text) external _dtrsm_
0000000180e15f78 (__TEXT,__text) external _dtrsv
0000000180e627b0 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018111b6bc (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180e15f78 (__TEXT,__text) external _dtrsv_
0000000180e1888c (__TEXT,__text) external _dzasum
00000001810930f8 (__TEXT,__text) external _dzasum$NEWLAPACK
000000018111fdb4 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180e1888c (__TEXT,__text) external _dzasum_
0000000180e18898 (__TEXT,__text) external _dznrm2
000000018109331c (__TEXT,__text) external _dznrm2$NEWLAPACK
000000018111ffd8 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180e18898 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
000000018117fa5c (__TEXT,__text) external _float_general_add
0000000181180260 (__TEXT,__text) external _float_general_add_scalar
0000000181180734 (__TEXT,__text) external _float_general_elementwise_product
000000018117f788 (__TEXT,__text) external _float_general_permute_cols
000000018117f5f8 (__TEXT,__text) external _float_general_permute_rows
00000001811812b8 (__TEXT,__text) external _float_general_product_scalar
000000018118b328 (__TEXT,__text) external _float_general_splat
0000000181180f84 (__TEXT,__text) external _float_general_sub_scalar
000000018117f520 (__TEXT,__text) external _float_general_transpose
0000000181192a48 (__TEXT,__text) external _float_inner_product_scalar
000000018117f8a4 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180e12054 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180e18404 (__TEXT,__text) external _icamax
000000018109305c (__TEXT,__text) external _icamax$NEWLAPACK
000000018111fd18 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180e18404 (__TEXT,__text) external _icamax_
0000000180e18604 (__TEXT,__text) external _idamax
0000000181093020 (__TEXT,__text) external _idamax$NEWLAPACK
000000018111fcdc (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180e18604 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180e18650 (__TEXT,__text) external _isamax
0000000181092fe4 (__TEXT,__text) external _isamax$NEWLAPACK
000000018111fca0 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180e18650 (__TEXT,__text) external _isamax_
0000000180e188a4 (__TEXT,__text) external _izamax
0000000181093098 (__TEXT,__text) external _izamax$NEWLAPACK
000000018111fd54 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180e188a4 (__TEXT,__text) external _izamax_
0000000180e12098 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180e1868c (__TEXT,__text) external _sasum
00000001810930d4 (__TEXT,__text) external _sasum$NEWLAPACK
000000018111fd90 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180e1868c (__TEXT,__text) external _sasum_
000000018109316c (__TEXT,__text) external _saxpby$NEWLAPACK
000000018111fe28 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180e186b0 (__TEXT,__text) external _saxpy
0000000181093104 (__TEXT,__text) external _saxpy$NEWLAPACK
000000018111fdc0 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180e186b0 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180e18440 (__TEXT,__text) external _scasum
00000001810930ec (__TEXT,__text) external _scasum$NEWLAPACK
000000018111fda8 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180e18440 (__TEXT,__text) external _scasum_
0000000180e18464 (__TEXT,__text) external _scnrm2
0000000181093310 (__TEXT,__text) external _scnrm2$NEWLAPACK
000000018111ffcc (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180e18464 (__TEXT,__text) external _scnrm2_
0000000180e186ec (__TEXT,__text) external _scopy
00000001810931d4 (__TEXT,__text) external _scopy$NEWLAPACK
000000018111fe90 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180e186ec (__TEXT,__text) external _scopy_
0000000180e18714 (__TEXT,__text) external _sdot
0000000181093214 (__TEXT,__text) external _sdot$NEWLAPACK
000000018111fed0 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180e18714 (__TEXT,__text) external _sdot_
0000000180e1873c (__TEXT,__text) external _sdsdot
00000001810932d4 (__TEXT,__text) external _sdsdot$NEWLAPACK
000000018111ff90 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180e1873c (__TEXT,__text) external _sdsdot_
0000000180e14bf4 (__TEXT,__text) external _sgbmv
0000000180e5f618 (__TEXT,__text) external _sgbmv$NEWLAPACK
0000000181118594 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180e14bf4 (__TEXT,__text) external _sgbmv_
0000000180e6cbcc (__TEXT,__text) external _sgeCopy
00000001810a4e8c (__TEXT,__text) external _sgePack_A_NoTran
00000001810a5020 (__TEXT,__text) external _sgePack_A_Tran
00000001810a4b60 (__TEXT,__text) external _sgePack_B_NoTran
00000001810a4c9c (__TEXT,__text) external _sgePack_B_Tran
0000000180e6cb74 (__TEXT,__text) external _sgeSetZero
0000000180e127bc (__TEXT,__text) external _sgemm
0000000180fef2dc (__TEXT,__text) external _sgemm$NEWLAPACK
000000018111d294 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180e127bc (__TEXT,__text) external _sgemm_
0000000180e14b34 (__TEXT,__text) external _sgemv
0000000180e5f2c8 (__TEXT,__text) external _sgemv$NEWLAPACK
0000000181118254 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180e14b34 (__TEXT,__text) external _sgemv_
0000000180e155cc (__TEXT,__text) external _sger
0000000180e5f9c8 (__TEXT,__text) external _sger$NEWLAPACK
0000000181118924 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180e155cc (__TEXT,__text) external _sger_
0000000180e18778 (__TEXT,__text) external _snrm2
00000001810932f8 (__TEXT,__text) external _snrm2$NEWLAPACK
000000018111ffb4 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180e18778 (__TEXT,__text) external _snrm2_
0000000180e1879c (__TEXT,__text) external _srot
0000000181093328 (__TEXT,__text) external _srot$NEWLAPACK
000000018111ffe4 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180e1879c (__TEXT,__text) external _srot_
0000000180e187cc (__TEXT,__text) external _srotg
0000000181093388 (__TEXT,__text) external _srotg$NEWLAPACK
0000000181120044 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180e187cc (__TEXT,__text) external _srotg_
0000000180e187e8 (__TEXT,__text) external _srotm
0000000181093398 (__TEXT,__text) external _srotm$NEWLAPACK
0000000181120054 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180e187e8 (__TEXT,__text) external _srotm_
0000000180e18810 (__TEXT,__text) external _srotmg
00000001810933b8 (__TEXT,__text) external _srotmg$NEWLAPACK
0000000181120074 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180e18810 (__TEXT,__text) external _srotmg_
0000000180e14d74 (__TEXT,__text) external _ssbmv
0000000180e604d0 (__TEXT,__text) external _ssbmv$NEWLAPACK
0000000181119404 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180e14d74 (__TEXT,__text) external _ssbmv_
0000000180e18834 (__TEXT,__text) external _sscal
00000001810933d0 (__TEXT,__text) external _sscal$NEWLAPACK
000000018112008c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180e18834 (__TEXT,__text) external _sscal_
0000000180e14e24 (__TEXT,__text) external _sspmv
0000000180e60650 (__TEXT,__text) external _sspmv$NEWLAPACK
000000018111957c (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180e14e24 (__TEXT,__text) external _sspmv_
0000000180e15748 (__TEXT,__text) external _sspr
0000000180e607b0 (__TEXT,__text) external _sspr$NEWLAPACK
00000001811196dc (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180e157d4 (__TEXT,__text) external _sspr2
0000000180e608e8 (__TEXT,__text) external _sspr2$NEWLAPACK
0000000181119814 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180e157d4 (__TEXT,__text) external _sspr2_
0000000180e15748 (__TEXT,__text) external _sspr_
0000000180e18864 (__TEXT,__text) external _sswap
0000000181093448 (__TEXT,__text) external _sswap$NEWLAPACK
0000000181120104 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180e18864 (__TEXT,__text) external _sswap_
0000000180e128e0 (__TEXT,__text) external _ssymm
0000000180fefe4c (__TEXT,__text) external _ssymm$NEWLAPACK
000000018111ddcc (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180e128e0 (__TEXT,__text) external _ssymm_
0000000180e14cd0 (__TEXT,__text) external _ssymv
0000000180e60a28 (__TEXT,__text) external _ssymv$NEWLAPACK
0000000181119954 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180e14cd0 (__TEXT,__text) external _ssymv_
0000000180e1561c (__TEXT,__text) external _ssyr
0000000180e60b90 (__TEXT,__text) external _ssyr$NEWLAPACK
0000000181119abc (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180e156ac (__TEXT,__text) external _ssyr2
0000000180e60cd0 (__TEXT,__text) external _ssyr2$NEWLAPACK
0000000181119bfc (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180e156ac (__TEXT,__text) external _ssyr2_
0000000180e12dc4 (__TEXT,__text) external _ssyr2k
0000000180ff0664 (__TEXT,__text) external _ssyr2k$NEWLAPACK
000000018111e5d4 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180e12dc4 (__TEXT,__text) external _ssyr2k_
0000000180e1561c (__TEXT,__text) external _ssyr_
0000000180e12ccc (__TEXT,__text) external _ssyrk
0000000180ff0244 (__TEXT,__text) external _ssyrk$NEWLAPACK
000000018111e1b4 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180e12ccc (__TEXT,__text) external _ssyrk_
0000000180e14ff0 (__TEXT,__text) external _stbmv
0000000180e60e28 (__TEXT,__text) external _stbmv$NEWLAPACK
0000000181119d54 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
0000000180e14ff0 (__TEXT,__text) external _stbmv_
0000000180e15374 (__TEXT,__text) external _stbsv
