00007ffa0703c38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa070a55b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table41
00007ffa070a63b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table41
00007ffa070a6c58 (__TEXT,__gcc_except_tab) non-external GCC_except_table41
00007ffa070a63c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table42
00007ffa070a6c6c (__TEXT,__gcc_except_tab) non-external GCC_except_table42
00007ffa070a7484 (__TEXT,__gcc_except_tab) non-external GCC_except_table42
00007ffa070a5a2c (__TEXT,__gcc_except_tab) non-external GCC_except_table43
00007ffa070a5c38 (__TEXT,__gcc_except_tab) non-external GCC_except_table43
00007ffa070a63d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table43
00007ffa070a7498 (__TEXT,__gcc_except_tab) non-external GCC_except_table43
00007ffa070a83ac (__TEXT,__gcc_except_tab) non-external GCC_except_table441
00007ffa070a8410 (__TEXT,__gcc_except_tab) non-external GCC_except_table443
00007ffa070a8468 (__TEXT,__gcc_except_tab) non-external GCC_except_table445
00007ffa070a8488 (__TEXT,__gcc_except_tab) non-external GCC_except_table447
00007ffa070a84c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table448
00007ffa070a5a5c (__TEXT,__gcc_except_tab) non-external GCC_except_table45
00007ffa070a74ac (__TEXT,__gcc_except_tab) non-external GCC_except_table45
00007ffa070a84f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table452
00007ffa070a852c (__TEXT,__gcc_except_tab) non-external GCC_except_table454
00007ffa070a8584 (__TEXT,__gcc_except_tab) non-external GCC_except_table456
00007ffa070a8594 (__TEXT,__gcc_except_tab) non-external GCC_except_table458
00007ffa070a85cc (__TEXT,__gcc_except_tab) non-external GCC_except_table459
00007ffa070a4fc4 (__TEXT,__gcc_except_tab) non-external GCC_except_table46
00007ffa070a57bc (__TEXT,__gcc_except_tab) non-external GCC_except_table46
00007ffa070a74c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table46
00007ffa070a5750 (__TEXT,__gcc_except_tab) non-external GCC_except_table47
00007ffa070a8604 (__TEXT,__gcc_except_tab) non-external GCC_except_table479
00007ffa070a74d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
00007ffa070a863c (__TEXT,__gcc_except_tab) non-external GCC_except_table480
00007ffa070a8674 (__TEXT,__gcc_except_tab) non-external GCC_except_table481
00007ffa070a86c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table483
00007ffa070a86fc (__TEXT,__gcc_except_tab) non-external GCC_except_table485
00007ffa070a63e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table49
00007ffa070a74e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table49
00007ffa070a8710 (__TEXT,__gcc_except_tab) non-external GCC_except_table490
00007ffa070a8748 (__TEXT,__gcc_except_tab) non-external GCC_except_table491
00007ffa070a516c (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070a53b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070a64b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070a6810 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070a69a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070ab1b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070ab28c (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070ab34c (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00007ffa070a877c (__TEXT,__gcc_except_tab) non-external GCC_except_table500
00007ffa070a87d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table501
00007ffa070a8830 (__TEXT,__gcc_except_tab) non-external GCC_except_table509
00007ffa070a55c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
00007ffa070a74fc (__TEXT,__gcc_except_tab) non-external GCC_except_table51
00007ffa070a88a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table510
00007ffa070a88c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table517
00007ffa070a5a70 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
00007ffa070a6410 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
00007ffa070a88e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table525
00007ffa070a8990 (__TEXT,__gcc_except_tab) non-external GCC_except_table526
00007ffa070a5768 (__TEXT,__gcc_except_tab) non-external GCC_except_table53
00007ffa070a5820 (__TEXT,__gcc_except_tab) non-external GCC_except_table53
00007ffa070a5ab4 (__TEXT,__gcc_except_tab) non-external GCC_except_table53
00007ffa070a6424 (__TEXT,__gcc_except_tab) non-external GCC_except_table53
00007ffa070a89c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table533
00007ffa070a57d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table54
00007ffa070a6434 (__TEXT,__gcc_except_tab) non-external GCC_except_table54
00007ffa070a89dc (__TEXT,__gcc_except_tab) non-external GCC_except_table540
00007ffa070a89f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table547
00007ffa070a4a78 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00007ffa070a51ec (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00007ffa070a6448 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00007ffa070a7510 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
00007ffa070a8a0c (__TEXT,__gcc_except_tab) non-external GCC_except_table554
00007ffa070a577c (__TEXT,__gcc_except_tab) non-external GCC_except_table56
00007ffa070a6464 (__TEXT,__gcc_except_tab) non-external GCC_except_table56
00007ffa070a8a24 (__TEXT,__gcc_except_tab) non-external GCC_except_table561
00007ffa070a8a3c (__TEXT,__gcc_except_tab) non-external GCC_except_table568
00007ffa070a5790 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ffa070a57e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ffa070a6478 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00007ffa070a8a54 (__TEXT,__gcc_except_tab) non-external GCC_except_table576
00007ffa070a57fc (__TEXT,__gcc_except_tab) non-external GCC_except_table58
00007ffa070a754c (__TEXT,__gcc_except_tab) non-external GCC_except_table58
00007ffa070a8a90 (__TEXT,__gcc_except_tab) non-external GCC_except_table584
00007ffa070a6e8c (__TEXT,__gcc_except_tab) non-external GCC_except_table59
00007ffa070a8abc (__TEXT,__gcc_except_tab) non-external GCC_except_table592
00007ffa070a5034 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a52b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a5938 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a5acc (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a5fa4 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a6018 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a64c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a6574 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a6824 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a6c7c (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a6cec (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a70c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070ab35c (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00007ffa070a7558 (__TEXT,__gcc_except_tab) non-external GCC_except_table60
00007ffa070ab2a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table60
00007ffa070a8ad8 (__TEXT,__gcc_except_tab) non-external GCC_except_table600
00007ffa070a8b08 (__TEXT,__gcc_except_tab) non-external GCC_except_table607
00007ffa070a7564 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
00007ffa070ab3f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
00007ffa070a8b20 (__TEXT,__gcc_except_tab) non-external GCC_except_table614
00007ffa070a8b58 (__TEXT,__gcc_except_tab) non-external GCC_except_table616
00007ffa070a8b7c (__TEXT,__gcc_except_tab) non-external GCC_except_table617
00007ffa070a8b88 (__TEXT,__gcc_except_tab) non-external GCC_except_table618
00007ffa070a6eb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table62
00007ffa070a8ba8 (__TEXT,__gcc_except_tab) non-external GCC_except_table628
00007ffa070a6ecc (__TEXT,__gcc_except_tab) non-external GCC_except_table63
00007ffa070a759c (__TEXT,__gcc_except_tab) non-external GCC_except_table63
00007ffa070a8bc0 (__TEXT,__gcc_except_tab) non-external GCC_except_table631
00007ffa070a6edc (__TEXT,__gcc_except_tab) non-external GCC_except_table64
00007ffa070a8bf8 (__TEXT,__gcc_except_tab) non-external GCC_except_table644
00007ffa070a6f04 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
00007ffa070a75e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
00007ffa070ab2bc (__TEXT,__gcc_except_tab) non-external GCC_except_table65
00007ffa070a8c08 (__TEXT,__gcc_except_tab) non-external GCC_except_table653
00007ffa070a8c4c (__TEXT,__gcc_except_tab) non-external GCC_except_table655
00007ffa070a8c88 (__TEXT,__gcc_except_tab) non-external GCC_except_table657
00007ffa070a4a8c (__TEXT,__gcc_except_tab) non-external GCC_except_table66
00007ffa070a5bb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
00007ffa070a6f24 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
00007ffa070a6f58 (__TEXT,__gcc_except_tab) non-external GCC_except_table67
00007ffa070a75f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table67
00007ffa070a8cb4 (__TEXT,__gcc_except_tab) non-external GCC_except_table671
00007ffa070a8cc8 (__TEXT,__gcc_except_tab) non-external GCC_except_table673
00007ffa070a8cdc (__TEXT,__gcc_except_tab) non-external GCC_except_table674
00007ffa070a8cf0 (__TEXT,__gcc_except_tab) non-external GCC_except_table676
00007ffa070a8d04 (__TEXT,__gcc_except_tab) non-external GCC_except_table677
00007ffa070a8d18 (__TEXT,__gcc_except_tab) non-external GCC_except_table679
00007ffa070a8d2c (__TEXT,__gcc_except_tab) non-external GCC_except_table680
00007ffa070a8d40 (__TEXT,__gcc_except_tab) non-external GCC_except_table682
00007ffa070a8d54 (__TEXT,__gcc_except_tab) non-external GCC_except_table683
00007ffa070a8d68 (__TEXT,__gcc_except_tab) non-external GCC_except_table685
00007ffa070a8d7c (__TEXT,__gcc_except_tab) non-external GCC_except_table689
00007ffa070a6f84 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
00007ffa070a7630 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
00007ffa070a8db8 (__TEXT,__gcc_except_tab) non-external GCC_except_table692
00007ffa070a8dc4 (__TEXT,__gcc_except_tab) non-external GCC_except_table694
00007ffa070a8dd0 (__TEXT,__gcc_except_tab) non-external GCC_except_table695
00007ffa070a8e08 (__TEXT,__gcc_except_tab) non-external GCC_except_table697
00007ffa070a8e54 (__TEXT,__gcc_except_tab) non-external GCC_except_table699
00007ffa070a5044 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a5280 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a52ec (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a596c (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a5b04 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a5e9c (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a6028 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a64d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a6588 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a66c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a6838 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a69d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a6abc (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a6c90 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a70d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a7138 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070a5114 (__TEXT,__gcc_except_tab) non-external GCC_except_table70
00007ffa070a8e60 (__TEXT,__gcc_except_tab) non-external GCC_except_table701
00007ffa070a8e9c (__TEXT,__gcc_except_tab) non-external GCC_except_table703
00007ffa070a8eac (__TEXT,__gcc_except_tab) non-external GCC_except_table705
00007ffa070a8ebc (__TEXT,__gcc_except_tab) non-external GCC_except_table707
00007ffa070a8ec8 (__TEXT,__gcc_except_tab) non-external GCC_except_table708
00007ffa070a5128 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
00007ffa070a7640 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
00007ffa070a5138 (__TEXT,__gcc_except_tab) non-external GCC_except_table72
00007ffa070a6fb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table72
00007ffa070a6fcc (__TEXT,__gcc_except_tab) non-external GCC_except_table73
00007ffa070a7650 (__TEXT,__gcc_except_tab) non-external GCC_except_table73
00007ffa070a8ef8 (__TEXT,__gcc_except_tab) non-external GCC_except_table734
00007ffa070a6fe0 (__TEXT,__gcc_except_tab) non-external GCC_except_table74
00007ffa070a765c (__TEXT,__gcc_except_tab) non-external GCC_except_table74
00007ffa070a6ff0 (__TEXT,__gcc_except_tab) non-external GCC_except_table75
00007ffa070a8fdc (__TEXT,__gcc_except_tab) non-external GCC_except_table768
00007ffa070a7024 (__TEXT,__gcc_except_tab) non-external GCC_except_table77
00007ffa070a705c (__TEXT,__gcc_except_tab) non-external GCC_except_table78
00007ffa070a52a0 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a53f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a59d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a5eb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a6048 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a64e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a6598 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a66e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a6848 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a6acc (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a6ca4 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070ab374 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070a5bcc (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007ffa070a7088 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007ffa070ab434 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007ffa070a9154 (__TEXT,__gcc_except_tab) non-external GCC_except_table802
00007ffa070a9250 (__TEXT,__gcc_except_tab) non-external GCC_except_table817
00007ffa070a934c (__TEXT,__gcc_except_tab) non-external GCC_except_table840
00007ffa070a9360 (__TEXT,__gcc_except_tab) non-external GCC_except_table855
00007ffa070a939c (__TEXT,__gcc_except_tab) non-external GCC_except_table857
00007ffa070a93d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table859
00007ffa070a93e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table864
00007ffa070a55dc (__TEXT,__gcc_except_tab) non-external GCC_except_table87
00007ffa070a9430 (__TEXT,__gcc_except_tab) non-external GCC_except_table871
00007ffa070a55f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007ffa070ab448 (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007ffa070a946c (__TEXT,__gcc_except_tab) non-external GCC_except_table884
00007ffa070a5604 (__TEXT,__gcc_except_tab) non-external GCC_except_table89
00007ffa070a94c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table891
00007ffa070a4fd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a5408 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a5ec0 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a5fb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a6058 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a64fc (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a65b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a66fc (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a6858 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a6cb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a7120 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a738c (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070ab388 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070a5830 (__TEXT,__gcc_except_tab) non-external GCC_except_table90
00007ffa070a9500 (__TEXT,__gcc_except_tab) non-external GCC_except_table901
00007ffa070a5618 (__TEXT,__gcc_except_tab) non-external GCC_except_table91
00007ffa070a9510 (__TEXT,__gcc_except_tab) non-external GCC_except_table910
00007ffa070a9520 (__TEXT,__gcc_except_tab) non-external GCC_except_table911
00007ffa070a952c (__TEXT,__gcc_except_tab) non-external GCC_except_table912
00007ffa070a9538 (__TEXT,__gcc_except_tab) non-external GCC_except_table913
00007ffa070a9544 (__TEXT,__gcc_except_tab) non-external GCC_except_table914
00007ffa070a9550 (__TEXT,__gcc_except_tab) non-external GCC_except_table919
00007ffa070a562c (__TEXT,__gcc_except_tab) non-external GCC_except_table92
00007ffa070a9598 (__TEXT,__gcc_except_tab) non-external GCC_except_table926
00007ffa070a5c4c (__TEXT,__gcc_except_tab) non-external GCC_except_table93
00007ffa070a95f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table933
00007ffa070a9648 (__TEXT,__gcc_except_tab) non-external GCC_except_table940
00007ffa070a96ac (__TEXT,__gcc_except_tab) non-external GCC_except_table947
00007ffa070a971c (__TEXT,__gcc_except_tab) non-external GCC_except_table954
00007ffa070a5c78 (__TEXT,__gcc_except_tab) non-external GCC_except_table96
00007ffa070a9780 (__TEXT,__gcc_except_tab) non-external GCC_except_table961
00007ffa070a97e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table968
00007ffa070a4b6c (__TEXT,__gcc_except_tab) non-external GCC_except_table97
00007ffa070a5c8c (__TEXT,__gcc_except_tab) non-external GCC_except_table97
00007ffa070a9854 (__TEXT,__gcc_except_tab) non-external GCC_except_table975
00007ffa070a4b80 (__TEXT,__gcc_except_tab) non-external GCC_except_table98
00007ffa070a5c9c (__TEXT,__gcc_except_tab) non-external GCC_except_table98
00007ffa070a98ac (__TEXT,__gcc_except_tab) non-external GCC_except_table982
00007ffa070a991c (__TEXT,__gcc_except_tab) non-external GCC_except_table989
00007ffa070a5810 (__TEXT,__gcc_except_tab) non-external GCC_except_table99
00007ffa070a5cc4 (__TEXT,__gcc_except_tab) non-external GCC_except_table99
00007ffa070a998c (__TEXT,__gcc_except_tab) non-external GCC_except_table996
                 (undefined) external _AVAssetExportPresetAppleM4A (from AVFoundation)
                 (undefined) external _AVAssetExportPresetAppleProRes422LPCM (from AVFoundation)
                 (undefined) external _AVAssetExportPresetPassthrough (from AVFoundation)
                 (undefined) external _AVAudioTimePitchAlgorithmVarispeed (from AVFoundation)
                 (undefined) external _AVChannelLayoutKey (from AVFAudio)
                 (undefined) external _AVFileTypeAppleM4A (from AVFoundation)
                 (undefined) external _AVFileTypeAppleM4V (from AVFoundation)
                 (undefined) external _AVFileTypeQuickTimeMovie (from AVFoundation)
                 (undefined) external _AVFormatIDKey (from AVFAudio)
                 (undefined) external _AVMediaTypeAudio (from AVFoundation)
                 (undefined) external _AVMediaTypeVideo (from AVFoundation)
                 (undefined) external _AVMetadataKeySpaceQuickTimeMetadata (from AVFoundation)
                 (undefined) external _AVMetadataKeySpaceiTunes (from AVFoundation)
                 (undefined) external _AVMetadataQuickTimeMetadataKeyArtwork (from AVFoundation)
                 (undefined) external _AVMetadataiTunesMetadataKeyCoverArt (from AVFoundation)
                 (undefined) external _AVNumberOfChannelsKey (from AVFAudio)
                 (undefined) external _AVOutputSettingsPreset1280x720 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset1920x1080 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset640x480 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset960x540 (from AVFoundation)
                 (undefined) external _AVSampleRateKey (from AVFAudio)
                 (undefined) external _AVVideoAverageBitRateKey (from AVFoundation)
                 (undefined) external _AVVideoCodecH264 (from AVFoundation)
                 (undefined) external _AVVideoCodecKey (from AVFoundation)
                 (undefined) external _AVVideoColorPrimariesKey (from AVFoundation)
                 (undefined) external _AVVideoColorPrimaries_ITU_R_709_2 (from AVFoundation)
                 (undefined) external _AVVideoColorPrimaries_SMPTE_C (from AVFoundation)
                 (undefined) external _AVVideoColorPropertiesKey (from AVFoundation)
                 (undefined) external _AVVideoCompressionPropertiesKey (from AVFoundation)
                 (undefined) external _AVVideoHeightKey (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Baseline30 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Main31 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Main41 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelKey (from AVFoundation)
                 (undefined) external _AVVideoScalingModeKey (from AVFoundation)
                 (undefined) external _AVVideoScalingModeResizeAspect (from AVFoundation)
                 (undefined) external _AVVideoTransferFunctionKey (from AVFoundation)
                 (undefined) external _AVVideoTransferFunction_ITU_R_709_2 (from AVFoundation)
                 (undefined) external _AVVideoWidthKey (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrixKey (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrix_ITU_R_601_4 (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrix_ITU_R_709_2 (from AVFoundation)
00007ffa06f2f70e (__TEXT,__text) external _Antialias1D
00007ffa06f65549 (__TEXT,__text) external _AppendIntToString
00007ffa0709eaec (__TEXT,__cstring) non-external _AppendIntToString.digits
00007ffa06fdfcac (__TEXT,__text) external _Bounce
                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFAttributedStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFAttributedStringGetAttribute (from CoreFoundation)
                 (undefined) external _CFAttributedStringSetAttribute (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFErrorCopyDescription (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringTrimWhitespace (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
                 (undefined) external _CGAffineTransformMakeRotation (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreateImage (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBitsPerPixel (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetHeight (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGColorCreate (from CoreGraphics)
                 (undefined) external _CGColorCreateCopy (from CoreGraphics)
                 (undefined) external _CGColorCreateGenericRGB (from CoreGraphics)
                 (undefined) external _CGColorEqualToColor (from CoreGraphics)
                 (undefined) external _CGColorGetComponents (from CoreGraphics)
                 (undefined) external _CGColorGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorRelease (from CoreGraphics)
                 (undefined) external _CGColorRetain (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetModel (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGColorSpaceRetain (from CoreGraphics)
                 (undefined) external _CGContextAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGContextBeginPage (from CoreGraphics)
                 (undefined) external _CGContextClipToRect (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextEndPage (from CoreGraphics)
                 (undefined) external _CGContextMoveToPoint (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRetain (from CoreGraphics)
                 (undefined) external _CGContextScaleCTM (from CoreGraphics)
                 (undefined) external _CGContextSetAllowsAntialiasing (from CoreGraphics)
                 (undefined) external _CGContextSetBlendMode (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidth (from CoreGraphics)
                 (undefined) external _CGContextSetShadowWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSmoothFonts (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColor (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorSpace (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetTextPosition (from CoreGraphics)
                 (undefined) external _CGContextStrokePath (from CoreGraphics)
                 (undefined) external _CGContextStrokeRect (from CoreGraphics)
                 (undefined) external _CGContextTranslateCTM (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageCreateCopyWithColorSpace (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithURL (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageDestinationSetProperties (from ImageIO)
                 (undefined) external _CGImageGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerComponent (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerPixel (from CoreGraphics)
                 (undefined) external _CGImageGetColorSpace (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
