                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _CC_SHA256 (from libSystem)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _OBJC_CLASS_$_GEOCountryConfiguration (from GeoServices)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHTTPURLResponse (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_RBSAssertion (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSDomainAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSTarget (from RunningBoardServices)
00000002993e4870 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_SAAssetManagerFactory
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_dynamicCastObjCClass (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getDynamicType (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
                 (undefined) external _swift_getSingletonMetadata (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContext2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContextInMetadataState2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_makeBoxUnique (from libswiftCore)
                 (undefined) external _swift_once (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_retain_n (from libswiftCore)
                 (undefined) weak external _swift_runtimeSupportsNoncopyableTypes (from libswiftCore)
                 (undefined) external _swift_slowAlloc (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_stdlib_random (from libswiftCore)
                 (undefined) external _swift_task_alloc (from libswift_Concurrency)
                 (undefined) external _swift_task_create (from libswift_Concurrency)
                 (undefined) external _swift_task_dealloc (from libswift_Concurrency)
                 (undefined) external _swift_task_switch (from libswift_Concurrency)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakAssign (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakDestroy (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakInit (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakLoadStrong (from libswiftCore)
                 (undefined) external _swift_weakAssign (from libswiftCore)
                 (undefined) external _swift_weakDestroy (from libswiftCore)
                 (undefined) external _swift_weakInit (from libswiftCore)
                 (undefined) external _swift_weakLoadStrong (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
                 (undefined) external _swift_willThrowTypedImpl (from libswiftCore)
0000000267825f4e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets11NetworkTaskP
000000026782621a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets12SpanProtocolP
000000026782623a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets15ActivityAdopterP
00000002678265f2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets16CPBloomFilteringP
0000000267825d74 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets19ActivityDescriptionP
0000000267825e06 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets19TransactionActivityP
00000002678260d6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets19UAFAssetSetManagingP
0000000267825ddc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets21CoreAnalyticsActivityP
0000000267825f0e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets21DeviceContextProtocolP
0000000267826270 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets22ActivityMonitorAdopterP
000000026782650c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets22ResourceAccessProviderP
0000000267825ebc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets22SubActivityDescriptionP
000000026782629a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets23ActivityMonitorDelegateP
0000000267825e90 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets23CrashSimulationActivityP
0000000267825db0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets23__CoreAnalyticsActivityP
0000000267825e2e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets25__CrashSimulationActivityP
0000000267825e5c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets31OptionalCrashSimulationActivityP
0000000267826066 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets31SASafariAssistantAssetProvidingP
000000026782659c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets32SASafariAssistantAssetSpecifyingP
000000026782609a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets39SASafariAssistantAssetProvidingDelegateP
0000000267826616 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets41SASafariAssistantPrefetchRequestFilteringP
0000000267826654 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s12SearchAssets49SASafariAssistantPrefetchRequestFilteringDelegateP
0000000267826204 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $sSY
0000000267825ee6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 14ParentActivity_____Qz 12SearchAssets22SubActivityDescriptionP
000000026782625e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 8Activity_____Qz 12SearchAssets15ActivityAdopterP
0000000267825da2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic 8RawValueSYQz
0000000267825d40 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic IeAgH_
0000000267825d38 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic IeghH_
0000000267825d22 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic IeyBh_
0000000267825cfa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic S2S______pSgIeghggr_ 12SearchAssets32SASafariAssistantAssetSpecifyingP
0000000267825cb4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic S2S______pSgIeghnnr_ 12SearchAssets32SASafariAssistantAssetSpecifyingP
000000026782617a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDyS2SG
00000002678266de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSDySiSaySSGGG
00000002678264da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSo8NSObjectCG
000000026782648c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSo8NSObjectCGSg
00000002678262d8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySS_____G 12SearchAssets15ActivityMonitorC13WeakReferenceC
000000026782675e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySiSaySSGG
00000002678261a6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy_____SSG 12SearchAssets35SafariAssistantAssetSpecifierLocaleO
0000000267825c9e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy_____So8UAFAssetCG 12SearchAssets35SafariAssistantAssetSpecifierLocaleO
000000026782639e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS
0000000267825c54 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SSSg
0000000267826734 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS_SSSgt
00000002678263d2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySSG
00000002678263a2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV
0000000267825fec (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G s5UInt8V
000000026782631c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pG 12SearchAssets12SpanProtocolP
00000002678264ee (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pG s7CVarArgP
00000002678264a2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pGSg s7CVarArgP
0000000267826328 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say______pGz_Xx 12SearchAssets12SpanProtocolP
00000002678264b0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SayyXlG
0000000267825c4a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sb
0000000267825d30 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScA_pSg
00000002678261b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScCyyt_____G s5NeverO
000000026782614e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScCyyt______pG s5ErrorP
0000000267825d2a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScPSg
00000002678266c4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sd
00000002678263ce (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Si
0000000267825fe4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SnySiG
0000000267825fc8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13NSURLResponseCSg
0000000267825c04 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectC
00000002678260fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectCSg
0000000267825d5a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSStringC
0000000267826462 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So9OS_os_logC
0000000267825f44 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Spy_____G So16os_unfair_lock_sV
0000000267825d9e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Su
0000000267826478 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DateV
00000002678261c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets027SafariSummarizationPrefetchB5ErrorO
0000000267825f78 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets11NetworkSpanC
0000000267826448 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets12ActivitySpanC
000000026782647e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets12ActivitySpanC0C4Data33_B2E5D2551AA0D95AE9F1E8BC2466EE81LLV
0000000267825f38 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets13DeviceContextC
0000000267825f3e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets14AtomicPropertyC
0000000267825c18 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets15ActivityMonitorC
00000002678262e4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets15ActivityMonitorC13WeakReferenceC
0000000267826544 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets18ResourceAccessSpanC
0000000267826432 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets21ResourceAccessOutcomeO
00000002678261fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets22ResourceAccessActivityO
00000002678261f8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets23ResourceNetworkActivityV
00000002678261e4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets25ResourceAccessNetworkSpanC
00000002678266d8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets27SAPrefetchUrlRedactPatternsV
0000000267825c12 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets29SASafariAssistantAssetManagerC
0000000267825ff6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets30SASafariAssistantAssetProviderC
00000002678265ec (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets31SASafariAssistantAssetSpecifierV
0000000267826398 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets35SASafariAssistantUrlPathFilterModelV
00000002678263da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets35SASafariAssistantUrlPathFilterModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLO
00000002678265d6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets35SafariAssistantAssetSpecifierLocaleO
000000026782669a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets38SASafariAssistantPrefetchRequestFilterC
00000002678265d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets40SafariAssistantAssetSpecifierCountryCodeO
0000000267825c4e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets41PrefilterSafariSummarizationPrefetchModelC
00000002678263c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV
0000000267826414 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLO
00000002678267ae (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets45SafariSummarizationPrefetchRequestFilterErrorO
00000002678262d2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 12SearchAssets6LockerC
00000002678261ea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 20PegasusConfiguration6ClientV
0000000267825c60 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So11SABuildTypeV
0000000267825c66 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So16os_unfair_lock_sV
0000000267825c5a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So22SATreatmentAllocStatusV
0000000267825c6c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ s6UInt32V
0000000267825d52 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation13URLComponentsV
00000002678266f2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation3URLV
000000026782615e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation4DateV
000000026782654a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 12SearchAssets25ResourceAccessNetworkSpanC
0000000267826470 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 2os12OSSignpostIDV
0000000267826484 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg s12StaticStringV
00000002678261f0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg s6UInt64V
000000026782644e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 12SearchAssets15ActivityMonitorC
0000000267826136 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 12SearchAssets30SASafariAssistantAssetProviderC
000000026782673e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 12SearchAssets38SASafariAssistantPrefetchRequestFilterC
0000000267826140 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 12SearchAssets30SASafariAssistantAssetProviderC
0000000267826748 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 12SearchAssets38SASafariAssistantPrefetchRequestFilterC
0000000267825d68 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____XDXMT 12SearchAssets30SASafariAssistantAssetProviderC
0000000267825f7e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets11NetworkTaskP
0000000267826348 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets12SpanProtocolP
0000000267826018 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets19UAFAssetSetManagingP
0000000267825c1e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets21DeviceContextProtocolP
00000002678264fa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets25__CrashSimulationActivityP
0000000267825c26 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets31SASafariAssistantAssetProvidingP
0000000267825c2e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets41SASafariAssistantPrefetchRequestFilteringP
0000000267826756 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 12SearchAssets49SASafariAssistantPrefetchRequestFilteringDelegateP
00000002678261c0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p s5ErrorP
0000000267826502 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 12SearchAssets25__CrashSimulationActivityP
0000000267825c7c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 12SearchAssets31SASafariAssistantAssetProvidingP
0000000267825c72 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 12SearchAssets32SASafariAssistantAssetSpecifyingP
0000000267825c86 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 12SearchAssets41SASafariAssistantPrefetchRequestFilteringP
0000000267825fa6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg So14OS_nw_activityP
00000002678264d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg So17OS_os_transactionP
0000000267825f86 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg s5ErrorP
0000000267825c36 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgSS_SStYbc 12SearchAssets32SASafariAssistantAssetSpecifyingP
00000002678266b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgSS_SStc 12SearchAssets32SASafariAssistantAssetSpecifyingP
00000002678262ea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgXw 12SearchAssets12SpanProtocolP
00000002678262c6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgXw 12SearchAssets23ActivityMonitorDelegateP
0000000267825ffc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgXw 12SearchAssets39SASafariAssistantAssetProvidingDelegateP
00000002678266a0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgXw 12SearchAssets49SASafariAssistantPrefetchRequestFilteringDelegateP
0000000267826716 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yS2SSgG s17_NativeDictionaryV
0000000267826708 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yS2SSgG s18_DictionaryStorageC
0000000267826020 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySDy_____SDy_____So8UAFAssetCGGG 12SearchAssets14AtomicPropertyC AA40SafariAssistantAssetSpecifierCountryCodeO AA0efgH6LocaleO
0000000267826798 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSDySiSaySSGGG s17_NativeDictionaryV
0000000267826306 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSo8NSObjectCG s17_NativeDictionaryV
0000000267826578 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSo8NSObjectCG s18_DictionaryStorageC
0000000267826166 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_SDyS2SGtG s23_ContiguousArrayStorageC
0000000267826724 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_SSSgtG s23_ContiguousArrayStorageC
0000000267826552 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_So8NSNumberCtG s23_ContiguousArrayStorageC
0000000267825fb0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_So8NSObjectCtG s23_ContiguousArrayStorageC
00000002678262f6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_____G s17_NativeDictionaryV 12SearchAssets15ActivityMonitorC13WeakReferenceC
0000000267825c90 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_yptG s23_ContiguousArrayStorageC
0000000267825cca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySbG 12SearchAssets14AtomicPropertyC
00000002678266c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySbG 15Synchronization6AtomicV
0000000267825ce4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yScTyyt_____GSgG 12SearchAssets14AtomicPropertyC s5NeverO
0000000267826788 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySiSaySSGG s17_NativeDictionaryV
000000026782677a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 10Foundation17AsyncLineSequenceV AA3URLV0B5BytesV
00000002678261d6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 12SearchAssets11NetworkSpanC AA08ResourceC8ActivityV
0000000267826536 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 12SearchAssets12ActivitySpanC AA014ResourceAccessC0O
00000002678263ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedDecodingContainerV 12SearchAssets35SASafariAssistantUrlPathFilterModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLO
00000002678263f8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedDecodingContainerV 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLO
00000002678263ba (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedEncodingContainerV 12SearchAssets35SASafariAssistantUrlPathFilterModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLO
0000000267826406 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedEncodingContainerV 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV10CodingKeys33_A0059EAF121C20D3399149A35399D26ELLO
00000002678266fa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 10Foundation12URLQueryItemV
0000000267826350 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC s5UInt8V
0000000267826380 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SDy_____SSGG s17_NativeDictionaryV 12SearchAssets40SafariAssistantAssetSpecifierCountryCodeO AC0efgH6LocaleO
000000026782635e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SDy_____So8UAFAssetCGG s17_NativeDictionaryV 12SearchAssets40SafariAssistantAssetSpecifierCountryCodeO AC0efgH6LocaleO
0000000267826182 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SDy_____So8UAFAssetCG_G SD8_VariantV 12SearchAssets40SafariAssistantAssetSpecifierCountryCodeO AC0defG6LocaleO
0000000267825cd4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SgG 12SearchAssets14AtomicPropertyC AA27SAPrefetchUrlRedactPatternsV
000000026782676c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______G 10Foundation17AsyncLineSequenceV0B8IteratorV AA3URLV0B5BytesV
000000026782656a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______G 12SearchAssets12ActivitySpanC0C4Data33_B2E5D2551AA0D95AE9F1E8BC2466EE81LLV AA014ResourceAccessC0O
000000026782658e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______G 12SearchAssets12ActivitySpanC0C4Data33_B2E5D2551AA0D95AE9F1E8BC2466EE81LLV AA015ResourceNetworkC0V
0000000267825d10 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______SStG s23_ContiguousArrayStorageC 12SearchAssets35SafariAssistantAssetSpecifierLocaleO
000000026782611a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______So8UAFAssetCtG s23_ContiguousArrayStorageC 12SearchAssets35SafariAssistantAssetSpecifierLocaleO
0000000267826338 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG s23_ContiguousArrayStorageC 12SearchAssets12SpanProtocolP
0000000267825efe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG s23_ContiguousArrayStorageC s7CVarArgP
0000000267826054 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pSgG 12SearchAssets14AtomicPropertyC So8NSObjectP
0000000267825f6e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 12SearchAssets12ActivitySpanC
0000000267826458 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_G 12SearchAssets12ActivitySpanC0C4Data33_B2E5D2551AA0D95AE9F1E8BC2466EE81LLV
000000026782610e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yyXlG s23_ContiguousArrayStorageC
0000000267826008 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yytG 15Synchronization5MutexVAARi_zrlE
0000000267825d9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic x
0000000267825fde (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ypSg
0000000267825d48 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ytIeAgHr_
0000000267822870 (__TEXT,__const) non-external _type_layout_string 12SearchAssets19ActivityDescriptionRzlAA0C4SpanC0C4Data33_B2E5D2551AA0D95AE9F1E8BC2466EE81LLVyx_G
00000002678217e8 (__TEXT,__const) non-external _type_layout_string 12SearchAssets23ResourceNetworkActivityV
0000000267823648 (__TEXT,__const) non-external _type_layout_string 12SearchAssets27SAPrefetchUrlRedactPatternsV
00000002678234a0 (__TEXT,__const) non-external _type_layout_string 12SearchAssets31SASafariAssistantAssetSpecifierV
0000000267821a50 (__TEXT,__const) non-external _type_layout_string 12SearchAssets35SASafariAssistantUrlPathFilterModelV
0000000267821b20 (__TEXT,__const) non-external _type_layout_string 12SearchAssets42SASafariAssistantUrlPathFilterPatternModelV
0000000267821040 (__TEXT,__const) non-external _type_layout_string So16os_unfair_lock_sV
