00007ffd189a0968 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd18930a8c (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd18992c87 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd18992c4c (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd18992c06 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd189280bf (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd18965b8d (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd1898f669 (__TEXT,__text) non-external _append_field
00007ffd1898c0ac (__TEXT,__text) non-external _applyEntryAttributes
00007ffd18965594 (__TEXT,__text) non-external _applyYEC
00007ffd1896031b (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd189605f7 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd1892d653 (__TEXT,__text) non-external _asyncContext
00007ffd1894bf26 (__TEXT,__text) non-external _asyncContext
00007ffd1892d95a (__TEXT,__text) non-external _asyncProgress
00007ffd1894c248 (__TEXT,__text) non-external _asyncProgress
00007ffd1892d942 (__TEXT,__text) non-external _asyncSelect
00007ffd18955321 (__TEXT,__text) non-external _bestMatchInRange
00007ffd189685b9 (__TEXT,__text) non-external _blockGetFromCache
00007ffd1896846d (__TEXT,__text) non-external _blockReader
00007ffd189686ee (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd1896e9c1 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd1896f31a (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd1896e819 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd1896ec0c (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd1896ec7a (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd1896e2d6 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd1896e110 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd1896e62d (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd1896e7b2 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd189acb24 (__TEXT,__text) non-external _cacheData
00007ffd1893b7bf (__TEXT,__text) non-external _cacheFlush
00007ffd1893b6aa (__TEXT,__text) non-external _cachePageEvict
00007ffd1893b3b6 (__TEXT,__text) non-external _cachePageGet
00007ffd1893b507 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd1892cb98 (__TEXT,__text) non-external _cancelProc
00007ffd18958144 (__TEXT,__text) non-external _cancelProc
00007ffd18963eb4 (__TEXT,__text) non-external _cancelProc
00007ffd18979868 (__TEXT,__text) non-external _cancelProc
00007ffd1897c42f (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00007ffd18953a00 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd18975ee4 (__TEXT,__text) non-external _chunkAppendHole
00007ffd1895d8b4 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd1895d1d1 (__TEXT,__text) non-external _chunkAsyncClose
00007ffd1895d55b (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd1895d8d4 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd1895d6fb (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd18975eb6 (__TEXT,__text) non-external _chunkDestroy
00007ffd189740a3 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd18974097 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd189565fb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd1892b7e6 (__TEXT,__text) non-external _closeProc
00007ffd189577fe (__TEXT,__text) non-external _closeProc
00007ffd1896142b (__TEXT,__text) non-external _closeProc
00007ffd18977bad (__TEXT,__text) non-external _closeProc
00007ffd1892ba96 (__TEXT,__text) non-external _closeWithStateProc
00007ffd18957889 (__TEXT,__text) non-external _closeWithStateProc
00007ffd18962a1b (__TEXT,__text) non-external _closeWithStateProc
00007ffd18977c6f (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd1898c7e6 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd18987c4c (__TEXT,__text) non-external _cmpNodesProc
00007ffd18927baf (__TEXT,__text) non-external _cmpRange
00007ffd1892b238 (__TEXT,__text) non-external _cmp_entries_clc
00007ffd1892b20b (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd1892b2ba (__TEXT,__text) non-external _cmp_entries_offset
00007ffd1892b265 (__TEXT,__text) non-external _cmp_entries_slc
00007ffd18985467 (__TEXT,__text) non-external _cmp_keys
00007ffd18977944 (__TEXT,__text) non-external _cmp_markers
00007ffd18924850 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd18924820 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd189247e7 (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd18924468 (__TEXT,__text) non-external _compare_digest_tasks
00007ffd18922880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd189252da (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd1892530d (__TEXT,__text) non-external _compare_forks_by_position
00007ffd1894c469 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd1894c402 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd1894c44d (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd1894c477 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd1894c45b (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd1892ea4f (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd18999bc1 (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd1895f29f (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd1895f203 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd189aa0cc (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd1896c49f (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd189676a6 (__TEXT,__text) non-external _convertStreamAbort
00007ffd18967910 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd1896652b (__TEXT,__text) non-external _convertStreamClose
00007ffd18967b69 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd18967878 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd189677d5 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd18967268 (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd189665c2 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd189740bc (__TEXT,__text) non-external _convert_block_controls
00007ffd18973f29 (__TEXT,__text) non-external _convert_internal_controls
00007ffd1895f9a1 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd1895fd53 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd189418fe (__TEXT,__text) non-external _copyStream
00007ffd18985c16 (__TEXT,__text) non-external _create
00007ffd1896633b (__TEXT,__text) non-external _createErrorContextKey
00007ffd18965dfd (__TEXT,__text) non-external (was a private external) _createThread
00007ffd18945bef (__TEXT,__text) non-external _ctrl_reader_get
00007ffd1894a6b8 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd1899de51 (__TEXT,__text) non-external _decodeStreamAbort
00007ffd1899de74 (__TEXT,__text) non-external _decodeStreamClose
00007ffd1899d34c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd1899d211 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd1899dc7f (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd1899d12a (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd1899d780 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd1899d069 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd189a11ba (__TEXT,__text) non-external _decompressToData
00007ffd189269cc (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd1892646d (__TEXT,__text) non-external _decryptAsyncClose
00007ffd1892666c (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd189269de (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd189267bb (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd1896d3bf (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd1896d241 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd1896d3cc (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd1896d3d9 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd18947bb5 (__TEXT,__text) non-external _ecc65537Inv
00007ffd1894779b (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd18947a48 (__TEXT,__text) non-external _ecc65537Solve
00007ffd1894780c (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd1899aa9b (__TEXT,__text) non-external _encodeEntry
00007ffd1899abfc (__TEXT,__text) non-external _encodeYOPEntry
00007ffd1899bc2d (__TEXT,__text) non-external _encoderStreamAbort
00007ffd1899ba5a (__TEXT,__text) non-external _encoderStreamClose
00007ffd1899bdd4 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd1899bc4a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd189656f1 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd18999b8d (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd1897b764 (__TEXT,__text) non-external _entryMessage
00007ffd1898be5e (__TEXT,__text) non-external _entryRelease
00007ffd18999b74 (__TEXT,__text) non-external _entryVectorCmp
00007ffd18960c15 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd18960d39 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd189869eb (__TEXT,__text) non-external _expandDirThreadProc
00007ffd1898be41 (__TEXT,__text) non-external _extractStreamAbort
00007ffd18989a30 (__TEXT,__text) non-external _extractStreamClose
00007ffd1898c9c4 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd1898ca9d (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd1898c64b (__TEXT,__text) non-external _extractStreamStateFail
00007ffd1898b680 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd1898a92a (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd1897c045 (__TEXT,__text) non-external _extractThread
00007ffd1898bfd5 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd18988996 (__TEXT,__text) non-external _extractThreadProc
00007ffd1898c735 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd1897bba1 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd1897b9b4 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd1897bbab (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd1897bc27 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd1893f05f (__TEXT,__text) non-external _findFirst
00007ffd189745af (__TEXT,__text) non-external _fingerprint_consumer
00007ffd18974265 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd189404e6 (__TEXT,__text) non-external _flushBuf
00007ffd1899c077 (__TEXT,__text) non-external _flushOBuf
00007ffd189a3354 (__TEXT,__text) non-external _flushOBuf
00007ffd1895a2b5 (__TEXT,__text) non-external _flushToResourceFork
00007ffd1899c1b7 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd18952050 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd18970120 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd18940887 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd4334db30 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00007ffd18976cf0 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd189acd4a (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffd18960940 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd1899cdf9 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd18947d76 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd1895ef8d (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd189662e9 (__TEXT,__text) non-external _getErrorContextKey
00007ffd4334db20 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd18972490 (__TEXT,__text) non-external _getFieldBlob
00007ffd189601e9 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd1896016b (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd1896071a (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd1898e252 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd189608ac (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd189600e3 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd189609cf (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd189609e5 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd18960a73 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd18960698 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd189abe85 (__TEXT,__text) non-external _getFreeCachePos
00007ffd18987875 (__TEXT,__text) non-external _getPath
00007ffd18954e48 (__TEXT,__text) non-external _getProfile
00007ffd1895ef59 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd1895f65d (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd1897c496 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd189611aa (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd189a9f5f (__TEXT,__text) non-external _graisAbort
00007ffd189a83c9 (__TEXT,__text) non-external _graisClose
00007ffd189a9b73 (__TEXT,__text) non-external _graisPRead
00007ffd189a9b4b (__TEXT,__text) non-external _graisRead
00007ffd189a9f19 (__TEXT,__text) non-external _graisSeek
00007ffd18986942 (__TEXT,__text) non-external _increaseCapacity
00007ffd18953c40 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd1899c76e (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd1898d19c (__TEXT,__text) non-external _init_blob_with_magic
00007ffd18968801 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd1896887a (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd18968a3f (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd1895f6fe (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd18992b2c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd1896612e (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd189accac (__TEXT,__text) non-external _joinThread.cold.1
00007ffd189a5c7b (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd189a5d1c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd189657be (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd1899d2a5 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd1897606a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd189917d8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd189a34ff (__TEXT,__text) non-external _loadChunkOffsets
00007ffd189a0ac4 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd1897c0ad (__TEXT,__text) non-external _loadRemainingRange
00007ffd1897c2d3 (__TEXT,__text) non-external _loadTempSegment
00007ffd1897bcb7 (__TEXT,__text) non-external _loadThread
00007ffd18969f8d (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd1895d3e1 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd1895f0ba (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd189508b5 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd189508a8 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd189508ea (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd189508c7 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd18950941 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd18950a9e (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd18950a91 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd18950ab0 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd1899cdd6 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd1899c998 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffd189499d7 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd189ac743 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd189871fe (__TEXT,__text) non-external _normalize
00007ffd1895f146 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd1897c52a (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd189c0e60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd189c1400 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd1892ec5c (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd1896a0da (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd1895f585 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd1892fac4 (__TEXT,__text) non-external _pcRead
00007ffd1892eecc (__TEXT,__text) non-external _pcWrite
00007ffd189255e3 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd18925459 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd189253e8 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd18925339 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd189253d3 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd18925548 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd18925533 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd189746b0 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd189accde (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd18974998 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd18974823 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd1896fcf4 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd18926f16 (__TEXT,__text) non-external _processClusterHeader
00007ffd1894b90b (__TEXT,__text) non-external _processEntry
00007ffd18963ec6 (__TEXT,__text) non-external _processEntry
00007ffd189269e7 (__TEXT,__text) non-external _processMagic
00007ffd189277c8 (__TEXT,__text) non-external _processPadding
00007ffd18926af2 (__TEXT,__text) non-external _processPrologue
00007ffd18927a85 (__TEXT,__text) non-external _processSegment
00007ffd1896cff2 (__TEXT,__text) non-external _processSegment
00007ffd1897b468 (__TEXT,__text) non-external _processSegment
00007ffd1894289f (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd1899c861 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd1899c7ec (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd18927bca (__TEXT,__text) non-external _pushPaddingRange
00007ffd18926303 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd18955562 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd18946574 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd1895e99b (__TEXT,__text) non-external _rangeCmp
00007ffd18959bd6 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd18959bb3 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd18959bf3 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd18922e20 (__TEXT,__text) non-external _rawimg_add_fork
00007ffd18922fc8 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd1892528d (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00007ffd18922b0c (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffd18924cfa (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffd18922893 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffd189242eb (__TEXT,__text) non-external _rawimg_digest_worker
00007ffd18948c87 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffd189c0d00 (__TEXT,__const) non-external _rawimg_force_in_place.pass_name.rel
00007ffd1892427a (__TEXT,__text) non-external _rawimg_free_chunks
00007ffd189234b4 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffd1892489a (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffd1892448b (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffd1892292a (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffd18922fd0 (__TEXT,__text) non-external _rawimg_verify
00007ffd18931398 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffd189aa35d (__TEXT,__text) non-external (was a private external) _readerProc
