0000000225bc2acc (__TEXT,__text) external _CGLGetCurrentContext
0000000225bbc52c (__TEXT,__text) external _glSecondaryColor3bv
0000000225bc165c (__TEXT,__text) external _glSecondaryColor3bvEXT
0000000225bbc544 (__TEXT,__text) external _glSecondaryColor3d
0000000225bc1674 (__TEXT,__text) external _glSecondaryColor3dEXT
0000000225bbc558 (__TEXT,__text) external _glSecondaryColor3dv
0000000225bc1688 (__TEXT,__text) external _glSecondaryColor3dvEXT
0000000225bbc570 (__TEXT,__text) external _glSecondaryColor3f
0000000225bc16a0 (__TEXT,__text) external _glSecondaryColor3fEXT
0000000225bbc584 (__TEXT,__text) external _glSecondaryColor3fv
0000000225bc16b4 (__TEXT,__text) external _glSecondaryColor3fvEXT
0000000225bbc59c (__TEXT,__text) external _glSecondaryColor3i
0000000225bc16cc (__TEXT,__text) external _glSecondaryColor3iEXT
0000000225bbc5bc (__TEXT,__text) external _glSecondaryColor3iv
0000000225bc16ec (__TEXT,__text) external _glSecondaryColor3ivEXT
0000000225bbc5d4 (__TEXT,__text) external _glSecondaryColor3s
0000000225bc1704 (__TEXT,__text) external _glSecondaryColor3sEXT
0000000225bbc5f4 (__TEXT,__text) external _glSecondaryColor3sv
0000000225bc1724 (__TEXT,__text) external _glSecondaryColor3svEXT
0000000225bbc60c (__TEXT,__text) external _glSecondaryColor3ub
0000000225bc173c (__TEXT,__text) external _glSecondaryColor3ubEXT
0000000225bbc62c (__TEXT,__text) external _glSecondaryColor3ubv
0000000225bc175c (__TEXT,__text) external _glSecondaryColor3ubvEXT
0000000225bbc644 (__TEXT,__text) external _glSecondaryColor3ui
0000000225bc1774 (__TEXT,__text) external _glSecondaryColor3uiEXT
0000000225bbc664 (__TEXT,__text) external _glSecondaryColor3uiv
0000000225bc1794 (__TEXT,__text) external _glSecondaryColor3uivEXT
0000000225bbc67c (__TEXT,__text) external _glSecondaryColor3us
0000000225bc17ac (__TEXT,__text) external _glSecondaryColor3usEXT
0000000225bbc69c (__TEXT,__text) external _glSecondaryColor3usv
0000000225bc17cc (__TEXT,__text) external _glSecondaryColor3usvEXT
0000000225bbc6b4 (__TEXT,__text) external _glSecondaryColorPointer
0000000225bc17e4 (__TEXT,__text) external _glSecondaryColorPointerEXT
0000000225bbaf08 (__TEXT,__text) external _glSelectBuffer
0000000225bbbcd4 (__TEXT,__text) external _glSeparableFilter2D
0000000225bc25ec (__TEXT,__text) external _glSetFenceAPPLE
0000000225bbaf24 (__TEXT,__text) external _glShadeModel
0000000225bbef7c (__TEXT,__text) external _glShaderBinary
0000000225bbd0c4 (__TEXT,__text) external _glShaderSource
0000000225bc0dd0 (__TEXT,__text) external _glShaderSourceARB
0000000225bbaf3c (__TEXT,__text) external _glStencilFunc
0000000225bbd630 (__TEXT,__text) external _glStencilFuncSeparate
0000000225bc29b8 (__TEXT,__text) external _glStencilFuncSeparateATI
0000000225bbaf5c (__TEXT,__text) external _glStencilMask
0000000225bbd678 (__TEXT,__text) external _glStencilMaskSeparate
0000000225bbaf74 (__TEXT,__text) external _glStencilOp
0000000225bbd654 (__TEXT,__text) external _glStencilOpSeparate
0000000225bc2994 (__TEXT,__text) external _glStencilOpSeparateATI
0000000225bc281c (__TEXT,__text) external _glSwapAPPLE
0000000225bc261c (__TEXT,__text) external _glTestFenceAPPLE
0000000225bc264c (__TEXT,__text) external _glTestObjectAPPLE
0000000225bbe378 (__TEXT,__text) external _glTexBuffer
0000000225bbaf94 (__TEXT,__text) external _glTexCoord1d
0000000225bbafa8 (__TEXT,__text) external _glTexCoord1dv
0000000225bbafc0 (__TEXT,__text) external _glTexCoord1f
0000000225bbafd4 (__TEXT,__text) external _glTexCoord1fv
0000000225bbafec (__TEXT,__text) external _glTexCoord1i
0000000225bbb004 (__TEXT,__text) external _glTexCoord1iv
0000000225bbb01c (__TEXT,__text) external _glTexCoord1s
0000000225bbb034 (__TEXT,__text) external _glTexCoord1sv
0000000225bbb04c (__TEXT,__text) external _glTexCoord2d
0000000225bbb060 (__TEXT,__text) external _glTexCoord2dv
0000000225bbb078 (__TEXT,__text) external _glTexCoord2f
0000000225bbb08c (__TEXT,__text) external _glTexCoord2fv
0000000225bbb0a4 (__TEXT,__text) external _glTexCoord2i
0000000225bbb0c0 (__TEXT,__text) external _glTexCoord2iv
0000000225bbb0d8 (__TEXT,__text) external _glTexCoord2s
0000000225bbb0f4 (__TEXT,__text) external _glTexCoord2sv
0000000225bbb10c (__TEXT,__text) external _glTexCoord3d
0000000225bbb120 (__TEXT,__text) external _glTexCoord3dv
0000000225bbb138 (__TEXT,__text) external _glTexCoord3f
0000000225bbb14c (__TEXT,__text) external _glTexCoord3fv
0000000225bbb164 (__TEXT,__text) external _glTexCoord3i
0000000225bbb184 (__TEXT,__text) external _glTexCoord3iv
0000000225bbb19c (__TEXT,__text) external _glTexCoord3s
0000000225bbb1bc (__TEXT,__text) external _glTexCoord3sv
0000000225bbb1d4 (__TEXT,__text) external _glTexCoord4d
0000000225bbb1e8 (__TEXT,__text) external _glTexCoord4dv
0000000225bbb200 (__TEXT,__text) external _glTexCoord4f
0000000225bbb214 (__TEXT,__text) external _glTexCoord4fv
0000000225bbb22c (__TEXT,__text) external _glTexCoord4i
0000000225bbb250 (__TEXT,__text) external _glTexCoord4iv
0000000225bbb268 (__TEXT,__text) external _glTexCoord4s
0000000225bbb28c (__TEXT,__text) external _glTexCoord4sv
0000000225bbb2a4 (__TEXT,__text) external _glTexCoordPointer
0000000225bbb2c8 (__TEXT,__text) external _glTexEnvf
0000000225bbb2e4 (__TEXT,__text) external _glTexEnvfv
0000000225bbb304 (__TEXT,__text) external _glTexEnvi
0000000225bbb324 (__TEXT,__text) external _glTexEnviv
0000000225bbb344 (__TEXT,__text) external _glTexGend
0000000225bbb360 (__TEXT,__text) external _glTexGendv
0000000225bbb380 (__TEXT,__text) external _glTexGenf
0000000225bbb39c (__TEXT,__text) external _glTexGenfv
0000000225bbb3bc (__TEXT,__text) external _glTexGeni
0000000225bbb3dc (__TEXT,__text) external _glTexGeniv
0000000225bbb3fc (__TEXT,__text) external _glTexImage1D
0000000225bbb450 (__TEXT,__text) external _glTexImage2D
0000000225bbe548 (__TEXT,__text) external _glTexImage2DMultisample
0000000225bbb8d4 (__TEXT,__text) external _glTexImage3D
0000000225bbe574 (__TEXT,__text) external _glTexImage3DMultisample
0000000225bbe0ec (__TEXT,__text) external _glTexParameterIiv
0000000225bc2284 (__TEXT,__text) external _glTexParameterIivEXT
0000000225bbe10c (__TEXT,__text) external _glTexParameterIuiv
0000000225bc22a4 (__TEXT,__text) external _glTexParameterIuivEXT
0000000225bbb4ac (__TEXT,__text) external _glTexParameterf
0000000225bbb4c8 (__TEXT,__text) external _glTexParameterfv
0000000225bbb4e8 (__TEXT,__text) external _glTexParameteri
0000000225bbb508 (__TEXT,__text) external _glTexParameteriv
0000000225bc14ac (__TEXT,__text) external _glTexStorage1D
0000000225bc14d0 (__TEXT,__text) external _glTexStorage2D
0000000225bc14f8 (__TEXT,__text) external _glTexStorage3D
0000000225bbb528 (__TEXT,__text) external _glTexSubImage1D
0000000225bbb558 (__TEXT,__text) external _glTexSubImage2D
0000000225bbb910 (__TEXT,__text) external _glTexSubImage3D
0000000225bc2a54 (__TEXT,__text) external _glTextureBarrierNV
0000000225bc2574 (__TEXT,__text) external _glTextureRangeAPPLE
0000000225bbdc20 (__TEXT,__text) external _glTransformFeedbackVaryings
0000000225bc1d24 (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
0000000225bbb5b4 (__TEXT,__text) external _glTranslated
0000000225bbb5c8 (__TEXT,__text) external _glTranslatef
0000000225bbea00 (__TEXT,__text) external _glUniform1d
0000000225bbea60 (__TEXT,__text) external _glUniform1dv
0000000225bbd1c4 (__TEXT,__text) external _glUniform1f
0000000225bc0e84 (__TEXT,__text) external _glUniform1fARB
0000000225bbd2ac (__TEXT,__text) external _glUniform1fv
0000000225bc0f6c (__TEXT,__text) external _glUniform1fvARB
0000000225bbd224 (__TEXT,__text) external _glUniform1i
0000000225bc0ee4 (__TEXT,__text) external _glUniform1iARB
0000000225bbd32c (__TEXT,__text) external _glUniform1iv
0000000225bc0fec (__TEXT,__text) external _glUniform1ivARB
0000000225bbdfe4 (__TEXT,__text) external _glUniform1ui
0000000225bc20d8 (__TEXT,__text) external _glUniform1uiEXT
0000000225bbe06c (__TEXT,__text) external _glUniform1uiv
0000000225bc2160 (__TEXT,__text) external _glUniform1uivEXT
0000000225bbea18 (__TEXT,__text) external _glUniform2d
0000000225bbea80 (__TEXT,__text) external _glUniform2dv
0000000225bbd1dc (__TEXT,__text) external _glUniform2f
0000000225bc0e9c (__TEXT,__text) external _glUniform2fARB
0000000225bbd2cc (__TEXT,__text) external _glUniform2fv
0000000225bc0f8c (__TEXT,__text) external _glUniform2fvARB
0000000225bbd240 (__TEXT,__text) external _glUniform2i
0000000225bc0f00 (__TEXT,__text) external _glUniform2iARB
0000000225bbd34c (__TEXT,__text) external _glUniform2iv
0000000225bc100c (__TEXT,__text) external _glUniform2ivARB
0000000225bbe000 (__TEXT,__text) external _glUniform2ui
0000000225bc20f4 (__TEXT,__text) external _glUniform2uiEXT
0000000225bbe08c (__TEXT,__text) external _glUniform2uiv
0000000225bc2180 (__TEXT,__text) external _glUniform2uivEXT
0000000225bbea30 (__TEXT,__text) external _glUniform3d
0000000225bbeaa0 (__TEXT,__text) external _glUniform3dv
0000000225bbd1f4 (__TEXT,__text) external _glUniform3f
0000000225bc0eb4 (__TEXT,__text) external _glUniform3fARB
0000000225bbd2ec (__TEXT,__text) external _glUniform3fv
0000000225bc0fac (__TEXT,__text) external _glUniform3fvARB
0000000225bbd260 (__TEXT,__text) external _glUniform3i
0000000225bc0f20 (__TEXT,__text) external _glUniform3iARB
0000000225bbd36c (__TEXT,__text) external _glUniform3iv
0000000225bc102c (__TEXT,__text) external _glUniform3ivARB
0000000225bbe020 (__TEXT,__text) external _glUniform3ui
0000000225bc2114 (__TEXT,__text) external _glUniform3uiEXT
0000000225bbe0ac (__TEXT,__text) external _glUniform3uiv
0000000225bc21a0 (__TEXT,__text) external _glUniform3uivEXT
0000000225bbea48 (__TEXT,__text) external _glUniform4d
0000000225bbeac0 (__TEXT,__text) external _glUniform4dv
0000000225bbd20c (__TEXT,__text) external _glUniform4f
0000000225bc0ecc (__TEXT,__text) external _glUniform4fARB
0000000225bbd30c (__TEXT,__text) external _glUniform4fv
0000000225bc0fcc (__TEXT,__text) external _glUniform4fvARB
0000000225bbd284 (__TEXT,__text) external _glUniform4i
0000000225bc0f44 (__TEXT,__text) external _glUniform4iARB
0000000225bbd38c (__TEXT,__text) external _glUniform4iv
0000000225bc104c (__TEXT,__text) external _glUniform4ivARB
0000000225bbe044 (__TEXT,__text) external _glUniform4ui
0000000225bc2138 (__TEXT,__text) external _glUniform4uiEXT
0000000225bbe0cc (__TEXT,__text) external _glUniform4uiv
0000000225bc21c0 (__TEXT,__text) external _glUniform4uivEXT
0000000225bbe30c (__TEXT,__text) external _glUniformBlockBinding
0000000225bc1db8 (__TEXT,__text) external _glUniformBufferEXT
0000000225bbeae0 (__TEXT,__text) external _glUniformMatrix2dv
0000000225bbd3ac (__TEXT,__text) external _glUniformMatrix2fv
0000000225bc106c (__TEXT,__text) external _glUniformMatrix2fvARB
0000000225bbeb4c (__TEXT,__text) external _glUniformMatrix2x3dv
0000000225bbd6b0 (__TEXT,__text) external _glUniformMatrix2x3fv
0000000225bbeb94 (__TEXT,__text) external _glUniformMatrix2x4dv
0000000225bbd6f8 (__TEXT,__text) external _glUniformMatrix2x4fv
0000000225bbeb04 (__TEXT,__text) external _glUniformMatrix3dv
0000000225bbd3d0 (__TEXT,__text) external _glUniformMatrix3fv
0000000225bc1090 (__TEXT,__text) external _glUniformMatrix3fvARB
0000000225bbeb70 (__TEXT,__text) external _glUniformMatrix3x2dv
0000000225bbd6d4 (__TEXT,__text) external _glUniformMatrix3x2fv
0000000225bbebdc (__TEXT,__text) external _glUniformMatrix3x4dv
0000000225bbd740 (__TEXT,__text) external _glUniformMatrix3x4fv
0000000225bbeb28 (__TEXT,__text) external _glUniformMatrix4dv
0000000225bbd3f4 (__TEXT,__text) external _glUniformMatrix4fv
0000000225bc10b4 (__TEXT,__text) external _glUniformMatrix4fvARB
0000000225bbebb8 (__TEXT,__text) external _glUniformMatrix4x2dv
0000000225bbd71c (__TEXT,__text) external _glUniformMatrix4x2fv
0000000225bbec00 (__TEXT,__text) external _glUniformMatrix4x3dv
0000000225bbd764 (__TEXT,__text) external _glUniformMatrix4x3fv
0000000225bbed04 (__TEXT,__text) external _glUniformSubroutinesuiv
0000000225bc1540 (__TEXT,__text) external _glUnlockArraysEXT
0000000225bbcb14 (__TEXT,__text) external _glUnmapBuffer
0000000225bc0d14 (__TEXT,__text) external _glUnmapBufferARB
0000000225bbd170 (__TEXT,__text) external _glUseProgram
0000000225bc0e54 (__TEXT,__text) external _glUseProgramObjectARB
0000000225bbf05c (__TEXT,__text) external _glUseProgramStages
0000000225bbd1a8 (__TEXT,__text) external _glValidateProgram
0000000225bc0e6c (__TEXT,__text) external _glValidateProgramARB
0000000225bbf140 (__TEXT,__text) external _glValidateProgramPipeline
0000000225bbb5dc (__TEXT,__text) external _glVertex2d
0000000225bbb5f0 (__TEXT,__text) external _glVertex2dv
0000000225bbb608 (__TEXT,__text) external _glVertex2f
0000000225bbb61c (__TEXT,__text) external _glVertex2fv
0000000225bbb634 (__TEXT,__text) external _glVertex2i
0000000225bbb650 (__TEXT,__text) external _glVertex2iv
0000000225bbb668 (__TEXT,__text) external _glVertex2s
0000000225bbb684 (__TEXT,__text) external _glVertex2sv
0000000225bbb69c (__TEXT,__text) external _glVertex3d
0000000225bbb6b0 (__TEXT,__text) external _glVertex3dv
0000000225bbb6c8 (__TEXT,__text) external _glVertex3f
0000000225bbb6dc (__TEXT,__text) external _glVertex3fv
0000000225bbb6f4 (__TEXT,__text) external _glVertex3i
0000000225bbb714 (__TEXT,__text) external _glVertex3iv
0000000225bbb72c (__TEXT,__text) external _glVertex3s
0000000225bbb74c (__TEXT,__text) external _glVertex3sv
0000000225bbb764 (__TEXT,__text) external _glVertex4d
0000000225bbb778 (__TEXT,__text) external _glVertex4dv
0000000225bbb790 (__TEXT,__text) external _glVertex4f
0000000225bbb7a4 (__TEXT,__text) external _glVertex4fv
0000000225bbb7bc (__TEXT,__text) external _glVertex4i
0000000225bbb7e0 (__TEXT,__text) external _glVertex4iv
0000000225bbb7f8 (__TEXT,__text) external _glVertex4s
0000000225bbb81c (__TEXT,__text) external _glVertex4sv
0000000225bc26bc (__TEXT,__text) external _glVertexArrayParameteriAPPLE
0000000225bc2684 (__TEXT,__text) external _glVertexArrayRangeAPPLE
0000000225bbcb88 (__TEXT,__text) external _glVertexAttrib1d
0000000225bbfb84 (__TEXT,__text) external _glVertexAttrib1dARB
0000000225bbcba0 (__TEXT,__text) external _glVertexAttrib1dv
0000000225bbfcf8 (__TEXT,__text) external _glVertexAttrib1dvARB
0000000225bbcbbc (__TEXT,__text) external _glVertexAttrib1f
0000000225bbfb6c (__TEXT,__text) external _glVertexAttrib1fARB
0000000225bbcbd4 (__TEXT,__text) external _glVertexAttrib1fv
0000000225bbfcdc (__TEXT,__text) external _glVertexAttrib1fvARB
0000000225bbcbf0 (__TEXT,__text) external _glVertexAttrib1s
0000000225bbfb50 (__TEXT,__text) external _glVertexAttrib1sARB
0000000225bbcc0c (__TEXT,__text) external _glVertexAttrib1sv
0000000225bbfcc0 (__TEXT,__text) external _glVertexAttrib1svARB
0000000225bbcc28 (__TEXT,__text) external _glVertexAttrib2d
0000000225bbfbd4 (__TEXT,__text) external _glVertexAttrib2dARB
0000000225bbcc40 (__TEXT,__text) external _glVertexAttrib2dv
0000000225bbfd4c (__TEXT,__text) external _glVertexAttrib2dvARB
0000000225bbcc5c (__TEXT,__text) external _glVertexAttrib2f
0000000225bbfbbc (__TEXT,__text) external _glVertexAttrib2fARB
0000000225bbcc74 (__TEXT,__text) external _glVertexAttrib2fv
0000000225bbfd30 (__TEXT,__text) external _glVertexAttrib2fvARB
0000000225bbcc90 (__TEXT,__text) external _glVertexAttrib2s
0000000225bbfb9c (__TEXT,__text) external _glVertexAttrib2sARB
0000000225bbccb0 (__TEXT,__text) external _glVertexAttrib2sv
0000000225bbfd14 (__TEXT,__text) external _glVertexAttrib2svARB
0000000225bbcccc (__TEXT,__text) external _glVertexAttrib3d
0000000225bbfc28 (__TEXT,__text) external _glVertexAttrib3dARB
0000000225bbcce4 (__TEXT,__text) external _glVertexAttrib3dv
0000000225bbfda0 (__TEXT,__text) external _glVertexAttrib3dvARB
0000000225bbcd00 (__TEXT,__text) external _glVertexAttrib3f
0000000225bbfc10 (__TEXT,__text) external _glVertexAttrib3fARB
0000000225bbcd18 (__TEXT,__text) external _glVertexAttrib3fv
0000000225bbfd84 (__TEXT,__text) external _glVertexAttrib3fvARB
0000000225bbcd34 (__TEXT,__text) external _glVertexAttrib3s
0000000225bbfbec (__TEXT,__text) external _glVertexAttrib3sARB
0000000225bbcd58 (__TEXT,__text) external _glVertexAttrib3sv
0000000225bbfd68 (__TEXT,__text) external _glVertexAttrib3svARB
0000000225bbcd74 (__TEXT,__text) external _glVertexAttrib4Nbv
0000000225bbfe9c (__TEXT,__text) external _glVertexAttrib4NbvARB
0000000225bbcd90 (__TEXT,__text) external _glVertexAttrib4Niv
0000000225bbfed4 (__TEXT,__text) external _glVertexAttrib4NivARB
0000000225bbcdac (__TEXT,__text) external _glVertexAttrib4Nsv
0000000225bbfeb8 (__TEXT,__text) external _glVertexAttrib4NsvARB
0000000225bbcdc8 (__TEXT,__text) external _glVertexAttrib4Nub
0000000225bbfc98 (__TEXT,__text) external _glVertexAttrib4NubARB
0000000225bbcdf0 (__TEXT,__text) external _glVertexAttrib4Nubv
0000000225bbfef0 (__TEXT,__text) external _glVertexAttrib4NubvARB
0000000225bbce0c (__TEXT,__text) external _glVertexAttrib4Nuiv
0000000225bbff28 (__TEXT,__text) external _glVertexAttrib4NuivARB
0000000225bbce28 (__TEXT,__text) external _glVertexAttrib4Nusv
0000000225bbff0c (__TEXT,__text) external _glVertexAttrib4NusvARB
0000000225bbce44 (__TEXT,__text) external _glVertexAttrib4bv
0000000225bbfdbc (__TEXT,__text) external _glVertexAttrib4bvARB
0000000225bbce60 (__TEXT,__text) external _glVertexAttrib4d
0000000225bbfc80 (__TEXT,__text) external _glVertexAttrib4dARB
0000000225bbce78 (__TEXT,__text) external _glVertexAttrib4dv
0000000225bbfe80 (__TEXT,__text) external _glVertexAttrib4dvARB
0000000225bbce94 (__TEXT,__text) external _glVertexAttrib4f
0000000225bbfc68 (__TEXT,__text) external _glVertexAttrib4fARB
0000000225bbceac (__TEXT,__text) external _glVertexAttrib4fv
0000000225bbfe64 (__TEXT,__text) external _glVertexAttrib4fvARB
0000000225bbcec8 (__TEXT,__text) external _glVertexAttrib4iv
0000000225bbfdf4 (__TEXT,__text) external _glVertexAttrib4ivARB
0000000225bbcee4 (__TEXT,__text) external _glVertexAttrib4s
0000000225bbfc40 (__TEXT,__text) external _glVertexAttrib4sARB
0000000225bbcf0c (__TEXT,__text) external _glVertexAttrib4sv
0000000225bbfdd8 (__TEXT,__text) external _glVertexAttrib4svARB
0000000225bbcf28 (__TEXT,__text) external _glVertexAttrib4ubv
0000000225bbfe10 (__TEXT,__text) external _glVertexAttrib4ubvARB
0000000225bbcf44 (__TEXT,__text) external _glVertexAttrib4uiv
0000000225bbfe48 (__TEXT,__text) external _glVertexAttrib4uivARB
0000000225bbcf60 (__TEXT,__text) external _glVertexAttrib4usv
0000000225bbfe2c (__TEXT,__text) external _glVertexAttrib4usvARB
0000000225bbe9a8 (__TEXT,__text) external _glVertexAttribDivisor
0000000225bc12b4 (__TEXT,__text) external _glVertexAttribDivisorARB
0000000225bbdd28 (__TEXT,__text) external _glVertexAttribI1i
0000000225bc1e10 (__TEXT,__text) external _glVertexAttribI1iEXT
0000000225bbde38 (__TEXT,__text) external _glVertexAttribI1iv
0000000225bc1f20 (__TEXT,__text) external _glVertexAttribI1ivEXT
0000000225bbddb0 (__TEXT,__text) external _glVertexAttribI1ui
0000000225bc1e98 (__TEXT,__text) external _glVertexAttribI1uiEXT
0000000225bbdea8 (__TEXT,__text) external _glVertexAttribI1uiv
0000000225bc1f90 (__TEXT,__text) external _glVertexAttribI1uivEXT
0000000225bbdd44 (__TEXT,__text) external _glVertexAttribI2i
0000000225bc1e2c (__TEXT,__text) external _glVertexAttribI2iEXT
0000000225bbde54 (__TEXT,__text) external _glVertexAttribI2iv
0000000225bc1f3c (__TEXT,__text) external _glVertexAttribI2ivEXT
0000000225bbddcc (__TEXT,__text) external _glVertexAttribI2ui
0000000225bc1eb4 (__TEXT,__text) external _glVertexAttribI2uiEXT
0000000225bbdec4 (__TEXT,__text) external _glVertexAttribI2uiv
0000000225bc1fac (__TEXT,__text) external _glVertexAttribI2uivEXT
0000000225bbdd64 (__TEXT,__text) external _glVertexAttribI3i
0000000225bc1e4c (__TEXT,__text) external _glVertexAttribI3iEXT
0000000225bbde70 (__TEXT,__text) external _glVertexAttribI3iv
0000000225bc1f58 (__TEXT,__text) external _glVertexAttribI3ivEXT
0000000225bbddec (__TEXT,__text) external _glVertexAttribI3ui
0000000225bc1ed4 (__TEXT,__text) external _glVertexAttribI3uiEXT
0000000225bbdee0 (__TEXT,__text) external _glVertexAttribI3uiv
0000000225bc1fc8 (__TEXT,__text) external _glVertexAttribI3uivEXT
0000000225bbdf18 (__TEXT,__text) external _glVertexAttribI4bv
0000000225bc2000 (__TEXT,__text) external _glVertexAttribI4bvEXT
0000000225bbdd88 (__TEXT,__text) external _glVertexAttribI4i
0000000225bc1e70 (__TEXT,__text) external _glVertexAttribI4iEXT
0000000225bbde8c (__TEXT,__text) external _glVertexAttribI4iv
0000000225bc1f74 (__TEXT,__text) external _glVertexAttribI4ivEXT
0000000225bbdf34 (__TEXT,__text) external _glVertexAttribI4sv
0000000225bc201c (__TEXT,__text) external _glVertexAttribI4svEXT
0000000225bbdf50 (__TEXT,__text) external _glVertexAttribI4ubv
0000000225bc2038 (__TEXT,__text) external _glVertexAttribI4ubvEXT
0000000225bbde10 (__TEXT,__text) external _glVertexAttribI4ui
0000000225bc1ef8 (__TEXT,__text) external _glVertexAttribI4uiEXT
0000000225bbdefc (__TEXT,__text) external _glVertexAttribI4uiv
0000000225bc1fe4 (__TEXT,__text) external _glVertexAttribI4uivEXT
0000000225bbdf6c (__TEXT,__text) external _glVertexAttribI4usv
0000000225bc2054 (__TEXT,__text) external _glVertexAttribI4usvEXT
0000000225bbdcc0 (__TEXT,__text) external _glVertexAttribIPointer
0000000225bc2070 (__TEXT,__text) external _glVertexAttribIPointerEXT
0000000225bbf89c (__TEXT,__text) external _glVertexAttribL1d
0000000225bbf8fc (__TEXT,__text) external _glVertexAttribL1dv
0000000225bbf8b4 (__TEXT,__text) external _glVertexAttribL2d
0000000225bbf918 (__TEXT,__text) external _glVertexAttribL2dv
0000000225bbf8cc (__TEXT,__text) external _glVertexAttribL3d
0000000225bbf934 (__TEXT,__text) external _glVertexAttribL3dv
0000000225bbf8e4 (__TEXT,__text) external _glVertexAttribL4d
0000000225bbf950 (__TEXT,__text) external _glVertexAttribL4dv
0000000225bbf96c (__TEXT,__text) external _glVertexAttribLPointer
0000000225bbe888 (__TEXT,__text) external _glVertexAttribP1ui
0000000225bbe918 (__TEXT,__text) external _glVertexAttribP1uiv
0000000225bbe8ac (__TEXT,__text) external _glVertexAttribP2ui
0000000225bbe93c (__TEXT,__text) external _glVertexAttribP2uiv
0000000225bbe8d0 (__TEXT,__text) external _glVertexAttribP3ui
0000000225bbe960 (__TEXT,__text) external _glVertexAttribP3uiv
0000000225bbe8f4 (__TEXT,__text) external _glVertexAttribP4ui
0000000225bbe984 (__TEXT,__text) external _glVertexAttribP4uiv
0000000225bbcf7c (__TEXT,__text) external _glVertexAttribPointer
0000000225bbff44 (__TEXT,__text) external _glVertexAttribPointerARB
0000000225bc0340 (__TEXT,__text) external _glVertexBlendARB
0000000225bc28f4 (__TEXT,__text) external _glVertexPointSizefAPPLE
0000000225bbb834 (__TEXT,__text) external _glVertexPointer
0000000225bbb858 (__TEXT,__text) external _glViewport
0000000225bbf9b4 (__TEXT,__text) external _glViewportArrayv
0000000225bbf9d4 (__TEXT,__text) external _glViewportIndexedf
0000000225bbf9ec (__TEXT,__text) external _glViewportIndexedfv
0000000225bbe4e4 (__TEXT,__text) external _glWaitSync
0000000225bc031c (__TEXT,__text) external _glWeightPointerARB
0000000225bc023c (__TEXT,__text) external _glWeightbvARB
0000000225bc02ac (__TEXT,__text) external _glWeightdvARB
0000000225bc0290 (__TEXT,__text) external _glWeightfvARB
0000000225bc0274 (__TEXT,__text) external _glWeightivARB
0000000225bc0258 (__TEXT,__text) external _glWeightsvARB
0000000225bc02c8 (__TEXT,__text) external _glWeightubvARB
0000000225bc0300 (__TEXT,__text) external _glWeightuivARB
0000000225bc02e4 (__TEXT,__text) external _glWeightusvARB
0000000225bbc7b4 (__TEXT,__text) external _glWindowPos2d
0000000225bc09b4 (__TEXT,__text) external _glWindowPos2dARB
0000000225bbc7c8 (__TEXT,__text) external _glWindowPos2dv
0000000225bc09c8 (__TEXT,__text) external _glWindowPos2dvARB
0000000225bbc7e0 (__TEXT,__text) external _glWindowPos2f
0000000225bc09e0 (__TEXT,__text) external _glWindowPos2fARB
0000000225bbc7f4 (__TEXT,__text) external _glWindowPos2fv
0000000225bc09f4 (__TEXT,__text) external _glWindowPos2fvARB
0000000225bbc80c (__TEXT,__text) external _glWindowPos2i
0000000225bc0a0c (__TEXT,__text) external _glWindowPos2iARB
0000000225bbc828 (__TEXT,__text) external _glWindowPos2iv
0000000225bc0a28 (__TEXT,__text) external _glWindowPos2ivARB
0000000225bbc840 (__TEXT,__text) external _glWindowPos2s
0000000225bc0a40 (__TEXT,__text) external _glWindowPos2sARB
0000000225bbc85c (__TEXT,__text) external _glWindowPos2sv
0000000225bc0a5c (__TEXT,__text) external _glWindowPos2svARB
0000000225bbc874 (__TEXT,__text) external _glWindowPos3d
0000000225bc0a74 (__TEXT,__text) external _glWindowPos3dARB
0000000225bbc888 (__TEXT,__text) external _glWindowPos3dv
0000000225bc0a88 (__TEXT,__text) external _glWindowPos3dvARB
0000000225bbc8a0 (__TEXT,__text) external _glWindowPos3f
0000000225bc0aa0 (__TEXT,__text) external _glWindowPos3fARB
0000000225bbc8b4 (__TEXT,__text) external _glWindowPos3fv
0000000225bc0ab4 (__TEXT,__text) external _glWindowPos3fvARB
0000000225bbc8cc (__TEXT,__text) external _glWindowPos3i
0000000225bc0acc (__TEXT,__text) external _glWindowPos3iARB
0000000225bbc8ec (__TEXT,__text) external _glWindowPos3iv
0000000225bc0aec (__TEXT,__text) external _glWindowPos3ivARB
0000000225bbc904 (__TEXT,__text) external _glWindowPos3s
0000000225bc0b04 (__TEXT,__text) external _glWindowPos3sARB
0000000225bbc924 (__TEXT,__text) external _glWindowPos3sv
0000000225bc0b24 (__TEXT,__text) external _glWindowPos3svARB
000000029886ff78 (__DATA_DIRTY,__common) external _gll_noop
