00007ff8434a2580 (__DATA,__data) non-external _.compoundliteral
00007ff84069cdd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.449
00007ff84069ceb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.460
00007ff84069cf68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.499
00007ff84069cb10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84069de30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2508
00007ff8406a9318 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3104
00007ff8406a9558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3348
00007ff84069ce48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.444
00007ff84069cee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.455
00007ff84069c7a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8406a96a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8406a96c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406a96e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54.3482
00007ff8406a9708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406a9728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8406a9748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff84069c390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84069c400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.29
00007ff84069cb30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.296
00007ff84069ce68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.445
00007ff8406a9768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8406a9788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406a97a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff84069dd00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.633
00007ff8406a97c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406a97e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3481
00007ff8406a9808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff84069c7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8406a9d98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3701
00007ff84069c800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff8406a9828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3408
00007ff84069c5c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406a9848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3410
00007ff8406a9868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff84069c430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff84069de60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2522
00007ff84069cb70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.292
00007ff8406a9348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3106
00007ff8406a94c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3334
00007ff84069c490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.47
00007ff84069cfc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.504
00007ff8406a9888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff84069c830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406a98a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3413
00007ff84069c860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84069c890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff84069c8c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff84069c980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406a9cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3655
00007ff8406a9db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3712
00007ff84069c370 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84069caf0 (__DATA_CONST,__const) non-external ___block_literal_global.299
00007ff8406a9298 (__DATA_CONST,__const) non-external ___block_literal_global.3097
00007ff8406a9b28 (__DATA_CONST,__const) non-external ___block_literal_global.3435
00007ff8406a9d48 (__DATA_CONST,__const) non-external ___block_literal_global.3646
00007ff84069c5a0 (__DATA_CONST,__const) non-external ___block_literal_global.51
00007ff84069dd20 (__DATA_CONST,__const) non-external ___block_literal_global.632
00007ff84069c3b0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff84069cb50 (__DATA_CONST,__const) non-external ___block_literal_global.7.291
                 (undefined) external ___bzero (from libSystem)
00007ff803d71489 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff803d7122f (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff803d715f8 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff803d7a5c3 (__TEXT,__text) non-external ___check_cycles1_block_invoke
00007ff803d7a6bc (__TEXT,__text) non-external ___check_cycles1_block_invoke.4
00007ff803d7a6f6 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
00007ff803d810ef (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff803d74db8 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff803d72e22 (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff803d80eef (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff803d74cf0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff803d871a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff803d7039f (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff803d74261 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff803d73c91 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803d7a2b8 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803d7a239 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff803d67850 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff803d6e420 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff803d72ca8 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff803d7e3ac (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803d7e3ba (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff803d728a8 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff803d72c78 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff803d7da36 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff803d866aa (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff803d7352d (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803d74910 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803d86841 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff803d7a8f4 (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff803d7f40c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803d8673e (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff803d7a1d3 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff803d7adf4 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff803d7cb75 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff803d850c8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff803d80843 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff803d71091 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff803d71a6a (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803d7730d (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff803d70883 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff803d83de2 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff803d63923 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff803d84e54 (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff803d69e74 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803d68e11 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff803d834e9 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff803d83b4d (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff803d64fdc (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff803d76496 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff803d64e4e (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff803d835d6 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff803d82028 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803d7d6dd (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff803d7a90b (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff803d7f444 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803d86788 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff803d7a1ea (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff803d7ae2c (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff803d7cbbf (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff803d85136 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff803d704cc (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803d7da96 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803d7eba8 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff803d7c884 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff803d7c909 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff803d7c648 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff803d7c682 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff803d7bdfe (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff803d7be86 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff803d869e5 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff803d7221d (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff803d72186 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff803d8006f (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff803d73674 (__TEXT,__text) non-external ___factor_block_invoke
00007ff803d7f7c6 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff803d83898 (__TEXT,__text) non-external ___format_error_block_invoke
00007ff803d85705 (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
00007ff803d8569b (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff803d856d0 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff803d853db (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803d86298 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff803d68be4 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff803d6ebd1 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff803d84de5 (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803d84d6f (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff803d83a15 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff803d7eee4 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff803d7cf85 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff803d7c08f (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff803d7ceaa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff803d7f537 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff803d7302c (__TEXT,__text) non-external ___reorder_block_invoke
00007ff803d735f1 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff803d81341 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803d7d774 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803d7d7c7 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff803d72d76 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff803d79aa3 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803d79fdb (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803d802b6 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff803d74a3a (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff803d7b0a7 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff803d6f051 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803d7e370 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff803d699b9 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff803d7e358 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803d68c37 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803d76cc4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803d6dc82 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803d76cb0 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803d6cb44 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803d7ea4a (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803d65e18 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803d68034 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff803d72ce5 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff803d72bbb (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff803d7aa97 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803d760d7 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff803d801fc (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff803d80cbf (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff803d631a3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff803d6e77e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff803d83dc7 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff803d82b86 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff803d83da8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff803d82bfe (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff803d83d8d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff803d82c76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff803d83d0d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff803d82cee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff803d83cb3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803d7714b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff803d82d66 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff803d83c59 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff803d8304f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff803d830ee (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff803d831ab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff803d83498 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff803d83b98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff803d76c79 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803d69a44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff803d69cab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff803d81bcb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff803d82447 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff803d82460 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff803d82479 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff803d7ee61 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff803d8150a (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff803d7fe83 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff803d7fed8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff803d7fdfb (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff803d7fe54 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff803d83c1c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff803d83be3 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff803d863e9 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff803d86828 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff803d8661a (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff803d86afe (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff803d86a8b (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff803d7ff92 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff803d811c1 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff803d62e0f (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff8434a2260 (__DATA,__data) non-external __address_family_aliases_
00007ff803d77121 (__TEXT,__text) non-external __buffer_close
00007ff803d7706c (__TEXT,__text) non-external __buffer_read
00007ff803d77010 (__TEXT,__text) non-external __buffer_seek
00007ff803d682a7 (__TEXT,__text) non-external __calculate_graft_position
00007ff803d7f753 (__TEXT,__text) non-external __condition_list_diff
00007ff8434aafe0 (__DATA,__data) non-external __csop_aliases_
00007ff8434a5a00 (__DATA,__data) non-external __csr_aliases_
00007ff803d83e72 (__TEXT,__text) non-external __define_filter
00007ff803d62797 (__TEXT,__text) non-external __define_list
00007ff803d629d6 (__TEXT,__text) non-external __define_symbol
00007ff8434ab290 (__DATA,__data) non-external __errno_value_aliases_
00007ff8434a9a20 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803d68868 (__TEXT,__text) non-external __flatten
00007ff803d762e9 (__TEXT,__text) non-external __free_error_pool
00007ff8434a25f0 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff8434a5ae0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff8434a3470 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff8434ab100 (__DATA,__data) non-external __kas_info_aliases_
00007ff8434ab150 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff8434ab1b0 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff8434a80b0 (__DATA,__data) non-external __machtrap_aliases_
00007ff803d6285a (__TEXT,__text) non-external __make_list_v
00007ff803d773f0 (__TEXT,__text) non-external __mbuf_close
00007ff803d80624 (__TEXT,__text) non-external __mbuf_read
00007ff803d806ec (__TEXT,__text) non-external __mbuf_seek
00007ff803d77372 (__TEXT,__text) non-external __mbuf_write
00007ff8434aad00 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff8434a8490 (__DATA,__data) non-external __mig_routine_aliases_
00007ff8434aab10 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff803d735ab (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff803d62ef2 (__TEXT,__text) non-external __parse_file
00007ff8434a6390 (__DATA,__data) non-external __persona_aliases_
00007ff803d7d059 (__TEXT,__text) non-external __prepare_instructions
00007ff8434a5590 (__DATA,__data) non-external __privilege_aliases_
00007ff803d75ece (__TEXT,__text) non-external __push_match_byteset_instr
00007ff803d5fc1c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff803d718ae (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803d65c2a (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff803d74d1e (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803d7ab09 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803d67d21 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803d7a927 (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803d6cf84 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff803d7f23c (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff803d6c810 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff803d5b868 (__TEXT,__text) non-external __sb_realloc_vector
00007ff803d85b1e (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803d6cb60 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803d7e3c8 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff803d804ed (__TEXT,__text) non-external __set_modifier_string
00007ff8434a5cb0 (__DATA,__data) non-external __signal_aliases_
00007ff8434a9f20 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff8434aa5c0 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff8434a2520 (__DATA,__data) non-external __socket_type_aliases_
00007ff8434a6410 (__DATA,__data) non-external __syscall_aliases_
00007ff8434aaf40 (__DATA,__data) non-external __task_special_port_aliases_
00007ff8434a60b0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff8434a61c0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803d69c21 (__TEXT,__text) non-external _all_args_pass_test
00007ff803d5c458 (__TEXT,__text) non-external _alloc_cellseg
00007ff803d6b4d2 (__TEXT,__text) non-external _alloc_literal
00007ff803d7dd8b (__TEXT,__text) non-external _allocate_branch_list
00007ff803d646d7 (__TEXT,__text) non-external _arg_is_condition
00007ff803d83d28 (__TEXT,__text) non-external _arg_is_message_filter
00007ff803d69ce4 (__TEXT,__text) non-external _arg_is_modifier
00007ff803d64747 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff803d66298 (__TEXT,__text) non-external _assert_is_mutable
00007ff803d7ea10 (__TEXT,__text) non-external _assert_is_mutable.363
00007ff803d7807e (__TEXT,__text) non-external _atom2str
00007ff803d872bf (__TEXT,__text) non-external _atom2str.cold.1
00007ff803d872e2 (__TEXT,__text) non-external _atom2str.cold.2
00007ff803d87305 (__TEXT,__text) non-external _atom2str.cold.3
00007ff803d87328 (__TEXT,__text) non-external _atom2str.cold.4
00007ff803d8734b (__TEXT,__text) non-external _atom2str.cold.5
00007ff803d8736e (__TEXT,__text) non-external _atom2str.cold.6
00007ff803d87391 (__TEXT,__text) non-external _atom2str.cold.7
00007ff803d873b4 (__TEXT,__text) non-external _atom2str.cold.8
00007ff803d5e8ff (__TEXT,__text) non-external _backchar
00007ff803d63866 (__TEXT,__text) non-external _backtrace_pop
00007ff803d87233 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff803d5cfce (__TEXT,__text) non-external _backtrace_push
00007ff803d7afc1 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff803d6ff72 (__TEXT,__text) non-external _can_combine_conjunction
00007ff803d6feff (__TEXT,__text) non-external _can_combine_disjunction
00007ff803d711ee (__TEXT,__text) non-external _candidate_list_lookup
00007ff803d71bfa (__TEXT,__text) non-external _candidate_list_remove
00007ff803d74452 (__TEXT,__text) non-external _candidate_set_release
00007ff803d6462f (__TEXT,__text) non-external _car
00007ff803d6467e (__TEXT,__text) non-external _cdr
00007ff803d7a33c (__TEXT,__text) non-external _check_cycles1
00007ff803d7a62c (__TEXT,__text) non-external _check_cycles_policy
00007ff803d74aed (__TEXT,__text) non-external _check_dependencies
00007ff803d80d5f (__TEXT,__text) non-external _check_instruction
00007ff803d80e5b (__TEXT,__text) non-external _check_policy
00007ff803d8571f (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff803d59115 (__TEXT,__text) non-external _compile
00007ff803d653cc (__TEXT,__text) non-external _compute_cost_estimate
00007ff803d65163 (__TEXT,__text) non-external _compute_hash
00007ff803d7e215 (__TEXT,__text) non-external _compute_hash.276
00007ff803d68d24 (__TEXT,__text) non-external _condition_free_callback
00007ff803d8140b (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff803d73d0f (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff803d79bb1 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803d6bb9e (__TEXT,__text) non-external _construct_automaton
00007ff803d74592 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff803d705d0 (__TEXT,__text) non-external _cse
00007ff803d70904 (__TEXT,__text) non-external _cse_inferior_list
00007ff803d707a4 (__TEXT,__text) non-external _cse_multiple
00007ff803d723f1 (__TEXT,__text) non-external _dce
00007ff803d66682 (__TEXT,__text) non-external _decorate_condition
00007ff803d63218 (__TEXT,__text) non-external _decorate_operation
00007ff803d81f88 (__TEXT,__text) non-external _define_combination_filter
