00007ffd047bfef6 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd0476b786 (__TEXT,__text) non-external _asyncProgress
00007ffd0474cd41 (__TEXT,__text) non-external _asyncSelect
00007ffd04774959 (__TEXT,__text) non-external _bestMatchInRange
00007ffd04787e5f (__TEXT,__text) non-external _blockGetFromCache
00007ffd04787d13 (__TEXT,__text) non-external _blockReader
00007ffd04787fb1 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd0478da6a (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffd0478e37a (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd0478ecec (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd0478e1d6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd0478e5de (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd0478e64c (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd0478dc83 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd0478dabd (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd0478dfed (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd0478e177 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd047cc1a6 (__TEXT,__text) non-external _cacheData
00007ffd0475acce (__TEXT,__text) non-external _cacheFlush
00007ffd0475abae (__TEXT,__text) non-external _cachePageEvict
00007ffd0475a8bc (__TEXT,__text) non-external _cachePageGet
00007ffd0475aa17 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd0474bf5c (__TEXT,__text) non-external _cancelProc
00007ffd04777776 (__TEXT,__text) non-external _cancelProc
00007ffd047836d8 (__TEXT,__text) non-external _cancelProc
00007ffd0479958c (__TEXT,__text) non-external _cancelProc
00007ffd0479c1f6 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffd04772f3d (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd0479587c (__TEXT,__text) non-external _chunkAppendHole
00007ffd0477cfa0 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd0477c8b3 (__TEXT,__text) non-external _chunkAsyncClose
00007ffd0477cc3d (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd0477cfc0 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd0477cde0 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd0479584e (__TEXT,__text) non-external _chunkDestroy
00007ffd04793a08 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd047939fc (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd04775c31 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd0474aa57 (__TEXT,__text) non-external _closeProc
00007ffd04776e24 (__TEXT,__text) non-external _closeProc
00007ffd04780b9e (__TEXT,__text) non-external _closeProc
00007ffd047978f1 (__TEXT,__text) non-external _closeProc
00007ffd0474ad08 (__TEXT,__text) non-external _closeWithStateProc
00007ffd04776eaf (__TEXT,__text) non-external _closeWithStateProc
00007ffd0478221e (__TEXT,__text) non-external _closeWithStateProc
00007ffd047979b3 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd047ac822 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd047a7c2a (__TEXT,__text) non-external _cmpNodesProc
00007ffd04746e4d (__TEXT,__text) non-external _cmpRange
00007ffd0474a4b5 (__TEXT,__text) non-external _cmp_entries_clc
00007ffd0474a488 (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd0474a536 (__TEXT,__text) non-external _cmp_entries_offset
00007ffd0474a4e2 (__TEXT,__text) non-external _cmp_entries_slc
00007ffd047a5328 (__TEXT,__text) non-external _cmp_keys
00007ffd04797688 (__TEXT,__text) non-external _cmp_markers
00007ffd04743b58 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd04743b28 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd04743ae9 (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd0474377d (__TEXT,__text) non-external _compare_digest_tasks
00007ffd04741b90 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd0474455f (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd04744598 (__TEXT,__text) non-external _compare_forks_by_position
00007ffd0476b9a5 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd0476b93e (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd0476b989 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd0476b9b3 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd0476b997 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd0474de57 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd047b9ccb (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd0477ea1b (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd0477e97b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd047c972d (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd0478bdf4 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd04786f26 (__TEXT,__text) non-external _convertStreamAbort
00007ffd04787190 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd04785d64 (__TEXT,__text) non-external _convertStreamClose
00007ffd047873e4 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd047870f5 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd04787058 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd04786a9c (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd04785dfb (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd04793a21 (__TEXT,__text) non-external _convert_block_controls
00007ffd0479389b (__TEXT,__text) non-external _convert_internal_controls
00007ffd0477f0e8 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd0477f491 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd04760e9f (__TEXT,__text) non-external _copyStream
00007ffd047a5ae6 (__TEXT,__text) non-external _create
00007ffd04785b6c (__TEXT,__text) non-external _createErrorContextKey
00007ffd047855fc (__TEXT,__text) non-external (was a private external) _createThread
00007ffd047650a5 (__TEXT,__text) non-external _ctrl_reader_get
00007ffd04769bcb (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd047be13e (__TEXT,__text) non-external _decodeStreamAbort
00007ffd047be161 (__TEXT,__text) non-external _decodeStreamClose
00007ffd047bd27e (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffd047bd59b (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd047bd460 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd047bdf55 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd047bd355 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd047bda41 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd047bd1df (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd047c0748 (__TEXT,__text) non-external _decompressToData
00007ffd04745c68 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd0474570d (__TEXT,__text) non-external _decryptAsyncClose
00007ffd0474590c (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd04745c7a (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd04745a59 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd0478cd1f (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd0478cba1 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd0478cd2c (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd0478cd39 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd04767119 (__TEXT,__text) non-external _ecc65537Inv
00007ffd04766d28 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd04766fb1 (__TEXT,__text) non-external _ecc65537Solve
00007ffd04766d8d (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd047babad (__TEXT,__text) non-external _encodeEntry
00007ffd047bad0e (__TEXT,__text) non-external _encodeYOPEntry
00007ffd047bbd2b (__TEXT,__text) non-external _encoderStreamAbort
00007ffd047bbb58 (__TEXT,__text) non-external _encoderStreamClose
00007ffd047bbed2 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd047bbd48 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd04784f09 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd047b9c97 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd0479b524 (__TEXT,__text) non-external _entryMessage
00007ffd047abe9a (__TEXT,__text) non-external _entryRelease
00007ffd047b9c7e (__TEXT,__text) non-external _entryVectorCmp
00007ffd04780370 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd04780494 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd047a6944 (__TEXT,__text) non-external _expandDirThreadProc
00007ffd047abe7d (__TEXT,__text) non-external _extractStreamAbort
00007ffd047a99c8 (__TEXT,__text) non-external _extractStreamClose
00007ffd047aca43 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd047acb1c (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd047ac687 (__TEXT,__text) non-external _extractStreamStateFail
00007ffd047ab685 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd047aa92f (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd0479be0e (__TEXT,__text) non-external _extractThread
00007ffd047ac011 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd047a8904 (__TEXT,__text) non-external _extractThreadProc
00007ffd047ac771 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd0479b969 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd0479b77c (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd0479b973 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd0479b9ef (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd0475e593 (__TEXT,__text) non-external _findFirst
00007ffd04793f1f (__TEXT,__text) non-external _fingerprint_consumer
00007ffd04793bd8 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd0475fa82 (__TEXT,__text) non-external _flushBuf
00007ffd047bc17f (__TEXT,__text) non-external _flushOBuf
00007ffd047c28e8 (__TEXT,__text) non-external _flushOBuf
00007ffd0477996b (__TEXT,__text) non-external _flushToResourceFork
00007ffd047bc2bc (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd0477162c (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd0478fae7 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd0475fe18 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd419e37e0 (__DATA,__bss) non-external _gErrorContextKey
00007ffd0479697f (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd047800a0 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd047bcf42 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd047672da (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd0477e6ed (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd04785b1a (__TEXT,__text) non-external _getErrorContextKey
00007ffd419e37d0 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd04791e4c (__TEXT,__text) non-external _getFieldBlob
00007ffd0477f928 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd0477f8a7 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd0477fe83 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd047ae159 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd04780017 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd0477f81f (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd0478012a (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd04780140 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd047801ce (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd0477fe01 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd047cb51c (__TEXT,__text) non-external _getFreeCachePos
00007ffd0474ef8b (__TEXT,__text) non-external _getHeader
00007ffd047a7851 (__TEXT,__text) non-external _getPath
00007ffd04774496 (__TEXT,__text) non-external _getProfile
00007ffd0477e6b9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd0477edd2 (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd0479c263 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd04780910 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd047c95c0 (__TEXT,__text) non-external _graisAbort
00007ffd047c7a07 (__TEXT,__text) non-external _graisClose
00007ffd047c91b7 (__TEXT,__text) non-external _graisPRead
00007ffd047c918f (__TEXT,__text) non-external _graisRead
00007ffd047c957a (__TEXT,__text) non-external _graisSeek
00007ffd047a689b (__TEXT,__text) non-external _increaseCapacity
00007ffd04773190 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd047bc87b (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd047ad250 (__TEXT,__text) non-external _init_blob_with_magic
00007ffd047880c4 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd0478813d (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd04788302 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd0477ee67 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd047b2b00 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd0478592d (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd047c5250 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd047c52f1 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd04784fd6 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd047bd4f4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd04795a05 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd047b1778 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd047c2a8b (__TEXT,__text) non-external _loadChunkOffsets
00007ffd047c0052 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd0479be76 (__TEXT,__text) non-external _loadRemainingRange
00007ffd0479c09a (__TEXT,__text) non-external _loadTempSegment
00007ffd0479ba7f (__TEXT,__text) non-external _loadThread
00007ffd047898da (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd0477cac3 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd0477e81a (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd0476fe0c (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd0476fdff (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd0476fe41 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd0476fe1e (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd0476fe98 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd0476ffef (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd0476ffe2 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd04770001 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd047bcf1f (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd047bcaae (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd047cbdd0 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd047a71db (__TEXT,__text) non-external _normalize
00007ffd0477e8a6 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd0479c2f7 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd047dfe60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd047e03b0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd0474e053 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd04789a27 (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd0477ed02 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd0474ef01 (__TEXT,__text) non-external _pcRead
00007ffd0474e2c5 (__TEXT,__text) non-external _pcWrite
00007ffd04744874 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd047446ea (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd04744679 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd047445ca (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd04744664 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd047447d9 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd047447c4 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd04794030 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd047cc32e (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd04794318 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd047941a3 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd0478f6db (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd047461b2 (__TEXT,__text) non-external _processClusterHeader
00007ffd0476ae4a (__TEXT,__text) non-external _processEntry
00007ffd047836ea (__TEXT,__text) non-external _processEntry
00007ffd04745c83 (__TEXT,__text) non-external _processMagic
00007ffd04746a62 (__TEXT,__text) non-external _processPadding
00007ffd04745d8e (__TEXT,__text) non-external _processPrologue
00007ffd04746d1f (__TEXT,__text) non-external _processSegment
00007ffd0478c952 (__TEXT,__text) non-external _processSegment
00007ffd0479b228 (__TEXT,__text) non-external _processSegment
00007ffd04761e13 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd047bc96e (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd047bc8f9 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd04746e68 (__TEXT,__text) non-external _pushPaddingRange
00007ffd047455b2 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd04774b78 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd04765a91 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd0477e114 (__TEXT,__text) non-external _rangeCmp
00007ffd04779292 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd0477926f (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd047792af (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd04742125 (__TEXT,__text) non-external _rawimg_add_fork
00007ffd047422c0 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd04741e06 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffd04743fd1 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffd04741ba3 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffd04743601 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffd047681ce (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffd0474358d (__TEXT,__text) non-external _rawimg_free_chunks
00007ffd047427bb (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffd04743ba8 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffd047437a0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffd04741c16 (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffd047422c8 (__TEXT,__text) non-external _rawimg_verify
00007ffd047507c8 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffd047c99ef (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffd0477e660 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffd047ad3e5 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffd047dfd00 (__TEXT,__const) non-external _reltable.rawimg_force_in_place
00007ffd04790175 (__TEXT,__text) non-external _remap_page
00007ffd0478080e (__TEXT,__text) non-external _removeEntryProc
00007ffd0478042c (__TEXT,__text) non-external (was a private external) _removeFile
00007ffd047808ab (__TEXT,__text) non-external _removeLeaveDirProc
