000000000003c1b8 (__DATA,__data) external _NDR_record
000000000000d5f0 (__TEXT,__text) external _msync$NOCANCEL
0000000000009f60 (__TEXT,__text) external _munlock
000000000000e78c (__TEXT,__text) external _munlockall
000000000000428c (__TEXT,__text) external _munmap
0000000000004a08 (__TEXT,__text) external _necp_client_action
000000000000b178 (__TEXT,__text) external _necp_match_policy
00000000000049b8 (__TEXT,__text) external _necp_open
000000000000e7b4 (__TEXT,__text) external _necp_session_action
000000000000e7dc (__TEXT,__text) external _necp_session_open
000000000000e804 (__TEXT,__text) external _net_qos_guideline
000000000000e82c (__TEXT,__text) external _netagent_trigger
0000000000027c8c (__TEXT,__text) external _netname_check_in
0000000000028084 (__TEXT,__text) external _netname_check_out
0000000000027e30 (__TEXT,__text) external _netname_look_up
0000000000028224 (__TEXT,__text) external _netname_version
0000000000013894 (__TEXT,__text) external _nfsclnt
000000000000e854 (__TEXT,__text) external _nfssvc
000000000003c1a8 (__DATA,__data) external _non_boost_assertion_token
000000000003c1a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000e87c (__TEXT,__text) external _ntp_adjtime
000000000000e8a4 (__TEXT,__text) external _ntp_gettime
000000000000e8cc (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000bb58 (__TEXT,__text) external _open
0000000000013918 (__TEXT,__text) external _open$NOCANCEL
0000000000006084 (__TEXT,__text) external _open_dprotected_np
000000000001a430 (__TEXT,__text) external _openat
0000000000013b00 (__TEXT,__text) external _openat$NOCANCEL
000000000001abc4 (__TEXT,__text) external _openat_authenticated_np
000000000001ab68 (__TEXT,__text) external _openat_dprotected_np
000000000000e8f4 (__TEXT,__text) external _openbyid_np
0000000000011618 (__TEXT,__text) external _os_buflet_get_data_address
00000000000115e8 (__TEXT,__text) external _os_buflet_get_data_length
0000000000011620 (__TEXT,__text) external _os_buflet_get_data_limit
00000000000115e0 (__TEXT,__text) external _os_buflet_get_data_offset
0000000000011608 (__TEXT,__text) external _os_buflet_get_object_address
0000000000011610 (__TEXT,__text) external _os_buflet_get_object_limit
00000000000115fc (__TEXT,__text) external _os_buflet_set_data_length
00000000000115f0 (__TEXT,__text) external _os_buflet_set_data_offset
000000000001619c (__TEXT,__text) external _os_channel_advance_slot
0000000000016dac (__TEXT,__text) external _os_channel_attr_clone
0000000000016d50 (__TEXT,__text) external _os_channel_attr_create
0000000000016f80 (__TEXT,__text) external _os_channel_attr_destroy
00000000000170dc (__TEXT,__text) external _os_channel_attr_get
0000000000017204 (__TEXT,__text) external _os_channel_attr_get_key
0000000000016fd8 (__TEXT,__text) external _os_channel_attr_set
0000000000016e98 (__TEXT,__text) external _os_channel_attr_set_key
0000000000016144 (__TEXT,__text) external _os_channel_available_slot_count
00000000000188b0 (__TEXT,__text) external _os_channel_buflet_alloc
00000000000181f4 (__TEXT,__text) external _os_channel_buflet_free
0000000000018880 (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000000015e20 (__TEXT,__text) external _os_channel_create
00000000000154a8 (__TEXT,__text) external _os_channel_create_extended
0000000000015fa0 (__TEXT,__text) external _os_channel_destroy
00000000000187ec (__TEXT,__text) external _os_channel_event_free
000000000001b720 (__TEXT,__text) external _os_channel_event_get_event_data
000000000001b66c (__TEXT,__text) external _os_channel_event_get_next_event
0000000000016994 (__TEXT,__text) external _os_channel_flow_admissible
0000000000016b70 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000000016970 (__TEXT,__text) external _os_channel_get_advisory_region
0000000000015e30 (__TEXT,__text) external _os_channel_get_fd
00000000000187f0 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000000018398 (__TEXT,__text) external _os_channel_get_next_event_handle
0000000000016228 (__TEXT,__text) external _os_channel_get_next_slot
0000000000016908 (__TEXT,__text) external _os_channel_get_stats_region
0000000000015bfc (__TEXT,__text) non-external _os_channel_info2attr
0000000000015d10 (__TEXT,__text) non-external _os_channel_init_ring
000000000001600c (__TEXT,__text) external _os_channel_is_defunct
0000000000017730 (__TEXT,__text) external _os_channel_large_packet_alloc
0000000000017278 (__TEXT,__text) external _os_channel_packet_alloc
0000000000017280 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000000017738 (__TEXT,__text) external _os_channel_packet_free
0000000000017c0c (__TEXT,__text) external _os_channel_packet_pool_purge
0000000000016114 (__TEXT,__text) external _os_channel_pending
0000000000017f0c (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000000015e38 (__TEXT,__text) external _os_channel_read_attr
0000000000015f50 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000000016020 (__TEXT,__text) external _os_channel_ring_id
0000000000016138 (__TEXT,__text) external _os_channel_ring_notify_time
000000000001612c (__TEXT,__text) external _os_channel_ring_sync_time
00000000000160b8 (__TEXT,__text) external _os_channel_rx_ring
0000000000016664 (__TEXT,__text) external _os_channel_set_slot_properties
00000000000178d4 (__TEXT,__text) external _os_channel_slot_attach_packet
0000000000017a60 (__TEXT,__text) external _os_channel_slot_detach_packet
000000000001679c (__TEXT,__text) external _os_channel_slot_get_packet
0000000000015f74 (__TEXT,__text) external _os_channel_sync
0000000000016070 (__TEXT,__text) external _os_channel_tx_ring
0000000000015e88 (__TEXT,__text) external _os_channel_write_attr
00000000000115b0 (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000ca80 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001aa70 (__TEXT,__text) external _os_cpu_in_cksum
000000000000c7e0 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000e91c (__TEXT,__text) external _os_fault_with_payload
00000000000115ac (__TEXT,__text) external _os_inet_checksum
000000000001926c (__TEXT,__text) external _os_nexus_attr_clone
0000000000019210 (__TEXT,__text) external _os_nexus_attr_create
0000000000019580 (__TEXT,__text) external _os_nexus_attr_destroy
0000000000019490 (__TEXT,__text) external _os_nexus_attr_get
0000000000019300 (__TEXT,__text) external _os_nexus_attr_set
0000000000019c2c (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000000019944 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000000019964 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000000019598 (__TEXT,__text) external _os_nexus_controller_create
0000000000019938 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000000019f78 (__TEXT,__text) external _os_nexus_controller_destroy
0000000000019958 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000000019654 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000000019e0c (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000000019ad4 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000000001965c (__TEXT,__text) external _os_nexus_controller_register_provider
0000000000019d78 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000000019a5c (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000001a2a8 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000000011478 (__TEXT,__text) external _os_packet_add_buflet
0000000000010a68 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000000010ba0 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000000011528 (__TEXT,__text) external _os_packet_decrement_use_count
00000000000112d0 (__TEXT,__text) external _os_packet_finalize
0000000000011550 (__TEXT,__text) external _os_packet_get_aggregation_type
00000000000111e0 (__TEXT,__text) external _os_packet_get_buflet_count
00000000000108ec (__TEXT,__text) external _os_packet_get_compression_generation_count
00000000000111d4 (__TEXT,__text) external _os_packet_get_data_length
0000000000010c64 (__TEXT,__text) external _os_packet_get_expire_time
0000000000010cf0 (__TEXT,__text) external _os_packet_get_expiry_action
0000000000010af0 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000000010c38 (__TEXT,__text) external _os_packet_get_group_end
0000000000010bdc (__TEXT,__text) external _os_packet_get_group_start
0000000000010374 (__TEXT,__text) external _os_packet_get_headroom
0000000000010aa4 (__TEXT,__text) external _os_packet_get_inet_checksum
0000000000011118 (__TEXT,__text) external _os_packet_get_keep_alive
0000000000010468 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000010588 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000000000103f4 (__TEXT,__text) external _os_packet_get_link_header_length
00000000000104f8 (__TEXT,__text) external _os_packet_get_link_multicast
000000000001121c (__TEXT,__text) external _os_packet_get_next_buflet
0000000000010ee0 (__TEXT,__text) external _os_packet_get_packetid
00000000000112a8 (__TEXT,__text) external _os_packet_get_segment_count
00000000000107fc (__TEXT,__text) external _os_packet_get_service_class
0000000000010d84 (__TEXT,__text) external _os_packet_get_token
0000000000011628 (__TEXT,__text) external _os_packet_get_trace_id
0000000000010964 (__TEXT,__text) external _os_packet_get_traffic_class
00000000000106c0 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000000010600 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000010660 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000000011160 (__TEXT,__text) external _os_packet_get_truncated
0000000000011098 (__TEXT,__text) external _os_packet_get_vlan_id
00000000000110a0 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000000011030 (__TEXT,__text) external _os_packet_get_vlan_tag
0000000000011108 (__TEXT,__text) external _os_packet_get_wake_flag
00000000000114fc (__TEXT,__text) external _os_packet_increment_use_count
00000000000110a8 (__TEXT,__text) external _os_packet_set_app_metadata
00000000000108c0 (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000000010cb0 (__TEXT,__text) external _os_packet_set_expire_time
0000000000010d3c (__TEXT,__text) external _os_packet_set_expiry_action
0000000000010b48 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000000010c08 (__TEXT,__text) external _os_packet_set_group_end
0000000000010bac (__TEXT,__text) external _os_packet_set_group_start
000000000001031c (__TEXT,__text) external _os_packet_set_headroom
0000000000010a28 (__TEXT,__text) external _os_packet_set_inet_checksum
0000000000011128 (__TEXT,__text) external _os_packet_set_keep_alive
00000000000111a4 (__TEXT,__text) external _os_packet_set_l4s_flag
000000000001041c (__TEXT,__text) external _os_packet_set_link_broadcast
000000000001053c (__TEXT,__text) external _os_packet_set_link_ethfcs
00000000000103b4 (__TEXT,__text) external _os_packet_set_link_header_length
00000000000104ac (__TEXT,__text) external _os_packet_set_link_multicast
0000000000010f58 (__TEXT,__text) external _os_packet_set_packetid
00000000000116d0 (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000000010720 (__TEXT,__text) external _os_packet_set_service_class
0000000000010e40 (__TEXT,__text) external _os_packet_set_token
0000000000011648 (__TEXT,__text) external _os_packet_set_trace_id
0000000000010934 (__TEXT,__text) external _os_packet_set_traffic_class
00000000000106ec (__TEXT,__text) external _os_packet_set_transport_last_packet
000000000001068c (__TEXT,__text) external _os_packet_set_transport_retransmit
00000000000105cc (__TEXT,__text) external _os_packet_set_transport_traffic_background
000000000001062c (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00000000000116fc (__TEXT,__text) external _os_packet_set_tso_flags
0000000000011578 (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000000010fd0 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000000011670 (__TEXT,__text) external _os_packet_trace_event
0000000000012698 (__TEXT,__text) external _os_proc_available_memory
0000000000011f7c (__TEXT,__text) external _panic
0000000000011f70 (__TEXT,__text) external _panic_init
000000000000e944 (__TEXT,__text) external _panic_with_data
0000000000008508 (__TEXT,__text) external _pathconf
000000000000e96c (__TEXT,__text) external _peeloff
0000000000000bfc (__TEXT,__text) external _pid_for_task
000000000000e994 (__TEXT,__text) external _pid_hibernate
000000000000e9bc (__TEXT,__text) external _pid_resume
0000000000018b60 (__TEXT,__text) external _pid_shutdown_networking
000000000000e9e4 (__TEXT,__text) external _pid_shutdown_sockets
000000000000ea0c (__TEXT,__text) external _pid_suspend
0000000000006b5c (__TEXT,__text) external _pipe
000000000000ea34 (__TEXT,__text) external _pivot_root
00000000000102cc (__TEXT,__text) external _pkt_subtype_assert_fail
00000000000102f4 (__TEXT,__text) external _pkt_type_assert_fail
0000000000008b40 (__TEXT,__text) external _poll
000000000000d758 (__TEXT,__text) external _poll$NOCANCEL
00000000000101fc (__TEXT,__text) non-external _port_for_id_internal
0000000000011fc8 (__TEXT,__text) external _port_obj_init
000000000003c218 (__DATA,__common) external _port_obj_table
000000000003c190 (__DATA,__data) external _port_obj_table_size
0000000000003618 (__TEXT,__text) external _posix_madvise
0000000000007514 (__TEXT,__text) external _posix_spawn
000000000000b954 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000000014688 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
000000000001472c (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000c720 (__TEXT,__text) external _posix_spawn_file_actions_addclose
000000000000700c (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000000000147e0 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000c694 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000be04 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000000000078dc (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000000006fb0 (__TEXT,__text) external _posix_spawn_file_actions_init
000000000003c250 (__DATA,__bss) non-external _posix_spawn_with_filter
000000000000778c (__TEXT,__text) external _posix_spawnattr_destroy
00000000000145d8 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000000014b08 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000000014ac4 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
000000000001430c (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00000000000142a4 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
000000000001488c (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000000014214 (__TEXT,__text) external _posix_spawnattr_getflags
0000000000007268 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000000014380 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000000001425c (__TEXT,__text) external _posix_spawnattr_getpgroup
00000000000143a4 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000000014238 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000014280 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000000007138 (__TEXT,__text) external _posix_spawnattr_init
0000000000014600 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000000014fd0 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
0000000000014648 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
0000000000014628 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000000014668 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000014ccc (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000000014ae8 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000000015094 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000014db0 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000014e40 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000000000148d8 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000000000150b4 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000000000311c8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000000015154 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000014f08 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000000014c88 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000014bec (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000014c20 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000000014b2c (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000014bbc (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00000000000145b8 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000000015074 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000000000149e8 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000000014a94 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000000014960 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000000000144f8 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00000000000148b8 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000014d24 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000000000143e8 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000b920 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000bef4 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000000000149f0 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
000000000001486c (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000bdb0 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000000000144cc (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000c7ac (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000000007248 (__TEXT,__text) external _posix_spawnattr_setflags
0000000000008b68 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000000007320 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000014ca8 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
000000000001448c (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000000000143c8 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000000000144ac (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000000007224 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000000007200 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000bdd8 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000000000023f8 (__TEXT,__text) external _pread
000000000000d780 (__TEXT,__text) external _pread$NOCANCEL
000000000000ea5c (__TEXT,__text) external _preadv
000000000000d7a8 (__TEXT,__text) external _preadv$NOCANCEL
0000000000013e18 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00000000000132c4 (__TEXT,__text) external _proc_clear_cpulimits
0000000000013488 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000000012f08 (__TEXT,__text) external _proc_clear_dirty
0000000000013374 (__TEXT,__text) external _proc_clear_vmpressure
0000000000012dc8 (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000a23c (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000a2f8 (__TEXT,__text) external _proc_denap_assertion_complete
00000000000134e4 (__TEXT,__text) external _proc_disable_apptype
000000000000b5e0 (__TEXT,__text) external _proc_disable_cpumon
0000000000009f08 (__TEXT,__text) external _proc_disable_wakemon
0000000000013320 (__TEXT,__text) external _proc_donate_importance_boost
0000000000013554 (__TEXT,__text) external _proc_enable_apptype
0000000000009e90 (__TEXT,__text) external _proc_get_cpumon_params
0000000000012e90 (__TEXT,__text) external _proc_get_dirty
00000000000131c8 (__TEXT,__text) external _proc_get_wakemon_params
000000000000a244 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000a2fc (__TEXT,__text) external _proc_importance_assertion_complete
0000000000012cd4 (__TEXT,__text) external _proc_kmsgbuf
0000000000012e70 (__TEXT,__text) external _proc_libversion
0000000000013230 (__TEXT,__text) external _proc_list_dynkqueueids
0000000000013214 (__TEXT,__text) external _proc_list_uptrs
0000000000012a00 (__TEXT,__text) external _proc_listallpids
0000000000012a70 (__TEXT,__text) external _proc_listchildpids
0000000000012aa8 (__TEXT,__text) external _proc_listcoalitions
0000000000012a38 (__TEXT,__text) external _proc_listpgrppids
000000000000a1f0 (__TEXT,__text) external _proc_listpids
000000000001ac2c (__TEXT,__text) external _proc_listpidspath
0000000000006688 (__TEXT,__text) external _proc_name
0000000000007f9c (__TEXT,__text) external _proc_pid_rusage
0000000000012b90 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000000012b28 (__TEXT,__text) external _proc_pidfdinfo
0000000000012b5c (__TEXT,__text) external _proc_pidfileportinfo
0000000000001e9c (__TEXT,__text) external _proc_pidinfo
0000000000007c44 (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000002664 (__TEXT,__text) external _proc_pidpath
0000000000012d08 (__TEXT,__text) external _proc_pidpath_audittoken
0000000000012be0 (__TEXT,__text) external _proc_regionfilename
00000000000132b8 (__TEXT,__text) external _proc_reset_footprint_interval
000000000001304c (__TEXT,__text) external _proc_resume_cpumon
0000000000008a1c (__TEXT,__text) external _proc_rlimit_control
0000000000007f54 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000000007ee4 (__TEXT,__text) external _proc_set_cpumon_params
000000000001306c (__TEXT,__text) external _proc_set_cpumon_params_fatal
000000000001368c (__TEXT,__text) external _proc_set_csm
000000000001342c (__TEXT,__text) external _proc_set_delayidlesleep
0000000000003d88 (__TEXT,__text) external _proc_set_dirty
00000000000135cc (__TEXT,__text) external _proc_set_no_smt
00000000000133d0 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000000009f88 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000013198 (__TEXT,__text) external _proc_set_wakemon_params
000000000001324c (__TEXT,__text) external _proc_setcpu_percentage
0000000000002ec4 (__TEXT,__text) external _proc_setpcontrol
0000000000012adc (__TEXT,__text) external _proc_setthread_cpupercent
0000000000013750 (__TEXT,__text) external _proc_setthread_csm
000000000001362c (__TEXT,__text) external _proc_setthread_no_smt
00000000000135c4 (__TEXT,__text) external _proc_suppress
0000000000012f64 (__TEXT,__text) external _proc_terminate
0000000000012fdc (__TEXT,__text) external _proc_terminate_all_rsr
000000000000ea84 (__TEXT,__text) external _proc_trace_log
0000000000003d2c (__TEXT,__text) external _proc_track_dirty
0000000000012bc4 (__TEXT,__text) external _proc_udata_info
000000000000eaac (__TEXT,__text) external _proc_uuid_policy
0000000000027a00 (__TEXT,__text) external _processor_assign
00000000000278a0 (__TEXT,__text) external _processor_control
0000000000027580 (__TEXT,__text) external _processor_exit
0000000000027b30 (__TEXT,__text) external _processor_get_assignment
0000000000027690 (__TEXT,__text) external _processor_info
0000000000020178 (__TEXT,__text) external _processor_set_create
000000000002001c (__TEXT,__text) external _processor_set_default
000000000002665c (__TEXT,__text) external _processor_set_destroy
00000000000270d8 (__TEXT,__text) external _processor_set_info
0000000000026770 (__TEXT,__text) external _processor_set_max_priority
0000000000026dd8 (__TEXT,__text) external _processor_set_policy_control
00000000000269b0 (__TEXT,__text) external _processor_set_policy_disable
0000000000026890 (__TEXT,__text) external _processor_set_policy_enable
0000000000026f4c (__TEXT,__text) external _processor_set_stack_usage
000000000002647c (__TEXT,__text) external _processor_set_statistics
0000000000026ad0 (__TEXT,__text) external _processor_set_tasks
00000000000272dc (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000000026c54 (__TEXT,__text) external _processor_set_threads
0000000000027470 (__TEXT,__text) external _processor_start
0000000000018f00 (__TEXT,__text) external _pselect
00000000000067ac (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000000012200 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000000019088 (__TEXT,__text) external _pselect$NOCANCEL
00000000000025ec (__TEXT,__text) external _pthread_getugid_np
0000000000009840 (__TEXT,__text) external _pthread_setugid_np
0000000000008e6c (__TEXT,__text) external _ptrace
0000000000004040 (__TEXT,__text) external _pwrite
000000000000d910 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000ead4 (__TEXT,__text) external _pwritev
000000000000d938 (__TEXT,__text) external _pwritev$NOCANCEL
0000000000011f38 (__TEXT,__text) external _quota
0000000000006930 (__TEXT,__text) external _quotactl
0000000000001764 (__TEXT,__text) external _read
00000000000029c8 (__TEXT,__text) external _read$NOCANCEL
0000000000002e38 (__TEXT,__text) external _readlink
000000000000eafc (__TEXT,__text) external _readlinkat
000000000000eb24 (__TEXT,__text) external _readv
000000000000d960 (__TEXT,__text) external _readv$NOCANCEL
0000000000011730 (__TEXT,__text) external _reboot
0000000000011738 (__TEXT,__text) external _reboot_np
0000000000018efc (__TEXT,__text) external _record_system_event_as_kernel
0000000000004d74 (__TEXT,__text) external _recvfrom
0000000000004c58 (__TEXT,__text) external _recvfrom$NOCANCEL
000000000000515c (__TEXT,__text) external _recvmsg
000000000000d9d8 (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000eb4c (__TEXT,__text) external _recvmsg_x
000000000000eb74 (__TEXT,__text) external _register_uexc_handler
0000000000005674 (__TEXT,__text) external _removexattr
00000000000043fc (__TEXT,__text) external _rename
00000000000141d4 (__TEXT,__text) external _rename_ext
00000000000117c8 (__TEXT,__text) external _renameat
0000000000014170 (__TEXT,__text) external _renameatx_np
0000000000014198 (__TEXT,__text) external _renamex_np
000000000000eb9c (__TEXT,__text) external _revoke
0000000000004460 (__TEXT,__text) external _rmdir
000000000000ebc4 (__TEXT,__text) external _searchfs
0000000000004e64 (__TEXT,__text) external _select
000000000000b1a0 (__TEXT,__text) external _select$DARWIN_EXTSN
0000000000004c30 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
0000000000004bfc (__TEXT,__text) external _select$NOCANCEL
0000000000009ad0 (__TEXT,__text) external _sem_close
0000000000018ae8 (__TEXT,__text) external _sem_destroy
0000000000018b10 (__TEXT,__text) external _sem_getvalue
0000000000018b38 (__TEXT,__text) external _sem_init
000000000000ccd0 (__TEXT,__text) external _sem_open
000000000000ebec (__TEXT,__text) external _sem_post
000000000000ec14 (__TEXT,__text) external _sem_trywait
000000000000ec3c (__TEXT,__text) external _sem_unlink
000000000000ec64 (__TEXT,__text) external _sem_wait
000000000000da50 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003888 (__TEXT,__text) external _semaphore_create
0000000000003c0c (__TEXT,__text) external _semaphore_destroy
00000000000039f4 (__TEXT,__text) external _semaphore_signal
0000000000012028 (__TEXT,__text) external _semaphore_signal_all
0000000000000b6c (__TEXT,__text) external _semaphore_signal_all_trap
000000000001202c (__TEXT,__text) external _semaphore_signal_thread
0000000000000b78 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000000b60 (__TEXT,__text) external _semaphore_signal_trap
00000000000053e4 (__TEXT,__text) external _semaphore_timedwait
0000000000012034 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000000ba8 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000000b9c (__TEXT,__text) external _semaphore_timedwait_trap
00000000000039f0 (__TEXT,__text) external _semaphore_wait
0000000000012030 (__TEXT,__text) external _semaphore_wait_signal
0000000000000b90 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000000b84 (__TEXT,__text) external _semaphore_wait_trap
000000000000cd44 (__TEXT,__text) external _semctl
000000000000ec8c (__TEXT,__text) external _semget
000000000000ecb4 (__TEXT,__text) external _semop
000000000000cd24 (__TEXT,__text) external _semsys
000000000000ecdc (__TEXT,__text) external _sendfile
0000000000006244 (__TEXT,__text) external _sendmsg
0000000000004ca8 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000ed04 (__TEXT,__text) external _sendmsg_x
0000000000004d4c (__TEXT,__text) external _sendto
0000000000004bd4 (__TEXT,__text) external _sendto$NOCANCEL
0000000000004090 (__TEXT,__text) external _setattrlist
000000000000ed2c (__TEXT,__text) external _setattrlistat
000000000001bc58 (__TEXT,__text) external _setaudit
000000000000ed54 (__TEXT,__text) external _setaudit_addr
000000000000ed7c (__TEXT,__text) external _setauid
0000000000009890 (__TEXT,__text) external _setegid
0000000000009868 (__TEXT,__text) external _seteuid
00000000000095d4 (__TEXT,__text) external _setgid
000000000000eda4 (__TEXT,__text) external _setgroups
