0000000180195a40 (__TEXT,__text) non-external K256
000000018015247c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader6fileIDERKNS_12RuntimeStateE
000000018015221c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader8containsERNS_12RuntimeStateEPKvPS4_PyPh
00000001801534c4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE
00000001801a525c (__TEXT,__text) non-external __ZNK5dyld416JustInTimeLoader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE.cold.1
000000018013cc8c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFPcPvPKvEEclIJRKS2_SA_EEEDaDpOT_
000000018013c7e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFPcPvPKvPKcEEclIJRKS2_SC_RS6_EEEDaDpOT_
000000018013d1e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFPcPvPKvPPKcmEEclIJRKS2_SD_S7_mEEEDaDpOT_
000000018013cf24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFPcPvPKvPPKcmPS2_PyEEclIJRKS2_SF_S7_mS8_S9_EEEDaDpOT_
000000018013d730 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFPcPvPKvS4_PbP20dyld_unwind_sectionsEEclIJRKS2_SD_RS4_RS5_RS7_EEEDaDpOT_
000000018013d480 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFiPvPKvS3_P7dl_infoEEclIJRKS1_SB_RS3_RS5_EEEDaDpOT_
000000018012e57c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPK11mach_headerPKcbEEclIJRPKN5dyld311MachOLoadedES5_bEEEvDpOT_
00000001801458fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPK11mach_headerPvS3_PKvEEclIJRKS3_S4_SC_S6_EEEvDpOT_
00000001801495ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPK11mach_headerlEEclIJRPKN5dyld311MachOLoadedERKmEEEvDpOT_
00000001801497b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPK11mach_headerlEEclIJRPKN5dyld311MachOLoadedElEEEvDpOT_
000000018012b5ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPK11mach_headerlEEclIJRS3_RlEEEvDpOT_
000000018014b3c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPK29_dyld_objc_notify_mapped_infoEEclIJPS1_EEEvDpOT_
0000000180127db8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPKcEEclIJRS2_EEEvDpOT_
0000000180145074 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPKcPK11mach_headerEEclIJS2_PKN5dyld311MachOLoadedEEEEvDpOT_
00000001801295e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPKvmEEclIJRS2_mEEEvDpOT_
000000018013ca64 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvPcEEclIJRS1_EEEvDpOT_
000000018014a0ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvjPK29_dyld_objc_notify_mapped_infoU13block_pointerFvjEEEclIJRjPS1_RS5_EEEvDpOT_
000000018014af6c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvjPK29_dyld_objc_notify_mapped_infoU13block_pointerFvjEEEclIJRjRS3_RS5_EEEvDpOT_
00000001801499b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvjPPK11mach_headerPPKcEEclIJRKjS4_S7_EEEvDpOT_
000000018012eab4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIPFvjPPK11mach_headerPPKcEEclIJRjS4_S7_EEEvDpOT_
0000000180122a78 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIU13block_pointerFvPK33dyld_shared_cache_dylib_text_infoEEclIJPS1_EEEvDpOT_
0000000180123934 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIU13block_pointerFvPKvEEclIJS2_EEEvDpOT_
000000018012333c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIU13block_pointerFvPvbPbEEclIJPhbS2_EEEvDpOT_
0000000180123090 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416ReadOnlyCallbackIU13block_pointerFvPvbPbEEclIJS1_bS2_EEEvDpOT_
0000000180185594 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet11validHeaderERNS_12RuntimeStateE
0000000180185918 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet12objcClassMapEv
000000018018592c (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet15objcProtocolMapEv
0000000180185904 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet15objcSelectorMapEv
0000000180185e88 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet17forEachCachePatchEU13block_pointerFvRKNS0_10CachePatchEE
000000018018597c (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet17hasOptimizedSwiftEv
0000000180185940 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet22swiftTypeProtocolTableEv
00000001801859a4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE
00000001801857f0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet24forEachMustBeMissingPathEU13block_pointerFvPKcRbE
0000000180185954 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet26swiftMetadataProtocolTableEv
0000000180185968 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet29swiftForeignTypeProtocolTableEv
0000000180185628 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet7isValidERNS_12RuntimeStateE
000000018018556c (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet8containsEPKvm
0000000180123f9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld419objc_headeropt_rw_t8isLoadedEj
00000001801a4c6c (__TEXT,__text) non-external __ZNK5dyld419objc_headeropt_rw_t8isLoadedEj.cold.1
000000018011eeac (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper11malloc_sizeEPKv
00000001801267c4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper11vm_allocateEjPmmi
000000018015b8f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper12__cxa_atexitEPFvPvES1_S1_
00000001801272a0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper13vm_deallocateEjmm
00000001801484a0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper14isLaunchdOwnedEv
000000018012d974 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper17setUpThreadLocalsEPK15DyldSharedCachePKN6mach_o12UnsafeHeaderE
000000018011ec74 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper19pthread_getspecificEm
000000018011f0e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper19pthread_setspecificEmPKv
0000000180142750 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper21__cxa_finalize_rangesEPK13__cxa_range_tj
000000018014670c (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper23pthread_key_create_freeEPm
0000000180147400 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper25setDyldPatchedObjCClassesEv
0000000180133e0c (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper4exitEi
000000018011f43c (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper4freeEPv
0000000180126d08 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper6getenvEPKc
000000018011f668 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper6mallocEm
0000000180126f40 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper7mkstempEPc
0000000180128a88 (__TEXT,__text) non-external (was a private external) __ZNK5dyld423LibSystemHelpersWrapper9run_asyncEPFPvS1_ES1_
000000018018a0f0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld427RemoteNotificationResponder6activeEv
0000000180145760 (__TEXT,__text) non-external (was a private external) __ZNK5dyld434DyldCacheDataConstLazyScopedWriter13makeWriteableEv
0000000180120f84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld44APIs22addressLookupsDisabledEPKc
0000000180123da4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld44APIs31_dyld_find_protocol_conformanceEPKvS2_S2_
000000018012410c (__TEXT,__text) non-external (was a private external) __ZNK5dyld44APIs33_dyld_swift_optimizations_versionEv
0000000180123fd0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld44APIs44_dyld_find_foreign_type_protocol_conformanceEPKvPKcm
000000018017b0f0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image2mlEv
000000018017b2b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image4uuidEv
000000018017ac34 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapENS0_11SafePointerEy
00000001801a61f0 (__TEXT,__text) non-external __ZNK5dyld45Atlas6Mapper3mapENS0_11SafePointerEy.cold.1
000000018017ad5c (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper5unmapENS0_11SafePointerEy
0000000180156de0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader10getUuidStrEPc
00000001801566bc (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader10withLayoutER11DiagnosticsRKNS_12RuntimeStateEU13block_pointerFvRKN6mach_o6LayoutEE
00000001801a553c (__TEXT,__text) non-external __ZNK5dyld46Loader10withLayoutER11DiagnosticsRKNS_12RuntimeStateEU13block_pointerFvRKN6mach_o6LayoutEE.cold.1
0000000180156670 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEbPN3lsl6VectorINSt3__14pairIPKS0_PKcEEEE
00000001801a5514 (__TEXT,__text) non-external __ZNK5dyld46Loader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEbPN3lsl6VectorINSt3__14pairIPKS0_PKcEEEE.cold.1
00000001801568d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader11isDelayInitERNS_12RuntimeStateE
00000001801a5654 (__TEXT,__text) non-external __ZNK5dyld46Loader11isDelayInitERNS_12RuntimeStateE.cold.1
000000018015632c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader11loadAddressERKNS_12RuntimeStateE
00000001801a535c (__TEXT,__text) non-external __ZNK5dyld46Loader11loadAddressERKNS_12RuntimeStateE.cold.1
00000001801563c4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader11matchesPathERKNS_12RuntimeStateEPKc
00000001801a53ac (__TEXT,__text) non-external __ZNK5dyld46Loader11matchesPathERKNS_12RuntimeStateEPKc.cold.1
000000018015691c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader12setDelayInitERNS_12RuntimeStateEb
00000001801a567c (__TEXT,__text) non-external __ZNK5dyld46Loader12setDelayInitERNS_12RuntimeStateEb.cold.1
000000018015c34c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader13resolveSymbolER11DiagnosticsRNS_12RuntimeStateEiPKcbbU13block_pointerFvjjRKNS0_14ResolvedSymbolEEb
000000018015645c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14dependentCountEv
00000001801a53fc (__TEXT,__text) non-external __ZNK5dyld46Loader14dependentCountEv.cold.1
0000000180156540 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14getExportsTrieERyRj
00000001801a5474 (__TEXT,__text) non-external __ZNK5dyld46Loader14getExportsTrieERyRj.cold.1
00000001801567ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14hasBeenFixedUpERNS_12RuntimeStateE
00000001801a55dc (__TEXT,__text) non-external __ZNK5dyld46Loader14hasBeenFixedUpERNS_12RuntimeStateE.cold.1
000000018015658c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14hiddenFromFlatEb
00000001801a549c (__TEXT,__text) non-external __ZNK5dyld46Loader14hiddenFromFlatEb.cold.1
0000000180156884 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader15runInitializersERNS_12RuntimeStateE
00000001801a562c (__TEXT,__text) non-external __ZNK5dyld46Loader15runInitializersERNS_12RuntimeStateE.cold.1
000000018015f75c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader17applyCachePatchesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE
00000001801a5754 (__TEXT,__text) non-external __ZNK5dyld46Loader17applyCachePatchesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE.cold.1
000000018015c0c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader17forEachBindTargetER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvjjRKNS0_14ResolvedSymbolEEbU13block_pointerFvS7_RbESC_
000000018015d388 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader17hasExportedSymbolER11DiagnosticsRNS_12RuntimeStateEPKcNS0_18ExportedSymbolModeENS0_12ResolverModeEPNS0_14ResolvedSymbolEPN5dyld35ArrayIPKS0_EE
000000018015a630 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE
0000000180156708 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18dyldDoesObjCFixupsEv
00000001801a5564 (__TEXT,__text) non-external __ZNK5dyld46Loader18dyldDoesObjCFixupsEv.cold.1
0000000180159a78 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18setUpPageInLinkingER11DiagnosticsRNS_12RuntimeStateEmyRKN5dyld35ArrayIPKvEE
000000018015f5c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19applyCachePatchesToERNS_12RuntimeStateEPKS0_RNS_34DyldCacheDataConstLazyScopedWriterE
0000000180156754 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19getSectionLocationsEv
00000001801a558c (__TEXT,__text) non-external __ZNK5dyld46Loader19getSectionLocationsEv.cold.1
000000018015ffc8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19logChainToLinksWithERNS_12RuntimeStateEPKc
000000018015e1c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19tooNewErrorAddendumER11DiagnosticsRNS_12RuntimeStateE
000000018015cca4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader20makeSegmentsReadOnlyERNS_12RuntimeStateE
000000018015cde8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader21makeSegmentsReadWriteERNS_12RuntimeStateE
0000000180156624 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader21overridesDylibInCacheERPKNS0_10DylibPatchERt
00000001801a54ec (__TEXT,__text) non-external __ZNK5dyld46Loader21overridesDylibInCacheERPKNS0_10DylibPatchERt.cold.1
000000018015bb54 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader23runInitializersBottomUpERNS_12RuntimeStateERN3lsl6VectorI18AuthenticatedValueIPKS0_EEESA_
000000018015b440 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader25findAndRunAllInitializersERNS_12RuntimeStateE
000000018015b18c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26applyFunctionVariantFixupsER11DiagnosticsRKNS_12RuntimeStateE
000000018015cf2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26logSegmentsFromSharedCacheERNS_12RuntimeStateE
00000001801565d8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26representsCachedDylibIndexEt
00000001801a54c4 (__TEXT,__text) non-external __ZNK5dyld46Loader26representsCachedDylibIndexEt.cold.1
000000018015b364 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26selectFromFunctionVariantsER11DiagnosticsRKNS_12RuntimeStateEPKcj
000000018015ef34 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE
00000001801a56fc (__TEXT,__text) non-external __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE.cold.1
00000001801a5728 (__TEXT,__text) non-external __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE.cold.2
000000018015cc8c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader28hasConstantSegmentsToProtectEv
000000018015f4e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader29applyFixupsCheckCachePatchingERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE
00000001801562e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader2mfERKNS_12RuntimeStateE
00000001801a5334 (__TEXT,__text) non-external __ZNK5dyld46Loader2mfERKNS_12RuntimeStateE.cold.1
000000018015fe80 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader30recursivelyLogChainToLinksWithERNS_12RuntimeStateEPKcPKS0_PNS0_14LinksWithChainES8_RN5dyld35ArrayIS6_EE
000000018015bda8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader38runInitializersBottomUpPlusUpwardLinksERNS_12RuntimeStateE
0000000180156294 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader4pathERKNS_12RuntimeStateE
00000001801a530c (__TEXT,__text) non-external __ZNK5dyld46Loader4pathERKNS_12RuntimeStateE.cold.1
00000001801567a0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader5unmapERNS_12RuntimeStateEb
00000001801a55b4 (__TEXT,__text) non-external __ZNK5dyld46Loader5unmapERNS_12RuntimeStateEb.cold.1
0000000180156410 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader6fileIDERKNS_12RuntimeStateE
00000001801a53d4 (__TEXT,__text) non-external __ZNK5dyld46Loader6fileIDERKNS_12RuntimeStateE.cold.1
0000000180156a28 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader6headerERKNS_12RuntimeStateE
0000000180156e08 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader7logLoadERNS_12RuntimeStateEPKc
0000000180156a28 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8analyzerERKNS_12RuntimeStateE
0000000180156378 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8containsERNS_12RuntimeStateEPKvPS4_PyPh
00000001801a5384 (__TEXT,__text) non-external __ZNK5dyld46Loader8containsERNS_12RuntimeStateEPKvPS4_PyPh.cold.1
0000000180156a2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8hasMagicEv
00000001801569f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8leafNameERKNS_12RuntimeStateE
0000000180156968 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE
00000001801a4c20 (__TEXT,__text) non-external __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE.cold.1
00000001801a4c20 (__TEXT,__text) non-external __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE.cold.2
00000001801564a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE
00000001801a5424 (__TEXT,__text) non-external __ZNK5dyld46Loader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE.cold.1
0000000180197c6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes19hasDoneBetweenBindsEv
0000000180197c74 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes22implicitLibraryOrdinalEv
00000001801744e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11SymbolTable19forEachGlobalSymbolER11DiagnosticsU13block_pointerFvPKcyhhtRbE
0000000180197be8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture21usesArm64AuthPointersEv
0000000180197c18 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture22usesx86_64InstructionsEv
00000001801979d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture4nameEv
0000000180197990 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12ArchitectureeqERKS0_
000000018019c0a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo14yearForVersionENS_9Version32ERtRb
000000018019c0f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo19yearForMajorVersionENS_9Version32ERtRb
000000018019c0b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo21minorVersionForSpringEt
00000001801a1240 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader10forDyldEnvEU13block_pointerFvPKcRbE
000000018019f1a0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader10hasSectionE7CStringS1_b
000000018017102c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader11inDyldCacheEv
000000018019f420 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader11installNameEv
000000018019f464 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12forEachRPathEU13block_pointerFvPKcRbE
000000018019d158 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12isObjectFileEv
00000001801a2d58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12isRestrictedEv
00000001801a200c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12segmentCountEv
000000018019d010 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12uses16KPagesEv
000000018019fcbc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12validSegmentI15segment_command7sectionEENS_5ErrorERKNS_6PolicyEyPKT_
000000018019f82c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12validSegmentI18segment_command_6410section_64EENS_5ErrorERKNS_6PolicyEyPKT_
00000001801711c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader13hasMachOMagicEv
00000001801a21f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader13segmentVmAddrEj
00000001801a08c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE
00000001801a267c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14forEachSectionEU13block_pointerFvRKNS0_11SegmentInfoERKNS0_11SectionInfoERbE
00000001801a20e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
000000018019d0a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14hasLoadCommandEj
00000001801a16c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader15hasSplitSegInfoERb
000000018019d19c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader15noDynamicAccessEv
00000001801a0404 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader16builtForPlatformENS_8PlatformEb
00000001801a1570 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader16hasCodeSignatureERjS1_
00000001801a0d34 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader16linkedDylibCountEPb
000000018019f250 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader17builtForSimulatorEv
00000001801a1bd0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader17hasPlusLoadMethodEv
00000001801a29d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18findSectionContentE7CStringS1_b
00000001801a0de4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE
000000018019efc4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18forEachLoadCommandEU13block_pointerFvPK12load_commandRbE
000000018019d744 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18isStaticExecutableEv
000000018019e85c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18validSemanticsMainERKNS_6PolicyE
000000018019db08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18validSemanticsUUIDERKNS_6PolicyE
00000001801a2b78 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19computeLinkEditBiasEb
00000001801a1ea0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19findObjCDataSectionE7CStringRyS2_
00000001801a09f0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19getDylibInstallNameEPPKcPNS_9Version32ES5_
00000001801a3070 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19isFairPlayEncryptedERjS1_
00000001801a0bf0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19linkedDylibLoadPathEj
00000001801a18e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19loadableIntoProcessENS_8PlatformE7CStringb
000000018019d1a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19platformAndVersionsEv
000000018019e010 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19validSemanticsRPathERKNS_6PolicyE
00000001801a11a0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader20forEachLazyLoadDylibEU13block_pointerFvjjE
00000001801a2d78 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader20hasInterposingTuplesEv
