00007ffa1e8ece3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8dc038 (__TEXT,__text) external __ZN8IOThread4freeEv
00007ffa1e8dbff0 (__TEXT,__text) external __ZN8IOThread4initEv
00007ffa1e8dc08a (__TEXT,__text) external __ZN8IOThread6CreateEyPFPvS0_ES0_PPS_
00007ffa1e8f954a (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
00007ffa1e8da30e (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
00007ffa1e8da2d4 (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00007ffa1e8fbd81 (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00007ffa1e8f984c (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00007ffa1e8f950e (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
00007ffa1e8da2ec (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
00007ffa1e8da0f8 (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00007ffa1e8f9672 (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00007ffa1e8f98ea (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
00007ffa1e8da3d6 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00007ffa1e8fbdea (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
00007ffa1e8da1aa (__TEXT,__text) external __ZN8OSAction4freeEv
00007ffa1e8fbd3b (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00007ffa1e8da22c (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00007ffa1e8fbd5e (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00007ffa1e8da0e8 (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00007ffa1e8f979c (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00007ffa1e8da38c (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00007ffa1e8fbdc7 (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00007ffa1e8f94b6 (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00007ffa1e8da326 (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00007ffa1e8fbda4 (__TEXT,__text) non-external __ZN8OSAction8WillWaitEPP17OSActionWaitToken.cold.1
00007ffa1e8f94c0 (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00007ffa1e8db226 (__TEXT,__text) external __ZN8OSBundle10mainBundleEv
00007ffa1e8fbebc (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.1
00007ffa1e8fbedf (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.2
00007ffa1e8fbf02 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.3
00007ffa1e8db4a8 (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
00007ffa1e8db396 (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ffa1e8db448 (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ffa1e8db408 (__TEXT,__text) external __ZN8OSBundle4initEv
00007ffa1e8e1844 (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ffa1e8e185a (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ffa1e8e19a0 (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ffa1e8f9cde (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1e8f9e68 (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1e8fa008 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ffa1e8fa0c4 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ffa1e8d7e76 (__TEXT,__text) external __ZN8OSObject4freeEv
00007ffa1e8d7e66 (__TEXT,__text) external __ZN8OSObject4initEv
00007ffa1e8f9c64 (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ffa1e8f9c9a (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffa1e8e170c (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffa1e8e16e8 (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffa1e8e1726 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffa1e8e16fa (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffa1e8e17fc (__TEXT,__text) external __ZN8OSString4freeEv
00007ffa1e8dba0c (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffa1e8db9c2 (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffa1e8db962 (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffa1e8dba02 (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffa1e8f3e88 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dab0c (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffa1e8f53d8 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8dae2e (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffa1e8f231a (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1e8f3fd4 (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2296 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffa1e8f4274 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f28da (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f24a6 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffa1e8f371a (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3482 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f332a (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2fac (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f4d08 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3136 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f56c8 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffa1e8f5498 (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f43ea (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f5d94 (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffa1e8f2cec (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dac92 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffa1e8f35ce (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f5d3e (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffa1e8f4866 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f5a0e (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e8f5b32 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffa1e8f25be (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffa1e8f4bb0 (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f29fc (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f3d3e (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dacca (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffa1e8f5b84 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffa1e8f5c36 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffa1e8daeda (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffa1e8fbe99 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffa1e8f5640 (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffa1e8f59aa (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffa1e8f2454 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8f5906 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffa1e8f5798 (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffa1e8f5f56 (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffa1e8f5814 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffa1e8dad1c (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffa1e8f49f0 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2618 (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffa1e8f5ce0 (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffa1e8f3bae (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f413c (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f574c (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffa1e8daf9a (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffa1e8f5958 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8daabc (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffa1e8f5e10 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffa1e8f5114 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f256c (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffa1e8f239e (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffa1e8f5ae0 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e8f5248 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2e28 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffa1e8f4fe0 (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffa1e8d9360 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e8d93a8 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffa1e8f5e8e (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffa1e8f5a60 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffa1e8f5bda (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffa1e8da9a6 (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffa1e8f605e (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1e8d9196 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffa1e8d9264 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffa1e8fbc6d (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffa1e8f60b4 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffa1e8f23f4 (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffa1e8d9330 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e8d9348 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1e8f4e60 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f6008 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffa1e8d92b2 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffa1e8d92fa (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffa1e8f5fa8 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffa1e8f27be (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8d7ea8 (__TEXT,__text) external __ZN9IOService4freeEv
00007ffa1e8da8b0 (__TEXT,__text) external __ZN9IOService4initEv
00007ffa1e8fbe53 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffa1e8fbe76 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffa1e8f26a2 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f38a4 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2b66 (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f46dc (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f1f2c (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffa1e8f457c (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dab4a (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffa1e8f3a64 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f1f36 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffa1e8e1a36 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffa1e8f0aaa (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffa1e8f9462 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffa1e8e0278 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffa1e8e0288 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e037e (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffa1e8e0838 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e0644 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffa1e8e0362 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffa1e8e0710 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffa1e8e0828 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffa1e8e0298 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffa1e8e02d6 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffa1e8e071c (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffa1e8db946 (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffa1e8db954 (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffa1e8e131c (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffa1e8e1310 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffa1e8efc4a (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffa1e8d4e8c (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffa1e8d5638 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffa1e8d55dc (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffa1e8d55d0 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffa1e8d4e60 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffa1e8d55d6 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffa1e8d562c (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffa1e8f04be (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffa1e8ef7ec (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffa1e8f1242 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffa1e8f6914 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffa1e8f8764 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffa1e8f7070 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffa1e8fab54 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffa1e8e10de (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffa1e8e1086 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffa1e8e109a (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffa1e8e169a (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffa1e8e165a (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffa1e8e146c (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffa1e8e149a (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffa1e8e1360 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffa1e8e1416 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffa1e8e13e4 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffa1e8e142a (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffa1e8e0a2a (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffa1e8e0d5a (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffa1e8e0d76 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffa1e8e0dfe (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffa1e8e0a0e (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffa1e8e0d4e (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffa1e8e08d8 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffa1e8e0916 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffa1e8f998e (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffa1e8e1864 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffa1e8e1870 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffa1e8e1894 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffa1e8e18b8 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffa1e8e18d6 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffa1e8e18f8 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffa1e8e1960 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffa1e8d55e6 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffa1e8faec7 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffa1e8faeea (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffa1e8d560c (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffa1e8faf0d (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffa1e8e173a (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffa1e8e1730 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffa1e8e1772 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffa1e8e14ac (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffa1e8e17b8 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffa1e8e17c4 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffa1e8dafa2 (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffa1e8e1a2a (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffa1e8e1a30 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffa43ab89e8 (__DATA,__const_weak) external __ZTI10IOReporter
00007ffa43ab8ad8 (__DATA,__const_weak) external __ZTI11IOEventLink
00007ffa4193fbd8 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffa43ab8e90 (__DATA,__const_weak) external __ZTI11IOWorkGroup
00007ffa4193dd58 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffa4193d6c8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffa4193ec58 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffa43ab8a88 (__DATA,__const_weak) external __ZTI12IODMACommand
00007ffa43ab8df0 (__DATA,__const_weak) external __ZTI12IOUserClient
00007ffa41940b60 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffa4193dda8 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffa4193ded0 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffa43ab8808 (__DATA,__const_weak) external __ZTI12OSMappedFile
00007ffa43ab8998 (__DATA,__const_weak) external __ZTI12OSOrderedSet
00007ffa43ab88a8 (__DATA,__const_weak) external __ZTI13IOCommandPool
00007ffa43ab8a38 (__DATA,__const_weak) external __ZTI14IOReportLegend
00007ffa43ab8930 (__DATA,__const_weak) weak external __ZTI14OSSetInterface
00007ffa41941c48 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffa4193f3b8 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffa43ab8c48 (__DATA,__const_weak) weak external __ZTI15IOStateReporter
00007ffa4193e248 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffa419414c8 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffa4193d650 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffa4193e540 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffa4193f568 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffa4193e828 (__DATA_CONST,__const) non-external (was a private external) __ZTI16IOReporter_IVars
00007ffa43ab8b90 (__DATA,__const_weak) weak external __ZTI16IOSimpleReporter
