00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800af605a (__TEXT,__text) external _mach_zone_info
00007ff800af6c4d (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800af6add (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800adf038 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800adf02c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800adf008 (__TEXT,__text) external _macx_swapoff
00007ff800adeffc (__TEXT,__text) external _macx_swapon
00007ff800adf020 (__TEXT,__text) external _macx_triggers
00007ff800ae15cc (__TEXT,__text) external _madvise
00007ff8400a52e8 (__DATA,__bss) non-external _master_host_port
00007ff800ae20bd (__TEXT,__text) non-external _memcpy
00007ff800ae15e4 (__TEXT,__text) external _memorystatus_control
00007ff800ae15fc (__TEXT,__text) external _memorystatus_get_level
00007ff800ae20cb (__TEXT,__text) non-external _memset
00007ff800ae52f3 (__TEXT,__text) external _mig_allocate
00007ff800ae54bd (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800af0b50 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800ae533b (__TEXT,__text) external _mig_deallocate
00007ff800ae5450 (__TEXT,__text) external _mig_get_reply_port
00007ff800af0b28 (__TEXT,__text) external _mig_get_special_reply_port
00007ff800ae5524 (__TEXT,__text) external _mig_put_reply_port
00007ff800ae541d (__TEXT,__text) external _mig_reply_setup
00007ff800ae5525 (__TEXT,__text) external _mig_strncpy
00007ff800ae5558 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800ae1614 (__TEXT,__text) external _mincore
00007ff800ae162c (__TEXT,__text) external _minherit
00007ff800adf0e0 (__TEXT,__text) external _mk_timer_arm
00007ff800adf0f8 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800adf0ec (__TEXT,__text) external _mk_timer_cancel
00007ff800adf0c8 (__TEXT,__text) external _mk_timer_create
00007ff800adf0d4 (__TEXT,__text) external _mk_timer_destroy
00007ff800ae1644 (__TEXT,__text) external _mkdir
00007ff800ae165c (__TEXT,__text) external _mkdirat
00007ff800ae1674 (__TEXT,__text) external _mkfifo
00007ff800ae168c (__TEXT,__text) external _mkfifoat
00007ff800ae16a4 (__TEXT,__text) external _mknod
00007ff800ae16bc (__TEXT,__text) external _mknodat
00007ff800ae16d4 (__TEXT,__text) external _mlock
00007ff800ae16ec (__TEXT,__text) external _mlockall
00007ff800aed38a (__TEXT,__text) external _mmap
00007ff800ae1704 (__TEXT,__text) external _mount
00007ff800adff74 (__TEXT,__text) external _mprotect
00007ff800ae171c (__TEXT,__text) external _mremap_encrypted
00007ff800ae569e (__TEXT,__text) external _msg_receive
00007ff800ae5692 (__TEXT,__text) external _msg_rpc
00007ff800ae5698 (__TEXT,__text) external _msg_send
00007ff800adff8c (__TEXT,__text) external _msgctl
00007ff800ae1734 (__TEXT,__text) external _msgget
00007ff800ae174c (__TEXT,__text) external _msgrcv
00007ff800adffa4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800ae1764 (__TEXT,__text) external _msgsnd
00007ff800adffbc (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800adffd4 (__TEXT,__text) external _msgsys
00007ff800adffec (__TEXT,__text) external _msync
00007ff800ae0004 (__TEXT,__text) external _msync$NOCANCEL
00007ff800ae177c (__TEXT,__text) external _munlock
00007ff800ae1794 (__TEXT,__text) external _munlockall
00007ff800af1927 (__TEXT,__text) external _munmap
00007ff800ae17ac (__TEXT,__text) external _necp_client_action
00007ff800ae17c4 (__TEXT,__text) external _necp_match_policy
00007ff800ae17dc (__TEXT,__text) external _necp_open
00007ff800ae17f4 (__TEXT,__text) external _necp_session_action
00007ff800ae180c (__TEXT,__text) external _necp_session_open
00007ff800ae1824 (__TEXT,__text) external _net_qos_guideline
00007ff800ae183c (__TEXT,__text) external _netagent_trigger
00007ff800afdb9c (__TEXT,__text) external _netname_check_in
00007ff800afe001 (__TEXT,__text) external _netname_check_out
00007ff800afdd76 (__TEXT,__text) external _netname_look_up
00007ff800afe1c8 (__TEXT,__text) external _netname_version
00007ff800ae744f (__TEXT,__text) external _nfsclnt
00007ff800ae1854 (__TEXT,__text) external _nfssvc
00007ff8400a4bc0 (__DATA,__data) external _non_boost_assertion_token
00007ff8400a4bb8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800ae186c (__TEXT,__text) external _ntp_adjtime
00007ff800ae1884 (__TEXT,__text) external _ntp_gettime
00007ff800ae189c (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800aeedad (__TEXT,__text) external _open
00007ff800ae74b7 (__TEXT,__text) external _open$NOCANCEL
00007ff800aefa65 (__TEXT,__text) external _open_dprotected_np
00007ff800aeee6c (__TEXT,__text) external _openat
00007ff800ae7576 (__TEXT,__text) external _openat$NOCANCEL
00007ff800aefc18 (__TEXT,__text) external _openat_authenticated_np
00007ff800aefb3e (__TEXT,__text) external _openat_dprotected_np
00007ff800ae18b4 (__TEXT,__text) external _openbyid_np
00007ff800ae3704 (__TEXT,__text) external _os_buflet_get_data_address
00007ff800ae36eb (__TEXT,__text) external _os_buflet_get_data_length
00007ff800ae3709 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800ae36e7 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800ae36fb (__TEXT,__text) external _os_buflet_get_object_address
00007ff800ae3700 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800ae36f5 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800ae36ef (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800aeafdc (__TEXT,__text) external _os_channel_advance_slot
00007ff800aeb919 (__TEXT,__text) external _os_channel_attr_clone
00007ff800aeb8d4 (__TEXT,__text) external _os_channel_attr_create
00007ff800aebad7 (__TEXT,__text) external _os_channel_attr_destroy
00007ff800aebc50 (__TEXT,__text) external _os_channel_attr_get
00007ff800aebdb0 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800aebb25 (__TEXT,__text) external _os_channel_attr_set
00007ff800aeb9df (__TEXT,__text) external _os_channel_attr_set_key
00007ff800aeafa4 (__TEXT,__text) external _os_channel_available_slot_count
00007ff800aed014 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800aeca77 (__TEXT,__text) external _os_channel_buflet_free
00007ff800aecfef (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800aead0f (__TEXT,__text) external _os_channel_create
00007ff800aea2d6 (__TEXT,__text) external _os_channel_create_extended
00007ff800aeae4b (__TEXT,__text) external _os_channel_destroy
00007ff800aecf69 (__TEXT,__text) external _os_channel_event_free
00007ff800af084d (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800af07a4 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800aeb60f (__TEXT,__text) external _os_channel_flow_admissible
00007ff800aeb772 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800aeb5f4 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800aead1e (__TEXT,__text) external _os_channel_get_fd
00007ff800aecf6e (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800aecbc5 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800aeb02d (__TEXT,__text) external _os_channel_get_next_slot
00007ff800aeb593 (__TEXT,__text) external _os_channel_get_stats_region
00007ff800aeaad8 (__TEXT,__text) non-external _os_channel_info2attr
00007ff800aeac14 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800aeaea9 (__TEXT,__text) external _os_channel_is_defunct
00007ff800aec1ea (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800aebe0e (__TEXT,__text) external _os_channel_packet_alloc
00007ff800aebe15 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800aec1f4 (__TEXT,__text) external _os_channel_packet_free
00007ff800aec5a9 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800aeaf83 (__TEXT,__text) external _os_channel_pending
00007ff800aec83d (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800aead21 (__TEXT,__text) external _os_channel_read_attr
00007ff800aeae0a (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800aeaeb6 (__TEXT,__text) external _os_channel_ring_id
00007ff800aeaf9b (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800aeaf92 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800aeaf3b (__TEXT,__text) external _os_channel_rx_ring
00007ff800aeb39c (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800aec33f (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800aec46a (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800aeb47d (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800aeae2c (__TEXT,__text) external _os_channel_sync
00007ff800aeaf04 (__TEXT,__text) external _os_channel_tx_ring
00007ff800aead61 (__TEXT,__text) external _os_channel_write_attr
00007ff800ae36ba (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800adf110 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800aef699 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800aef792 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800ae18cc (__TEXT,__text) external _os_fault_with_payload
00007ff800ae36b5 (__TEXT,__text) external _os_inet_checksum
00007ff800aedc9e (__TEXT,__text) external _os_nexus_attr_clone
00007ff800aedc59 (__TEXT,__text) external _os_nexus_attr_create
00007ff800aedf38 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800aede18 (__TEXT,__text) external _os_nexus_attr_get
00007ff800aedcfa (__TEXT,__text) external _os_nexus_attr_set
00007ff800aee61a (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800aee2db (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800aee2fc (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800aedf4b (__TEXT,__text) external _os_nexus_controller_create
00007ff800aee2cf (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800aee931 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800aee2f0 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800aedfe4 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800aee7c9 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800aee420 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800aedfe7 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800aee754 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800aee3ba (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800aeec2c (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800ae3594 (__TEXT,__text) external _os_packet_add_buflet
00007ff800ae2bd4 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800ae2cc9 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800ae362b (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800ae3411 (__TEXT,__text) external _os_packet_finalize
00007ff800ae364a (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800ae3351 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800ae2aa9 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800ae3349 (__TEXT,__text) external _os_packet_get_data_length
00007ff800ae2daa (__TEXT,__text) external _os_packet_get_expire_time
00007ff800ae2e4a (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800ae2c4f (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800ae2d76 (__TEXT,__text) external _os_packet_get_group_end
00007ff800ae2d0b (__TEXT,__text) external _os_packet_get_group_start
00007ff800ae265f (__TEXT,__text) external _os_packet_get_headroom
00007ff800ae2c06 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800ae3289 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800ae2726 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800ae27e5 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800ae26ca (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800ae2785 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800ae337d (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800ae305d (__TEXT,__text) external _os_packet_get_packetid
00007ff800ae33e4 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800ae29fd (__TEXT,__text) external _os_packet_get_service_class
00007ff800ae2eec (__TEXT,__text) external _os_packet_get_token
00007ff800ae370d (__TEXT,__text) external _os_packet_get_trace_id
00007ff800ae2b11 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800ae2916 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800ae284a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800ae28b0 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800ae32de (__TEXT,__text) external _os_packet_get_truncated
00007ff800ae3208 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800ae3210 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800ae31b0 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800ae327a (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800ae360e (__TEXT,__text) external _os_packet_increment_use_count
00007ff800ae3216 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800ae2a7b (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800ae2df7 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800ae2e96 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800ae2c8c (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800ae2d3f (__TEXT,__text) external _os_packet_set_group_end
00007ff800ae2cd4 (__TEXT,__text) external _os_packet_set_group_start
00007ff800ae2621 (__TEXT,__text) external _os_packet_set_headroom
00007ff800ae2b98 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800ae3298 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800ae3312 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800ae26f7 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800ae27b6 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800ae268c (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800ae2756 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800ae30e9 (__TEXT,__text) external _os_packet_set_packetid
00007ff800ae37a7 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800ae297c (__TEXT,__text) external _os_packet_set_service_class
00007ff800ae2f9a (__TEXT,__text) external _os_packet_set_token
00007ff800ae3721 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800ae2aee (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800ae2949 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800ae28e3 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800ae2817 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800ae287d (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800ae37d6 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800ae3677 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800ae315e (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800ae374d (__TEXT,__text) external _os_packet_trace_event
00007ff800ae5dcc (__TEXT,__text) external _os_proc_available_memory
00007ff800ae55bd (__TEXT,__text) external _panic
00007ff800ae55b6 (__TEXT,__text) external _panic_init
00007ff800ae18e4 (__TEXT,__text) external _panic_with_data
00007ff800ae18fc (__TEXT,__text) external _pathconf
00007ff800ae1914 (__TEXT,__text) external _peeloff
00007ff800adefe4 (__TEXT,__text) external _pid_for_task
00007ff800ae192c (__TEXT,__text) external _pid_hibernate
00007ff800ae1944 (__TEXT,__text) external _pid_resume
00007ff800aed248 (__TEXT,__text) external _pid_shutdown_networking
00007ff800ae195c (__TEXT,__text) external _pid_shutdown_sockets
00007ff800ae1974 (__TEXT,__text) external _pid_suspend
00007ff800ae019c (__TEXT,__text) external _pipe
00007ff800ae198c (__TEXT,__text) external _pivot_root
00007ff800ae25ed (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800ae2607 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800ae19a4 (__TEXT,__text) external _poll
00007ff800ae01b8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800ae2542 (__TEXT,__text) non-external _port_for_id_internal
00007ff800ae560e (__TEXT,__text) external _port_obj_init
00007ff8400a4c58 (__DATA,__common) external _port_obj_table
00007ff8400a4ba8 (__DATA,__data) external _port_obj_table_size
00007ff800ae15cc (__TEXT,__text) external _posix_madvise
00007ff800ae9797 (__TEXT,__text) external _posix_spawn
00007ff800ae8627 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800ae8a9a (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800ae8b8e (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800ae89a7 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800ae8a14 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800ae8c1b (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800ae8b21 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800ae8877 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800ae883a (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800ae87d7 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800ae7fb1 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800ae856e (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800ae9240 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800ae920c (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800ae8226 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800ae81d3 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800ae8cca (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800ae816a (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800ae8e4e (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800ae8287 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800ae819f (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800ae82a1 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800ae8185 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800ae81b9 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800ae7ebe (__TEXT,__text) external _posix_spawnattr_init
00007ff800ae858a (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800ae95d1 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800ae85c1 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800ae85a6 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800ae85dd (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800ae93cf (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800ae9228 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800ae96a0 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800ae94af (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800ae94ea (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800ae8d2e (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800ae96e2 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800b08a88 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800ae96c1 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800ae977b (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800ae955b (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800ae939d (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800ae9327 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800ae934f (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800ae925c (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800ae92ff (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800ae8556 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800ae967f (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800ae8e1b (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800ae91ed (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800ae8da6 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800ae847d (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800ae8d16 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800ae93fd (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800ae8461 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800ae8388 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800ae87a4 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800ae8307 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800ae9139 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800ae8cad (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800ae8c88 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800ae843f (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800ae8770 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800ae8152 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800ae8ced (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800ae8f1a (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800ae93b6 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800ae840f (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800ae82d5 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800ae8427 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800ae82bb (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800ae82ed (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800ae85fe (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800ae19bc (__TEXT,__text) external _pread
00007ff800ae01e8 (__TEXT,__text) external _pread$NOCANCEL
00007ff800ae19d4 (__TEXT,__text) external _preadv
00007ff800ae0200 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800ae774e (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800ae6d8c (__TEXT,__text) external _proc_clear_cpulimits
00007ff800ae7068 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800ae67dd (__TEXT,__text) external _proc_clear_dirty
00007ff800ae6f75 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800ae65f2 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800ae6f68 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800ae6f70 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800ae70b5 (__TEXT,__text) external _proc_disable_apptype
00007ff800ae6aaa (__TEXT,__text) external _proc_disable_cpumon
00007ff800ae6cbb (__TEXT,__text) external _proc_disable_wakemon
00007ff800ae6de2 (__TEXT,__text) external _proc_donate_importance_boost
00007ff800ae7115 (__TEXT,__text) external _proc_enable_apptype
00007ff800ae69ba (__TEXT,__text) external _proc_get_cpumon_params
00007ff800ae6782 (__TEXT,__text) external _proc_get_dirty
00007ff800ae6c54 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800ae6e3c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800ae6ef4 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800ae6492 (__TEXT,__text) external _proc_kmsgbuf
00007ff800ae667b (__TEXT,__text) external _proc_libversion
00007ff800ae6cfd (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800ae6ce4 (__TEXT,__text) external _proc_list_uptrs
00007ff800ae60f8 (__TEXT,__text) external _proc_listallpids
00007ff800ae6162 (__TEXT,__text) external _proc_listchildpids
00007ff800ae61fe (__TEXT,__text) external _proc_listcoalitions
00007ff800ae612d (__TEXT,__text) external _proc_listpgrppids
00007ff800ae60cd (__TEXT,__text) external _proc_listpids
00007ff800aefc8a (__TEXT,__text) external _proc_listpidspath
00007ff800ae630e (__TEXT,__text) external _proc_name
00007ff800ae6229 (__TEXT,__text) external _proc_pid_rusage
00007ff800ae62d3 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800ae628a (__TEXT,__text) external _proc_pidfdinfo
00007ff800ae62af (__TEXT,__text) external _proc_pidfileportinfo
00007ff800ae6197 (__TEXT,__text) external _proc_pidinfo
00007ff800ae61bc (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800ae64bd (__TEXT,__text) external _proc_pidpath
00007ff800ae6551 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800ae63de (__TEXT,__text) external _proc_regionfilename
00007ff800ae6d7d (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800ae6a75 (__TEXT,__text) external _proc_resume_cpumon
00007ff800ae19ec (__TEXT,__text) external _proc_rlimit_control
00007ff800ae6a2a (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800ae6970 (__TEXT,__text) external _proc_set_cpumon_params
00007ff800ae6af5 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800ae7224 (__TEXT,__text) external _proc_set_csm
00007ff800ae7018 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800ae6738 (__TEXT,__text) external _proc_set_dirty
00007ff800ae7178 (__TEXT,__text) external _proc_set_no_smt
00007ff800ae6fcb (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800ae6c92 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800ae6c2e (__TEXT,__text) external _proc_set_wakemon_params
00007ff800ae6d16 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800ae6694 (__TEXT,__text) external _proc_setpcontrol
00007ff800ae623f (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800ae72d4 (__TEXT,__text) external _proc_setthread_csm
00007ff800ae71d0 (__TEXT,__text) external _proc_setthread_no_smt
00007ff800ae687f (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800ae7175 (__TEXT,__text) external _proc_suppress
00007ff800ae6827 (__TEXT,__text) external _proc_terminate
00007ff800ae691c (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800ae68c4 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800ae1a04 (__TEXT,__text) external _proc_trace_log
00007ff800ae66ee (__TEXT,__text) external _proc_track_dirty
00007ff800ae62f8 (__TEXT,__text) external _proc_udata_info
00007ff800ae1a1c (__TEXT,__text) external _proc_uuid_policy
00007ff800afd97a (__TEXT,__text) external _processor_assign
00007ff800afd832 (__TEXT,__text) external _processor_control
00007ff800afd544 (__TEXT,__text) external _processor_exit
00007ff800afda79 (__TEXT,__text) external _processor_get_assignment
00007ff800afd629 (__TEXT,__text) external _processor_info
00007ff800af57a7 (__TEXT,__text) external _processor_set_create
00007ff800af5684 (__TEXT,__text) external _processor_set_default
00007ff800afc85e (__TEXT,__text) external _processor_set_destroy
00007ff800afd156 (__TEXT,__text) external _processor_set_info
00007ff800afc943 (__TEXT,__text) external _processor_set_max_priority
