00007ff843ad7718 (__DATA,__data) non-external _C
00007ff801db3b64 (__TEXT,__text) external _acl_set_link_np
00007ff801db3d03 (__TEXT,__text) external _acl_set_permset
00007ff801db3d83 (__TEXT,__text) external _acl_set_permset_mask_np
00007ff801db39a1 (__TEXT,__text) external _acl_set_qualifier
00007ff801db39e6 (__TEXT,__text) external _acl_set_tag_type
00007ff801d80810 (__TEXT,__text) external _acl_size
00007ff801db45f8 (__TEXT,__text) external _acl_to_text
00007ff801db368e (__TEXT,__text) external _acl_valid
00007ff801db36c0 (__TEXT,__text) external _acl_valid_fd_np
00007ff801db36d6 (__TEXT,__text) external _acl_valid_file_np
00007ff801db36ec (__TEXT,__text) external _acl_valid_link
00007ff801dac728 (__TEXT,__text) non-external _addToMP
00007ff801dd2cc4 (__TEXT,__text) non-external _addaster
00007ff801dc6ce4 (__TEXT,__text) non-external _addcmd
00007ff801dcdd66 (__TEXT,__text) external _addr2ascii
00007ff843ad94d8 (__DATA,__bss) non-external _addr2ascii.staticbuf
00007ff801dd2f8b (__TEXT,__text) non-external _addsarg
00007ff801dd2eab (__TEXT,__text) non-external _addtype
00007ff801dd30ec (__TEXT,__text) non-external _adduarg
00007ff801dd3c94 (__TEXT,__text) non-external _addwaster
00007ff801d895bc (__TEXT,__text) non-external _advance_directory
00007ff801d895bc (__TEXT,__text) non-external _advance_directory
00007ff801defebb (__TEXT,__text) non-external _advance_directory.cold.1
00007ff801defebb (__TEXT,__text) non-external _advance_directory.cold.1
00007ff801da1e69 (__TEXT,__text) external _alarm
00007ff801dbb9af (__TEXT,__text) non-external _alloc_segs
00007ff801dee7a9 (__TEXT,__text) external _alphasort
00007ff801d9e7d9 (__TEXT,__text) external _alphasort$INODE64
00007ff801df4880 (__TEXT,__const) non-external _ambig
00007ff801d71fbc (__TEXT,__text) non-external _arc4_init
00007ff801df063b (__TEXT,__text) non-external _arc4_init.cold.1
00007ff801d7f258 (__TEXT,__text) external _arc4random
00007ff801dc2197 (__TEXT,__text) external _arc4random_addrandom
00007ff801d71f94 (__TEXT,__text) external _arc4random_buf
00007ff801da2c09 (__TEXT,__text) external _arc4random_stir
00007ff801d851a8 (__TEXT,__text) external _arc4random_uniform
00007ff843ad9810 (__DATA,__bss) non-external _arg_type_queue
00007ff801de721b (__TEXT,__text) non-external (was a private external) _arrayfree
00007ff801da59f4 (__TEXT,__text) non-external _arrayget
00007ff801dcde0c (__TEXT,__text) external _ascii2addr
00007ff801d9fc31 (__TEXT,__text) external _asctime
00007ff801d941b2 (__TEXT,__text) external _asctime_r
00007ff801df4630 (__TEXT,__const) non-external _asctime_r.mon_name
00007ff801df4610 (__TEXT,__const) non-external _asctime_r.wday_name
                 (undefined) external _asl_append (from libsystem_asl)
                 (undefined) external _asl_get (from libsystem_asl)
                 (undefined) external _asl_match (from libsystem_asl)
                 (undefined) external _asl_new (from libsystem_asl)
                 (undefined) external _asl_next (from libsystem_asl)
                 (undefined) external _asl_open (from libsystem_asl)
                 (undefined) external _asl_release (from libsystem_asl)
                 (undefined) external _asl_send (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asl_set_query (from libsystem_asl)
00007ff801d8008e (__TEXT,__text) external _asprintf
00007ff801dd0804 (__TEXT,__text) external _asprintf_l
00007ff801db539d (__TEXT,__text) external _asxprintf
00007ff801db5ba4 (__TEXT,__text) external _asxprintf_exec
00007ff801de79b1 (__TEXT,__text) external _at_quick_exit
00007ff801d9afa9 (__TEXT,__text) external _atexit
00007ff801d9cff5 (__TEXT,__text) external _atexit_b
00007ff8438d4eb8 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff801d780e7 (__TEXT,__text) non-external _atexit_register
00007ff801df175b (__TEXT,__text) non-external _atexit_register.cold.1
00007ff801da8b07 (__TEXT,__text) external _atof
00007ff801d95bde (__TEXT,__text) external _atof_l
00007ff801d7f79d (__TEXT,__text) external _atoi
00007ff801ddef19 (__TEXT,__text) external _atoi_l
00007ff801d87ca5 (__TEXT,__text) external _atol
00007ff801ddef2d (__TEXT,__text) external _atol_l
00007ff801d80e3d (__TEXT,__text) external _atoll
00007ff801ddef41 (__TEXT,__text) external _atoll_l
00007ff801d80969 (__TEXT,__text) external _backtrace
00007ff801dacdf8 (__TEXT,__text) external _backtrace_async
00007ff801dace5b (__TEXT,__text) external _backtrace_from_fp
00007ff843ad75f8 (__DATA,__data) non-external _backtrace_get_pcs_func
00007ff801d87812 (__TEXT,__text) external _backtrace_image_offsets
00007ff801dacdd0 (__TEXT,__text) external _backtrace_set_pcs_func
00007ff801d85feb (__TEXT,__text) external _backtrace_symbols
00007ff801daceb0 (__TEXT,__text) external _backtrace_symbols_fd
00007ff801d877c1 (__TEXT,__text) external _basename
00007ff8438d5000 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff801d86fd8 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff801d7206e (__TEXT,__text) external _bcopy
00007ff801daca07 (__TEXT,__text) non-external _bitCountMP
00007ff801defe96 (__TEXT,__text) non-external _bitCountMP.cold.1
00007ff801df4490 (__TEXT,__const) non-external _blanks
00007ff801df4560 (__TEXT,__const) non-external _blanks
00007ff843ad7be0 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff801daf45c (__TEXT,__text) non-external _both_ftw
00007ff801def218 (__TEXT,__text) non-external _both_ftw
00007ff843ad8ab8 (__DATA,__bss) non-external _brapreg
00007ff801da9f9b (__TEXT,__text) external _brk
00007ff801da9fb3 (__TEXT,__text) external _bsd_signal
00007ff801d78e16 (__TEXT,__text) external _bsearch
00007ff801d824cd (__TEXT,__text) external _bsearch_b
00007ff801dbab53 (__TEXT,__text) non-external _bt_broot
00007ff801dba8b6 (__TEXT,__text) non-external _bt_page
00007ff801dbac94 (__TEXT,__text) non-external _bt_preserve
00007ff801dbacd1 (__TEXT,__text) non-external _bt_psplit
00007ff801dba7da (__TEXT,__text) non-external _bt_root
00007ff801dbaa54 (__TEXT,__text) non-external _bt_rroot
00007ff801da93d7 (__TEXT,__text) external _btowc
00007ff801da93ff (__TEXT,__text) external _btowc_l
00007ff843ad95a0 (__DATA,__bss) non-external _buf_asctime
00007ff801dd3239 (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff801df2418 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff801df23f0 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff801dd0724 (__TEXT,__text) external _catclose
00007ff801df4328 (__TEXT,__const) non-external _categories.rel
00007ff801dd041d (__TEXT,__text) external _catgets
00007ff801dcfd57 (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff801dc7063 (__TEXT,__text) external _cfgetispeed
00007ff801d95c6d (__TEXT,__text) external _cfgetospeed
00007ff801dc7095 (__TEXT,__text) external _cfmakeraw
00007ff801dc7079 (__TEXT,__text) external _cfsetispeed
00007ff801dc706d (__TEXT,__text) external _cfsetospeed
00007ff801dc7085 (__TEXT,__text) external _cfsetspeed
00007ff801dc3ecc (__TEXT,__text) external _cgetcap
00007ff801dc47f0 (__TEXT,__text) external _cgetclose
00007ff801dc3f5a (__TEXT,__text) external _cgetent
00007ff801dc479f (__TEXT,__text) external _cgetfirst
00007ff801dc4745 (__TEXT,__text) external _cgetmatch
00007ff801dc482d (__TEXT,__text) external _cgetnext
00007ff801dc4f3e (__TEXT,__text) external _cgetnum
00007ff801dc3e48 (__TEXT,__text) external _cgetset
00007ff801dc4bfa (__TEXT,__text) external _cgetstr
00007ff801dc4e54 (__TEXT,__text) external _cgetustr
00007ff801dc8dac (__TEXT,__text) non-external _chainsearch
00007ff801df41f0 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff801d9eda8 (__TEXT,__text) non-external _check_env_var
00007ff801d8ab88 (__TEXT,__text) non-external _chmodx1
00007ff801d8ab61 (__TEXT,__text) external _chmodx_np
00007ff801d8ad92 (__TEXT,__text) non-external _chmodx_syscall
00007ff801dd089a (__TEXT,__text) external _clearerr
00007ff801dd08ba (__TEXT,__text) external _clearerr_unlocked
00007ff801d9af57 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff801da9dfc (__TEXT,__text) external _clock_getres
00007ff801d81064 (__TEXT,__text) external _clock_gettime
00007ff801d71e14 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff8438d6864 (__DATA_DIRTY,__common) external _clock_port
00007ff8438d6860 (__DATA_DIRTY,__common) external _clock_sem
00007ff801da9e74 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff801d89910 (__TEXT,__text) non-external _close_directory
00007ff801d89910 (__TEXT,__text) non-external _close_directory
00007ff801d78a7b (__TEXT,__text) external _closedir
00007ff840083980 (__DATA_CONST,__const) non-external _cnames
00007ff801dbcc9d (__TEXT,__text) non-external _collect_data
00007ff801dbce5b (__TEXT,__text) non-external _collect_key
00007ff801df47c0 (__TEXT,__const) non-external _command_substitution_str
00007ff801d9ec01 (__TEXT,__text) external _compat_mode
00007ff801d77cd8 (__TEXT,__text) external _confstr
00007ff843ad8978 (__DATA,__bss) non-external _constdatablock
00007ff801db590d (__TEXT,__text) external _copy_printf_domain
00007ff801da2dda (__TEXT,__text) external _creat
00007ff801db74b5 (__TEXT,__text) external _creat$NOCANCEL
00007ff801dacfea (__TEXT,__text) external _crypt
00007ff843ad8960 (__DATA,__bss) non-external _cryptresult
                 (undefined) external _csops (from libsystem_kernel)
00007ff801dc21a3 (__TEXT,__text) external _ctermid
00007ff843ad7760 (__DATA,__data) non-external _ctermid.def
00007ff801dc21cd (__TEXT,__text) external _ctermid_r
00007ff801d9fc16 (__TEXT,__text) external _ctime
00007ff801d94181 (__TEXT,__text) external _ctime_r
00007ff843ad7980 (__DATA,__data) non-external _current_categories
00007ff801d95c77 (__TEXT,__text) non-external _currentlocale
00007ff843ad94c0 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff843ad8b18 (__DATA,__bss) non-external _curshell
00007ff801ded9eb (__TEXT,__text) external _daemon
00007ff801dc21ee (__TEXT,__text) external _daemon$1050
00007ff843ad7b38 (__DATA,__data) non-external _dash_prefix
00007ff8438d6880 (__DATA_DIRTY,__common) external _daylight
00007ff801dbee62 (__TEXT,__text) external _dbm_clearerr
00007ff801dbed1e (__TEXT,__text) external _dbm_close
00007ff801dbedf2 (__TEXT,__text) external _dbm_delete
00007ff801dbee78 (__TEXT,__text) external _dbm_dirfno
00007ff801dbee52 (__TEXT,__text) external _dbm_error
00007ff801dbed26 (__TEXT,__text) external _dbm_fetch
00007ff801dbed62 (__TEXT,__text) external _dbm_firstkey
00007ff801dbedae (__TEXT,__text) external _dbm_nextkey
00007ff801dbec53 (__TEXT,__text) external _dbm_open
00007ff801dbee1d (__TEXT,__text) external _dbm_store
00007ff801dbb386 (__TEXT,__text) external _dbopen
00007ff843ad91e8 (__DATA,__bss) non-external _dbp
00007ff843ad8ad8 (__DATA,__bss) non-external _decpreg
00007ff801df4980 (__TEXT,__const) non-external _degrees
00007ff801dc8b81 (__TEXT,__text) non-external _destruct_collate
00007ff801de358c (__TEXT,__text) non-external _destruct_ctype
00007ff801dcae57 (__TEXT,__text) non-external (was a private external) _destruct_ldpart
00007ff801db3631 (__TEXT,__text) non-external _destruct_locale
00007ff801da7f37 (__TEXT,__text) external _devname
00007ff843ad8a38 (__DATA,__bss) non-external _devname.buf
00007ff801da7f88 (__TEXT,__text) external _devname_r
00007ff801da1d2c (__TEXT,__text) external _difftime
00007ff801db1c0a (__TEXT,__text) external _digittoint
00007ff801db1e89 (__TEXT,__text) external _digittoint_l
00007ff801da249d (__TEXT,__text) external _dirfd
00007ff801da48dc (__TEXT,__text) external _dirname
00007ff843ad9170 (__DATA,__bss) non-external _dirname.dname
00007ff801d9ab5b (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff801d9ebd2 (__TEXT,__text) external _div
00007ff843ad7600 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff801dc7fcf (__TEXT,__text) non-external _do_hvis
00007ff801dc80cc (__TEXT,__text) non-external _do_mvis
00007ff801d995df (__TEXT,__text) non-external _do_svis
00007ff801dc0b2c (__TEXT,__text) non-external _dorounding
00007ff801da2f31 (__TEXT,__text) external _dprintf
00007ff801dd08c4 (__TEXT,__text) external _dprintf_l
00007ff801d9d836 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff801d86afc (__TEXT,__text) external _duplocale
00007ff801db543d (__TEXT,__text) external _dxprintf
00007ff801db5c4e (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff801de2f83 (__TEXT,__text) external _ecvt
00007ff843ad92d0 (__DATA,__bss) non-external _empty
00007ff843ad92e0 (__DATA,__bss) non-external _empty
00007ff843ad92f4 (__DATA,__bss) non-external _empty
00007ff801dadc5b (__TEXT,__text) external _encrypt
00007ff801db0afe (__TEXT,__text) non-external _end_asl
00007ff801db0b2e (__TEXT,__text) non-external _end_file
00007ff843ad7b78 (__DATA,__data) non-external _end_ptr
00007ff801daf016 (__TEXT,__text) external _endttyent
00007ff801daf33c (__TEXT,__text) external _endusershell
00007ff801de7c0d (__TEXT,__text) external _endutxent
00007ff801db0988 (__TEXT,__text) external _endutxent_wtmp
00007ff801ddef55 (__TEXT,__text) external _environ_lock_np
00007ff8438d4fb8 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff801ddef6b (__TEXT,__text) external _environ_unlock_np
00007ff801d7e7be (__TEXT,__text) non-external _eofread
00007ff801d7e7c6 (__TEXT,__text) non-external _eofread
00007ff801dc2365 (__TEXT,__text) external _erand48
00007ff801df0808 (__TEXT,__text) external _err
00007ff801dc54a1 (__TEXT,__text) non-external _err_aborted
00007ff801dedf62 (__TEXT,__text) non-external _err_aborted
00007ff801dc2568 (__TEXT,__text) external _err_set_exit
00007ff801dc25a4 (__TEXT,__text) external _err_set_exit_b
00007ff801dc254c (__TEXT,__text) external _err_set_file
00007ff801df098a (__TEXT,__text) external _errc
00007ff801df09f4 (__TEXT,__text) external _errx
00007ff801df3d20 (__TEXT,__const) non-external _escape
00007ff801dc25f0 (__TEXT,__text) external _execl
00007ff801dc273a (__TEXT,__text) external _execle
00007ff801dc288f (__TEXT,__text) external _execlp
00007ff801dc2a17 (__TEXT,__text) external _execv
00007ff801dc2a4c (__TEXT,__text) external _execvP
00007ff801dc2a85 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff801dc29c7 (__TEXT,__text) external _execvp
00007ff801d9cc9a (__TEXT,__text) external _exit
00007ff801db4cb1 (__TEXT,__text) non-external _extract_next_subsystem_root_path
00007ff801dd0f94 (__TEXT,__text) external _f_prealloc
00007ff801daaf0e (__TEXT,__text) non-external _fastParse64
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff801d8ae44 (__TEXT,__text) external _fchmodx_np
00007ff801d8ae6a (__TEXT,__text) non-external _fchmodx_syscall
00007ff801d93892 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff801de3164 (__TEXT,__text) external _fcvt
00007ff801d9e661 (__TEXT,__text) external _fdopen
00007ff801d964d6 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff801dee054 (__TEXT,__text) external _fdopendir
00007ff801d9e5e0 (__TEXT,__text) external _fdopendir$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
                 (undefined) external _fegetround (from libsystem_m)
00007ff801da8cde (__TEXT,__text) external _feof
00007ff801dd095a (__TEXT,__text) external _feof_unlocked
00007ff801da1e3e (__TEXT,__text) external _ferror
00007ff801dd0969 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff801dbebd9 (__TEXT,__text) non-external _fetch_bitmap
00007ff801daf93c (__TEXT,__text) external _fflagstostr
00007ff801d82543 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff801da24bf (__TEXT,__text) external _fgetc
00007ff801da7452 (__TEXT,__text) external _fgetln
00007ff801dd09a2 (__TEXT,__text) external _fgetpos
00007ff801db68cd (__TEXT,__text) external _fgetrune
00007ff843ad914c (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff801d93744 (__TEXT,__text) external _fgets
00007ff801dd09c7 (__TEXT,__text) external _fgetwc
00007ff801dd0ae6 (__TEXT,__text) external _fgetwc_l
00007ff801dd0c00 (__TEXT,__text) external _fgetwln
00007ff801dd0b4e (__TEXT,__text) external _fgetwln_l
00007ff801dd0dfb (__TEXT,__text) external _fgetws
00007ff801dd0c28 (__TEXT,__text) external _fgetws_l
00007ff8438d4d38 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff801d87743 (__TEXT,__text) external _fileno
00007ff801dd0e23 (__TEXT,__text) external _fileno_unlocked
00007ff801d805d5 (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff801d8aad1 (__TEXT,__text) external _filesec_dup
00007ff801d80939 (__TEXT,__text) external _filesec_free
00007ff801d80608 (__TEXT,__text) external _filesec_get_property
00007ff801d803d0 (__TEXT,__text) external _filesec_init
00007ff801dae3c8 (__TEXT,__text) external _filesec_query_property
00007ff801d803f8 (__TEXT,__text) external _filesec_set_property
00007ff801da9094 (__TEXT,__text) external _filesec_unset_property
00007ff801d878f2 (__TEXT,__text) non-external _find_temp_path
00007ff801d9c9d0 (__TEXT,__text) non-external _first_wday_of
00007ff801df26a0 (__TEXT,__const) non-external _fiveToThe1000
00007ff801d8259b (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff801dbc132 (__TEXT,__text) non-external _flush_meta
00007ff801de7231 (__TEXT,__text) non-external _flush_queues
                 (undefined) external _fma (from libsystem_m)
00007ff801dde208 (__TEXT,__text) external _fmemopen
00007ff801dde493 (__TEXT,__text) non-external _fmemopen_close
00007ff801dde380 (__TEXT,__text) non-external _fmemopen_read
00007ff801dde439 (__TEXT,__text) non-external _fmemopen_seek
00007ff801dde3ca (__TEXT,__text) non-external _fmemopen_write
00007ff840083540 (__DATA_CONST,__const) non-external _fmt_padding
00007ff801d9e13c (__TEXT,__text) external _fmtcheck
00007ff801dc2dd0 (__TEXT,__text) external _fmtmsg
00007ff801d9f260 (__TEXT,__text) external _fnmatch
00007ff801d82a67 (__TEXT,__text) external _fopen
00007ff801ded88a (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff801d988d9 (__TEXT,__text) external _fork
00007ff801d985a9 (__TEXT,__text) external _forkpty
00007ff801da7140 (__TEXT,__text) external _fparseln
00007ff801df393c (__TEXT,__const) non-external _fparseln.dstr
00007ff801d84b47 (__TEXT,__text) external _fprintf
00007ff801dd0ff4 (__TEXT,__text) external _fprintf_l
00007ff843ad7b68 (__DATA,__data) non-external _fptr
00007ff801dd108a (__TEXT,__text) external _fpurge
00007ff801da85d1 (__TEXT,__text) external _fputc
00007ff801db6a52 (__TEXT,__text) external _fputrune
00007ff843ad9154 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff801da2280 (__TEXT,__text) external _fputs
00007ff801dd11c3 (__TEXT,__text) external _fputwc
00007ff801dd1226 (__TEXT,__text) external _fputwc_l
00007ff801dd13e4 (__TEXT,__text) external _fputws
00007ff801dd1296 (__TEXT,__text) external _fputws_l
00007ff801d87688 (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff801db5755 (__TEXT,__text) external _free_printf_comp
00007ff801db59aa (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff801d86f60 (__TEXT,__text) external _freelocale
00007ff801dd1563 (__TEXT,__text) external _freopen
00007ff801dd18ac (__TEXT,__text) external _fscanf
00007ff801dd19bf (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff801d87088 (__TEXT,__text) external _fseek
00007ff801d870ec (__TEXT,__text) external _fseeko
00007ff801dd1ad5 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff801dacd18 (__TEXT,__text) external _fstatvfs
00007ff801db6811 (__TEXT,__text) external _fstatx64_np
00007ff801def682 (__TEXT,__text) external _fstatx_np
00007ff801d8adf3 (__TEXT,__text) external _fstatx_np$INODE64
00007ff801d8ae2c (__TEXT,__text) non-external _fstatx_syscall
00007ff801d8ae38 (__TEXT,__text) non-external _fstatx_syscall
00007ff843ad7660 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff801db7222 (__TEXT,__text) external _fsync_volume_np
00007ff801d876e9 (__TEXT,__text) external _ftell
00007ff801d87527 (__TEXT,__text) external _ftello
00007ff801ddc26e (__TEXT,__text) external _ftime
00007ff801dc3c39 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff801dd07d0 (__TEXT,__text) external _ftrylockfile
00007ff801d8408f (__TEXT,__text) non-external _fts_alloc
00007ff801d84123 (__TEXT,__text) non-external _fts_alloc
00007ff801d87d77 (__TEXT,__text) non-external _fts_build
00007ff801d889b3 (__TEXT,__text) non-external _fts_build
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.1
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.1
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.2
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.2
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.3
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.3
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.4
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.4
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.5
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.5
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.6
00007ff801defebb (__TEXT,__text) non-external _fts_build.cold.6
00007ff801def0b7 (__TEXT,__text) external _fts_children
00007ff801dae5c3 (__TEXT,__text) external _fts_children$INODE64
00007ff801deea97 (__TEXT,__text) external _fts_close
00007ff801d84a3f (__TEXT,__text) external _fts_close$INODE64
00007ff801dae50f (__TEXT,__text) non-external _fts_fchdir
00007ff801dae50f (__TEXT,__text) non-external _fts_fchdir
00007ff801dae4db (__TEXT,__text) non-external _fts_free
00007ff801dae4db (__TEXT,__text) non-external _fts_free
00007ff801dae52c (__TEXT,__text) non-external _fts_load
00007ff801def000 (__TEXT,__text) non-external _fts_load
00007ff801dee978 (__TEXT,__text) external _fts_open
00007ff801d83a60 (__TEXT,__text) external _fts_open$INODE64
00007ff801dee9f7 (__TEXT,__text) external _fts_open_b
00007ff801dae43b (__TEXT,__text) external _fts_open_b$INODE64
00007ff801d8401e (__TEXT,__text) non-external _fts_palloc
00007ff801d8401e (__TEXT,__text) non-external _fts_palloc
00007ff801deeba1 (__TEXT,__text) external _fts_read
00007ff801d845e1 (__TEXT,__text) external _fts_read$INODE64
00007ff801d89641 (__TEXT,__text) non-external _fts_safe_changedir
00007ff801d897a9 (__TEXT,__text) non-external _fts_safe_changedir
00007ff801def095 (__TEXT,__text) external _fts_set
00007ff801d957d1 (__TEXT,__text) external _fts_set$INODE64
00007ff801dae710 (__TEXT,__text) non-external _fts_sort
00007ff801dae710 (__TEXT,__text) non-external _fts_sort
00007ff801d841b5 (__TEXT,__text) non-external _fts_stat2
00007ff801d843b1 (__TEXT,__text) non-external _fts_stat2
00007ff801def204 (__TEXT,__text) external _ftw
00007ff801daf448 (__TEXT,__text) external _ftw$INODE64
00007ff801db69cb (__TEXT,__text) external _fungetrune
00007ff843ad9150 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff801d82731 (__TEXT,__text) external _funlockfile
00007ff801d9aeb9 (__TEXT,__text) external _funopen
00007ff801dd1ae4 (__TEXT,__text) external _fwide
00007ff801dd1b3d (__TEXT,__text) external _fwprintf
00007ff801dd1bfb (__TEXT,__text) external _fwprintf_l
00007ff801d959e4 (__TEXT,__text) external _fwrite
00007ff801dd1c91 (__TEXT,__text) external _fwscanf
00007ff801dd1d4f (__TEXT,__text) external _fwscanf_l
00007ff801db54dc (__TEXT,__text) external _fxprintf
00007ff801db5cf8 (__TEXT,__text) external _fxprintf_exec
00007ff843ad75b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff801dc5411 (__TEXT,__text) non-external _g_opendir
00007ff801deded2 (__TEXT,__text) non-external _g_opendir
00007ff801dc5381 (__TEXT,__text) non-external _g_stat
00007ff801dede42 (__TEXT,__text) non-external _g_stat
00007ff801de3173 (__TEXT,__text) external _gcvt
00007ff801d85f91 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8438d4fe8 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff8438d48a8 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff801dabc14 (__TEXT,__text) non-external _generalSlowpath
00007ff801defccf (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff801defe0a (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff801defe2d (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff801defe50 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff801defe73 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff801defcf2 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff801defd15 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff801defd38 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff801defd5b (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff801defd7e (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff801defda1 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff801defdc4 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff801defde7 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff801db0b69 (__TEXT,__text) non-external _get_asl
00007ff843ad8bb0 (__DATA,__bss) non-external _get_asl.utx
00007ff843ad910c (__DATA,__bss) non-external _get_clock.adjustment
00007ff843ad9120 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff843ad9110 (__DATA,__bss) non-external _get_clock.last
00007ff801db0ea5 (__TEXT,__text) non-external _get_file
00007ff843ad8e30 (__DATA,__bss) non-external _get_file.ux
00007ff801d9e1b1 (__TEXT,__text) non-external _get_next_format
00007ff801d9e300 (__TEXT,__text) non-external _get_next_format_from_precision
00007ff801d9e2b0 (__TEXT,__text) non-external _get_next_format_from_width
00007ff801de36f0 (__TEXT,__text) non-external _getargs
