00007ffd014c1ef6 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd0144ed59 (__TEXT,__text) non-external _asyncProgress
00007ffd0146d786 (__TEXT,__text) non-external _asyncProgress
00007ffd0144ed41 (__TEXT,__text) non-external _asyncSelect
00007ffd01476959 (__TEXT,__text) non-external _bestMatchInRange
00007ffd01489e5f (__TEXT,__text) non-external _blockGetFromCache
00007ffd01489d13 (__TEXT,__text) non-external _blockReader
00007ffd01489fb1 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd0148fa6a (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffd0149037a (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd01490cec (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd014901d6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd014905de (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd0149064c (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd0148fc83 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd0148fabd (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd0148ffed (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd01490177 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd014ce1a6 (__TEXT,__text) non-external _cacheData
00007ffd0145ccce (__TEXT,__text) non-external _cacheFlush
00007ffd0145cbae (__TEXT,__text) non-external _cachePageEvict
00007ffd0145c8bc (__TEXT,__text) non-external _cachePageGet
00007ffd0145ca17 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd0144df5c (__TEXT,__text) non-external _cancelProc
00007ffd01479776 (__TEXT,__text) non-external _cancelProc
00007ffd014856d8 (__TEXT,__text) non-external _cancelProc
00007ffd0149b58c (__TEXT,__text) non-external _cancelProc
00007ffd0149e1f6 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffd01474f3d (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd0149787c (__TEXT,__text) non-external _chunkAppendHole
00007ffd0147efa0 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd0147e8b3 (__TEXT,__text) non-external _chunkAsyncClose
00007ffd0147ec3d (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd0147efc0 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd0147ede0 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd0149784e (__TEXT,__text) non-external _chunkDestroy
00007ffd01495a08 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd014959fc (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd01477c31 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd0144ca57 (__TEXT,__text) non-external _closeProc
00007ffd01478e24 (__TEXT,__text) non-external _closeProc
00007ffd01482b9e (__TEXT,__text) non-external _closeProc
00007ffd014998f1 (__TEXT,__text) non-external _closeProc
00007ffd0144cd08 (__TEXT,__text) non-external _closeWithStateProc
00007ffd01478eaf (__TEXT,__text) non-external _closeWithStateProc
00007ffd0148421e (__TEXT,__text) non-external _closeWithStateProc
00007ffd014999b3 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd014ae822 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd014a9c2a (__TEXT,__text) non-external _cmpNodesProc
00007ffd01448e4d (__TEXT,__text) non-external _cmpRange
00007ffd0144c4b5 (__TEXT,__text) non-external _cmp_entries_clc
00007ffd0144c488 (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd0144c536 (__TEXT,__text) non-external _cmp_entries_offset
00007ffd0144c4e2 (__TEXT,__text) non-external _cmp_entries_slc
00007ffd014a7328 (__TEXT,__text) non-external _cmp_keys
00007ffd01499688 (__TEXT,__text) non-external _cmp_markers
00007ffd01445b58 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd01445b28 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd01445ae9 (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd0144577d (__TEXT,__text) non-external _compare_digest_tasks
00007ffd01443b90 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd0144655f (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd01446598 (__TEXT,__text) non-external _compare_forks_by_position
00007ffd0146d9a5 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd0146d93e (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd0146d989 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd0146d9b3 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd0146d997 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd0144fe57 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd014bbccb (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd01480a1b (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd0148097b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd014cb72d (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd0148ddf4 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd01488f26 (__TEXT,__text) non-external _convertStreamAbort
00007ffd01489190 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd01487d64 (__TEXT,__text) non-external _convertStreamClose
00007ffd014893e4 (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd014890f5 (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd01489058 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd01488a9c (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd01487dfb (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd01495a21 (__TEXT,__text) non-external _convert_block_controls
00007ffd0149589b (__TEXT,__text) non-external _convert_internal_controls
00007ffd014810e8 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd01481491 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd01462e9f (__TEXT,__text) non-external _copyStream
00007ffd014a7ae6 (__TEXT,__text) non-external _create
00007ffd01487b6c (__TEXT,__text) non-external _createErrorContextKey
00007ffd014875fc (__TEXT,__text) non-external (was a private external) _createThread
00007ffd014670a5 (__TEXT,__text) non-external _ctrl_reader_get
00007ffd0146bbcb (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd014c013e (__TEXT,__text) non-external _decodeStreamAbort
00007ffd014c0161 (__TEXT,__text) non-external _decodeStreamClose
00007ffd014bf27e (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffd014bf59b (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd014bf460 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd014bff55 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd014bf355 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd014bfa41 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd014bf1df (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd014c2748 (__TEXT,__text) non-external _decompressToData
00007ffd01447c68 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd0144770d (__TEXT,__text) non-external _decryptAsyncClose
00007ffd0144790c (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd01447c7a (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd01447a59 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd0148ed1f (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd0148eba1 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd0148ed2c (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd0148ed39 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd01469119 (__TEXT,__text) non-external _ecc65537Inv
00007ffd01468d28 (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd01468fb1 (__TEXT,__text) non-external _ecc65537Solve
00007ffd01468d8d (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd014bcbad (__TEXT,__text) non-external _encodeEntry
00007ffd014bcd0e (__TEXT,__text) non-external _encodeYOPEntry
00007ffd014bdd2b (__TEXT,__text) non-external _encoderStreamAbort
00007ffd014bdb58 (__TEXT,__text) non-external _encoderStreamClose
00007ffd014bded2 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd014bdd48 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd01486f09 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd014bbc97 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd0149d524 (__TEXT,__text) non-external _entryMessage
00007ffd014ade9a (__TEXT,__text) non-external _entryRelease
00007ffd014bbc7e (__TEXT,__text) non-external _entryVectorCmp
00007ffd01482370 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd01482494 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd014a8944 (__TEXT,__text) non-external _expandDirThreadProc
00007ffd014ade7d (__TEXT,__text) non-external _extractStreamAbort
00007ffd014ab9c8 (__TEXT,__text) non-external _extractStreamClose
00007ffd014aea43 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd014aeb1c (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd014ae687 (__TEXT,__text) non-external _extractStreamStateFail
00007ffd014ad685 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd014ac92f (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd0149de0e (__TEXT,__text) non-external _extractThread
00007ffd014ae011 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd014aa904 (__TEXT,__text) non-external _extractThreadProc
00007ffd014ae771 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd0149d969 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd0149d77c (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd0149d973 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd0149d9ef (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd01460593 (__TEXT,__text) non-external _findFirst
00007ffd01495f1f (__TEXT,__text) non-external _fingerprint_consumer
00007ffd01495bd8 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd01461a82 (__TEXT,__text) non-external _flushBuf
00007ffd014be17f (__TEXT,__text) non-external _flushOBuf
00007ffd014c48e8 (__TEXT,__text) non-external _flushOBuf
00007ffd0147b96b (__TEXT,__text) non-external _flushToResourceFork
00007ffd014be2bc (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd0147362c (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd01491ae7 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd01461e18 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd41704f60 (__DATA,__bss) non-external _gErrorContextKey
00007ffd0149897f (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd014820a0 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd014bef42 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd014692da (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd014806ed (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd01487b1a (__TEXT,__text) non-external _getErrorContextKey
00007ffd41704f50 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd01493e4c (__TEXT,__text) non-external _getFieldBlob
00007ffd01481928 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd014818a7 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd01481e83 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd014b0159 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd01482017 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd0148181f (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd0148212a (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd01482140 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd014821ce (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd01481e01 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd014cd51c (__TEXT,__text) non-external _getFreeCachePos
00007ffd01450f8b (__TEXT,__text) non-external _getHeader
00007ffd014a9851 (__TEXT,__text) non-external _getPath
00007ffd01476496 (__TEXT,__text) non-external _getProfile
00007ffd014806b9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd01480dd2 (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd0149e263 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd01482910 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd014cb5c0 (__TEXT,__text) non-external _graisAbort
00007ffd014c9a07 (__TEXT,__text) non-external _graisClose
00007ffd014cb1b7 (__TEXT,__text) non-external _graisPRead
00007ffd014cb18f (__TEXT,__text) non-external _graisRead
00007ffd014cb57a (__TEXT,__text) non-external _graisSeek
00007ffd014a889b (__TEXT,__text) non-external _increaseCapacity
00007ffd01475190 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd014be87b (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd014af250 (__TEXT,__text) non-external _init_blob_with_magic
00007ffd0148a0c4 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd0148a13d (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd0148a302 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd01480e67 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd014b4b00 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd0148792d (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd014c7250 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd014c72f1 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd01486fd6 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd014bf4f4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd01497a05 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd014b3778 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd014c4a8b (__TEXT,__text) non-external _loadChunkOffsets
00007ffd014c2052 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd0149de76 (__TEXT,__text) non-external _loadRemainingRange
00007ffd0149e09a (__TEXT,__text) non-external _loadTempSegment
00007ffd0149da7f (__TEXT,__text) non-external _loadThread
00007ffd0148b8da (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd0147eac3 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd0148081a (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd01471e0c (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd01471dff (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd01471e41 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd01471e1e (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd01471e98 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd01471fef (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd01471fe2 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd01472001 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd014bef1f (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd014beaae (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd014cddd0 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd014a91db (__TEXT,__text) non-external _normalize
00007ffd014808a6 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd0149e2f7 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd014e1e60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd014e23b0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd01450053 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd0148ba27 (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd01480d02 (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd01450f01 (__TEXT,__text) non-external _pcRead
00007ffd014502c5 (__TEXT,__text) non-external _pcWrite
00007ffd01446874 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd014466ea (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd01446679 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd014465ca (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd01446664 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd014467d9 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd014467c4 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd01496030 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd014ce32e (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd01496318 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd014961a3 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd014916db (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd014481b2 (__TEXT,__text) non-external _processClusterHeader
00007ffd0146ce4a (__TEXT,__text) non-external _processEntry
00007ffd014856ea (__TEXT,__text) non-external _processEntry
00007ffd01447c83 (__TEXT,__text) non-external _processMagic
00007ffd01448a62 (__TEXT,__text) non-external _processPadding
00007ffd01447d8e (__TEXT,__text) non-external _processPrologue
00007ffd01448d1f (__TEXT,__text) non-external _processSegment
00007ffd0148e952 (__TEXT,__text) non-external _processSegment
00007ffd0149d228 (__TEXT,__text) non-external _processSegment
00007ffd01463e13 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd014be96e (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd014be8f9 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd01448e68 (__TEXT,__text) non-external _pushPaddingRange
00007ffd014475b2 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd01476b78 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd01467a91 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd01480114 (__TEXT,__text) non-external _rangeCmp
00007ffd0147b292 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd0147b26f (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd0147b2af (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd01444125 (__TEXT,__text) non-external _rawimg_add_fork
00007ffd014442c0 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd01443e06 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffd01445fd1 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffd01443ba3 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffd01445601 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffd0146a1ce (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffd0144558d (__TEXT,__text) non-external _rawimg_free_chunks
00007ffd014447bb (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffd01445ba8 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffd014457a0 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffd01443c16 (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffd014442c8 (__TEXT,__text) non-external _rawimg_verify
00007ffd014527c8 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffd014cb9ef (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffd01480660 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffd014af3e5 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffd014e1d00 (__TEXT,__const) non-external _reltable.rawimg_force_in_place
00007ffd01492175 (__TEXT,__text) non-external _remap_page
00007ffd0148280e (__TEXT,__text) non-external _removeEntryProc
00007ffd0148242c (__TEXT,__text) non-external (was a private external) _removeFile
00007ffd014828ab (__TEXT,__text) non-external _removeLeaveDirProc
