                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000019463efdc (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000194641390 (__TEXT,__text) external _krb5_c_encrypt
00000001946414d8 (__TEXT,__text) external _krb5_c_encrypt_length
00000001946342e0 (__TEXT,__text) external _krb5_c_enctype_compare
00000001946342e8 (__TEXT,__text) external _krb5_c_free_state
00000001946342f0 (__TEXT,__text) external _krb5_c_init_state
00000001946342f8 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
0000000194634300 (__TEXT,__text) external _krb5_c_is_keyed_cksum
0000000194634308 (__TEXT,__text) external _krb5_c_keyed_checksum_types
0000000194634310 (__TEXT,__text) external _krb5_c_make_checksum
0000000194634318 (__TEXT,__text) external _krb5_c_make_random_key
0000000194634320 (__TEXT,__text) external _krb5_c_random_add_entropy
0000000194634328 (__TEXT,__text) external _krb5_c_random_make_octets
0000000194634330 (__TEXT,__text) external _krb5_c_random_os_entropy
0000000194634338 (__TEXT,__text) external _krb5_c_random_seed
0000000194640f50 (__TEXT,__text) external _krb5_c_string_to_key
0000000194634340 (__TEXT,__text) external _krb5_c_string_to_key_with_params
0000000194634348 (__TEXT,__text) external _krb5_c_valid_cksumtype
0000000194634350 (__TEXT,__text) external _krb5_c_valid_enctype
0000000194634358 (__TEXT,__text) external _krb5_c_verify_checksum
0000000194634360 (__TEXT,__text) external _krb5_calculate_checksum
000000019463e7dc (__TEXT,__text) external _krb5_cc_cache_match
000000019463e698 (__TEXT,__text) external _krb5_cc_close
0000000194634368 (__TEXT,__text) external _krb5_cc_copy_creds
000000019463e418 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
000000019463e9a0 (__TEXT,__text) external _krb5_cc_end_seq_get
000000019463e778 (__TEXT,__text) external _krb5_cc_gen_new
000000019463e6a4 (__TEXT,__text) external _krb5_cc_get_config
000000019463e69c (__TEXT,__text) external _krb5_cc_get_name
000000019463e5e8 (__TEXT,__text) external _krb5_cc_get_principal
000000019463e6a0 (__TEXT,__text) external _krb5_cc_get_type
000000019463e4e0 (__TEXT,__text) external _krb5_cc_initialize
0000000194634374 (__TEXT,__text) external _krb5_cc_last_change_time
000000019463437c (__TEXT,__text) external _krb5_cc_lock
0000000194634384 (__TEXT,__text) external _krb5_cc_move
000000019463e704 (__TEXT,__text) external _krb5_cc_new_unique
000000019463e8f8 (__TEXT,__text) external _krb5_cc_next_cred
0000000194634390 (__TEXT,__text) external _krb5_cc_remove_cred
000000019463e474 (__TEXT,__text) external _krb5_cc_resolve
000000019463e7e4 (__TEXT,__text) external _krb5_cc_retrieve_cred
0000000194634398 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00000001946343a0 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
000000019463e54c (__TEXT,__text) external _krb5_cc_store_cred
00000001946343a8 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00000001946343b0 (__TEXT,__text) external _krb5_cccol_last_change_time
00000001946343b8 (__TEXT,__text) external _krb5_cccol_lock
00000001946343c0 (__TEXT,__text) external _krb5_cccol_unlock
000000019464159c (__TEXT,__text) external _krb5_change_password
00000001946343c8 (__TEXT,__text) external _krb5_checksum_size
00000001946343d0 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00000001946343d8 (__TEXT,__text) external _krb5_copy_addresses
00000001946343e0 (__TEXT,__text) external _krb5_copy_authdata
00000001946343e8 (__TEXT,__text) external _krb5_copy_authenticator
00000001946343f0 (__TEXT,__text) external _krb5_copy_checksum
00000001946343f8 (__TEXT,__text) external _krb5_copy_context
000000019463ebdc (__TEXT,__text) external _krb5_copy_creds
0000000194637dd4 (__TEXT,__text) external _krb5_copy_data
0000000194637404 (__TEXT,__text) external _krb5_copy_keyblock
0000000194637394 (__TEXT,__text) external _krb5_copy_keyblock_contents
0000000194638d0c (__TEXT,__text) external _krb5_copy_principal
0000000194634400 (__TEXT,__text) external _krb5_copy_ticket
000000019463ea38 (__TEXT,__text) external _krb5_decode_ticket
0000000194634408 (__TEXT,__text) external _krb5_decrypt
0000000194634410 (__TEXT,__text) external _krb5_deltat_to_string
0000000194634418 (__TEXT,__text) external _krb5_eblock_enctype
0000000194634420 (__TEXT,__text) external _krb5_encrypt
0000000194634428 (__TEXT,__text) external _krb5_encrypt_size
00000001946382dc (__TEXT,__text) external _krb5_enctype_to_string
0000000194634430 (__TEXT,__text) external _krb5_finish_key
0000000194634438 (__TEXT,__text) external _krb5_finish_random_key
0000000194638318 (__TEXT,__text) external _krb5_free_addresses
0000000194637870 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
0000000194638098 (__TEXT,__text) external _krb5_free_authdata
0000000194634440 (__TEXT,__text) external _krb5_free_authenticator
0000000194634448 (__TEXT,__text) external _krb5_free_checksum
0000000194634450 (__TEXT,__text) external _krb5_free_checksum_contents
0000000194634458 (__TEXT,__text) external _krb5_free_cksumtypes
0000000194634460 (__TEXT,__text) external _krb5_free_config_files
0000000194637bb4 (__TEXT,__text) external _krb5_free_context
0000000194637e3c (__TEXT,__text) external _krb5_free_cred_contents
0000000194637f04 (__TEXT,__text) external _krb5_free_creds
0000000194637d5c (__TEXT,__text) external _krb5_free_data
00000001946379e8 (__TEXT,__text) external _krb5_free_data_contents
0000000194638df0 (__TEXT,__text) external _krb5_free_default_realm
0000000194637f68 (__TEXT,__text) external _krb5_free_enc_tkt_part
0000000194637934 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00000001946378d8 (__TEXT,__text) external _krb5_free_keyblock
0000000194637d00 (__TEXT,__text) external _krb5_free_keyblock_contents
000000019463f470 (__TEXT,__text) external _krb5_free_keytab_entry_contents
0000000194633dc8 (__TEXT,__text) external _krb5_free_krbhst
0000000194638d70 (__TEXT,__text) external _krb5_free_principal
0000000194634468 (__TEXT,__text) external _krb5_free_tgt_creds
0000000194637fd0 (__TEXT,__text) external _krb5_free_ticket
0000000194638cb8 (__TEXT,__text) external _krb5_free_unparsed_name
0000000194634470 (__TEXT,__text) external _krb5_fwd_tgt_creds
000000019463eae4 (__TEXT,__text) external _krb5_get_credentials
0000000194634478 (__TEXT,__text) external _krb5_get_credentials_renew
0000000194634480 (__TEXT,__text) external _krb5_get_credentials_validate
0000000194634488 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
000000019463888c (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
0000000194634490 (__TEXT,__text) external _krb5_get_in_tkt
000000019463449c (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
0000000194636f14 (__TEXT,__text) external _krb5_get_in_tkt_with_password
00000001946344a8 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
0000000194636e10 (__TEXT,__text) external _krb5_get_init_creds_keytab
0000000194636904 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
0000000194636978 (__TEXT,__text) external _krb5_get_init_creds_opt_free
000000019463687c (__TEXT,__text) external _krb5_get_init_creds_opt_init
0000000194636bc8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
0000000194636b18 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00000001946344b4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
0000000194636b64 (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
0000000194636a70 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00000001946344bc (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
0000000194636bcc (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00000001946368cc (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
0000000194636ac4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
0000000194636a1c (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00000001946369cc (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
0000000194636c00 (__TEXT,__text) external _krb5_get_init_creds_password
0000000194633dbc (__TEXT,__text) external _krb5_get_krbhst
00000001946344c4 (__TEXT,__text) external _krb5_get_permitted_enctypes
00000001946344cc (__TEXT,__text) external _krb5_get_profile
00000001946344d4 (__TEXT,__text) external _krb5_get_prompt_types
0000000194638f00 (__TEXT,__text) external _krb5_get_realm_domain
0000000194638574 (__TEXT,__text) external _krb5_get_renewed_creds
0000000194638390 (__TEXT,__text) external _krb5_get_server_rcache
00000001946344dc (__TEXT,__text) external _krb5_get_time_offsets
00000001946384ec (__TEXT,__text) external _krb5_get_validated_creds
00000001e67cf4a8 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00000001946344e4 (__TEXT,__text) external _krb5_gss_use_kdc_context
0000000194633ad8 (__TEXT,__text) external _krb5_init_context
00000001946344ec (__TEXT,__text) external _krb5_init_keyblock
00000001946344f4 (__TEXT,__text) external _krb5_init_random_key
0000000194637b60 (__TEXT,__text) external _krb5_init_secure_context
00000001946344fc (__TEXT,__text) external _krb5_ipc_client_clear_target
0000000194634504 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
000000019463450c (__TEXT,__text) external _krb5_is_config_principal
0000000194634514 (__TEXT,__text) external _krb5_is_referral_realm
000000019463451c (__TEXT,__text) external _krb5_is_thread_safe
000000019463f9e0 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
000000019463f72c (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
000000019463f4f4 (__TEXT,__text) external _krb5_kt_end_seq_get
000000019463f7ec (__TEXT,__text) non-external _krb5_kt_free_entry
000000019463f568 (__TEXT,__text) external _krb5_kt_get_entry
000000019463f854 (__TEXT,__text) external _krb5_kt_get_name
000000019463fa74 (__TEXT,__text) external _krb5_kt_get_type
00000001ea120d88 (__DATA,__bss) non-external _krb5_kt_get_type.name
000000019463f3a8 (__TEXT,__text) external _krb5_kt_next_entry
000000019463f85c (__TEXT,__text) external _krb5_kt_read_service_key
000000019463f95c (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
000000019463f310 (__TEXT,__text) external _krb5_kt_start_seq_get
00000001946386a0 (__TEXT,__text) external _krb5_kuserok
0000000194634524 (__TEXT,__text) external _krb5_mk_1cred
000000019463452c (__TEXT,__text) external _krb5_mk_error
0000000194634534 (__TEXT,__text) external _krb5_mk_ncred
000000019464087c (__TEXT,__text) external _krb5_mk_priv
000000019463453c (__TEXT,__text) external _krb5_mk_rep
00000001946404a8 (__TEXT,__text) external _krb5_mk_req
0000000194640590 (__TEXT,__text) external _krb5_mk_req_extended
0000000194640944 (__TEXT,__text) external _krb5_mk_safe
000000019463839c (__TEXT,__text) external _krb5_os_localaddr
0000000194638a0c (__TEXT,__text) external _krb5_parse_name
0000000194638a18 (__TEXT,__text) external _krb5_parse_name_flags
00000001946381cc (__TEXT,__text) external _krb5_pkinit_cert_hash_str
0000000194634544 (__TEXT,__text) external _krb5_pkinit_get_client_cert
000000019463454c (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
0000000194634554 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
000000019463455c (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
0000000194634564 (__TEXT,__text) external _krb5_pkinit_have_client_cert
000000019463456c (__TEXT,__text) external _krb5_pkinit_release_cert
0000000194634574 (__TEXT,__text) external _krb5_pkinit_release_cert_db
000000019463457c (__TEXT,__text) external _krb5_pkinit_set_client_cert
00000001946410c8 (__TEXT,__text) external _krb5_principal2salt
0000000194638ee8 (__TEXT,__text) external _krb5_principal_compare
0000000194634584 (__TEXT,__text) external _krb5_process_key
00000001946384e4 (__TEXT,__text) external _krb5_prompter_posix
000000019463458c (__TEXT,__text) external _krb5_random_key
0000000194634594 (__TEXT,__text) external _krb5_rd_cred
000000019463459c (__TEXT,__text) external _krb5_rd_error
0000000194640318 (__TEXT,__text) external _krb5_rd_priv
00000001946345a4 (__TEXT,__text) external _krb5_rd_rep
000000019463fde4 (__TEXT,__text) external _krb5_rd_req
00000001946403e0 (__TEXT,__text) external _krb5_rd_safe
00000001946345ac (__TEXT,__text) external _krb5_read_password
0000000194638ef4 (__TEXT,__text) external _krb5_realm_compare
00000001946400c8 (__TEXT,__text) external _krb5_recvauth
00000001946401c0 (__TEXT,__text) external _krb5_recvauth_version
00000001946345b4 (__TEXT,__text) external _krb5_salttype_to_string
0000000194640694 (__TEXT,__text) external _krb5_sendauth
00000001946345bc (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00000001946411a8 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
000000019464114c (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
0000000194640e28 (__TEXT,__text) external _krb5_set_password
0000000194640d30 (__TEXT,__text) external _krb5_set_password_using_ccache
00000001946345c4 (__TEXT,__text) external _krb5_set_principal_realm
00000001946385fc (__TEXT,__text) external _krb5_set_real_time
0000000194638e44 (__TEXT,__text) external _krb5_sname_to_principal
00000001946345cc (__TEXT,__text) external _krb5_string_to_cksumtype
00000001946384a4 (__TEXT,__text) external _krb5_string_to_deltat
00000001946345d4 (__TEXT,__text) external _krb5_string_to_enctype
0000000194641044 (__TEXT,__text) external _krb5_string_to_key
00000001946345dc (__TEXT,__text) external _krb5_string_to_salttype
0000000194640a0c (__TEXT,__text) external _krb5_string_to_timestamp
00000001e67cf670 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
0000000194638170 (__TEXT,__text) external _krb5_timeofday
00000001946345e4 (__TEXT,__text) external _krb5_timestamp_to_sfstring
00000001946345ec (__TEXT,__text) external _krb5_timestamp_to_string
0000000194638c4c (__TEXT,__text) external _krb5_unparse_name
00000001946345f4 (__TEXT,__text) external _krb5_unparse_name_ext
00000001946345fc (__TEXT,__text) external _krb5_unparse_name_flags
0000000194634604 (__TEXT,__text) external _krb5_unparse_name_flags_ext
00000001946380f4 (__TEXT,__text) external _krb5_us_timeofday
00000001ea120dd8 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
0000000194641204 (__TEXT,__text) external _krb5_use_enctype
000000019463460c (__TEXT,__text) external _krb5_verify_checksum
0000000194637018 (__TEXT,__text) external _krb5_verify_init_creds
0000000194636ff8 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
0000000194637000 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
0000000194634614 (__TEXT,__text) external _krb5int_accessor
0000000194634620 (__TEXT,__text) external _krb5int_freeaddrinfo
0000000194634628 (__TEXT,__text) external _krb5int_gai_strerror
0000000194634630 (__TEXT,__text) external _krb5int_getaddrinfo
0000000194634638 (__TEXT,__text) external _krb5int_gmt_mktime
0000000194634640 (__TEXT,__text) external _krb5int_init_context_kdc
0000000194634648 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
0000000194634650 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
0000000194634658 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
0000000194634660 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
0000000194634668 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
0000000194634670 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001ea1204f8 (__DATA,__data) non-external _krb5int_profile_shared_data
000000019463ef8c (__TEXT,__text) external _krb__get_srvtabname
000000019463ecd0 (__TEXT,__text) external _krb_change_password
000000019463edf0 (__TEXT,__text) external _krb_check_auth
000000019463eefc (__TEXT,__text) external _krb_delete_cred
000000019463ef1c (__TEXT,__text) external _krb_get_admhst
000000019463ee88 (__TEXT,__text) external _krb_get_cred
000000019463ece0 (__TEXT,__text) external _krb_get_err_text
000000019463ed38 (__TEXT,__text) external _krb_get_in_tkt
000000019463ed40 (__TEXT,__text) external _krb_get_in_tkt_creds
000000019463ef24 (__TEXT,__text) external _krb_get_krbhst
000000019463ef14 (__TEXT,__text) external _krb_get_lrealm
000000019463eef4 (__TEXT,__text) external _krb_get_nth_cred
000000019463eeec (__TEXT,__text) external _krb_get_num_cred
000000019463ed48 (__TEXT,__text) external _krb_get_phost
000000019463ef0c (__TEXT,__text) external _krb_get_profile
000000019463ed98 (__TEXT,__text) external _krb_get_pw_in_tkt
000000019463eda0 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
000000019463edb0 (__TEXT,__text) external _krb_get_svc_in_tkt
000000019463ee80 (__TEXT,__text) external _krb_get_tf_fullname
000000019463ee78 (__TEXT,__text) external _krb_get_tf_realm
000000019463edb8 (__TEXT,__text) external _krb_get_ticket_for_service
000000019463ef84 (__TEXT,__text) external _krb_life_to_time
000000019463edf8 (__TEXT,__text) external _krb_mk_auth
000000019463ee00 (__TEXT,__text) external _krb_mk_err
000000019463ee08 (__TEXT,__text) external _krb_mk_priv
000000019463ee10 (__TEXT,__text) external _krb_mk_req
000000019463ee18 (__TEXT,__text) external _krb_mk_req_creds
000000019463ee28 (__TEXT,__text) external _krb_mk_safe
000000019463ee38 (__TEXT,__text) external _krb_rd_err
000000019463ee40 (__TEXT,__text) external _krb_rd_priv
000000019463ee48 (__TEXT,__text) external _krb_rd_req
000000019463ee50 (__TEXT,__text) external _krb_rd_req_int
000000019463ee58 (__TEXT,__text) external _krb_rd_safe
000000019463ef2c (__TEXT,__text) external _krb_realmofhost
000000019463ee68 (__TEXT,__text) external _krb_recvauth
000000019463ee70 (__TEXT,__text) external _krb_sendauth
000000019463ee20 (__TEXT,__text) external _krb_set_lifetime
000000019463eee0 (__TEXT,__text) external _krb_set_tkt_string
000000019463ef7c (__TEXT,__text) external _krb_time_to_life
000000019463ede8 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000194638950 (__TEXT,__text) non-external _map_mit_principal
00000001946402cc (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
000000019463715c (__TEXT,__text) non-external (was a private external) _mshim_ctx
0000000194641640 (__TEXT,__text) non-external _mshim_ctx.cold.1
0000000194641654 (__TEXT,__text) non-external _mshim_ctx.cold.2
00000001ea120558 (__DATA,__bss) non-external _mshim_ctx.key
00000001ea120550 (__DATA,__bss) non-external _mshim_ctx.once
00000001946370dc (__TEXT,__text) non-external (was a private external) _mshim_failure
000000019464162c (__TEXT,__text) non-external _mshim_failure.cold.1
0000000194636d50 (__TEXT,__text) non-external _mshim_gic_opt
00000001946377e8 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
000000019463762c (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
0000000194637260 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
0000000194637a34 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00000001946372ec (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00000001946388e8 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
000000019463785c (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
000000019463fee8 (__TEXT,__text) non-external _mshim_hticket2mticket
0000000194633b2c (__TEXT,__text) non-external (was a private external) _mshim_log_entry
000000019464162c (__TEXT,__text) non-external _mshim_log_entry.cold.1
0000000194637218 (__TEXT,__text) non-external (was a private external) _mshim_malloc
000000019464167c (__TEXT,__text) non-external _mshim_malloc.cold.1
0000000194637464 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00000001946372a8 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
0000000194637344 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
0000000194637b28 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001ea120540 (__DATA,__data) non-external _notify_token
00000001e67cf518 (__DATA_CONST,__const) non-external _oidsets
00000001ea1203f8 (__DATA,__data) non-external _prof_error_strings
000000019463c3dc (__TEXT,__text) external _profile_abandon
000000019463d9c8 (__TEXT,__text) non-external (was a private external) _profile_add_node
000000019463d5bc (__TEXT,__text) external _profile_add_relation
000000019463d3a0 (__TEXT,__text) external _profile_clear_relation
000000019463b294 (__TEXT,__text) non-external (was a private external) _profile_close_file
000000019463b2f4 (__TEXT,__text) external _profile_configuration_updated
000000019463c03c (__TEXT,__text) non-external (was a private external) _profile_copy
000000019463d7dc (__TEXT,__text) non-external (was a private external) _profile_create_node
000000019463b5dc (__TEXT,__text) non-external (was a private external) _profile_dereference_data
000000019463b1e4 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
000000019463ac7c (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
000000019463db40 (__TEXT,__text) non-external (was a private external) _profile_find_node
000000019463dc74 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
000000019463dce0 (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
000000019463c338 (__TEXT,__text) external _profile_flush
000000019463b354 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
000000019463b300 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
000000019463b56c (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
000000019463c3c8 (__TEXT,__text) external _profile_flush_to_buffer
000000019463c380 (__TEXT,__text) external _profile_flush_to_file
000000019463c3d4 (__TEXT,__text) external _profile_free_buffer
000000019463b650 (__TEXT,__text) non-external (was a private external) _profile_free_file
000000019463b69c (__TEXT,__text) external _profile_free_list
000000019463d760 (__TEXT,__text) non-external (was a private external) _profile_free_node
000000019463bb1c (__TEXT,__text) external _profile_get_boolean
000000019463b9f4 (__TEXT,__text) external _profile_get_integer
000000019463db30 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
000000019463dd48 (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
000000019463db38 (__TEXT,__text) non-external (was a private external) _profile_get_node_value
000000019463bcfc (__TEXT,__text) external _profile_get_relation_names
000000019463b93c (__TEXT,__text) external _profile_get_string
000000019463bc34 (__TEXT,__text) external _profile_get_subsection_names
000000019463b8b8 (__TEXT,__text) non-external (was a private external) _profile_get_value
000000019463b6f0 (__TEXT,__text) external _profile_get_values
000000019463beb8 (__TEXT,__text) external _profile_init
000000019463c0fc (__TEXT,__text) external _profile_init_path
000000019463c2e8 (__TEXT,__text) external _profile_is_modified
000000019463db24 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
000000019463c284 (__TEXT,__text) external _profile_is_writable
000000019463be00 (__TEXT,__text) external _profile_iterator
000000019463bdf8 (__TEXT,__text) external _profile_iterator_create
000000019463bdfc (__TEXT,__text) external _profile_iterator_free
000000019463ac78 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
000000019463b638 (__TEXT,__text) non-external (was a private external) _profile_lock_global
000000019463daf8 (__TEXT,__text) non-external (was a private external) _profile_make_node_final
000000019463acc4 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
000000019463de78 (__TEXT,__text) non-external (was a private external) _profile_node_iterator
00000001946416e4 (__TEXT,__text) non-external _profile_node_iterator.cold.1
000000019463dd58 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
000000019463de2c (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
000000019463ad74 (__TEXT,__text) non-external (was a private external) _profile_open_file
000000019463c44c (__TEXT,__text) non-external (was a private external) _profile_parse_file
000000019463bfcc (__TEXT,__text) external _profile_release
000000019463beb4 (__TEXT,__text) external _profile_release_string
000000019463e238 (__TEXT,__text) non-external (was a private external) _profile_remove_node
000000019463e2e0 (__TEXT,__text) non-external (was a private external) _profile_rename_node
000000019463d494 (__TEXT,__text) external _profile_rename_section
000000019463e274 (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
