00007ffb444d6fb0 (__DATA,__common) external _AfterColour
00007ffb1d1680f8 (__TEXT,__text) external __ZN4llvm3sys7Process16PreventCoreFilesEv
00007ffb1d168420 (__TEXT,__text) external __ZN4llvm3sys7Process18StandardErrColumnsEv
00007ffb1d1683e8 (__TEXT,__text) external __ZN4llvm3sys7Process18StandardOutColumnsEv
00007ffb1d7dedda (__TEXT,__text) external __ZN4llvm3sys7Process18UseANSIEscapeCodesEb
00007ffb1d7dedbe (__TEXT,__text) external __ZN4llvm3sys7Process20StandardErrHasColorsEv
00007ffb1d1685ce (__TEXT,__text) external __ZN4llvm3sys7Process20StandardOutHasColorsEv
00007ffb1d167fee (__TEXT,__text) external __ZN4llvm3sys7Process21AreCoreFilesPreventedEv
00007ffb1d1683c0 (__TEXT,__text) external __ZN4llvm3sys7Process21StandardInIsUserInputEv
00007ffb1d7ded90 (__TEXT,__text) external __ZN4llvm3sys7Process22StandardErrIsDisplayedEv
00007ffb1d1683d2 (__TEXT,__text) external __ZN4llvm3sys7Process22StandardOutIsDisplayedEv
00007ffb1d7deda6 (__TEXT,__text) external __ZN4llvm3sys7Process23FileDescriptorHasColorsEi
00007ffb1d7ded80 (__TEXT,__text) external __ZN4llvm3sys7Process25FileDescriptorIsDisplayedEi
00007ffb1d168344 (__TEXT,__text) external __ZN4llvm3sys7Process25SafelyCloseFileDescriptorEi
00007ffb1d16820c (__TEXT,__text) external __ZN4llvm3sys7Process28FixupStandardFileDescriptorsEv
00007ffb1d7ded12 (__TEXT,__text) external __ZN4llvm3sys7Process4ExitEib
00007ffb1d167e6e (__TEXT,__text) external __ZN4llvm3sys7Process6GetEnvENS_9StringRefE
00007ffb1d1361cc (__TEXT,__text) external __ZN4llvm3sys7unicode11isPrintableEi
00007ffb1d7d33fc (__TEXT,__text) external __ZN4llvm3sys7unicode14foldCharSimpleEi
00007ffb1d136229 (__TEXT,__text) external __ZN4llvm3sys7unicode15columnWidthUTF8ENS_9StringRefE
00007ffb1d7dd120 (__TEXT,__text) external __ZN4llvm3sys8StrErrorEi
00007ffb1d15dddc (__TEXT,__text) external __ZN4llvm3sys8StrErrorEv
00007ffb1d16b342 (__TEXT,__text) external __ZN4llvm3sys8WatchdogC1Ej
00007ffb1d16b336 (__TEXT,__text) external __ZN4llvm3sys8WatchdogC2Ej
00007ffb1d16b35a (__TEXT,__text) external __ZN4llvm3sys8WatchdogD1Ev
00007ffb1d16b34e (__TEXT,__text) external __ZN4llvm3sys8WatchdogD2Ev
00007ffb1d7deee9 (__TEXT,__text) external __ZN4llvm3sys8printArgERNS_11raw_ostreamENS_9StringRefEb
00007ffb1d1367e4 (__TEXT,__text) external __ZN4llvm3vfs10FileSystem16getBufferForFileERKNS_5TwineExbbPNS_8OptionalINS_3cas9ObjectRefEEE
00007ffb1d1368d2 (__TEXT,__text) external __ZN4llvm3vfs10FileSystem26getObjectRefForFileContentERKNS_5TwineE
00007ffb1d136a2c (__TEXT,__text) external __ZN4llvm3vfs10FileSystem6existsERKNS_5TwineE
00007ffb1d7d436c (__TEXT,__text) external __ZN4llvm3vfs10FileSystem7isLocalERKNS_5TwineERb
00007ffb1d1367de (__TEXT,__text) external __ZN4llvm3vfs10FileSystemD0Ev
00007ffb1d1367d8 (__TEXT,__text) external __ZN4llvm3vfs10FileSystemD1Ev
00007ffb1d7d4352 (__TEXT,__text) external __ZN4llvm3vfs10FileSystemD2Ev
00007ffb1d7d7a2c (__TEXT,__text) external __ZN4llvm3vfs10OutputFile11createProxyEv
00007ffb1d7d7b90 (__TEXT,__text) external __ZN4llvm3vfs10OutputFile4keepEv
00007ffb1d7d7d44 (__TEXT,__text) external __ZN4llvm3vfs10OutputFile7destroyEv
00007ffb1d7d7c84 (__TEXT,__text) external __ZN4llvm3vfs10OutputFile7discardEv
00007ffb444d88b8 (__DATA,__common) external __ZN4llvm3vfs11OutputError2IDE
00007ffb1d7d7784 (__TEXT,__text) external __ZN4llvm3vfs11OutputError6anchorEv
00007ffb1d14bee2 (__TEXT,__text) external __ZN4llvm3vfs12OutputConfig12setOpenFlagsERKNS_3sys2fs9OpenFlagsE
00007ffb1d1491e4 (__TEXT,__text) external __ZN4llvm3vfs13OutputBackend10createFileERKNS_5TwineENS_8OptionalINS0_12OutputConfigEEE
00007ffb1d7d72a8 (__TEXT,__text) external __ZN4llvm3vfs13OutputBackend6anchorEv
00007ffb1d7d55fa (__TEXT,__text) external __ZN4llvm3vfs13YAMLVFSWriter14addFileMappingENS_9StringRefES2_
00007ffb1d13dc26 (__TEXT,__text) external __ZN4llvm3vfs13YAMLVFSWriter19addDirectoryMappingENS_9StringRefES2_
00007ffb1d13dc5a (__TEXT,__text) external __ZN4llvm3vfs13YAMLVFSWriter5writeERNS_11raw_ostreamE
00007ffb1d13dbf2 (__TEXT,__text) external __ZN4llvm3vfs13YAMLVFSWriter8addEntryENS_9StringRefES2_b
00007ffb444d88c8 (__DATA,__common) external __ZN4llvm3vfs14OutputFileImpl2IDE
00007ffb1d7d7a20 (__TEXT,__text) external __ZN4llvm3vfs14OutputFileImpl6anchorEv
00007ffb1d7d54f0 (__TEXT,__text) external __ZN4llvm3vfs14getVFSFromYAMLENSt3__110unique_ptrINS_12MemoryBufferENS1_14default_deleteIS3_EEEEPFvRKNS_12SMDiagnosticEPvENS_9StringRefESA_NS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d7d4a86 (__TEXT,__text) external __ZN4llvm3vfs15ProxyFileSystem6anchorEv
00007ffb1d7d7796 (__TEXT,__text) external __ZN4llvm3vfs15output_categoryEv
00007ffb444d88b9 (__DATA,__common) external __ZN4llvm3vfs17OutputConfigError2IDE
00007ffb1d7d778a (__TEXT,__text) external __ZN4llvm3vfs17OutputConfigError6anchorEv
00007ffb1d136ace (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystem11pushOverlayENS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d136c20 (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystem15openFileForReadERKNS_5TwineE
00007ffb1d7d4878 (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystem26setCurrentWorkingDirectoryERKNS_5TwineE
00007ffb1d136bd8 (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystem6existsERKNS_5TwineE
00007ffb1d136b58 (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystem6statusERKNS_5TwineE
00007ffb1d7d48da (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystem7isLocalERKNS_5TwineERb
00007ffb1d136cc0 (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystem9dir_beginERKNS_5TwineERNSt3__110error_codeE
00007ffb1d7d47ae (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystemC1ENS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d136a96 (__TEXT,__text) external __ZN4llvm3vfs17OverlayFileSystemC2ENS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d7d43ab (__TEXT,__text) external __ZN4llvm3vfs17getRealFileSystemEv
00007ffb1d1379a0 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem11addHardLinkERKNS_5TwineES4_
00007ffb1d137864 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem11addLazyFileERKNS_5TwineElRNSt3__18functionIFNS_7ErrorOrINS5_10unique_ptrINS_12MemoryBufferENS5_14default_deleteIS9_EEEEEENS_9StringRefEEEEmNS_8OptionalIjEESJ_NSI_INS_3sys2fs9file_typeEEENSI_INSL_5permsEEE
00007ffb1d1378d2 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem12addFileNoOwnERKNS_5TwineElRKNS_15MemoryBufferRefENS_8OptionalIjEES9_NS8_INS_3sys2fs9file_typeEEENS8_INSB_5permsEEE
00007ffb1d13802e (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem15addSymbolicLinkERKNS_5TwineES4_lNS_8OptionalIjEES6_NS5_INS_3sys2fs5permsEEE
00007ffb1d1382a2 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem15openFileForReadERKNS_5TwineE
00007ffb1d138654 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem26setCurrentWorkingDirectoryERKNS_5TwineE
00007ffb1d1381da (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem6statusERKNS_5TwineE
00007ffb1d7d4c0c (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem7addFileERKNS_5TwineElNSt3__110unique_ptrINS_12MemoryBufferENS5_14default_deleteIS7_EEEENS_8OptionalIjEESC_NSB_INS_3sys2fs9file_typeEEENSB_INSE_5permsEEE
00007ffb1d1371fe (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem7addFileERKNS_5TwineElNSt3__110unique_ptrINS_12MemoryBufferENS5_14default_deleteIS7_EEEENS_8OptionalIjEESC_NSB_INS_3sys2fs9file_typeEEENSB_INSE_5permsEEENS_12function_refIFNS6_INS0_6detail12InMemoryNodeENS8_ISL_EEEENSK_19NewInMemoryNodeInfoEEEE
00007ffb1d7d4c70 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem7isLocalERKNS_5TwineERb
00007ffb1d138398 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystem9dir_beginERKNS_5TwineERNSt3__110error_codeE
00007ffb1d7d4bae (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystemC1Eb
00007ffb1d137006 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystemC2Eb
00007ffb1d13718c (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystemD0Ev
00007ffb1d137146 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystemD1Ev
00007ffb1d137100 (__TEXT,__text) external __ZN4llvm3vfs18InMemoryFileSystemD2Ev
00007ffb444d88c9 (__DATA,__common) external __ZN4llvm3vfs18NullOutputFileImpl2IDE
00007ffb1d7d7a26 (__TEXT,__text) external __ZN4llvm3vfs18NullOutputFileImpl6anchorEv
00007ffb1d7d7314 (__TEXT,__text) external __ZN4llvm3vfs18ProxyOutputBackend6anchorEv
00007ffb1d13d5f4 (__TEXT,__text) external __ZN4llvm3vfs18collectVFSFromYAMLENSt3__110unique_ptrINS_12MemoryBufferENS1_14default_deleteIS3_EEEEPFvRKNS_12SMDiagnosticEPvENS_9StringRefERNS_15SmallVectorImplINS0_12YAMLVFSEntryEEESA_NS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d1494b8 (__TEXT,__text) external __ZN4llvm3vfs19OnDiskOutputBackend14createFileImplENS_9StringRefENS_8OptionalINS0_12OutputConfigEEE
00007ffb1d7d731a (__TEXT,__text) external __ZN4llvm3vfs19OnDiskOutputBackend6anchorEv
00007ffb1d13f0b8 (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem15StatCacheWriter14writeStatCacheERNS_14raw_fd_ostreamE
00007ffb1d13ec4c (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem15StatCacheWriter8addEntryENS_9StringRefERKNS_3sys2fs11file_statusE
00007ffb1d13ef2c (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem15StatCacheWriterC1ENS_9StringRefERKNS_3sys2fs11file_statusEby
00007ffb1d13eaae (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem15StatCacheWriterC2ENS_9StringRefERKNS_3sys2fs11file_statusEby
00007ffb1d13f0ae (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem15StatCacheWriterD1Ev
00007ffb1d13ef36 (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem15StatCacheWriterD2Ev
00007ffb1d7d5a1c (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem17validateCacheFileENS_15MemoryBufferRefERNS_9StringRefERbS5_Ry
00007ffb1d13f3a4 (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem19updateValidityTokenERNS_14raw_fd_ostreamEy
00007ffb1d7d58ce (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem6createEONSt3__110unique_ptrINS_12MemoryBufferENS2_14default_deleteIS4_EEEENS_9StringRefENS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d13e7ec (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystem6statusERKNS_5TwineE
00007ffb1d13e7e0 (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystemC1EONSt3__110unique_ptrINS_12MemoryBufferENS2_14default_deleteIS4_EEEENS_18IntrusiveRefCntPtrINS0_10FileSystemEEEb
00007ffb1d7d57f8 (__TEXT,__text) external __ZN4llvm3vfs19StatCacheFileSystemC2EONSt3__110unique_ptrINS_12MemoryBufferENS2_14default_deleteIS4_EEEENS_18IntrusiveRefCntPtrINS0_10FileSystemEEEb
00007ffb444d88ba (__DATA,__common) external __ZN4llvm3vfs19TempFileOutputError2IDE
00007ffb1d7d7790 (__TEXT,__text) external __ZN4llvm3vfs19TempFileOutputError6anchorEv
00007ffb1d13bd62 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem12LookupResultC1EPNS1_5EntryENS_3sys4path14const_iteratorES7_
00007ffb1d13bab8 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem12LookupResultC2EPNS1_5EntryENS_3sys4path14const_iteratorES7_
00007ffb1d13a2ac (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem14setFallthroughEb
00007ffb1d13a2c0 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem14setRedirectionENS1_12RedirectKindE
00007ffb1d13cba4 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem15openFileForReadERKNS_5TwineE
00007ffb1d138970 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem26setCurrentWorkingDirectoryERKNS_5TwineE
00007ffb1d13a1ba (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem28setExternalContentsPrefixDirENS_9StringRefE
00007ffb1d13ad18 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem6createENS_8ArrayRefINSt3__14pairINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESA_EEEEbRNS0_10FileSystemE
00007ffb1d7d5184 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem6createENSt3__110unique_ptrINS_12MemoryBufferENS2_14default_deleteIS4_EEEEPFvRKNS_12SMDiagnosticEPvENS_9StringRefESB_NS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d13c67a (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem6existsERKNS_5TwineE
00007ffb1d13c38e (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem6statusERKNS_5TwineE
00007ffb1d139af0 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem6statusERKNS_5TwineES4_RKNS1_12LookupResultE
00007ffb1d7d4d0c (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem7isLocalERKNS_5TwineERb
00007ffb1d138d20 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystem9dir_beginERKNS_5TwineERNSt3__110error_codeE
00007ffb1d138964 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystemC1ENS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d1388a8 (__TEXT,__text) external __ZN4llvm3vfs21RedirectingFileSystemC2ENS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d7d7320 (__TEXT,__text) external __ZN4llvm3vfs21makeNullOutputBackendEv
00007ffb1d7d5571 (__TEXT,__text) external __ZN4llvm3vfs22getNextVirtualUniqueIDEv
00007ffb1d7d4467 (__TEXT,__text) external __ZN4llvm3vfs24createPhysicalFileSystemEv
00007ffb1d7d7361 (__TEXT,__text) external __ZN4llvm3vfs26makeFilteringOutputBackendENS_18IntrusiveRefCntPtrINS0_13OutputBackendEEENSt3__18functionIFbNS_9StringRefENS_8OptionalINS0_12OutputConfigEEEEEE
00007ffb1d7d7497 (__TEXT,__text) external __ZN4llvm3vfs26makeMirroringOutputBackendENS_18IntrusiveRefCntPtrINS0_13OutputBackendEEES3_
00007ffb1d7d5638 (__TEXT,__text) external __ZN4llvm3vfs28recursive_directory_iterator9incrementERNSt3__110error_codeE
00007ffb1d7d562e (__TEXT,__text) external __ZN4llvm3vfs28recursive_directory_iteratorC1ERNS0_10FileSystemERKNS_5TwineERNSt3__110error_codeE
00007ffb1d13e696 (__TEXT,__text) external __ZN4llvm3vfs28recursive_directory_iteratorC2ERNS0_10FileSystemERKNS_5TwineERNSt3__110error_codeE
00007ffb1d7c9f20 (__TEXT,__text) external __ZN4llvm3vfs29createPrefixMappingFileSystemENS_12PrefixMapperENS_18IntrusiveRefCntPtrINS0_10FileSystemEEE
00007ffb1d13ca1c (__TEXT,__text) external __ZN4llvm3vfs4File11getWithPathENS_7ErrorOrINSt3__110unique_ptrIS1_NS3_14default_deleteIS1_EEEEEERKNS_5TwineE
00007ffb1d7d433e (__TEXT,__text) external __ZN4llvm3vfs4File22getObjectRefForContentEv
00007ffb1d1367d0 (__TEXT,__text) external __ZN4llvm3vfs4FileD0Ev
00007ffb1d1367ca (__TEXT,__text) external __ZN4llvm3vfs4FileD1Ev
00007ffb1d7d4338 (__TEXT,__text) external __ZN4llvm3vfs4FileD2Ev
00007ffb1d1366f4 (__TEXT,__text) external __ZN4llvm3vfs6Status15copyWithNewNameERKNS_3sys2fs11file_statusERKNS_5TwineE
00007ffb1d7d42b8 (__TEXT,__text) external __ZN4llvm3vfs6Status15copyWithNewNameERKS1_RKNS_5TwineE
00007ffb1d7d4230 (__TEXT,__text) external __ZN4llvm3vfs6Status15copyWithNewSizeERKS1_y
00007ffb1d136618 (__TEXT,__text) external __ZN4llvm3vfs6StatusC1ERKNS_3sys2fs11file_statusE
00007ffb1d7d41ca (__TEXT,__text) external __ZN4llvm3vfs6StatusC1ERKNS_5TwineENS_3sys2fs8UniqueIDENSt3__16chrono10time_pointINS9_12system_clockENS9_8durationIxNS8_5ratioILl1ELl1000000000EEEEEEEjjyNS6_9file_typeENS6_5permsE
00007ffb1d1365a4 (__TEXT,__text) external __ZN4llvm3vfs6StatusC2ERKNS_3sys2fs11file_statusE
00007ffb1d13668c (__TEXT,__text) external __ZN4llvm3vfs6StatusC2ERKNS_5TwineENS_3sys2fs8UniqueIDENSt3__16chrono10time_pointINS9_12system_clockENS9_8durationIxNS8_5ratioILl1ELl1000000000EEEEEEEjjyNS6_9file_typeENS6_5permsE
00007ffb1d7d4a7e (__TEXT,__text) external __ZN4llvm3vfs6detail11DirIterImplD0Ev
00007ffb1d7d4a78 (__TEXT,__text) external __ZN4llvm3vfs6detail11DirIterImplD1Ev
00007ffb1d136ca0 (__TEXT,__text) external __ZN4llvm3vfs6detail11DirIterImplD2Ev
00007ffb1c7da213 (__TEXT,__text) external __ZN4llvm40computeDeadSymbolsAndUpdateIndirectCallsERNS_18ModuleSummaryIndexERKNS_8DenseSetIyNS_12DenseMapInfoIyvEEEENS_12function_refIFNS_14PrevailingTypeEyEEE
00007ffb1d712688 (__TEXT,__text) external __ZN4llvm40createInductiveRangeCheckEliminationPassEv
00007ffb1d72c4b4 (__TEXT,__text) external __ZN4llvm40createScalarizeMaskedMemIntrinLegacyPassEv
00007ffb1d7fb13b (__TEXT,__text) external __ZN4llvm40getOrCreateSanitizerCtorAndInitFunctionsERNS_6ModuleENS_9StringRefES2_NS_8ArrayRefIPNS_4TypeEEENS3_IPNS_5ValueEEENS_12function_refIFvPNS_8FunctionENS_14FunctionCalleeEEEES2_
00007ffb1c9d9c10 (__TEXT,__text) external __ZN4llvm40initializeAddressSanitizerLegacyPassPassERNS_12PassRegistryE
00007ffb1bd2f313 (__TEXT,__text) external __ZN4llvm40initializeCallGraphPrinterLegacyPassPassERNS_12PassRegistryE
00007ffb1d707c10 (__TEXT,__text) external __ZN4llvm40initializeConstantHoistingLegacyPassPassERNS_12PassRegistryE
00007ffb1d709e30 (__TEXT,__text) external __ZN4llvm40initializeCorrelatedValuePropagationPassERNS_12PassRegistryE
00007ffb1d70ad4c (__TEXT,__text) external __ZN4llvm40initializeDFAJumpThreadingLegacyPassPassERNS_12PassRegistryE
00007ffb1d574e44 (__TEXT,__text) external __ZN4llvm40initializeDeadMachineInstructionElimPassERNS_12PassRegistryE
00007ffb1d5767a8 (__TEXT,__text) external __ZN4llvm40initializeFixupStatepointCallerSavedPassERNS_12PassRegistryE
00007ffb1d519abc (__TEXT,__text) external __ZN4llvm40initializeGPUFunctionCallInfoWrapperPassERNS_12PassRegistryE
00007ffb1c7fbf83 (__TEXT,__text) external __ZN4llvm40initializeHotColdSplittingLegacyPassPassERNS_12PassRegistryE
00007ffb1d521de2 (__TEXT,__text) external __ZN4llvm40initializeLazyBlockFrequencyInfoPassPassERNS_12PassRegistryE
00007ffb1d715d98 (__TEXT,__text) external __ZN4llvm40initializeLoopDataPrefetchLegacyPassPassERNS_12PassRegistryE
00007ffb1d71827e (__TEXT,__text) external __ZN4llvm40initializeLoopInstSimplifyLegacyPassPassERNS_12PassRegistryE
00007ffb1d7f9144 (__TEXT,__text) external __ZN4llvm40initializeLowerGlobalDtorsLegacyPassPassERNS_12PassRegistryE
00007ffb1d588ba0 (__TEXT,__text) external __ZN4llvm40initializeMachineBlockPlacementStatsPassERNS_12PassRegistryE
00007ffb1d58fb6a (__TEXT,__text) external __ZN4llvm40initializeMachineFunctionPrinterPassPassERNS_12PassRegistryE
00007ffb1be4bab6 (__TEXT,__text) external __ZN4llvm40initializeMemorySSAPrinterLegacyPassPassERNS_12PassRegistryE
00007ffb1d5bab34 (__TEXT,__text) external __ZN4llvm40initializeRemoveRedundantDebugValuesPassERNS_12PassRegistryE
00007ffb1d53fdaf (__TEXT,__text) external __ZN4llvm40initializeScalarEvolutionWrapperPassPassERNS_12PassRegistryE
00007ffb1d550760 (__TEXT,__text) external __ZN4llvm40initializeScopedNoAliasAAWrapperPassPassERNS_12PassRegistryE
00007ffb1d547918 (__TEXT,__text) external __ZN4llvm40initializeStackSafetyInfoWrapperPassPassERNS_12PassRegistryE
00007ffb1d7310bc (__TEXT,__text) external __ZN4llvm40initializeTLSVariableHoistLegacyPassPassERNS_12PassRegistryE
00007ffb1d7ee6e8 (__TEXT,__text) external __ZN4llvm41createPostInlineEntryExitInstrumenterPassEv
00007ffb1d19f698 (__TEXT,__text) external __ZN4llvm41initializeAddDiscriminatorsLegacyPassPassERNS_12PassRegistryE
00007ffb1d1a68c4 (__TEXT,__text) external __ZN4llvm41initializeAssumeBuilderPassLegacyPassPassERNS_12PassRegistryE
00007ffb1d707466 (__TEXT,__text) external __ZN4llvm41initializeCallSiteSplittingLegacyPassPassERNS_12PassRegistryE
00007ffb1c9f913c (__TEXT,__text) external __ZN4llvm41initializeDataFlowSanitizerLegacyPassPassERNS_12PassRegistryE
00007ffb1d70da88 (__TEXT,__text) external __ZN4llvm41initializeLoopGuardWideningLegacyPassPassERNS_12PassRegistryE
00007ffb1d58ac93 (__TEXT,__text) external __ZN4llvm41initializeMachineCycleInfoPrinterPassPassERNS_12PassRegistryE
00007ffb1d58ab31 (__TEXT,__text) external __ZN4llvm41initializeMachineCycleInfoWrapperPassPassERNS_12PassRegistryE
00007ffb1d52dde2 (__TEXT,__text) external __ZN4llvm41initializeMemoryDependenceWrapperPassPassERNS_12PassRegistryE
00007ffb1ca22cc0 (__TEXT,__text) external __ZN4llvm41initializeModuleMemProfilerLegacyPassPassERNS_12PassRegistryE
00007ffb1d728232 (__TEXT,__text) external __ZN4llvm41initializePlaceBackedgeSafepointsImplPassERNS_12PassRegistryE
00007ffb1d70a0d8 (__TEXT,__text) external __ZN4llvm41initializeRedundantDbgInstEliminationPassERNS_12PassRegistryE
00007ffb1d5cdcdb (__TEXT,__text) external __ZN4llvm41initializeUnreachableMachineBlockElimPassERNS_12PassRegistryE
00007ffb1bf26d94 (__TEXT,__text) external __ZN4llvm41onlyUsedByLifetimeMarkersOrDroppableInstsEPKNS_5ValueE
00007ffb1d500dde (__TEXT,__text) external __ZN4llvm41updateCGAndAnalysisManagerForFunctionPassERNS_13LazyCallGraphERNS0_3SCCERNS0_4NodeERNS_15AnalysisManagerIS2_JS1_EEERNS_17CGSCCUpdateResultERNS6_INS_8FunctionEJEEE
00007ffb1d6647bb (__TEXT,__text) external __ZN4llvm42ComputeCrossModuleImportForModuleFromIndexENS_9StringRefERKNS_18ModuleSummaryIndexERNS_9StringMapINSt3__113unordered_setIyNS5_4hashIyEENS5_8equal_toIyEENS5_9allocatorIyEEEENS_15MallocAllocatorEEE
00007ffb1d21f774 (__TEXT,__text) external __ZN4llvm42RecursivelyDeleteTriviallyDeadInstructionsEPNS_5ValueEPKNS_17TargetLibraryInfoEPNS_16MemorySSAUpdaterENSt3__18functionIFvS1_EEE
00007ffb1d21ffc4 (__TEXT,__text) external __ZN4llvm42RecursivelyDeleteTriviallyDeadInstructionsERNS_15SmallVectorImplINS_14WeakTrackingVHEEEPKNS_17TargetLibraryInfoEPNS_16MemorySSAUpdaterENSt3__18functionIFvPNS_5ValueEEEE
00007ffb1d687b1d (__TEXT,__text) external __ZN4llvm42createModuleAddressSanitizerLegacyPassPassEbbbbNS_12AsanDtorKindE
00007ffb1bf1cff1 (__TEXT,__text) external __ZN4llvm42findDevirtualizableCallsForTypeCheckedLoadERNS_15SmallVectorImplINS_14DevirtCallSiteEEERNS0_IPNS_11InstructionEEES7_RbPKNS_8CallInstERNS_13DominatorTreeE
00007ffb1d1a673c (__TEXT,__text) external __ZN4llvm42initializeAssumeSimplifyPassLegacyPassPassERNS_12PassRegistryE
00007ffb1d514664 (__TEXT,__text) external __ZN4llvm42initializeDominanceFrontierWrapperPassPassERNS_12PassRegistryE
00007ffb1c7cdaad (__TEXT,__text) external __ZN4llvm42initializeForceFunctionAttrsLegacyPassPassERNS_12PassRegistryE
00007ffb1bd9cc68 (__TEXT,__text) external __ZN4llvm42initializeFunctionGroupInfoWrapperPassPassERNS_12PassRegistryE
00007ffb1ca8443c (__TEXT,__text) external __ZN4llvm42initializeHWAddressSanitizerLegacyPassPassERNS_12PassRegistryE
00007ffb1c80e375 (__TEXT,__text) external __ZN4llvm42initializeInferFunctionAttrsLegacyPassPassERNS_12PassRegistryE
00007ffb1d21bfd8 (__TEXT,__text) external __ZN4llvm42initializeLibCallsShrinkWrapLegacyPassPassERNS_12PassRegistryE
00007ffb1d717730 (__TEXT,__text) external __ZN4llvm42initializeLoopIdiomRecognizeLegacyPassPassERNS_12PassRegistryE
00007ffb1d71e090 (__TEXT,__text) external __ZN4llvm42initializeLoopVersioningLICMLegacyPassPassERNS_12PassRegistryE
00007ffb1d589c5a (__TEXT,__text) external __ZN4llvm42initializeMachineBranchProbabilityInfoPassERNS_12PassRegistryE
00007ffb1d5938f5 (__TEXT,__text) external __ZN4llvm42initializeMachineModuleInfoWrapperPassPassERNS_12PassRegistryE
00007ffb1d71f8ac (__TEXT,__text) external __ZN4llvm42initializeMakeGuardsExplicitLegacyPassPassERNS_12PassRegistryE
00007ffb1be69006 (__TEXT,__text) external __ZN4llvm42initializeModuleDebugInfoLegacyPrinterPassERNS_12PassRegistryE
00007ffb1be72868 (__TEXT,__text) external __ZN4llvm42initializeMustBeExecutedContextPrinterPassERNS_12PassRegistryE
00007ffb1be78e8b (__TEXT,__text) external __ZN4llvm42initializePostDominatorTreeWrapperPassPassERNS_12PassRegistryE
