00007ff841ea7718 (__DATA,__data) non-external _C
                 (undefined) external _asl_release (from libsystem_asl)
                 (undefined) external _asl_send (from libsystem_asl)
                 (undefined) external _asl_set (from libsystem_asl)
                 (undefined) external _asl_set_query (from libsystem_asl)
00007ff8002a58be (__TEXT,__text) external _asprintf
00007ff8002f36e9 (__TEXT,__text) external _asprintf_l
00007ff8002d868d (__TEXT,__text) external _asxprintf
00007ff8002d8ef4 (__TEXT,__text) external _asxprintf_exec
00007ff8002c1c67 (__TEXT,__text) external _atexit
00007ff8002c3d76 (__TEXT,__text) external _atexit_b
00007ff843a467c8 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff80029c927 (__TEXT,__text) non-external _atexit_register
00007ff800316e13 (__TEXT,__text) non-external _atexit_register.cold.1
00007ff8002cef70 (__TEXT,__text) external _atof
00007ff8002bcc68 (__TEXT,__text) external _atof_l
00007ff8002a4fd8 (__TEXT,__text) external _atoi
00007ff800302dfa (__TEXT,__text) external _atoi_l
00007ff8002aed8d (__TEXT,__text) external _atol
00007ff800302e0e (__TEXT,__text) external _atol_l
00007ff8002a6675 (__TEXT,__text) external _atoll
00007ff800302e22 (__TEXT,__text) external _atoll_l
00007ff8002a6190 (__TEXT,__text) external _backtrace
00007ff8002d061c (__TEXT,__text) external _backtrace_async
00007ff8002d0681 (__TEXT,__text) external _backtrace_from_fp
00007ff8002ae8fd (__TEXT,__text) external _backtrace_image_offsets
00007ff8002ad02c (__TEXT,__text) external _backtrace_symbols
00007ff8002d06db (__TEXT,__text) external _backtrace_symbols_fd
00007ff8002ae8aa (__TEXT,__text) external _basename
00007ff843a46910 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff8002ae192 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff80029686e (__TEXT,__text) external _bcopy
00007ff800318d10 (__TEXT,__const) non-external _blanks
00007ff800318de0 (__TEXT,__const) non-external _blanks
00007ff841ea7bb0 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff8002d2b48 (__TEXT,__text) non-external _both_ftw
00007ff8003148bc (__TEXT,__text) non-external _both_ftw
00007ff841ea96f8 (__DATA,__bss) non-external _brapreg
00007ff8002d0460 (__TEXT,__text) external _brk
00007ff8002d0478 (__TEXT,__text) external _bsd_signal
00007ff80029e903 (__TEXT,__text) external _bsearch
00007ff8002a7c50 (__TEXT,__text) external _bsearch_b
00007ff8002ddcf0 (__TEXT,__text) non-external _bt_broot
00007ff8002dda4e (__TEXT,__text) non-external _bt_page
00007ff8002dde31 (__TEXT,__text) non-external _bt_preserve
00007ff8002dde71 (__TEXT,__text) non-external _bt_psplit
00007ff8002dd974 (__TEXT,__text) non-external _bt_root
00007ff8002ddbef (__TEXT,__text) non-external _bt_rroot
00007ff8002cf85b (__TEXT,__text) external _btowc
00007ff8002cf883 (__TEXT,__text) external _btowc_l
00007ff841eaa1c0 (__DATA,__bss) non-external _buf_asctime
00007ff8002f650c (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800317aa8 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800317a80 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff8002f360c (__TEXT,__text) external _catclose
00007ff840026e90 (__DATA_CONST,__const) non-external _categories
00007ff8002f330f (__TEXT,__text) external _catgets
00007ff8002f2bdb (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff8002ea2d8 (__TEXT,__text) external _cfgetispeed
00007ff8002bccf6 (__TEXT,__text) external _cfgetospeed
00007ff8002ea30a (__TEXT,__text) external _cfmakeraw
00007ff8002ea2ee (__TEXT,__text) external _cfsetispeed
00007ff8002ea2e2 (__TEXT,__text) external _cfsetospeed
00007ff8002ea2fa (__TEXT,__text) external _cfsetspeed
00007ff8002e73e7 (__TEXT,__text) external _cgetcap
00007ff8002e7ccf (__TEXT,__text) external _cgetclose
00007ff8002e745e (__TEXT,__text) external _cgetent
00007ff8002e7c7e (__TEXT,__text) external _cgetfirst
00007ff8002e7c26 (__TEXT,__text) external _cgetmatch
00007ff8002e7d0c (__TEXT,__text) external _cgetnext
00007ff8002e83e6 (__TEXT,__text) external _cgetnum
00007ff8002e7368 (__TEXT,__text) external _cgetset
00007ff8002e80b2 (__TEXT,__text) external _cgetstr
00007ff8002e8308 (__TEXT,__text) external _cgetustr
00007ff8002ebd25 (__TEXT,__text) non-external _chainsearch
00007ff8003189e0 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff8002c5d30 (__TEXT,__text) non-external _check_env_var
                 (undefined) external _chflags (from libsystem_kernel)
00007ff8002b0cb0 (__TEXT,__text) non-external _chmodx1
00007ff8002b0c89 (__TEXT,__text) external _chmodx_np
00007ff8002b0ec2 (__TEXT,__text) non-external _chmodx_syscall
00007ff8002f377f (__TEXT,__text) external _clearerr
00007ff8002f379f (__TEXT,__text) external _clearerr_unlocked
00007ff8002c1c15 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff8002d0308 (__TEXT,__text) external _clock_getres
00007ff8002a689e (__TEXT,__text) external _clock_gettime
00007ff800296614 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff843a48174 (__DATA_DIRTY,__common) external _clock_port
00007ff843a48170 (__DATA_DIRTY,__common) external _clock_sem
00007ff8002d0382 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff8002afcea (__TEXT,__text) non-external _close_directory
00007ff8003145a2 (__TEXT,__text) non-external _close_directory
00007ff80029d0c1 (__TEXT,__text) external _closedir
00007ff840027430 (__DATA_CONST,__const) non-external _cnames
00007ff8002dfea6 (__TEXT,__text) non-external _collect_data
00007ff8002e006c (__TEXT,__text) non-external _collect_key
00007ff800319030 (__TEXT,__const) non-external _command_substitution_str
00007ff8002c5b8a (__TEXT,__text) external _compat_mode
00007ff80029c518 (__TEXT,__text) external _confstr
00007ff841ea95b8 (__DATA,__bss) non-external _constdatablock
00007ff8002d8c4b (__TEXT,__text) external _copy_printf_domain
00007ff8002c91c4 (__TEXT,__text) external _creat
00007ff8002da6cc (__TEXT,__text) external _creat$NOCANCEL
00007ff8002d080a (__TEXT,__text) external _crypt
00007ff841ea95a0 (__DATA,__bss) non-external _cryptresult
00007ff8002e5780 (__TEXT,__text) external _ctermid
00007ff841ea7778 (__DATA,__data) non-external _ctermid.def
00007ff8002e57a9 (__TEXT,__text) external _ctermid_r
00007ff8002c6b9c (__TEXT,__text) external _ctime
00007ff8002bb097 (__TEXT,__text) external _ctime_r
00007ff841ea78c0 (__DATA,__data) non-external _current_categories
00007ff8002bcd00 (__TEXT,__text) non-external _currentlocale
00007ff841eaa100 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff841ea9758 (__DATA,__bss) non-external _curshell
00007ff800310d54 (__TEXT,__text) external _daemon
00007ff8002e57ca (__TEXT,__text) external _daemon$1050
00007ff841ea7a78 (__DATA,__data) non-external _dash_prefix
00007ff843a48190 (__DATA_DIRTY,__common) external _daylight
00007ff8002e1ed6 (__TEXT,__text) external _dbm_clearerr
00007ff8002e1d98 (__TEXT,__text) external _dbm_close
00007ff8002e1e6c (__TEXT,__text) external _dbm_delete
00007ff8002e1eec (__TEXT,__text) external _dbm_dirfno
00007ff8002e1ec6 (__TEXT,__text) external _dbm_error
00007ff8002e1da0 (__TEXT,__text) external _dbm_fetch
00007ff8002e1ddc (__TEXT,__text) external _dbm_firstkey
00007ff8002e1e28 (__TEXT,__text) external _dbm_nextkey
00007ff8002e1ccb (__TEXT,__text) external _dbm_open
00007ff8002e1e91 (__TEXT,__text) external _dbm_store
00007ff8002de51a (__TEXT,__text) external _dbopen
00007ff841ea9e28 (__DATA,__bss) non-external _dbp
00007ff841ea9718 (__DATA,__bss) non-external _decpreg
00007ff8003191a0 (__TEXT,__const) non-external _degrees
00007ff8002cd997 (__TEXT,__text) external _devname
00007ff841ea9678 (__DATA,__bss) non-external _devname.buf
00007ff8002cd9e3 (__TEXT,__text) external _devname_r
00007ff8002c817f (__TEXT,__text) external _difftime
00007ff8002d5059 (__TEXT,__text) external _digittoint
00007ff8002d52d1 (__TEXT,__text) external _digittoint_l
00007ff8002c8898 (__TEXT,__text) external _dirfd
00007ff8002ca3ff (__TEXT,__text) external _dirname
00007ff841ea9db0 (__DATA,__bss) non-external _dirname.dname
00007ff8002c181c (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff8002c5b5c (__TEXT,__text) external _div
00007ff841ea7600 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff8002eb343 (__TEXT,__text) non-external _do_hvis
00007ff8002eb437 (__TEXT,__text) non-external _do_mvis
00007ff8002c0236 (__TEXT,__text) non-external _do_svis
00007ff8002e3b88 (__TEXT,__text) non-external _dorounding
00007ff8002c9319 (__TEXT,__text) external _dprintf
00007ff8002f37a9 (__TEXT,__text) external _dprintf_l
00007ff8002c46e1 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff8002ada34 (__TEXT,__text) external _duplocale
00007ff8002d872d (__TEXT,__text) external _dxprintf
00007ff8002d8f9e (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff800306dea (__TEXT,__text) external _ecvt
00007ff841ea9f10 (__DATA,__bss) non-external _empty
00007ff841ea9f20 (__DATA,__bss) non-external _empty
00007ff841ea9f34 (__DATA,__bss) non-external _empty
00007ff8002d14a3 (__TEXT,__text) external _encrypt
00007ff8002d3f68 (__TEXT,__text) non-external _end_asl
00007ff8002d3f98 (__TEXT,__text) non-external _end_file
00007ff841ea7ab8 (__DATA,__data) non-external _end_ptr
00007ff8002d2777 (__TEXT,__text) external _endttyent
00007ff8002d2a78 (__TEXT,__text) external _endusershell
00007ff80030bad6 (__TEXT,__text) external _endutxent
00007ff8002d3df0 (__TEXT,__text) external _endutxent_wtmp
00007ff800302e36 (__TEXT,__text) external _environ_lock_np
00007ff843a468c8 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff800302e4c (__TEXT,__text) external _environ_unlock_np
00007ff8002a4266 (__TEXT,__text) non-external _eofread
00007ff8002ff825 (__TEXT,__text) non-external _eofread
00007ff8002e593a (__TEXT,__text) external _erand48
00007ff800315fbe (__TEXT,__text) external _err
00007ff8002e8836 (__TEXT,__text) non-external _err_aborted
00007ff800311fa1 (__TEXT,__text) non-external _err_aborted
00007ff8002e5b2c (__TEXT,__text) external _err_set_exit
00007ff8002e5b68 (__TEXT,__text) external _err_set_exit_b
00007ff8002e5b10 (__TEXT,__text) external _err_set_file
00007ff800316142 (__TEXT,__text) external _errc
00007ff8003161ac (__TEXT,__text) external _errx
00007ff800318590 (__TEXT,__const) non-external _escape
00007ff8002e5bb0 (__TEXT,__text) external _execl
00007ff8002e5cf1 (__TEXT,__text) external _execle
00007ff8002e5e44 (__TEXT,__text) external _execlp
00007ff8002e5fc7 (__TEXT,__text) external _execv
00007ff8002e5ffc (__TEXT,__text) external _execvP
00007ff8002e6035 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff8002e5f77 (__TEXT,__text) external _execvp
00007ff8002c3a16 (__TEXT,__text) external _exit
00007ff8002f3e13 (__TEXT,__text) external _f_prealloc
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff8002b0f5b (__TEXT,__text) external _fchmodx_np
00007ff8002b0f81 (__TEXT,__text) non-external _fchmodx_syscall
00007ff8002ba7d4 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800306fac (__TEXT,__text) external _fcvt
00007ff8002c55be (__TEXT,__text) external _fdopen
00007ff8002bd7b5 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800312093 (__TEXT,__text) external _fdopendir
00007ff8002c553c (__TEXT,__text) external _fdopendir$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
00007ff8002cf14a (__TEXT,__text) external _feof
00007ff8002f383f (__TEXT,__text) external _feof_unlocked
00007ff8002c829a (__TEXT,__text) external _ferror
00007ff8002f384e (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff8002e1c5a (__TEXT,__text) non-external _fetch_bitmap
00007ff8002d302b (__TEXT,__text) external _fflagstostr
00007ff8002a7cc6 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff8002c88b9 (__TEXT,__text) external _fgetc
00007ff8002ccddd (__TEXT,__text) external _fgetln
00007ff8002f3887 (__TEXT,__text) external _fgetpos
00007ff8002d9c3c (__TEXT,__text) external _fgetrune
00007ff841ea9d8c (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff8002ba6ad (__TEXT,__text) external _fgets
00007ff8002f38ac (__TEXT,__text) external _fgetwc
00007ff8002f39ce (__TEXT,__text) external _fgetwc_l
00007ff8002f3af0 (__TEXT,__text) external _fgetwln
00007ff8002f3a39 (__TEXT,__text) external _fgetwln_l
00007ff8002f3cc6 (__TEXT,__text) external _fgetws
00007ff8002f3b18 (__TEXT,__text) external _fgetws_l
00007ff843a46648 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff8002ae82c (__TEXT,__text) external _fileno
00007ff8002f3cee (__TEXT,__text) external _fileno_unlocked
00007ff8002a5e05 (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff8002b0bfb (__TEXT,__text) external _filesec_dup
00007ff8002a6155 (__TEXT,__text) external _filesec_free
00007ff8002a5e38 (__TEXT,__text) external _filesec_get_property
00007ff8002a5bf0 (__TEXT,__text) external _filesec_init
00007ff8002d1c14 (__TEXT,__text) external _filesec_query_property
00007ff8002a5c0c (__TEXT,__text) external _filesec_set_property
00007ff8002cf4fc (__TEXT,__text) external _filesec_unset_property
00007ff8002ae9d2 (__TEXT,__text) non-external _find_temp_path
00007ff8002c3764 (__TEXT,__text) non-external _first_wday_of
00007ff8002a7d01 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff8002df2b6 (__TEXT,__text) non-external _flush_meta
00007ff80030b172 (__TEXT,__text) non-external _flush_queues
00007ff8003020fa (__TEXT,__text) external _fmemopen
00007ff800302384 (__TEXT,__text) non-external _fmemopen_close
00007ff80030226f (__TEXT,__text) non-external _fmemopen_read
00007ff80030232a (__TEXT,__text) non-external _fmemopen_seek
00007ff8003022b9 (__TEXT,__text) non-external _fmemopen_write
00007ff840027010 (__DATA_CONST,__const) non-external _fmt_padding
00007ff8002c4fc8 (__TEXT,__text) external _fmtcheck
00007ff8002e6340 (__TEXT,__text) external _fmtmsg
00007ff8002c61e3 (__TEXT,__text) external _fnmatch
00007ff8002a81cf (__TEXT,__text) external _fopen
00007ff800310c19 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff8002bf5f1 (__TEXT,__text) external _fork
00007ff8002bf2fd (__TEXT,__text) external _forkpty
00007ff8002ccb08 (__TEXT,__text) external _fparseln
00007ff800317f5c (__TEXT,__const) non-external _fparseln.dstr
00007ff8002a9d55 (__TEXT,__text) external _fprintf
00007ff8002f3e73 (__TEXT,__text) external _fprintf_l
00007ff841ea7aa8 (__DATA,__data) non-external _fptr
00007ff8002f3f09 (__TEXT,__text) external _fpurge
00007ff8002ce027 (__TEXT,__text) external _fputc
00007ff8002d9dc1 (__TEXT,__text) external _fputrune
00007ff841ea9d94 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff8002c86c3 (__TEXT,__text) external _fputs
00007ff8002f404f (__TEXT,__text) external _fputwc
00007ff8002f40b5 (__TEXT,__text) external _fputwc_l
00007ff8002f4277 (__TEXT,__text) external _fputws
00007ff8002f4128 (__TEXT,__text) external _fputws_l
00007ff8002ae78a (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff8002d8a45 (__TEXT,__text) external _free_printf_comp
00007ff8002d8cec (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff8002adf2c (__TEXT,__text) external _freelocale
00007ff8002f4435 (__TEXT,__text) external _freopen
00007ff8002f4742 (__TEXT,__text) external _fscanf
00007ff8002f482c (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff8002ae23c (__TEXT,__text) external _fseek
00007ff8002ae2aa (__TEXT,__text) external _fseeko
00007ff8002f4926 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff8002d0554 (__TEXT,__text) external _fstatvfs
00007ff8002d9b80 (__TEXT,__text) external _fstatx64_np
00007ff800314f24 (__TEXT,__text) external _fstatx_np
00007ff8002b0f16 (__TEXT,__text) external _fstatx_np$INODE64
00007ff8002b0f4f (__TEXT,__text) non-external _fstatx_syscall
00007ff800314f5d (__TEXT,__text) non-external _fstatx_syscall
00007ff841ea7660 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff8002da575 (__TEXT,__text) external _fsync_volume_np
00007ff8002ae7d1 (__TEXT,__text) external _ftell
00007ff8002ae613 (__TEXT,__text) external _ftello
00007ff800300032 (__TEXT,__text) external _ftime
00007ff8002e7140 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff8002f36b7 (__TEXT,__text) external _ftrylockfile
00007ff8002a9504 (__TEXT,__text) non-external _fts_alloc
00007ff800314434 (__TEXT,__text) non-external _fts_alloc
00007ff8002aee6c (__TEXT,__text) non-external _fts_build
00007ff8003135dc (__TEXT,__text) non-external _fts_build
00007ff80031549b (__TEXT,__text) non-external _fts_build.cold.1
00007ff800317381 (__TEXT,__text) non-external _fts_build.cold.1
00007ff8003154b0 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800317396 (__TEXT,__text) non-external _fts_build.cold.2
00007ff8003154c5 (__TEXT,__text) non-external _fts_build.cold.3
00007ff8003173ab (__TEXT,__text) non-external _fts_build.cold.3
00007ff8003154da (__TEXT,__text) non-external _fts_build.cold.4
00007ff8003173c0 (__TEXT,__text) non-external _fts_build.cold.4
00007ff8003154ef (__TEXT,__text) non-external _fts_build.cold.5
00007ff8003173d5 (__TEXT,__text) non-external _fts_build.cold.5
00007ff800315504 (__TEXT,__text) non-external _fts_build.cold.6
00007ff8003173ea (__TEXT,__text) non-external _fts_build.cold.6
00007ff800314283 (__TEXT,__text) external _fts_children
00007ff8002d1d1f (__TEXT,__text) external _fts_children$INODE64
00007ff800312eca (__TEXT,__text) external _fts_close
00007ff8002a9c4a (__TEXT,__text) external _fts_close$INODE64
00007ff800312b68 (__TEXT,__text) external _fts_open
00007ff8002a91c4 (__TEXT,__text) external _fts_open$INODE64
00007ff800312e3b (__TEXT,__text) external _fts_open_b
00007ff8002d1c8f (__TEXT,__text) external _fts_open_b$INODE64
00007ff8002a9498 (__TEXT,__text) non-external _fts_palloc
00007ff8003143c8 (__TEXT,__text) non-external _fts_palloc
00007ff800312fd5 (__TEXT,__text) external _fts_read
00007ff8002a9789 (__TEXT,__text) external _fts_read$INODE64
00007ff8002afba1 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800313495 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800314260 (__TEXT,__text) external _fts_set
00007ff8002bc878 (__TEXT,__text) external _fts_set$INODE64
00007ff8002d1e67 (__TEXT,__text) non-external _fts_sort
00007ff8003144bb (__TEXT,__text) non-external _fts_sort
00007ff8002a958b (__TEXT,__text) non-external _fts_stat2
00007ff8003145eb (__TEXT,__text) non-external _fts_stat2
00007ff8003148a8 (__TEXT,__text) external _ftw
00007ff8002d2b34 (__TEXT,__text) external _ftw$INODE64
00007ff8002d9d36 (__TEXT,__text) external _fungetrune
00007ff841ea9d90 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff8002a7e9e (__TEXT,__text) external _funlockfile
00007ff8002c1b75 (__TEXT,__text) external _funopen
00007ff8002f4935 (__TEXT,__text) external _fwide
00007ff8002f498c (__TEXT,__text) external _fwprintf
00007ff8002f4a4a (__TEXT,__text) external _fwprintf_l
00007ff8002bcaa8 (__TEXT,__text) external _fwrite
00007ff8002f4ae0 (__TEXT,__text) external _fwscanf
00007ff8002f4b9e (__TEXT,__text) external _fwscanf_l
00007ff8002d87cc (__TEXT,__text) external _fxprintf
00007ff8002d9048 (__TEXT,__text) external _fxprintf_exec
00007ff841ea75b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800306fbb (__TEXT,__text) external _gcvt
00007ff8002acfd5 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff843a468f8 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff843a461b8 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff8002d3fd3 (__TEXT,__text) non-external _get_asl
00007ff841ea9788 (__DATA,__bss) non-external _get_asl.utx
00007ff841ea9d4c (__DATA,__bss) non-external _get_clock.adjustment
00007ff841ea9d60 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff841ea9d50 (__DATA,__bss) non-external _get_clock.last
00007ff8002d430f (__TEXT,__text) non-external _get_file
00007ff841ea9a08 (__DATA,__bss) non-external _get_file.ux
00007ff8002c503c (__TEXT,__text) non-external _get_next_format
00007ff8002c516a (__TEXT,__text) non-external _get_next_format_from_precision
00007ff8002c5118 (__TEXT,__text) non-external _get_next_format_from_width
00007ff80030759e (__TEXT,__text) non-external _getargs
00007ff800308103 (__TEXT,__text) non-external _getargs
00007ff800308b7f (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff8002f1ced (__TEXT,__text) non-external _getbits
00007ff800318c4c (__TEXT,__const) non-external _getbits.digits
00007ff8002e7189 (__TEXT,__text) external _getbsize
00007ff841ea9df0 (__DATA,__bss) non-external _getbsize.header
00007ff8002cef9a (__TEXT,__text) external _getc
00007ff8002f4c34 (__TEXT,__text) external _getc_unlocked
00007ff8002f4c5a (__TEXT,__text) external _getchar
00007ff8002f4ca5 (__TEXT,__text) external _getchar_unlocked
00007ff8002c3e0c (__TEXT,__text) external _getcwd
00007ff8002d815c (__TEXT,__text) external _getdate
00007ff841ea9cf8 (__DATA,__bss) non-external _getdate.tm
00007ff841eaa484 (__DATA,__common) external _getdate_err
00007ff8002c831b (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff8002d15b2 (__TEXT,__text) external _getdiskbyname
00007ff841ea9680 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff8002e7483 (__TEXT,__text) non-external _getent
00007ff800296530 (__TEXT,__text) external _getenv
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff800310cea (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff8002da6dd (__TEXT,__text) external _gethostid
00007ff8002aff49 (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff8002f2869 (__TEXT,__text) external _getipv4sourcefilter
00007ff80031685f (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
00007ff800316882 (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff8003168a5 (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff8002d3444 (__TEXT,__text) external _getlastlogx
00007ff8002d3510 (__TEXT,__text) external _getlastlogxbyname
00007ff8002c8309 (__TEXT,__text) external _getline
00007ff8002d1f4e (__TEXT,__text) external _getloadavg
00007ff8002ce490 (__TEXT,__text) external _getlogin
00007ff8002ce4ca (__TEXT,__text) non-external _getlogin_basic
00007ff8002e847b (__TEXT,__text) external _getlogin_r
00007ff800310e62 (__TEXT,__text) external _getmntinfo
00007ff8002c9561 (__TEXT,__text) external _getmntinfo$INODE64
00007ff841ea9e38 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff841eaa468 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800309806 (__TEXT,__text) external _getmntinfo64
00007ff841eaa428 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff841eaa418 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff841eaa420 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff8002a4f02 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800310e88 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800310f50 (__TEXT,__text) external _getmntinfo_r_np
00007ff8002a4eaa (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff8002e99a0 (__TEXT,__text) external _getmode
00007ff80029fe7b (__TEXT,__text) non-external _getoffset
00007ff8002c4da8 (__TEXT,__text) external _getopt
00007ff841ea7a58 (__DATA,__data) non-external _getopt.place
00007ff8002c4776 (__TEXT,__text) non-external _getopt_internal
00007ff800316e34 (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff841ea7a60 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff8002c4766 (__TEXT,__text) external _getopt_long
00007ff8002cfe68 (__TEXT,__text) external _getopt_long_only
00007ff8002a61ff (__TEXT,__text) external _getpagesize
00007ff843a46918 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff8002e983d (__TEXT,__text) external _getpass
00007ff841ea9ed0 (__DATA,__bss) non-external _getpass.buf
00007ff8002e84e1 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff8002a4fca (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff8002a00bd (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff8002f4cd5 (__TEXT,__text) external _gets
00007ff800318c60 (__TEXT,__const) non-external _gets.w
00007ff841eaa180 (__DATA,__bss) non-external _gets.warned
00007ff80029febf (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff8002f2a6c (__TEXT,__text) external _getsourcefilter
